oak leaf cluster and the 72
out with friends for the 273
out with friends who do 46
out with general heath to 83
out with justice that the 137
out with letters for the 77
out with observing that the 218
out with renewed zeal the 48
out with respect for the 181
own and brought them to 45
own and control all of 254
own and control all the 568
own and operate all of 122
own and operate all the 748
own and operate any of 40
own and operate one of 276
own and operate one or 546
own and pursued them by 61
own and respect him as 111
own can account for the 48
own dear friends and my 58
own ill conduct and the 60
own near agonies and the 41
own odd pastime was the 76
own raw produce for the 88
own six stamens but by 68
own that enabled him to 129
own that rebecca was no 42
own was brought them by 42
own was riveted with an 125
own with pleasure that if 83
