oath of fealty and homage 373
out to touch her friend 74
out to touch her sister 112
out to touch her sleeve 42
out to touch his forearm 55
out to touch his sleeve 202
out to touch one another 272
out to towns and cities 205
out to twice its normal 178
out to visit all cabins 42
out to visit her brother 59
out to visit her cousin 56
out to visit her friend 41
out to visit her sister 116
out to visit his brother 230
out to visit his family 148
out to visit his friend 152
out to visit his sister 124
out to watch and listen 106
out to watch for bovary 45
owe to pepys and evelyn 126
own by which they convey 165
own he wrote that letter 46
own my flesh yet creeps 58
