oaks were cut down and 41
over hill and dale for 1233
over hill and dale lay 105
over hill and dale with 451
over hill and vale and 76
over hill and wood and 45
over hiring and firing and 61
over india and there are 49
over india for more than 81
over india for over two 43
over into each other and 286
over into his arms and 138
over into his work and 40
over into new york and 44
over into our yard with 115
over into real life and 44
over land and main our 72
over land and ocean and 52
over land and ocean with 96
over life and over death 79
over like this will not 58
over moor and fell beat 65
over more and more and 152
over more than half his 163
over more than half its 296
over more than just one 119
over more than once and 136
over more than once with 45
over more than their own 154
over more than three and 196
over mouth and nose and 77
over much too soon for 42
over none but their own 68
over nose and mouth and 171
over nothing but poor dead 57
over onto her back and 3871
over onto her back with 148
over onto her side and 1350
over onto her side with 42
over onto his back and 5410
over onto his back with 346
over onto his face and 164
over onto his side and 2070
over onto his side with 121
over onto its back and 868
over onto its back with 44
over onto its side and 633
over onto its side with 41
over onto one side and 150
over snow and sand but 133
over styx for half his 238
over their own body and 93
over their own care and 47
over their own eyes and 66
over their own fate and 154
over their own fate than 46
over their own feet and 165
over their own heads and 187
over their own heads for 47
over their own health and 300
over their own jobs and 43
over their own land and 248
over their own life and 210
over their own sins and 52
over their own time and 384
over their own ways and 42
over their own wealth and 99
over their own work and 681
over there and clean them 93
over there and find out 1687
over there and give her 136
over there and give him 310
over there and give them 255
over there and give you 232
over there and have them 114
over there and help her 129
over there and help him 315
over there and help out 104
over there and help them 217
over there and help you 117
over there and join them 84
over there and kick his 92
over there and kill him 161
over there and look for 289
over there and make her 93
over there and make you 118
over there and making war 131
over there and pick her 84
over there and pick him 87
over there and pick out 129
over there and pick you 42
over there and play with 212
over there and show him 44
over there and show them 148
over there and show you 174
over there and stay with 177
over there and take him 40
over there and take that 153
over there and take them 113
over there and talk with 157
over there and tell her 495
over there and tell him 795
over there and tell that 166
over there and tell them 863
over there and there was 165
over there and told her 45
over there and told him 216
over there and told them 105
over there and wait for 589
over there and what they 42
over there and when they 107
over there and work with 40
over there for more than 85
over there with those two 41
over there you will see 65
over these things when you 52
over these two heads for 64
over those for whom they 81
over those that have not 166
over those that were not 98
over those who have had 130
over those who have not 1293
over those who have them 104
over those who heard him 72
over those who knew him 176
over those who look for 41
over those who love him 52
over those who think they 42
over those who went with 54
over those who were his 94
over those who were not 809
over those who were thus 63
over those who will not 98
over those who work for 92
over those who work with 59
over those with whom she 197
over those with whom they 436
over those with whom you 75
over three per cent per 106
over time and find that 41
over time and from one 2452
over time and have not 127
over time and look for 87
over time and over all 126
over time and there are 493
over time and there has 101
over time and there may 94
over time and there was 194
over time and those that 264
over time and those who 110
over time and vary with 164
over time and were not 250
over time and what are 147
over time and what they 87
over time and when they 40
over time and will not 198
over time are those that 134
over time but also that 107
over time can help you 139
over time for those who 216
over time has been for 91
over time has been that 166
over time than those that 40
over time than those who 291
over time than those with 142
over time that there are 114
over time you will get 84
over time you will see 129
over upon his back and 324
over upon his face and 131
over upon his side and 288
over upon its back with 59
over upon its side and 200
over wall and roof our 60
over ways and means and 43
over ways and means for 88
over ways and means with 99
over what and when they 41
over what had been and 86
over what had been dry 46
over what had been going 63
over what had been her 152
over what had been his 225
over what had been one 42
over what has been and 127
over what has been going 93
over what has been read 241
over what she felt was 251
over what she said and 43
over what she says and 95
over what they felt was 598
over what they have read 217
over what they learn and 68
over what they paid for 94
over what they teach and 95
over what they think they 157
over what they were doing 771
over what they were going 318
over what was best for 432
over what was done and 90
over what was done with 87
over what was good and 41
over what was left and 107
over what was paid for 40
over what was past and 324
over what was said and 266
over what was wrong with 189
over what you have not 144
over what you have read 935
over what you paid for 98
over what you said and 252
over what you said this 46
over what you think you 107
over what you were doing 235
over when she made her 85
over when things were going 90
over whom they have any 134
over whom they have not 59
over whom they rule are 44
over whom they rule can 49
over whom they rule with 59
over whom they were set 205
over whom you have any 82
over years and years and 222
over your head like that 131
over your head like this 55
over your head when you 518
over your own body and 74
over your own feet and 52
over your own legs and 43
over your own life and 429
over your own mind and 43
over zoning and land use 95
owes more than ever poet 93
owes more than half its 78
owes most for what has 111
owning their own home and 113
owning their own home was 53
owning their own land and 298
owning their own land was 45
owning your own home and 66
oxen were too heavy for 65
