oaths the 62 oaths to 52
over the 52 over the 155
over the 161 over the 94
over the 50 over the 135
over the 48 over the 52
over the 46 over the 50
over the 46 over the 53
over the 83 over of 98
over the 43 over the 272
over up 40 over the 57
over the 69 over the 108
over he 41 over in 103
over in 52 over the 792
over to 55 over the 45
over the 74 over the 60
over the 50 over the 73
over the 74 over the 68
over the 80 over the 482
over be 97 over by 48
over do 45 over he 245
over in 58 over is 59
over it 140 over on 212
over the 337 over to 137
over we 169 over the 184
over he 153 over it 41
over the 194 over the 41
over the 145 over the 49
over of 45 over of 48
over of 70 over of 1130
over of 225 over of 139
over in 57 over on 54
over the 808 over the 192
over to 58 over the 241
over as 42 over to 54
over the 166 over to 42
over the 307 over the 215
over us 48 over the 108
over the 273 over the 59
over the 84 over the 46
over the 64 over the 152
over the 55 over of 166
over the 42 over the 80
over the 40 over the 49
over the 196 over to 60
over he 120 over the 86
over the 279 over the 127
over the 475 over an 149
over the 363 over my 147
over the 109 over the 57
over the 63 over the 133
over of 43 over the 117
over the 41 over we 43
owed to 44 owed to 48
owed it 48 owed as 63
owed to 106 owed the 86
owed to 301 owed to 49
owes to 147 owes the 94
owes to 940 owes to 154
owning the 63 owning he 195
owns the 136 owns the 48
