the b vitamins necessary 58
to a negative increment 71
to a negative inference 99
to a negative influence 226
to a negative injunction 41
to a negative perception 326
to a negative portrayal 89
to a negative reference 107
to a negative reflection 60
to a negative resolution 155
to a negative statement 432
to a negative stereotype 541
to a negotiating committee 83
to a neuronal phenotype 90
to a neurotic compulsion 40
to a nominating committee 141
to a nominating convention 545
to a nonlinear algebraic 129
to a nonlinear amplifier 60
to a nonlinear capacitor 46
to a nonlinear programming 216
to a nonlinear regression 105
to a nonracial democracy 85
to a nontoxic substance 54
to a normally developed 82
to a normally effective 40
to a normally innocuous 63
to a normally positioned 49
to a notorious character 67
to a notorious defaulter 303
to a numbered paragraph 181
to a numbered regulation 131
to a numerous algonquin 49
to a numerous concourse 90
to a numerous multitude 65
to a numerous population 359
to a numerous posterity 108
to a palpable absurdity 129
to a palpable discovery 46
to a palpable falsehood 130
to a pamphlet addressed 107
to a pamphlet published 1205
to a parallel alignment 118
to a parallel conclusion 124
to a parallel connection 240
to a parallel discussion 58
to a parallel interface 86
to a parallel political 52
to a parallel processor 74
to a parallel projection 96
to a parallel resonance 43
to a parallel structure 122
to a paranoid psychosis 94
to a parochial committee 111
to a parochial workhouse 43
to a partially collapsed 40
to a partially completed 245
to a partially destroyed 41
to a partially developed 145
to a partially obstructing 52
to a partially penetrating 166
to a partially saturated 113
to a partially sheltered 97
to a partially specified 88
to a partially submerged 242
to a particle physicist 103
to a partisan political 218
to a password protected 53
to a pastoral community 90
to a pastoral counselor 189
to a pastoral existence 167
to a pastoral landscape 87
to a pastoral lifestyle 45
to a paternal despotism 55
to a patriotic englishman 83
to a patriotic sentiment 61
to a peacetime existence 73
to a pecuniary allowance 51
to a pecuniary indemnity 45
to a pediatric allergist 41
to a pediatric emergency 243
to a pediatric intensive 331
to a pediatric orthopedic 49
to a pediatric population 99
to a pediatric specialist 56
to a pediatric urologist 131
to a pentagon spokesman 75
to a penthouse apartment 144
to a perfusion apparatus 46
to a perilous adventure 56
to a perplexing discussion 62
to a personal admiration 41
to a personal agreement 45
to a personal allowance 287
to a personal animosity 68
to a personal appearance 457
to a personal assistant 295
to a personal attribute 73
to a personal awareness 98
to a personal bodyguard 45
to a personal capitation 48
to a personal collection 93
to a personal conception 156
to a personal conclusion 155
to a personal confession 147
to a personal connection 129
to a personal construct 44
to a personal conversion 89
to a personal conviction 244
to a personal definition 85
to a personal dictionary 93
to a personal discovery 98
to a personal discussion 124
to a personal emergency 68
to a personal encounter 1013
to a personal engagement 65
to a personal enjoyment 50
to a personal evaluation 84
to a personal existence 129
to a personal expression 148
to a personal grievance 467
to a personal guarantee 70
to a personal hostility 42
to a personal impression 47
to a personal inability 47
to a personal infirmity 45
to a personal influence 115
to a personal inspection 251
to a personal interview 4034
to a personal inventory 43
to a personal invitation 218
to a personal knowledge 962
to a personal narrative 559
to a personal necessity 42
to a personal obligation 282
to a personal perception 63
to a personal political 86
to a personal possession 65
to a personal prejudice 112
to a personal privilege 55
to a personal realization 159
to a personal reference 112
to a personal reflection 123
to a personal residence 457
to a personal resolution 42
to a personal revelation 168
to a personal sacrifice 50
to a personal secretary 69
to a personal servitude 77
to a personal signature 45
to a personal sovereign 344
to a personal spiritual 129
to a personal statement 267
to a personal telephone 50
to a personal testimony 51
to a personal viewpoint 42
to a perverse generation 123
to a physical alteration 70
to a physical appearance 63
to a physical attraction 172
to a physical attribute 103
to a physical certainty 58
to a physical collection 42
to a physical commodity 69
to a physical complaint 46
to a physical component 205
to a physical conception 47
to a physical connection 203
to a physical definition 54
to a physical deformity 94
to a physical directory 241
to a physical encounter 137
to a physical existence 184
to a physical expression 80
to a physical hypothesis 50
to a physical inability 143
to a physical infirmity 141
to a physical influence 87
to a physical inspection 155
to a physical interface 258
to a physical inventory 181
to a physical limitation 147
to a physical magnitude 64
to a physical mechanism 143
to a physical necessity 203
to a physical occupation 71
to a physical parameter 103
to a physical principle 120
to a physical processor 76
to a physical prototype 47
to a physical realization 71
to a physical reference 46
to a physical scientist 92
to a physical separation 263
to a physical structure 417
to a physical substance 165
to a physical substrate 89
to a physical territory 40
to a physician assistant 206
to a physician complaining 126
to a physician consulted 216
to a physician specializing 101
to a pineapple plantation 46
to a platelet suspension 55
to a platform overlooking 145
to a platform supported 42
to a platform suspended 52
to a platinum electrode 590
to a platonic conception 128
to a poignant conclusion 47
to a polished smoothness 79
to a pollution prevention 149
to a polyglot population 65
to a portable generator 122
to a portable television 63
to a positive advantage 79
to a positive affective 72
to a positive agreement 100
to a positive appraisal 118
to a positive association 394
to a positive assurance 58
to a positive attraction 43
to a positive attribute 62
to a positive certainty 339
to a positive character 69
to a positive classroom 184
to a positive conception 556
to a positive conclusion 2433
to a positive connection 54
to a positive conviction 139
to a positive curvature 154
to a positive definition 267
to a positive deflection 77
to a positive discussion 61
to a positive electrode 324
to a positive enactment 46
to a positive endowment 45
to a positive engagement 84
to a positive evaluation 924
to a positive exposition 97
to a positive expression 118
to a positive frequency 65
to a positive impression 94
to a positive incentive 133
to a positive increment 84
to a positive influence 194
to a positive injunction 52
to a positive intercept 89
to a positive knowledge 188
to a positive lifestyle 44
to a positive magnitude 73
to a positive monotonic 53
to a positive necessity 48
to a positive obligation 178
to a positive perception 182
to a positive political 97
to a positive portrayal 53
to a positive pregnancy 48
to a positive principle 91
to a positive prognosis 57
to a positive reference 74
to a positive resolution 492
to a positive revelation 52
to a positive spiritual 72
to a positive statement 926
to a positive suggestion 44
to a positive toleration 75
to a positive transition 68
to a possible accusation 44
to a possible additional 80
to a possible advantage 61
to a possible aggressor 108
to a possible agreement 244
to a possible alteration 96
to a possible ambiguity 83
to a possible amendment 54
to a possible association 361
to a possible beneficial 42
to a possible biological 101
to a possible candidate 115
to a possible completion 108
to a possible conception 57
to a possible conclusion 271
to a possible connection 1203
to a possible contingency 59
to a possible conversion 52
to a possible correction 69
to a possible criticism 70
to a possible definition 113
to a possible departure 43
to a possible derivation 79
to a possible different 62
to a possible diminution 76
to a possible discovery 40
to a possible emergency 84
to a possible empirical 245
to a possible encounter 55
to a possible engagement 46
to a possible existence 63
to a possible federation 51
to a possible functional 84
to a possible inference 67
to a possible influence 355
to a possible knowledge 91
to a possible limitation 107
to a possible mechanism 404
to a possible metabolic 82
to a possible necessity 44
to a possible occupation 81
to a possible offensive 56
to a possible perception 59
to a possible permanent 57
to a possible political 208
to a possible pregnancy 95
to a possible procedure 40
to a possible production 51
to a possible purchaser 184
to a possible realization 43
to a possible reference 102
to a possible repetition 74
to a possible resolution 265
to a possible resumption 69
to a possible revelation 89
to a possible revolution 68
to a possible secondary 68
to a possible separation 111
to a possible spiritual 66
to a possible structure 62
to a possible successor 151
to a possible suggestion 53
to a possible terrorist 120
to a possible theoretical 41
to a possible transition 173
to a possible withdrawal 48
to a possibly different 166
to a possibly important 72
to a potential advantage 42
to a potential adversary 415
to a potential aggressor 1603
to a potential agreement 49
to a potential ambiguity 66
to a potential applicant 119
to a potential assailant 44
to a potential candidate 187
to a potential corporate 85
to a potential defendant 141
to a potential developer 41
to a potential different 42
to a potential emergency 44
to a potential industrial 44
to a potential limitation 53
to a potential mechanism 40
to a potential narrative 42
to a potential plaintiff 94
to a potential political 69
to a potential publisher 181
to a potential purchaser 921
to a potential readership 64
to a potential recipient 154
to a potential resolution 55
to a potential strategic 41
to a potential successor 75
to a potential supporter 68
to a potential terrorist 118
to a powerful adversary 60
to a powerful association 53
to a powerful attraction 49
to a powerful chieftain 51
to a powerful commercial 43
to a powerful committee 58
to a powerful community 71
to a powerful conclusion 281
to a powerful crescendo 118
to a powerful criticism 57
to a powerful discourse 59
to a powerful enchanter 62
to a powerful executive 168
to a powerful expression 42
to a powerful hierarchy 43
to a powerful hydraulic 41
to a powerful impression 58
to a powerful incentive 51
to a powerful industrial 81
to a powerful influence 156
to a powerful intellect 144
to a powerful mainframe 48
to a powerful mechanism 58
to a powerful offensive 84
to a powerful opposition 82
to a powerful political 532
to a powerful politician 95
to a powerful protector 98
to a powerful realization 40
to a powerful sentiment 49
to a powerful sovereign 205
to a powerful spiritual 287
to a powerful statement 90
to a powerful technique 94
to a powerful telescope 156
to a powerful temptation 118
to a practice originating 89
to a practice prevalent 73
to a practice sometimes 43
to a prepared defensive 53
to a prepared dictionary 45
to a prepared statement 172
to a pressure amplitude 155
to a pressure approaching 58
to a pressure increment 140
to a pressure manometer 79
to a pressure paralysis 84
to a pressure regulator 229
to a pressure reservoir 49
to a pressure sensitive 61
to a prevailing defendant 851
to a prevailing impression 94
to a prevailing plaintiff 1031
to a prevailing sentiment 101
to a priestly hierarchy 41
to a primeval revelation 64
to a princess circulating 55
to a prisoner convicted 72
to a prisoner sentenced 60
to a probable conclusion 351
to a probable connection 63
to a probation revocation 71
to a proceeding commenced 124
to a proceeding conducted 55
to a profound admiration 152
to a profound alienation 68
to a profound alteration 332
to a profound ambiguity 60
to a profound awareness 112
to a profound conception 54
to a profound conclusion 156
to a profound connection 65
to a profound conversion 55
to a profound conviction 354
to a profound criticism 72
to a profound depression 187
to a profound discussion 83
to a profound disruption 52
to a profound duplicity 307
to a profound ignorance 167
to a profound influence 78
to a profound knowledge 986
to a profound meditation 60
to a profound pessimism 175
to a profound political 123
to a profound realization 203
to a profound reflection 73
to a profound reverence 79
to a profound revolution 159
to a profound sentiment 63
to a profound spiritual 255
to a profound stillness 42
to a profound theological 66
to a profound uneasiness 63
to a prolonged depression 75
to a prolonged discussion 432
to a prolonged existence 110
to a prolonged guerrilla 48
to a prolonged occupancy 76
to a prolonged occupation 192
to a prolonged political 69
to a prolonged residence 128
to a prolonged separation 40
to a prolonged stalemate 73
to a properly appointed 106
to a properly authorized 173
to a properly conceived 51
to a properly conducted 298
to a properly developed 89
to a properly formatted 109
to a properly installed 41
to a properly organized 241
to a properly performed 72
to a properly political 48
to a properly qualified 756
to a properly regulated 560
to a property developer 388
to a property insurance 59
to a property possessed 120
to a proposal contained 62
to a proposal presented 95
to a proposal previously 46
to a proposal submitted 397
to a proposed agreement 245
to a proposed alteration 104
to a proposed amendment 1030
to a proposed commercial 98
to a proposed convention 110
to a proposed correction 47
to a proposed definition 73
to a proposed expedition 111
to a proposed industrial 55
to a proposed innovation 73
to a proposed mechanism 139
to a proposed ordinance 55
to a proposed procedure 107
to a proposed purchaser 127
to a proposed regulation 351
to a proposed reservoir 44
to a proposed resolution 138
to a proposed statement 64
to a proposed structure 81
to a protocol described 70
to a protocol developed 70
to a provision authorized 63
to a provision contained 223
to a provision derogation 150
to a provision prohibiting 62
to a publicly announced 88
to a publicly available 271
to a publicly supported 912
to a punctual discharge 50
to a punitive expedition 478
to a purchase agreement 350
to a purulent character 52
to a purulent collection 43
to a purulent discharge 240
to a pyridine nucleotide 99
to a radiative transition 83
to a railroad commission 74
to a railroad conductor 72
to a railroad connection 66
to a railroad convention 85
to a railroad executive 113
to a railroad president 189
to a railroad timetable 46
to a randomly generated 482
to a realistic appraisal 989
to a realistic awareness 60
to a realistic conception 179
to a realistic conclusion 83
to a realistic discussion 48
to a realistic evaluation 221
to a realistic perception 118
to a realistic political 61
to a realistic portrayal 196
to a realistic simulation 64
to a realistic timetable 66
to a rebellion supported 108
to a received estimation 62
to a receiver appointed 523
to a receiver connected 117
to a receiver implanted 77
to a recently abandoned 70
to a recently announced 62
to a recently appointed 90
to a recently completed 463
to a recently concluded 57
to a recently conducted 67
to a recently converted 74
to a recently described 140
to a recently developed 393
to a recently excavated 53
to a recently installed 43
to a recently organized 56
to a recently published 2580
to a recently purchased 75
to a reception celebrating 57
to a reception committee 234
to a receptor activates 51
to a reckless disregard 360
to a recorded deposition 46
to a recorded interview 135
to a recovering alcoholic 200
to a reflecting intellect 211
to a reflecting telescope 108
to a reformed alcoholic 60
to a reformed parliament 246
to a refracting telescope 94
to a regiment commanded 141
to a regiment quartered 119
to a regiment recruited 43
to a regulating reservoir 49
to a rejected applicant 152
to a relative abundance 239
to a relative advantage 44
to a relative conception 42
to a relative conclusion 44
to a relative definition 74
to a relative diminution 119
to a relative dominance 56
to a relative evaluation 42
to a relative frequency 550
to a relative imbalance 64
to a relative inability 109
to a relative intensity 105
to a relative molecular 60
to a relative perfection 86
to a relative reference 130
to a relative shrinkage 62
to a relative stability 183
to a relative stagnation 62
to a relevant population 61
to a religious adherence 244
to a religious affiliation 101
to a religious association 296
to a religious broadcast 43
to a religious character 374
to a religious community 4189
to a religious conception 348
to a religious conclusion 55
to a religious confession 116
to a religious convention 116
to a religious conversion 1403
to a religious conviction 328
to a religious counselor 89
to a religious definition 44
to a religious discourse 333
to a religious discussion 122
to a religious foundation 373
to a religious framework 133
to a religious hierarchy 81
to a religious influence 67
to a religious injunction 40
to a religious institute 205
to a religious lifestyle 68
to a religious mendicant 40
to a religious mysticism 71
to a religious newspaper 62
to a religious objective 129
to a religious obligation 116
to a religious periodical 85
to a religious persuasion 67
to a religious preceptor 55
to a religious prejudice 56
to a religious principle 427
to a religious procession 222
to a religious profession 273
to a religious recipient 88
to a religious revelation 120
to a religious revolution 322
to a religious sacrament 65
to a religious sacrifice 41
to a religious sanctuary 94
to a religious sentiment 301
to a religious solemnity 74
to a religious specialist 61
to a religious statement 57
to a religious structure 99
to a religious undertaking 43
to a religious veneration 120
to a religious viewpoint 83
to a religious worldview 228
to a reported statement 134
to a resident defendant 46
to a resident population 217
to a residual population 42
to a resinous substance 78
to a resolute conclusion 46
to a resolute discharge 76
to a resonant absorption 44
to a resonant frequency 628
to a resonant transition 56
to a resounding conclusion 180
to a resounding crescendo 131
to a resource allocation 622
to a response regulator 94
to a restless existence 73
to a restored jerusalem 43
to a retainer agreement 52
to a returned missionary 66
to a reverend gentleman 204
to a reversion expectant 45
to a richmond newspaper 75
to a righteous conclusion 58
to a rightful sovereign 218
to a rigorous compliance 54
to a rigorous criticism 226
to a rigorous definition 180
to a rigorous empirical 123
to a rigorous evaluation 186
to a rigorous inspection 161
to a rigorous procedure 42
to a rigorous separation 41
to a rigorous technique 65
to a rigorous theoretical 143
to a rigorous timetable 55
to a romantic adventure 74
to a romantic conception 275
to a romantic encounter 80
to a romantic generation 53
to a romantic interlude 203
to a romantic landscape 46
to a salaried executive 49
to a sanitary inspection 59
to a sanitary inspector 87
to a satisfying conception 60
to a satisfying conclusion 1647
to a satisfying existence 58
to a satisfying resolution 186
to a saturday afternoon 471
to a scantily furnished 43
to a scarcely noticeable 92
to a scattering amplitude 112
to a scattering population 46
to a schedule contained 62
to a schedule developed 60
to a schedule presented 58
to a schedule published 57
to a schedule specified 40
to a scottish clergyman 74
to a scottish gentleman 64
to a scottish newspaper 42
to a scottish parliament 674
to a scottish syndicate 62
to a secession convention 158
to a secluded apartment 79
to a secluded courtyard 56
to a secluded farmhouse 73
to a secluded monastery 42
to a secluded waterfall 70
to a security agreement 925
to a security community 202
to a security described 140
to a security guarantee 66
to a security procedure 380
to a security specified 57
to a seditious parliament 294
to a selected clientele 78
to a selected committee 85
to a selected component 43
to a selected frequency 60
to a selected paragraph 131
to a selected population 215
to a selected reference 273
to a selection committee 328
to a selection interview 60
to a selection mechanism 80
to a selection procedure 245
to a semantic component 68
to a semantic definition 57
to a semantic structure 103
to a sensible abatement 42
to a sensible agreement 70
to a sensible conclusion 347
to a sensible discussion 80
to a sensible melioration 47
to a sensible realization 43
to a sensible resolution 64
to a sentence completion 246
to a sentence structure 80
to a separate agreement 1347
to a separate allocation 63
to a separate allowance 65
to a separate amplifier 316
to a separate apartment 511
to a separate apparatus 46
to a separate appearance 44
to a separate armistice 108
to a separate association 61
to a separate classroom 83
to a separate collection 141
to a separate collector 55
to a separate commission 202
to a separate committee 533
to a separate community 192
to a separate component 334
to a separate condenser 216
to a separate container 319
to a separate convention 84
to a separate copyright 123
to a separate corporate 143
to a separate directory 250
to a separate discussion 383
to a separate electrode 54
to a separate enclosure 142
to a separate engagement 56
to a separate evaluation 55
to a separate executive 41
to a separate existence 1468
to a separate foundation 57
to a separate frequency 59
to a separate generator 45
to a separate household 155
to a separate inspection 72
to a separate insulated 44
to a separate interview 41
to a separate inventory 47
to a separate invocation 48
to a separate limitation 182
to a separate mechanism 66
to a separate negotiation 339
to a separate obligation 128
to a separate paragraph 527
to a separate parliament 179
to a separate political 385
to a separate population 99
to a separate principle 132
to a separate procedure 123
to a separate processor 414
to a separate production 91
to a separate profession 78
to a separate reference 78
to a separate reservoir 65
to a separate residence 258
to a separate resolution 46
to a separate sovereign 179
to a separate statement 94
to a separate statutory 69
to a separate structure 199
to a separate subfamily 147
to a separate subsidiary 123
to a separate substance 78
to a separate territory 116
to a separate warehouse 48
to a separate worksheet 89
to a seriously distorted 174
to a seriously disturbed 112
to a severely depressed 321
to a severely disturbed 44
to a severely practical 49
to a sexually receptive 125
to a sexually repressed 46
to a shameful existence 54
to a shameful servitude 59
to a shameful surrender 104
to a shameful vassalage 114
to a shattering conclusion 104
to a shattering crescendo 198
to a sickness insurance 63
to a sincerer knowledge 64
to a singularly fortunate 57
to a singularly interesting 67
to a singularly unpleasant 41
to a situation analogous 178
to a situation approaching 46
to a situation conducive 56
to a situation described 339
to a situation different 121
to a situation dominated 85
to a situation favorable 41
to a situation identical 63
to a situation perceived 162
to a situation presented 78
to a situation previously 77
to a skeletal framework 53
to a skeletal structure 122
to a skeleton framework 58
to a skeleton structure 40
to a slightly acidified 56
to a slightly different 10887
to a slightly distorted 216
to a slightly eccentric 64
to a slightly flattened 58
to a slightly premature 41
to a slightly yellowish 111
to a socialist candidate 57
to a socialist community 179
to a socialist conception 51
to a socialist conclusion 43
to a socialist democracy 158
to a socialist objective 56
to a socialist political 158
to a socialist revolution 1931
to a socialist structure 50
to a socialist transition 56
to a socialist viewpoint 41
to a sociology professor 50
to a software component 435
to a software developer 226
to a software interrupt 50
to a software publisher 83
to a solitary apartment 73
to a solitary existence 667
to a solitary farmhouse 51
to a solitary gentleman 86
to a solitary hermitage 101
to a solitary lifestyle 45
to a somewhat ambiguous 169
to a somewhat amorphous 68
to a somewhat analogous 269
to a somewhat anomalous 58
to a somewhat arbitrary 357
to a somewhat artificial 189
to a somewhat bewildering 40
to a somewhat desperate 89
to a somewhat developed 43
to a somewhat different 10976
to a somewhat difficult 177
to a somewhat distorted 307
to a somewhat eccentric 73
to a somewhat elaborate 194
to a somewhat excessive 113
to a somewhat exclusive 55
to a somewhat extensive 109
to a somewhat flattened 59
to a somewhat imperfect 46
to a somewhat interesting 76
to a somewhat irregular 176
to a somewhat ludicrous 59
to a somewhat mysterious 89
to a somewhat neglected 297
to a somewhat precarious 44
to a somewhat premature 90
to a somewhat prevalent 72
to a somewhat primitive 133
to a somewhat reluctant 175
to a somewhat secondary 89
to a somewhat skeptical 144
to a somewhat surprised 208
to a somewhat suspicious 47
to a somewhat technical 41
to a somewhat uncertain 163
to a somewhat undefined 56
to a somewhat unorthodox 63
to a somewhat unpleasant 70
to a somewhat widespread 67
to a sonorous conclusion 52
to a sparsely furnished 620
to a sparsely inhabited 146
to a sparsely populated 1006
to a spatially dependent 57
to a spatially localized 44
to a spatially modulated 40
to a specially appointed 1103
to a specially chartered 45
to a specially developed 407
to a specially mendacious 48
to a specially organized 93
to a specially polemical 47
to a specially qualified 222
to a specific absorption 98
to a specific accusation 67
to a specific adaptation 43
to a specific addressee 234
to a specific adsorption 45
to a specific advertising 103
to a specific affective 50
to a specific aggregate 46
to a specific agreement 418
to a specific allegation 80
to a specific allocation 223
to a specific alteration 104
to a specific antibiotic 700
to a specific antigenic 252
to a specific antiserum 58
to a specific apartment 62
to a specific apparatus 42
to a specific applicant 201
to a specific appraisal 50
to a specific association 136
to a specific assumption 51
to a specific attraction 54
to a specific attribute 494
to a specific bacterium 164
to a specific behavioral 275
to a specific benchmark 114
to a specific biological 410
to a specific blueprint 45
to a specific broadcast 63
to a specific candidate 474
to a specific caregiver 77
to a specific causative 117
to a specific certainty 79
to a specific character 1240
to a specific classroom 158
to a specific clientele 319
to a specific cognitive 249
to a specific collection 362
to a specific commercial 340
to a specific commission 127
to a specific committee 190
to a specific commodity 575
to a specific community 2219
to a specific complaint 241
to a specific component 1206
to a specific conception 483
to a specific conclusion 1006
to a specific connection 205
to a specific consignee 57
to a specific construct 61
to a specific container 131
to a specific continent 63
to a specific contingency 50
to a specific convention 90
to a specific corporate 199
to a specific cosmology 58
to a specific counselor 42
to a specific courtroom 51
to a specific criticism 62
to a specific defendant 226
to a specific definition 566
to a specific diagnostic 316
to a specific directive 133
to a specific directory 963
to a specific discharge 89
to a specific discourse 181
to a specific discovery 67
to a specific discussion 582
to a specific doctrinal 63
to a specific ecosystem 86
to a specific emergency 87
to a specific empirical 200
to a specific encounter 82
to a specific endocrine 114
to a specific engagement 88
to a specific enzymatic 65
to a specific equipment 62
to a specific evaluation 150
to a specific excitation 63
to a specific executive 212
to a specific exhibition 67
to a specific expression 141
to a specific framework 154
to a specific frequency 1480
to a specific functional 681
to a specific generation 195
to a specific geographic 4605
to a specific geological 102
to a specific grievance 116
to a specific guarantee 78
to a specific hazardous 135
to a specific herbicide 130
to a specific hierarchy 105
to a specific household 187
to a specific hypothesis 322
to a specific indicator 103
to a specific industrial 275
to a specific infectious 1007
to a specific infective 43
to a specific inference 47
to a specific influence 167
to a specific inherited 59
to a specific inhibition 138
to a specific inhibitor 74
to a specific initiative 89
to a specific innovation 79
to a specific insurance 67
to a specific intensity 54
to a specific interface 536
to a specific interrupt 67
to a specific interview 53
to a specific inventory 47
to a specific invitation 103
to a specific irritation 46
to a specific knowledge 259
to a specific landscape 182
to a specific leadership 45
to a specific lifestyle 130
to a specific limitation 105
to a specific localized 120
to a specific magnitude 52
to a specific managerial 54
to a specific measurable 44
to a specific mechanism 389
to a specific medication 191
to a specific metabolic 322
to a specific molecular 285
to a specific monastery 44
to a specific motivation 54
to a specific narrative 350
to a specific newsgroup 141
to a specific newspaper 75
to a specific normative 61
to a specific nucleotide 267
to a specific numerical 206
to a specific objective 2304
to a specific obligation 200
to a specific occupation 863
to a specific organelle 141
to a specific paragraph 444
to a specific parameter 239
to a specific pathogenic 108
to a specific perception 61
to a specific performer 47
to a specific pesticide 69
to a specific phenotype 155
to a specific plaintiff 55
to a specific political 2326
to a specific pollutant 411
to a specific population 1920
to a specific practical 276
to a specific precursor 178
to a specific prediction 182
to a specific principal 60
to a specific principle 226
to a specific procedure 848
to a specific processor 504
to a specific production 1218
to a specific profession 567
to a specific programming 242
to a specific projection 42
to a specific proportion 155
to a specific prototype 47
to a specific purchaser 82
to a specific readership 107
to a specific realization 59
to a specific recipient 1386
to a specific reference 851
to a specific regulation 156
to a specific relational 53
to a specific reservoir 52
to a specific residence 48
to a specific resolution 158
to a specific revelation 58
to a specific rotational 380
to a specific satellite 137
to a specific secondary 101
to a specific secretory 123
to a specific selective 46
to a specific signified 145
to a specific simulation 53
to a specific spiritual 147
to a specific statement 709
to a specific statutory 265
to a specific strategic 126
to a specific stressful 152
to a specific structure 937
to a specific subsection 58
to a specific substance 1310
to a specific substrate 498
to a specific subsystem 133
to a specific suggestion 102
to a specific syntactic 152
to a specific taxonomic 42
to a specific technical 365
to a specific technique 562
to a specific telephone 141
to a specific television 64
to a specific territory 1490
to a specific terrorist 129
to a specific theological 189
to a specific theoretical 553
to a specific timetable 444
to a specific tolerance 45
to a specific transition 145
to a specific transport 667
to a specific traumatic 298
to a specific undertaking 283
to a specific utterance 148
to a specific viewpoint 201
to a specific vocational 88
to a specific warehouse 54
to a specific workplace 181
to a specific worksheet 139
to a specific worldview 95
to a specimen collected 105
to a specimen container 59
to a spectral resolution 166
to a specular reflection 58
to a speedier conclusion 369
to a spirited conclusion 114
to a spirited discussion 467
to a splendid apartment 92
to a splendid ceremonial 43
to a splendid collection 87
to a splendid conclusion 129
to a splendid exhibition 42
to a splendid perfection 44
to a squadron commanded 77
to a squadron commander 54
to a squamous epithelium 148
to a standard agreement 53
to a standard approaching 65
to a standard benchmark 54
to a standard broadcast 288
to a standard character 72
to a standard collection 59
to a standard commercial 122
to a standard commodity 63
to a standard component 69
to a standard conceived 68
to a standard convention 70
to a standard definition 319
to a standard developed 126
to a standard diagnostic 44
to a standard dictionary 653
to a standard different 96
to a standard electrode 252
to a standard evaluation 43
to a standard framework 62
to a standard frequency 216
to a standard industrial 54
to a standard insurance 44
to a standard intensity 127
to a standard interface 385
to a standard interview 65
to a standard magnitude 48
to a standard mortality 46
to a standard narrative 85
to a standard necessary 42
to a standard numerical 47
to a standard political 102
to a standard population 601
to a standard previously 55
to a standard procedure 1245
to a standard production 227
to a standard programming 68
to a standard projection 58
to a standard reference 1485
to a standard regression 47
to a standard relational 41
to a standard sequential 42
to a standard specified 41
to a standard structure 101
to a standard substance 170
to a standard technique 228
to a standard telephone 533
to a standard television 326
to a startled expression 42
to a startled realization 46
to a steadfast adherence 42
to a stepwise regression 119
to a stimulus associated 137
to a stimulus delivered 51
to a stimulus different 46
to a stimulus intensity 57
to a stimulus originating 51
to a stimulus perceived 48
to a stimulus presented 323
to a stimulus previously 45
to a straight coastline 51
to a straight commission 94
to a straight conductor 185
to a straight narrative 52
to a straight shoreline 72
to a straight waveguide 53
to a stricter adherence 57
to a stricter definition 139
to a stricter obedience 111
to a strictly biological 107
to a strictly classical 82
to a strictly commercial 121
to a strictly defensive 447
to a strictly delimited 93
to a strictly empirical 123
to a strictly functional 66
to a strictly localized 105
to a strictly narrative 64
to a strictly objective 147
to a strictly organized 45
to a strictly political 111
to a strictly population 95
to a strictly practical 46
to a strictly regulated 356
to a strictly sequential 48
to a strictly spiritual 66
to a strictly technical 103
to a strictly theological 77
to a strictly theoretical 64
to a strictly vegetable 59
to a strictly vegetarian 194
to a strikingly different 318
to a struggling community 41
to a subhuman existence 148
to a suburban community 437
to a suburban housewife 68
to a suburban industrial 47
to a suburban lifestyle 55
to a suburban residence 144
to a succeeding generation 2267
to a succinct statement 222
to a suddenly impressed 129
to a suffrage convention 71
to a suicidal depression 48
to a suitable agreement 101
to a suitable alternate 126
to a suitable amplifier 152
to a suitable anchorage 246
to a suitable apartment 99
to a suitable apparatus 80
to a suitable applicant 64
to a suitable artificial 40
to a suitable candidate 209
to a suitable collection 80
to a suitable collector 60
to a suitable conclusion 318
to a suitable condenser 109
to a suitable container 1085
to a suitable definition 103
to a suitable directory 62
to a suitable discharge 79
to a suitable electrode 52
to a suitable foundation 134
to a suitable framework 69
to a suitable frequency 91
to a suitable functional 41
to a suitable generator 60
to a suitable indicator 72
to a suitable intensity 68
to a suitable manometer 96
to a suitable occupation 53
to a suitable perfection 42
to a suitable proportion 55
to a suitable purchaser 48
to a suitable recipient 305
to a suitable reference 381
to a suitable regulation 44
to a suitable reservoir 77
to a suitable residence 79
to a suitable resolution 231
to a suitable specialist 44
to a suitable structure 54
to a suitable substrate 1141
to a suitable successor 244
to a suitable viscosity 74
to a suitably qualified 470
to a supporting character 57
to a supporting framework 144
to a supporting structure 370
to a supporting substrate 113
to a supposed agreement 45
to a supposed concession 66
to a supposed connection 138
to a supposed diminution 41
to a supposed knowledge 41
to a supposed necessity 197
to a supposed political 62
to a supposed primitive 126
to a supposed principle 61
to a supposed revelation 71
to a supposed spiritual 78
to a supposed universal 51
to a surgical emergency 65
to a surgical intensive 145
to a surgical procedure 1951
to a surgical specialist 183
to a surprise encounter 40
to a surprise inspection 44
to a surprising conclusion 1085
to a surprising discovery 181
to a surprising diversity 42
to a surprising magnitude 61
to a surprising realization 66
to a survival advantage 121
to a sustaining community 41
to a symbolic association 42
to a symbolic castration 48
to a symbolic expression 157
to a symbolic landscape 47
to a symbolic statement 43
to a symbolic structure 117
to a symphony conductor 50
to a symphony orchestra 1418
to a synthetic phenotype 158
to a tactical withdrawal 47
to a talmudic statement 57
to a tangential component 55
to a targeted population 127
to a taxpayer described 128
to a teenaged attendant 69
to a telegram addressed 62
