tap hidden reserves of 43
that occurs suddenly in 65
that occurs thousands of 77
that occurs uniquely in 64
that occurs whenever an 176
that occurs whenever the 701
that occurs whenever we 155
that offers benefits to 135
that offers evidence of 111
that offers examples of 77
that offers glimpses of 99
that offers guidance in 55
that offers guidance on 93
that offers guidance to 70
that offers hundreds of 120
that offers programs in 105
that offers programs to 52
that offers salvation to 87
that offers services in 113
that offers services to 451
that offers solutions to 171
that offers students an 91
that offers students the 193
that offers thousands of 71
that offers visitors the 41
that office entirely to 119
that office politics is 103
that oldest instinct of 98
that oliver cromwell is 146
that online education is 330
that opened directly on 466
that opened directly to 247
that openly challenge the 113
that openly espoused the 111
that openly profanes it 44
that openly rejected the 42
that openly supports the 41
that opinion concerning the 325
that opinion evidence is 355
that opinion respecting the 48
that oracle provides to 65
that orders received by 52
that organs composed of 54
that orient students to 133
that orleans detested my 84
that oswald intended to 63
that outlying district of 116
that output consists of 188
that output increased by 139
that output increases as 108
that output increases at 93
that output increases by 179
that output increases in 168
that output produced by 52
that output responds to 95
that ovarian activity is 118
that oxygen adsorbed on 131
that oxygen consists of 43
that oxygen delivery is 397
that oxygen delivery to 474
that oxygen depletion is 89
that oxygen diffusion in 164
that oxygen diffusion is 306
that oxygen evolution is 93
that oxygen increases the 137
that oxygen inhibits the 93
that oxygen produced by 40
that oxygen toxicity is 155
that oxygen transfer is 136
that painting pictures is 100
that parent education is 384
that parole evidence is 44
that partial analysis is 42
that partial digestion of 101
that partial insanity is 160
that partial occlusion of 238
that partial oxidation of 229
that partial pressure of 221
that partial recovery of 116
that partial reduction of 149
that partial resection of 130
that partly concealed the 170
that partly depended on 40
that partly encircle the 50
that partly encloses the 104
that partly explains the 1476
that partly inspired the 48
that partly obscured the 101
that partly obscures the 69
that partly overlaps the 62
that partly reflects the 238
that partly surround the 136
that pascal invented the 42
that passed concerning my 61
that passed directly to 45
that passed increased the 489
that passed judgment on 361
that passed relative to 96
that passed sentence of 90
that passed sentence on 102
that passed underneath the 59
that passes directly in 48
that passes directly to 129
that passes increases the 161
that passes judgment on 428
that passes outright to 105
that passes posterior to 197
that passes underneath the 84
that patrol officers be 46
that peered anxiously at 69
that pension benefits be 125
that pension coverage is 108
that peptic digestion of 99
that permit agencies to 72
that permit analysis of 584
that permit children to 947
that permit citizens to 282
that permit detection of 390
that permit diffusion of 93
that permit everyone to 132
that permit execution of 94
that permit expansion of 40
that permit families to 183
that permit formation of 109
that permit managers to 216
that permit monitoring of 85
that permit movement in 121
that permit movement of 270
that permit officials to 86
that permit patients to 263
that permit programs to 93
that permit recovery of 231
that permit retention of 83
that permit selection of 152
that permit students to 1675
that permit survival in 68
that permit survival of 87
that permit transfer of 151
that person acquired the 114
that person acquires the 44
that person actually is 107
that person attempts to 230
that person authority to 52
that person believes he 105
that person believes in 139
that person believes is 60
that person believes it 88
that person believes or 47
that person believes the 60
that person believes to 175
that person concerning the 68
that person consents to 230
that person continue to 95
that person controls the 62
that person deserves to 163
that person directly by 131
that person directly or 53
that person entitled to 71
that person followed in 60
that person happened to 531
that person indorses it 40
that person intended to 102
that person involved in 84
that person mentioned by 71
that person notifies the 48
that person objected to 59
that person performing the 127
that person performs the 49
that person persisting in 49
that person probably is 61
that person provides the 43
that person pursuant to 331
that person recalled to 53
that person received the 78
that person receives the 223
that person referred to 41
that person relative to 48
that person responds to 224
that person returned to 52
that person straight to 56
that person whatever he 97
that person wherever he 41
that peyote embodies the 81
that philip augustus of 44
that philip baptized the 229
that philip designed to 71
that philip governed so 45
that philip intended to 829
that philip received the 82
that philip returned to 101
that phonic analysis is 61
that phonon scattering is 62
that phrase conjures up 61
that phrase referred to 67
that pierre listened to 43
that placed authority in 55
that placed children at 135
that placed children in 75
that placed emphasis on 1885
that placed pressure on 122
that placed students in 171
that placed thousands of 97
that places children at 212
that places children in 172
that places emphasis on 4991
that places humanity at 40
that places patients at 52
that places pressure on 842
that places students at 124
that places students in 461
that plague attempts to 134
that planes parallel to 111
that planet formation is 103
that planet restored to 76
that planning consists of 112
that planning involves the 152
that plants continue to 135
that plants deprived of 54
that plants immersed in 43
that plants produced by 91
that plaque formation is 89
that plasma clearance of 99
that plasma contains an 85
that plasma membrane is 49
that points backward to 43
that points directly at 154
that points directly to 1538
that points straight to 227
that points straight up 144
that points unerringly to 52
that poland intended to 272
that police activity is 59
that police continue to 85
that police discover in 113
that police officers as 121
that police officers at 147
that police officers be 487
that police officers do 1152
that police officers in 1480
that police officers of 190
that police officers on 215
that police officers or 257
that police officials in 96
that police questioning of 59
that police resorted to 88
that police response to 87
that police treatment of 75
that policy advocacy is 46
that policy analysis in 47
that policy analysis is 664
that policy attempts to 45
that policy consists of 64
that policy decisions at 107
that policy decisions be 76
that policy decisions by 49
that policy decisions in 336
that policy decisions of 136
that policy decisions on 267
that policy depended on 42
that policy designed to 70
that policy formation in 44
that policy formation is 128
that policy involves the 43
that policy outcomes in 57
that policy reflects the 59
that policy remained in 56
that policy required the 59
that policy requires the 54
that policy resulted in 101
that policy wherewith the 156
that polite attention to 90
that pompey intended to 71
that poorly designed or 55
that portion adjacent to 430
that portion allotted to 97
that portion assigned to 83
that portion attached to 225
that portion composed of 149
that portion concerning the 45
that portion consisting of 121
that portion containing the 600
that portion destined to 109
that portion external to 58
that portion included in 258
that portion involved in 45
that portion occupied by 885
that portion opposite the 53
that portion pertaining to 289
that portion posterior to 73
that portion referred to 50
that portion relative to 50
that portion required to 167
that portion retained by 61
that portion situated in 47
that portion supplied by 70
that potash feldspar is 51
that powers inherent in 49
that prayer consists in 43
that prayer consists of 110
that pretty daughter of 458
that pretty homestead of 52
that pretty portrait of 101
that prices continue to 448
that prices converge to 88
that prices increased by 122
that prices prevailing in 41
that prices received by 588
that primal instinct of 103
that prince ascended the 115
that prince bismarck is 398
that prince christian of 103
that prince finished the 44
that prince potemkin is 46
that prince received the 47
that prince restored to 135
that prince returned by 139
that prince returned to 60
that prompt attention be 150
that prompt attention is 202
that prompt attention to 284
that prompt children to 242
that prompt citizens to 78
that prompt delivery is 43
that prompt delivery of 40
that prompt initiation of 43
that prompt patients to 97
that prompt students to 826
that prompt treatment is 132
that prompt treatment of 284
that proper accounting is 44
that proper accounts of 61
that proper analysis of 318
that proper attention be 1034
that proper attention is 2156
that proper attention to 1543
that proper channels of 40
that proper controls be 88
that proper diagnosis is 106
that proper diagnosis of 116
that proper disposal of 113
that proper drainage is 150
that proper drainage of 104
that proper education in 106
that proper education is 193
that proper education of 123
that proper emphasis is 260
that proper evidence is 44
that proper evidence of 59
that proper execution of 146
that proper exercise is 121
that proper exercise of 189
that proper functioning is 42
that proper functioning of 428
that proper inclusion of 46
that proper monitoring of 51
that proper nutrition is 583
that proper operation is 48
that proper operation of 286
that proper positioning is 45
that proper positioning of 224
that proper progress is 48
that proper provision be 494
that proper provision is 1790
that proper response to 42
that proper security is 65
that proper selection of 996
that proper treatment be 111
that proper treatment is 501
that proper treatment of 862
that proton transfer is 282
that proton transfer to 63
that proved adequate to 103
that proved amenable to 127
that proved critical in 481
that proved critical to 579
that proved dangerous to 52
that proved decisive in 1612
that proved decisive of 54
that proved decisive to 109
that proved essential in 218
that proved essential to 655
that proved fruitful in 190
that proved inimical to 138
that proved injurious to 121
that proved relevant to 152
that proved reserves of 41
that proved valuable in 598
that proved valuable to 405
that proven reserves of 173
that proves agreeable to 80
that proves decisive in 53
that proves injurious to 49
that prussia intended to 140
that public accounting is 56
that public activity is 50
that public advocacy of 137
that public affection in 47
that public agencies be 105
that public agencies do 163
that public agencies in 154
that public approval is 110
that public approval of 541
that public attention be 292
that public attention in 249
that public attention is 1540
that public attention to 432
that public authority in 120
that public authority is 686
that public benefits to 42
that public business be 194
that public business in 161
that public business is 756
that public business of 99
that public curiosity is 60
that public disgrace is 157
that public disorder is 67
that public displays of 1016
that public distrust of 221
that public education as 234
that public education be 614
that public education in 2090
that public education is 7154
that public education of 121
that public education on 117
that public exposure is 117
that public exposure of 720
that public exposure to 185
that public includes the 53
that public interest be 43
that public interest in 5716
that public interest is 2356
that public interest or 53
that public interest so 199
that public lectures in 42
that public lectures on 47
that public managers do 99
that public morality in 103
that public morality is 764
that public officers in 141
that public officers of 133
that public officials at 102
that public officials be 403
that public officials do 1046
that public officials in 886
that public officials of 152
that public officials or 202
that public operation is 121
that public operation of 60
that public policies be 133
that public policies do 108
that public policies in 337
that public policies of 109
that public policies to 179
that public pressure in 97
that public pressure is 167
that public pressure on 269
that public pressure to 136
that public property be 92
that public property in 138
that public property is 860
that public provision is 392
that public provision of 882
that public questions of 117
that public reception of 47
that public relations as 160
that public relations be 160
that public relations in 328
that public relations is 5661
that public response is 99
that public response to 450
that public scrutiny is 52
that public scrutiny of 327
that public security in 100
that public security is 194
that public servants be 224
that public servants do 300
that public servants in 381
that public servants of 120
that public services be 227
that public services do 102
that public services in 292
that public services of 101
that pupils continue to 75
that pupils enrolled in 48
that pursue policies of 68
that pushes students to 53
that quebec intended to 41
that racism operates in 41
that racism persists in 66
that racism therefore no 40
that radium emanation is 43
that raised eyebrows in 125
that raised hundreds of 44
that raised problems of 44
that raised questions as 243
that raised questions in 303
that raised questions of 574
that raised thousands of 69
that raises barriers to 41
that raises problems of 103
that raises questions as 232
that raises questions in 111
that raises questions of 468
that raises suspicion of 62
that random mutations in 46
that random selection is 248
that random selection of 606
that random variations in 383
that random variations of 43
that raphael intended to 79
that rarely happened in 319
that rarely happened to 281
that rarely involves the 136
that rarely occurred in 175
that rarely resulted in 62
that rarely surfaced in 68
that rarely surfaces in 79
that reached adulthood in 145
that reached hundreds of 245
that reached maturity in 477
that reached thousands of 249
that reached washington in 45
that reaches hundreds of 52
that reaches maturity in 68
that reaches outwards is 70
that reaches straight to 167
that reaches thousands of 92
that reaction formation is 143
that reaction perished by 41
that reaction proceeds by 42
that reaction products of 59
that reaction velocity is 103
that readers consider the 67
that readers continue to 109
that readers perceive the 50
that readily accepted the 83
that readily dissolve in 400
that readily explains the 76
that readily identify the 52
that readily responds to 132
that realism consists in 47
that realism pretends to 56
that reality actually is 51
that reality conforms to 264
that reality consists in 938
that reality consists of 5234
that reality contains no 56
that reality includes the 46
that reality presents to 105
that reasoning consists in 80
that reasoning involves the 82
that recall memories of 135
that recent accounts of 154
that recent additions to 147
that recent advances in 4280
that recent analysis of 140
that recent arrivals to 42
that recent articles in 46
that recent attempts at 222
that recent attempts by 184
that recent attempts to 1426
that recent attention to 128
that recent converts to 43
that recent decisions by 131
that recent decisions of 467
that recent declines in 370
that recent elections in 123
that recent emphasis on 194
that recent episodes of 41
that recent evidence of 46
that recent examples of 89
that recent expansion of 106
that recent exposure to 119
that recent happenings in 129
that recent increases in 1994
that recent interest in 438
that recent migrants to 222
that recent patterns of 128
that recent progress in 788
that recent revisions of 40
that rectal prolapse is 46
that reduce barriers to 153
that reduce emissions in 113
that reduce emissions of 132
that reduce emissions or 44
that reduce exposure to 249
that reduce pollution by 42
that reduce pressure on 43
that reducing barriers to 85
that reducing exposure to 75
that reducing inflation by 93
that reducing inflation is 66
that refers directly or 52
that refers directly to 789
that refers specially to 53
that reflex activity is 80
that reform movement in 43
that refuse admission to 56
that regard attended the 40
that regard doubtful of 46
that regard pursuant to 41
that regions adjacent to 47
that relate concepts to 45
that relate directly or 441
that relate directly to 12429
that relate entirely to 165
that relate outcomes to 48
that relate strictly to 83
that relate uniquely to 42
that relating directly to 67
that release consists in 50
that relied entirely on 854
that relief afforded to 122
that relief consists in 46
that relies crucially on 53
that relies directly on 61
that relies entirely on 787
that relies strictly on 101
that remain adherent to 85
that remain attached at 66
that remain attached to 1489
that remain concerning the 100
that remain confined to 247
that remain constant as 424
that remain constant at 64
that remain constant in 775
that remain constant no 56
that remain constant or 85
that remain continue to 109
that remain critical to 40
that remain distinct in 42
that remain embedded in 271
that remain essential to 91
that remain external to 153
that remain grounded in 48
that remain imbedded in 46
that remain implicit in 176
that remain integral to 69
that remain invariant in 148
that remain relevant in 80
that remain relevant to 234
that remain resident in 45
that remain separate in 44
that remain shrouded in 106
that remain unchanged as 65
that remain unchanged by 307
that remain unchanged in 293
that remain unsolved by 48
that remain unsolved in 110
that remark concerning the 59
that remark intended to 58
that remark supposed to 120
that remedy consists in 90
that remind children of 54
that remind everyone of 47
that remind students of 120
that remote ancestor of 44
that remote district of 126
that remote district to 89
that remove barriers to 239
that remove materials is 59
that removing barriers to 101
that render children in 47
that render possible the 237
that render services to 368
that repaid curiosity on 44
that report directly to 1934
that report referred to 47
that resist attempts at 41
that resist attempts to 86
that resist digestion by 48
that resist purchase to 156
that resist reduction to 240
that rested directly on 261
that rested entirely on 126
that rested squarely on 198
that result directly in 187
that result directly or 240
that retail business is 45
that retain elements of 52
that retain vestiges of 41
that return migration is 445
that return migration to 113
that return pointers to 216
that reveals evidence of 53
that reveals patterns of 60
that rhodes intended to 171
that richly deserves the 94
that rights acquired by 183
that rights acquired in 78
that ritual activity is 210
that robert intended to 67
that rogers referred to 93
that rommel intended to 99
that ronald mcdonald is 53
that rotate relative to 407
that routes messages to 57
that rubber consists of 103
that ruined hundreds of 116
that ruined thousands of 217
that rumors concerning the 52
that rushes unbidden to 40
that ruskin intended to 68
that russian activity in 131
that russian advances in 41
that russian ambitions in 134
that russian attempts to 100
that russian expansion in 189
that russian industry is 136
that russian interest in 249
that russian officials in 45
that russian pressure on 44
that russian soldiers in 107
that russian subjects in 180
that rustling movement of 55
that sacred aphorism so 46
that sacred doctrine is 674
that sacred fountain of 41
that sacred presence in 112
that saddam intended to 205
that safety depended on 127
that safety education is 89
that safety required the 44
that safety requires the 50
that sailed directly to 97
that saline extracts of 385
that saliva contains an 45
that sample selection is 146
that samuel intended to 60
that sanity consists in 40
that saturn consists of 73
that savage greatness of 122
that scanty pittance of 45
that scarce deserves the 520
that scared children at 51
that schism extended to 96
that school children be 198
that school children do 213
that school children in 671
that school children of 346
that school counseling is 123
that school district in 95
that school district is 46
that school education in 88
that school education is 835
that school officials be 181
that school officials do 450
that school officials in 467
that school programs of 93
that school progress is 41
that school property is 94
that school readiness is 107
that scores obtained by 96
that scores obtained on 256
that searching operation in 85
that second assertion of 86
that second category of 191
that second marriages so 46
that second sentence is 86
that secret heaviness of 217
that section containing the 60
that section contains no 93
that section contains the 43
that section included the 44
that section provides in 99
that section referred to 269
that section requires an 51
that section requires the 141
that sector relative to 106
that seemed absorbed in 87
that seemed actually to 379
that seemed adequate in 115
that seemed adequate to 526
that seemed agreeable to 117
that seemed amenable to 182
that seemed apparent in 128
that seemed apparent to 43
that seemed attached to 342
that seemed awakened by 52
that seemed beautiful to 161
that seemed begotten of 51
that seemed compelling at 45
that seemed composed of 381
that seemed contrary to 1063
that seemed convincing to 179
that seemed credible to 40
that seemed critical of 100
that seemed critical to 129
that seemed dangerous to 354
that seemed designed by 87
that seemed designed to 4770
that seemed desirous of 58
that seemed destined to 5020
that seemed dictated by 172
that seemed directed at 480
that seemed directly to 50
that seemed disposed to 285
that seemed embedded in 171
that seemed enormous to 175
that seemed entirely to 76
that seemed essential in 46
that seemed essential to 1148
that seemed evermore to 47
that seemed expected of 129
that seemed fabulous to 59
that seemed fashioned in 41
that seemed fashioned to 41
that seemed fastened to 55
that seemed formerly to 105
that seemed greedily to 76
that seemed habitual to 193
that seemed heartless to 41
that seemed hopeless to 151
that seemed horrible to 144
that seemed hundreds of 59
that seemed imminent in 401
that seemed implicit in 469
that seemed inclined to 566
that seemed infinite in 74
that seemed inherent in 699
that seemed inherent to 41
that seemed inimical to 228
that seemed initially to 170
that seemed innocent at 46
that seemed inspired by 445
that seemed integral to 91
that seemed intended as 198
that seemed intended to 1675
that seemed meaningless to 142
that seemed needless to 157
that seemed oblivious to 260
that seemed otherwise to 293
that seemed personal to 213
that seemed possible at 148
that seemed possible in 752
that seemed possible of 105
that seemed possible to 820
that seemed prepared to 151
that seemed probable in 107
that seemed promised by 41
that seemed prompted by 209
that seemed redolent of 44
that seemed relevant in 141
that seemed relevant or 42
that seemed relevant to 2208
that seemed required of 40
that seemed resolved to 87
that seemed scarcely to 673
that seemed sensible to 200
that seemed shameful to 96
that seemed somewhat to 69
that seemed strangely at 112
that seemed strangely to 138
that seemed struggling to 84
that seemed suddenly so 103
that seemed suddenly to 1851
that seemed suitable to 445
that seemed surprising to 127
that seemed symbolic of 145
that seemed tailored to 116
that seemed terrible to 122
that seemed threatened by 329
that seemed unlikely in 75
that seemed unlikely to 1580
that seemed unsuited to 173
that seemed valuable to 106
that seldom happened in 130
that seldom happened to 91
that seldom occurred in 123
that select category of 46
that select minority of 184
that senate approval is 149
that senate approval of 185
that senile cataract is 94
that septic infection is 178
that septic infection of 93
that serene fountain of 43
that serious analysis of 123
that serious attempts at 336
that serious attempts to 794
that serious attention be 1178
that serious attention is 586
that serious attention to 894
that serious business is 110
that serious business of 152
that serious conflict the 62
that serious injuries to 132
that serious interest in 466
that serious mischief is 108
that serious mistakes in 41
that serious outbreaks of 140
that serious problems do 196
that serious problems in 390
that serious problems of 818
that serious questions of 320
that serious scholars of 41
that serious students of 1026
that serious violations of 994
that served children of 43
that served hundreds of 128
that served thousands of 71
that serves children of 41
that serves hundreds of 68
that serves students in 50
that serves thousands of 87
that severe depletion of 148
that severe injuries of 52
that severe outbreaks of 106
that severe problems in 42
that severe problems of 124
that severe reduction in 50
that severe reduction of 47
that severe symptoms of 122
that severe treatment of 49
that sewage disposal is 107
that sewage pollution is 61
that sexual activity as 99
that sexual activity at 108
that sexual activity be 247
that sexual activity by 129
that sexual activity in 1246
that sexual activity is 7454
that sexual activity of 213
that sexual addiction is 233
that sexual advances by 89
that sexual appetite is 193
that sexual assaults by 93
that sexual assaults in 110
that sexual assaults on 227
that sexual commerce is 99
that sexual conflict is 170
that sexual conquest is 104
that sexual curiosity is 156
that sexual education is 46
that sexual equality in 137
that sexual equality is 456
that sexual fidelity is 437
that sexual functioning is 488
that sexual identity is 2640
that sexual instinct is 100
that sexual interest in 215
that sexual interest is 354
that sexual intimacy is 1834
that sexual inversion in 60
that sexual inversion is 800
that sexual isolation is 138
that sexual maturity in 226
that sexual maturity is 1048
that sexual morality in 64
that sexual morality is 748
that sexual partners be 42
that sexual partners of 113
that sexual politics is 277
that sexual practice is 54
that sexual problems in 142
that sexual relations be 157
that sexual relations do 171
that sexual relations in 560
that sexual relations of 155
that sexual response is 389
that sexual response to 44
that sexual selection in 275
that sexual selection is 1576
that sexual selection on 119
that shaped patterns of 155
that shapes patterns of 40
that shared elements of 98
that sharon intended to 44
that shifting patterns of 128
that shifts attention to 45
that shines brightly in 376
that shines directly on 56
that shocking business of 146
that shoots straight up 114
that shorty returned to 41
that should activate the 91
that should actually be 626
that should alleviate the 69
that should announce in 91
that should announce the 186
that should announce to 56
that should approach the 89
that should arguably be 45
that should astonish the 201
that should astonish us 61
that should challenge the 295
that should challenge us 49
that should complain of 51
that should complete the 171
that should comprise the 282
that should consider the 197
that should continue as 126
that should continue in 175
that should continue the 58
that should continue to 1606
that should converge to 43
that should convince me 45
that should convince the 232
that should convince us 161
that should decorate the 41
that should describe it 62
that should describe the 214
that should diminish the 72
that should disappear in 101
that should disclose the 41
that should disclose to 48
that should discover the 214
that should dominate in 63
that should dominate the 519
that should enfilade or 42
that should evaluate to 62
that should exercise the 110
that should extinguish the 238
that should flourish in 53
that should frighten us 132
that should generate the 86
that should heighten the 42
that should hereafter be 400
that should identify the 102
that should indicate an 51
that should indicate the 359
that should indicate to 143
that should initially be 150
that should interest me 54
that should interest the 545
that should interest us 725
that should liberate the 61
that should likewise be 77
that should maintain the 189
that should maximize the 73
that should minimize the 203
that should minister to 107
that should mitigate the 118
that should motivate the 175
that should motivate us 115
that should navigate the 76
that should normally be 1704
that should normally go 53
that should obviously be 402
that should organize the 51
that should otherwise be 551
that should outweigh the 72
that should overcome the 174
that should override the 109
that should overtake the 56
that should overthrow the 79
that should overturn the 45
that should pakistan be 48
that should parallel the 46
that should persuade the 49
that should persuade us 87
that should possibly be 125
that should preclude the 193
that should preoccupy the 53
that should preoccupy us 64
that should preserve the 254
that should probably be 1827
that should proclaim the 77
that should prohibit the 74
that should properly be 6323
that should properly go 109
that should regulate it 52
that should regulate the 973
that should resemble the 107
that should restrain the 99
that should restrain us 54
that should retrieve the 80
that should scarcely be 56
that should separate the 242
that should separate us 53
that should seriously be 58
that should simplify the 59
that should strengthen the 164
that should strictly be 167
that should supplant the 124
that should surprise me 125
that should surprise no 462
that should surprise us 486
that should surround it 58
that should surround the 309
that should thereafter be 352
that should therefore be 645
that should transfer to 57
that should underlie an 43
that should underlie it 49
that should underlie the 950
that should underpin the 306
that should withstand the 92
that showed activity in 88
that showed evidence of 2862
that showed homology to 91
that showed increases in 248
that showed interest in 630
that showed pictures of 514
that showed symptoms of 409
that showed thousands of 87
that shrewd observer of 528
that sidney intended to 114
that signal instance of 144
that signal judgment of 40
that signal processing is 94
that silent majority of 119
that silver chloride is 1100
that simple analysis of 57
that simple attention to 49
that simple computer is 130
that simple diffusion is 190
that simple diffusion of 148
that simple exposure of 59
that simple exposure to 636
that simple extension of 60
that simple imitation is 41
that simple increases in 57
that simple interest at 59
that simple interest is 372
that simple mixtures of 43
that simple movement of 48
that simple puncture of 42
that simple reduction of 40
that simple solutions to 234
that simple transfer of 46
that simple variations in 45
that simply attempting to 124
that simply attempts to 170
that simply compares the 91
that simply confirms the 126
that simply consists of 278
that simply contains the 130
that simply declares the 85
that simply describe the 241
that simply describing the 49
that simply displays the 359
that simply extended the 43
that simply followed the 96
that simply happened to 492
that simply increased the 124
that simply increases the 185
that simply indicate the 122
that simply involves the 115
that simply presents the 88
that simply provides the 148
that simply recorded the 97
that simply referred to 128
that simply reflects the 952
that simply replaces the 167
that simply required the 163
that simply required to 47
that simply requires the 232
that simply responding to 43
that simply responds to 215
that simply restates the 101
that simply reverses the 163
that sinful humanity is 47
that singular compound of 296
that singular felicity of 91
that singular instance of 52
that singular monument of 53
that singular sensation of 157
that singular travesty of 87
that skills acquired by 46
that skills acquired in 451
that skills involved in 44
that skills required to 43
that skipping breakfast is 134
that slants downward to 83
that slaves attached to 46
that slaves captured in 44
that slaves employed in 43
that slaves increased the 57
that sleeping sickness is 144
that slight deviations in 148
that slight evidence of 144
that slight fragment of 166
that slight increases in 568
that slight movement in 41
that slight movement of 508
that slight pressure is 91
that slight pressure of 144
that slight pressure on 136
that slight tendency to 214
that slight tightening of 42
that slight variations in 3044
that slight variations of 446
that slight variations or 208
that slight vexations do 174
that sloped downward to 80
that slopes downward at 146
that slopes downward to 592
that slowly consumed the 87
that slowly destroys the 102
that slowly increased in 162
that slowly increases in 272
that slowly replaced the 44
that smacks somewhat of 54
that smells divinely of 47
that smites contrary to 65
that sodium chloride in 237
that sodium chloride is 2050
that sodium depletion is 42
that sodium excretion is 133
that sodium fluoride in 122
that sodium fluoride is 324
that sodium retention in 59
that sodium retention is 288
that sodium silicate is 103
that sodium sulphate is 186
that solely concerns the 93
that solemn assembly of 137
that solemn ceremony in 96
that solemn solitude of 74
that solved problems by 42
that solves problems by 238
that solves problems in 99
that solves problems of 60
that someone approves of 91
that someone attempting to 116
that someone attempts to 146
that someone believed in 412
that someone believes he 48
that someone believes in 668
that someone believes it 124
that someone believes the 52
that someone deserves to 264
that someone external to 55
that someone followed me 45
that someone happened to 514
that someone ignorant of 121
that someone intended to 484
that someone invented the 155
that someone involved in 620
that someone listened to 113
that someone occupies in 70
that someone performs an 44
that someone promises to 52
that someone proposed to 101
that someone proposes to 109
that someone referred to 137
that someone reported to 117
that someone responds to 87
that someone suggests the 85
that something abnormal is 360
that something actually is 744
that something beautiful is 184
that something concerning the 128
that something concrete be 42
that something concrete is 254
that something conforms to 42
that something contrary to 348
that something critical is 149
that something dangerous is 482
that something darkened the 43
that something decisive is 54
that something definite be 125
that something definite is 352
that something depended on 75
that something distinct is 90
that something dramatic is 346
that something essential in 114
that something essential is 1082
that something essential to 734
that something external is 128
that something external to 628
that something functions as 43
that something happened as 124
that something happened at 1342
that something happened by 128
that something happened in 3119
that something happened is 123
that something happened of 61
that something happened on 600
that something happened or 480
that something happened the 47
that something happened to 8338
that something horrible is 770
that something improper is 58
that something inherent in 498
that something inimical to 487
that something injurious to 50
that something internal to 64
that something negative is 213
that something occurred at 178
that something occurred in 399
that something occurred on 42
that something occurred or 52
that something occurred to 624
that something parallel to 272
that something pertaining to 131
that something pertains to 51
that something physical is 194
that something positive be 48
that something positive is 776
that something powerful is 224
that something precedes it 113
that something prevents the 186
that something produced by 258
that something profound is 422
that something referred to 47
that something relative to 43
that something relevant to 112
that something remained in 166
that something remained of 61
that something remained to 422
that something required to 132
that something requires to 52
that something resembling an 52
that something resembling it 264
that something resembling the 866
that something sinister is 504
that something specific is 314
that something survives the 52
that something terrible is 5498
that something terrible or 48
that something troubled me 251
that something uncommon is 43
that something untoward in 41
that something untoward is 400
that something unyielding in 154
that something valuable is 430
that sorrow consists in 97
that sought admission to 108
that sought solutions to 112
that sounds produced by 356
that sounds produced in 61
that sounds whenever the 132
that source amounted to 56
that source reduction is 54
that soviet activity in 135
that soviet advances in 199
that soviet ambitions in 87
that soviet attempts to 233
that soviet citizens do 119
that soviet citizens in 149
that soviet citizens of 53
that soviet doctrine is 133
that soviet education is 169
that soviet expansion in 94
that soviet expansion is 40
that soviet hegemony in 89
that soviet industry is 296
that soviet interest in 776
that soviet missiles be 109
that soviet missiles in 313
that soviet officials in 229
that soviet policies in 322
that soviet presence in 91
that soviet pressure on 382
that soviet progress in 176
that soviet socialism is 120
that soviet strategy in 91
that soviet strategy is 158
that soviet supplies of 95
that soviet violations of 96
that spaced practice is 167
that spanking children is 132
that spatial analysis is 141
that spatial attention is 243
that spatial cognition is 115
that spatial distance is 118
that spatial extension is 198
that spatial mismatch is 54
that spatial mobility is 99
that spatial patterns in 108
that spatial patterns of 576
that spatial summation is 46
that spatial summation of 120
that spatial variations in 972
that spatial variations of 270
that spawning occurred in 153
that special activity of 111
that special attention be 7782
that special attention in 120
that special attention is 3468
that special attention to 1118
that special branches of 101
that special category of 870
that special condition is 82
that special condition of 176
that special education be 188
that special education in 223
that special education is 2390
that special education or 49
that special emphasis be 662
that special emphasis is 916
that special emphasis on 163
that special exercise of 160
that special instance of 50
that special instinct of 90
that special interest in 336
that special interest is 75
that special problems of 220
that special programs be 170
that special programs of 107
that special property of 64
that special province of 149
that special provision be 731
that special provision in 45
that special provision is 1166
that special provision of 46
that special scrutiny is 134
that special services be 145
that special students of 88
that special treatment be 157
that special treatment in 52
that special treatment is 916
that special treatment of 702
that specie payments be 121
that speech consists of 693
that speech directed to 155
that speech processing is 167
that spends hundreds of 94
that spinal anesthesia is 438
that sports medicine is 145
that stable isotopes of 113
that stable operation is 132
that stable operation of 51
that stable patterns of 300
that stalin approved of 42
that stalin approved the 46
that stalin believed in 47
that stalin believed the 44
that stalin expected the 43
that stalin insisted on 111
that stalin intended to 1226
that stalin regarded the 58
that stands adjacent to 85
that stands alongside the 160
that stands directly in 171
that stands foremost in 121
that stands isolated in 59
that stands opposite the 214
that stands opposite to 183
that stands parallel to 50
that stands recorded in 67
that stands sentinel at 66
that stands sentinel on 96
that stands squarely in 57
that stands straight up 426
that starch consists of 209
that starch formation is 119
that stared straight at 55
that starting salaries in 43
that states adjacent to 44
that states consider the 55
that states continue to 868
that states involved in 196
that states maximize the 165
that states retained the 55
that static analysis is 142
that static analysis of 45
that static pressure is 157
that sticks straight up 212
that stigma attached to 208
that stolen property is 236
that stopping treatment is 48
that stores pointers to 58
that stormy assembly of 141
that strange aphorism of 89
that strange attitude of 104
that strange business of 108
that strange capacity of 52
that strange compound of 1348
that strange condition in 127
that strange condition of 273
that strange confusion of 252
that strange congeries of 57
that strange disorder of 110
that strange doctrine of 537
that strange fragment of 97
