tableau tinted and towering 88
treated before being dumped 53
treated before being placed 163
treated before they become 557
treated better and better 191
treated better than another 46
treated better than anyone 81
treated better than before 132
treated better than blacks 46
treated better than slaves 41
treated blacks and whites 170
treated clearly and without 180
treated fairly and justly 694
treated fairly and kindly 127
treated fairly and openly 43
treated fairly and should 81
treated fairly and without 181
treated fairly with regard 48
treated filled all europe 46
treated gently and kindly 58
treated justly and fairly 218
treated justly and kindly 108
treated kindly and fairly 98
treated kindly and gently 48
treated kindly and justly 58
treated kindly but firmly 101
treated purely and simply 93
treated should not exceed 71
treated simply and solely 51
treated whites and blacks 49
treated without any further 45
treated without any regard 231
treated without any special 55
treble voices with shrill 41
trench filled with broken 66
trench filled with coarse 56
trench filled with gravel 72
trench filled with stones 72
trends across age groups 77
trends before they become 229
trends before they happen 50
triangle should not exceed 77
tribal brother and sister 52
tribal chiefs and elders 272
tribal chiefs and feudal 120
tribal chiefs and headmen 347
tribal chiefs and leaders 87
tribal courts and police 46
tribal courts and tribal 112
tribal custom and belief 43
tribal custom and tribal 43
tribal elders and leaders 55
tribal leaders and chiefs 53
tribal leaders and elders 135
tribal leaders and tribal 92
tribal police and courts 72
tribes farther and farther 78
tribes fought one another 146
tribes further and further 48
tribes hunted and fished 118
tribes toward one another 45
tribes united and formed 43
tricks eleven and twenty 81
trifle cheaper than before 55
trifle clearer and fuller 42
trifle larger than before 96
trifling actions that affect 343
trifling habits and habits 60
triple therapy with bismuth 45
tripping before him through 72
trivial comedy for serious 260
trooping across its courts 71
troops across new jersey 73
troops before they reached 183
troops before they sailed 40
troops before they should 100
troops behaving with greater 66
troops cheering and huzzaing 50
troops closer and closer 42
troops fanned out across 110
troops fanned out through 64
troops farther and farther 48
troops further and further 41
troops invade and occupy 82
troops landed and seized 55
troops looted and burned 115
troops reached new orleans 43
troops sacked and burned 97
troops sailed for france 68
troops should not afford 75
troops should not become 59
troops should not exceed 66
troops should not occupy 69
troops should not remain 65
troops should not return 41
troops without any fighting 166
trotting around and around 50
trotting behind his master 57
trotting behind with louise 60
trotting beside our horses 45
trough before and behind 94
trough filled with liquid 46
trucks filled with german 44
trucks filled with troops 121
trucks loaded with building 97
trucks loaded with crates 51
trucks loaded with german 43
trucks loaded with gravel 43
trucks loaded with lumber 101
trucks loaded with shells 54
trucks loaded with timber 62
trucks loaded with troops 237
trucks loaded with weapons 45
trudging upward and upward 50
truest esteem and regard 449
truest regard and esteem 183
trunks always being stolen 60
trunks filled with clothes 116
trunks rugged with curled 67
trusts created for minors 47
trusts created for public 68
tucked before and behind 137
tucked inside her blouse 87
tucked inside her bodice 43
tucked inside her jacket 71
tucked inside his collar 100
tucked inside his jacket 298
tucked inside his pocket 53
tucked inside his wallet 43
tucked through her pocket 89
tugged harder and harder 147
tumbling around and around 45
tumbling faster and faster 141
tumors before they become 64
tumult reached its climax 41
tumult reached its height 95
tumult reaches its height 46
tunnel opened and became 73
turkey carpet has rolled 49
turkey dinner was served 336
turned adrift and damned 105
turned almost with relief 55
turned angrily and walked 77
turned anyone who looked 73
turned around and agreed 76
turned around and almost 397
turned around and ambled 61
turned around and argued 64
turned around and around 5473
turned around and backed 829
turned around and barked 126
turned around and became 378
turned around and become 175
turned around and before 75
turned around and beheld 153
turned around and bitten 135
turned around and blamed 140
turned around and bolted 142
turned around and bought 428
turned around and braced 56
turned around and bumped 243
turned around and buried 92
turned around and called 1486
turned around and calmly 167
turned around and caught 1077
turned around and changed 126
turned around and chased 176
turned around and closed 654
turned around and craned 47
turned around and created 51
turned around and curled 40
turned around and cursed 85
turned around and darted 84
turned around and dashed 209
turned around and denied 58
turned around and driven 652
turned around and ducked 52
turned around and dumped 76
turned around and exited 88
turned around and folded 78
turned around and forced 330
turned around and formed 66
turned around and fought 179
turned around and gasped 248
turned around and gently 61
turned around and glared 1375
turned around and gotten 51
turned around and handed 500
turned around and hauled 57
turned around and helped 219
turned around and hissed 136
turned around and hooked 49
turned around and hopped 82
turned around and hugged 330
turned around and hurled 66
turned around and issued 63
turned around and jogged 142
turned around and joined 270
turned around and jumped 439
turned around and kicked 572
turned around and killed 258
turned around and kissed 595
turned around and landed 119
turned around and licked 52
turned around and lifted 425
turned around and limped 97
turned around and loaned 40
turned around and locked 338
turned around and looked 28284
turned around and mouthed 59
turned around and nodded 426
turned around and opened 740
turned around and parked 242
turned around and passed 277
turned around and patted 96
turned around and paused 42
turned around and peeked 53
turned around and peered 381
turned around and picked 728
turned around and pinned 51
turned around and placed 437
turned around and played 122
turned around and plunged 70
turned around and pointing 47
turned around and poured 75
turned around and pulled 1152
turned around and pushed 657
turned around and raised 523
turned around and reached 555
turned around and rented 61
turned around and resold 322
turned around and rested 110
turned around and roared 90
turned around and rolled 323
turned around and rubbed 83
turned around and rushed 464
turned around and sailed 440
turned around and seemed 142
turned around and seized 76
turned around and shoved 165
turned around and showed 515
turned around and sighed 62
turned around and signed 70
turned around and simply 45
turned around and skated 45
turned around and slowly 632
turned around and smiled 4190
turned around and socked 43
turned around and sought 245
turned around and standing 48
turned around and stared 4562
turned around and stated 91
turned around and stayed 46
turned around and steamed 104
turned around and strode 338
turned around and struck 209
turned around and sucked 47
turned around and talked 147
turned around and tapped 116
turned around and taught 62
turned around and taxied 106
turned around and thanked 105
turned around and thought 198
turned around and through 67
turned around and tipped 47
turned around and tiptoed 61
turned around and tossed 109
turned around and traded 51
turned around and treated 47
turned around and turned 134
turned around and upside 177
turned around and viewed 117
turned around and waited 615
turned around and walked 20577
turned around and wanted 89
turned around and winked 435
turned around and without 159
turned around and worked 132
turned around and yanked 49
turned around and yelled 1149
turned around for another 399
turned around for battle 58
turned around long enough 232
turned colder and colder 87
turned colder and wetter 97
turned common and almost 138
turned cranks that lifted 52
turned darker and colder 93
turned darker and darker 350
turned farther and farther 60
turned faster and faster 1032
turned further and further 342
turned inside out before 668
turned inside out through 139
turned inside out without 273
turned instead and walked 51
turned inward and became 674
turned inward and become 219
turned inward and looked 44
turned inward and sought 169
turned inward and toward 119
turned inward and turned 70
turned inward and upward 456
turned redder and redder 230
turned slower and slower 66
turned slowly and gently 49
turned slowly and glared 62
turned slowly and heavily 42
turned slowly and looked 3067
turned slowly and peered 46
turned slowly and raised 46
turned slowly and smiled 142
turned slowly and stared 570
turned slowly and walked 1139
turned slowly and wearily 62
turned slowly and without 48
turned slowly but surely 47
turned through per second 148
turned toward her brother 273
turned toward her cousin 100
turned toward her dressing 88
turned toward her eagerly 70
turned toward her family 48
turned toward her friend 673
turned toward her little 40
turned toward her office 126
turned toward her sister 675
turned toward her slowly 155
turned toward her window 74
turned toward him almost 44
turned toward him angrily 61
turned toward him before 95
turned toward him eagerly 77
turned toward him slowly 225
turned toward him without 68
turned toward his brother 462
turned toward his client 45
turned toward his cousin 84
turned toward his family 86
turned toward his fellow 112
turned toward his friend 451
turned toward his guests 61
turned toward his master 69
turned toward his native 44
turned toward his nephew 47
turned toward his office 360
turned toward his second 51
turned toward his sister 484
turned toward his window 72
turned toward its source 104
turned toward one another 925
turned upward and inward 644
turned upward and toward 42
turned whiter and whiter 283
turned yellow and became 56
turned yellow and fallen 40
turned yellow and purple 91
turnip fields and hedges 44
turtle shells and animal 121
turtle shells and silver 50
twelfth cousin had already 145
twelve adults and twelve 59
twelve before his strength 44
twelve common law judges 97
twelve cycles per minute 54
twelve cycles per second 372
twelve english and twelve 47
twelve frames per second 257
twelve guests for dinner 44
twelve honest and lawful 222
twelve horses and twelve 46
twelve houses and stores 51
twelve inches per minute 60
twelve inches per second 364
twelve jurors are locked 44
twelve killed and twelve 43
twelve killed and twenty 407
twelve ladies and twelve 82
twelve pounds and twelve 45
twelve pounds per square 262
twelve rounds per minute 96
twelve states had already 53
twelve states had passed 108
twelve tribes and twelve 105
twenty barons may choose 108
twenty cycles per second 342
twenty english and twenty 64
twenty faults are sooner 69
twenty frames per second 298
twenty horses and twenty 60
twenty killed and eighty 58
twenty killed and ninety 57
twenty killed and twenty 108
twenty kingdoms and states 56
twenty meters per second 141
twenty pounds and eleven 40
twenty pounds and looked 73
twenty pounds and twenty 50
twenty pounds for twenty 42
twenty pounds per person 96
twenty pounds per square 1168
twenty pupils per teacher 59
twenty rounds per minute 285
twenty second and twenty 61
twenty states and canada 68
twenty states had already 47
twenty states had passed 190
twined around her ankles 59
twined around one another 223
twirling around and around 689
twirling eddies and floating 77
twirling faster and faster 108
twirls around and around 45
twisting around and around 455
twisting around one another 133
twisting esteem with fonder 102
twists around and around 58
