tarnishes upon exposure to 95
treatments were expected to 76
treatments were followed by 205
treatments were included in 278
treatments were included to 42
treatments were initiated at 56
treatments were intended to 114
treatments were observed in 117
treatments were obtained by 56
treatments were prepared in 55
treatments were provided by 69
treatments were provided in 46
treatments were recorded in 46
treatments were regarded as 41
treatments were reported to 82
treatments were required in 54
treatments were required to 136
treatments were selected to 67
treatments were supposed to 72
treatments when compared to 177
treatments will continue to 156
treatments will probably be 106
tremulous hope concerning the 62
tribesmen were reported to 186
tribunals have referred to 57
tribunals were composed of 182
tribunals were designed to 54
tribunals were entitled to 41
tribunals were intended to 92
tribunals were replaced by 50
tribunals were required to 110
tribunals were supposed to 46
tribunals when estimating the 43
tribunals will continue to 74
triggered great interest in 47
triggered into activity by 210
triggered into operation by 114
triggered star formation in 77
triggered your interest in 62
triumphal arch composed of 62
triumphal arch designed by 153
triumphal arch opposite the 55
triumphal cars deployed in 67
triumphal pomp ascended the 180
triumphed over secession in 51
truncated cone attached to 50
turbidity will indicate the 50
turbulent drag reduction in 50
turbulent flow adjacent to 46
turbulent flow consists of 62
turbulent flow occurred at 52
turbulent flow parallel to 74
turbulent flow produced by 74
turbulent mass transfer in 116
turbulent shear stresses in 185
turbulent tinges undulate as 47
turnovers from constant to 127
turnpikes much exceeded the 42
typically been achieved by 57
typically been analyzed in 47
typically been assessed by 99
typically been assigned to 84
typically been confined to 164
typically been depicted as 133
typically been designed to 116
typically been directed at 51
typically been employed in 148
typically been employed to 89
typically been examined in 50
typically been expected to 48
typically been followed by 137
typically been included in 158
typically been initiated by 47
typically been involved in 151
typically been observed in 58
typically been provided by 76
typically been referred to 175
typically been regarded as 984
typically been reported in 90
typically been reported to 40
typically been required to 156
typically call attention to 44
typically cost hundreds of 45
typically cost thousands of 41
typically draw attention to 94
typically give attention to 47
typically have authority to 65
typically have diameters of 124
typically have energies of 106
typically have evidence of 51
typically have hundreds of 130
typically have hundreds or 60
typically have moderate to 82
typically have problems in 75
typically have recourse to 77
typically have resulted in 45
typically have symptoms of 49
typically have thousands of 76
typically high relative to 46
typically less affected by 43
typically less involved in 76
typically lose interest in 70
typically made possible by 42
typically make decisions in 54
typically many hundreds of 54
typically many thousands of 48
typically more abundant in 77
typically more amenable to 104
typically more inclined to 61
typically more involved in 126
typically more tolerant of 53
typically most abundant in 50
typically show evidence of 197
typically some hundreds of 48
typically those involved in 50
typically were assigned to 56
typically were composed of 57
typically were designed to 51
typically were involved in 62
typically were required to 71
