tea i went upstairs 52
to a jury involves 62
to a jury properly 91
to a jury resulted 53
to a jury selected 263
to a jury tailored 56
to a just economic 63
to a just eminence 91
to a just equality 43
to a just estimate 5242
to a just exception 60
to a just execution 41
to a just exercise 93
to a just formation 64
to a just imitation 47
to a just judgment 1751
to a just sentence 386
to a just standard 444
to a just suspicion 209
to a just treatment 43
to a just valuation 116
to a keen activity 43
to a keen analysis 85
to a keen appetite 55
to a keen business 43
to a keen critical 67
to a keen interest 780
to a keen observer 2444
to a keen sagacity 55
to a keen scrutiny 85
to a keen struggle 52
to a kept mistress 90
to a kind employer 47
to a kind neighbor 52
to a kind reception 67
to a lady catherine 109
to a lady companion 54
to a lady customer 147
to a lady elizabeth 40
to a lady novelist 56
to a lady passenger 113
to a lady recently 49
to a lady relative 103
to a lady resident 107
to a lake michigan 73
to a lamp standard 70
to a land campaign 139
to a land contract 208
to a land destined 42
to a land disposal 145
to a land entirely 47
to a land hereafter 69
to a land monopoly 45
to a land mortgage 68
to a land occupied 53
to a land operation 40
to a land purchase 110
to a land shortage 75
to a land surpassing 175
to a land surveyor 427
to a land transfer 72
to a last analysis 104
to a last despairing 124
to a last farewell 136
to a last judgment 280
to a last resource 65
to a last struggle 255
to a late authority 75
to a late beethoven 66
to a late breakfast 1656
to a late delivery 62
to a late estimate 48
to a late fifteenth 236
to a late insolent 64
to a late medieval 346
to a late minister 147
to a late ordinary 62
to a late pamphlet 935
to a late sixteenth 281
to a late software 509
to a late thirteenth 120
to a late tradition 404
to a late twentieth 866
to a late victorian 169
to a lathe operator 45
to a lazy vagabond 41
to a leading academic 44
to a leading advocate 53
to a leading american 587
to a leading authority 507
to a leading business 157
to a leading economic 42
to a leading historian 239
to a leading industry 53
to a leading instinct 59
to a leading japanese 84
to a leading literary 53
to a leading magazine 95
to a leading merchant 117
to a leading minister 80
to a leading physician 81
to a leading producer 46
to a leading textbook 43
to a lease containing 71
to a lease contract 1117
to a lease executed 141
to a lease provision 65
to a leasing contract 59
to a left parietal 58
to a left posterior 91
to a left temporal 59
to a length slightly 169
to a length somewhat 166
to a length suitable 255
to a less abrasive 111
to a less absolute 80
to a less abstract 338
to a less abundant 92
to a less academic 92
to a less accurate 363
to a less activist 98
to a less adequate 125
to a less advanced 1661
to a less affluent 228
to a less agitated 129
to a less agreeable 180
to a less ambitious 835
to a less apparent 53
to a less authentic 50
to a less balanced 61
to a less beautiful 70
to a less brilliant 82
to a less challenging 128
to a less cheerful 46
to a less coherent 73
to a less cohesive 75
to a less commanding 116
to a less complete 430
to a less compliant 47
to a less concrete 72
to a less confined 114
to a less congested 783
to a less conscious 111
to a less critical 452
to a less cultured 68
to a less dangerous 1337
to a less decisive 53
to a less definite 173
to a less delicate 78
to a less depressing 50
to a less detailed 241
to a less diffused 76
to a less discerning 66
to a less disgusting 70
to a less distance 613
to a less distinct 95
to a less disturbing 181
to a less dogmatic 114
to a less dominant 211
to a less dramatic 634
to a less economic 50
to a less educated 547
to a less elevated 249
to a less elevation 77
to a less emotional 204
to a less emphatic 45
to a less esoteric 41
to a less eventful 51
to a less explicit 113
to a less extended 80
to a less flattering 134
to a less flexible 259
to a less forbidding 113
to a less forceful 51
to a less frenetic 91
to a less frequent 476
to a less friendly 109
to a less generous 215
to a less grandiose 55
to a less hydrated 50
to a less idealized 43
to a less immature 45
to a less immediate 104
to a less informed 143
to a less injurious 62
to a less innocent 54
to a less intimate 222
to a less invasive 101
to a less involved 145
to a less irritating 57
to a less isolated 123
to a less laborious 217
to a less literate 52
to a less luxurious 86
to a less militant 100
to a less modified 230
to a less negative 719
to a less numerous 125
to a less obnoxious 52
to a less obviously 73
to a less parochial 58
to a less partisan 72
to a less perilous 130
to a less permeable 56
to a less personal 971
to a less physical 65
to a less polluted 361
to a less populous 99
to a less positive 438
to a less powerful 709
to a less pressure 258
to a less probable 269
to a less profound 71
to a less punitive 76
to a less quantity 308
to a less rarefied 44
to a less realistic 76
to a less refracting 130
to a less relevant 46
to a less resolute 55
to a less rigorous 931
to a less romantic 166
to a less satisfying 205
to a less severely 44
to a less specific 386
to a less spirited 41
to a less strained 182
to a less stressed 98
to a less strictly 45
to a less strident 72
to a less suitable 145
to a less talented 76
to a less terrible 47
to a less terrifying 46
to a less thickness 159
to a less threatened 58
to a less tolerant 100
to a less traveled 95
to a less troubled 161
to a less valuable 283
to a less vehement 44
to a less vigorous 306
to a less virulent 130
to a less volatile 276
to a less wasteful 134
to a lewd pamphlet 99
to a lien creditor 250
to a life centered 249
to a life confined 46
to a life consisting 51
to a life contrary 42
to a life deprived 97
to a life directed 56
to a life entirely 125
to a life exercising 52
to a life governed 169
to a life hereafter 477
to a life immortal 311
to a life interest 3279
to a life magazine 195
to a life otherwise 109
to a life reporter 71
to a life sentence 3206
to a life separate 59
to a life situation 858
to a life unopened 43
to a like accident 91
to a like affection 51
to a like assertion 49
to a like condition 519
to a like confusion 76
to a like distance 198
to a like eminence 53
to a like expansion 82
to a like fragment 63
to a like industry 40
to a like interest 71
to a like judgment 92
to a like objection 182
to a like operation 59
to a like physical 46
to a like practice 46
to a like provision 78
to a like quantity 158
to a like scrutiny 104
to a like situation 64
to a like standard 117
to a like stimulus 47
to a like tendency 43
to a like treatment 198
to a line anchored 72
to a line attached 108
to a line broadening 312
to a line coinciding 41
to a line connecting 2047
to a line consisting 61
to a line containing 193
to a line directly 82
to a line extended 77
to a line formation 51
to a line inclined 52
to a line integral 1054
to a line opposite 138
to a line parallel 3245
to a line proceeding 64
to a line regiment 339
to a line separating 61
to a line slightly 94
to a line somewhat 112
to a line spectrum 251
to a line stimulus 66
to a line stretching 221
to a line tangential 53
to a list approved 102
to a list compiled 469
to a list consisting 54
to a list containing 403
to a list prepared 421
to a list provided 136
to a list supplied 98
to a lithe precision 67
to a live audience 5427
to a live customer 73
to a live database 65
to a live electric 43
to a live interest 61
to a live operator 349
to a live organism 42
to a live situation 49
to a living american 479
to a living audience 392
to a living authority 90
to a living christian 110
to a living communion 83
to a living composer 42
to a living condition 51
to a living cultural 41
to a living daughter 49
to a living employee 74
to a living fountain 75
to a living interest 75
to a living mistress 66
to a living organism 4493
to a living patriarch 48
to a living personal 53
to a living presence 159
to a living relative 143
to a living religious 65
to a living situation 182
to a living skeleton 843
to a living specimen 81
to a living standard 582
to a living tradition 642
to a living universe 66
to a load consisting 257
to a load reduction 49
to a load resistor 1411
to a loan contract 136
to a loan obtained 56
to a loan portfolio 210
to a lock hospital 41
to a lone traveler 47
to a loop diuretic 470
to a lord ordinary 159
to a losing situation 56
to a losing struggle 83
to a loss deduction 828
to a loss incurred 145
to a loss situation 60
to a loss suffered 76
to a lost eternity 140
to a lost homeland 121
to a lost humanity 69
to a lost original 370
to a lost paradise 603
to a lost tradition 96
to a lost traveler 77
to a loud auditory 53
to a loud explosion 63
to a love interest 116
to a love intrigue 139
to a loving daughter 41
to a lush tropical 64
to a mail delivery 47
to a main argument 56
to a main assembly 58
to a main bronchus 59
to a main category 53
to a main computer 750
to a main contract 102
to a main corridor 90
to a main document 122
to a main drainage 78
to a main entrance 150
to a main pipeline 135
to a main proceeding 52
to a main sentence 63
to a main sequence 134
to a male ancestor 81
to a male associate 40
to a male audience 1198
to a male authority 234
to a male colleague 1123
to a male companion 167
to a male coworker 66
to a male customer 137
to a male divinity 102
to a male employee 359
to a male graduate 72
to a male identity 151
to a male narrator 64
to a male neighbor 49
to a male passenger 48
to a male physician 502
to a male presence 60
to a male relative 1428
to a male reporter 79
to a male standard 634
to a male therapist 485
to a male tradition 66
to a mark indicating 62
to a mass activity 40
to a mass american 92
to a mass analysis 159
to a mass analyzer 108
to a mass assembly 45
to a mass attached 45
to a mass audience 14806
to a mass campaign 78
to a mass casualty 169
to a mass composed 43
to a mass consisting 60
to a mass consumer 222
to a mass cultural 57
to a mass defection 52
to a mass education 98
to a mass execution 77
to a mass migration 478
to a mass movement 2201
to a mass murderer 203
to a mass resembling 134
to a mass spectrum 204
to a mass struggle 89
to a mass transfer 532
to a meaning contrary 44
to a media audience 106
to a media campaign 179
to a media schedule 68
to a melt containing 58
to a memo prepared 55
to a menu selection 237
to a mere abortive 106
to a mere abstract 436
to a mere academic 139
to a mere accident 1244
to a mere admission 99
to a mere advisory 448
to a mere allegory 117
to a mere american 97
to a mere analysis 120
to a mere appendix 108
to a mere assembly 65
to a mere assertion 289
to a mere auxiliary 202
to a mere backdrop 84
to a mere bankrupt 88
to a mere battalion 40
to a mere beautiful 146
to a mere beginner 124
to a mere blockade 123
to a mere business 407
to a mere capacity 52
to a mere category 45
to a mere ceremony 137
to a mere chemical 118
to a mere childish 44
to a mere clerical 57
to a mere commoner 95
to a mere condition 72
to a mere conflict 96
to a mere confused 76
to a mere confusion 108
to a mere congeries 102
to a mere consumer 85
to a mere contingent 46
to a mere contract 153
to a mere corporal 118
to a mere covenant 43
to a mere critical 50
to a mere critique 61
to a mere cultural 95
to a mere curiosity 66
to a mere custodian 64
to a mere delegate 41
to a mere district 44
to a mere dockyard 49
to a mere doctrine 77
to a mere domestic 57
to a mere economic 247
to a mere eighteen 444
to a mere emotional 96
to a mere emphasis 52
to a mere employee 83
to a mere equality 69
to a mere estimate 80
to a mere exercise 260
to a mere extension 353
to a mere external 415
to a mere filament 138
to a mere financial 60
to a mere flatness 48
to a mere footnote 664
to a mere fourteen 363
to a mere fragment 834
to a mere friendly 41
to a mere frontier 49
to a mere governor 48
to a mere handmaid 52
to a mere historian 53
to a mere honorary 72
to a mere identity 78
to a mere imitation 279
to a mere imitator 42
to a mere inactive 40
to a mere incident 191
to a mere instance 88
to a mere instinct 105
to a mere intention 66
to a mere interest 184
to a mere isolated 44
to a mere judgment 41
to a mere licensee 113
to a mere lifeless 253
to a mere linguistic 95
to a mere literary 372
to a mere majority 285
to a mere meaningless 42
to a mere mechanic 120
to a mere membrane 176
to a mere merchant 66
to a mere messenger 64
to a mere metaphor 164
to a mere military 242
to a mere minority 65
to a mere morality 55
to a mere mountain 68
to a mere movement 98
to a mere narration 52
to a mere negative 670
to a mere nineteen 124
to a mere nuisance 142
to a mere observer 475
to a mere onlooker 141
to a mere operation 159
to a mere ordinary 92
to a mere oriental 52
to a mere ornament 163
to a mere outsider 130
to a mere palpable 77
to a mere parterre 94
to a mere particle 79
to a mere partisan 74
to a mere passenger 81
to a mere peasantry 87
to a mere pecuniary 43
to a mere pensioner 69
to a mere personal 971
to a mere phantasm 65
to a mere physical 698
to a mere pinpoint 101
to a mere pittance 788
to a mere potential 45
to a mere practice 42
to a mere presence 45
to a mere pretense 40
to a mere producer 44
to a mere property 98
to a mere proposal 41
to a mere province 489
to a mere provision 152
to a mere punctilio 77
to a mere puncture 41
to a mere recorder 41
to a mere reduction 119
to a mere registry 132
to a mere rehearsal 41
to a mere religious 173
to a mere reminder 43
to a mere reporter 64
to a mere resource 54
to a mere response 44
to a mere rhapsody 74
to a mere rudiment 559
to a mere scramble 69
to a mere security 43
to a mere selection 113
to a mere sensation 131
to a mere sensuous 59
to a mere sentence 49
to a mere sequence 188
to a mere skeleton 10131
to a mere skirmish 64
to a mere smattering 60
to a mere specimen 61
to a mere splinter 69
to a mere sprinkling 108
to a mere stimulus 71
to a mere struggle 215
to a mere supplier 44
to a mere supporting 158
to a mere survival 107
to a mere suspicion 69
to a mere symbolic 195
to a mere synopsis 44
to a mere tactical 53
to a mere temporal 123
to a mere tendency 112
to a mere theatrical 40
to a mere tradition 62
to a mere transfer 132
to a mere travesty 46
to a mere trespass 62
to a mere tubercle 181
to a mere vertical 57
to a miami hospital 102
to a mica diaphragm 67
to a midi keyboard 46
to a mild alkaline 46
to a mild condition 60
to a mild curiosity 72
to a mild electric 207
to a mild epidemic 92
to a mild infection 217
to a mild interest 48
to a mild irritant 134
to a mild recession 106
to a mild sedative 92
to a mild sensation 44
to a mild stimulus 139
to a mild treatment 43
to a mile offshore 190
to a milk processing 52
to a mind absorbed 107
to a mind conscious 234
to a mind desirous 70
to a mind disposed 95
to a mind doubtful 41
to a mind entirely 55
to a mind generous 47
to a mind governed 71
to a mind harassed 42
to a mind ignorant 47
to a mind inclined 49
to a mind inflamed 196
to a mind occupied 113
to a mind otherwise 58
to a mind perceiving 54
to a mind prepared 175
to a mind properly 143
to a mind purified 47
to a mind somewhat 48
to a mind weighted 90
to a mine explosion 71
to a mine operator 63
to a mini computer 64
to a mining accident 51
to a mining district 185
to a mining industry 57
to a mining operation 267
to a mining property 103
to a miss campbell 49
to a miss catherine 69
to a miss elizabeth 87
to a miss somebody 70
to a mock execution 214
to a mock military 57
to a monk ordained 47
to a mood challenge 84
to a mood disorder 462
to a more abrasive 47
to a more absolute 816
to a more abstract 6450
to a more abstruse 45
to a more abundant 2029
to a more academic 658
to a more accepted 176
to a more accurate 12704
to a more actively 102
to a more activist 1968
to a more adaptive 606
to a more adequate 5750
to a more advanced 38871
to a more advisory 90
to a more affluent 1231
to a more agitated 85
to a more agreeable 1665
to a more alkaline 458
to a more ambitious 2728
to a more amenable 424
to a more american 528
to a more amicable 319
to a more anaerobic 42
to a more analytic 483
to a more anarchic 47
to a more anatomic 69
to a more animated 225
to a more apparent 57
to a more arrogant 41
to a more artistic 383
to a more atrocious 51
to a more authentic 2050
to a more backward 124
to a more balanced 21071
to a more barbaric 124
to a more beautiful 1109
to a more biblical 792
to a more blissful 88
to a more bourgeois 204
to a more brightly 147
to a more brilliant 817
to a more brotherly 48
to a more brownish 52
to a more business 892
to a more capacious 221
to a more carefree 173
to a more careless 53
to a more celestial 80
to a more centered 149
to a more centrist 376
to a more cerebral 195
to a more challenging 2579
to a more cheerful 1810
to a more childish 183
to a more christian 1329
to a more circular 262
to a more clerical 47
to a more clinical 123
to a more coarsely 42
to a more coherent 2290
to a more cohesive 664
to a more collegial 443
to a more colorful 251
to a more comforting 141
to a more commanding 1146
to a more commonly 345
to a more communal 809
to a more compelling 754
to a more complete 47811
to a more compliant 306
to a more composed 282
to a more compound 83
to a more concealed 82
to a more concrete 8463
to a more confined 333
to a more conflict 40
to a more confused 102
to a more congested 51
to a more congruent 41
to a more conscious 1794
to a more constant 939
to a more consumer 203
to a more contingent 116
to a more convincing 411
to a more convivial 59
to a more courteous 58
to a more credible 362
to a more criminal 251
to a more critical 5632
to a more cultural 441
to a more cultured 285
to a more custodial 57
to a more customer 245
to a more cyclical 57
to a more dangerous 1767
to a more decisive 1090
to a more decorous 411
to a more definite 4795
to a more degraded 195
to a more delicate 1230
to a more delicious 48
to a more depraved 52
to a more depressing 65
to a more deserted 76
to a more deserved 48
to a more desolate 72
to a more desolating 48
to a more despotic 60
to a more detached 756
to a more detailed 41344
to a more devolved 73
to a more didactic 163
to a more diffused 508
to a more diligent 796
to a more directed 413
to a more directly 472
to a more discerning 355
to a more discreet 438
to a more discrete 183
to a more distinct 2384
to a more disturbing 496
to a more dogmatic 140
to a more domestic 473
to a more dominant 843
to a more dominating 42
to a more doubtful 127
to a more dramatic 1228
to a more eclectic 475
to a more economic 866
to a more ecstatic 45
to a more educated 1380
to a more elevated 3267
to a more eligible 916
to a more elongated 275
to a more eloquent 176
to a more embedded 44
to a more embodied 67
to a more emotional 643
to a more emphatic 367
to a more empowering 198
to a more enclosed 96
to a more enhanced 235
to a more enlarged 2005
to a more enormous 93
to a more enriched 168
to a more enveloping 162
to a more episodic 69
to a more esoteric 184
to a more essential 408
to a more ethically 109
to a more everyday 125
to a more evidence 45
to a more expanded 986
to a more explicit 3338
to a more extended 12177
to a more external 298
to a more fanciful 77
to a more feminine 447
to a more feminist 116
to a more ferocious 76
to a more feverish 41
to a more fictional 44
to a more finished 950
to a more flagrant 104
to a more flattering 195
to a more flexible 9109
to a more forbidding 126
to a more forceful 673
to a more forcible 158
to a more formally 174
to a more forthcoming 72
to a more frenetic 54
to a more frenzied 47
to a more frequent 2263
to a more friendly 1905
to a more fruitful 1883
to a more fulfilling 1047
to a more gendered 45
to a more generous 3208
to a more geometric 116
to a more gigantic 43
to a more globally 242
to a more globular 139
to a more graceful 340
to a more grandiose 142
to a more granular 150
to a more grateful 334
to a more gratifying 170
to a more grievous 167
to a more grounded 167
to a more habitual 137
to a more hallowed 94
to a more handsome 123
to a more hardened 49
to a more hardline 47
to a more harmless 62
to a more harmonic 43
to a more heartfelt 55
to a more helpless 98
to a more hesitant 55
to a more historic 68
to a more holistic 7148
to a more homelike 73
to a more hopeless 142
to a more horrible 148
to a more humanist 137
to a more humiliating 102
to a more humorous 87
to a more hygienic 105
to a more idealized 135
to a more idiomatic 56
to a more ignorant 63
to a more immanent 64
to a more immature 353
to a more immediate 2972
to a more imminent 78
to a more impartial 505
to a more implicit 126
to a more improved 615
to a more incisive 157
to a more indirect 654
to a more indolent 150
to a more informal 1384
to a more informed 4191
to a more innocent 1047
to a more insidious 460
to a more inspired 54
to a more integral 558
to a more internal 475
to a more intimate 8655
to a more intriguing 79
to a more invasive 185
to a more involved 1128
to a more isolated 738
to a more japanese 141
to a more judicious 469
to a more juvenile 335
to a more keynesian 40
to a more laborious 207
to a more ladylike 54
to a more laudable 45
to a more leisured 127
to a more lengthened 120
to a more liberating 154
to a more lifelike 55
to a more linguistic 108
to a more literary 502
to a more literate 233
to a more luminous 82
to a more luxuriant 166
to a more luxurious 540
to a more majestic 124
to a more malicious 270
to a more malleable 108
to a more manifest 129
to a more mannered 45
to a more marginal 283
to a more maritime 115
to a more medieval 95
to a more melodious 49
to a more merciful 459
to a more metallic 58
to a more militant 1518
to a more military 261
to a more moderate 17025
to a more modified 124
to a more monastic 43
to a more muscular 126
to a more mutually 287
to a more mystical 406
to a more narrowly 815
to a more nebulous 131
to a more negative 2872
to a more normally 80
to a more northerly 2863
to a more northward 55
to a more nourishing 110
to a more numerous 878
to a more obdurate 48
to a more obedient 86
to a more obviously 285
to a more ordinary 1031
to a more original 857
to a more oxidized 285
to a more palpable 137
to a more parallel 336
to a more parochial 111
to a more partisan 104
to a more pastoral 606
to a more patriotic 162
to a more perilous 174
to a more permeable 137
to a more perplexing 52
to a more personal 11632
to a more physical 959
to a more pictorial 121
to a more piecemeal 53
to a more platonic 232
to a more poignant 167
to a more polished 554
to a more populist 647
to a more populous 436
to a more portable 132
to a more positive 15874
to a more posterior 1183
to a more powerful 10726
to a more practice 40
to a more primeval 76
to a more pristine 709
to a more probable 1332
to a more profound 8422
to a more prolific 71
to a more prolonged 2028
to a more properly 232
to a more proximal 1935
to a more publicly 59
to a more punctual 105
to a more punitive 327
to a more purified 121
to a more questioning 245
to a more rarefied 176
to a more realistic 19077
to a more recently 1126
to a more reckless 98
to a more refreshing 40
to a more relative 136
to a more relevant 636
to a more religious 655
to a more renowned 111
to a more reserved 1048
to a more resigned 207
to a more resolute 405
to a more resolved 81
to a more resonant 79
to a more resounding 42
to a more resource 103
to a more restless 65
to a more reticent 40
to a more reverent 211
to a more righteous 243
to a more rightful 72
to a more rigorous 6537
to a more romantic 877
to a more salutary 214
to a more sanitary 98
to a more satisfying 4728
to a more scalable 60
to a more secluded 2090
to a more sectarian 64
to a more securely 72
to a more selfless 57
to a more sensible 1775
to a more sensuous 164
to a more separate 45
to a more seriously 87
to a more severely 132
to a more sexually 102
to a more shameful 205
to a more sinister 578
to a more situated 76
to a more skillful 126
to a more slippery 43
to a more sluggish 117
to a more socialist 177
to a more solitary 334
to a more sonorous 64
to a more southerly 1255
to a more sparsely 85
to a more spatially 201
to a more specific 25903
to a more spirited 191
to a more splendid 1045
to a more standard 2100
to a more steadfast 83
to a more straight 249
to a more strictly 1859
to a more strident 156
to a more stubborn 82
to a more stylized 143
to a more suburban 192
to a more succinct 123
to a more suitable 10198
to a more surprising 90
to a more symbiotic 86
to a more symbolic 548
to a more synoptic 56
to a more synthetic 291
to a more systemic 340
to a more tactical 49
to a more tailored 152
to a more talented 57
to a more targeted 518
to a more tasteful 64
to a more tempered 170
to a more temporal 52
to a more tenacious 71
to a more terrible 778
to a more textured 119
to a more theatrical 112
to a more timeless 47
to a more tolerant 1943
to a more tortuous 46
to a more tragical 43
to a more tranquil 1342
to a more triangular 61
to a more tropical 158
to a more troubled 107
to a more trustful 41
to a more ultimate 499
to a more unsettling 43
to a more unstable 284
to a more upmarket 68
to a more valuable 970
to a more vehement 228
to a more veracious 49
to a more vertical 1008
to a more vigilant 211
to a more vigorous 5057
to a more virtuous 453
to a more virulent 528
to a more visceral 130
to a more visionary 98
to a more visually 106
to a more volatile 513
to a more watchful 94
to a more westerly 1301
to a more westward 100
to a more withdrawn 61
to a more wondrous 54
to a more workable 756
to a more wretched 181
to a most accurate 101
to a most advanced 97
to a most agreeable 369
to a most ambitious 58
to a most animated 118
to a most appetizing 56
to a most artistic 42
to a most astounding 75
to a most atrocious 163
to a most audacious 71
to a most beautiful 1862
to a most brilliant 362
to a most challenging 57
to a most cheerful 74
to a most christian 133
to a most complete 258
to a most convincing 71
to a most courteous 40
to a most criminal 54
to a most critical 271
to a most culpable 56
to a most damnable 59
to a most dangerous 1483
to a most decisive 106
to a most definite 79
to a most degraded 103
to a most delicate 458
to a most delicious 223
to a most depressing 71
to a most detailed 161
to a most diligent 115
to a most disgusting 228
to a most disturbing 86
to a most dramatic 158
to a most elevated 73
to a most eligible 113
to a most eloquent 126
to a most emphatic 52
to a most enchanting 169
to a most enormous 838
to a most essential 98
to a most eventful 41
to a most flagrant 133
to a most flattering 77
to a most friendly 165
to a most fruitful 164
to a most generous 229
to a most graceful 56
to a most grateful 64
to a most gratifying 264
to a most grievous 149
to a most handsome 69
to a most horrible 468
to a most humiliating 410
to a most impartial 51
to a most improper 55
to a most infamous 111
to a most injurious 319
to a most intimate 495
to a most intriguing 150
to a most irritating 52
to a most judicious 64
to a most laborious 54
to a most loathsome 230
to a most luxuriant 56
to a most luxurious 151
to a most malicious 46
to a most masterly 46
to a most merciful 68
to a most mortifying 104
to a most notorious 44
to a most numerous 135
to a most ordinary 51
to a most original 88
to a most perilous 441
to a most perplexing 186
to a most personal 43
to a most poignant 68
to a most positive 62
to a most powerful 423
to a most probable 361
to a most profound 319
to a most ravenous 64
to a most refreshing 60
to a most rigorous 831
to a most romantic 274
to a most salutary 45
to a most satisfying 217
to a most shameful 779
to a most sinister 50
to a most specific 46
to a most splendid 236
to a most suitable 92
to a most surprising 582
to a most terrible 503
to a most terrific 156
to a most uncommon 239
to a most unlikely 401
to a most unseemly 99
to a most untimely 116
to a most unwonted 66
to a most valuable 630
to a most vehement 81
to a most vexatious 134
to a most vigorous 158
to a most virulent 97
to a most wearisome 66
to a most wretched 311
to a moving assembly 53
to a moving boundary 128
to a moving conveyor 172
to a moving electric 53
to a moving electron 273
to a moving magnetic 95
to a moving observer 992
to a moving panorama 47
to a moving particle 403
to a moving platform 160
to a moving receiver 86
to a moving stimulus 476
to a much brighter 595
to a much deserved 107
to a much disputed 241
to a much enhanced 125
to a much enlarged 690
to a much esteemed 137
to a much expanded 397
to a much extended 103
to a much harassed 51
to a much improved 1878
to a much increased 832
to a much livelier 174
to a much maligned 237
to a much modified 162
to a much narrower 3568
to a much relieved 107
to a much slighter 1470
to a much speedier 117
to a much stricter 1162
to a name mentioned 40
to a naming ceremony 110
to a nato operation 41
to a navy hospital 209
to a nest containing 96
to a news blackout 205
to a news bulletin 309
to a news director 62
to a news dispatch 124
to a news magazine 425
to a news reporter 699
to a nice american 46
to a nice breakfast 109
to a nice campsite 64
to a nice christian 84
to a nice hospital 43
to a nice innocent 98
to a nice observer 478
to a nice secluded 40
to a nice suitable 56
to a node containing 272
to a north american 9281
to a north atlantic 946
to a north carolina 1755
to a north magnetic 53
to a note announcing 40
to a note appended 208
to a note attached 96
to a note containing 42
to a note executed 46
to a note prepared 101
to a note received 155
to a note relative 53
to a note supplied 44
to a null condition 45
to a once beautiful 58
to a once powerful 74
to a page boundary 134
to a page containing 754
to a page describing 180
to a page designed 54
to a page displaying 109
to a page entitled 91
to a page explaining 81
to a paid companion 49
to a paid employee 112
to a paid ministry 174
to a pain sensation 54
to a pain stimulus 312
to a pain syndrome 77
to a pain treatment 53
to a pair consisting 139
to a pale brownish 143
to a pale greenish 242
to a pale imitation 123
to a pale lavender 171
to a part disposal 72
to a part entirely 68
to a part interest 49
to a past condition 222
to a past eternity 158
to a past greatness 51
to a past incident 101
to a past infection 52
to a past interest 72
to a past practice 89
to a past sensation 65
to a past situation 614
to a past tradition 188
to a paying audience 1992
to a paying customer 291
to a peace dictated 173
to a peace movement 164
to a peace operation 66
to a peace overture 43
to a peace proposal 127
to a peace standard 280
to a pearl necklace 344
to a peer audience 55
to a piano concerto 485
to a piano keyboard 222
to a piano reduction 44
to a pill containing 61
to a pink endpoint 74
to a pious ancestry 49
to a pious believer 177
to a pious christian 258
to a pious minister 82
to a pious tradition 97
to a pipe containing 64
to a plan advanced 72
to a plan approved 1276
to a plan containing 66
to a plan designed 433
to a plan document 47
to a plan entirely 52
to a plan fiduciary 158
to a plan intended 60
to a plan outlined 69
to a plan prepared 556
to a plan prompted 73
to a plan proposed 754
to a plan provided 71
to a plan provision 58
to a plan pursuant 46
to a plan resembling 44
to a play activity 241
to a play entitled 180
to a play produced 107
to a play situation 75
to a play therapist 48
to a plus situation 63
to a pole fastened 83
to a polio epidemic 41
to a poll reported 67
to a pond containing 52
to a pool containing 54
to a pool disliked 116
to a poor american 193
to a poor appetite 130
to a poor attitude 92
to a poor business 64
to a poor christian 122
to a poor clinical 93
to a poor condition 191
to a poor cosmetic 64
to a poor cottager 104
to a poor crippled 123
to a poor customer 95
to a poor desolate 92
to a poor digestion 43
to a poor district 159
to a poor economic 105
to a poor education 81
to a poor estimate 138
to a poor financial 41
to a poor fugitive 42
to a poor harmless 60
to a poor helpless 119
to a poor ignorant 118
to a poor imitation 89
to a poor innocent 122
to a poor irishman 85
to a poor languishing 42
to a poor libretto 50
to a poor litigant 60
to a poor mechanic 103
to a poor merchant 46
to a poor minister 104
to a poor neighbor 317
to a poor nobleman 45
to a poor orphaned 52
to a poor penitent 57
to a poor physical 86
to a poor prisoner 207
to a poor reception 62
to a poor relative 532
to a poor response 312
to a poor scottish 155
to a poor scribbling 45
to a poor selection 117
to a poor shepherd 342
to a poor shoemaker 115
to a poor solitary 107
to a poor standard 347
to a poor struggling 65
to a poor sufferer 66
to a poor surgical 49
to a poor treatment 51
to a poor unlearned 89
to a poor villager 49
to a poor wanderer 80
to a poor wretched 86
to a pore pressure 91
to a port authority 171
to a port besieged 45
to a port elizabeth 59
to a port facility 106
to a port provided 43
to a port supposed 52
to a post graduate 106
to a post normally 40
to a post opposite 49
to a post partially 82
to a post reporter 111
to a post supporting 79
to a prior admission 71
to a prior approval 99
to a prior authority 273
to a prior claimant 44
to a prior condition 262
to a prior contract 100
to a prior creditor 130
to a prior criminal 68
to a prior document 51
to a prior incident 63
to a prior infection 43
to a prior intention 49
to a prior interest 204
to a prior judgment 388
to a prior mortgage 815
to a prior recorded 219
to a prior security 187
to a prior sentence 73
to a prior situation 103
to a prior stimulus 123
to a prior tradition 66
to a prior unlawful 50
to a pull strategy 62
to a pulp magazine 140
to a pulp suitable 44
to a pure accident 112
to a pure chemical 72
to a pure christian 107
to a pure compound 117
to a pure diffusion 59
to a pure economic 60
to a pure fountain 45
to a pure hydrogen 57
to a pure inductor 96
to a pure interest 115
to a pure internal 61
to a pure intuition 66
to a pure metallic 254
to a pure monarchy 61
to a pure monopoly 163
to a pure morality 83
to a pure physical 45
to a pure pressure 40
to a pure religious 46
to a pure republic 314
to a pure resistor 44
to a pure sensation 76
to a pure sensuous 66
to a pure signifying 57
to a pure sinusoid 114
to a pure standard 111
to a pure strategy 281
to a pure synthetic 222
to a race condition 217
to a race distinct 130
to a race entirely 74
to a race recently 335
to a race relations 91
to a race separate 40
to a rack containing 46
to a radio audience 666
to a radio bulletin 42
to a radio newscast 263
