tab stop every half 69
that other towns will 109
that other trade union 57
that other types were 70
that other types will 62
that other unions have 130
that other unions were 178
that other unions will 153
that other units have 107
that other units were 288
that other units will 122
that other urban areas 43
that other users have 998
that other users make 137
that other users post 48
that other users were 87
that other users will 810
that other views have 159
that other views were 248
that other whose name 360
that other woman came 52
that other woman have 56
that other woman there 42
that other woman were 58
that other woman whom 224
that other woman will 116
that other women also 252
that other women face 41
that other women feel 191
that other women felt 232
that other women find 200
that other women from 89
that other women give 105
that other women have 2662
that other women knew 92
that other women know 60
that other women like 137
that other women must 240
that other women need 139
that other women took 95
that other women used 122
that other women want 113
that other women were 2878
that other women will 1256
that other words have 52
that other words such 41
that other words were 178
that other words will 102
that other works have 65
that other works were 171
that other world from 650
that other world into 296
that other world must 129
that other world only 41
that other world there 229
that other world were 82
that other world when 114
that other world will 230
that other would have 282
that otto fuchs made 62
that otto would have 67
that ours might have 50
that ours would have 281
that over eight years 196
that over every part 45
that over fifty have 48
that over fifty years 702
that over forty years 702
that over large areas 1916
that over longer time 234
that over right away 148
that over seven years 256
that over short time 157
that over sixty years 419
that over thirty years 849
that over which lord 168
that over which there 78
that ovid lived when 71
that ovid might have 57
that ovid would have 261
that owen could have 124
that owen might have 144
that owen would have 292
that page after page 848
that paid child care 43
that paid scant heed 43
that pain arising from 414
that pain comes from 337
that pain could have 117
that pain might have 117
that pain which lady 119
that pain would have 224
that pair would have 56
that pale fixed face 40
that pale mother rising 112
that palm trees grow 57
that palm trees were 139
that papa could have 50
that papa might have 81
that papa would come 135
that papa would have 643
that papa would soon 106
that papa would take 89
that part about having 88
that part about your 149
that part arising from 112
that part falling upon 58
that part might have 205
that part right there 114
that part setting forth 50
that part where noah 49
that part where their 78
that part where there 260
that part which acts 295
that part which bears 506
that part which bore 45
that part which brings 92
that part which came 269
that part which deals 2173
that part which dealt 431
that part which fell 136
that part which fits 140
that part which from 52
that part which gave 155
that part which held 52
that part which laws 124
that part which leads 239
that part which lies 6058
that part which made 272
that part which more 88
that part which most 366
that part which must 376
that part which once 48
that part which only 165
that part which puts 138
that part which reads 134
that part which runs 333
that part which said 163
that part which says 390
that part which sits 44
that part which their 47
that part which told 50
that part which took 83
that part which went 156
that part which will 1165
that part which your 87
that part would have 770
that pass under their 217
that pass which will 50
that past might have 62
that past never went 60
that past times have 49
that past times were 69
that past which fell 129
that paul could call 40
that paul could find 133
that paul could give 112
that paul could have 2833
that paul could make 103
that paul could only 149
that paul could speak 303
that paul could take 114
that paul could think 138
that paul draws from 66
that paul elmer more 270
that paul knows nothing 59
that paul might have 2042
that paul might well 119
that paul never knew 130
that paul never says 51
that paul never uses 173
that paul often uses 117
that paul speaks here 175
that paul speaks only 89
that paul speaks when 43
that paul takes over 51
that paul would call 174
that paul would come 353
that paul would ever 78
that paul would feel 82
that paul would find 153
that paul would give 353
that paul would have 6846
that paul would know 96
that paul would leave 52
that paul would like 80
that paul would make 241
that paul would need 61
that paul would soon 55
that paul would speak 73
that paul would take 134
that paul would tell 65
that paul would think 139
that paul would want 119
that paul wrote from 155
that paul wrote more 132
that paul wrote only 62
that paul wrote these 358
that peace comes from 391
that peace comes only 98
that peace comes when 44
that peace could best 472
that peace could come 829
that peace could ever 46
that peace could have 662
that peace could only 3198
that peace every good 80
that peace might break 175
that peace might come 693
that peace might have 847
that peace might soon 358
that peace talks must 42
that peace talks were 377
that peace terms were 50
that peace which must 63
that peace which nothing 41
that peace which only 191
that peace which will 135
that peace would best 152
that peace would come 2504
that peace would cost 48
that peace would find 45
that peace would give 41
that peace would have 2021
that peace would last 454
that peace would make 134
that peace would once 65
that peace would only 451
that peace would soon 1748
that peace would take 47
that peace would undo 42
that peel could have 43
that peel might have 59
that peel would have 478
that peer ratings were 92
that peking could have 40
that peking might have 44
that peking would have 377
that peking would like 51
that peking would take 42
that penn would have 123
that peru would have 96
that pete could have 92
that pete might have 128
that pete would have 236
that phil might have 116
that phil would come 42
that phil would have 272
that pigs would have 93
that pike would have 97
that pine trees were 145
that pink still clung 49
that pious people have 49
that pitt could have 276
that pitt might have 154
that pitt would have 736
that pitt would soon 92
that pitt would take 62
that pity might seem 101
that pity would have 53
that plan could have 44
that plan might have 64
that plan never came 50
that plan which best 87
that plan which will 247
that plan would have 395
that plan would work 122
that play after play 46
that play could have 155
that play might have 45
that play right into 87
that play would have 277
that plug right into 115
that poets could ever 84
that poets would have 63
that pole which when 42
that polk would have 228
that poll after poll 101
that poll taxes were 346
that pool money from 107
that poor child away 45
that poor child died 132
that poor child from 124
that poor child must 113
that poor child there 49
that poor child wearing 67
that poor child when 43
that poor child whom 42
that poor child will 56
that poor devil over 180
that poor father whom 81
that poor human beings 173
that poor human soul 107
that poor indian girl 60
that poor people also 112
that poor people face 370
that poor people feel 50
that poor people find 99
that poor people from 179
that poor people have 4300
that poor people lack 212
that poor people like 303
that poor people live 364
that poor people living 199
that poor people make 196
that poor people must 874
that poor people need 609
that poor people tend 424
that poor people used 87
that poor people want 214
that poor people were 2828
that poor people will 1270
that poor rates were 140
that poor rural areas 40
that poor woman away 41
that poor woman back 45
that poor woman came 43
that poor woman down 113
that poor woman from 234
that poor woman have 41
that poor woman into 42
that poor woman must 392
that poor woman said 53
that poor woman there 147
that poor woman went 50
that poor woman whom 159
that poor woman will 111
that poor women face 155
that poor women have 832
that poor women must 57
that poor women need 92
that poor women were 788
that poor women will 245
that pope could have 235
that pope might have 470
that pope urban viii 639
that pope would have 919
that port arthur must 46
that port arthur will 129
that port forms part 47
that port would have 61
that post might have 64
that post until early 45
that post until july 100
that post until june 194
that post would have 111
that prior cases have 213
that pull people into 87
that pump blood into 167
that pump water from 189
that pump which will 41
that pure reason must 107
that pure water will 264
that push people away 125
that push people into 404
that push women into 189
that puts human beings 78
that puts light into 54
that puts money into 151
that puts order into 60
that puts people into 97
that puts power into 55
that quit rates were 118
that quiz shows were 55
that race after race 49
that race might have 91
that race which gave 99
that race which made 42
that race which must 62
that race would have 136
that race would play 359
that radio could have 48
that radio waves from 248
that radio waves have 168
that radio waves were 686
that radio waves will 48
that radio would have 212
that rage could have 51
that rage which made 103
that rail rates were 159
that rain comes down 53
that rain comes from 553
that rain could fall 42
that rain falling from 40
that rain falling upon 41
that rain falls from 236
that rain falls more 50
that rain falls only 81
that rain falls upon 66
that rain falls when 52
that rain might come 177
that rain might fall 374
that rain might have 63
that rain never fell 97
that rain shall fall 93
that rain water from 47
that rain water runs 154
that rain water will 426
that rain would cease 48
that rain would come 808
that rain would fall 970
that rain would have 174
that rain would make 228
that rain would soon 167
that rain would wash 112
that rama would soon 57
that range might have 50
that range would have 102
that rank might learn 74
that rank which their 94
that rank would have 45
that rape begot these 196
that rate might have 68
that rate which will 368
that rate would have 281
that rate would make 52
that ratio would have 99
that rats could learn 290
that rats which have 162
that rats which were 425
that rats would learn 202
that rays drawn from 48
that rays issuing from 55
that rays which come 55
that rays which have 46
that rays which pass 62
that reach every part 58
that reach heaven from 61
that reach right down 157
that reach right into 83
that reading about these 47
that reading alone will 47
that reading aloud will 41
that reading books must 63
that reading homer were 71
that reading might have 42
that reading times were 208
that reading would have 328
that reading would make 72
that reading would only 47
that reading would open 119
that reads input from 155
that reads lines from 51
that reads words from 49
that ready money will 149
that realm where there 164
that realm which lies 81
that reed would have 177
that reid would have 170
that rest which only 91
that rest would help 40
that rice would grow 85
that rich mines were 87
that rich people have 1148
that rich people like 72
that rich people live 182
that rich people must 49
that rich people paid 40
that rich people save 49
that rich people tend 108
that rich people used 95
that rich people were 732
that rich people will 384
that rich social life 91
that rich women were 66
that rich would have 89
that rick might have 43
that rick would have 174
that rioting would break 47
that riots would break 68
that rise above their 184
that rise above these 43
that rise above time 119
that rise sheer from 278
that rise where snow 43
that rise would have 74
that rising costs have 66
that rising costs were 139
that rising costs will 159
that rising wages were 76
that risk comes from 45
that risk could have 102
that risk would have 166
that rita might have 65
that rita would have 153
that road after dark 237
that road pricing will 156
that road where there 42
that road which leads 377
that road which will 68
that road would have 313
that road would take 64
that roar which lies 784
that robs human beings 40
that rock singers know 91
that rock would have 174
that role could only 41
that role might have 67
that role would have 181
that rome could ever 84
that rome could give 100
that rome could have 294
that rome could only 141
that rome might find 128
that rome might have 519
that rome shall fall 56
that rome would cease 71
that rome would ever 68
that rome would fall 137
that rome would have 1672
that rome would last 152
that rome would lose 53
that rome would make 75
that rome would rise 49
that rome would soon 437
that rome would take 148
that roof would have 47
that room could have 227
that room could speak 58
that room might have 95
that room right there 57
that room where there 84
that room where your 43
that room which most 47
that room would ever 70
that room would have 557
that root crops were 162
that root hairs were 92
that root would kill 50
that rope about like 240
that rosa might have 43
that rosa would have 195
that rose about three 63
that rose above even 41
that rose above mere 44
that rose above their 555
that rose above these 48
that rose above your 57
that rose again from 168
that rose could have 320
that rose every time 102
that rose fifty feet 86
that rose forty feet 94
that rose might have 215
that rose sheer from 220
that rose sheer into 62
that rose sixty feet 44
that rose thirty feet 139
that rose would come 71
that rose would have 509
that rose would open 45
that ross could have 165
that ross might have 146
that ross would have 245
that ruby could have 78
that ruby might have 135
that ruby would have 131
that rude people have 451
that rude place must 41
that rudy would quit 47
that ruin would come 96
that rule holds good 57
that rule human life 69
that rule might have 50
that rule which will 135
that rule would have 231
that rule would make 57
that ruling would have 82
that runs daily from 79
that runs every half 133
that runs every hour 56
that runs every time 116
that runs right along 263
that runs right down 440
that runs right into 77
that runs right next 40
that runs round three 55
that runs shall have 46
that runs under unix 309
that runs under your 42
that rusk would kill 45
that rusk would rape 42
that ryan could have 120
that ryan might have 93
that ryan would have 185
that said bonds were 133
that said goods were 313
that said lands were 251
that said notes were 218
that said party will 188
that said stuff like 46
that said title page 46
that said women were 142
that sale would have 159
that salt water from 122
that salt water will 334
that salt would have 92
that same amino acid 122
that same blank look 60
that same child when 104
that same child will 300
that same class during 93
that same daily bread 48
that same evening came 181
that same evening clay 49
that same evening during 42
that same evening from 748
that same evening gave 206
that same evening into 43
that same evening left 101
that same evening made 40
that same evening over 125
that same evening sent 120
that same evening some 103
that same evening there 532
that same evening three 41
that same evening took 54
that same evening upon 131
that same evening went 139
that same evening were 161
that same evening when 1892
that same feeling from 119
that same feeling when 638
that same fiery mind 138
that same first week 154
that same front door 98
that same front page 102
that same fruit held 144
that same funny look 49
that same house there 44
that same house when 41
that same house will 93
that same human mind 109
that same hungry heart 70
that same image from 136
that same issue there 48
that same jesus whom 1710
that same light tone 131
that same major life 227
that same money into 136
that same morning from 462
that same morning there 47
that same morning those 103
that same morning when 672
that same night also 118
that same night back 84
that same night came 152
that same night from 568
that same night into 200
that same night left 41
that same night made 142
that same night sent 132
that same night some 118
that same night there 458
that same night took 176
that same night went 95
that same night were 180
that same night when 1602
that same paved yard 73
that same period also 221
that same period from 846
that same period grew 50
that same period have 84
that same period many 46
that same period more 135
that same period north 130
that same period only 163
that same period other 48
that same period over 61
that same period rose 76
that same period some 63
that same period there 1031
that same period were 529
that same period when 208
that same phone call 100
that same place from 56
that same place there 282
that same place when 72
that same point from 131
that same point were 86
that same point when 172
that same power must 109
that same power over 226
that same power will 127
that same proof from 46
that same quiet tone 145
that same reader will 40
that same right hand 296
that same short time 99
that same sleep must 165
that same small room 42
that same small town 178
that same steady look 221
that same story four 61
that same story from 63
that same story over 62
that same story told 194
that same sweet face 401
that same upper room 191
that same value will 40
that same voice from 46
that same voice said 41
that same voice when 42
that sane people have 153
that sane people were 51
that sara could have 55
that sara might have 141
that sara would have 107
that sate begging alms 63
that saul could have 141
that saul might have 119
that saul would come 57
that saul would have 266
that saul would kill 41
that save people from 93
that saving would have 56
that saying comes from 97
that saying which some 115
that says about race 139
that says about their 59
that says about your 91
that says click here 114
that says human beings 58
that says people have 82
that says people must 52
that says people will 50
that says women must 83
that scar shall pass 54
that sect still kept 76
that seed saved from 53
that seed takes root 45
that seed which fell 86
that seed would grow 85
that seeing reason leads 96
that seek shall find 407
that seem blown from 47
that seem built into 73
that seem drawn from 64
that seem small when 44
that seem taken from 45
that seen looking into 146
that sees human beings 307
that sees human life 119
that sees social life 40
that self sprang ether 337
that send axons into 97
that sent every tone 53
that sent spray over 107
that sent tingles down 98
that sets apart those 86
that sets human beings 636
that sets people free 624
that shaw could have 65
that shaw might have 143
that shaw would have 548
that shed blood like 221
that shed drops like 45
that shed every drop 275
that shed light into 42
that shed light over 42
that shed light upon 1134
that shed water like 126
that ship after ship 231
that ship could have 49
that ship might have 49
that ship never uses 45
that ship would have 221
that shit about your 56
that shot could have 60
that shot fired from 50
that shot might just 57
that shot would have 209
that show change over 145
that show every sign 165
that show every week 95
that show human beings 95
that show where there 41
that show where your 68
that show which areas 41
that show would have 81
that sick feeling when 40
that sick people have 337
that sick people must 222
that sick people need 177
that sick people were 415
that sick people will 122
that side heaven from 64
that side might have 84
that side shall have 40
that side under some 48
that side where their 50
that side where there 420
that side which bears 63
that side which best 46
that side which from 119
that side which gave 97
that side which leads 85
that side which lies 207
that side which most 167
that side which must 52
that side which will 167
that side would give 58
that side would have 313
that sign feels more 95
that sign would have 97
that silk comes from 47
that single amino acid 723
that single cells from 110
that single cells were 57
that single human beings 41
that single people have 336
that single people were 218
that single people will 41
that single phone call 46
that single piece what 74
that single point worth 249
that single women have 728
that single women must 106
that single women over 133
that single women tend 50
that single women were 1382
that single women will 97
that single words have 48
that singly would have 107
that site would have 231
that sits above these 62
that sits apart from 46
that sits right next 106
that sits under your 42
that size alone will 40
that size could have 259
that size could only 51
that size could play 40
that size might have 77
that size might take 44
that size which will 112
that size would cost 89
that size would have 824
that size would make 72
that size would need 46
that size would take 82
that skin blood flow 290
that slip easily into 141
that slow sweet name 166
that smith could have 652
that smith could make 40
that smith might have 658
that smith would find 42
that smith would have 1703
that smith would lose 96
that smith would make 177
that smith would take 112
that smug smile from 41
that snow never lies 89
that snow would fall 144
that snow would soon 120
that sofa would have 78
that soft brown hair 215
that soft sward just 49
that soft touch came 48
that soft white hand 130
that soft white skin 96
that soft words were 50
that soil which lies 42
that soil would have 100
that soil would soon 41
that sold quite well 119
that some abler hand 75
that some action must 1165
that some action will 819
that some acute mind 60
that some agent must 56
that some agent other 75
that some amino acid 490
that some angels have 45
that some arabs have 53
that some arabs were 128
that some arise from 117
that some atoms have 84
that some atoms were 71
that some awful fate 66
that some bands were 64
that some banks have 799
that some banks were 260
that some banks will 213
that some basic ideas 88
that some bills have 44
that some bills were 61
that some birds during 42
that some birds have 383
that some birds were 209
that some birds will 413
that some blame must 60
that some blood from 60
that some blood must 80
that some blood will 56
that some boats were 108
that some bonds were 52
that some bones were 189
that some books have 273
that some books must 71
that some books were 589
that some books will 91
that some brain areas 103
that some brave soul 50
that some breed other 41
that some canny hand 90
that some canoes were 40
that some cards were 55
that some cases have 1542
that some cases must 55
that some cases seem 62
that some cases show 95
that some cases were 1319
that some cases will 937
that some cause must 276
that some cause other 129
that some cells from 64
that some cells have 753
that some cells were 476
that some cells will 533
that some change from 53
that some change must 1163
that some change took 145
that some change will 455
that some check must 185
that some check upon 48
that some check were 118
that some child care 124
that some child will 101
that some clubs have 64
that some clubs were 63
that some coins were 80
that some costs have 47
that some costs vary 61
that some costs were 56
that some costs will 109
that some could even 67
that some could have 674
that some could only 205
that some could take 117
that some court will 138
that some crops have 56
that some crops were 177
that some crops will 54
that some crude form 42
that some crude oils 47
that some deeds were 43
that some delay must 88
that some delay will 56
that some doors were 58
that some doubt must 206
that some dozen years 93
that some dreams come 91
that some dreams have 113
that some dreams were 173
that some drugs have 421
that some drugs such 84
that some drugs used 107
that some drugs were 125
that some drugs will 85
that some eight years 220
that some enemy must 57
that some enemy will 71
that some enter into 95
that some error must 256
that some error will 147
that some event must 471
that some event other 63
that some event took 89
that some event will 1623
that some evils have 89
that some evils were 56
that some extra time 55
that some extra work 50
that some facts have 209
that some facts were 137
that some facts will 70
that some farms have 62
that some farms were 234
that some feared lest 42
that some fifty years 1881
that some files have 79
that some files were 89
that some files will 89
that some films have 158
that some films were 107
that some fires were 58
that some firms fail 50
that some firms find 57
that some firms have 2492
that some firms make 69
that some firms take 40
that some firms were 917
that some firms will 1461
that some fixed rule 54
that some folks call 65
that some folks find 44
that some folks have 400
that some folks just 85
that some folks knew 62
that some folks like 67
that some folks said 52
that some folks seem 54
that some folks think 196
that some folks were 507
that some folks will 195
that some foods have 204
that some foods such 66
that some foods were 208
that some foods will 82
that some force from 48
that some force must 426
that some force other 171
that some force will 58
that some forms have 830
that some forms were 154
that some forms will 58
that some forty years 1724
that some found their 83
that some friars were 59
that some funds from 50
that some funds have 103
that some funds were 305
that some funds will 139
that some gains have 106
that some gains were 80
that some games have 63
that some games were 85
that some genes have 171
that some genes were 90
that some genes will 72
that some gifts were 67
that some girls from 67
that some girls have 357
that some girls like 47
that some girls were 592
that some girls will 188
that some goals were 111
that some goals will 85
that some goods have 150
that some goods must 44
that some goods were 253
that some goods will 89
that some group must 56
that some group will 112
that some guiding hand 79
that some guinea pigs 64
that some happy turn 49
that some hearts were 76
that some hearts will 41
that some herbs have 89
that some herbs like 45
that some homes have 50
that some homes were 73
that some hopes were 41
that some hosts have 87
that some hours must 124
that some hours only 105
that some human acts 80
that some human beings 7564
that some human life 97
that some inner city 43
that some inner urge 51
that some input from 52
that some irish were 47
that some items from 51
that some items have 731
that some items must 93
that some items such 150
that some items were 1533
that some items will 808
that some junior high 78
that some kinds have 56
that some kinds were 102
that some lakes have 49
that some lands have 42
that some lands were 196
that some large areas 47
that some large body 58
that some large fish 84
that some large herd 59
that some large part 122
that some later hand 44
that some learning will 50
that some leaves have 119
that some leaves were 113
that some legal means 56
that some light from 108
that some light will 909
that some limit must 282
that some lines from 73
that some lines have 422
that some lines were 197
that some lines will 120
that some lives have 99
that some lives were 226
that some lives will 43
that some loans have 49
that some loans were 73
that some loans will 63
that some local areas 50
that some loose ends 45
that some lords were 81
that some lucky turn 59
that some magic wand 44
that some magic will 41
that some males have 146
that some males were 103
that some males will 64
that some meanings have 54
that some method must 1547
that some method other 107
that some method will 262
that some might also 43
that some might call 685
that some might come 141
that some might deem 86
that some might even 401
that some might fail 51
that some might fall 95
that some might feel 657
that some might find 1077
that some might have 4435
that some might hold 40
that some might like 101
that some might live 62
that some might make 90
that some might need 88
that some might seek 40
that some might take 389
that some might think 2107
that some might turn 58
that some might view 311
that some might want 176
that some might well 175
that some might wish 195
that some mills have 124
that some mills were 70
that some minds have 158
that some minds will 71
that some mines have 48
that some mines were 104
that some money from 77
that some money must 97
that some money will 190
that some monks from 43
that some monks were 149
that some months back 251
that some months have 139
that some months must 97
that some months past 85
that some months prior 131
that some months were 108
that some months will 42
that some motion must 461
that some names have 317
that some names were 279
that some names will 66
that some nation will 64
that some needs take 89
that some needs were 43
that some needs will 153
that some nests were 40
that some night soon 85
that some night when 146
that some noble lord 45
that some nodes have 176
that some nodes will 57
that some notes have 59
that some notes were 131
that some nouns have 119
that some nursing home 123
that some older boys 59
that some order must 140
that some order will 93
that some others also 108
that some others among 45
that some others have 719
that some others must 56
that some others were 578
that some others will 245
that some pages have 102
that some pages were 263
that some pains have 103
that some pains were 63
that some pairs were 78
that some parts have 797
that some parts must 115
that some parts seem 76
that some parts were 1708
that some parts will 233
that some passing ship 57
that some people also 403
that some people among 100
that some people back 121
that some people born 61
that some people break 92
that some people burn 45
that some people call 3138
that some people came 1098
that some people care 146
that some people come 1330
that some people cope 77
that some people deny 162
that some people died 196
that some people draw 70
that some people dream 63
that some people during 47
that some people even 2013
that some people ever 131
that some people face 156
that some people fail 358
that some people fall 160
that some people feel 6337
that some people fell 53
that some people felt 1831
that some people find 8498
that some people form 106
that some people from 2690
that some people gain 242
that some people gave 228
that some people give 513
that some people grew 67
that some people grow 215
that some people hate 245
that some people have 66162
that some people having 129
that some people heard 70
that some people held 455
that some people here 497
that some people hold 1371
that some people hope 63
that some people join 84
that some people just 4026
that some people keep 271
that some people kept 93
that some people kill 58
that some people knew 246
that some people know 1724
that some people lack 614
that some people learn 1173
that some people leave 168
that some people left 401
that some people like 4175
that some people live 980
that some people living 519
that some people look 1099
that some people lose 248
that some people lost 85
that some people love 334
that some people made 425
that some people make 1842
that some people miss 65
that some people more 110
that some people move 362
that some people must 2515
that some people need 1341
that some people once 173
that some people only 667
that some people over 173
that some people paid 102
that some people pass 57
that some people pick 41
that some people play 435
that some people pray 61
that some people reach 87
that some people react 418
that some people reading 98
that some people rely 66
that some people said 1999
that some people save 89
that some people seek 626
that some people seem 6077
that some people sell 49
that some people send 41
that some people sent 47
that some people show 572
that some people speak 647
that some people stay 102
that some people steal 52
that some people stop 81
that some people such 43
that some people swear 69
that some people take 3229
that some people taking 61
that some people talk 460
that some people tell 315
that some people tend 1679
that some people there 487
that some people think 12750
that some people throw 51
that some people told 96
that some people took 1375
that some people treat 148
that some people turn 206
that some people used 1316
that some people very 46
that some people view 723
that some people vote 89
that some people wait 75
that some people wake 54
that some people walk 73
that some people want 3337
that some people went 980
that some people were 33996
that some people when 151
that some people whom 148
that some people will 30046
that some people wish 515
that some people wore 57
that some people work 915
that some period must 45
that some place must 166
that some plans have 72
that some plans were 80
that some plans will 57
that some plays were 114
that some plots were 48
that some point must 54
that some point other 42
that some poles were 61
that some popes have 113
that some posts were 58
that some power more 168
that some power must 137
that some power other 61
that some power will 102
that some price must 57
that some races have 282
that some races were 1378
that some rates were 48
that some reader will 184
that some really good 372
that some really great 57
that some reason must 133
that some reason other 65
that some rents were 40
that some risks must 75
that some risks were 96
that some risks will 86
that some rival will 49
that some roads have 57
that some roads were 147
that some rocks have 45
that some rocks were 142
that some roles have 94
that some roles were 88
that some rooms have 121
that some rooms were 175
that some rules have 317
that some rules must 90
that some rules were 554
that some rules will 66
that some rural areas 470
that some sales were 191
that some sales will 46
that some scots were 43
that some sects have 121
that some seeds have 279
that some seeds must 51
that some seeds were 89
that some seeds will 200
that some serve only 52
that some seven years 189
that some shall have 67
that some sharp ones 64
that some sheep were 94
that some ships from 77
that some ships have 157
that some ships were 843
that some ships will 41
that some shops were 66
that some short time 848
that some shots were 124
that some signs have 76
that some signs were 156
that some singers have 51
that some sites have 234
that some sites were 679
that some sites will 366
that some sixty years 331
that some small areas 145
that some small boys 59
that some small fish 42
that some small part 975
that some social work 114
that some soils have 74
that some soils were 94
that some solid body 43
that some souls have 158
that some souls were 219
that some souls will 78
that some space must 136
that some space will 51
that some spake what 118
that some spies were 43
that some spots were 47
that some staff have 104
that some staff were 384
that some staff will 115
that some stars have 320
that some stars must 43
that some stars seem 51
that some stars were 224
that some state laws 599
that some state will 72
that some steps have 356
that some steps must 859
that some steps were 476
that some steps will 266
that some still have 72
that some still hold 103
that some still more 165
that some still think 40
that some strong hand 110
that some tasks have 111
that some tasks must 62
that some tasks were 321
that some tasks will 289
that some taxes were 62
that some teens have 42
that some terms have 238
that some terms must 70
that some terms such 44
that some terms used 83
that some terms were 143
that some terms will 62
that some tests have 273
that some tests were 133
that some tests will 130
that some texts have 292
that some texts were 196
that some themes were 51
that some thirty were 47
that some thirty years 2739
that some times there 115
that some times were 40
that some times when 50
that some tombs were 42
that some tools have 45
that some tools were 127
that some towns have 275
that some towns were 238
that some trade union 247
that some trees grow 47
that some trees have 196
that some trees were 213
that some trees will 114
that some trials were 41
that some truths have 182
that some truths were 121
that some tumor cell 42
that some turks were 84
that some types have 140
that some types were 139
that some types will 89
that some unions have 751
that some unions were 163
that some unions will 66
that some units have 361
that some units were 781
that some units will 308
that some urban areas 106
that some users find 67
that some users have 337
that some users were 128
that some users will 1323
that some value must 60
that some value will 49
that some verbs have 160
that some verbs take 96
that some vital part 143
that some voice from 45
that some votes have 48
that some votes were 134
that some wages were 117
that some wasps were 47
that some waste will 40
that some water from 85
that some water must 80
that some water will 216
that some wealthy jews 40
that some weeks have 45
that some weeks must 117
that some weeks prior 47
that some weeks were 40
that some wells have 48
that some wells were 157
that some which have 160
that some which were 139
that some white boys 45
that some wives have 99
that some wives were 98
that some woman from 65
that some woman must 114
that some woman whom 55
that some woman will 147
that some women also 166
that some women call 64
that some women came 99
that some women come 89
that some women even 317
that some women face 142
that some women feel 1364
that some women felt 299
that some women find 656
that some women from 217
that some women gain 97
that some women gave 93
that some women give 47
that some women have 9116
that some women held 65
that some women hold 55
that some women just 156
that some women know 94
that some women leave 61
that some women left 53
that some women like 516
that some women live 46
that some women look 52
that some women lose 73
that some women love 62
that some women made 114
that some women make 205
that some women must 167
that some women need 166
that some women only 100
that some women play 54
that some women react 46
that some women said 84
that some women seek 81
that some women seem 249
that some women show 49
that some women take 391
that some women taking 47
that some women tend 65
that some women think 258
that some women took 118
that some women used 153
that some women want 199
that some women went 144
that some women were 8439
that some women whom 92
that some women will 2585
that some women wore 111
that some women work 125
that some words ending 61
that some words from 86
that some words have 1848
that some words like 158
that some words look 48
that some words must 259
that some words seem 81
that some words such 125
that some words used 93
that some words were 1559
that some words will 423
that some works have 320
that some works must 210
that some works were 242
that some works will 325
that some would also 55
that some would call 1793
that some would come 393
that some would deem 49
that some would deny 86
that some would draw 97
that some would even 273
that some would fail 111
that some would fain 60
that some would fall 184
that some would feel 118
that some would find 528
that some would give 140
that some would have 5636
that some would hold 56
that some would leave 120
that some would like 733
that some would live 56
that some would look 59
that some would lose 99
that some would make 362
that some would need 57
that some would only 85
that some would reach 79
that some would seek 309
that some would soon 45
that some would speak 85
that some would stay 54
that some would take 629
that some would think 323
that some would turn 114
that some would urge 99
that some would view 119
that some would want 151
that some would wish 287
that some would work 53
that some youths have 53
that some youths were 86
that some youths will 47
that sons often bore 53
that soon after birth 598
that soon after came 150
that soon after coming 330
that soon after dark 102
that soon after dawn 60
that soon after fell 41
that soon after having 155
that soon after hearing 57
that soon after john 56
that soon after leaving 790
that soon after lord 68
that soon after made 90
that soon after making 48
that soon after moving 41
that soon after noon 109
that soon after some 126
that soon after such 43
that soon after taking 503
that soon after their 2599
that soon after there 76
that soon after these 330
that soon after took 176
that soon after your 337
that soon arose from 40
that soon arose over 46
that soon broke down 127
that soon broke into 114
that soon burst forth 41
that soon burst into 40
that soon faded away 172
that soon faded into 125
that soon fades away 123
that soon found their 145
that soon grows cold 41
that soon melts away 151
that soon people were 95
that soon people will 179
that soon smooth away 472
that soon spread from 103
that soon spread into 106
that soon spread over 404
that soon swept over 165
that soon turns into 431
that soon would come 495
that soon would have 575
that soon would hold 42
that soon would make 136
that soon would pass 93
that soon would take 115
that soon would turn 106
that sort about here 46
that sort about life 49
that sort could ever 86
that sort could have 279
that sort could make 98
that sort could only 106
that sort falling into 52
that sort first come 91
that sort might have 178
that sort might well 42
that sort never have 69
that sort often make 135
that sort people into 106
that sort which bows 100
that sort which have 71
that sort which made 71
that sort which make 74
that sort which uses 78
that sort which very 63
that sort which were 68
that sort which will 97
that sort whose care 79
that sort would come 118
that sort would ever 65
that sort would have 1116
that sort would help 43
that sort would make 96
that sort would only 100
that sort would seem 54
that sort would suit 55
that sort would take 85
that soul alone dare 51
that soul shall live 48
that soul which made 42
that soul which used 42
that soul would have 60
that south asians have 266
that south asians were 280
that span short arcs 57
that spot every time 64
that spot right there 113
that spot where once 92
that spot where their 66
that spot where there 101
that spot which gave 128
that spot would have 164
that spot would look 48
that spring after spring 88
that spring beneath your 84
that spring evening when 361
that spring might come 51
that spring morning when 878
that spring night when 156
that spring would come 594
that spring would ever 121
that spring would have 106
that spring would soon 368
that stan would have 104
that star which came 47
that star would have 88
that steam drill down 182
that steam flows into 47
that steam issuing from 84
that steam rises from 48
that steam shall rise 44
that steam would have 93
that steam would soon 95
that stem cells from 648
that stem cells have 314
that stem cells were 178
that stem cells will 177
that step after step 214
that step might have 100
that step until such 177
that step which will 40
that step would come 83
that step would have 548
that stop people from 506
that string which ever 57
that such abuse will 135
that such action brings 94
that such action leads 126
that such action made 121
that such action meant 155
