tab contains controls for 62
that hardness increases with 129
that healthcare services are 95
that heredity accounts for 455
that hispanic children are 274
that hispanic families are 219
that hispanic students are 324
that hispanic students who 176
that historic document was 122
that homeless children and 161
that homeless children are 234
that homeless families are 212
that homeless mentally ill 135
that hookworm infection was 45
that hormones interact with 53
that hospital admission for 83
that hospital admission was 113
that hospital officials had 94
that hospital patients are 264
that hospital patients who 259
that hospital patients with 94
that hospital services are 333
that hospital treatment was 221
that humanity demanded that 53
that hydrogen chloride and 152
that hydrogen chloride gas 114
that hydrogen combines with 146
that hydrogen peroxide and 406
that hydrogen peroxide can 420
that hydrogen peroxide does 165
that hydrogen peroxide has 202
that hydrogen peroxide may 444
that hydrogen peroxide was 646
that hydrogen sulphide and 173
that hydrogen sulphide does 102
that hydrogen sulphide has 87
that hydrogen sulphide was 187
that hypnotic subjects are 319
that hypnotic subjects can 59
that identify patients who 64
that identify patients with 74
that identify problems and 74
that identity formation and 199
that identity politics and 96
that identity politics are 102
that identity politics can 133
that identity politics has 367
that ignorant contempt for 96
that imagined adoration and 78
that immediate abolition was 169
that immediate attention has 47
that immediate attention was 132
that immediate converse and 48
that immediate feedback can 53
that immediate miseries may 41
that immediate operation was 116
that immediate pleasures are 161
that immediate treatment can 144
that immediate treatment was 47
that immediate treatment with 51
that immersion programs are 54
that immersion students are 49
that immortal particle with 278
that imported products are 393
that improper evidence was 99
that improper purposes are 178
that improved economic and 51
that improved education and 285
that improved education for 63
that improved education was 51
that improved nutrition and 221
that improved nutrition can 42
that improved nutrition has 56
that improved relations with 1280
that included benefits for 63
that included business and 41
that included children and 259
that included children who 53
that included children with 149
that included controls for 69
that included coverage for 66
that included economic and 83
that included education and 119
that included everyone who 73
that included lectures and 50
that included patients who 77
that included patients with 504
that included physical and 55
that included provision for 448
that included religious and 94
that included requests for 54
that included students and 57
that included students who 101
that included students with 278
that included subjects with 47
that includes analysis and 52
that includes articles and 60
that includes australia and 52
that includes benefits for 78
that includes breakfast and 123
that includes business and 66
that includes children and 153
that includes children who 120
that includes children with 127
that includes commands for 46
that includes controls for 77
that includes counseling and 78
that includes coverage for 457
that includes cultural and 83
that includes currency and 48
that includes economic and 106
that includes education and 166
that includes elements that 207
that includes emotional and 60
that includes everyone and 84
that includes everyone who 131
that includes exercise and 126
that includes financial and 64
that includes functions for 48
that includes graphics and 59
that includes hardware and 71
that includes informed and 57
that includes interest and 74
that includes judicious and 146
that includes materials and 46
that includes memories and 60
that includes monitoring and 53
that includes patients who 54
that includes patients with 90
that includes personal and 71
that includes physical and 164
that includes pictures and 99
that includes policies and 64
that includes positive and 58
that includes provision for 247
that includes questions and 68
that includes questions that 42
that includes religious and 56
that includes software and 44
that includes software for 42
that includes stretching and 63
that includes students and 71
that includes students who 64
that includes students with 127
that includes variables that 53
that includes vitamins and 48
that increased accuracy and 48
that increased activity and 53
that increased activity may 54
that increased activity was 55
that increased attention and 76
that increased attention has 229
that increased attention was 267
that increased autonomy and 66
that increased capacity for 124
that increased contacts with 64
that increased cultural and 136
that increased economic and 71
that increased education and 247
that increased education for 51
that increased education has 73
that increased education was 43
that increased emphasis was 57
that increased interest and 62
that increased longevity and 45
that increased maternal age 43
that increased military aid 42
that increased mobility and 74
that increased pressure and 44
that increased pressure for 105
that increased pressure has 41
that increased pressure may 50
that increased pressure was 49
that increases directly with 187
that increases slightly with 135
that indicate direction and 41
that indicate potential for 130
that indicate problems with 104
that indicate progress and 68
that indicate readiness for 64
that indirect evidence for 41
that indirect expenses are 105
that indirect questions are 73
that indirect selection for 46
that industry accounts for 229
that industry practice was 43
that industry provided and 212
that infernal business with 42
that infinite capacity for 760
that infinite confusion has 103
that infinite distance and 57
that infinite goodness and 291
that infinite holiness and 105
that infinite patience and 162
that informal contacts and 105
that informal contacts are 103
that informal contacts with 140
that informal networks and 108
that informal networks are 289
that informal sanctions are 56
that informed citizens are 43
that informed decisions are 169
that informed decisions can 1006
that informed decisions may 45
that inhibits oxidation and 43
that initially inspired them 49
that innocent children and 45
that innocent children are 134
that innocent children had 40
that innocent citizens may 43
that innocent civilians are 212
that inspired affection and 41
that inspired prophets and 96
that inspired whatever was 73
that instance variables are 229
that instinct disposes men 69
that integral proteins are 90
that interact directly with 3052
that interest absorbed him 92
that interest children and 58
that interest expenses are 68
that interest payments and 449
that interest payments are 2751
that interest payments can 115
that interest payments may 74
that interest students and 64
that internal auditors are 424
that internal auditors can 131
that internal conflict and 113
that internal conflict can 59
that internal conflict has 94
that internal conflict may 43
that internal conflict was 132
that internal controls and 77
that internal controls are 1314
that internal disorder and 42
that internal disputes and 52
that internal divisions and 115
that internal divisions had 40
that internal economic and 131
that internal evidence can 48
that internal evidence does 90
that internal medicine was 100
that internal migration and 48
that internal migration has 210
that internal migration was 181
that internal politics and 90
that internal problems are 98
that internal relations are 197
that internal remedies are 41
that internal security and 174
that internal security was 280
that internal stresses are 436
that internal stresses can 53
that internal stresses may 43
that internet explorer and 233
that internet explorer can 331
that internet explorer does 251
that internet explorer has 176
that internet explorer was 79
that internet services are 108
that intimate communion with 530
that intimate presence with 43
that intimate relations are 188
that intimate relations with 314
that intrepid explorer and 83
that involved children and 104
that involved conflict with 42
that involved relations with 49
that involves children and 74
that involves collecting and 51
that involves conflict and 54
that involves conscious and 69
that involves developing and 83
that involves education and 106
that involves everyone and 76
that involves movement and 63
that involves patients and 41
that involves physical and 61
that involves problems with 43
that involves struggle and 65
that involves students and 45
that inwardly agitated him 73
that japanese aircraft had 255
that japanese buddhism has 158
that japanese buddhism was 174
that japanese business and 167
that japanese business had 51
that japanese business has 118
that japanese business men 125
that japanese children are 763
that japanese children had 91
that japanese children who 91
that japanese citizens are 122
that japanese citizens had 43
that japanese education has 98
that japanese expansion was 163
that japanese families are 43
that japanese industry and 132
that japanese industry had 271
that japanese industry has 493
that japanese industry was 419
that japanese managers and 119
that japanese managers are 598
that japanese military and 189
that japanese officers and 110
that japanese officers had 100
that japanese officials and 144
that japanese officials are 126
that japanese officials had 180
that japanese politics had 43
that japanese politics has 123
that japanese products are 307
that japanese relations with 137
that japanese scholars and 97
that japanese scholars are 49
that japanese soldiers and 154
that japanese soldiers are 156
that japanese soldiers had 580
that japanese students are 526
that japanese students had 100
that japanese subjects are 95
that japanese warships had 144
that judgment recorded and 118
that juncture threatened with 74
that justices brandeis and 57
that keynesian policies are 121
that knowable energies are 121
that latchkey children are 176
that laudable enthusiasm with 44
that linguistic analysis and 40
that linguistic analysis can 278
that linguistic analysis has 207
that linguistic elements are 124
that linguistic entities are 104
that literary activity was 134
that literary analysis can 130
that literary education has 41
that literary education was 151
that literary property was 317
that literary pursuits are 99
that literary scholars and 176
that literary scholars are 206
that literary tradition has 50
that lycurgus procured his 53
that machines designed for 44
that mahayana buddhism had 127
that mahayana buddhism has 52
that mahayana buddhism was 461
that mainline churches are 100
that maintain accounts with 53
that maintain interest and 41
that maintain relations with 84
that majestic presence and 76
that majority decisions are 113
that majority supports them 155
that managers actually use 56
that manfully defended that 42
that manganese silicate was 96
that manpower programs are 44
that margaret invested her 48
that margaret mitchell had 73
that margaret mitchell was 71
that marginal analysis can 61
that marginal benefits are 276
that marginal products are 294
that marginal revenues are 84
that maritime commerce was 123
that maritime republic with 132
that marshall believed that 123
that masterly prudence and 156
that materials intended for 62
that materials required for 46
that materials suitable for 54
that maternal affection and 86
that maternal education and 140
that maternal education has 113
that maternal education was 141
that maternal infection with 148
that maternal instinct was 93
that maternal treatment with 105
that maximize benefits and 166
that maximize benefits for 42
that medicaid patients are 74
that medicare benefits are 105
that medicare patients are 68
that medicare payments are 143
that medicare payments for 90
that medieval education was 46
that medieval scholars had 94
that membrane proteins and 101
that membrane proteins are 790
that membrane proteins can 200
that membrane proteins may 128
that mendelian genetics was 192
that mentally retarded and 270
that mercuric chloride and 137
that mercuric chloride was 114
that messages destined for 45
that messages intended for 99
that methylene chloride was 110
that michigan students are 43
that microbial activity and 107
that microbial activity can 41
that microbial activity may 89
that microbial activity was 161
that migraine headaches are 255
that migraine headaches may 46
that migration decisions are 347
that migration patterns are 213
that military activity was 188
that military aircraft are 99
that military alliances and 161
that military alliances are 154
that military authority was 149
that military conflict was 161
that military conflict with 49
that military conquest and 111
that military conquest was 248
that military decisions are 121
that military decisions had 42
that military education was 48
that military expansion was 92
that military families are 50
that military officers and 289
that military officers are 662
that military officers can 112
that military officers had 326
that military officers who 202
that military officers with 41
that military officials and 40
that military officials are 100
that military officials had 176
that military planners and 85
that military planners are 49
that military planners had 99
that military pressure had 46
that military pressure was 193
that military relations with 86
that military security and 135
that military security does 155
that military security was 239
that military services are 42
that military solutions are 194
that military strategy and 213
that military strategy was 138
that military supplies and 44
that military tribunes with 84
that minimize conflict and 147
that minimize depletion and 54
that minority carriers are 100
that minority carriers can 53
that minority children and 149
that minority children are 885
that minority children can 86
that minority children may 75
that minority children who 99
that minority citizens are 47
that minority cultures are 337
that minority families are 119
that minority languages and 66
that minority languages are 297
that minority languages can 46
that minority officers are 59
that minority patients are 53
that minority problems are 90
that minority students and 241
that minority students are 1902
that minority students can 148
that minority students had 68
that minority students may 247
that minority students who 569
that minority students with 74
that mistress margaret was 51
that mobility decreases with 99
that mobility increases with 108
that moderate drinkers are 156
that moderate exercise can 283
that moderate exercise does 101
that moderate exercise has 94
that moderate exercise may 210
that moderate sentence and 100
that mohammed received his 59
that monetary controls are 107
that monetary expansion and 211
that monetary expansion can 158
that monetary expansion has 108
that monetary expansion was 250
that monetary impulses are 115
that monetary policies are 187
that monetary policies can 110
that monetary sanctions are 105
that monetary variables are 58
that monsieur montcalm was 126
that montague demanded too 79
that morality consists not 209
that morality requires that 570
that mortgage interest and 246
that mortgage payments are 194
that motivate students and 255
that mountain climbers and 49
that mountain sickness was 47
that movement patterns are 66
that muhammad believed that 109
that muhammad received his 98
that multiple channels are 59
that multiple functions are 43
that multiple languages are 46
that multiple mutations are 102
that multiple programs can 121
that multiple realities are 45
that multiple requests for 55
that multiple scattering and 98
that multiple scattering can 232
that multiple scattering does 107
that multiple scattering may 48
that multiple services are 139
that multiple solutions are 176
that multiple solutions can 113
that multiple solutions may 62
that multiple variables are 48
that multiple variables can 45
that murmured tenderly all 63
that muscular activity and 116
that muscular activity can 118
that muscular activity has 143
that muscular activity may 102
that muscular activity was 53
that muscular exercise and 103
that muscular exercise does 54
that muscular exercise has 95
that muscular firmness and 122
that mutually condition each 146
that mystical communion with 47
that narcotic addiction was 130
that nathaniel hawthorne and 52
that nathaniel hawthorne had 120
that nathaniel hawthorne was 143
that negative behaviors are 163
that negative evidence can 195
that negative evidence may 50
that negative feedback can 384
that negative feedback does 49
that negative feedback has 154
that negative feedback may 46
that negative feedback was 107
that negative integers are 41
that negative messages are 96
that negative outcomes are 524
that negative outcomes can 86
that negative sanctions are 237
that negative symptoms and 118
that negative symptoms are 608
that negative symptoms may 246
that neuronal activity can 109
that neuronal activity may 42
that neurotic patients are 199
that neurotic problems are 86
that neurotic symptoms and 247
that neurotic symptoms are 1618
that neurotic symptoms can 153
that neurotic symptoms had 50
that neurotic symptoms may 148
that newsweek magazine was 115
that nitrogen combines with 105
that nitrogen retention was 121
that nobleman directed his 56
that nonhuman primates and 91
that nonhuman primates are 496
that nonhuman primates can 190
that nonhuman primates may 144
that normally accounts for 131
that normally employed for 179
that normally expected for 363
that normally interact with 323
that normally observed for 195
that normally obtained with 255
that normally produces this 46
that normally provided for 153
that normally receives not 42
that normally required for 1096
that normally requires two 190
that normally reserved for 200
that normally surround them 40
that nottingham declared his 180
that nowadays children are 109
that numerous attempts had 68
that numerous children are 42
that numerous comforts and 472
that numerous examples are 57
that numerous examples can 45
that numerous problems are 58
that nutrition education and 44
that nutrition education can 65
that nutrition education was 50
that obnoxious nobleman had 78
that observed variables are 51
that observed variations are 47
that occurred recently and 99
that occurred thereafter and 119
that occurred whenever she 137
that officers selected for 51
that operation overlord was 41
that ordinary business was 153
that ordinary citizens and 292
that ordinary citizens are 1532
that ordinary citizens can 1686
that ordinary citizens did 120
that ordinary citizens had 390
that ordinary citizens may 195
that ordinary citizens who 147
that ordinary languages are 117
that original buddhism was 53
that original intention and 45
that orphaned children are 55
that orthodoxy concerns them 59
that otherwise childish and 241
that otherwise complies with 656
that otherwise provided for 134
that overlaps somewhat with 41
that oversees medicare and 53
that oxidation products are 41
that pakistan officers are 97
that paradise regained was 242
that parallel evolution has 115
that parallel processing can 172
that paranoid delusions are 146
that paranoid patients are 105
that paranoid symptoms are 43
that parental affection and 195
that parental affection was 59
that parental approval and 90
that parental approval was 94
that parental authority and 259
that parental authority can 131
that parental authority has 240
that parental authority was 430
that parental conflict and 143
that parental conflict may 85
that parental education and 330
that parental education has 122
that parental education was 145
that parental guidance and 43
that parental interest and 122
that parental monitoring and 152
that parental pressure for 45
that parental pressure was 87
that parental rejection and 151
that partially accounts for 738
that partially concealed her 100
that partially concealed his 95
that partially explains why 212
that partially obscured her 56
that partially obscured his 110
that partially overlaps with 302
that partially separate them 42
that partisan politics and 268
that partisan politics had 226
that partisan politics has 120
that partisan politics was 260
that paternal affection was 228
that paternal authority and 107
that paternal authority was 229
that patients admitted with 161
that patients affected with 346
that patients attacked with 52
that patients diagnosed with 813
that patients infected with 545
that patients presenting for 59
that patients presenting with 1693
that patients provided with 43
that patients referred for 109
that patients selected for 313
that patients undergoing this 77
that payments received for 105
that pediatric patients are 125
that pediatric patients with 145
that pentagon officials had 53
that performs functions for 54
that performs functions that 165
that performs services for 124
that pericles fomented this 44
that personal accounts are 46
that personal affection and 489
that personal affection for 123
that personal ambitions and 176
that personal attention and 258
that personal autonomy and 249
that personal autonomy has 48
that personal communion with 184
that personal contacts and 284
that personal contacts are 636
that personal contacts can 55
that personal contacts with 374
that personal decisions are 127
that personal decisions can 42
that personal expenses are 190
that personal holiness and 47
that personal identity and 656
that personal identity can 824
that personal identity does 392
that personal identity doth 40
that personal identity has 358
that personal identity may 154
that personal identity was 189
that personal injuries and 303
that personal injuries are 122
that personal interest and 666
that personal interest does 44
that personal interest had 43
that personal interest was 180
that personal intimacy with 41
that personal judgment and 53
that personal kindness and 50
that personal liability does 85
that personal liability for 149
that personal liability may 42
that personal memories are 153
that personal morality and 101
that personal morality was 93
that personal networks are 177
that personal prestige and 40
that personal problems and 301
that personal problems are 740
that personal problems can 233
that personal problems had 112
that personal problems may 118
that personal pronouns and 50
that personal pronouns are 756
that personal pronouns can 48
that personal property and 276
that personal property can 316
that personal property for 45
that personal property had 426
that personal property has 1180
that personal property may 482
that personal property not 46
that personal property was 852
that personal questions are 111
that personal relations and 190
that personal relations are 1028
that personal relations can 167
that personal relations with 332
that personal salvation and 141
that personal salvation can 98
that personal salvation was 201
that personal security and 279
that personal security was 71
that personal services are 323
that personal services can 53
that personal struggle for 97
that personal survival was 40
that personal troubles are 57
that phonetic segments are 46
that physical activity and 1678
that physical activity can 1976
that physical activity did 41
that physical activity does 365
that physical activity for 40
that physical activity had 170
that physical activity has 1318
that physical activity may 1418
that physical activity was 893
that physical ailments are 129
that physical ailments can 90
that physical barriers are 54
that physical concepts are 134
that physical distance and 136
that physical distance does 42
that physical education and 1502
that physical education can 1026
that physical education does 194
that physical education for 165
that physical education had 266
that physical education has 1340
that physical education may 205
that physical education was 1412
that physical elements are 40
that physical entities are 218
that physical evidence can 98
that physical evidence has 169
that physical evidence was 138
that physical exercise and 544
that physical exercise can 559
that physical exercise does 42
that physical exercise has 270
that physical exercise may 298
that physical exercise was 519
that physical geography and 94
that physical geography has 161
that physical geography was 206
that physical injuries are 86
that physical intimacy was 116
that physical medicine and 48
that physical pleasures are 137
that physical presence and 104
that physical presence was 160
that physical problems are 214
that physical problems can 220
that physical realities are 156
that physical sciences are 95
that physical survival was 40
that physical symptoms and 120
that physical symptoms are 628
that physical symptoms can 207
that physical symptoms may 224
that physician services are 54
that platform declared that 43
that policies designed for 46
that pollution controls are 65
that pollution problems are 145
that pollution problems can 93
that portfolio managers are 192
that portfolio managers can 174
that portfolio managers who 97
that positive appetite for 211
that positive attitude and 190
that positive behaviors are 125
that positive benefits are 48
that positive benefits can 41
that positive currents are 43
that positive deviations are 43
that positive evidence can 82
that positive evidence for 206
that positive feedback and 62
that positive feedback can 168
that positive feedback does 44
that positive feedback may 104
that positive feedback was 132
that positive gladness with 56
that positive illusions are 304
that positive integers are 46
that positive outcomes are 746
that positive outcomes can 241
that positive outcomes for 207
that positive outcomes may 45
that positive quantity for 49
that positive relations with 125
that positive religions may 41
that positive sanctions are 51
that positive selection has 63
that positive symptoms are 161
that positive transfer was 42
that possible solutions are 147
that possible solutions can 64
that possibly accounts for 220
that possibly explains why 48
that potential adopters are 121
that potential benefits are 134
that potential entrants are 176
that potential entrants can 54
that potential entrants may 86
that potential liability for 86
that potential liability may 40
that potential migrants are 151
that potential partners are 127
that potential problems and 47
that potential problems are 616
that potential problems can 770
that potential problems may 176
that potential problems with 178
that potential recruits are 45
that potential solutions are 52
that potential students are 111
that potential subjects are 138
that powerful currents are 40
that powerful economic and 165
that powerful nobleman was 72
that powerful republic was 48
that practicing managers and 42
that predation pressure was 53
that pregnant patients are 41
that pregnant patients with 168
that prenatal diagnosis and 215
that prenatal diagnosis can 106
that prenatal diagnosis may 41
that prenatal diagnosis was 49
that prenatal hormones may 87
that prenatal treatment with 114
that prepared children for 150
that prepared students for 1950
that prepares children for 219
that prepares students for 1839
that presenting problems are 60
that presenting students with 56
that presents children with 49
that presents problems for 218
that presents students with 101
that pressure decreases with 119
that pressure increases with 332
that pressure variations are 53
that prevents ovulation and 50
that prevents oxidation and 42
that priestly celibacy was 115
that princess adelaide has 84
that princess asserted that 54
that princess caroline had 104
that princess caroline was 100
that princess elizabeth and 279
that princess elizabeth had 296
that princess elizabeth was 457
that princess margaret and 210
that princess margaret had 252
that princess margaret was 450
that pristine wildness and 63
that probably accounts for 3542
that probably everyone has 106
that probably explains his 112
that probably explains its 41
that probably explains why 1113
that probably hastened his 93
that probably includes you 46
that probably interact with 51
that probably reflects both 41
that probably reflects his 47
that probation officers and 214
that probation officers are 743
that probation officers can 227
that probation officers had 111
that probation officers may 137
that probation officers who 158
that produced beethoven and 44
that produced children who 85
that produced conflict and 46
that produced confusion and 128
that produced materials for 52
that producer services are 246
that produces accurate and 42
that produces benefits for 57
that produces children who 51
that produces estrogen and 68
that produces hormones and 82
that produces hormones that 303
that produces hydrogen ions 263
that produces outcomes that 42
that produces products and 47
that produces products for 65
that produces products that 155
that produces programs for 53
that produces software for 92
that produces software that 40
that produces students who 73
that produces symptoms and 49
that products designed for 63
that products intended for 95
that products liability law 101
that profound contempt for 172
that profound dejection and 229
that programs designed for 235
that progress consists not 135
that progress payments are 86
that projects backward and 45
that prolonged exposure may 58
that prolonged treatment may 43
that prolonged treatment with 1106
that promised benefits are 113
that promised economic and 44
that promised equality and 88
that promised security and 152
that promises eternity and 91
that promoted economic and 49
that promoted education and 53
that promotes autonomy and 75
that promotes economic and 79
that promotes education and 126
that promotes education for 41
that promotes equality and 118
that promotes fairness and 62
that promotes openness and 56
that promotes personal and 77
that promotes physical and 84
that promotes survival and 162
that promotes wellness and 52
that promotion decisions are 274
that properly accounts for 403
that properly designed and 625
that properly prepared and 45
that properly selected and 62
that property acquired for 129
that property acquired with 190
that property intended for 44
that property relations and 90
that property relations are 378
that property traveled with 45
that proposed projects are 116
that proposed solutions are 267
that protecting kindness with 87
that protects children and 56
that protects property and 47
that proteins destined for 337
that proteins interact with 55
that proteins required for 41
that protocol demanded that 167
that protocol required him 55
that protocol required that 84
that provided authority for 113
that provided benefits for 317
that provided children with 107
that provided citizens with 71
that provided counseling and 93
that provided coverage for 401
that provided direction and 47
that provided direction for 162
that provided economic and 120
that provided education and 106
that provided education for 234
that provided emotional and 89
that provided everyone with 50
that provided evidence for 784
that provided evidence that 524
that provided families with 52
that provided financial aid 120
that provided financial and 136
that provided guidance and 82
that provided guidance for 157
that provided materials for 200
that provided occasions for 62
that provided patients with 47
that provided security and 357
that provided security for 245
that provided services and 76
that provided services for 742
that provided students with 401
that provided subjects for 59
that provided supplies and 43
that provided supplies for 48
that provided treatment for 62
that provides accounting and 50
that provides accurate and 171
that provides advocacy and 42
that provides authority for 84
that provides benefits and 59
that provides benefits for 632
that provides benefits that 137
that provides challenge and 67
that provides channels for 53
that provides children and 45
that provides children with 531
that provides citizens with 120
that provides complete and 75
that provides consulting and 66
that provides counseling and 193
that provides counseling for 77
that provides coverage for 1150
that provides detailed and 67
that provides direction and 342
that provides direction for 411
that provides economic and 161
that provides education and 367
that provides education for 95
that provides emotional and 111
that provides everyone with 125
that provides evidence for 851
that provides evidence that 1036
that provides families with 102
that provides feedback and 80
that provides feedback for 88
that provides financial aid 90
that provides financial and 237
that provides functions for 92
that provides guidance and 397
that provides guidance for 670
that provides guidance with 41
that provides hospital and 88
that provides immediate and 97
that provides insights and 42
that provides leverage for 58
that provides licenses and 2438
that provides managers with 328
that provides materials and 51
that provides materials for 88
that provides nutrition and 44
that provides nutrition for 56
that provides patients with 145
that provides payments for 96
that provides personal and 45
that provides physical and 100
that provides practice with 56
that provides products and 137
that provides programs and 54
that provides programs for 62
that provides remedies for 51
that provides rigidity and 60
that provides routines for 74
that provides security and 357
that provides security for 447
that provides services and 394
that provides services for 1081
that provides services that 337
that provides software and 75
that provides software for 50
that provides solutions for 115
that provides specific and 48
that provides students and 123
that provides students with 2249
that provides tourists with 43
that provides treatment and 51
that provides treatment for 116
that provides visitors with 119
that province rendered all 68
that provision requires that 112
that provision stricken out 146
that provokes laughter and 43
that prudence demanded that 136
that prudence dictated that 211
that prudence dictates that 177
that prudence required him 287
that prudence required that 232
that prudence required them 85
that prudence requires that 155
that publicly financed and 54
that pulsation occasions death 220
that punitive sanctions are 93
that punitive sanctions for 44
that purblind blubbering and 42
that purchase decisions are 230
that purchase products and 47
that purchase products for 256
that purchasing decisions are 272
that purchasing managers are 102
that quantity demanded and 99
that quantity required for 57
that quantity supplied and 59
that questions concerning its 40
that railroad expenses are 42
that railroad officials had 93
that railroad property was 127
that rapacious nobleman had 90
that received attention and 127
that received attention was 131
that received financial aid 156
that received messages are 118
that receives attention and 41
that receives financial aid 49
that receives messages and 79
that receives requests and 58
that receives requests for 90
that recently despised but 59
that recently proposed for 92
that recently reported for 208
that receptor proteins are 44
that recycled materials are 52
that referral services for 70
that reflects cultural and 53
that regulate appetite and 99
that regulate business and 115
that rejected children are 261
that relative humidity and 134
that relative humidity can 123
that relative humidity had 103
that relative humidity has 123
that relative humidity was 146
that relative pronouns are 258
that relative velocity with 133
that relevant evidence may 320
that relevant evidence was 108
that relevant questions are 69
that relevant variables are 201
that relieves symptoms and 47
that religious activity and 98
that religious activity was 191
that religious affinity can 201
that religious authority had 46
that religious authority has 149
that religious authority was 237
that religious communion does 49
that religious concepts and 212
that religious concepts are 476
that religious concerns are 110
that religious conflict was 120
that religious disputes are 217
that religious doctrine and 145
that religious doctrine has 105
that religious doctrine was 100
that religious education and 416
that religious education can 418
that religious education does 114
that religious education for 92
that religious education had 148
that religious education has 566
that religious education may 122
that religious education was 1114
that religious elements are 87
that religious enthusiasm and 161
that religious enthusiasm was 283
that religious enthusiasm with 125
that religious equality was 116
that religious humanism may 125
that religious identity and 141
that religious identity has 125
that religious identity was 186
that religious orthodoxy and 96
that religious orthodoxy had 86
that religious orthodoxy was 195
that religious practice and 402
that religious practice can 113
that religious practice has 90
that religious practice was 319
that religious problems are 58
that religious questions and 169
that religious questions are 318
that religious questions had 44
that religious revivals are 47
that religious sanctions are 42
that religious services and 134
that religious services are 295
that religious services had 109
that religious subjects are 215
that religious tradition and 168
that religious tradition has 88
that religious tradition was 44
that remained concerning him 113
that remained constant and 215
that remained constant for 384
that remained constant was 495
that remained dominant for 143
that remained possible was 88
that remained standard for 201
that remained therefore was 96
that remained unbroken for 604
that remained unchanged and 60
that remained unchanged for 886
that remained unchanged was 317
that remained unsolved for 135
that remained unsolved was 115
that reminded everyone that 115
that remotely compares with 41
that remotely suggests that 46
that reported recently for 91
that required analysis and 122
that required attention and 438
that required attention was 134
that required constant and 61
that required education and 61
that required immediate and 234
that required judgment and 120
that required literacy and 93
that required materials are 47
that required patience and 507
that required practice and 43
that required profound and 54
that required reserves are 376
that required services are 42
that required treatment and 62
that required treatment with 269
that requires accounting for 44
that requires accuracy and 81
that requires analysis and 162
that requires attention and 538
that requires attention for 44
that requires constant and 98
that requires detailed and 42
that requires diagnosis and 63
that requires education and 81
that requires frequent and 90
that requires immediate and 181
that requires judgment and 116
that requires monitoring and 97
that requires patience and 704
that requires physical and 46
that requires practice and 364
that requires precision and 134
that requires sagacity and 66
that requires treatment and 123
that requires treatment with 352
that residual stresses and 99
that residual stresses are 480
that residual stresses can 198
that residual stresses may 99
that resource depletion and 105
that resource managers and 144
that resource managers are 52
that resource managers can 65
that resource problems are 40
that resource scarcity and 64
that resource supplies are 52
that respects cultural and 60
that response patterns are 106
that restless activity and 142
that restless contingent that 47
that restrict movement and 55
that resulted therefrom was 44
that retarded children and 47
that retarded children are 806
that retarded children can 253
that retarded children may 132
that retarded children who 162
that retarded children with 41
that retention increases with 118
that rigidity increases with 42
that romantic interest and 44
that romantic partners are 49
that salivary digestion may 181
that salvation consists not 42
that salvation depended not 95
that scarcely accorded with 43
that scarcely concealed his 196
that scholars associate with 66
that scottish education was 68
that secluded province his 98
that secreted proteins are 88
that secretes hormones and 75
that secretes hormones that 360
that sectional conflict was 40
that security analysts are 66
that security concerns are 351
that security controls are 321
that security interest was 94
that security officers are 165
that security policies and 168
that security policies are 327
that security problems are 68
that security services are 48
that selected patients may 59
that selected patients with 418
that selection decisions are 131
that selection pressure for 79
that semantic analysis can 108
that semantic memories are 43
that semantic networks are 190
that semantic relations are 304
that sensible decisions can 41
that sentence provides that 40
that sentencing decisions are 263
that separate accounts are 366
that separate accounts for 64
that separate chapters are 156
that separate colleges for 142
that separate education for 138
that separate education was 319
that separate entities are 40
that separate provision for 48
that separate provision was 117
that separate quarters for 45
that seriously affected her 60
that seriously affected his 239
that seriously affected its 87
that seriously conflict with 84
that seriously disturbs and 119
that seriously impaired his 215
that seriously mentally ill 130
that seriously threatened his 43
that services provided are 347
that services provided for 417
that services rendered are 85
that severely affected his 81
that severely mentally ill 270
that severely restrict its 51
that sheppard conceded his 101
that sherwood anderson and 44
that sherwood anderson had 153
that sherwood anderson was 124
that silicone implants are 54
that singularly graceful and 219
that sisterly affection can 110
that situation afforded him 47
that socialist feminism has 124
that societal problems are 142
that socrates believed that 321
that socrates believes that 476
that software designed for 104
that software engineering has 186
that software engineers and 102
that software engineers are 265
that software engineers can 165
that software engineers use 47
that software failures are 102
that software packages are 208
that software products are 165
that software programs are 143
that software programs can 111
that software projects are 136
that solitary communion with 42
that solitary suffrage can 129
that somebody believes that 168
that somewhat improved her 53
that southwest airlines has 101
that sparkled brighter than 46
that specially interest him 98
that specially provided for 113
that specific attention was 41
that specific behaviors and 121
that specific behaviors are 424
that specific behaviors can 143
that specific cultural and 41
that specific elements are 53
that specific examples are 124
that specific functions are 300
that specific functions can 61
that specific memories are 144
that specific outcomes are 45
that specific policies and 113
that specific policies are 111
that specific problems and 45
that specific problems are 210
that specific problems can 117
that specific products are 45
that specific programs and 56
that specific programs are 126
that specific projects are 46
that specific proteins are 245
that specific proteins may 97
that specific provision for 137
that specific provision was 116
that specific questions are 276
that specific questions can 119
that specific services are 117
that specific situation and 154
that specific symptoms are 130
that specific treatment can 243
that specific treatment may 68
that spectral analysis can 50
that spectral evidence was 215
that spectrum analysis has 69
that splendid struggle for 93
that standard deviations are 355
that standard deviations can 52
that standard deviations for 135
that standard languages are 135
that strained relations with 244
that strangely reminded him 90
that strengthen families and 127
that stressed economic and 43
that stressed education and 83
that stresses equality and 64
that strictly required for 63
