act upon 61 act upon 131
are among 80 are have 53
are very 71 are firm 347
are their 67 are meaning 140
are among 47 are from 84
are from 553 are when 51
are from 102 are must 176
are during 42 are from 147
are kind 175 are sort 64
are from 80 are beings 72
are sand 49 are from 236
are like 60 are bone 72
are during 224 are from 399
are only 78 are when 115
are like 115 are have 49
are fire 46 are were 53
are mole 61 are over 157
are make 109 are like 71
are gnaw 69 are have 48
are their 81 are have 83
are into 43 are left 45
are ones 44 are have 102
are have 85 are paid 511
are from 70 are need 51
are into 50 are only 61
are more 110 are more 40
are more 97 are less 41
are more 57 are have 40
are great 83 are like 44
are dots 129 are dots 40
are high 228 are ones 52
are into 65 are from 52
are when 132 are like 55
are foot 61 are back 61
are other 88 are over 57
are among 78 are fail 68
are life 40 are meaning 124
are down 48 are made 81
are their 88 are into 141
are into 45 are over 93
are clay 57 are nothing 136
are give 59 are when 88
are into 207 are away 179
are more 144 are firm 1187
are have 80 are hold 276
are their 76 are from 46
are like 51 are such 88
are care 78 are from 165
are years 67 are days 141
are like 64 are ones 61
are down 87 are sort 42
are life 42 are areas 54
are many 42 are data 81
are such 46 are away 44
are life 61 are will 46
are love 71 are from 62
are away 41 are from 77
are move 207 are move 160
are when 54 arm back 105
arm body 59 arm from 74
arm held 46 arm just 42
arm kept 61 arm once 88
arm when 131 arm fall 43
arm leave 86 arm make 45
arm move 79 arm reach 82
arm take 73 arm turn 68
arm walk 68 art into 71
art into 44 art during 44
ask from 53 ask more 67
ask know 90 ask what 160
ask have 52 ask will 52
ask come 54 ask have 120
ask like 192 ask have 139
ask make 48 ask have 53
ask have 113 ask like 213
ask need 43 ask want 97
ask think 71 ask care 68
ask have 41 ask like 218
ask mind 42 ask tell 57
ask wish 75 ate less 394
ate nothing 107 ate less 318
