abandons plato and rejects 41
authority rather than freedom 57
authority rather than liberty 52
authority rather than private 55
authority shall not approve 58
authority shall not include 141
authority shall not operate 105
authority shall not proceed 44
authority shall not require 69
authority shows any concern 52
authority taken for granted 48
authority under any general 123
authority under any written 127
authority under his general 42
authority under his majesty 180
authority under its charter 331
authority under its control 77
authority under its general 67
authority under its masters 114
authority under its monarch 107
authority under that statute 50
authority under this article 170
authority under this chapter 652
authority under this durable 110
authority under this statute 114
authority until his conduct 75
authority which are usually 73
authority which can control 89
authority which can declare 616
authority which can deliver 40
authority which can enforce 180
authority which had belonged 270
authority which had brought 86
authority which had enacted 111
authority which had existed 91
authority which had granted 72
authority which had hitherto 557
authority which had imposed 51
authority which had invaded 62
authority which had settled 53
authority which has adopted 77
authority which has brought 46
authority which has control 45
authority which has decided 51
authority which has granted 53
authority which has hitherto 118
authority which has ordered 45
authority which her husband 119
authority which his majesty 81
authority which his position 127
authority which his superior 91
authority which its support 41
authority which now belonged 43
authority which she claimed 52
authority which they assumed 208
authority which they believe 47
authority which they claimed 175
authority which they derived 302
authority which they enjoyed 198
authority which they granted 62
authority which they possess 394
authority which they respect 245
authority which they usurped 57
authority which they wielded 88
authority which was assumed 128
authority which was claimed 59
authority which was derived 48
authority which was enjoyed 68
authority which was founded 44
authority which was granted 128
authority which was peculiar 41
authority which was superior 42
authority which was usurped 77
authority which was yielded 51
authority which you possess 99
authority whose law obliges 46
authority within and between 122
authority within and outside 203
authority within its borders 225
authority within our society 41
authority within tax research 102
authority within that country 42
authority would not approve 59
authority would not suffice 74
authorize suits for damages 41
authorizing cruel and unusual 71
authorizing search and seizure 110
automate tasks you perform 51
autonomy rather than control 49
autonomy which they cherish 50
autonomy which they enjoyed 97
autonomy which they possess 40
autonomy which was granted 52
autonomy within its borders 42
auxiliary books that conduce 47
auxiliary gauls and germans 44
auxiliary lobes and saddles 101
auxiliary verbs and adverbs 44
averaged about one hundred 1047
averaged about one percent 47
averaged about one thousand 162
averaged about six hundred 91
averaged about ten dollars 50
averaged about ten minutes 41
averaged about ten thousand 48
averaged about two dollars 104
averaged about two hundred 268
averaged about two minutes 43
averaged about two percent 43
averaged about two thousand 106
averaged nearly one hundred 49
averaged nearly two hundred 48
averages about one hundred 338
averages about one thousand 59
averages about six hundred 48
averages about two hundred 176
averages about two thousand 62
averages taken with respect 49
avocation rather than vocation 83
axillary nodes are removed 55
axiomatic method has certain 51
azimuthal angles with respect 55
