abetting action proposed in 53
animal lapping greedily at 100
animal seems sensible of 43
animal showing evidence of 49
animal showing symptoms of 62
animal shows evidence of 141
animal shows symptoms of 211
animal sitting opposite to 71
animal which attempts to 45
animal which combines the 41
animal which consists of 72
animal which contains the 86
animal which destroys the 46
animal which happened to 70
animal which inhabits it 41
animal which inhabits the 184
animal which produced it 79
animal which produced the 88
animal which produces it 151
animal which produces the 129
animal which provided the 50
animal which received the 157
animal which receives the 72
animal which responds to 48
animal which supplied the 45
animal whose fidelity is 42
animal world assigned to 66
animal world consists of 40
animal world presents to 41
animal would approach the 51
animal would continue to 161
animal would normally be 47
animal would otherwise be 51
animal would probably be 126
annual basis pursuant to 62
annual bonus amounted to 50
annual catch amounted to 51
annual costs incurred by 119
annual costs incurred in 59
annual costs involved in 52
annual cycle consists of 45
annual doses received by 56
annual drama festival in 42
annual earnings amounted to 122
annual earnings increased by 73
annual earnings received by 45
annual event attended by 119
annual event designed to 109
annual grant amounted to 56
annual gross business of 178
annual gross receipts as 45
annual gross receipts do 292
annual gross receipts in 262
annual gross receipts of 3266
annual gross receipts or 59
annual gross revenues in 78
annual gross revenues of 669
annual gross turnover of 76
annual growth achieved in 40
annual growth amounted to 89
annual growth potential of 65
annual hindu festival of 48
annual labor required by 74
annual labor turnover of 64
annual meeting attended by 115
annual meeting convened in 104
annual meeting occurred in 41
annual meeting required by 69
annual meeting thereafter the 174
annual music festival at 79
annual music festival in 223
annual music festival is 69
annual music festival of 44
annual plans prepared by 43
annual plant capacity of 88
annual price increases in 90
annual price increases of 248
annual price increases to 48
annual price received by 68
annual rated capacity of 294
annual rents reserved by 67
annual running expenses of 125
annual sales amounted to 494
annual sales forecast is 45
annual sales increased by 55
annual sales increases of 95
annual sales potential of 71
annual sales revenues of 170
annual sales turnover of 448
annual savings achieved by 46
annual savings amounted to 48
annual savings required to 69
annual steel capacity of 65
annual total quantity of 64
annual total rainfall is 65
annual total rainfall of 59
annual trade amounted to 57
annual trade deficits of 60
annual trade turnover of 78
annual value amounted to 56
annual value assessed to 54
annual wages amounted to 121
annual wages received by 80
annual working expenses of 69
another about questions of 108
another action potential at 66
another action potential in 66
another action potential is 161
another action potential to 76
another again threatened in 52
another amusing incident in 57
another amusing instance of 84
another armed conflict in 57
another basic approach to 56
another basic condition of 78
another basic dimension of 44
another basic ingredient of 94
another basic property of 97
another beaker containing the 49
another brief interval of 147
another broad category of 222
another cadet ambitious of 77
another calls attention to 100
another canal connecting the 40
another cause operated to 60
another change occurred in 515
another child destined to 42
another class composed of 102
another class consisting of 71
another class consists of 104
another close approach to 47
another close associate of 426
another close colleague of 63
another close observer of 65
another close parallel to 60
another close relative in 43
another close relative is 51
another close relative of 308
another close relative or 80
another close relative to 59
another could complete the 45
another could scarcely be 51
another crown devolved on 65
another danger inherent in 160
another danger threatened the 120
another dealer pursuant to 56
another draws attention to 47
another easily mastered the 56
another either directly or 395
another equal interval of 54
another equal quantity of 195
another essay included in 94
another ethnic minority in 41
another event occurred at 41
another event occurred in 150
another event occurred to 100
another fatal accident in 45
another fatal objection in 61
another fatal objection to 182
another finding reported by 41
another flank movement by 45
another flank movement to 65
another force attacked the 45
another fresh approach to 42
another fully informed of 83
another glaring instance of 407
another grave objection to 90
another group attacked the 62
another group attempting to 41
another group attempts to 61
another group composed of 362
another group consisting of 564
another group consists of 202
another group involved in 93
another group occupied the 41
another group received no 78
another group received the 114
another group receives the 59
another group referred to 46
another group reported the 43
another hasty assertion to 46
another house designed by 43
another house occupied by 83
another human organism by 68
another issue concerning the 199
another issue concerns the 147
another issue involved in 131
another issue involves the 45
another issue relevant to 125
another large category of 345
another large consumer of 42
another large contingent of 213
another large formation of 50
another large fragment of 43
another large producer of 94
another large quantity of 204
another large shipment of 70
another layer consisting of 48
another legal challenge to 64
another local authority in 101
another local authority or 244
another local authority to 77
another major activity in 40
another major activity of 119
another major approach to 140
another major campaign in 72
another major category of 722
another major challenge in 107
another major challenge is 40
another major challenge to 302
another major conflict in 89
another major consumer of 59
another major dimension of 276
another major dimension to 80
another major drawback of 82
another major earthquake in 66
another major emphasis of 40
another major employer of 50
another major exception to 45
another major expansion of 124
another major exponent of 45
another major extension of 51
another major industry in 98
another major industry of 53
another major ingredient in 49
another major ingredient of 57
another major instance of 57
another major interest of 81
another major landmark in 116
another major movement in 50
another major objection to 90
another major obstacle in 154
another major obstacle to 809
another major operation in 62
another major overhaul of 66
another major producer of 119
another major stimulus to 51
another major supplier of 91
another makes possible the 88
another meeting attended by 101
another method approved by 101
another method consists in 314
another method consists of 89
another method designed to 87
another method employed by 179
another method employed in 105
another method employed to 136
another method involves the 125
another method proposed by 78
another might consider it 71
another might consider the 65
another might describe the 53
another might possibly be 52
another model proposed by 48
another modem converts the 171
another nation navigating the 47
another nearly opposite to 52
another noble specimen of 44
another notion concerning the 41
another novel approach to 114
another panic occurred in 44
another party attacked the 95
another party composed of 54
another party consisting of 136
another party involved in 126
another party proposed to 103
another party pursuant to 86
another party treatment in 113
another party treatment no 909
another people governed by 96
another period welcomed as 54
another place concerning the 80
another place mentioned in 48
another place referred to 101
another plain instance of 48
another plane parallel to 237
another point concerning the 235
another point involved in 133
another point mentioned by 73
another point mentioned in 76
another point referred to 52
another point relative to 89
another point relevant to 107
another point stressed by 54
another prime minister in 57
another prime minister of 84
another prime minister to 53
another quite oblivious of 42
another reason explaining the 49
another reason underlying the 55
another running parallel to 82
another seaman resolved to 41
another senior colleague of 61
another sense intended by 99
another sense rendered it 61
another sharp contrast to 77
another sharp reminder of 91
another shell exploded in 145
another shell exploded on 193
another shift occurred in 50
another short interval of 336
another short interval the 55
another sleep disorder or 54
another small business on 58
another small fragment of 80
another small instance of 44
another small minority of 44
another small quantity of 205
another social dimension to 44
another sound arrested me 81
another sound replaced it 55
another split occurred in 100
another stark reminder of 51
another state directly or 102
another state entitled to 64
another state provided the 49
another state pursuant to 378
another still remained to 76
another stock dividend of 91
another stool opposite to 48
another storm overtook us 47
another story concerning the 184
another strong advocate of 222
another strong argument in 569
another strong argument to 68
another strong believer in 49
another strong evidence of 145
another strong instance of 123
another strong objection to 243
another strong opponent of 65
another study compared the 52
another study concerning the 89
another study designed to 347
another study evaluating the 88
another study examined the 91
another study reported an 49
another study reported by 378
another study reported in 220
another study reported no 99
another study reported the 65
another table containing the 64
another telling instance of 61
another thinks entirely as 51
another tower alongside of 60
another tribe supposed to 56
another under pressure of 66
another valid approach to 43
another viable approach to 50
another vision concerning the 48
another vital dimension of 93
another vital dimension to 53
another vital ingredient in 94
another vital ingredient of 78
another vivid reminder of 93
another water molecule is 50
another water molecule to 179
another which affected the 55
another which attempts to 51
another which concerns the 88
another which consists in 329
another which consists of 169
another which contains the 214
another which corrects it 47
another which entitles the 43
another which exhibits the 88
another which followed it 97
another which happened to 59
another which includes the 79
another which involves the 48
another which occurred at 92
another which occurred in 111
another which preceded it 56
another which precedes it 91
another which produces the 59
another which promises to 56
another which required the 67
another which requires the 41
another which resulted in 238
another while attempting to 128
another while committing or 68
another while continuing to 85
another while preserving the 116
another whole category of 126
another whole dimension of 163
another whole dimension to 120
another whose authority he 56
another whose greatness is 57
another whose identity is 47
another woman involved in 108
another world compared to 120
another world conflict is 41
another worthy disciple of 44
another would consider the 41
another would continue to 73
another would distress it 49
another would preclude the 87
another would probably be 174
another would therefore be 79
answer after completing the 157
answer basic questions in 69
answer basic questions of 370
answer basic questions on 116
answer could possibly be 375
answer could probably be 67
answer could scarcely be 139
answer either expected or 68
answer essay questions on 128
answer every exigence of 43
answer every objection to 47
answer final judgment or 214
answer might possibly be 98
answer might therefore be 173
answer period followed the 70
answer seems possible to 67
answer shall identify the 366
answer sheet provided by 156
answer sheet provided to 127
answer which amounted to 59
answer which contains the 54
answer which increased my 85
answer which involves the 40
answer which occurred to 73
answer would normally be 100
answer would obviously be 345
answer would persuade us 94
answer would probably be 7370
answer would therefore be 73
anxious about conquering or 49
anxious about preserving the 59
anxious looks fastened on 123
anxious mother desirous to 83
anyone calling attention to 45
anyone could actually be 65
anyone could actually do 49
anyone could approach the 94
anyone could challenge the 56
anyone could complain of 63
anyone could conceive of 247
anyone could consider the 50
anyone could continue to 94
anyone could convince me 74
anyone could convince the 63
anyone could decipher the 45
anyone could describe as 48
anyone could describe the 72
anyone could discover the 64
anyone could identify the 148
anyone could overlook the 47
anyone could perceive the 45
anyone could persuade me 53
anyone could persuade the 69
anyone could possibly be 2509
anyone could possibly do 295
anyone could possibly eat 80
anyone could possibly go 47
anyone could remember at 57
anyone could remember he 48
anyone could remember in 214
anyone could remember it 74
anyone could remember so 89
anyone could remember the 225
anyone could reproach us 93
anyone either directly or 40
anyone feels disposed to 47
anyone feels inclined to 146
anyone looking directly at 58
anyone really believed in 41
anyone really believed it 45
anyone really believes in 65
anyone seeking admission to 48
anyone showing interest in 42
anyone still believes in 66
anyone still remember the 52
anyone takes exception to 49
anyone under eighteen to 87
anyone whose attention is 44
anyone whose business is 80
anyone whose business it 122
anyone whose business or 46
anyone whose interest in 211
anyone whose interest is 67
anyone whose presence is 76
anyone whose property is 41
anyone would actually be 55
anyone would actually do 56
anyone would challenge the 127
anyone would consider an 42
anyone would consider it 147
anyone would consider me 48
anyone would consider the 112
anyone would continue to 149
anyone would describe as 238
anyone would discover the 42
anyone would hesitate to 123
anyone would remember me 64
anyone would remember the 61
aortic blood pressure in 171
aortic blood pressure is 142
aortic graft infection is 62
aortic pulse pressure is 87
aortic valve consists of 124
aortic valve gradient in 60
aortic valve gradient is 86
aortic valve gradient of 56
aortic valve produces the 45
appealing scent inspires an 59
appeals board consisting of 42
appeals court accepted the 112
appeals court affirmed the 2508
appeals court decisions in 102
appeals court declared the 107
appeals court declined to 208
appeals court directed the 86
appeals court rejected the 1220
appeals court remanded the 607
appeals court reversed on 118
appeals court reversed the 3098
appeals court reverses the 76
appeals court reviewed the 159
appeals raise questions as 110
appeals taken pursuant to 128
appearing after exposure to 73
appearing first followed by 45
appearing fully sensible of 112
appearing quite heedless of 41
appears after exposure to 248
appears every prospect of 67
appears first followed by 305
appears fully adequate to 82
appears fully sensible of 49
appears large relative to 51
appears quite adequate to 60
appears quite commonly in 69
appears quite contrary to 103
appears quite distinct in 40
appears quite ignorant of 48
appears quite possible to 195
appears quite relevant to 51
appears quite suddenly at 67
appears quite suddenly in 144
appears rather abruptly in 47
appears rather inclined to 40
appears rather suddenly at 42
appears rather suddenly in 77
appears small compared to 156
appears small relative to 111
appears which consists of 123
appears which increases in 116
applying changing fractions to 103
applying either positive or 48
applying equal pressure on 40
applying equal pressure to 85
applying light pressure on 89
applying light pressure to 302
applying local pressure to 50
applying local remedies to 40
applying local treatment to 50
applying paint directly to 54
applying steady pressure on 75
applying steady pressure to 106
applying strong pressure on 176
applying strong pressure to 114
applying undue pressure on 101
applying undue pressure to 48
applying water directly to 48
aqueous humor dynamics in 1620
aqueous humor dynamics of 122
aqueous humor formation by 299
aqueous humor formation in 341
aqueous humor formation is 73
aqueous humor occupies the 46
aqueous humor produced by 83
aqueous humor secreted by 63
aqueous layer containing the 314
aqueous layer contains the 77
aqueous phase adjacent to 195
aqueous phase compared to 42
aqueous phase consisting of 152
aqueous phase consists of 202
aqueous phase containing the 1886
aqueous phase contains the 324
aqueous phase followed by 143
aqueous phase oxidation of 362
aqueous stock solutions of 135
aqueous vapor pressure is 43
aqueous vapor pressure of 272
arcade which supports the 40
arched loggia overhanging the 57
arched stone entrance to 60
arches resting directly on 131
arches which separate the 283
arches which surround the 85
argued above concerning the 45
arisen which rendered it 138
arisen which required the 69
arisen which requires the 61
arisen which threatened the 48
arisen which threatened to 171
arises after exposure to 43
arises nearly opposite the 56
arises rather concerning the 45
arises where property is 493
arises which concerns the 50
arises which involves the 80
arises which requires the 127
arises which troubles the 73
armies still occupied the 93
armies stood opposite to 44
armies swore terribly in 287
armies which defended the 53
armies which followed the 42
armies which occupied the 92
armies which threatened the 95
armies would continue to 169
armies would converge on 80
armies would disperse of 43
armies would probably be 103
around after somebody to 112
around calling attention to 42
around every particle of 57
around finding solutions to 53
around mount davidson at 89
around small clusters of 107
around telling everyone he 156
around telling everyone in 54
around telling everyone to 84
around themes relevant to 45
around which annually he 44
around which centered the 133
around which clusters of 100
around which clusters so 61
around which clusters the 96
around which elements of 63
around which hundreds of 275
around which identity is 103
around which patterns of 49
around which questions of 92
around which revolved the 528
around which revolves the 614
around which thousands of 243
around while continuing to 42
arouse fresh interest in 123
arouse local interest in 135
arouse pupil interest in 48
arouse reader interest in 41
arouse strong suspicion of 145
arouse wider interest in 58
arousing fresh interest in 77
arousing local interest in 60
arrest people involved in 42
arrest shall continue in 48
arrest under suspicion of 114
arrest which resulted in 92
arrive until sometime in 45
arriving nearly opposite the 54
arrows above indicate the 49
arrows allow movement to 108
arrows showing direction of 180
arrows which indicate the 685
artery after injection of 132
artery blood pressure in 62
artery blood pressure is 69
artery blood velocity in 61
artery either directly or 46
artery gives branches to 305
artery round ligament of 50
artery running parallel to 75
artery sends branches to 350
artery wedge pressure at 68
artery wedge pressure in 414
artery wedge pressure is 424
artery wedge pressure of 143
artery wedge pressure or 86
artery wedge pressure to 83
artery which connects the 83
artery which receives the 56
artery which supplied the 66
artery which supplies it 161
artery which supplies the 2013
artful rival harangued the 85
artist calls attention to 100
artist could possibly be 43
artist could scarcely be 45
artist draws attention to 81
artist draws directly on 97
artist feels impelled to 43
artist fully conscious of 62
artist under contract to 66
artist whose approach to 45
artist whose business it 76
artist whose identity is 49
artist whose interest in 66
artist whose judgment is 70
artist whose portrait of 48
artist whose specialty is 45
artist works directly on 75
artist would continue to 59
asleep sitting straight up 43
asleep until awakened by 77
asleep which surprise us 53
aspect draws attention to 56
aspect which concerns me 43
aspect which concerns the 247
aspect which concerns us 237
aspect which consists in 56
aspect which consists of 75
aspect which deserves to 68
aspect which explains the 54
aspect which includes the 57
aspect which involves the 116
aspect which pertains to 54
aspect which provides the 103
aspect which reflects the 53
aspect which reminded me 51
aspect which requires the 41
aspire after likeness to 73
aspiring leader embraced the 108
aspiring minds deserted of 60
assaying serial dilutions of 43
assent which followed it 79
assert anything concerning the 56
assert anything contrary to 90
assert anything respecting the 55
assert facts contrary to 41
assert royal authority in 56
assess human exposure to 122
assess tumor response to 76
assess which approach is 43
assess which elements of 54
assets after deduction of 129
assets either directly or 47
assets owned directly by 81
assets rises relative to 59
assets which amounted to 101
assets which comprise the 143
assets which consists of 49
assets which continue to 53
assets which included the 43
assets would continue to 173
assets would normally be 89
assets would otherwise be 50
assets would probably be 153
assets would therefore be 47
assign event handlers to 70
assign large revenues to 47
assign people randomly to 149
assist civil engineers in 57
assist count florence in 70
assist every youngster in 74
assist frail memories in 65
assist indian students in 53
assist local agencies in 179
assist local churches in 60
assist local officers in 52
assist local officials in 236
assist major lawrence in 153
assist needy students in 54
assist nurse managers in 68
assist people affected by 80
assist people involved in 45
assist senior citizens in 48
assist senior managers in 46
assist small business in 137
assist state agencies in 118
assist state officials in 57
assist where possible in 42
assume either positive or 155
assume senior positions in 75
assume teaching positions in 43
assure ample supplies of 69
assure either equality or 54
assure equal treatment in 103
assure equal treatment of 224
assure equal treatment to 89
assure minor children of 95
assure smooth functioning of 96
assure smooth operation of 97
assuring equal treatment of 62
assuring equal treatment to 42
astute prime minister of 40
atheism never disturbs the 40
atomic binding energies of 49
atomic bombs exploded in 212
atomic model consisting of 80
atomic model proposed by 147
atomic plane parallel to 54
atomic power industry in 61
atomic power industry is 86
atrium either directly or 60
atrium which receives the 42
attach event handlers to 123
attach penal sanctions to 61
attack after exposure to 44
attack aimed directly at 67
attack could possibly be 129
attack could scarcely be 222
attack could therefore be 42
attack enemy positions in 111
attack force consisting of 49
attack might possibly be 126
attack social problems in 60
attack units composed of 57
attack which captured the 41
attack which followed the 161
attack which included the 46
attack which involved the 82
attack which occurred at 46
attack which occurred in 233
attack which occurred on 70
attack which preceded the 78
attack which produced the 170
attack which resulted in 1909
attack which threatened the 50
attack which threatened to 245
attack while attempting to 144
attack while vacationing in 156
attack would commence at 59
attack would commence in 83
attack would commence on 58
attack would continue to 59
attack would probably be 1478
attack would therefore be 111
attain which requires an 57
attend evening services in 49
attend social functions at 144
attend social functions in 116
attend social functions or 70
authors above referred to 239
authors asked students to 41
authors asked subjects to 60
authors first consider the 52
authors first describe the 102
authors focus attention on 120
authors found evidence of 358
authors found evidence to 44
authors found increases in 42
authors never intended to 71
authors offer examples of 63
authors often referred to 78
authors place emphasis on 88
authors whose articles we 40
authors whose identity is 62
authors whose interest in 41
authors whose province it 64
authors would consider the 62
authors would continue to 66
authors would hesitate to 40
authors would persuade us 60
authors would probably be 85
authors write concerning the 72
autumn which followed the 66
autumn whole colonies of 45
avenue running parallel to 147
avenue which connects the 54
avoiding calling attention to 65
avoiding drawing attention to 72
avoiding getting involved in 77
avoiding looking directly at 332
avoiding undue emphasis on 71
avoiding undue exposure to 77
avoiding undue pressure on 102
avoiding where possible the 103
avoids calling attention to 226
avoids drawing attention to 305
avoids getting involved in 289
avoids looking directly at 137
avoids passing judgment on 54
avoids putting pressure on 97
avoids undue emphasis on 41
awaiting final approval by 83
awaiting final approval of 78
awaits state socialism in 45
awaken fresh interest in 132
awards given annually by 124
awards given annually to 53
