abandoning public liberty at 57
attended church service at 56
attended church service in 104
attended church together on 56
attended common schools in 138
attended dinner parties at 56
attended divine service as 95
attended divine service at 3279
attended divine service in 3687
attended divine service on 727
attended divine service the 58
attended divine worship at 275
attended divine worship in 444
attended divine worship on 106
attended english classes at 62
attended english schools in 47
attended french schools in 91
attended friday prayers at 72
attended friday prayers in 41
attended hastings college of 69
attended hunter college in 121
attended jesuit schools in 129
attended jewish schools in 45
attended kenyon college in 83
attended mission schools in 101
attended newark college of 51
attended pomona college in 94
attended public prayers in 40
attended public schools as 58
attended public schools at 598
attended public schools in 8690
attended public schools of 331
attended public schools on 121
attended public schools or 76
attended public schools to 58
attended public service at 143
attended public worship as 52
attended public worship at 457
attended public worship in 917
attended public worship on 329
attended quaker schools in 42
attended queens college in 75
attended school because it 44
attended school because of 74
attended school between the 110
attended school briefly in 56
attended school outside of 54
attended school outside the 98
attended school together at 79
attended school together in 150
attended secret schools in 44
attended special classes at 61
attended special classes in 157
attended special courses at 54
attended special courses in 97
attended special schools in 41
attended special schools or 65
attended summer classes at 92
attended summer courses at 87
attended summer schools at 57
attended summer schools in 57
attended summer sessions at 273
attended summer sessions of 48
attended sunday service at 80
attended sunday service in 59
attended training courses at 88
attended training courses in 204
attended training courses on 46
attended training sessions at 75
attended training sessions in 88
attended training sessions on 90
attended training sessions to 53
attended various courses in 58
attended various courses of 65
attended various schools in 239
attended vassar college in 85
attended wabash college in 47
attended without scruple the 99
attention already focused on 107
attention always focused on 74
attention became focused on 3707
attention became riveted by 52
attention became riveted on 472
attention became riveted to 93
attention before beginning the 56
attention before beginning to 132
attention before everything to 54
attention before returning to 69
attention clearly focused on 52
attention firmly focused on 311
attention instead focused on 50
attention instead towards the 44
attention lately because of 153
attention mainly because it 85
attention mainly because of 292
attention mainly because the 44
attention mainly focused on 55
attention merely because he 50
attention merely because it 79
attention merely because of 159
attention mostly because of 44
attention mostly focused on 45
attention partly because he 53
attention partly because it 171
attention partly because of 302
attention partly because the 63
attention seemed focused on 286
attention seemed riveted on 99
attention select objects or 81
attention shared between the 47
attention shifts towards the 47
attention should chiefly be 107
attention should however be 55
attention should perhaps be 464
attention simply because he 98
attention simply because it 260
attention simply because of 203
attention simply because the 93
attention solely because of 80
attention stayed focused on 92
attention toward aspects of 58
attention toward improving the 96
attention toward increasing the 216
attention turned quickly to 52
attention turned towards the 399
attention unless dressed in 106
attention varies according to 47
attention without fatiguing it 103
attention without resorting to 83
attention without straining it 99
attitude already assumed by 56
attitude became evident in 122
attitude changed because of 55
attitude changed towards me 41
attitude changed towards the 71
attitude changes induced by 95
attitude changes related to 45
attitude deeply ingrained in 94
attitude lately assumed by 64
attitude openly hostile to 48
attitude scores between the 55
attitude should occasion no 66
attitude should prevail in 116
attitude should reflect the 59
attitude toward abortion as 48
attitude toward abortion in 107
attitude toward abortion is 215
attitude toward accepting the 66
attitude toward adoption of 93
attitude toward affairs of 54
attitude toward alcohol in 60
attitude toward alcohol is 67
attitude toward america as 130
attitude toward america in 127
attitude toward america is 162
attitude toward animals as 44
attitude toward animals in 108
attitude toward animals is 157
attitude toward aspects of 103
attitude toward britain in 45
attitude toward certain of 66
attitude toward charity is 83
attitude toward control of 142
attitude toward culture in 47
attitude toward culture is 100
attitude toward divorce as 107
attitude toward divorce in 91
attitude toward divorce is 169
attitude toward efforts at 41
attitude toward efforts to 89
attitude toward everything he 55
attitude toward everything in 159
attitude toward everything is 79
attitude toward failure is 40
attitude toward freedom in 67
attitude toward freedom of 600
attitude toward germany as 86
attitude toward germany at 67
attitude toward germany in 221
attitude toward germany is 118
attitude toward germany of 44
attitude toward herself as 268
attitude toward herself is 53
attitude toward himself as 762
attitude toward himself in 141
attitude toward himself is 318
attitude toward himself or 194
attitude toward history as 280
attitude toward history in 125
attitude toward history is 313
attitude toward illness is 62
attitude toward improving the 50
attitude toward increasing the 78
attitude toward investing in 117
attitude toward judaism as 159
attitude toward judaism in 98
attitude toward judaism is 105
attitude toward language as 244
attitude toward language in 190
attitude toward language is 408
attitude toward leisure is 53
attitude toward mankind in 40
attitude toward mankind is 42
attitude toward marriage as 279
attitude toward marriage in 214
attitude toward marriage is 524
attitude toward marriage of 95
attitude toward matters of 572
attitude toward members of 1179
attitude toward objects in 76
attitude toward objects of 43
attitude toward oneself as 117
attitude toward oneself is 120
attitude toward parents is 88
attitude toward parents or 65
attitude toward payment of 76
attitude toward persons in 70
attitude toward persons of 180
attitude toward persons or 45
attitude toward poverty is 70
attitude toward quality is 53
attitude toward quality of 46
attitude toward religion as 584
attitude toward religion at 81
attitude toward religion by 66
attitude toward religion in 811
attitude toward religion is 1038
attitude toward religion of 178
attitude toward religion on 60
attitude toward religion or 92
attitude toward religion to 69
attitude toward removal of 50
attitude toward research in 134
attitude toward research is 69
attitude toward research on 44
attitude toward returning to 83
attitude toward science as 343
attitude toward science in 318
attitude toward science is 468
attitude toward science of 83
attitude toward service in 57
attitude toward several of 43
attitude toward slavery as 271
attitude toward slavery in 480
attitude toward slavery is 176
attitude toward slavery of 86
attitude toward society as 318
attitude toward society at 67
attitude toward society in 149
attitude toward society is 302
attitude toward sources of 98
attitude toward speakers of 45
attitude toward stories of 44
attitude toward success in 98
attitude toward success is 45
attitude toward suffering in 47
attitude toward suffering is 118
attitude toward suicide in 111
attitude toward suicide is 177
attitude toward support of 70
attitude toward teachers is 55
attitude toward unionism in 54
attitude toward victims of 59
attitude toward violence in 111
attitude toward violence is 125
attitude toward workers in 41
attitude varied according to 65
attitude varies according to 75
attorney merely because the 86
attorney should attempt to 438
attorney should consult the 100
attorney should contact the 129
attorney should discuss the 115
attorney should endeavor to 49
attorney should examine the 138
attorney should explain the 153
attorney should explain to 131
attorney should prepare the 118
attorney should present the 49
attorney should provide the 96
attorney should request the 56
attracting forces between the 191
attracting greater numbers of 298
attracting larger amounts of 40
attracting larger numbers of 343
attracting record numbers of 97
attracts bodies outside it 55
attracts greater numbers of 66
attracts hourly towards it 93
attracts larger numbers of 62
audacious attack against the 44
audacious rascal tripped up 50
audience before beginning to 90
audience before returning to 41
audience eagerly awaited the 59
audience looked forward to 67
audience member listening to 49
audience partly because of 42
audience should consist of 51
audience should receive the 61
audience should respond to 57
audience simply because it 80
audience simply refused to 47
audience turned towards the 50
audience without benefit of 57
audience without resorting to 102
auditors should endeavor to 74
auditors should examine the 69
auditors should possess the 100
auditory cortex ablation on 190
auditory cortex induced by 50
auditory cortex located in 59
auditory cortex neurons in 45
auditory cortex neurons to 46
auditory cortex respond to 192
auditory cortex results in 56
auditory cortex revealed by 356
auditory system carries on 128
auditory system respond to 45
auditory verbal imagery in 88
authentic choice because it 80
authentic italian cuisine in 41
authentic letter written by 51
authentic weight attaching to 52
authority already enjoyed by 44
authority already granted by 48
authority already granted to 56
authority appears chiefly in 54
authority appears irksome to 83
authority became supreme in 44
authority except insofar as 124
authority exists between the 63
authority exists capable of 40
authority figure because of 48
authority figure outside the 45
authority hereby granted to 62
authority herein granted is 77
authority herein granted to 245
authority highly exalted by 65
authority little inferior to 86
authority merely because he 60
authority merely because it 111
authority merely because of 61
authority merely because the 75
authority passes decrees on 66
authority rested largely on 58
authority shared between the 49
authority should attempt to 70
authority should consist of 67
authority should consult the 51
authority should control the 100
authority should examine the 47
authority should incline to 55
authority should include the 88
authority should present to 44
authority should prevail in 44
authority should protect the 69
authority should provide the 80
authority should require the 41
authority simply because he 143
authority simply because it 268
authority simply because of 101
authority simply because the 100
authority standing between the 73
authority standing outside to 57
authority stands between the 49
authority through control of 90
authority varied according to 102
authority varies according to 116
authority without affecting the 66
authority without consent of 704
authority without hampering it 68
authority without incurring the 57
authority without obtaining the 54
authority without question or 66
authority without referring to 45
authority without resorting to 76
authorize battle against the 47
authorize states parties to 621
authorizing felony arrests on 153
authorizing public schools to 41
automate various aspects of 120
automating various aspects of 59
autonomy varies according to 76
auxiliary always follows the 84
auxiliary forces against the 63
auxiliary troops against the 79
averaged almost exactly the 57
averaged annual returns of 74
averaged double figures in 96
averaged energy density is 46
averaged energy density of 55
awakened before daybreak by 99
awakened before daybreak the 78
awakened before sunrise by 99
axillary artery becomes the 134
axillary artery between the 64
