abandoning indian corn and 45
articles whose sole use 41
articles would have had 55
artisans found their way 57
artisans owned their own 73
artisans whose work was 303
artistic forms there was 50
artistic works other than 88
ascended about half way 115
ascended until their way 52
asperity which made them 52
asphodel which will not 63
aspirant whose work did 50
assassin would have had 75
assassin would meet with 41
assemble every third year 113
assemble under their own 71
assembly drawn from all 41
assembly lines turn out 52
assembly lines were being 40
assembly lines were not 52
assembly lines were set 69
assembly shall know that 1521
assembly shall make all 48
assembly shall pass all 101
assembly split into two 49
assembly where there are 152
assembly where there was 94
assembly where those who 60
assembly which ever met 45
assembly which from its 81
assembly would give way 92
assembly would have had 126
assertion about there being 49
assertion about what has 42
assertion holds true for 113
assertion often made that 596
assertion which says that 107
assertion which those who 43
assertion which will not 125
assessed under case iii 132
assessed under these two 94
assessed within their own 45
assessor shall make and 97
assessor shall make out 74
assignor would have had 40
associate anything else with 84
associate human beings with 92
associate learning task was 47
associate learning task with 41
associate learning test for 136
attached about half way 42
attached order form and 143
attacked human beings and 54
attacked people when they 57
attacked pilot knob and 49
attacked within their own 43
attacker would have had 69
attained about half its 52
attained after more than 68
attained anything like his 48
attained anything like its 252
attained anything more than 44
attained large size and 75
attained though even that 51
attained within less than 66
attempting anything like this 47
attempting anything more than 212
attempting which took its 42
attempts after peace had 148
attempts anything more than 40
attempts which have led 128
attempts which have not 185
attempts which have thus 52
attempts which were being 925
attempts which were not 176
attempts which were now 55
attempts which were then 217
attended daily mass and 284
attended every game and 48
attended every great and 46
attended georgia tech and 88
attended junior high and 99
attended where there was 53
attention apart from its 78
attention ceased from him 126
attention could make them 87
attention every time she 105
attention every time they 93
attention every time you 105
attention fifty years ago 53
attention first from its 52
attention fixed upon her 173
attention fixed upon him 154
attention fixed upon his 138
attention fixed upon one 128
attention fixed upon that 75
attention fixed upon them 129
attention fixed upon this 58
attention flits from one 73
attention forty years ago 41
attention jumps from one 60
attention looking back may 109
attention moved from her 40
attention moves back and 52
attention moves from one 460
attention rather from his 45
attention right away and 90
attention shift from one 63
attention since there are 71
attention since these are 51
attention thirty years ago 221
attention turns more and 40
attention which duty and 84
attention which made him 135
attention which nothing but 52
attention which only real 100
attention which sent them 50
attention which these two 61
attention which will not 49
attention within their own 41
attention would have had 66
attention would keep him 155
attitude about caring for 57
attitude about dealing with 83
attitude about drug use 43
attitude about food and 100
attitude about good and 94
attitude about health and 46
attitude about life and 627
attitude about life that 153
attitude about life was 61
attitude about love and 54
attitude about many things 80
attitude about most things 90
attitude about race and 43
attitude about reading and 49
attitude about self and 66
attitude about such things 132
attitude about their own 224
attitude about these things 92
attitude about those who 59
attitude about what she 59
attitude about what they 157
attitude about what was 110
attitude about what you 284
attitude about work and 189
attitude about your job 223
attitude about your own 128
attitude alone will not 103
attitude change from one 41
attitude change when they 105
attitude change will not 151
attitude comes from our 40
attitude could give her 127
attitude could only lead 89
attitude looks like that 49
attitude might have had 102
attitude might have led 92
attitude scale dealing with 65
attitude sprang from his 45
attitude stems from his 67
attitude which gave him 53
attitude which held that 107
attitude which leads him 101
attitude which leads one 51
attitude which leads them 58
attitude which lent them 63
attitude which made her 62
attitude which made him 309
attitude which made them 134
attitude which means that 91
attitude which more than 63
attitude which says that 492
attitude which sees all 44
attitude which those who 64
attitude which will bring 98
attitude which will lead 179
attitude which will not 146
attitude while dealing with 68
attitude would cost him 48
attitude would have had 111
attitude would have led 127
attitude would make him 62
attitude would make them 44
attorney about filing for 47
attorney eight years and 41
attorney gives full and 46
attorney shall file with 118
attorney shall sign all 85
attorney shall sign his 190
attorney shall think fit 540
attorney which cook had 50
attorney whose fees are 40
attorney whose name was 83
attorney would have had 104
attracting every other with 60
attracting people from all 736
attracting people from far 159
attracts every other with 258
attracts people from all 1290
attracts people from far 119
atypical chest pain and 526
atypical chest pain may 60
atypical chest pain who 58
atypical chest pain with 46
atypical facial pain and 413
atypical facial pain are 56
atypical facial pain has 47
atypical facial pain may 64
atypical facial pain with 40
audacity grown from his 139
audacity which made him 46
audience about their own 90
audience about what they 136
audience about what was 58
audience about what you 58
audience burst into long 50
audience comes away with 75
audience could feel that 128
audience could have had 96
audience could make out 57
audience could only see 76
audience could tell that 86
audience drawn from all 207
audience every time you 51
audience fancy their own 139
audience feels sure that 67
audience fixed upon him 51
audience knows more than 333
audience knows what has 49
audience knows what they 93
audience knows what you 184
audience liked what they 53
audience might feel that 160
audience might have had 244
audience might think that 190
audience might well ask 48
audience never knew that 95
audience right along with 54
audience split into two 45
audience which pays for 43
audience which will not 138
audience within their own 43
audience would break out 63
audience would call for 40
audience would call out 77
audience would feel that 176
audience would find them 54
audience would find this 45
audience would give him 74
audience would give them 40
audience would have got 42
audience would have had 934
audience would have its 40
audience would have read 149
audience would have sat 74
audience would know how 55
audience would know that 900
audience would know this 42
audience would know who 87
audience would look for 41
audience would make one 95
audience would moan with 51
audience would rise and 171
audience would roar with 106
audience would think that 352
audience would think they 41
audience would wait for 51
audience would walk out 239
auditory brain stem and 83
augmenting power from being 63
auguries drawn from his 42
authentic human life and 47
authentic indian arts and 89
authoress thrust upon her 52
authoress would have met 99
authority about their own 64
authority about what they 68
authority above mine but 59
authority above their own 180
authority alone will not 40
authority apart from god 50
authority apart from his 68
authority apart from its 41
authority apart from that 367
authority arising from his 83
authority based upon his 78
authority based upon its 45
authority binding upon this 52
authority breaks down and 46
authority broke down and 85
authority comes from and 41
authority comes from being 63
authority comes from god 4761
authority comes from her 50
authority comes from him 46
authority comes from his 231
authority comes from its 91
authority comes into being 156
authority could ever use 44
authority could have had 82
authority could make him 94
authority could move them 45
authority drawn into one 43
authority flowing from top 93
authority flows from and 40
authority flows from god 49
authority flows from top 206
authority given unto him 98
authority given unto them 879
authority gives only one 51
authority makes many things 51
authority might have had 67
authority nearly threw him 81
authority rests only with 78
authority rests upon his 298
authority rests upon its 52
authority running from top 135
authority shall file with 87
authority shall give due 49
authority shall have all 193
authority shall have and 86
authority shall make all 262
authority shall make its 93
authority shall take all 173
authority shall take her 40
authority shall think fit 372
authority shave their long 51
authority sprang from his 40
authority stems from his 144
authority stems from its 75
authority taken from him 60
authority taken from them 77
authority thrust upon him 48
authority thrust upon them 45
authority under part iii 298
authority under their own 116
authority under whom they 117
authority where there are 102
authority where there was 162
authority which awed both 44
authority which came with 56
authority which deals with 160
authority which dealt with 44
authority which gave him 140
authority which gave them 160
authority which have not 64
authority which held that 108
authority which leads them 48
authority which made him 237
authority which made his 63
authority which made them 250
authority which made this 48
authority which means that 99
authority which must not 118
authority which none can 106
authority which nothing can 84
authority which other men 55
authority which puts them 169
authority which says that 378
authority which there was 62
authority which these men 50
authority which told you 81
authority which went with 146
authority which were not 203
authority which will not 518
authority while there was 43
authority within their area 68
authority within their own 1728
authority would blur and 44
authority would give any 74
authority would give them 40
authority would give way 58
authority would have had 384
authority would have its 50
authority would have led 44
authority would lose its 42
authority would make him 45
authority would meet with 61
authority would rest with 274
autistic child will not 65
autocrat whose will was 57
autocrat whose word was 206
autonomy under their own 900
autonomy which made them 40
autonomy within their own 1656
autumnal fruit ripe and 154
auxiliary force just going 40
auxiliary power unit and 179
auxiliary power unit for 114
auxiliary power unit that 84
auxiliary power unit was 82
auxiliary verbs have and 116
auxiliary verbs will and 65
averaged about five and 51
averaged about five per 91
averaged about four and 92
averaged about four per 85
averaged about half that 268
averaged about nine and 56
averaged about three and 100
averaged about three per 109
averaged rather less than 162
averaged rather more than 203
averaged writing more than 41
averages about five per 57
averages about four and 59
averages about half that 203
averages about three and 120
averages rather less than 61
averages rather more than 86
averages taken over all 67
awakened every time they 89
axillary lymph node and 189
axillary lymph node was 166
axillary lymph node with 91
axillary nodes were not 88
