a and total phosphorus 112
a not inapt description 108
a not quite legitimate 52
a not quite successful 190
a ohio state university 46
a one could understand 188
a one count indictment 71
a one cubic centimeter 116
a one liter volumetric 579
a one party government 211
a one point difference 109
a one world government 2564
a pac could contribute 94
a par value equivalent 57
a path which eventually 82
a path which inevitably 43
a path which ultimately 112
a path whose destination 72
a pay phone downstairs 72
a peak power constraint 59
a per claim deductible 172
a pie chart illustrating 145
a pie chart representing 161
a pie chart represents 83
a poem about friendship 108
a poem about loneliness 82
a poem which celebrated 136
a poem which celebrates 286
a poem which represents 110
a poet could understand 46
a poet whose imagination 327
a poet whose inspiration 197
a poet whose utterances 49
a rap about historical 54
a rat liver preparation 101
a raw score difference 63
a raw score equivalent 130
a real bonding experience 109
a real close friendship 44
a real fancy restaurant 42
a real growing experience 75
a real growth experience 125
a real human brotherhood 56
a real human experience 170
a real inner experience 52
a real learning experience 3111
a real linear combination 80
a real local government 51
a real moral difference 98
a real moral imperative 40
a real moral superiority 51
a real party atmosphere 143
a real press conference 156
a real racial difference 59
a real sense represents 53
a real social conscience 254
a real social distinction 88
a real social experience 98
a real social institution 190
a real social phenomenon 186
a real state university 42
a real teaching university 50
a real though unconscious 71
a real though unfocussed 44
a real treaty acceptable 40
a real world application 816
a real world experience 116
a real world experiment 68
a real world government 554
a real world phenomenon 270
a red brick university 54
a red cross automobile 47
a red cross conference 164
a red cross detachment 154
a red cross emblazoned 72
a red cross helicopter 66
a red cross instructor 182
a red cross membership 54
a red cross surrounded 77
a red guard detachment 157
a red guard publication 249
a red herring prospectus 135
a red indian settlement 44
a red plush photograph 44
a san diego restaurant 51
a saw which represents 55
a set piece representing 47
a set which represents 51
a set whose membership 83
a sin whose punishment 46
a sir james mackintosh 44
a six sigma deployment 128
a song about friendship 76
a song about loneliness 44
a song about unrequited 45
a song which celebrated 114
a song which celebrates 108
a son under discipline 63
a sum about equivalent 191
a sum amply sufficient 503
a sum fully sufficient 102
a sum nearly equivalent 161
a sum nearly sufficient 65
a sum quite inadequate 178
a sum quite sufficient 213
a sum which approaches 49
a sum which eventually 49
a sum which represents 605
a sun ultra enterprise 75
a tag which identifies 45
a tax court memorandum 1235
a tax haven corporation 219
a tax option corporation 86
a tax shall distinctly 282
a tax would constitute 110
a tax would discourage 188
a team teaching arrangement 137
a thin layer continuous 98
a thin layer immediately 546
a thin layer sandwiched 60
a thin metal instrument 53
a thin sharp instrument 86
a tom jones absolutely 82
a too close application 235
a too close attachment 128
a too close comparison 71
a too close dependence 90
a too close examination 48
a too close observance 44
a too hasty acceptance 101
a too hasty application 94
a too hasty examination 41
a too large percentage 66
a too often overlooked 40
a too rapid consumption 87
a too rapid destruction 48
a too rapid effacement 90
a too rapid evaporation 329
a too rigid application 393
a too rigid discipline 85
a too rigid distinction 62
a too rigid insistence 141
a too rigid observance 85
a too rigid uniformity 45
a too sharp distinction 184
a too soaring imagination 86
a too strong attachment 86
a too strong propensity 64
a too vivid imagination 596
a top class restaurant 126
a top level conference 438
a top level management 180
a top state department 385
a two count indictment 67
a two phase alternator 82
a two point calibration 201
a two point difference 57
a two stage compressor 331
a two stage resistance 49
a two stage stratified 150
a use which interferes 167
a war about boundaries 47
a war about principles 61
a war labor conference 340
a war plant surrounded 124
a war waged ostensibly 49
a war which apparently 45
a war which devastated 68
a war which eventually 76
a war which originated 57
a war which terminated 96
a war which ultimately 72
a war whose bitterness 194
a war would inevitably 506
a way easily understood 152
a way fully compatible 44
a way fully consistent 89
a way fully sufficient 56
a way nearly everywhere 63
a way quite comparable 83
a way quite consistent 162
a way quite impossible 357
a way quite unexpected 109
a way quite unforeseen 51
a way which absolutely 60
a way which accurately 95
a way which adequately 60
a way which apparently 129
a way which approaches 111
a way which astonished 796
a way which astonishes 115
a way which beautifully 41
a way which completely 231
a way which conflicted 60
a way which constantly 58
a way which contrasted 88
a way which correlates 70
a way which determines 135
a way which diminishes 121
a way which disregards 62
a way which eliminated 46
a way which eliminates 205
a way which emphasized 160
a way which emphasizes 734
a way which encouraged 178
a way which encourages 692
a way which essentially 59
a way which eventually 120
a way which experience 146
a way which explicitly 107
a way which frequently 62
a way which frightened 89
a way which guaranteed 87
a way which guarantees 434
a way which harmonizes 106
a way which highlights 367
a way which identified 90
a way which identifies 120
a way which immediately 122
a way which implicitly 127
a way which inevitably 192
a way which influenced 79
a way which influences 192
a way which integrates 125
a way which interferes 233
a way which introduces 104
a way which jeopardizes 51
a way which maintained 54
a way which manifested 91
a way which ordinarily 50
a way which paralleled 55
a way which positively 53
a way which prefigures 91
a way which prejudices 93
a way which privileges 44
a way which profoundly 71
a way which recognized 66
a way which recognizes 419
a way which reconciles 63
a way which reinforced 113
a way which reinforces 341
a way which represents 236
a way which reproduces 77
a way which safeguards 161
a way which simplifies 65
a way which stimulated 84
a way which stimulates 131
a way which strengthened 71
a way which transcends 554
a way which transforms 135
a way which transmuted 75
a way which ultimately 236
a way which underlined 54
a way which underlines 93
a way which undermined 70
a way which undermines 275
a weak bonding interaction 40
a weak linear correlation 47
a weak local government 103
a weak state government 40
a weak state surrenders 40
a web based application 88
a web forms application 282
a wet mount examination 46
a wet mount preparation 262
a year after acceptance 137
a year after acquisition 45
a year after application 132
a year after appomattox 131
a year after bereavement 167
a year after eisenhower 73
a year after employment 43
a year after establishing 92
a year after experiencing 47
a year after gettysburg 123
a year after inoculation 54
a year after khrushchev 133
a year after negotiations 48
a year after pollination 337
a year after publication 1412
a year after retirement 483
a year after settlement 89
a year after shakespeare 78
a year after successful 60
a year after termination 317
a year after transplant 72
a year after unification 52
a year after vaccination 127
a year later discovered 42
a year later introduced 98
a year under instruction 42
a year under supervision 63
a year until retirement 52
a year which represents 64
a yet wider application 55
a zeal which approached 75
a zeal which surmounted 48
