abalone and sea urchin 136
adopted and the latter 57
adopted and the manner 153
adopted and the matter 71
adopted and the methods 209
adopted and the native 46
adopted and the nature 211
adopted and the number 221
adopted and the object 150
adopted and the policy 244
adopted and the public 48
adopted and the reasons 181
adopted and the report 45
adopted and the result 120
adopted and the school 42
adopted and the second 168
adopted and the senate 42
adopted and the states 56
adopted and the system 110
adopted and the united 170
adopted and the values 51
adopted and the various 109
adopted are the result 43
adopted both in england 147
adopted both in europe 59
adopted both in france 67
adopted for an entire 95
adopted for the actual 130
adopted for the annual 91
adopted for the atomic 73
adopted for the attack 122
adopted for the avowed 48
adopted for the better 888
adopted for the bottom 111
adopted for the bridge 158
adopted for the budget 88
adopted for the building 660
adopted for the carrying 190
adopted for the census 143
adopted for the choice 103
adopted for the church 300
adopted for the colony 96
adopted for the column 44
adopted for the common 693
adopted for the county 128
adopted for the course 123
adopted for the creation 317
adopted for the design 897
adopted for the direct 112
adopted for the double 284
adopted for the earlier 143
adopted for the eastern 47
adopted for the empire 42
adopted for the energy 65
adopted for the english 358
adopted for the entire 2314
adopted for the evasion 203
adopted for the family 72
adopted for the figure 53
adopted for the fiscal 61
adopted for the former 531
adopted for the french 315
adopted for the further 166
adopted for the future 2692
adopted for the german 281
adopted for the greater 149
adopted for the ground 153
adopted for the handling 143
adopted for the higher 187
adopted for the initial 219
adopted for the island 352
adopted for the larger 292
adopted for the latest 40
adopted for the latter 648
adopted for the layout 46
adopted for the lighting 41
adopted for the liquid 42
adopted for the london 118
adopted for the measure 42
adopted for the medium 40
adopted for the middle 42
adopted for the modeling 44
adopted for the models 41
adopted for the modern 90
adopted for the moment 306
adopted for the native 87
adopted for the newest 139
adopted for the normal 96
adopted for the number 49
adopted for the office 116
adopted for the output 49
adopted for the parish 51
adopted for the partial 47
adopted for the planning 90
adopted for the police 106
adopted for the printing 146
adopted for the proper 314
adopted for the public 1344
adopted for the reasons 151
adopted for the reform 146
adopted for the relief 1533
adopted for the repair 104
adopted for the return 63
adopted for the review 62
adopted for the russian 257
adopted for the safety 403
adopted for the sample 48
adopted for the school 287
adopted for the second 889
adopted for the section 98
adopted for the senate 275
adopted for the series 236
adopted for the silver 206
adopted for the simple 136
adopted for the spatial 54
adopted for the special 132
adopted for the speedy 121
adopted for the strict 49
adopted for the summer 42
adopted for the supply 597
adopted for the survey 719
adopted for the system 289
adopted for the tables 43
adopted for the training 246
adopted for the tunnel 47
adopted for the united 1220
adopted for the various 738
adopted for the volume 49
adopted for the younger 43
adopted had the effect 92
adopted may be called 68
adopted may be changed 58
adopted one or another 517
adopted out of foster 66
adopted out of regard 89
adopted son is called 59
adopted son of andrew 52
adopted son of another 128
adopted son of former 58
adopted son of france 49
adopted son of hadrian 231
adopted son of joseph 86
adopted son of julius 1373
adopted son of marcus 48
adopted son of prince 55
adopted son of robert 74
adopted son of trajan 66
adopted son of william 112
adopted son of yahweh 52
adopted that he should 42
adopted that of brutes 42
adopted that of inducing 57
adopted that the united 41
adopted them as models 63
adopted them in mature 47
adopted was the creation 101
adopted was the proper 72
adopted was the result 199
adopted was the simple 50
adopted was the wisest 48
adopted was to accept 42
adopted was to arrange 67
adopted was to assign 57
adopted was to assume 106
adopted was to attach 47
adopted was to attack 40
adopted was to choose 59
adopted was to decide 46
adopted was to divide 219
adopted was to employ 123
adopted was to follow 68
adopted was to impose 54
adopted was to invite 59
adopted was to measure 75
adopted was to obtain 98
adopted was to permit 76
adopted was to record 43
adopted was to reduce 95
adopted was to regard 44
adopted was to remove 62
adopted was to retain 63
adopted was to secure 49
adopted was to select 150
adopted with an intent 77
adopted with as little 86
adopted with or without 507
adopted with so little 120
adopted with the advice 56
adopted with the assent 109
adopted with the avowed 54
adopted with the creation 43
adopted with the design 52
adopted with the double 45
adopted with the french 47
adopted with the intent 325
adopted with the object 702
adopted with the result 186
adopted with the second 43
adopted with the special 45
adopted with the united 111
adopted with the utmost 593
adopted you as eldest 51
adopter and the person 90
adoption and the effect 44
adoption and the extent 72
adoption and the impact 76
adoption and the number 78
adoption and the person 61
adoption and the reasons 47
adoption and the rights 63
adoption and the second 44
adoption can be traced 75
adoption can be viewed 43
adoption for the entire 44
adoption for the future 91
adoption for the reward 45
adoption had no effect 53
adoption had the effect 57
adoption has the effect 53
adoption may be called 48
adoption was in reality 44
adoption was the result 127
adoption with or without 62
adorned for the ritual 68
adorned them so richly 53
adorned with an almost 126
adorned with an anchor 62
adorned with an animal 114
adorned with an arcade 225
adorned with an effigy 101
adorned with an engraving 255
adorned with an imposing 65
adorned with an ornate 153
adorned with no feature 95
adorned with sea shells 43
adorned with the badges 95
adorned with the battle 130
adorned with the brazen 147
adorned with the bright 151
adorned with the bronze 41
adorned with the buskin 71
adorned with the carved 285
adorned with the charms 132
adorned with the colors 165
adorned with the costly 43
adorned with the crowns 68
adorned with the design 89
adorned with the device 66
adorned with the divine 122
adorned with the double 102
adorned with the dragon 139
adorned with the effigy 100
adorned with the emblem 138
adorned with the epithet 89
adorned with the family 261
adorned with the famous 286
adorned with the feathers 328
adorned with the figure 1825
adorned with the finest 3259
adorned with the flower 115
adorned with the foliage 118
adorned with the french 112
adorned with the fruits 173
adorned with the gayest 179
adorned with the genius 45
adorned with the gilded 50
adorned with the gloves 49
adorned with the golden 249
adorned with the gorgon 41
adorned with the graces 804
adorned with the images 441
adorned with the jewels 279
adorned with the latest 111
adorned with the laurel 235
adorned with the legend 96
adorned with the letter 90
adorned with the lights 47
adorned with the lilies 64
adorned with the little 70
adorned with the lovely 82
adorned with the mantle 95
adorned with the marble 138
adorned with the merits 40
adorned with the nimbus 128
adorned with the oldest 42
adorned with the peacock 43
adorned with the plumes 137
adorned with the pretty 46
adorned with the prince 50
adorned with the proper 47
adorned with the purest 98
adorned with the purple 388
adorned with the quaint 78
adorned with the rarest 234
adorned with the regalia 44
adorned with the ribbon 73
adorned with the riches 93
adorned with the sacred 387
adorned with the scalps 71
adorned with the school 92
adorned with the shield 44
adorned with the silver 166
adorned with the simple 63
adorned with the skulls 161
adorned with the slogan 78
adorned with the special 53
adorned with the spirit 95
adorned with the spoils 1339
adorned with the statue 262
adorned with the symbol 168
adorned with the temple 74
adorned with the tender 108
adorned with the tinsel 49
adorned with the titles 176
adorned with the triple 89
adorned with the turban 83
adorned with the twelve 117
adorned with the useful 69
adorned with the utmost 919
adorned with the various 129
adorned with the virtue 114
adorned with the yellow 150
adorned with the zigzag 60
adrenal and the kidney 156
adrenal and the thyroid 230
advance all the reasons 44
advance and an attack 121
advance and do something 49
advance and go through 50
advance and in detail 312
advance and in excess 78
advance and in retreat 200
advance and is called 120
advance and is likely 87
advance and it should 62
advance and no retreat 113
advance and the actual 105
advance and the amount 339
advance and the attack 207
advance and the battle 152
advance and the charge 41
advance and the creation 40
advance and the degree 101
advance and the entire 137
advance and the extent 173
advance and the french 117
advance and the german 100
advance and the greater 40
advance and the handling 119
advance and the latter 63
advance and the nature 67
advance and the number 228
advance and the prices 60
advance and the result 121
advance and the retreat 454
advance and the second 198
advance and the seller 52
advance and the sudden 41
advance and the troops 49
advance and to accept 48
advance and to arrange 40
advance and to attack 139
advance and to become 55
advance and to defend 49
advance and to direct 104
advance and to enable 40
advance and to ensure 104
advance and to excise 79
advance and to extend 49
advance and to follow 46
advance and to obtain 41
advance and to recede 128
advance and to retire 127
advance and to retreat 501
advance and to secure 182
advance are the result 280
advance both the public 199
advance but to retard 51
advance can be clearly 42
advance can be gained 54
advance can be halted 73
advance can be looked 55
advance can be traced 327
advance for an attack 48
advance for an entire 138
advance for the actual 93
advance for the amount 240
advance for the annual 55
advance for the attack 159
advance for the better 177
advance for the building 41
advance for the church 119
advance for the english 115
advance for the entire 1484
advance for the family 52
advance for the french 51
advance for the future 723
advance for the latter 62
advance for the masses 57
advance for the moment 310
advance for the number 164
advance for the proper 54
advance for the public 281
advance for the relief 612
advance for the return 55
advance for the rights 88
advance for the second 393
advance for the soviet 110
advance for the special 119
advance for the speedy 74
advance for the summer 137
advance for the supply 239
advance for the united 217
advance for the various 162
advance for the winter 79
advance for to finish 52
advance had the effect 112
advance him so little 126
advance him the amount 73
advance him the needed 110
advance him to greater 43
advance him to higher 51
advance how he should 83
advance how to handle 255
advance how to manage 42
advance led to another 54
advance may be judged 99
advance may be looked 91
advance may be traced 128
advance near the isthmus 45
advance nor to recede 44
advance nor to retard 206
advance nor to retreat 139
advance not to accept 70
advance not to exceed 155
advance not to expect 106
advance one or another 209
advance than to recede 42
advance than to retire 91
advance than to retreat 249
advance that an attack 68
advance that he should 264
advance that he wanted 103
advance that if called 96
advance that in france 107
advance that it should 214
advance that no matter 75
advance that the actual 45
advance that the answer 370
advance that the attack 84
advance that the building 44
advance that the client 155
advance that the effect 42
advance that the effort 57
advance that the english 142
advance that the entire 53
advance that the findings 42
advance that the french 164
advance that the german 111
advance that the indians 43
advance that the latter 106
advance that the letter 50
advance that the number 207
advance that the object 133
advance that the person 114
advance that the result 124
advance that the second 57
advance that the soviet 131
advance that the speech 40
advance that the system 72
advance that the target 46
advance that the united 573
advance that we should 369
advance them to higher 167
advance was in reality 44
advance was of course 59
advance was the advent 43
advance was the building 76
advance was the creation 130
advance was the result 426
advance was the signal 161
advance was to recede 43
advance who is likely 169
advance with an unruly 70
advance with as little 196
advance with it across 41
advance with or without 61
advance with the client 159
advance with the column 97
advance with the entire 116
advance with the forces 63
advance with the french 80
advance with the future 45
advance with the greater 181
advance with the latter 56
advance with the lights 63
advance with the object 392
advance with the person 87
advance with the police 86
advance with the proper 100
advance with the result 110
advance with the school 82
advance with the second 47
advance with the soviet 42
advance with the spirit 165
advance with the teacher 98
advance with the troops 880
advance with the united 121
advance with the utmost 1444
advancing age in humans 71
advancing age in normal 82
advancing age is called 47
advancing age the amount 46
advancing age the number 48
advancing and the number 53
advancing and the receding 425
advancing and the retiring 102
advancing for an attack 67
advancing for the attack 43
advancing for the relief 48
advancing heap of clothes 52
advancing near the pulpit 179
advancing one or another 47
advancing them to higher 46
advancing with the french 50
advancing with the greater 43
advancing with the spirit 70
advancing with the troops 142
advancing with the utmost 860
adverbs can be formed 165
adverbs can be placed 83
adverbs may be formed 175
adverbs may be placed 59
adverbs with the suffix 58
adverse for the united 44
adverse than the impact 55
adverse use of another 110
advices how to behave 42
advised any to refuse 88
advised for the future 274
advised for the latter 48
advised for the relief 180
advised her by letter 49
advised her in regard 42
advised her to accept 1105
advised her to answer 54
advised her to arrange 51
advised her to assume 89
advised her to attend 128
advised her to become 327
advised her to behave 51
advised her to beware 73
advised her to cancel 67
advised her to choose 191
advised her to commit 61
advised her to comply 107
advised her to conceal 89
advised her to demand 71
advised her to desist 67
advised her to devote 110
advised her to employ 78
advised her to enroll 56
advised her to escape 99
advised her to finish 62
advised her to follow 514
advised her to forget 292
advised her to hasten 60
advised her to ignore 193
advised her to inform 144
advised her to insist 64
advised her to invest 167
advised her to invite 50
advised her to listen 74
advised her to obtain 102
advised her to pursue 201
advised her to ratify 136
advised her to reduce 52
advised her to refuse 158
advised her to reject 157
advised her to remain 779
advised her to remove 235
advised her to repair 67
advised her to report 127
advised her to resign 80
advised her to resist 222
advised her to resume 51
advised her to retain 82
advised her to retire 329
advised her to return 1563
advised her to secure 98
advised her to select 74
advised her to settle 137
advised her to strike 40
advised her to submit 375
advised her to summon 67
advised her to switch 41
advised her to travel 114
advised her to winter 42
advised him by letter 159
advised him he should 76
advised him in future 323
advised him in regard 62
advised him on policy 114
advised him to absent 163
advised him to accede 118
advised him to accept 4005
advised him to accuse 50
advised him to adhere 118
advised him to always 58
advised him to answer 211
advised him to arrange 179
advised him to arrest 169
advised him to assail 131
advised him to assert 74
advised him to assist 40
advised him to assume 216
advised him to attach 71
advised him to attack 577
advised him to attend 554
advised him to banish 100
advised him to become 1086
advised him to behave 161
advised him to betake 89
advised him to beware 560
advised him to borrow 166
advised him to cancel 221
advised him to charge 48
advised him to choose 779
advised him to commit 267
advised him to comply 454
advised him to conceal 296
advised him to confer 102
advised him to decide 65
advised him to defend 77
advised him to delete 53
advised him to demand 239
advised him to depart 376
advised him to desert 96
advised him to desist 870
advised him to devote 602
advised him to direct 162
advised him to disarm 41
advised him to divert 59
advised him to divide 100
advised him to double 183
advised him to effect 48
advised him to embark 133
advised him to employ 555
advised him to encamp 76
advised him to enlist 158
advised him to enroll 95
advised him to ensure 53
advised him to escape 609
advised him to eschew 49
advised him to expect 206
advised him to expunge 64
advised him to extend 91
advised him to fasten 40
advised him to finish 258
advised him to follow 1471
advised him to forbear 97
advised him to forbid 71
advised him to forget 724
advised him to govern 56
advised him to handle 41
advised him to hasten 443
advised him to hearken 48
advised him to ignore 474
advised him to induce 46
advised him to inform 299
advised him to insert 61
advised him to insist 155
advised him to invade 72
advised him to invest 309
advised him to invite 183
advised him to launch 45
advised him to listen 179
advised him to locate 53
advised him to manage 49
advised him to mention 59
advised him to modify 81
advised him to murder 43
advised him to notify 58
advised him to obtain 408
advised him to occupy 157
advised him to oppose 72
advised him to permit 59
advised him to prefer 78
advised him to profit 61
advised him to punish 100
advised him to pursue 707
advised him to ratify 45
advised him to recall 136
advised him to recite 87
advised him to reduce 303
advised him to reform 136
advised him to refuse 658
advised him to regard 53
advised him to reject 324
advised him to rejoin 106
advised him to release 136
advised him to remain 2989
advised him to remove 846
advised him to repair 411
advised him to repent 86
advised him to report 256
advised him to reside 80
advised him to resign 1463
advised him to resist 232
advised him to resort 134
advised him to resume 192
advised him to retain 330
advised him to retire 2033
advised him to retreat 635
advised him to return 5806
advised him to revenge 52
advised him to revert 46
advised him to revoke 41
advised him to secure 512
advised him to select 265
advised him to settle 939
advised him to simply 51
advised him to strike 255
advised him to submit 1198
advised him to suffer 53
advised him to summon 314
advised him to switch 86
advised him to travel 737
advised how he should 60
advised how to handle 44
advised how to obtain 42
advised not to accept 734
advised not to answer 233
advised not to assume 150
advised not to attach 40
advised not to attack 108
advised not to attend 421
advised not to become 796
advised not to choose 129
advised not to commit 106
advised not to demand 41
advised not to depend 152
advised not to deviate 43
advised not to donate 102
advised not to douche 97
advised not to embark 123
advised not to employ 112
advised not to exceed 137
advised not to expect 312
advised not to expose 143
advised not to extend 74
advised not to follow 278
advised not to forget 149
advised not to handle 78
advised not to hazard 101
advised not to ignore 166
advised not to impose 70
advised not to insist 178
advised not to invest 101
advised not to invite 45
advised not to listen 77
advised not to meddle 197
advised not to mention 192
advised not to oppose 78
advised not to permit 119
advised not to pursue 319
advised not to refuse 52
advised not to regard 65
advised not to remain 147
advised not to remove 89
advised not to report 66
advised not to resist 76
advised not to resort 70
advised not to resume 67
advised not to return 720
advised not to select 67
advised not to settle 67
advised not to strain 55
advised not to submit 138
advised not to suffer 40
advised not to tackle 40
advised not to travel 600
advised not to wander 109
advised than by reducing 41
advised that an attack 158
advised that an effort 82
advised that he needed 168
advised that he remain 57
advised that he return 76
advised that he should 11595
advised that he thought 53
advised that he wanted 71
advised that he wished 44
advised that in future 439
advised that it should 7229
advised that no answer 58
advised that no further 763
advised that no matter 47
advised that the actual 40
advised that the agency 62
advised that the allies 51
advised that the amount 171
advised that the answer 72
advised that the attack 171
advised that the authors 51
advised that the battle 43
advised that the bishop 42
advised that the bridge 80
advised that the building 149
advised that the chance 52
advised that the charge 46
advised that the choice 62
advised that the church 148
advised that the claims 50
advised that the clause 42
advised that the client 73
advised that the colony 49
advised that the course 86
advised that the courts 93
advised that the credit 53
advised that the demand 71
advised that the disease 41
advised that the doctor 106
advised that the effect 99
advised that the english 374
advised that the entire 529
advised that the estate 65
advised that the existing 265
advised that the family 141
advised that the flight 52
advised that the forces 58
advised that the former 259
advised that the french 548
advised that the future 127
advised that the german 315
advised that the ground 154
advised that the import 103
advised that the indians 156
advised that the infant 137
advised that the initial 88
advised that the italian 92
advised that the latter 320
advised that the lawyer 246
advised that the leaders 54
advised that the letter 119
advised that the market 60
advised that the matter 803
advised that the measure 70
advised that the militia 56
advised that the mission 78
advised that the monthly 53
advised that the nature 58
advised that the normal 52
advised that the number 238
advised that the object 52
advised that the office 230
advised that the opinion 55
advised that the orders 47
advised that the owners 54
advised that the papers 70
advised that the parent 79
advised that the person 126
advised that the places 42
advised that the police 464
advised that the policy 272
advised that the powers 74
advised that the prince 189
advised that the proofs 81
advised that the proper 190
advised that the public 274
advised that the relief 43
advised that the remedy 46
advised that the report 138
advised that the result 47
advised that the retreat 56
advised that the return 42
advised that the romans 53
advised that the russian 171
advised that the safest 205
advised that the scheme 87
advised that the school 344
advised that the second 172
advised that the senate 121
advised that the sooner 40
advised that the soviet 246
advised that the speech 40
advised that the station 82
advised that the status 58
advised that the strike 109
advised that the sultan 109
advised that the supply 43
advised that the surgeon 53
advised that the survey 59
advised that the system 157
advised that the teacher 137
advised that the troops 241
advised that the united 2645
advised that the vessel 81
advised that the writer 50
advised that we needed 50
advised that we return 45
advised that we should 6009
advised them by letter 81
advised them in future 44
advised them to accept 981
advised them to adhere 63
advised them to arrange 53
advised them to assail 49
advised them to assume 66
advised them to attack 163
advised them to attend 205
advised them to become 233
advised them to behave 79
advised them to beware 121
advised them to cancel 55
advised them to choose 522
advised them to commit 103
advised them to comply 89
advised them to conceal 143
advised them to decide 46
advised them to defend 67
advised them to demand 59
advised them to depart 144
advised them to desist 181
advised them to devote 74
advised them to direct 54
advised them to divest 43
advised them to divide 68
advised them to employ 158
advised them to escape 106
advised them to expect 76
advised them to follow 764
advised them to forget 130
advised them to hasten 93
advised them to ignore 166
advised them to inform 64
advised them to insist 45
advised them to invest 75
advised them to invite 117
advised them to launch 142
advised them to listen 125
advised them to notify 45
advised them to obtain 193
advised them to oppose 44
advised them to prefer 135
advised them to pursue 94
advised them to reduce 77
advised them to refuse 170
advised them to regard 45
advised them to reject 108
advised them to release 65
advised them to remain 1340
advised them to remove 625
advised them to repair 59
advised them to repent 57
advised them to report 77
advised them to resign 73
advised them to resist 210
advised them to resort 61
advised them to resume 58
advised them to retain 63
advised them to retire 240
advised them to retreat 73
advised them to return 1858
advised them to secure 131
advised them to select 100
advised them to settle 478
advised them to strike 84
advised them to strive 41
advised them to submit 526
advised them to suffer 89
advised them to summon 40
advised them to temper 41
advised them to travel 123
advised tom to excuse 94
advised with me before 120
advised with no public 41
advised with the eldest 60
advised you to accept 97
advised you to become 51
advised you to choose 44
advised you to commit 43
advised you to follow 81
advised you to invest 45
advised you to pursue 52
advised you to refuse 70
advised you to remain 109
advised you to remove 42
advised you to resist 59
advised you to return 79
advised you to something 42
adviser and an expert 54
adviser and my friend 46
adviser and the client 168
adviser and the person 47
adviser for the entire 62
adviser for the school 123
adviser for the united 220
adviser for the william 41
adviser may be called 47
advises her to accept 166
advises her to become 40
advises her to choose 50
advises her to follow 61
advises her to forget 120
advises her to remain 80
advises her to return 146
advises her to submit 53
advises him by letter 46
advises him to accept 194
advises him to become 74
advises him to choose 111
advises him to devote 49
advises him to escape 63
advises him to follow 179
advises him to forget 163
advises him to pursue 322
advises him to reduce 71
advises him to remain 132
advises him to resign 44
advises him to retire 69
advises him to return 411
advises him to settle 45
advises him to soften 62
advises him to submit 47
advises not to become 44
advises that he should 273
advises that it should 708
advises that the amount 54
advises that the entire 47
advises that the latter 43
advises that the proper 48
advises that the surgeon 56
advises that the teacher 40
advises that the united 128
advises that we should 798
advises them to attend 41
advises them to choose 58
advises them to follow 77
advises them to remain 97
advises them to remove 47
advises them to retire 93
advises them to return 98
advises them to submit 43
advises you to choose 44
advises you to depart 69
advises you to follow 51
advises you to listen 61
advises you to reject 86
advises you to remain 54
advises you to remove 151
advises you to return 60
aerosols can be formed 65
aerosols may be formed 107
aesthetic act is itself 152
aesthetic and an ethical 212
aesthetic and the erotic 152
aesthetic and the ethical 2904
aesthetic and the purely 55
aesthetic and the sexual 186
aesthetic and the useful 61
aesthetic but an ethical 46
aesthetic can be traced 129
aesthetic end in itself 718
aesthetic for the ethical 41
aesthetic with the ethical 95
affairs and an active 83
affairs and by ordering 196
affairs and he became 50
affairs and in charge 42
affairs and in church 81
affairs and in deciding 115
affairs and in effect 40
affairs and in family 49
affairs and in nature 54
affairs and in public 247
affairs and in various 49
affairs and is always 44
affairs and it became 52
affairs and it seemed 42
affairs and it should 41
affairs and my family 43
affairs and of course 71
affairs and of english 95
affairs and of little 42
affairs and of public 233
affairs and on public 73
affairs and the actions 61
affairs and the actual 196
affairs and the amount 102
affairs and the belief 49
affairs and the budget 124
affairs and the building 121
affairs and the causes 238
affairs and the changes 63
affairs and the choice 55
affairs and the church 151
affairs and the common 163
affairs and the course 150
affairs and the creation 129
affairs and the crisis 42
affairs and the dangers 90
affairs and the degree 95
affairs and the deputy 50
affairs and the desire 117
affairs and the duties 249
affairs and the effect 73
affairs and the english 40
affairs and the entire 77
affairs and the estate 76
affairs and the events 111
affairs and the existing 98
affairs and the extent 165
affairs and the family 101
affairs and the forces 40
affairs and the former 96
affairs and the french 165
affairs and the future 690
affairs and the german 60
affairs and the global 47
affairs and the greater 90
affairs and the handling 82
affairs and the higher 52
affairs and the impact 105
affairs and the issues 75
affairs and the latest 71
affairs and the latter 396
affairs and the limits 41
affairs and the manner 126
affairs and the marine 103
affairs and the matter 51
affairs and the merits 91
affairs and the methods 73
affairs and the nature 290
affairs and the number 89
affairs and the office 114
affairs and the person 61
affairs and the police 180
affairs and the policy 306
affairs and the powers 60
affairs and the pressing 48
affairs and the profit 137
affairs and the proper 129
affairs and the public 840
affairs and the reality 48
affairs and the reasons 70
affairs and the recent 104
affairs and the result 98
affairs and the rights 138
affairs and the russian 102
affairs and the second 223
affairs and the soviet 141
affairs and the special 82
affairs and the spirit 105
affairs and the status 55
affairs and the strength 42
affairs and the system 40
affairs and the temper 101
affairs and the training 97
affairs and the united 361
affairs and the urgent 44
affairs and the various 123
affairs and the workings 61
affairs and to accept 107
affairs and to advise 129
affairs and to arrange 73
affairs and to arrive 41
affairs and to assert 40
affairs and to assist 104
affairs and to assume 110
affairs and to assure 64
affairs and to attend 99
affairs and to become 178
affairs and to choose 67
affairs and to decide 165
affairs and to defend 86
affairs and to demand 67
affairs and to devote 106
affairs and to direct 79
affairs and to enable 45
affairs and to enlist 60
affairs and to ensure 160
affairs and to extend 50
affairs and to follow 59
affairs and to foster 60
affairs and to further 114
affairs and to govern 314
affairs and to impose 58
affairs and to insist 42
affairs and to listen 44
affairs and to manage 66
affairs and to obtain 121
affairs and to oppose 58
affairs and to permit 57
affairs and to pursue 49
affairs and to reduce 93
affairs and to regain 54
affairs and to remain 49
affairs and to remove 78
affairs and to report 175
affairs and to resume 51
affairs and to retain 51
affairs and to return 87
affairs and to secure 160
affairs and to settle 160
affairs and to submit 48
affairs and to supply 42
affairs and we should 59
affairs are an object 54
affairs are in better 111
affairs are in charge 73
affairs are in pretty 169
affairs are my direct 82
affairs are of course 82
affairs are of little 86
affairs are of public 48
affairs are so changed 47
affairs are so pressing 49
affairs are the fields 49
affairs are the proper 61
affairs are the result 84
affairs both in church 333
affairs both in england 209
affairs both in europe 60
affairs both of church 345
affairs but to decide 58
affairs can be better 142
affairs can be called 102
affairs can be changed 159
affairs can be clearly 49
affairs can be gained 53
affairs can be gauged 70
affairs can be greatly 43
affairs can be judged 145
affairs can be placed 45
affairs can be reached 57
affairs can be readily 74
affairs can be summed 49
affairs can be thought 70
affairs can be traced 526
affairs can be treated 43
affairs can be viewed 106
affairs for the better 653
affairs for the church 105
affairs for the colony 54
affairs for the common 233
affairs for the english 113
affairs for the entire 529
affairs for the family 124
affairs for the french 272
affairs for the future 1478
affairs for the german 83
affairs for the greater 77
affairs for the london 155
affairs for the moment 247
affairs for the public 516
affairs for the soviet 56
affairs for the united 924
affairs for the voyage 42
affairs going on around 55
affairs had of course 45
affairs had so changed 71
affairs had the effect 105
affairs has the effect 68
affairs may be better 175
affairs may be called 140
affairs may be changed 79
affairs may be created 47
affairs may be deemed 59
affairs may be further 48
affairs may be gained 45
affairs may be judged 133
affairs may be partly 57
affairs may be placed 43
affairs may be readily 65
affairs may be safely 48
affairs may be summed 41
affairs may be thought 54
affairs may be traced 154
affairs may be viewed 51
affairs may be wisely 47
affairs not in regard 57
affairs than the english 252
affairs than the french 208
affairs than the latter 93
affairs than the united 136
affairs that go beyond 73
affairs that he became 127
affairs that he caught 47
affairs that he should 93
affairs that he thought 91
affairs that is likely 68
affairs that is neither 94
affairs that it serves 82
affairs that it should 114
affairs that the amount 55
affairs that the english 144
affairs that the former 56
affairs that the french 111
affairs that the latter 52
affairs that the london 102
affairs that the matter 48
affairs that the person 57
affairs that the public 65
affairs that the rights 53
affairs that the speaker 79
affairs that the united 396
affairs that we clearly 57
affairs that we should 255
affairs was an object 69
affairs was in charge 40
affairs was in effect 42
affairs was in itself 255
affairs was in reality 53
affairs was no better 122
affairs was of course 307
affairs was so alarming 74
affairs was so feeble 48
affairs was so highly 44
affairs was so serious 73
affairs was the creation 83
affairs was the direct 95
affairs was the result 535
affairs was the source 40
affairs was to become 93
affairs was to obtain 40
affairs was to remain 110
affairs with an almost 53
affairs with as little 225
affairs with my brother 50
affairs with no thought 40
affairs with or without 74
affairs with so little 99
affairs with the advice 146
affairs with the creeks 43
affairs with the english 393
affairs with the family 78
affairs with the feelings 45
affairs with the female 45
affairs with the french 650
affairs with the future 42
affairs with the german 167
affairs with the greater 74
affairs with the indians 3444
affairs with the ladies 108
affairs with the latter 48
affairs with the leaders 48
affairs with the narrow 60
affairs with the object 107
affairs with the prince 80
affairs with the public 140
affairs with the rebels 77
affairs with the result 139
affairs with the russian 133
affairs with the soviet 135
affairs with the spirit 62
affairs with the sultan 48
affairs with the united 715
affairs with the utmost 1724
affairs with the various 64
affecting all of europe 130
affecting all the cities 45
affecting all the graces 119
affecting all the joints 44
affecting all the layers 47
affecting all the nations 66
affecting all the nerves 47
affecting all the organs 101
affecting all the peoples 44
affecting all the powers 53
affecting all the senses 106
affecting all the states 281
affecting all the various 41
affecting both the amount 147
affecting both the degree 41
affecting both the demand 334
affecting both the nature 89
affecting both the number 54
affecting both the person 52
affecting both the public 254
affecting both the rights 69
affecting both the supply 215
affecting both the volume 41
affecting death of ophelia 83
affecting for the better 150
affecting for the moment 55
affecting not to depend 130
affecting not to glance 77
affecting not to listen 93
affecting not to notice 936
affecting not to remark 50
affecting one or another 95
affecting than the latter 90
affecting than the system 61
affecting that of another 54
affecting them in various 73
affects all the assets 49
affects all the family 42
affects all the future 484
affects all the groups 46
affects all the joints 45
affects all the layers 131
affects all the mucous 50
affects all the nerves 53
affects all the organs 350
affects all the senses 150
affects all the stages 48
affects all the states 65
affects all the various 43
affects both the amount 355
affects both the choice 93
affects both the degree 101
affects both the demand 381
affects both the design 135
affects both the direct 41
affects both the energy 60
affects both the extent 90
affects both the height 84
affects both the income 78
affects both the initial 88
affects both the nature 174
affects both the number 276
affects both the person 68
affects both the public 160
affects both the safety 40
affects both the signal 46
affects both the strength 90
affects both the supply 290
affects both the system 42
affects both the volume 97
affects her so deeply 45
affects him so deeply 93
affects him so little 43
affects how the person 125
affects how the public 58
affects how the system 101
affects how we behave 208
affects how we define 52
affects how we relate 199
affects how we should 78
affects man in masses 50
affects not the matter 63
affects not the nature 49
affects not to admire 57
affects not to conceal 52
affects not to notice 283
affects one in twenty 51
affects one or another 66
affects that of another 147
affects them in various 58
affects them so deeply 42
affects you as little 80
affects you so deeply 47
affirming that he should 176
affirming that he sought 110
affirming that he wanted 134
affirming that it exists 65
affirming that it seemed 56
affirming that it should 52
affirming that no measure 55
affirming that no prince 58
affirming that the church 794
affirming that the course 119
affirming that the damned 89
affirming that the divine 101
affirming that the emotion 45
affirming that the english 69
affirming that the entire 113
affirming that the former 196
affirming that the french 215
affirming that the future 90
affirming that the german 46
affirming that the gospel 45
affirming that the intent 75
affirming that the latter 310
affirming that the letter 72
affirming that the messiah 67
