rabbit ova in relation to 81
reform and the attempt to 55
reform and the awakening of 49
reform and the beginning of 342
reform and the concept of 46
reform and the control of 132
reform and the decline of 152
reform and the defense of 64
reform and the demands of 62
reform and the division of 85
reform and the ecology of 51
reform and the effects of 207
reform and the election of 81
reform and the failure of 173
reform and the function of 42
reform and the history of 121
reform and the increase in 178
reform and the increase of 44
reform and the nurture of 52
reform and the origins of 132
reform and the passage of 69
reform and the position of 208
reform and the problem of 186
reform and the process of 955
reform and the promise of 65
reform and the pursuit of 108
reform and the quality of 110
reform and the question of 302
reform and the redress of 111
reform and the removal of 675
reform and the renewal of 162
reform and the revision of 65
reform and the revival of 114
reform and the success of 160
reform and the support of 106
reform and the triumph of 110
reform and the virtues of 102
reform and the welfare of 155
reform and to improve the 182
reform and to protect the 97
reform are the subject of 46
reform can be defined as 161
reform far in advance of 63
reform for the benefit of 1350
reform for the duration of 129
reform for the purpose of 545
reform for the welfare of 42
reform had the support of 65
reform was an attempt to 236
reform was an increase in 54
reform was the absence of 40
reform was the adoption of 172
reform was the attempt to 98
reform was the beginning of 53
reform was the division of 65
reform was the outcome of 87
reform was the passage of 72
reform was the problem of 42
reform was the product of 103
reform was the question of 92
reform was the removal of 117
reform was the subject of 136
reform was to abolish the 126
reform was to improve the 147
reform was to increase the 303
reform was to prevent the 65
reform was to proceed in 46
reform was to replace the 84
reform was to restore the 61
reform with the purpose of 103
reform with the question of 49
reform with the support of 159
refuge for the benefit of 49
refuge for the duration of 54
refuge for the enemies of 90
refuge for the friends of 43
refuge for the members of 107
refuge for the purpose of 143
refuge for the remnant of 73
refuge for the spirits of 42
refuge for the victims of 402
refuge near the sources of 46
refuge with the athenians as 52
refuge with the british at 58
refuge with the british in 141
refuge with the enemies of 68
refuge with the knights of 150
refuge with the remains of 61
refuge with the remnant of 181
refuge with the sisters of 52
refund for the benefit of 55
refund may be allowed or 263
refund may be reduced by 64
refuse for the purpose of 42
refuse him the benefit of 183
refuse him the element he 54
refuse him the pleasure of 61
refuse him the tribute of 58
refuse not to descend at 64
refuse them the benefit of 46
refuse them the liberty of 126
refuse them the tribute of 43
refusing for the present to 56
refusing him the benefit of 70
regard all the affairs of 198
regard all the efforts of 40
regard all the members of 117
regard all the objects of 71
regard all the systems of 363
regard and the details of 46
regard and the respect of 78
regard are the studies of 62
regard both as present to 96
regard due to kindred in 133
regard for or devotion to 68
regard for the ability of 445
regard for the ability to 56
regard for the affairs of 63
regard for the balance of 221
regard for the beauties of 73
regard for the behavior of 61
regard for the benefit of 627
regard for the chances of 42
regard for the comfort of 1770
regard for the comfort or 73
regard for the concept of 231
regard for the conduct of 76
regard for the content of 224
regard for the context in 197
regard for the context of 105
regard for the context or 43
regard for the counsel of 46
regard for the country as 42
regard for the country in 74
regard for the country of 58
regard for the culture of 110
regard for the customs of 171
regard for the decision of 138
regard for the decorum of 46
regard for the demands of 695
regard for the desires of 242
regard for the desires or 78
regard for the details of 515
regard for the dignity of 6128
regard for the division of 52
regard for the economy of 266
regard for the effects of 1285
regard for the effects on 302
regard for the efforts of 105
regard for the element of 79
regard for the emperor of 117
regard for the essence of 107
regard for the example of 42
regard for the factors of 41
regard for the fitness of 389
regard for the founder of 45
regard for the frailty of 47
regard for the freedom of 528
regard for the function of 130
regard for the glories of 109
regard for the gravity of 70
regard for the harmony of 62
regard for the hazards of 60
regard for the history of 232
regard for the honesty of 50
regard for the infancy of 53
regard for the justice of 260
regard for the language of 108
regard for the lessons of 137
regard for the liberty of 1505
regard for the location of 250
regard for the majesty of 301
regard for the marquis of 88
regard for the members of 339
regard for the millions of 42
regard for the minutiae of 80
regard for the modesty of 99
regard for the motives of 60
regard for the mystery of 60
regard for the natives of 47
regard for the nuances of 64
regard for the objects of 85
regard for the opinions of 5332
regard for the opinions or 83
regard for the outcome of 79
regard for the passage of 53
regard for the patient as 266
regard for the persons of 53
regard for the pleasure of 81
regard for the position of 676
regard for the primacy of 84
regard for the privacy of 219
regard for the problem of 111
regard for the process of 155
regard for the purpose of 426
regard for the pursuit of 48
regard for the quality of 1500
regard for the quality or 57
regard for the question of 204
regard for the reactions of 74
regard for the relation of 176
regard for the religion of 238
regard for the remains of 46
regard for the respect of 99
regard for the results of 193
regard for the science of 96
regard for the service of 106
regard for the species of 41
regard for the spirits of 88
regard for the subject of 153
regard for the success of 351
regard for the suffering of 147
regard for the support of 113
regard for the talents of 85
regard for the unities of 131
regard for the utility of 78
regard for the variety of 96
regard for the victims of 59
regard for the virtues of 280
regard for the weakness of 141
regard for the welfare of 25002
regard for the welfare or 71
regard for the worship of 60
regard him as capable of 127
regard him as perhaps the 73
regard him as subject to 162
regard him as superior to 69
regard him as typical of 69
regard him or herself as 213
regard men as superior to 52
regard that the concept of 104
regard them as aspects of 189
regard them as capable of 607
regard them as deserving of 69
regard them as differing in 50
regard them as emblems of 141
regard them as enemies of 128
regard them as enemies or 46
regard them as enemies to 54
regard them as figures of 46
regard them as inferior in 41
regard them as inferior to 218
regard them as matters of 633
regard them as measures of 64
regard them as members of 1014
regard them as objects of 700
regard them as opposed to 60
regard them as outside the 239
regard them as peculiar to 46
regard them as persons of 49
regard them as pillars of 101
regard them as reduced to 49
regard them as referring to 182
regard them as related to 117
regard them as results of 54
regard them as similar to 54
regard them as sources of 412
regard them as subject to 107
regard them as superior to 114
regard them as symbols of 598
regard them as typical of 174
regard them as unworthy of 152
regard them as variants of 176
regard them as victims of 67
regard them in relation to 84
regard this as perhaps the 50
regard this as referring to 120
regard you as capable of 42
regard you as enemies of 42
regime and an attempt to 45
regime and in support of 78
regime and the ability of 63
regime and the absence of 177
regime and the adoption of 88
regime and the arrival of 82
regime and the attempt to 40
regime and the balance of 44
regime and the beginning of 612
regime and the country as 110
regime and the effects of 111
regime and the election of 73
regime and the failure of 89
regime and the horrors of 76
regime and the ideology of 43
regime and the members of 50
regime and the outbreak of 72
regime and the position of 65
regime and the problem of 68
regime and the process of 95
regime and the promise of 42
regime and the quality of 51
regime and the question of 73
regime and the removal of 57
regime and the revival of 43
regime and the seizure of 46
regime and the success of 79
regime and the triumph of 83
regime and the victory of 97
regime and the weakness of 45
regime and to prepare the 40
regime and to prevent the 41
regime and to replace it 88
regime and to restore the 91
regime and to support the 43
regime can be applied to 49
regime can be defined as 144
regime can be induced to 41
regime can be measured by 56
regime can be related to 44
regime can be written as 176
regime for the benefit of 194
regime for the conduct of 221
regime for the control of 556
regime for the duration of 42
regime for the passage of 43
regime for the purpose of 381
regime for the taxation of 75
regime had the support of 116
regime has the support of 62
regime may be defined as 293
regime that is capable of 91
regime that is hostile to 49
regime was an attempt to 45
regime was in control of 67
regime was the beginning of 58
regime was the outcome of 50
regime was the product of 118
regime was the subject of 88
regime with the purpose of 62
regime with the support of 182
regions and an increase in 111
regions and in relation to 68
regions and is measured by 44
regions and the ability of 51
regions and the ability to 43
regions and the absence of 99
regions and the balance of 52
regions and the borders of 41
regions and the country as 192
regions and the decline of 44
regions and the effects of 112
regions and the history of 49
regions and the increase in 42
regions and the interior of 69
regions and the islands of 56
regions and the location of 155
regions and the position of 44
regions and the problem of 45
regions and the process of 73
regions and the systems to 89
regions and to improve the 40
regions are the product of 71
regions are the results of 41
regions are the sources of 45
regions are the subject of 54
regions but is blocked by 59
regions can be applied to 48
regions can be assumed to 62
regions can be defined as 257
regions can be defined by 95
regions can be defined in 103
regions can be reduced to 50
regions can be related to 113
regions can be studied by 58
regions can be studied in 45
regions can be written as 182
regions for the benefit of 272
regions for the control of 47
regions for the location of 75
regions for the purpose of 1518
regions may be assumed to 58
regions may be defined as 72
regions may be defined by 57
regions may be defined in 45
regions may be related to 189
regions may be subject to 57
regions near the borders of 47
regions near the equator the 50
regions near the equator to 49
regions near the sources of 56
regions near the surface of 201
regions with the purpose of 64
regret and be ashamed of 93
regret but the absence of 47
regret for the absence of 768
regret for the conduct of 141
regret for the decline of 80
regret for the failure of 275
regret for the glories of 47
regret for the language he 40
regret for the passage of 44
regret for the trouble he 94
regret for the violation of 86
regret that an officer of 44
regret that he allowed the 107
regret that it becomes my 272
regret that my absence on 139
regret that my efforts to 57
regret that no account of 41
regret that on account of 488
regret that the absence of 185
regret that the arrival of 139
regret that the conduct of 238
regret that the decision of 58
regret that the editors of 50
regret that the efforts of 75
regret that the failure of 297
regret that the friends of 122
regret that the history of 443
regret that the illness of 91
regret that the language of 157
regret that the liberty of 88
regret that the members of 418
regret that the officer in 107
regret that the paucity of 53
regret that the perusal of 101
regret that the position of 97
regret that the problem of 121
regret that the question of 450
regret that the records of 54
regret that the reforming is 72
regret that the reports of 96
regret that the results of 64
regret that the slavery of 92
regret that the society of 84
regret that the subject as 43
regret that the subject of 226
regret that the urgency of 50
regret that we possess no 46
regret was on account of 43
regret was the absence of 173
rehearing for the purpose of 56
rehearing may be ordered by 40
reigning was the science of 80
reigns both of charles the 43
reject and to despise the 133
reject him on account of 151
reject not my company at 51
reject than to approve the 126
reject them as unworthy of 79
reject them by returning the 92
reject them on account of 99
reject them on grounds of 40
rejoin him as quickly as 45
relate all the details of 304
relate for the benefit of 124
relate for the purpose of 67
relate how he charged at 130
relate them as briefly as 72
relate them as closely as 51
relate them to aspects of 84
relate them to measures of 53
relating all the details of 72
relating for the benefit of 41
relaxing all the muscles in 269
relaxing all the muscles of 101
release and an increase in 156
release and the beginning of 108
release and the control of 75
release and the effects of 104
release and the increase in 43
release and the payment of 50
release can be blocked by 176
release can be induced by 129
release can be measured in 109
release can be reduced by 104
release can be related to 87
release for the benefit of 126
release for the duration of 101
release for the purpose of 473
release him on payment of 82
release may be induced by 40
release may be mediated by 108
release may be related to 135
release may be subject to 847
release them on payment of 45
release was an attempt to 41
releasing them on payment of 47
relics and the remains of 79
relics and the worship of 68
relics are on display in 68
relics for the purpose of 67
relied for the conduct of 276
relied for the defense of 94
relied for the payment of 47
relied for the purpose of 74
relied for the success of 660
relied for the support of 187
relief and an increase in 85
relief and the ability to 71
relief and the absence of 76
relief and the beginning of 87
relief and the control of 69
relief and the effects of 41
relief and the location of 50
relief and the position of 111
relief and the promise of 68
relief and the removal of 54
relief and to prevent the 66
relief can be brought to 74
relief can be claimed in 78
relief can be claimed on 47
relief can be granted as 166
relief can be granted by 123
relief can be granted if 76
relief can be granted in 470
relief can be granted is 253
relief can be granted on 255
relief can be granted or 108
relief can be granted to 341
relief can be secured by 183
relief can be secured to 76
relief for an average of 45
relief for the balance of 105
relief for the benefit of 421
relief for the duration of 104
relief for the failure of 47
relief for the members of 81
relief for the millions of 249
relief for the patient in 62
relief for the patient to 42
relief for the purpose of 869
relief for the suffering of 41
relief for the support of 121
relief for the victims of 2247
relief for the violation of 119
relief may be awarded in 50
relief may be awarded to 121
relief may be brought by 78
relief may be claimed as 121
relief may be claimed by 52
relief may be claimed in 76
relief may be granted as 223
relief may be granted at 51
relief may be granted by 522
relief may be granted if 138
relief may be granted in 973
relief may be granted is 45
relief may be granted on 183
relief may be granted or 54
relief may be granted to 455
relief may be limited to 62
relief may be secured by 160
relief that he greeted the 40
relief that he watched the 52
relief that the patient is 43
relief was as thorough as 44
relief was the removal of 58
relief with the figures of 217
relief with the passage of 71
relies for the purpose of 75
relies for the success of 51
relies for the support of 99
relish all the beauties of 148
relish for the affairs of 52
relish for the beauties of 2567
relish for the blessings of 86
relish for the company of 86
relish for the details of 63
relish for the element of 99
relish for the objects of 230
relish for the pursuit of 65
relish for the society of 787
relish for the warfare of 88
remain all or largely of 175
remain and be present at 48
remain and be subject to 167
remain and be yielded in 67
remain for an average of 52
remain for an instant in 86
remain for the balance of 151
remain for the benefit of 615
remain for the decision of 266
remain for the defense of 52
remain for the duration of 1218
remain for the passage of 49
remain for the payment of 41
remain for the present an 319
remain for the present as 274
remain for the present at 837
remain for the present in 1242
remain for the present on 98
remain for the present the 63
remain for the purpose of 812
remain for the searcher of 105
remain for the service of 112
remain for the student of 56
remain for the subject of 60
remain for the support of 110
remain low in relation to 69
remain may be assured of 82
remain may be removed by 44
remain near the surface in 43
remain near the surface of 352
remain than to compare the 50
remain with my command so 49
remain with the company as 338
remain with the company at 53
remain with the company if 72
remain with the company in 115
remain with the company or 107
remain with the company to 97
remain with the example of 110
remain with the members of 51
remain with the parents of 47
remain with the patient as 56
remain with the patient at 114
remain with the patient if 42
remain with the patient in 93
remain with the patient to 142
remain with the problem of 72
remain with the question of 54
remain with the remnant of 42
remain with the residue of 51
remand for the purpose of 317
remand him in custody or 103
remand him to custody or 50
remark and as wonders by 45
remark and my language is 50
remark can be applied to 296
remark for the benefit of 662
remark for the purpose of 504
remark how the writers of 96
remark may be applied in 54
remark may be applied to 5405
remark may be classed the 54
remark may be repeated of 79
remark that he guessed he 41
remark that in addition to 265
remark that in general the 179
remark that it appeared to 130
remark that on account of 124
remark that the absence of 424
remark that the addition of 62
remark that the adoption of 51
remark that the attempt to 182
remark that the balance of 46
remark that the borders of 50
remark that the concept of 532
remark that the conduct of 180
remark that the country is 99
remark that the culture of 139
remark that the degrees of 66
remark that the division of 65
remark that the effects of 47
remark that the essence of 204
remark that the failure of 51
remark that the function of 100
remark that the history of 696
remark that the increase in 106
remark that the increase of 111
remark that the language of 250
remark that the members of 320
remark that the natives of 171
remark that the objects of 40
remark that the omission of 42
remark that the position of 348
remark that the present is 120
remark that the problem is 57
remark that the problem of 470
remark that the process of 300
remark that the purpose of 178
remark that the quality of 165
remark that the question as 40
remark that the question is 146
remark that the question of 824
remark that the records of 93
remark that the relation of 126
remark that the religion of 63
remark that the results of 268
remark that the science of 48
remark that the solution of 137
remark that the student of 86
remark that the subject is 114
remark that the subject of 260
remark that the success of 346
remark was an allusion to 122
remark was an example of 43
remark was in allusion to 57
remark was the beginning of 50
remedy all the defects in 42
remedy all the defects of 121
remedy but the removal of 62
remedy can be applied by 102
remedy can be applied in 79
remedy can be applied to 641
remedy can be devised to 53
remedy can be ordered as 171
remedy for an assault is 257
remedy for an illness to 45
remedy for an invasion of 272
remedy for my illness the 77
remedy for the absence of 471
remedy for the ailment of 51
remedy for the benefit of 243
remedy for the conduct of 77
remedy for the control of 172
remedy for the decline in 86
remedy for the decline of 198
remedy for the defects in 138
remedy for the defects of 1547
remedy for the diseases of 891
remedy for the effects of 1136
remedy for the failure of 448
remedy for the failure to 403
remedy for the horrors of 40
remedy for the illness of 151
remedy for the increase of 41
remedy for the invasion of 141
remedy for the madness of 52
remedy for the malaise of 53
remedy for the neglect of 99
remedy for the poverty of 202
remedy for the problem at 41
remedy for the problem is 357
remedy for the problem of 2161
remedy for the purpose of 587
remedy for the ravages of 201
remedy for the redress of 375
remedy for the refusal of 44
remedy for the removal of 602
remedy for the results of 43
remedy for the revision of 202
remedy for the solution of 265
remedy for the sorrows of 113
remedy for the suffering of 74
remedy for the trouble is 98
remedy for the tyranny of 72
remedy for the victims of 312
remedy for the violation of 4038
remedy for the weakness of 526
remedy may be applied as 43
remedy may be applied by 73
remedy may be applied in 267
remedy may be applied to 345
remedy may be carried on 695
remedy may be granted by 63
remedy may be limited to 129
remedy that is applied to 64
remedy that is capable of 60
remedy this by increasing the 185
remedy was by petition to 47
remedy was the removal of 112
remedy was to abandon the 45
remedy was to abolish the 47
remedy was to destroy the 52
remedy was to enlarge the 79
remedy was to improve the 53
remedy was to increase the 196
remedy was to replace the 95
remedy was to restore the 67
remind him of everything he 89
remind one so strongly of 59
remiss not to express my 44
remote are the chances of 74
remote than the beginning of 71
remote that the diameter of 55
remote with the passage of 57
remove all the defects of 61
remove all the effects of 144
remove all the grounds of 62
remove all the members of 51
remove all the remains of 41
remove all the sources of 132
remove for the purpose of 219
remove him on account of 57
remove them as quickly as 243
remove them as rapidly as 64
remove them on account of 53
removing air by natural or 120
removing all the emblems of 41
removing all the sources of 47
removing them as quickly as 48
removing them on account of 62
render aid in enforcing the 55
render all the beauties of 64
render all the efforts of 459
render all the features of 62
render all the members of 53
render all the service in 122
render her an account of 114
render her the service of 60
render him an account of 696
render him so superior to 61
render him the arbiter of 50
render him the delight of 49
render him the justice he 44
render him the mockery of 134
render him the service he 46
render him the service of 152
render him the subject of 84
render him the tribute of 45
render man the subject of 56
render thee the richest of 49
render them an account of 190
render them as perfect as 56
render them of service to 45
render them the delight of 42
render them the justice to 67
render them the objects of 894
render them the service of 51
render them the subject of 85
render them the victims of 131
render was to prevent the 43
render you an account in 76
render you an account of 672
render you the service of 157
renown for the quality of 98
rental for the balance of 102
rental for the purpose of 91
rented for an average of 114
rented for the benefit of 179
rented for the duration of 309
rented for the occasion by 81
rented for the purpose by 90
rented for the purpose in 95
rented for the purpose of 366
rented for the storage of 52
rented for the support of 48
rented out to members of 51
rented out to tenants in 41
repaid for my journey by 43
repaid for my trouble by 96
repaid for the exertion by 48
repaid for the expense of 82
repaid for the fatigue of 120
repaid for the trouble by 73
repaid for the trouble he 58
repaid for the trouble it 49
repaid for the trouble of 570
repaid them by defending the 44
repair all the damages to 83
repair and the removal of 40
repair for the benefit of 333
repair for the purpose of 774
repair may be related to 83
repeating all the details of 63
repeating all the prayers he 59
repeating for the benefit of 174
repeating that the purpose of 65
repeats for the benefit of 135
repent and am ashamed of 92
repent and be ashamed of 87
repent and be grieved at 182
repent and to believe in 348
repent and to believe the 77
repent and to receive the 42
repent you of requiting the 83
report all the details of 306
report all the details to 138
report and an account of 40
report and the absence of 149
report and the adoption of 149
report and the beginning of 54
report and the decision of 109
report and the election of 47
report and the minutes of 130
report and the opinions of 43
report and the outcome of 41
report and the passage of 47
report and the payment of 66
report and the process of 47
report and the quality of 106
report and the question of 57
report and the reports of 476
report and the results of 629
report and the summary of 54
report and to comment on 48
report and to discuss the 56
report and to examine the 43
report any thing exactly of 54
report are the results of 309
report being the victims of 178
report can be applied to 49
report can be helpful in 95
report can be printed by 48
report can be printed or 44
report can be written in 83
report can do justice to 97
report for an account of 87
report for the beginning of 68
report for the benefit of 1126
report for the cabinet on 44
report for the council of 180
report for the council on 142
report for the division of 55
report for the manager of 116
report for the purpose of 1770
report had the following to 69
report has the following to 98
report may be allowed to 130
report may be defined as 118
report may be helpful in 56
report may be helpful to 46
report may be limited to 46
report may be subject to 245
report may be written as 42
report may be written in 131
report may be written or 53
report that an average of 244
report that an increase in 342
report that an increase of 44
report that he intends to 103
report that he planned to 121
report that he refused to 42
report that in addition to 708
report that in general the 42
report that is similar to 90
report that on account of 44
report that the ability of 52
report that the ability to 316
report that the absence of 169
report that the addition of 708
report that the adoption of 54
report that the affairs of 113
report that the behavior of 136
report that the chances of 49
report that the company is 128
report that the concept of 117
report that the conduct of 216
report that the council of 46
report that the country is 204
report that the decision to 140
report that the decline in 47
report that the decrease in 43
report that the division of 47
report that the duration of 131
report that the effects of 507
report that the election of 135
report that the emperor of 42
report that the failure to 44
report that the following is 111
report that the increase in 300
report that the increase of 44
report that the members of 492
report that the natives of 60
report that the numbers of 67
report that the outcome of 40
report that the parents of 168
report that the patient is 408
report that the pattern of 55
report that the position of 59
report that the problem is 110
report that the problem of 226
report that the process is 52
report that the process of 354
report that the program is 128
report that the project is 113
report that the purpose of 170
report that the quality of 852
report that the question of 284
report that the remains of 109
report that the removal of 210
report that the results of 746
report that the success of 140
report was an account of 54
report was an attempt to 237
report was an example of 70
report was the absence of 49
report was the adoption of 42
report was the beginning of 104
report was the outcome of 154
report was the passage of 141
report was the product of 367
report was the question of 49
report was the subject of 748
report was to examine the 73
report was to include an 42
report was to include the 43
report was to present the 44
report was to provide the 64
report with an account of 161
report with my command to 49
report with the addition of 51
report with the purpose of 43
report with the results of 116
repose and the liberty of 52
repose near the gateway of 53
repute for the freedom to 160
repute for the quality of 80
repute with the consent of 79
resale and is limited to 48
reside for the benefit of 154
reside for the duration of 85
reside for the present at 46
reside for the purpose of 520
reside with the parents of 300
residing for the benefit of 185
residing for the present at 61
residing near the village of 45
resign for the purpose of 101
resign with the consent of 68
resins can be applied to 47
resins for the purpose of 43
resins for the removal of 111
resist all the attacks of 225
resist all the efforts of 416
resist all the enemies of 58
resist for the present the 74
resold for the benefit of 158
resort but the support of 49
resort for the benefit of 268
resort for the members of 90
resort for the payment of 166
resort for the purpose of 2988
resort for the redress of 130
resort for the solution of 155
rested for an instant on 956
rested for the balance of 53
rested for the fraction of 51
rested for the residue of 119
rested for the success of 43
rested was the subject of 40
rested with the ability of 53
rested with the consuls of 60
rested with the council of 214
rested with the members of 116
result and the absence of 107
result and the outcome of 90
result and the process of 235
result and the product of 51
result and the project of 53
result and the quality of 185
result and the results of 161
result and to prevent the 97
result being an average of 43
result being an increase in 648
result being an increase of 315
result being the adoption of 81
result being the capture of 74
result being the division of 47
result being the election of 55
result being the removal of 148
result being to increase the 102
result can be adapted to 60
result can be applied in 144
result can be applied to 1672
result can be arrived at 1645
result can be assumed to 51
result can be avoided by 873
result can be avoided if 224
result can be avoided in 65
result can be checked by 649
result can be deduced by 66
result can be derived as 73
result can be derived by 421
result can be derived in 230
result can be likened to 113
result can be measured by 42
result can be measured in 100
result can be reduced by 90
result can be reduced to 159
result can be related to 547
result can be secured by 471
result can be secured in 197
result can be similar to 101
result can be studied in 44
result can be written as 2612
result can be written in 2093
result can be wrought by 55
result for the benefit of 508
result for the country as 101
result for the density of 132
result for the economy as 114
result for the effects of 50
result for the entropy of 45
result for the history of 207
result for the increase in 101
result for the minimum of 43
result for the patient is 76
result for the position of 147
result for the problem of 139
result for the purpose of 262
result for the solution of 125
result for the student is 54
result for the variance of 292
result for the variation of 89
result may be applied to 330
result may be arrived at 902
result may be assumed to 60
result may be avoided by 145
result may be avoided if 64
result may be checked by 484
result may be deduced by 82
result may be derived by 129
result may be derived in 52
result may be exactly the 62
result may be failure to 53
result may be harmful to 42
result may be likened to 100
result may be reduced to 71
result may be related to 615
result may be secured by 417
result may be similar to 196
result may be subject to 62
result may be written as 1046
result may be written in 1198
result may be written the 53
result than an increase of 59
result than the advance of 52
result than the capture of 76
result than the removal of 90
result than to increase the 328
result than to prevent the 53
result that an increase in 1076
result that an increase of 90
result that at present the 66
result that he arrived at 83
result that he decided to 155
result that he entered the 51
result that he refused to 93
result that in addition to 216
result that in general the 49
result that in respect of 42
result that is similar to 543
result that is superior to 61
result that is typical of 40
result that it becomes the 62
result that on account of 48
result that the ability of 59
result that the ability to 121
result that the absence of 46
result that the addition of 246
result that the advance of 52
result that the amounts of 45
result that the attempt to 69
result that the average of 203
result that the balance of 302
result that the beginning of 48
result that the behavior of 73
result that the benefit of 51
result that the chances of 76
result that the company is 101
result that the concept of 283
result that the conduct of 61
result that the content of 163
result that the control of 118
result that the council of 49
result that the country is 161
result that the culture of 42
result that the current in 60
result that the current is 77
result that the decision of 125
result that the decline in 68
result that the decrease in 99
result that the density of 377
result that the details of 47
result that the diameter of 43
result that the division of 76
result that the duration of 87
result that the economy of 66
result that the effects of 180
result that the efforts of 51
result that the election of 57
result that the entropy of 107
result that the essence of 55
result that the exchange of 54
result that the exports of 85
result that the fraction of 77
result that the function of 62
result that the history of 293
result that the increase in 376
result that the increase of 113
result that the interior is 42
result that the interior of 71
result that the language of 94
result that the location of 49
result that the material is 73
result that the members of 509
result that the muscles of 44
result that the numbers of 156
result that the offspring of 47
result that the outcome of 85
result that the patient is 423
result that the pattern of 166
result that the picture is 57
result that the picture of 56
result that the pleasure of 51
result that the position of 691
result that the problem is 53
result that the problem of 700
result that the process is 101
result that the process of 353
result that the product is 104
result that the product of 338
result that the profits of 108
result that the purpose of 41
result that the pursuit of 46
result that the quality of 1407
result that the question of 570
result that the relation of 152
result that the removal of 46
result that the solution of 61
result that the species is 44
result that the student is 125
result that the subject is 96
result that the subject of 66
result that the success of 59
result that the surface is 87
result that the surface of 242
result that the variance of 368
result that the variation of 103
result that we arrived at 76
result then is euphoria in 91
result was an ability to 48
result was an absence of 221
result was an account of 66
result was an addition of 88
result was an addition to 71
result was an address to 50
result was an advance in 49
result was an advance of 57
result was an alliance of 81
result was an amalgam of 159
result was an article in 97
result was an attempt at 84
result was an attempt by 65
result was an attempt to 474
result was an average of 102
result was an awakening of 59
result was an eruption of 84
result was an example of 114
result was an exchange of 217
result was an increase in 11654
result was an increase of 2507
result was an infusion of 68
result was an invasion of 83
result was an outbreak of 452
result was an outflow of 44
result was an upsurge in 158
result was an upsurge of 179
result was as certain as 65
result was as chaotic as 66
result was the ability of 46
result was the ability to 102
result was the absence of 269
result was the addition of 995
result was the addition to 52
result was the adoption by 162
result was the adoption in 102
result was the adoption of 1748
result was the arrival in 58
result was the arrival of 192
result was the attempt to 87
result was the average of 44
result was the awakening of 70
result was the beginning of 1213
result was the capture of 701
result was the charter of 48
result was the closure of 94
result was the concept of 155
result was the congress of 55
result was the convening of 69
result was the council of 55
result was the decision by 54
result was the decision of 112
result was the decision to 328
result was the decline in 90
result was the decline of 281
result was the decrease in 43
result was the decrease of 42
result was the division of 473
result was the election of 1899
result was the erection of 526
result was the eruption of 50
result was the failure of 404
result was the failure to 115
result was the flowering of 54
result was the genesis of 43
result was the history of 145
result was the increase in 222
result was the increase of 245
result was the infusion of 51
result was the invasion of 121
result was the launching of 226
result was the marriage of 47
result was the neglect of 76
result was the outbreak of 394
result was the outcome of 224
result was the passage by 115
result was the passage in 209
result was the passage of 4135
result was the passage on 40
result was the pattern of 49
result was the product of 197
result was the receipt of 75
result was the refusal of 69
result was the removal of 515
result was the renewal of 156
result was the repulse of 46
result was the reverse of 359
result was the revival of 229
result was the seizure of 129
result was the splitting of 75
result was the statute of 90
result was the subject of 42
result was the success of 95
result was the tragedy of 60
result was the triumph of 1003
result was the unleashing of 42
result was the victory of 292
result was to broaden the 51
result was to confine the 48
result was to confirm the 227
result was to confuse the 42
result was to convert the 72
result was to decrease the 73
result was to deprive the 205
result was to destroy the 212
result was to embroil the 77
result was to enhance the 116
result was to enlarge the 64
result was to improve the 121
result was to increase the 3477
result was to involve the 66
result was to obscure the 54
result was to prevent the 176
result was to produce an 143
result was to produce in 46
result was to produce the 82
result was to promote the 45
result was to provide the 108
result was to provoke the 41
result was to relieve the 48
result was to replace the 50
result was to restore the 64
result was to reverse the 91
result was to stiffen the 40
result with an increase in 51
result with the addition of 142
result with the effects of 63
result with the equation of 49
result with the freedom of 56
result with the maximum of 71
result with the minimum of 802
result with the passage of 45
result with the results of 236
resume for the position of 146
retail for the purpose of 359
retain all the details of 119
retain all the features of 118
retain all the freedom he 46
retain all the islands as 53
retain all the islands he 50
retain all the liberty of 268
retain all the profits of 60
retain all the virtues of 43
retain for the balance of 52
retain for the benefit of 151
retain for the duration of 42
retain for the present the 403
retain for the purpose of 254
retain than to acquire the 70
retain them as against the 86
retain them as members of 46
retain them in position by 40
retain them in slavery is 40
retard than to advance the 138
retard than to promote the 41
retina and the choroid is 42
retina and the choroid of 42
retina and the pigment of 51
retina can be damaged by 44
retina may be damaged by 48
retina may be excited by 66
retire for the benefit of 97
retire for the present to 57
retire for the purpose of 506
retire with an annuity at 49
retire with the blessings of 71
retire with the consent of 69
retire with the remains of 167
retire with the remnant of 43
retiring for the purpose of 137
retiring with the remains of 109
retort that the question is 153
retreat and the advance of 42
retreat and the arrival of 83
retreat and the beginning of 45
retreat for the decline of 102
retreat for the loosening of 72
retreat for the members of 81
retreat for the purpose of 688
retreat was as orderly as 52
retreat was the beginning of 73
retreat with the jesuits at 48
retreat with the remains of 69
retreat with the remnant of 212
return all the blessings of 145
return all the records in 58
return and an increase in 234
return and be gathered to 44
return and be present at 225
return and is subject to 50
return and the ability to 40
return and the arrival of 280
return and the beginning of 157
return and the outbreak of 47
return and the payment of 629
return and the promise of 99
return and the question be 71
return and the renewal of 115
return and the success of 127
return and the variance of 277
return and to rebuild the 99
return but the pleasure of 66
return can be defined as 104
return can be measured as 49
return can be measured by 63
return can be measured in 90
return can be realized on 40
return can be secured by 53
return can be written as 140
return due in respect of 98
