sadistically tortured and 92
specifically prepared and 201
specifically prepared for 3186
specifically prepared him 41
specifically prepared them 51
specifically prepared with 45
specifically problems with 40
specifically produced and 80
specifically produced for 1151
specifically prohibit any 237
specifically prohibit its 46
specifically prohibit sex 48
specifically prohibit them 151
specifically prohibit this 144
specifically prohibit use 53
specifically promised not 121
specifically promised that 710
specifically promises that 49
specifically promoted for 58
specifically proposed for 200
specifically proposed that 1486
specifically proposes that 368
specifically protects this 147
specifically provided and 300
specifically provided for 32451
specifically provided that 29216
specifically provided with 148
specifically provides for 9007
specifically provides that 49422
specifically provides this 44
specifically ratified and 41
specifically recalled that 277
specifically recorded for 132
specifically recorded that 400
specifically referred for 196
specifically rejected all 177
specifically rejected and 147
specifically rejected any 683
specifically rejected both 99
specifically rejected for 69
specifically rejected his 67
specifically rejected its 47
specifically rejected that 480
specifically rejected them 55
specifically rejected this 579
specifically relations with 54
specifically relevant and 80
specifically relevant for 600
specifically religious act 71
specifically religious and 933
specifically religious art 80
specifically religious but 94
specifically religious idea 51
specifically religious one 260
specifically religious than 103
specifically religious use 78
specifically religious way 84
specifically remarked that 372
specifically remember being 53
specifically remember him 62
specifically remember one 260
specifically remember that 304
specifically reminded that 177
specifically reported for 215
specifically reported that 714
specifically requesting him 40
specifically requesting that 932
specifically requesting them 47
specifically requests and 50
specifically requests that 3104
specifically requests them 204
specifically requests this 107
specifically requests you 51
specifically required all 140
specifically required and 219
specifically required but 47
specifically required for 3792
specifically required him 91
specifically required not 59
specifically required that 3572
specifically required them 138
specifically requires all 133
specifically requires each 50
specifically requires him 68
specifically requires its 46
specifically requires not 43
specifically requires that 8386
specifically requires them 126
specifically requires this 121
specifically requires you 74
specifically reserved all 62
specifically reserved and 79
specifically reserved for 4400
specifically reserved his 69
specifically reserved its 80
specifically reserved this 56
specifically reserves all 64
specifically resolved that 142
specifically restrict its 42
specifically retained for 109
specifically reviewed and 84
specifically rewarded for 163
specifically scottish and 43
specifically screened for 131
specifically selected and 493
specifically selected for 2522
specifically selected with 78
specifically situated and 45
specifically socialist and 81
specifically stressed that 792
specifically stresses that 219
specifically suggesting that 484
specifically suggests that 1810
specifically suitable for 764
specifically supports this 58
specifically tailored and 133
specifically tailored for 4446
specifically targeted and 646
specifically targeted for 3544
specifically targeted his 45
specifically targeted them 78
specifically targeted this 105
specifically targeted with 118
specifically threatened with 56
specifically utilized for 121
specifically valuable for 87
specification accounts for 296
specification analysis and 232
specification approach and 52
specification approach for 103
specification combined with 183
specification compared with 85
specification complies with 136
specification concepts and 99
specification contains all 145
specification contains one 40
specification contains two 122
specification controls for 264
specification decisions and 51
specification declares that 71
specification describing how 81
specification designed for 74
specification dictates that 885
specification document and 689
specification document are 158
specification document can 146
specification document for 719
specification document has 95
specification document may 108
specification document that 643
specification document was 195
specification document with 42
specification elements and 63
specification elements are 58
specification equations are 48
specification equations for 99
specification explains how 62
specification includes all 143
specification includes both 161
specification includes two 573
specification indicate that 359
specification indicating that 184
specification intended for 112
specification involves two 45
specification languages and 1835
specification languages are 1436
specification languages can 423
specification languages for 1106
specification languages has 62
specification languages may 45
specification languages that 870
specification languages with 315
specification mandates that 1178
specification notations and 51
specification prepared and 62
specification prepared for 57
specification presumes that 46
specification problems and 188
specification problems are 84
specification problems that 348
specification problems with 97
specification products and 127
specification products are 51
specification provided for 376
specification provided that 354
specification provides all 40
specification provides for 1824
specification provides that 220
specification provides two 122
specification purposes and 161
specification required for 589
specification required that 595
specification requires all 76
specification requires both 43
specification requires that 11443
specification requires two 45
specification requires you 53
specification standard and 85
specification standard for 211
specification suggests that 1151
specification suitable for 413
specification supports both 129
spectrograph designed for 84
spectrograph equipped with 858
spectrograph provided with 105
spectrograph suitable for 54
spectrometer combined with 403
spectrometer designed and 91
spectrometer designed for 396
spectrometer equipped for 127
spectrometer equipped with 10605
spectrometer indicate that 106
spectrometer intended for 45
spectrometer modified for 88
spectrometer normally can 140
spectrometer operated with 49
spectrometer provided with 126
spectrometer requires that 67
spectrometer suitable for 353
spectrometry analysis and 225
spectrometry analysis for 84
spectrometry analysis was 196
spectrometry combined with 809
spectrometry equipped with 52
spectrometry requires that 41
spectroscope combined with 43
spectroscope designed for 53
spectroscope equipped with 104
spectroscope provided with 173
spectroscope suitable for 44
spectroscopy analysis and 95
spectroscopy analysis was 71
spectroscopy combined with 1516
spectroscopy compared with 145
spectroscopy confirms that 155
spectroscopy evidence for 99
spectroscopy indicate that 1119
spectroscopy obtained with 51
spectroscopy requires that 166
spectroscopy suggests that 898
spiritualist believes that 47
spiritualist churches and 121
spiritualist lectures and 41
spiritualist movement and 301
spiritualist movement had 47
spiritualist movement that 362
spiritualist movement was 316
spirituality combined with 363
spirituality movement and 245
spirituality movement are 53
spirituality movement has 122
spirituality movement that 107
spirituality requires that 173
spirituality suggests that 279
spirituality suitable for 44
spokesperson admitted that 153
spokesperson asserted that 150
spokesperson declared that 179
spokesperson insisted that 65
spokesperson reported that 224
spontaneously accepted and 60
spontaneously accepted this 40
spontaneously accorded him 110
spontaneously admitted that 200
spontaneously asserted that 40
spontaneously associate with 170
spontaneously combines with 105
spontaneously composed and 110
spontaneously conscious that 59
spontaneously declared that 481
spontaneously declares that 107
spontaneously detached and 63
spontaneously disappear and 120
spontaneously disappear with 92
spontaneously expressing its 153
spontaneously friendly and 53
spontaneously fulfilling his 200
spontaneously generate and 105
spontaneously generate its 40
spontaneously generate new 133
spontaneously generating and 55
spontaneously generous and 53
spontaneously identify with 143
spontaneously inclined and 50
spontaneously infected with 246
spontaneously initiated and 96
spontaneously interact with 228
spontaneously invented and 53
spontaneously mentioned that 865
spontaneously mentioned this 101
spontaneously organize and 66
spontaneously produced and 296
spontaneously produced her 178
spontaneously produces all 49
spontaneously produces and 67
spontaneously produces its 82
spontaneously provided for 85
spontaneously provided that 140
spontaneously purified air 52
spontaneously recalled that 54
spontaneously recurred with 41
spontaneously remarked that 631
spontaneously repelled had 53
spontaneously reported that 823
spontaneously resolved and 44
spontaneously resolves and 95
spontaneously resolves with 60
spontaneously ruptured and 44
spontaneously selected and 54
spontaneously solicits our 43
spontaneously suggests that 152
spontaneously whatever may 129
spontaneously whenever they 73
spontaneously wherever they 41
sporadically employed and 87
sporadically enforced and 98
sporadically involved with 62
stabilization accounts for 91
stabilization achieved with 119
stabilization attempts and 116
stabilization circuits are 46
stabilization combined with 236
stabilization compared with 97
stabilization energies and 149
stabilization energies are 378
stabilization energies for 594
stabilization increases with 76
stabilization policies and 3811
stabilization policies are 2248
stabilization policies but 89
stabilization policies can 852
stabilization policies for 672
stabilization policies had 305
stabilization policies has 259
stabilization policies may 532
stabilization policies than 142
stabilization policies that 2791
stabilization policies was 264
stabilization policies with 363
stabilization problems and 193
stabilization problems are 70
stabilization problems that 149
stabilization programs and 1879
stabilization programs are 1244
stabilization programs can 195
stabilization programs for 868
stabilization programs had 134
stabilization programs has 177
stabilization programs may 245
stabilization programs that 1994
stabilization programs was 225
stabilization programs with 379
stabilization projects are 52
stabilization purposes and 383
stabilization purposes are 53
stabilization purposes has 93
stabilization purposes may 41
stabilization purposes was 50
stabilization required for 83
stabilization requires that 224
stabilization strategy for 155
stabilization strategy that 196
stabilization strategy was 45
stabilization suggests that 148
stabilization treatment using 115
stakeholders believed that 150
stakeholders directly and 83
stakeholders identify and 88
stakeholders informed and 100
stakeholders interact with 124
stakeholders involved and 445
stakeholders involved are 110
stakeholders involved with 445
stakeholders perceive that 159
stakeholders reported that 70
stakeholders suggests that 131
standardized accounting and 607
standardized accounting for 93
standardized algorithm for 56
standardized antigens and 117
standardized antigens are 105
standardized approach and 706
standardized approach can 81
standardized approach for 1393
standardized approach has 107
standardized approach may 63
standardized approach that 406
standardized approach was 94
standardized approach with 62
standardized aptitude and 1033
standardized articles and 42
standardized articles for 48
standardized articles that 42
standardized clinical and 328
standardized concepts and 223
standardized contract and 47
standardized contract for 126
standardized contract that 200
standardized contract with 55
standardized diagnosis and 101
standardized document that 90
standardized education and 574
standardized education for 127
standardized elements and 184
standardized elements for 88
standardized elements that 142
standardized extracts and 122
standardized extracts are 511
standardized formulas and 135
standardized formulas for 203
standardized formulas that 134
standardized functions and 54
standardized hardware and 460
standardized languages and 207
standardized languages are 45
standardized languages for 158
standardized machines and 183
standardized materials and 796
standardized materials are 215
standardized materials for 174
standardized messages and 145
standardized monitoring and 57
standardized operation and 87
standardized outcomes and 85
standardized packages and 117
standardized packages for 44
standardized patients and 324
standardized patients are 189
standardized patients for 140
standardized patterns and 290
standardized patterns for 177
standardized patterns that 169
standardized physical and 105
standardized pictures for 40
standardized platform for 72
standardized policies and 811
standardized policies for 111
standardized policies that 188
standardized practice and 169
standardized practice for 42
standardized problems and 114
standardized products and 4920
standardized products are 1544
standardized products but 151
standardized products can 257
standardized products for 1427
standardized products has 69
standardized products may 107
standardized products than 197
standardized products that 3817
standardized products using 156
standardized products was 66
standardized products with 925
standardized programs and 236
standardized programs are 87
standardized programs for 179
standardized programs that 258
standardized protocol and 584
standardized protocol for 2210
standardized protocol has 80
standardized protocol that 353
standardized protocol using 42
standardized protocol was 106
standardized protocol with 59
standardized quantity and 45
standardized questions and 785
standardized questions are 280
standardized questions for 214
standardized questions that 722
standardized questions with 180
standardized requests for 129
standardized residual and 273
standardized residual for 739
standardized residual that 42
standardized residual was 63
standardized residual with 52
standardized response mean 328
standardized routines and 317
standardized routines for 233
standardized routines that 146
standardized schedule for 52
standardized services and 359
standardized services are 64
standardized services for 134
standardized services that 330
standardized situation and 52
standardized software and 194
standardized software for 177
standardized software that 308
standardized solutions and 241
standardized solutions are 285
standardized solutions for 292
standardized solutions that 282
standardized strategy for 48
standardized supplies and 88
standardized template for 58
standardized treatment and 168
standardized treatment for 187
standardized treatment with 91
standardized uniforms and 105
standardized variables and 501
standardized variables are 506
standardized variables for 248
standardized variables with 191
statisticians believed that 113
statisticians consider that 125
statisticians estimate that 929
statisticians indicate that 54
statisticians maintain that 163
statisticians reckoned that 42
statisticians reported that 142
stenographic reporter for 67
stenographic services and 98
stenographic services for 98
stereotypical analysis that 91
stereotypical attitude that 45
stereotypical behaviors and 138
stereotypical behaviors are 123
stereotypical behaviors that 193
stereotypical elements that 40
stereotypical feminine and 129
stereotypical gestures and 45
stereotypical patterns and 51
sterilization accounts for 220
sterilization campaign and 121
sterilization campaign was 205
sterilization destroys all 62
sterilization failures are 56
sterilization operation and 259
sterilization operation for 114
sterilization operation may 149
sterilization operation was 273
sterilization policies and 218
sterilization programs and 257
sterilization programs are 98
sterilization programs for 194
sterilization programs that 100
sterilization provided for 65
sterilization requires that 111
sterilization services are 45
sterilization statutes are 156
stockholders believed that 48
stockholders demanded that 122
stockholders disclosing that 70
stockholders insisted that 50
stockholders mortgage and 75
stockholders provided for 76
stockholders provided that 44
stockholders received for 50
stockholders received new 49
stockholders received one 142
stockholders requires that 121
stockholders whenever they 150
storekeepers displaying them 45
straightened abruptly and 457
straightened slightly and 262
straightened somewhat and 60
straightened suddenly and 503
straightened yourself out 139
stratosphere accounts for 118
stratosphere balloons and 49
stratosphere increases with 67
strawberries intended for 50
streetlights reflecting off 222
streptomycin combined with 393
streptomycin sulphate and 561
streptomycin treatment and 109
streptomycin treatment for 113
streptomycin treatment was 205
structurally abnormal and 186
structurally abnormal sex 63
structurally adequate and 120
structurally adequate for 221
structurally analyzed and 53
structurally balanced and 43
structurally coherent and 145
structurally coherent with 67
structurally combined with 128
structurally complete and 381
structurally complete but 86
structurally congruent with 177
structurally deformed and 50
structurally designed and 45
structurally designed for 168
structurally discrete and 55
structurally distinct and 400
structurally distinct but 131
structurally dominant and 61
structurally embedded and 64
structurally flexible and 72
structurally integral with 90
structurally involved with 49
structurally isolated and 76
structurally modified and 95
structurally modified for 147
structurally oriented and 64
structurally parallel and 48
structurally parallel with 104
structurally possible and 107
structurally possible for 106
structurally prepared for 40
structurally produced and 49
structurally provided for 79
structurally relevant and 63
structurally resemble each 40
structurally separate and 174
structurally simplest and 47
structurally specific and 73
structurally suitable for 168
structurally unstable and 405
structurally unsuited for 70
stubbornness combined with 55
stupendously mistaken man 46
subcommittee believed that 356
subcommittee believes that 685
subcommittee chairman and 472
subcommittee chairman for 70
subcommittee chairman had 63
subcommittee chairman may 54
subcommittee chairman was 155
subcommittee chairman who 143
subcommittee chairman with 48
subcommittee chairmen and 611
subcommittee chairmen are 198
subcommittee chairmen had 54
subcommittee chairmen who 179
subcommittee chairmen with 53
subcommittee declared that 155
subcommittee finished its 50
subcommittee insisted that 51
subcommittee observed that 104
subcommittee proposed that 257
subcommittee reported its 57
subcommittee reported out 116
subcommittee reported that 1032
subcommittee suggests that 65
subcontinent collided with 235
subcontracting decisions are 149
subcontracting networks and 259
subcontracting networks are 127
subcontracting networks that 130
subcontracting networks with 59
subcontracting relations and 161
subcontracting relations are 124
subcontracting relations with 459
subcontracting services and 94
subjectively assessed and 109
subjectively believed that 785
subjectively believes that 427
subjectively compared with 40
subjectively identify with 192
subjectively includes its 53
subjectively intended and 127
subjectively intended not 115
subjectively involved and 48
subjectively involved with 137
subjectively perceive and 60
subjectively perceive that 47
subjectively possible for 48
subjectively reported and 46
subjectively satisfying and 95
subjectively selected and 72
subjectivity accounts for 50
subjectivity combined with 106
subjectivity involved with 77
subjectivity required for 73
subjectivity requires that 139
subjectivity suggests that 339
subliminally suggesting that 44
subliminally suggests that 84
submersibles equipped with 47
submissively exhorted them 63
submissively followed her 48
submissively followed him 43
subordinated creditor are 71
subordinated creditor may 47
subordinated economic and 56
subordinates believed that 308
subordinates complain that 80
subordinates consider each 48
subordinates directly and 40
subordinates discover that 89
subordinates followed his 115
subordinates identify with 157
subordinates indicate that 43
subordinates informed and 88
subordinates informed him 42
subordinates insisted that 103
subordinates interact with 97
subordinates perceive that 298
subordinates positive for 53
subordinates regarded him 40
subordinates reported that 251
subordinates suggests that 99
subordinates whenever they 50
subordination relations are 66
subordination requires that 155
subordination suggests that 95
subscriptions afforded him 136
subscriptions comprise not 122
subscriptions intended for 47
subscriptions obtained for 63
subscriptions provided for 64
subscriptions provided that 87
subscriptions received and 69
subscriptions received for 267
subscriptions received was 52
subscriptions required for 82
subsequently abandons her 68
subsequently abandons his 40
subsequently abducted and 40
subsequently abridged and 50
subsequently absorbed and 208
subsequently absorbed with 63
subsequently accepted and 439
subsequently accepted for 193
subsequently accepted his 60
subsequently accepted its 40
subsequently accepted that 459
subsequently accepted this 163
subsequently accepted with 41
subsequently accorded him 44
subsequently accounting for 59
subsequently accounts for 66
subsequently achieved and 53
subsequently achieved with 72
subsequently acquired all 66
subsequently acquired and 378
subsequently acquired for 286
subsequently acquired his 63
subsequently acquired its 119
subsequently acquired one 127
subsequently acquired real 225
subsequently acquired that 133
subsequently acquired them 59
subsequently acquired two 123
subsequently acquired was 70
subsequently acquired with 112
subsequently acquires any 90
subsequently acquires new 55
subsequently adjusted and 126
subsequently adjusted for 380
subsequently admitted and 83
subsequently admitted for 73
subsequently admitted him 68
subsequently admitted his 135
subsequently admitted its 41
subsequently admitted that 5790
subsequently admitted they 40
subsequently admitted this 83
subsequently admitted was 70
subsequently advanced and 61
subsequently advanced for 44
subsequently advanced him 88
subsequently advanced his 46
subsequently affected his 72
subsequently affected with 87
subsequently affirmed and 58
subsequently affirmed his 43
subsequently affirmed its 43
subsequently affirmed that 592
subsequently affirmed this 88
subsequently afforded him 43
subsequently afforded them 54
subsequently analyzed and 334
subsequently analyzed for 923
subsequently analyzed using 403
subsequently analyzed with 239
subsequently anointed with 48
subsequently appointing him 55
subsequently approved and 615
subsequently approved for 372
subsequently approved his 77
subsequently approved them 50
subsequently approved this 131
subsequently arrested and 3654
subsequently arrested but 50
subsequently arrested for 1161
subsequently arrested him 96
subsequently asserted and 45
subsequently asserted his 44
subsequently asserted that 1904
subsequently assessed and 64
subsequently assessed for 120
subsequently assessed with 53
subsequently assigned for 121
subsequently assigned his 135
subsequently assigned its 96
subsequently assigned them 78
subsequently assisted him 65
subsequently assisted his 79
subsequently associate with 111
subsequently attached and 55
subsequently attacked and 431
subsequently attacked for 92
subsequently attacked him 85
subsequently attacked with 271
subsequently attended and 57
subsequently attended for 53
subsequently attended him 40
subsequently attended his 117
subsequently attended with 51
subsequently auctioned off 69
subsequently banished him 43
subsequently bankrupt and 52
subsequently baptized and 69
subsequently believed that 508
subsequently believes that 115
subsequently bequeathed his 75
subsequently berkeley and 53
subsequently besieged and 94
subsequently betrayed him 90
subsequently betrayed his 62
subsequently borrowed and 65
subsequently branched off 85
subsequently branched out 198
subsequently canceled and 59
subsequently captured and 1121
subsequently captured with 43
subsequently censured for 55
subsequently coalesce and 56
subsequently coalesce with 46
subsequently codified and 76
subsequently collapse and 61
subsequently collated and 69
subsequently collided with 136
subsequently collides with 129
subsequently combined and 158
subsequently combined with 1070
subsequently combines with 204
subsequently commuted for 122
subsequently compared and 79
subsequently compared with 1362
subsequently competed for 41
subsequently competed with 44
subsequently compiled and 202
subsequently complain that 238
subsequently completing his 49
subsequently complied with 627
subsequently complies with 68
subsequently composed and 54
subsequently composed for 44
subsequently computed for 44
subsequently conceded that 723
subsequently conclude that 283
subsequently confined for 50
subsequently confused with 269
subsequently conscious that 81
subsequently consider how 61
subsequently continuing his 75
subsequently contract and 70
subsequently contract with 49
subsequently converting them 46
subsequently conveyed her 90
subsequently conveyed his 112
subsequently conveyed them 70
subsequently credited with 269
subsequently cultured for 94
subsequently declared and 64
subsequently declared for 69
subsequently declared her 58
subsequently declared him 53
subsequently declared his 215
subsequently declared its 141
subsequently declared that 5244
subsequently declared this 63
subsequently declared war 324
subsequently declared was 42
subsequently declares that 210
subsequently declined and 325
subsequently declined with 117
subsequently declines and 80
subsequently declines with 58
subsequently decreased and 102
subsequently decreased with 92
subsequently decreases and 76
subsequently decreases with 159
subsequently deepened and 112
subsequently defended and 43
subsequently defended his 170
subsequently deformed and 142
subsequently degraded and 68
subsequently demanded and 75
subsequently demanded his 42
subsequently demanded that 698
subsequently departed for 159
subsequently departed with 105
subsequently deported and 78
subsequently deported for 60
subsequently deported him 40
subsequently deposits its 54
subsequently describe how 44
subsequently deserted and 85
subsequently deserted her 156
subsequently deserted him 76
subsequently deserted his 77
subsequently designed and 334
subsequently designed for 140
subsequently destined for 50
subsequently detached and 97
subsequently detained and 101
subsequently detained for 124
subsequently detected and 157
subsequently detected using 146
subsequently detected with 280
subsequently develops and 84
subsequently develops that 192
subsequently develops with 42
subsequently devoured him 70
subsequently diagnosed and 42
subsequently diagnosed with 1148
subsequently diffused and 60
subsequently digested and 120
subsequently digested with 442
subsequently directed her 50
subsequently directed his 159
subsequently directed its 43
subsequently directed that 312
subsequently disappear and 53
subsequently discover that 1840
subsequently disowned him 48
subsequently disputed this 43
subsequently divorced and 215
subsequently divorced her 205
subsequently divorced him 157
subsequently divorced his 80
subsequently effected his 92
subsequently effected with 61
subsequently elevated and 100
subsequently elevated him 54
subsequently eligible for 46
subsequently embarked for 78
subsequently embodied his 47
subsequently embraced and 69
subsequently employed and 78
subsequently employed for 825
subsequently employed her 44
subsequently employed him 207
subsequently employed his 48
subsequently employed them 48
subsequently employed this 88
subsequently employed was 41
subsequently employed with 222
subsequently enclosed and 69
subsequently endorsed and 149
subsequently endorsed this 183
subsequently enforced and 68
subsequently enhanced and 81
subsequently enhanced with 63
subsequently enlarged and 1543
subsequently enlarged for 97
subsequently enlarged his 114
subsequently enlarged its 53
subsequently enlarged that 41
subsequently enlarged this 64
subsequently enlarged with 137
subsequently enlarges and 44
subsequently enlisted for 44
subsequently enriched and 72
subsequently enriched with 158
subsequently enrolled for 49
subsequently equipped with 193
subsequently examined and 458
subsequently examined for 602
subsequently examined her 45
subsequently examined them 44
subsequently examined this 90
subsequently examined using 114
subsequently examined with 256
subsequently exchanged and 84
subsequently exchanged for 2722
subsequently exchanged this 57
subsequently exchanged with 184
subsequently executed and 290
subsequently executed for 753
subsequently executed him 52
subsequently executed with 103
subsequently expanded and 1160
subsequently expanded for 92
subsequently expanded his 312
subsequently expanded its 429
subsequently expanded this 225
subsequently expanded with 117
subsequently expelled and 97
subsequently expelled for 143
subsequently expelled him 58
subsequently expelled them 50
subsequently expended for 50
subsequently explaining that 165
subsequently explains that 291
subsequently explored and 77
subsequently explored this 42
subsequently extended all 40
subsequently extended and 960
subsequently extended for 752
subsequently extended his 628
subsequently extended its 510
subsequently extended that 147
subsequently extended this 529
subsequently extended with 132
subsequently extracting with 43
subsequently filtered and 206
subsequently filtered off 87
subsequently filtered out 223
subsequently finished and 60
subsequently finished his 48
subsequently finished off 60
subsequently finished with 78
subsequently followed and 191
subsequently followed for 254
subsequently followed her 73
subsequently followed him 254
subsequently followed his 344
subsequently followed its 58
subsequently followed that 44
subsequently followed them 109
subsequently followed this 233
subsequently followed was 81
subsequently followed with 247
subsequently furrowed out 47
subsequently hammered out 115
subsequently happened and 40
subsequently happened that 157
subsequently happened was 138
subsequently happened with 52
subsequently hardened and 128
subsequently hollowed out 118
subsequently identify and 47
subsequently identify with 50
subsequently imitated and 52
subsequently impeached and 66
subsequently improved and 644
subsequently improved for 42
subsequently improved her 46
subsequently improved his 73
subsequently improved its 43
subsequently improved this 56
subsequently improved with 148
subsequently included them 43
subsequently included this 55
subsequently included with 86
subsequently increased and 356
subsequently increased for 58
subsequently increased his 199
subsequently increased its 400
subsequently increased this 126
subsequently increased with 168
subsequently increases and 56
subsequently increases its 55
subsequently increases with 109
subsequently incurred for 69
subsequently indebted for 160
subsequently indicate that 293
subsequently indicted and 412
subsequently indicted for 1593
subsequently indicted him 51
subsequently infected and 48
subsequently infected with 786
subsequently inferred that 100
subsequently infilled with 110
subsequently informed and 44
subsequently informed her 98
subsequently informed him 268
subsequently informed his 151
subsequently informed that 3406
subsequently informed them 55
subsequently initiated and 54
subsequently injected with 648
subsequently inserted and 42
subsequently insisted that 1293
subsequently interact with 577
subsequently invented and 70
subsequently invented for 44
subsequently invested with 242
subsequently involved him 73
subsequently involved with 164
subsequently isolated and 636
subsequently isolated using 42
subsequently knighted and 161
subsequently knighted for 217
subsequently launched his 73
subsequently launched its 51
subsequently licensed for 66
subsequently maintain that 126
subsequently mentioned that 120
subsequently mentioned this 81
subsequently minister for 141
subsequently mistaken for 84
subsequently modified and 1970
subsequently modified but 40
subsequently modified for 592
subsequently modified his 1106
subsequently modified its 340
subsequently modified that 102
subsequently modified them 50
subsequently modified this 609
subsequently modified with 224
subsequently multiply and 56
subsequently murdered and 97
subsequently murdered her 70
subsequently murdered him 94
subsequently murdered his 96
subsequently mustered out 126
subsequently negotiate with 53
subsequently notified that 262
subsequently objected that 101
subsequently obscured and 54
subsequently observed and 130
subsequently observed for 177
subsequently observed that 2634
subsequently observed with 175
subsequently observes that 201
subsequently obtained and 225
subsequently obtained are 58
subsequently obtained for 597
subsequently obtained her 78
subsequently obtained his 396
subsequently obtained that 60
subsequently obtained two 49
subsequently obtained using 70
subsequently obtained was 55
subsequently obtained with 181
subsequently occupied and 84
subsequently occupied for 106
subsequently occupied his 51
subsequently occupied with 75
subsequently occurred and 138
subsequently occurred that 73
subsequently occurred was 85
subsequently occurred with 131
subsequently operated with 61
subsequently ordained and 129
subsequently outlawed and 50
subsequently overcome and 48
subsequently overcome with 44
subsequently overlaid with 157
subsequently overtook him 73
subsequently overtook them 46
subsequently oxidized and 133
subsequently oxidized with 135
subsequently parceled out 66
subsequently pardoned and 272
subsequently pardoned for 54
subsequently pardoned him 60
subsequently perfused with 85
subsequently poisoned him 114
subsequently polished and 86
subsequently polished with 106
subsequently positive for 57
subsequently possible for 57
subsequently pregnant and 54
subsequently prepared and 423
subsequently prepared for 776
subsequently prepared two 46
subsequently prepared with 44
subsequently presents with 41
subsequently procured and 59
subsequently procured for 79
subsequently procured him 93
subsequently procured his 40
subsequently produced and 277
subsequently produced are 64
subsequently produced for 210
subsequently produced his 151
subsequently produced its 55
subsequently produced one 49
subsequently produced that 46
subsequently produced two 185
subsequently produced was 66
subsequently produced with 89
subsequently prolonged for 41
subsequently promised that 124
subsequently promoted and 140
subsequently promoted him 105
subsequently proposed and 184
subsequently proposed for 175
subsequently proposed that 1676
subsequently provided all 48
subsequently provided for 800
subsequently provided him 111
subsequently provided that 379
subsequently provided them 48
subsequently provided with 602
subsequently provides for 53
subsequently provides that 125
subsequently provision was 41
subsequently publishing his 82
subsequently publishing them 51
subsequently punished for 337
subsequently punished with 57
subsequently purified and 304
subsequently purified using 59
subsequently purified with 57
subsequently qualifying for 55
subsequently quenched and 55
subsequently quenched with 49
subsequently ransomed for 85
subsequently ratified and 402
subsequently ratified his 104
subsequently ratified them 67
subsequently ratified this 72
subsequently ratified with 50
subsequently reappeared and 44
subsequently rearranged and 41
subsequently rebelled and 42
subsequently recalled and 173
subsequently recalled for 47
subsequently recalled his 60
subsequently recalled how 68
subsequently recalled that 808
subsequently recalled this 45
subsequently recanted and 111
subsequently recanted his 135
subsequently received and 281
subsequently received any 50
subsequently received are 60
subsequently received both 72
subsequently received for 186
subsequently received her 142
subsequently received him 46
subsequently received his 583
subsequently received its 156
subsequently received one 61
subsequently received that 175
subsequently received them 56
subsequently received this 84
subsequently received two 162
subsequently received was 110
subsequently received with 55
subsequently recorded and 179
subsequently recorded for 164
subsequently recorded his 179
subsequently recorded that 328
subsequently recorded them 55
subsequently recorded two 45
subsequently recorded with 88
subsequently recurred and 40
subsequently redeemed and 50
subsequently redeemed for 41
subsequently referred for 304
subsequently referred her 52
subsequently refilled with 62
subsequently reformed and 92
subsequently regained her 51
subsequently regained his 215
subsequently regained its 104
subsequently regarded this 50
subsequently regarded with 86
subsequently reissued with 82
subsequently rejected all 43
subsequently rejected and 136
subsequently rejected for 129
subsequently rejected her 110
subsequently rejected him 41
subsequently rejected his 75
subsequently rejected that 104
subsequently rejected them 67
subsequently rejected this 275
subsequently rejoined his 86
subsequently relapsed and 143
subsequently relapsed with 42
subsequently relented and 114
subsequently relieved him 62
subsequently remained for 60
subsequently remained with 102
subsequently remarked that 1255
subsequently reminded him 63
subsequently rendered for 49
subsequently rendered her 62
subsequently rendered him 136
subsequently rendered his 57
subsequently rendered them 55
subsequently repaired and 449
subsequently repaired with 108
subsequently repented and 64
subsequently repented his 66
subsequently replaced and 101
subsequently replaced him 74
subsequently replaced them 112
subsequently replaced this 56
subsequently replaced with 2001
subsequently reported and 145
subsequently reported for 309
subsequently reported his 111
subsequently reported its 44
subsequently reported that 11524
subsequently reported them 62
subsequently reported this 96
subsequently reported two 111
subsequently reported using 42
subsequently reported with 77
subsequently requesting its 47
subsequently required all 48
subsequently required and 46
subsequently required for 431
subsequently required that 214
subsequently rescinds that 186
subsequently reserved for 141
subsequently resigned and 358
subsequently resigned for 46
subsequently resigned his 721
subsequently resigned this 54
subsequently resolved and 59
subsequently resolved that 374
subsequently resolved with 50
subsequently restated his 48
subsequently restored and 366
subsequently restored for 58
subsequently restored him 70
subsequently restored them 64
subsequently restored with 94
subsequently retained for 118
subsequently retained his 46
subsequently retrieve and 44
subsequently returned and 628
subsequently returned for 359
subsequently returned them 75
subsequently returned with 443
subsequently reunited with 257
subsequently reversed and 253
subsequently reversed for 59
subsequently reversed his 218
subsequently reversed its 257
subsequently reversed that 126
subsequently reversed this 223
subsequently reversed with 53
subsequently reviewed and 473
subsequently reviewed for 59
subsequently reviewed with 49
subsequently revolted and 55
subsequently rewarded for 232
subsequently rewarded him 55
subsequently rewarded with 603
subsequently reworked and 225
subsequently salvaged and 87
subsequently screened for 286
subsequently sectioned and 81
subsequently selected and 159
subsequently selected for 716
subsequently selected him 62
subsequently separate and 53
subsequently sloughed off 56
subsequently smuggled out 122
subsequently softened his 57
subsequently squeezed out 149
subsequently stressed that 207
subsequently stricken out 168
subsequently stripped and 98
subsequently stripped off 266
subsequently suffered death 55
