bad answer as ever was 57
but fatten on free air 43
but filled my boot with 51
but filled the room with 45
but follow the hero with 75
but follow the same path 47
but forgot to give him 239
but forgot to take his 67
but forgot to tell her 42
but forgot to tell him 86
but forgot to tell you 102
but friend is more than 57
but fright at what was 62
but frozen so hard that 66
but grieve to think that 360
but hardly the only one 620
but hewers of wood and 268
but hinted at what all 55
but ignore the fact that 740
but ignoring the fact that 428
but indeed it will not 112
but inside he knew that 43
but inside me there was 44
but inside my heart was 57
but inside the city they 41
but inside the room was 40
but instead he gave her 61
but instead he gave his 47
but instead he gave them 41
but instead he held her 43
but instead he just sat 53
but instead he kept his 47
but instead he said that 90
but instead he told her 62
but instead he took her 143
but instead he took his 58
but instead he took off 50
but instead he went out 48
but instead is used for 45
but instead it came out 106
but instead it made her 82
but instead it made him 51
but instead of asking for 257
but instead of asking her 177
but instead of asking him 92
but instead of asking them 47
but instead of bringing her 67
but instead of bringing him 73
but instead of bringing out 46
but instead of bringing them 115
but instead of coming out 369
but instead of crying out 115
but instead of dealing with 396
but instead of ending with 76
but instead of giving any 103
but instead of giving her 164
but instead of giving him 292
but instead of giving his 63
but instead of giving them 265
but instead of giving way 151
but instead of giving you 68
but instead of having all 64
but instead of having her 49
but instead of having him 86
but instead of having his 61
but instead of having its 54
but instead of having one 344
but instead of having them 194
but instead of having two 120
but instead of heading for 348
but instead of just one 56
but instead of laying them 40
but instead of leading her 43
but instead of leading him 40
but instead of leading them 42
but instead of leaving him 59
but instead of leaving them 66
but instead of losing his 49
but instead of making any 225
but instead of making for 190
but instead of making her 217
but instead of making him 158
but instead of making his 129
but instead of making one 84
but instead of making them 155
but instead of making this 63
but instead of making use 137
but instead of mixing with 46
but instead of only one 58
but instead of paying any 56
but instead of paying for 90
but instead of paying him 54
but instead of paying his 52
but instead of paying them 44
but instead of rising and 88
but instead of saying that 708
but instead of saying with 41
but instead of seeing her 66
but instead of seeing him 47
but instead of seeing his 121
but instead of seeing that 42
but instead of seeing them 52
but instead of seeing this 81
but instead of taking any 102
but instead of taking her 264
but instead of taking him 190
but instead of taking his 334
but instead of taking off 107
but instead of taking one 53
but instead of taking our 49
but instead of taking out 63
but instead of taking that 120
but instead of taking them 191
but instead of taking this 139
but instead of their being 361
but instead of there being 398
but instead of these being 175
but instead of these they 40
but instead of wiping his 65
but instead the fact that 310
but instead to find out 40
but instead to give them 43
but instead to give you 49
but instead to help them 51
but instead to look for 99
but instead to make them 68
but instead to show how 100
but instead to show that 152
but instead to take them 52
but instead to wait for 64
but instead to work with 67
but instead we find that 129
but instead we will use 56
but lacked the means for 41
but lacked the time and 83
but lacked the will and 53
but ladies of rank and 62
but lament the fact that 196
but larger in size and 144
but larger in size than 122
but lately we have had 123
but lately we have not 47
but learned the hard way 52
but learned to live with 92
but listen to what they 143
but little in form and 56
but little in saying that 81
but little in size and 154
but little in their own 85
but little is done for 87
but little is done with 63
but little is left for 178
but little of mirth was 75
but little of such things 43
but little of their art 103
but little of their own 255
but little of their real 44
but little of these things 122
but little of those who 73
but little of what goes 65
but little of what had 181
but little of what has 166
but little of what may 74
but little of what she 229
but little of what they 965
but little of what was 1421
but little of what you 51
but little on their way 50
but little or none for 290
but little or none was 69
but little or none with 68
but little or nothing can 135
but little or nothing for 201
but little or nothing had 160
but little or nothing has 464
but little or nothing that 389
but little or nothing was 731
but little the last two 56
but little to care for 50
but little to give them 50
but little to help him 63
but little to help them 45
but little to hope for 285
but little to keep them 81
but little to know who 173
but little to lose and 59
but little to make him 109
but little to make them 115
but little to show for 671
but little to show that 166
but little to tell you 246
but little to their own 88
but little to these men 42
but little to those who 138
but little to what has 155
but little to what was 72
but little to what you 61
but little to work with 42
but looked at least ten 120
but looked in vain for 630
but looked no more than 156
but looked on from his 70
but looked the other way 344
but looked up into his 45
but looked up when she 55
but mainly by their own 64
but mainly by those who 48
but mainly the fact that 202
but mainly to show how 59
but mainly to show that 137
but mainly to those who 44
but manage to come out 60
but managing to keep his 59
but matter of fact and 45
but mention it only for 69
but mention the fact that 215
but merely by their own 205
but merely in their own 45
but merely on their own 44
but merely the fact that 1643
but merely the means for 42
but merely to draw his 65
but merely to draw out 58
but merely to find out 240
but merely to give him 131
but merely to give them 146
but merely to give you 382
but merely to have him 42
but merely to have them 47
but merely to keep him 45
but merely to keep them 110
but merely to know that 130
but merely to make him 67
but merely to make them 144
but merely to make use 62
but merely to make you 40
but merely to note that 923
but merely to save his 76
but merely to seek and 56
but merely to shew that 409
but merely to shew you 49
but merely to show his 53
but merely to show how 584
but merely to show its 77
but merely to show that 4238
but merely to show why 92
but merely to show you 224
but merely to teach him 60
but merely to tell you 67
but merely to think and 47
but merely to throw out 76
but merely to warn you 143
but misses the fact that 123
but mostly he just sat 59
but mostly he kept his 55
but mostly on their own 54
but mostly the fact that 105
but mostly the talk was 57
but mostly to those who 41
but mostly we just sat 72
but myself to care for 126
but myself to love him 90
but myself to make this 45
but myself to thank for 72
but needed to know how 43
but neither at home nor 49
but neither by look nor 43
but neither by word nor 143
but neither in fact nor 41
but neither in form nor 41
but neither in gold nor 64
but neither in india nor 51
but neither in size nor 56
but neither in theory nor 82
but neither in these nor 286
but neither in youth nor 167
but neither is more than 63
but neither is there any 5685
but neither is there one 71
but neither my aunt nor 49
but neither my wife nor 145
but neither of these are 692
but neither of these can 1670
but neither of these did 48
but neither of these had 286
but neither of these has 575
but neither of these men 450
but neither of these nor 45
but neither of these things 655
but neither of these two 1160
but neither of these was 953
but neither of those things 115
but neither of those two 144
but neither of whom had 137
but neither of whom was 48
but neither so fair nor 66
but neither the army nor 140
but neither the book nor 54
but neither the city nor 71
but neither the date nor 137
but neither the dirt nor 49
but neither the duke nor 59
but neither the fact that 51
but neither the food nor 47
but neither the form nor 73
but neither the girl nor 88
but neither the heart nor 51
but neither the land nor 46
but neither the means nor 40
but neither the name nor 131
but neither the only nor 126
but neither the plan nor 76
but neither the play nor 60
but neither the pope nor 142
but neither the size nor 57
but neither the term nor 49
but neither the text nor 152
but neither the time nor 766
but neither the timing nor 48
but neither the tone nor 42
but neither the union nor 46
but neither the wife nor 49
but neither the wind nor 42
but neither the word nor 43
but neither to tire him 45
but nobody is ever going 50
but notice the fact that 201
but notice the more than 265
but nowise the lord and 115
but object to their being 306
but occurs in less than 117
but omitting the fact that 126
but opened the door and 503
but opened the door for 249
but partly by their own 42
but passed it along with 79
but passed on from one 58
but paused to view them 41
but perish by what may 84
but phases of what has 56
but played the game with 64
but pleased to find that 172
but pleased to learn that 109
but pleased to think that 40
but plenty of room for 406
but plenty of time for 199
but plunged in their own 59
but praise the lord for 76
but prefer to have them 53
but prefer to keep them 62
but prefer to leave that 95
but prefer to work with 61
but proved so hard and 42
but purity of heart and 45
but pushed the boat off 48
but pushed up into and 79
but pushes it from him 66
but rarely at other than 83
but rarely by more than 57
but rarely do more than 71
but rarely if ever are 90
but rarely if ever can 40
but rarely if ever did 88
but rarely if ever does 132
but rarely if ever for 43
but rarely if ever has 67
but rarely if ever with 40
but rarely in those with 59
but rarely is more than 113
but rarely is there any 295
but rarely of more than 125
but rarely the case that 126
but rarely the other way 76
but rarely to have had 41
but rarely to more than 44
but readily to give them 44
but readily to quit them 42
but realize the fact that 116
but realize the need for 40
but realizing the need for 61
but recall the fact that 239
but recoil on their own 269
but record the fact that 144
but reduce the need for 43
but refers to those who 41
but refine the pure and 46
but refuse to call them 48
but refuse to give them 69
but refuse to take any 78
but refusing to give any 62
but refusing to give him 42
but refusing to give them 46
but refusing to make any 94
but refusing to take any 58
but regard the step she 112
but regret the fact that 196
but regret to find that 108
but reject the view that 147
but relied on their own 109
but remain at home and 82
but remain at home for 80
but remain in their own 135
but remain the same for 79
but remand the case for 53
but render the dues that 70
but resent the fact that 285
but return to their old 72
but return to their own 122
but reveals the fact that 48
but safest to keep out 95
but scenes of ruin and 55
but seemed to come out 110
but seemed to feel that 700
but seemed to give him 88
but seemed to have got 124
but seemed to have had 176
but seemed to have his 52
but seemed to know she 52
but seemed to know that 135
but seemed to think that 1836
but seemed to think they 48
but seemed to wait for 72
but seldom at peace with 42
but seldom by more than 95
but seldom if ever are 71
but seldom if ever did 79
but seldom if ever does 43
but seldom if ever has 52
but seldom if ever was 47
but seldom in less than 57
but seldom in more than 60
but seldom is more than 45
but seldom is there any 156
but seldom to those things 123
but served to whet his 41
but serves to draw them 42
but serves to show how 199
but serves to show that 484
but sheathed in mail and 71
but should be clean and 48
but should be clear and 56
but should be dealt with 655
but should be done with 362
but should be eaten with 67
but should be glad that 48
but should be held for 41
but should be kept dry 53
but should be kept for 132
but should be kept out 322
but should be laid out 54
but should be left for 185
but should be left with 79
but should be less than 492
but should be made with 174
but should be more than 119
but should be paid for 93
but should be paid out 182
but should be ready for 61
but should be seen for 43
but should be such that 361
but should be sure that 50
but should be told that 114
but should be used for 690
but should be used with 3942
but should do what they 57
but should he draw his 113
but should he find that 40
but should he show any 53
but should he wish for 41
but should in some way 44
but should it meet with 79
but should it turn out 113
but should the beds dip 42
but should we have any 40
but showed no sign that 68
but simply as means for 64
but simply by making men 46
but simply by their own 57
but simply of their own 88
but simply of your being 40
but simply on their being 43
but simply the fact that 2860
but simply to call this 74
but simply to deny that 41
but simply to find and 71
but simply to find out 256
but simply to give him 148
but simply to give his 62
but simply to give them 116
but simply to give you 150
but simply to have them 46
but simply to help them 68
but simply to help you 60
but simply to keep him 44
but simply to keep them 98
but simply to know how 71
but simply to know that 90
but simply to live for 44
but simply to make head 43
but simply to make him 52
but simply to make our 68
but simply to make them 99
but simply to make use 64
but simply to make you 54
but simply to note that 1278
but simply to pick out 45
but simply to show his 91
but simply to show how 563
but simply to show its 54
but simply to show that 3496
but simply to show them 41
but simply to show you 100
but simply to teach him 51
but simply to tell them 69
but simply to tell you 185
but simply to those who 50
but simply to treat them 44
but simply to urge that 48
but simply to wait for 45
but slowly in wealth and 45
but solely by giving one 59
but solely of those who 45
but solely of what you 70
but solely the fact that 122
but solely to show that 90
but solely to their own 83
but solely to those who 53
but something is also due 63
but something is wrong and 42
but something is wrong with 341
but something of what she 41
but something or other had 162
but something or other has 170
but something or other was 44
but something to live for 92
but something we must sit 48
but sought in vain for 256
but sought to give them 48
but sought to show that 179
but starting at last and 40
but states of mind and 60
but stayed at home and 389
but stayed at home with 87
but strength of mind and 50
but stress the fact that 193
but stress the need for 172
but supply the last and 52
but surely he need not 45
but surely he will not 104
but surely if what you 44
but surely it need not 71
but surely it will not 313
but surely no more than 134
but surely the babe can 70
but surely the fact that 350
but surely the lord our 55
but surely the other two 45
but surely the time has 102
but surely we have not 63
but surely we need not 86
but surely we will not 137
but talked it over with 41
but tedious to show that 123
but tended to show that 106
but tended to side with 54
but terror of heart that 41
but thereby is meant that 42
but thought as felt and 230
but thought it best for 140
but thought it best not 653
but thought it best that 170
but thought it more for 48
but thought it wise not 103
but thought of nothing but 179
but thought of what thou 102
but thought the best way 42
but thought the time had 44
but thought the time was 61
but through the ages they 46
but through the dust and 47
but through the eyes and 116
but through the fact that 1215
but through the faith and 41
but through the length and 152
but through the life and 65
but through the love and 111
but through the slow and 40
but through the very act 85
but through the years had 43
but through the years has 50
but through the years his 44
but through the years she 177
but through the years they 159
but thyself to make out 58
but toward the same end 184
but toward the south and 63
but toward the south they 56
but traces of these are 57
but turned at once and 51
but turned it down and 94
but turned it down for 71
but turned the other way 198
but turned the tide and 90
but turned the wrong way 92
but turned to face her 49
but turned to face him 66
but twelve of these are 44
but unable to break out 106
but unable to calm her 67
but unable to care for 127
but unable to come out 83
but unable to cope with 441
but unable to find any 371
but unable to find her 59
but unable to find him 104
but unable to find his 115
but unable to find one 276
but unable to find that 72
but unable to find them 98
but unable to give any 88
but unable to help him 71
but unable to help them 42
but unable to hide her 52
but unable to hide his 68
but unable to hold out 41
but unable to keep her 103
but unable to keep his 157
but unable to leave his 67
but unable to make any 373
but unable to make her 52
but unable to make his 63
but unable to make its 65
but unable to make out 153
but unable to move his 64
but unable to reach him 55
but unable to reach his 45
but unable to reach out 107
but unable to reach them 54
but unable to speak for 40
but unable to stop her 42
but unable to stop them 83
but unable to take any 83
but unable to take her 53
but unable to take his 91
but unable to tell her 46
but unable to tell his 45
but unable to work out 50
but unfair to seek out 48
but united in heart and 43
but unless at least one 133
but unless he lays his 101
but unless he told her 40
but unless we know how 87
but unless we know that 41
but unlike the case for 50
but unlike the case with 138
but unlike the other two 793
but useful to those who 263
but values of less than 63
but varied in depth and 45
but varied in size and 62
but varies in size and 66
but waited in vain for 606
but waited to make its 90
but walked in their own 85
but wanted my hair and 93
but wanted to find out 335
but wanted to give her 57
but wanted to give him 89
but wanted to give them 43
but wanted to give you 58
but wanted to have them 82
but wanted to keep her 95
but wanted to keep him 61
but wanted to keep his 86
but wanted to keep them 64
but wanted to kill him 84
but wanted to know how 324
but wanted to know who 90
but wanted to know why 323
but wanted to make him 45
but wanted to make his 61
but wanted to make them 46
but wanted to show that 125
but wanted to speak with 60
but wanted to stay and 72
but wanted to stay with 68
but wanted to take his 51
but wanted to talk with 49
but wanted to wait and 43
but wanted to wait for 116
but wanted to work with 49
but warmed my heart with 48
but wearies the feet and 52
but whence it came and 46
but whence the soul had 47
but whether he ever did 82
but whether he ever had 51
but whether he means this 107
but whether he meant that 157
but whether he took any 48
but whether he will get 48
but whether he will not 71
but whether in fact they 72
but whether it ever was 66
but whether it have any 48
but whether it were due 62
but whether it were for 96
but whether it were that 365
but whether it will bring 40
but whether it will get 40
but whether it will lead 65
but whether it will pay 74
but whether my urging them 45
but whether the fact that 128
but whether the heir per 153
but whether the hour has 163
but whether the jury was 52
but whether the lord has 107
but whether the lord hath 81
but whether the name was 67
but whether the said cow 361
but whether the same can 49
but whether the work was 69
but whether to show off 61
but whether we have any 87
but whether we take him 47
but whilst we were yet 40
but whither he knew not 74
but whither he went they 41
but wholly in line with 51
but wholly to cast off 62
but wished to give them 57
but wished to have them 58
but wished to keep his 45
but wished to know how 146
but wished to make use 49
but wishes to keep them 49
but without it nothing can 49
but without it there can 257
but without it there was 203
but without the cringing and 66
but without the deep and 57
but without the depth and 55
but without the fire and 71
but without the hope that 56
but without the least fear 46
but without the least idea 208
but without the means for 85
but without the need for 3199
but without the other two 42
but without the pain and 111
but wonder at those who 102
but wonder if there are 80
but wonder if there had 45
but wonder if there was 398
but worked in their own 47
but worked on their own 41
but wrecks of what they 72
buy enough to last for 41
buy houses of their own 73
buy little of other things 163
buy loaves of bread for 46
buy shares in their own 136
buy silver at home and 62
buy slaves of their own 63
bye before he left for 144
