bad men would desire to 227
but you never thought of 159
but you never wanted to 153
but you ought always to 45
but you really should be 131
but you really wanted to 65
but you shall always be 89
but you shall answer to 40
but you shall choose it 49
but you shall choose the 40
but you shall follow me 154
but you shall listen to 55
but you still manage to 73
but you still needed to 49
but you still refuse to 49
but you still should be 87
but you still wanted to 70
but you would always be 48
but you would expect to 86
but you would hardly be 47
but you would insist on 85
but you would oblige me 97
but you would prefer me 40
but you would prefer to 166
but you would refuse to 44
buy any fixed number of 53
buy any given amount of 77
buy for minor clerks the 50
buy who could afford it 43
bye and headed toward the 89
