hail a taxi and ask 52
heavy a load for any 55
heavy a load for her 41
heavy a load for him 98
heavy a load for his 52
heavy a load for one 55
heavy a load for them 45
heavy a yoke for one 50
held a book with its 55
held a feast for his 49
held a good job and 54
held a hand out and 98
held a hand out for 198
held a meaning for him 55
held a sign that read 554
held a talk with them 60
held a very long and 53
held a view that was 61
held a wake for him 71
help a girl who had 51
help a girl who was 50
help a good deal with 109
help a great deal and 280
help a great deal but 128
help a great deal for 147
help a great deal with 810
help a lady who had 64
help a poor man who 79
help a poor man with 57
help a poor old man 83
help a young man get 44
help a young man who 185
help a young man with 50
help i will ask for 42
here a deep and long 48
here a free man and 90
here a good deal and 98
here a great deal and 59
here a great deal too 106
here a lady who had 104
here a month ago and 170
here a month and you 45
here a month now and 54
here a sine qua non 47
here a step that hath 63
here a week ago and 213
here a week ago with 90
here a week and then 45
here a week and you 87
here a week now and 133
here a young man and 43
here a young man who 137
here i drew out and 40
here i have had two 61
here i have met with 168
here i have not got 55
here i have not had 266
here i have not met 59
here i have not yet 119
here i have set out 51
here i just can not 60
here i keep for thee 121
here i know not how 105
here i know that all 132
here i last saw him 144
here i lend thee this 111
here i lift this one 46
here i must add that 492
here i must ask you 180
here i must beg you 49
here i must bid you 114
here i must deal with 63
here i must say one 42
here i must say that 1388
here i must say why 52
here i need not say 64
here i think they are 60
here i told him that 145
here i told you that 197
here i walk with her 77
here i will add that 129
here i will ask you 97
here i will but say 107
here i will deal with 69
here i will let you 120
here i will put off 178
here i will say that 804
here i will try and 68
hide a face that all 134
hide a face that has 43
high a rate that they 103
high a word for them 58
hill a good way off 64
hint i gave him long 375
hire a boat and row 322
hire a canoe for any 71
hire a crew and get 41
hire a young man who 48
hiring a single one for 57
hits a home run and 308
hits a home run off 51
hits a home run out 159
hits a home run with 211
hogs i ever did hear 87
hold a book for her 42
hold a bull with his 40
hold a good job and 59
hold a hearing and may 134
hold a hearing and then 46
hold a part with you 57
hold a room for you 72
hold a talk with him 65
hold a talk with them 65
hold a talk with you 46
hold a wake for him 51
home a girl with her 70
home a good deal and 113
home a great deal and 569
home a week ago and 89
home a young man who 63
home i have not had 70
home i rode him all 40
home i told her that 113
home i told him that 277
home i will ask him 48
home i will bring thee 75
home i will bring you 135
hope i have for this 54
hope i have for you 146
hope i have met with 42
hope i have not got 689
hope i have not had 103
hope i have not led 55
hope i have not let 281
hope i have not put 1075
hope i have not too 83
hope i have not yet 131
hope i have now got 48
hope i have that you 40
hope i have this day 159
hope i live that long 53
hope i need not add 216
hope i need not fear 215
hope i need not put 40
hope i need not say 2287
hope i need not use 251
hope i will not die 73
hope i will not get 709
hope i will not hear 95
hope i will not let 235
hope i will not run 40
hope i will not see 271
hope i will one day 43
hope i will see him 41
hope i will see you 1019
hoping i will not see 52
hose i have not yet 55
hour a bell was rung 120
hour a week for each 56
hour a week for one 325
hour a week for six 103
hour a week for that 97
hour a week for two 86
hour a week with each 93
hour a week with his 105
hour i learn that this 51
hour i pass with him 44
hour i went out too 46
hurt a great deal and 86
hymn i have not yet 49
