he add another verse to 120
he was already showing the 114
he was already sitting at 124
he was already sitting in 395
he was already sitting on 175
he was already sitting up 162
he was already sorry he 66
he was already speaking in 52
he was already speaking of 168
he was already speaking to 62
he was already staring at 44
he was already talking of 187
he was already talking to 276
he was already tasting the 53
he was already teaching at 52
he was already teaching in 46
he was already telling me 60
he was already telling the 49
he was already thinking in 487
he was already thinking of 2482
he was already tired of 546
he was already turning the 64
he was already turning to 158
he was already under the 587
he was already verging on 69
he was already waiting at 52
he was already waiting in 52
he was already willing to 94
he was already within the 97
he was already working as 412
he was already working at 230
he was already working in 398
he was already working on 2726
he was already working to 64
he was already writing in 97
he was already writing the 83
he was already writing to 219
he was always about the 60
he was always about to 346
he was always after me 116
he was always after the 76
he was always alert at 77
he was always alert to 443
he was always alive to 234
he was always alone in 57
he was always asked if 41
he was always asked to 290
he was always aware of 1980
he was always bored by 43
he was always bound to 142
he was always calling me 63
he was always civil to 52
he was always close at 53
he was always close by 67
he was always close to 437
he was always drawn to 333
he was always dreaming of 212
he was always either in 72
he was always equal to 297
he was always falling in 102
he was always first at 46
he was always first in 280
he was always first on 57
he was always first to 256
he was always found at 131
he was always found in 493
he was always found on 156
he was always found to 126
he was always getting in 265
he was always getting the 108
he was always getting up 187
he was always given the 295
he was always given to 129
he was always happy in 200
he was always happy to 1419
he was always harping on 153
he was always hinting at 76
he was always holding up 40
he was always jumping up 42
he was always known as 3293
he was always known by 359
he was always known in 207
he was always known to 538
he was always liable to 770
he was always looking at 475
he was always looking to 277
he was always looking up 157
he was always loyal to 592
he was always moved by 88
he was always moved to 41
he was always picking on 191
he was always picking up 282
he was always playing the 58
he was always popping up 46
he was always prone to 535
he was always proud of 705
he was always proud to 423
he was always pulling at 42
he was always pushing me 47
he was always pushing the 53
he was always putting on 167
he was always quick to 1488
he was always right in 309
he was always right on 148
he was always ruled by 51
he was always running to 69
he was always rushing to 40
he was always saved by 63
he was always seated in 47
he was always seeking in 69
he was always seeking the 125
he was always seeking to 517
he was always short of 862
he was always showing up 93
he was always sitting at 41
he was always sitting in 62
he was always sitting on 69
he was always sorry to 96
he was always speaking in 40
he was always speaking of 148
he was always staring at 101
he was always strong in 107
he was always swift to 54
he was always taken in 120
he was always taken to 59
he was always talking of 651
he was always talking to 457
he was always teaching me 61
he was always telling me 620
he was always telling the 140
he was always telling us 239
he was always thinking in 51
he was always thinking of 1957
he was always thinking up 87
he was always turning up 261
he was always under the 572
he was always waiting at 57
he was always waiting to 106
he was always wanting to 591
he was always where he 103
he was always where the 99
he was always willing to 8293
he was always wishing to 110
he was always within the 91
he was always working at 107
he was always working in 122
he was always working on 619
he was always working to 77
he was always worse in 42
he was always worse on 217
he was always writing in 50
he was always writing to 126
he was always yelling at 105
he was anxious about it 105
he was anxious about me 87
he was anxious about my 55
he was anxious about the 1873
he was anxious again to 45
he was anxious first to 47
he was anxious still to 44
he was around hunting up 65
he was asleep under the 92
he was asleep until he 83
he was avoiding looking at 111
he was banned under the 78
he was barely aware of 837
he was barely civil to 123
he was barely getting by 81
he was barely holding on 158
he was barely speaking to 65
he was become quite an 42
he was becoming adept at 46
he was becoming aware of 796
he was becoming known as 1025
he was becoming known in 105
he was becoming known to 115
he was becoming quite an 41
he was becoming tired of 209
he was before willing to 65
he was behaving badly he 64
he was behaving badly to 41
he was better after it 45
he was better aware of 80
he was better known as 3761
he was better known at 54
he was better known by 505
he was better known in 587
he was better known on 47
he was better known to 552
he was better liked by 40
he was better where he 108
he was beyond doubt the 179
he was beyond sight of 48
he was bitter about it 163
he was bitter about the 393
he was boasting about it 47
he was boasting about the 64
he was bragging about it 119
he was bragging about the 65
he was brooding about the 60
he was buried after the 70
he was buried alive by 55
he was buried alive in 176
he was buried beneath it 67
he was buried beneath the 323
he was buried close by 41
he was buried close to 158
he was buried either in 40
he was buried under an 110
he was buried under the 1034
he was buried where he 255
he was buried within so 56
he was buried within the 373
he was burned alive at 195
he was burned alive by 90
he was burned alive in 242
he was burned alive on 96
he was burned black as 105
he was busily working at 46
he was busily working on 117
he was called about the 46
he was called after he 51
he was called after the 258
he was called again to 391
he was called aside by 121
he was called first to 51
he was called henry the 42
he was called julian the 68
he was called names by 51
he was called thence to 67
he was called thither by 75
he was called thither to 54
he was called until he 63
he was called within the 120
he was calmly seated in 45
he was candid about the 78
he was carrying would be 46
he was carted about in 133
he was caught again by 79
he was caught again in 104
he was caught alive at 46
he was caught cheating at 66
he was caught cheating in 42
he was caught cheating on 77
he was caught robbing on 215
he was caught sight of 54
he was caught stealing in 41
he was caught stealing the 57
he was caught talking to 48
he was caught under an 43
he was caught under the 170
he was caught within the 43
he was chosen abbot of 208
he was chosen again to 45
he was chosen chief of 138
he was chosen clerk of 550
he was chosen clerk to 65
he was chosen deacon of 141
he was chosen judge of 348
he was chosen leader of 282
he was chosen major of 44
he was chosen mayor of 587
he was chosen rabbi of 53
he was chosen reader of 50
he was chosen tutor in 60
he was chosen vicar of 41
he was circling about the 106
he was circling round the 51
he was clearly about to 87
he was clearly aware of 1349
he was clearly bound to 88
he was clearly close to 41
he was clearly drawn to 67
he was clearly given to 51
he was clearly happy to 47
he was clearly moved by 97
he was clearly proud of 363
he was clearly right in 81
he was clearly seeking to 45
he was clearly still in 63
he was clearly thinking in 66
he was clearly thinking of 273
he was clearly under the 145
he was clearly unfit to 51
he was clearly upset by 66
he was clearly wanting to 40
he was clearly willing to 182
he was clearly within the 76
he was clever about it 47
he was county clerk of 53
he was county judge of 126
he was cracking under the 44
he was crawling about on 43
he was crawling under the 46
he was created after the 110
he was created baron of 573
he was created count of 187
he was cruising about the 64
he was curious about it 233
he was curious about me 98
he was curious about my 143
he was curious about the 1798
he was damned lucky to 124
he was damned proud of 72
he was damned tired of 95
he was decent about it 46
he was deciding where to 58
he was deemed unfit to 95
he was deemed worthy of 604
he was deemed worthy to 270
he was deeply aware of 653
he was deeply drawn to 108
he was deeply loved by 247
he was deeply loyal to 103
he was deeply moved as 162
he was deeply moved at 196
he was deeply moved by 3251
he was deeply moved he 45
he was deeply moved in 495
he was deeply moved to 210
he was deeply proud of 83
he was deeply under the 49
he was deeply upset by 212
he was denied burial in 67
he was denied entry to 159
he was deputy chief of 809
he was deputy clerk of 123
he was deputy leader of 227
he was deputy mayor of 73
he was doomed again to 115
he was doomed never to 404
he was doubly bound to 117
he was doubly vexed by 58
he was dressing jones as 46
he was driven about by 52
he was driven about the 65
he was driven again to 67
he was driven round the 66
he was driven thence by 133
he was dubious about the 570
he was dwelling under the 53
he was eleven until he 60
he was engaged about the 87
he was engaged could be 47
he was engaged daily in 48
he was engaged either in 160
he was engaged first in 49
he was engaged might be 62
he was engaged under the 76
he was engaged until the 190
he was engaged would be 46
he was enjoying talking to 56
he was exiled after the 61
he was exiled again in 45
he was exiled first to 72
he was fainting under the 40
he was fairly aware of 63
he was fairly close to 159
he was fairly seated in 60
he was fairly tired of 61
he was fairly under the 55
he was fairly within the 106
he was fallen under the 61
he was fearful about the 43
he was fighting under the 227
he was firmly bound to 42
he was firmly fixed in 88
he was firmly seated in 122
he was firmly seated on 425
he was firmly within the 40
he was flayed alive by 99
he was floating above the 113
he was floating alone in 52
he was fonder still of 52
he was fondly known as 60
he was fondly known to 49
he was forced again to 310
he was forced either to 315
he was forced first to 52
he was forced under the 76
he was formed after the 40
he was founding spread the 68
he was fretting about the 83
he was frozen where he 69
he was furious about it 159
he was furious about the 307
he was further aided by 41
he was further asked to 49
he was further bound to 78
he was further upset by 42
he was further urged by 84
he was gently borne to 84
he was gloomy about the 90
he was greater still as 70
he was greater still in 113
he was greatly aided by 1635
he was greatly aided in 186
he was greatly drawn to 83
he was greatly feared by 112
he was greatly given to 124
he was greatly liked by 120
he was greatly loved by 397
he was greatly moved at 87
he was greatly moved by 516
he was greatly taken by 115
he was greatly taken up 45
he was greatly under the 171
he was greatly upset at 42
he was greatly upset by 157
he was greatly vexed at 110
he was greatly vexed by 45
he was grinding under an 45
he was groaning under the 40
he was guided rather by 63
he was guilty either of 40
he was guilty under the 216
he was guilty until he 54
he was hardly about to 58
he was hardly alone in 457
he was hardly aware he 48
he was hardly aware of 2204
he was hardly drawn to 76
he was hardly equal to 136
he was hardly known at 77
he was hardly known in 100
he was hardly known to 139
he was hardly seated in 42
he was hardly thinking of 82
he was hardly willing to 117
he was heavily fined by 63
he was heavily under the 65
he was hedged about by 98
he was hemmed round by 84
he was hidden beneath the 45
he was hidden under the 93
he was highly aware of 151
he was highly worthy of 95
he was hobbling about on 59
he was honest about it 394
he was honest about the 71
he was hovering about the 115
he was hovering above the 108
he was hovering round the 68
he was indeed about to 127
he was indeed aware of 156
he was indeed bound to 48
he was indeed close to 44
he was indeed equal to 136
he was indeed happy to 68
he was indeed looking at 47
he was indeed lucky to 60
he was indeed right in 41
he was indeed sorry to 54
he was indeed speaking to 42
he was indeed talking to 73
he was indeed telling the 73
he was indeed thinking of 78
he was indeed willing to 123
he was indeed worthy of 121
he was insane within the 57
he was inside filling the 67
he was inviting people to 45
he was jailed again in 47
he was jarred awake by 100
he was jealous would be 99
he was jerked awake by 91
he was jerked under the 186
he was joined first by 46
he was joined later by 219
he was jolted awake by 216
he was judged unfit to 68
he was judged worthy of 174
he was judged worthy to 152
he was justly proud of 771
he was keenly alert to 94
he was keenly alive to 2268
he was keenly awake to 79
he was keenly aware of 4506
he was killed after he 62
he was killed after the 125
he was killed either by 71
he was killed later in 122
he was killed later on 48
he was killed under the 69
he was killed while he 102
he was killed while in 203
he was killed while on 171
he was killed within the 48
he was laboring under an 161
he was laboring under the 510
he was laughing about it 144
he was laughing about the 101
he was lifted above the 204
he was likely again to 58
he was likely never to 140
he was listed under the 48
he was little aware of 233
he was little given to 381
he was little known as 63
he was little known at 58
he was little known by 51
he was little known in 520
he was little known to 407
he was little loved by 80
he was little short of 306
he was locked alone in 47
he was lodged within the 70
he was looked after by 2997
he was looked after in 69
he was mainly known as 75
he was mainly thinking of 67
he was marching round the 67
he was martin luther king 51
he was master alike of 118
he was merely about to 59
he was merely armed en 128
he was merely asked to 133
he was merely aware of 66
he was merely copying the 45
he was merely echoing the 243
he was merely engaging in 85
he was merely filling in 102
he was merely helping the 43
he was merely holding the 57
he was merely keeping the 53
he was merely keeping up 42
he was merely looking at 86
he was merely obeying the 184
he was merely passing on 205
he was merely passing the 61
he was merely playing the 154
he was merely putting on 105
he was merely putting up 53
he was merely quoting the 43
he was merely reacting to 114
he was merely seeking an 97
he was merely seeking the 45
he was merely seeking to 289
he was merely serving as 97
he was merely sitting in 40
he was merely stating in 40
he was merely stating the 171
he was merely talking to 110
he was merely telling the 99
he was merely testing the 67
he was merely thinking of 94
he was merely tired of 61
he was merely voicing the 92
he was merely waiting to 55
he was mighty close to 45
he was mighty proud of 205
he was misled about the 59
he was modest about it 61
he was modest about the 58
he was needed where he 102
he was neither asked to 57
he was neither aware of 69
he was neither blind to 67
he was neither bound to 57
he was neither quite so 47
he was neither thinking of 47
he was neither timid as 48
he was neither willing to 105
he was nudged awake by 48
he was offering under the 58
he was openly proud of 40
he was partly aware of 70
he was partly moved by 45
he was partly right in 43
he was pinned beneath the 49
he was pinned under the 96
he was pissed about the 40
he was placed above the 290
he was placed after the 93
he was placed again in 59
he was placed alone in 75
he was placed beneath the 66
he was placed close to 61
he was placed first in 276
he was placed first on 42
he was placed under an 141
he was placed under in 100
he was placed under my 144
he was placed under the 8578
he was placed where he 148
he was placed within the 140
he was planning would be 69
he was planting trees in 48
he was pleased about it 129
he was pleased about the 230
he was pleased after the 40
he was pleased either to 81
he was pleased first to 50
he was pointing right at 63
he was polite about it 140
he was posted first to 48
he was preaching about the 111
he was pretty close to 423
he was pretty lucky to 49
he was pretty nearly as 57
he was pretty nearly the 65
he was pretty proud of 225
he was pretty shook up 110
he was pretty tired of 60
he was proved right by 64
he was proved right in 133
he was prowling about the 215
he was prowling round the 57
he was pulled about by 46
he was pulled aside by 89
he was pulled under by 45
he was pulled under the 100
he was pushed aside by 379
he was pushed aside in 48
he was puzzling which to 42
he was raised above the 324
he was raised again to 77
he was raised under the 77
he was ranked first in 50
he was rarely asked to 63
he was rarely known to 251
he was rarely urged by 44
he was rarely willing to 73
he was rolled round the 46
he was roused again by 78
he was safely seated in 94
he was safely under the 49
he was safely within the 177
he was scarce human in 71
he was scarce known to 44
he was scared stiff of 168
he was seized again by 122
he was seized round the 49
he was seized while on 56
he was seldom asked to 61
he was seldom aware of 43
he was seldom known to 448
he was seldom willing to 88
he was serious about it 595
he was serious about me 123
he was serious about the 804
he was shaken awake by 121
he was shoved aside by 70
he was silent about it 128
he was silent about the 412
he was silent again the 308
he was silent until he 47
he was silent until the 72
he was simply asked if 49
he was simply asked to 191
he was simply aware of 76
he was simply bored by 40
he was simply echoing the 82
he was simply engaging in 46
he was simply happy to 93
he was simply known as 242
he was simply looking at 111
he was simply moved by 43
he was simply obeying the 143
he was simply passing on 113
he was simply playing the 102
he was simply reacting to 135
he was simply seeking an 75
he was simply seeking to 102
he was simply staring at 63
he was simply stating the 180
he was simply talking to 60
he was simply telling me 49
he was simply telling the 100
he was simply testing the 40
he was simply thinking of 69
he was simply tired of 338
he was simply under the 58
he was simply waiting to 85
he was sleeping under the 191
he was slowly burnt to 53
he was slowly learning to 73
he was smarting under the 592
he was snowed under by 48
he was something above the 49
he was sorely beset by 51
he was sorely lacking in 109
he was sorely tried by 245
he was sought after as 517
he was sought after by 1643
he was sought after in 125
he was sought after to 70
he was special agent of 77
he was spending money on 311
he was standing above me 55
he was standing above the 88
he was standing again in 69
he was standing alone at 63
he was standing alone in 410
he was standing alone on 190
he was standing began to 50
he was standing below the 58
he was standing beneath the 144
he was standing close by 195
he was standing close to 830
he was standing erect in 85
he was standing erect on 95
he was standing looking at 167
he was standing naked in 154
he was standing right at 80
he was standing right by 74
he was standing right in 2011
he was standing right on 77
he was standing staring at 69
he was standing still in 102
he was standing talking to 156
he was standing under an 63
he was standing under the 579
he was standing where he 125
he was standing where the 59
he was standing within the 56
he was stated clerk of 52
he was sticking close to 76
he was stifling under the 75
he was stooping under the 42
he was striding about the 49
he was striving after the 63
he was struck again by 657
he was struck again in 46
he was struck blind by 91
he was struck first by 60
he was studying latin as 40
he was studying music in 94
he was studying under the 141
he was sucked under the 43
he was surely about to 76
he was surely aware of 346
he was surely bound to 76
he was surely proud of 42
he was surely right in 294
he was surely right to 261
he was surely thinking of 168
he was talked about as 209
he was talked about in 83
he was taught about the 125
he was taught drawing by 48
he was taught first by 51
he was taught latin by 66
he was taught music by 78
he was taught never to 57
he was thereby bound to 49
he was thought equal to 96
he was thought privy to 75
he was thought unfit to 65
he was thought worthy of 422
he was thought worthy to 486
he was thrashing about in 57
he was through talking he 43
he was through talking to 92
he was tossed about by 168
he was tossed about in 152
he was tossed about on 90
he was towering above me 41
he was treated after the 49
he was treated badly by 131
he was treated rather as 102
he was turned aside by 143
he was turned loose in 175
he was turned loose on 139
he was turned loose to 240
he was twelve until he 87
he was twenty times as 97
he was twenty until he 41
he was unable again to 55
he was unable either to 1435
he was unable fully to 327
he was unable longer to 288
he was unable quite to 73
he was unable really to 63
he was unclear about the 139
he was unsure about the 461
he was unsure where he 82
he was unsure where the 47
he was unsure where to 77
he was unsure which of 40
he was vainly seeking to 49
he was violent about my 72
he was warmly aided by 40
he was warmly urged to 71
he was warned about the 177
he was warned never to 109
he was wholly above the 49
he was wholly aware of 45
he was wholly given to 40
he was wholly given up 169
he was wholly lacking in 198
he was wholly loyal to 53
he was wholly right in 93
he was wholly ruled by 47
he was wholly taken up 267
he was wholly under the 182
he was wholly unfit to 231
he was wholly upset by 54
he was wholly wanting in 126
he was wholly worthy of 43
he was widely known as 3507
he was widely known by 131
he was widely known in 545
he was widely known to 274
he was without doubt an 91
he was without doubt in 49
he was without doubt the 887
he was without either the 61
he was without equal in 103
he was without father or 63
he was without fault in 47
he was without funds to 126
he was without honor in 48
he was without money or 166
he was without money to 104
he was without place or 48
he was without power to 385
he was without rival in 72
he was worrying about it 88
he was worrying about me 53
he was worrying about the 671
he who appears willing to 40
he who excels others in 41
he who latest feels the 54
he who looked after the 137
he who raised aloft the 69
he who seemed willing to 43
he who should alter the 107
he who should carry it 44
he who should kneel to 57
he who stands close to 48
he who towers above the 48
he won second place in 228
he won second prize at 68
he won second prize in 345
hr and decays either by 59
