half exhausted the second of 80
have possessed the talent of 83
have possessed the virtue of 80
have posterity to twenty or 42
have postponed the mention of 48
have precisely the amount of 83
have precisely the effect of 244
have precluded the creation of 76
have predicted the advent of 101
have predicted the course of 159
have predicted the degree of 67
have predicted the demise of 369
have predicted the effect of 67
have predicted the events of 124
have predicted the extent of 130
have predicted the extent to 89
have predicted the future of 64
have predicted the impact of 124
have predicted the nature of 65
have predicted the number of 42
have predicted the result of 59
have predicted the series of 40
have preferred the creation of 48
have preferred the former as 70
have preferred the former to 63
have preferred the groves of 132
have preferred the latter as 42
have preferred the latter to 49
have preferred the manner of 45
have preferred the methods of 60
have preferred the office of 71
have preferred the return of 68
have preferred the second of 177
have preferred the status of 47
have preferred the system of 49
have preferred the version of 43
have preferred to accept the 240
have preferred to adhere to 204
have preferred to assume the 49
have preferred to attack the 83
have preferred to attend the 59
have preferred to cancel the 41
have preferred to choose the 52
have preferred to define the 44
have preferred to depend on 44
have preferred to devote the 56
have preferred to devote to 110
have preferred to divide the 91
have preferred to employ the 141
have preferred to endure the 48
have preferred to extend the 84
have preferred to finish the 41
have preferred to follow in 63
have preferred to follow the 955
have preferred to forget it 71
have preferred to forget the 196
have preferred to handle the 94
have preferred to ignore it 150
have preferred to ignore or 68
have preferred to ignore the 488
have preferred to invest in 344
have preferred to listen to 234
have preferred to locate the 49
have preferred to measure the 46
have preferred to obtain the 48
have preferred to pursue the 108
have preferred to reduce the 74
have preferred to regard as 115
have preferred to regard it 100
have preferred to regard the 190
have preferred to reject the 57
have preferred to remain as 249
have preferred to remain at 674
have preferred to remain in 4365
have preferred to remain on 495
have preferred to remain the 45
have preferred to remove the 95
have preferred to render it 50
have preferred to render the 61
have preferred to resort to 77
have preferred to retain in 41
have preferred to retain it 76
have preferred to retain the 839
have preferred to retire to 89
have preferred to return to 761
have preferred to revert to 46
have preferred to settle in 376
have preferred to settle the 127
have preferred to stress the 154
have preferred to travel by 66
have preferred to travel to 57
have presented an aspect of 95
have presented in detail the 157
have presented the aspect of 227
have presented the basics of 67
have presented the claims of 42
have presented the design of 148
have presented the findings of 81
have presented the issues in 54
have presented the matter in 78
have presented the matter to 69
have presented the number of 44
have presented the result of 55
have preserved no memory of 59
have preserved no record of 122
have preserved the credit of 44
have preserved the custom of 245
have preserved the memory of 1743
have preserved the purity of 374
have preserved the record of 247
have preserved the rights of 63
have preserved the secret of 57
have preserved the spelling of 68
have preserved the spirit of 243
have preserved the strength of 139
have preserved the traces of 58
have pretended to accept the 60
have prevailed in regard to 312
have prevailed on myself to 287
have prevailed to obtain an 160
have prevented an assent to 46
have prevented my settling the 48
have prevented the access of 48
have prevented the attack by 40
have prevented the attack on 105
have prevented the battle of 43
have prevented the breakup of 47
have prevented the building of 142
have prevented the building up 55
have prevented the choice of 67
have prevented the creation of 408
have prevented the crisis in 42
have prevented the damage by 53
have prevented the effect of 72
have prevented the escape of 392
have prevented the events of 53
have prevented the export of 55
have prevented the granting of 75
have prevented the influx of 48
have prevented the injury by 76
have prevented the injury to 101
have prevented the murder of 150
have prevented the release of 70
have prevented the removing the 55
have prevented the retreat of 77
have prevented the return of 327
have prevented the revolt of 47
have prevented the spreading of 51
have proceeded in regard to 59
have proceeded no farther in 53
have proceeded so freely in 147
have proceeded to commit the 55
have professed to follow the 57
have protected the rights of 525
have protested on behalf of 41
have published an edition of 220
have published the errors of 55
have published the result of 166
have purchased an estate in 93
have purchased the estate of 50
have purchased the report of 63
have purchased the rights to 166
have questioned the amount of 43
have questioned the claims of 46
have questioned the degree of 127
have questioned the degree to 236
have questioned the effect of 105
have questioned the extent of 266
have questioned the extent to 912
have questioned the findings of 42
have questioned the impact of 155
have questioned the manner in 42
have questioned the merits of 131
have questioned the nature of 185
have questioned the origin of 43
have questioned the policy of 63
have questioned the purity of 47
have questioned the reality of 330
have questioned the safety of 205
have questioned the sanity of 54
have questioned the source of 52
have questioned the status of 80
have questioned the strength of 98
have questioned the wisdom of 2332
have quickened the desire of 40
have quickened the pulses of 64
have recovered the amount of 82
have recovered the powers of 108
have redefined the nature of 151
have reference of course to 48
have reference to actions of 79
have reference to changes in 42
have reflected an effort to 51
have reflected the changes in 92
have reflected the desire of 97
have reflected the desire to 71
have reflected the extent to 53
have reflected the feelings of 97
have reflected the impact of 143
have reflected the nature of 82
have reflected the opinion of 88
have reflected the reality of 102
have reflected the spirit of 136
have reflected the status of 49
have reflected the strength of 45
have reflected the styles of 78
have reflected the values of 61
have reflected the wishes of 79
have refreshed my memory by 115
have refreshed my memory of 93
have regretted the statue of 68
have regulated the choice of 44
have regulated the course of 55
have regulated the number of 69
have rekindled the flames of 59
have rekindled the spirit of 45
have renounced the errors of 104
have renounced the fruits of 134
have renounced the thought of 72
have repressed the memory of 139
have repudiated the charge of 87
have requested the master to 49
have requested the opinion of 72
have requested the return of 100
have researched the effect of 45
have researched the impact of 75
have resources to devote to 46
have resources to invest in 195
have respected the feelings of 108
have respected the person of 42
have respected the rights of 282
have respected the spirit of 57
have respected the wishes of 131
have responded by pointing to 63
have responded by reducing the 72
have responded so readily to 104
have responded to changes in 686
have responded to shifts in 41
have revisited the scenes of 61
have ridiculed or denied the 45
have sanctioned the murder of 53
have sanctioned the object of 53
have satisfied my desire to 65
have satisfied the church by 64
have satisfied the claims of 254
have satisfied the cravings of 242
have satisfied the demand of 72
have satisfied the desire of 45
have satisfied the malice of 44
have satisfied the master of 95
have satisfied the readers of 62
have satisfied the spirit of 51
have satisfied the wishes of 102
have scattered the forces of 75
have scattered the forest of 142
have shattered the morale of 52
have shattered the nerves of 125
have shortened the course of 67
have simulated the effect of 126
have sometimes the effect of 282
have sometimes to submit to 54
have somewhere to escape to 42
have specified the amount of 57
have specified the nature of 111
have specified the number of 205
have sponsored the creation of 61
have stretched the bounds of 66
have stretched the limits of 373
have struggled on through the 79
have struggled to adjust to 57
have struggled to answer the 88
have struggled to arrive at 41
have struggled to define the 410
have struggled to escape it 90
have struggled to regain the 107
have struggled to remedy the 43
have struggled to resist the 42
have subjected the animal to 85
have subjected the rulers to 79
have submitted so tamely to 126
have submitted the matter to 257
have submitted the result of 56
have submitted to become the 43
have succeeded by virtue of 71
have succeeded in adapting the 76
have succeeded in adapting to 130
have succeeded in allaying the 85
have succeeded in altering the 223
have succeeded in appealing to 80
have succeeded in applying it 46
have succeeded in applying the 133
have succeeded in arousing in 57
have succeeded in arousing the 228
have succeeded in arranging the 93
have succeeded in arriving at 303
have succeeded in averting the 131
have succeeded in avoiding it 48
have succeeded in avoiding the 462
have succeeded in becoming an 85
have succeeded in becoming the 187
have succeeded in blocking the 131
have succeeded in breaching the 63
have succeeded in bridging the 135
have succeeded in building an 135
have succeeded in building the 146
have succeeded in building up 3072
have succeeded in carrying it 127
have succeeded in carrying on 186
have succeeded in carrying the 402
have succeeded in catching the 96
have succeeded in catching up 63
have succeeded in checking the 158
have succeeded in climbing the 157
have succeeded in covering the 92
have succeeded in crossing the 617
have succeeded in crushing the 104
have succeeded in defeating the 351
have succeeded in defining the 177
have succeeded in delaying the 121
have succeeded in deriving the 62
have succeeded in dividing the 252
have succeeded in doubling the 57
have succeeded in dragging the 43
have succeeded in effacing the 73
have succeeded in enacting it 61
have succeeded in ensuring the 55
have succeeded in entering the 416
have succeeded in erecting the 53
have succeeded in escaping the 214
have succeeded in escaping to 77
have succeeded in exciting the 62
have succeeded in exposing the 98
have succeeded in founding an 43
have succeeded in founding the 50
have succeeded in gathering the 41
have succeeded in grasping the 128
have succeeded in imposing on 232
have succeeded in imposing the 52
have succeeded in inducing the 351
have succeeded in invading the 94
have succeeded in limiting the 213
have succeeded in locating the 124
have succeeded in lowering the 240
have succeeded in managing the 48
have succeeded in matching the 74
have succeeded in measuring the 300
have succeeded in offering to 49
have succeeded in piercing the 56
have succeeded in planting the 81
have succeeded in quelling the 60
have succeeded in quieting the 44
have succeeded in rallying the 53
have succeeded in realizing it 74
have succeeded in realizing the 105
have succeeded in reducing it 164
have succeeded in reducing the 2034
have succeeded in reducing to 88
have succeeded in refuting the 69
have succeeded in relating the 56
have succeeded in removing the 708
have succeeded in rescuing the 61
have succeeded in revealing the 76
have succeeded in reviving the 73
have succeeded in securing an 125
have succeeded in securing at 46
have succeeded in securing the 722
have succeeded in securing to 80
have succeeded in settling the 115
have succeeded in shifting the 232
have succeeded in speeding up 96
have succeeded in spreading the 145
have succeeded in squaring the 46
have succeeded in starting the 51
have succeeded in steering the 40
have succeeded in stemming the 103
have succeeded in stirring up 152
have succeeded in stopping the 243
have succeeded in stopping up 213
have succeeded in striking the 47
have succeeded in subduing the 131
have succeeded in thwarting the 89
have succeeded in toppling the 51
have succeeded in touching the 54
have succeeded in unifying the 67
have succeeded in weakening the 124
have succeeded in weathering the 82
have succeeded in widening the 71
have succeeded no better in 70
have succeeded or failed as 99
have succeeded or failed at 41
have succeeded or failed in 726
have succeeded or failed on 50
have succeeded or failed to 139
have succeeded so little in 59
have succumbed to disease or 52
have suggested an answer to 94
have suggested an effect of 53
have suggested in regard to 128
have suggested it before if 45
have suggested it should be 228
have suggested the answer to 64
have suggested the belief in 65
have suggested the building of 47
have suggested the choice of 100
have suggested the creation of 493
have suggested the design of 68
have suggested the device of 68
have suggested the extent to 41
have suggested the figure of 90
have suggested the legend of 43
have suggested the manner of 79
have suggested the nature of 78
have suggested the number of 42
have suggested the origin of 46
have suggested the policy of 72
have suggested the thought of 198
have suggested the thought to 46
have suggested the wisdom of 167
have suggested to milton the 109
have supported me through my 62
have supported me through the 313
have supported the actions of 50
have supported the authors in 44
have supported the building of 68
have supported the burden of 45
have supported the charge by 91
have supported the church of 78
have supported the claims of 219
have supported the creation of 320
have supported the findings of 155
have supported the number of 42
have supported the opinion of 63
have supported the policy of 252
have supported the rights of 149
have supported the statue of 54
have supported the weight of 377
have supported us through the 100
have surpassed the greeks in 77
have surpassed the limits of 133
have surpassed the number of 63
have surpassed the powers of 51
have surpassed the renown of 145
have surprised the person of 73
have surprised the secret of 78
have suspected the extent of 52
have suspected the extent to 46
have suspected the nature of 136
have suspected the origin of 45
have suspended the course of 53
have sustained an injury by 54
have sustained an injury or 44
have sustained an injury to 187
have sustained me through so 51
have sustained me through the 564
have sustained the burden of 194
have sustained the morale of 52
have sustained the office of 73
have sustained the spirit of 59
have sustained the weight of 128
have sustained us through the 49
have tabulated the number of 134
have tabulated the values of 86
have testified on behalf of 262
have throughout the course of 79
have tolerated the thought of 64
have tolerated the verses of 55
have traversed the fields of 61
have triggered the creation of 45
have triggered the release of 76
have uncovered the secret of 86
have uncovered the source of 57
have undergone an amount of 51
have undergone in regard to 59
have undergone the course of 41
have undergone the impact of 42
have undergone the rigors of 74
have undergone the trauma of 70
have uniformly so stated it 56
have virtually no access to 672
have virtually no chance at 46
have virtually no chance of 1269
have virtually no chance to 192
have virtually no choice in 62
have virtually no effect in 88
have virtually no effect on 5551
have virtually no impact on 874
have virtually no record of 56
have virtually the effect of 60
have vitrified the bodies of 51
have warranted the creation of 44
have whispered the secret of 133
have witnessed an erosion of 94
have witnessed an influx of 85
have witnessed in regard to 49
have witnessed the actions of 67
have witnessed the advent of 295
have witnessed the battle of 56
have witnessed the blinding of 42
have witnessed the building of 100
have witnessed the changes in 50
have witnessed the creation of 534
have witnessed the demise of 227
have witnessed the effect of 261
have witnessed the erosion of 110
have witnessed the events in 49
have witnessed the events of 159
have witnessed the fruits of 45
have witnessed the gathering of 41
have witnessed the horror of 42
have witnessed the impact of 129
have witnessed the influx of 43
have witnessed the manner in 97
have witnessed the murder of 172
have witnessed the origin of 116
have witnessed the rebirth of 84
have witnessed the result of 127
have witnessed the return of 167
have witnessed the scenes of 62
have witnessed the shooting of 48
having abandoned the design of 75
having abandoned the design on 40
having abandoned the duties of 52
having abolished the office of 47
having abolished the system of 47
having arrogated to itself the 108
having assembled the chiefs of 193
having assembled the states of 138
having attempted the murder of 86
having attempted to commit the 86
having attempted to defend the 102
having attempted to escape on 51
having attempted to impose on 47
having attempted to murder the 78
having attempted to poison the 142
having attempted to return to 43
having attempted to secure the 40
having attempted to seduce the 43
having attempted to subdue the 57
having attempted to violate the 43
having attracted the notice of 824
having batteries of cannon in 42
having commanded the murder of 72
having commanded the troops of 58
having commended the matter to 59
having committed the charge of 95
having committed the crimes of 113
having committed the murder in 43
having committed the murder of 119
having committed the verses to 52
having committed to memory the 97
having completed the building of 85
having completed the circle of 65
having completed the course at 60
having completed the course in 184
having completed the course of 506
having completed the creation of 46
having completed the latest as 44
having completed the number of 58
having completed the object of 143
having completed the series of 48
having completed the survey of 201
having conceived the design of 215
having conceived the nature of 101
having conceived the object in 40
having conferred the office of 70
having conquered the cities of 40
having conquered the island of 52
having conquered the nations of 47
having consented to accept the 93
having consented to listen to 47
having conspired to violate the 54
having consulted the opinion of 50
having consulted the oracle at 45
having consulted the oracle of 225
having consulted the pastor of 40
having contrived the murder of 99
having contrived to fashion it 40
having corrected the errors of 56
having corrected the proofs of 67
having corrupted the morals of 62
having corrupted the purity of 201
having delivered the letter to 72
having deposited the infant in 78
having described in detail the 113
having described the manner in 50
having described the nature of 89
having destroyed the bridge at 54
having destroyed the depots at 56
having destroyed the family of 42
having destroyed the temple of 53
having discussed in detail the 70
having discussed the matter at 59
having discussed the matter in 97
having discussed the merits of 41
having discussed the nature of 116
having disobeyed the decree of 46
having disobeyed the orders he 51
having disobeyed the orders of 341
having endangered the safety of 70
having exercised the office of 100
having exhausted the charms of 52
having exhausted the powers of 51
having exhausted the stores of 62
having exhausted the strength of 44
having exhausted the supply of 135
having explained the degree of 43
having explained the nature of 280
having explained the object of 183
having explained the origin of 45
having expressed an opinion in 68
having expressed an opinion on 94
having expressed the desire to 206
having forfeited the esteem of 58
having forgotten the lesson of 43
having forgotten to ticket the 46
having fulfilled the duties of 349
having fulfilled the object of 134
having fulfilled the office of 64
having fulfilled the wishes of 41
having indicated the source of 51
having inherited the estate of 51
having inherited the fruits of 40
having inherited the legacy of 40
having inherited the mantle of 125
having justified it before the 55
having knowledge or belief of 269
having knowledge or notice of 47
having mortified the vanity of 75
having naturally an excess of 61
having neglected the duties of 62
having neglected the orders of 41
having neglected to attend an 98
having neglected to follow the 52
having neglected to insert the 61
having neglected to obtain the 40
having neglected to secure the 63
having organized the murder of 50
having painfully to repair the 70
having performed the duties of 375
having performed the office of 131
having performed the voyage in 44
having permitted the escape of 72
having permitted the french to 48
having plundered the houses of 83
having plundered the temple of 107
having presently to return to 73
having prevented the escape of 42
having published an edition of 77
having published it without the 61
having purchased an estate in 62
having purchased the estate of 86
having purchased the rights of 57
having recovered in edward ii 65
having recovered the papers of 60
having renounced the errors of 95
having requested the opinion of 79
having satisfied the claims of 119
having satisfied the cravings of 102
having subjected the nobles to 51
having submitted the matter to 101
having succeeded in aborting the 85
having succeeded in catching the 79
having succeeded in crossing the 234
having succeeded in defeating the 42
having succeeded in entering the 53
having succeeded in escaping the 45
having succeeded in inducing the 62
having succeeded in reducing the 133
having succeeded in removing the 151
having succeeded in securing the 123
having succeeded in stopping the 63
having succeeded or failed in 42
having supported the claims of 49
having suspected the purity of 50
having sustained an injury to 42
having traversed the forest of 55
having undergone the rigors of 54
having virtually no effect on 165
having virtually no impact on 63
having witnessed the creation of 42
having witnessed the demise of 45
having witnessed the effect of 71
having witnessed the murder of 118
health insurance is likely to 214
health insurance is linked to 63
health insurance on behalf of 149
health insurance or access to 96
heard throughout the course of 53
heart ulcerated by hatred of 99
heavy equipment to remove the 40
heavy incidence of malaria in 59
held contracts to supply the 47
held justified in refusing to 209
held throughout the course of 93
held throughout the summer at 47
held throughout the summer in 107
held throughout the summer of 70
help ameliorate the impact of 92
help calculate the number of 83
help determine the amount of 2042
help determine the answer to 177
help determine the causes of 311
help determine the choice of 433
help determine the course of 966
help determine the degree of 1698
help determine the degree to 603
help determine the design of 131
help determine the effect of 394
help determine the extent of 2339
help determine the extent to 1613
help determine the future of 756
help determine the impact of 559
help determine the intent of 44
help determine the levels of 94
help determine the limits of 159
help determine the manner in 114
help determine the nature of 2332
help determine the number of 1335
help determine the origin of 132
help determine the safety of 49
help determine the source of 350
help determine the status of 312
help determine the strength of 273
help determine the values of 139
help determine the volume of 104
help eliminate or reduce the 153
help eliminate the causes of 207
help eliminate the chance of 42
help elucidate the nature of 674
help elucidate the origin of 45
help eradicate the hazard of 51
help establish the degree of 185
help establish the extent of 139
help establish the extent to 40
help establish the limits of 44
help establish the nature of 275
help guarantee the safety of 51
help influence the course of 144
help interpret the findings of 43
help interpret the nature of 41
help materially in reducing the 122
help materially to reduce the 115
help safeguard the rights of 125
help stabilize the prices of 90
help themselves to pieces of 48
help throughout the course of 566
here commanded is merely the 56
here commenced the ritual of 40
here community of nature is 52
here considering the dictum of 41
here described as belonging to 106
here described is called the 42
here distinguish the cities of 58
here expressed as belonging to 144
here expressed in regard to 99
here haphazard is enough to 57
here indicates the number of 54
here interrupt the course of 100
here necessary to advert to 58
here presented as clearly as 197
here presented as residing in 46
here presented in regard to 59
here presented is whether or 49
here presented is whether the 316
here professor of physic in 51
here represent the number of 94
here seasonable to acquit my 49
here suspected of alluding to 96
here terminate the series of 69
hero attempted to secure in 63
hide themselves to escape the 65
high admiration of milton as 74
high altitudes the number of 51
high considering the amount of 43
high considering the number of 55
high fertility is likely to 42
high frequency of cancer in 54
high frequency of cancer of 85
high frequency of changes in 54
high frequency of errors in 52
high frequency of visits to 45
high incidence of cancer at 40
high incidence of cancer in 685
high incidence of cancer is 43
high incidence of cancer of 1034
high incidence of caries in 76
high incidence of crimes of 51
high incidence of damage to 168
high incidence of disease in 388
high incidence of disease is 69
high incidence of errors in 64
high incidence of goiter in 95
high incidence of injury in 51
high incidence of injury to 113
high incidence of lesions in 50
high incidence of lesions of 42
high incidence of malaria in 178
high incidence of middle ear 166
high incidence of stroke in 54
high incidence of tumors in 218
high incidence of tumors of 94
high incidence of ulcers in 44
high mountains he beheld the 120
high priesthood of christ is 65
high proportion of adults in 97
high proportion of blacks in 215
high proportion of errors in 69
high proportion of income is 53
high proportion of income on 50
high proportion of indians in 51
high proportion of killed to 67
high proportion of mothers in 55
high proportion of negroes in 160
high proportion of output is 59
high proportion of pupils in 73
high proportion of quartz in 62
high proportion of silica in 55
high proportion of slaves in 56
high proportion of spending on 42
high proportion of widows in 56
high reputation in europe as 97
high reputation to submit to 100
high resolution is needed to 65
high societies the effect of 66
high standards in regard to 121
high standards of design in 60
high standards of purity in 44
high standards of safety in 75
high standards of training in 44
high throughout the course of 143
high worthiness in nations or 56
hill overlooking the center of 71
hill overlooking the harbor of 93
hill overlooking the valley in 77
hill overlooking the valley of 806
hill overlooking the waters of 71
hint attracted the notice of 41
holy footprint of buddha on 48
home ownership is likely to 54
home throughout the course of 46
home visitation by nurses on 180
hope suggested the remedy of 62
hope throughout the volume the 55
host countries is likely to 43
host encircled by myriads of 85
hush opposition by terror of 43
