he any scruple of submitting 62
he was settled in domestic 86
he was shivering so violently 50
he was shocked to discover 1761
he was shortly to discover 84
he was shunned by everyone 46
he was sixteen or eighteen 69
he was skilled in medicine 51
he was stopped by soldiers 50
he was stunned to discover 260
he was subject to constant 282
he was subject to criminal 61
he was subject to delusions 69
he was subject to dyspepsia 103
he was subject to epilepsy 251
he was subject to frequent 753
he was subject to immediate 66
he was subject to military 273
he was subject to pressure 104
he was subject to terrible 54
he was suffering so severely 104
he was suffering the torments 76
he was suffering the tortures 109
he was suffering to practice 54
he was superior to everyone 149
he was superior to ordinary 95
he was tempted to challenge 63
he was tempted to conclude 66
he was tempted to consider 117
he was tempted to continue 58
he was tempted to distrust 132
he was tempted to squander 167
he was thirteen or fourteen 2340
he was thrilled to discover 119
he was trained in medicine 100
he was trained in military 47
he was traveling on business 193
he was traveling to damascus 143
he was trembling so violently 140
he was trusted by everyone 49
he was unwilling to alienate 74
he was unwilling to approach 56
he was unwilling to associate 70
he was unwilling to challenge 99
he was unwilling to conclude 45
he was unwilling to confront 79
he was unwilling to consider 342
he was unwilling to continue 258
he was unwilling to contract 41
he was unwilling to converse 77
he was unwilling to delegate 153
he was unwilling to disclose 148
he was unwilling to discover 54
he was unwilling to dispense 67
he was unwilling to dissolve 41
he was unwilling to exercise 70
he was unwilling to identify 59
he was unwilling to negotiate 66
he was unwilling to purchase 56
he was unwilling to renounce 191
he was unwilling to restrict 52
he was unwilling to separate 251
he was unwilling to tolerate 152
he was unwilling to transfer 54
he was visible to everyone 66
he was visited by governor 64
he was visited by hundreds 43
he was visited by numerous 54
he was visited by thousands 43
he was visited in hospital 48
he was welcome to continue 40
he was wounded at antietam 79
he was wounded at waterloo 237
he was wounded by achilles 40
he was wounded by shrapnel 368
he was wounded so severely 110
he was wrapped in blankets 145
he who advises or procures 57
he who ascends to mountain 41
he who decides the exception 43
he who exceeds is prodigal 57
he who follows the guidance 60
he who follows the pleasures 84
he who founded the platonic 51
he who planted the glaciers 82
he who pursues the excesses 58
he who resists the authority 86
he who retards the progress 90
he who retires to solitude 200
he who started the movement 41
he won against the spartans 69
he won election as governor 144
he won letters in football 68
he yet managed to maintain 42
