he and billy went forth 44
he was saved from their 78
he was saved from those 48
he was saved from what 48
he was seated among some 234
he was seated once more 121
he was seeking help from 82
he was seeking some kind 65
he was seeking some sort 54
he was selling used cars 56
he was seven feet high 113
he was seven feet tall 289
he was shown three very 54
he was sinking back into 69
he was sinking back when 46
he was sinking down into 43
he was sinking into want 43
he was sinking very fast 60
he was sitting away from 60
he was sitting down there 174
he was sitting down when 55
he was sitting over there 128
he was sitting there crying 45
he was sitting there just 45
he was sitting there like 252
he was sitting there reading 83
he was sitting there trying 58
he was sitting there when 51
he was sliding away from 44
he was sliding back into 66
he was sorry there were 76
he was speaking from some 41
he was speaking more from 66
he was speaking there came 333
he was speaking there were 48
he was speaking these last 47
he was speaking true there 42
he was staring down into 225
he was staying away from 323
he was staying down there 83
he was still acting like 145
he was still among those 46
he was still angry over 145
he was still angry when 74
he was still away from 103
he was still back there 80
he was still bent over 303
he was still bent upon 142
he was still coming down 277
he was still down there 231
he was still five feet 40
he was still four years 48
he was still free from 164
he was still fuming over 173
he was still gazing into 40
he was still hanging onto 57
he was still hanging there 42
he was still having some 91
he was still here when 92
he was still leaning over 133
he was still less able 165
he was still living among 49
he was still living here 120
he was still living there 965
he was still living when 409
he was still making sure 58
he was still more angry 283
he was still more eager 81
he was still more fond 46
he was still more glad 102
he was still more hurt 105
he was still more like 92
he was still more ready 40
he was still moving along 42
he was still much more 507
he was still nothing more 132
he was still only able 66
he was still only acting 81
he was still only five 162
he was still only half 584
he was still only just 40
he was still only nine 40
he was still only three 88
he was still over there 138
he was still paying rent 43
he was still poring over 67
he was still reading when 66
he was still riding high 92
he was still some years 42
he was still sore from 81
he was still stinging from 51
he was still taking care 94
he was still there when 1412
he was still three years 99
he was still trying hard 69
he was still very angry 309
he was still very busy 71
he was still very fond 171
he was still very good 97
he was still very high 55
he was still very lame 76
he was still very much 9090
he was still very pale 149
he was still very poor 116
he was still very sick 110
he was still very sore 43
he was still very well 88
he was still very wide 82
he was still very young 5205
he was still warm from 64
he was still wearing only 83
he was still wearing those 62
he was still years away 47
he was still young when 359
he was swaying from side 92
he was swept away from 161
he was swept away into 75
he was swept back into 115
he was taken away from 3397
he was taken away into 68
he was taken away when 59
he was taken back home 118
he was taken back into 499
he was taken down from 943
he was taken down into 141
he was taken from among 108
he was taken from home 114
he was taken from jail 70
he was taken from their 97
he was taken from there 204
he was taken good care 42
he was taken great care 76
he was taken home from 54
he was taken into care 171
he was taken into full 43
he was taken into such 106
he was taken into their 120
he was taken very sick 217
he was talking very fast 217
he was teased into making 90
he was thinking along these 152
he was thinking along those 138
he was thinking back over 62
he was thinking much more 126
he was thinking must have 55
he was thinking over some 99
he was thinking over what 126
he was thinking very hard 268
he was thinking very much 111
he was thirty feet away 97
he was thirty feet from 83
he was thirty five years 41
he was thirty years ahead 42
he was throwing away miss 40
he was thrown back among 42
he was thrown back into 597
he was thrown back upon 651
he was thrown down from 219
he was thrown down into 91
he was thrown from side 42
he was thrown into deep 95
he was thrown into great 214
he was thrown into jail 1279
he was thrown into much 158
he was thrown into such 456
he was thrown into their 45
he was thrown much into 111
he was thrown upon reading 44
he was thrown very much 47
he was thrust back into 331
he was thrust back upon 46
he was thrust down from 53
he was thrust down into 47
he was thrust into jail 43
he was tired from having 57
he was tired from work 48
he was tried some time 75
he was turning away from 961
he was turning away when 161
he was turning back into 51
he was turning into some 79
he was turning over some 97
he was under fire from 396
he was under five feet 104
he was under heavy fire 127
he was under some evil 42
he was under some great 78
he was under some hazy 47
he was under some kind 316
he was under some sort 180
he was under such great 77
he was under their care 57
he was under their roof 77
he was under threat from 75
he was under very great 65
he was under very heavy 48
he was under your care 194
he was veering away from 56
he was waiting till time 47
he was walking along when 51
he was walking away from 1313
he was walking back along 109
he was walking back down 44
he was walking back from 225
he was walking back home 60
he was walking back into 76
he was walking down fifth 155
he was walking down from 43
he was walking down main 42
he was walking fast along 57
he was walking home along 81
he was walking home from 1009
he was walking home late 43
he was walking home when 46
he was walking very fast 179
he was walking very slow 56
he was wasting their time 86
he was wasting time when 42
he was weaned away from 88
he was weeping even over 61
he was weeping there came 164
he was winking very much 45
he was within five feet 199
he was within four days 50
he was within four feet 48
he was within hearing range 126
he was within their reach 103
he was within three days 92
he was within three feet 234
he was within three years 47
he was working away from 180
he was working from home 63
he was working full time 449
he was working once more 54
he was working over some 49
he was working part time 161
he was working very hard 1941
he was working very late 72
he was would have been 225
he was writing down what 83
he was writing many years 65
he was writing there were 110
he was writing these poems 77
he who comes down from 289
he who could have been 64
he who could make most 255
he who could slip from 88
he who feels nothing from 91
he who first gave leave 68
he who first laid down 42
he who gives most alms 87
he who gives nothing else 43
he who knows just when 77
he who knows most will 158
he who likes will kill 71
he who lives amid such 40
he who lives well will 53
he who looks back over 46
he who looks down upon 40
he who looks only into 49
he who loves will love 77
he who loves your soul 43
he who might have been 331
he who seeks will find 166
he who shall have been 80
he who shall have done 53
he who shall speak evil 98
he who takes away from 77
he who tells lies will 52
he who turns away from 293
he who walks over these 98
he who wants nothing will 61
he who would also keep 44
he who would give most 84
he who would have been 409
he who would have more 49
he who would know must 64
he who would know what 95
he who would live must 52
he who would rule must 45
he who would take away 305
he who would teach must 77
he who would walk these 45
he yet lived among these 75
