fabled heroes of antiquity 94
forces seeking to undermine 259
forces shall be allocated 65
forces shall be entrusted 49
forces shall be insulated 50
forces shall be permitted 146
forces shall be regulated 43
forces shall be separated 53
forces shaping the character 75
forces shaping the landscape 41
forces shaping the political 81
forces shaping the structure 100
forces still in existence 50
forces tending to eliminate 72
forces tending to encourage 45
forces tending to establish 52
forces tending to undermine 89
forces under the assumption 42
forces under the commander 136
forces under the conditions 144
forces under the constable 44
forces under the domination 49
forces under the influence 284
forces under the leadership 2851
forces under the president 67
forces under the protection 70
forces under the provisions 55
forces under the selective 41
forces which he commanded 260
forces which in agreement 116
forces which in themselves 96
forces which is necessary 89
forces which it liberates 60
forces which it possesses 55
forces which the aggregate 282
forces which the americans 44
forces which the molecules 100
forces which the particles 62
forces which the president 43
forces which the revolution 80
forces which the structure 53
forces which we discussed 40
forces which we distinguish 108
forces which we ourselves 84
forces which we recognize 43
forces within the colonized 52
forces within the committee 49
forces within the communist 594
forces within the community 2498
forces within the corporate 40
forces within the countries 75
forces within the executive 189
forces within the federation 76
forces within the framework 819
forces within the kuomintang 138
forces within the leadership 135
forces within the molecules 139
forces within the opposition 93
forces within the perimeter 41
forces within the politburo 61
forces within the political 825
forces within the population 40
forces within the profession 128
forces within the structure 364
forces within the territory 325
forces working in different 117
forces working in opposition 300
forces working to establish 42
forces working to influence 45
forces working to undermine 310
forces would be abolished 47
forces would be assembled 59
forces would be augmented 53
forces would be authorized 46
forces would be available 1869
forces would be commanded 70
forces would be committed 290
forces would be compelled 200
forces would be completed 71
forces would be dependent 42
forces would be destroyed 315
forces would be developed 79
forces would be different 94
forces would be difficult 145
forces would be disbanded 111
forces would be dispersed 54
forces would be dissolved 50
forces would be effective 74
forces would be evacuated 95
forces would be extremely 133
forces would be generated 103
forces would be gradually 135
forces would be incapable 112
forces would be mobilized 150
forces would be necessary 1439
forces would be organized 128
forces would be permitted 204
forces would be positioned 58
forces would be powerless 41
forces would be premature 50
forces would be protected 64
forces would be regrouped 55
forces would be scattered 59
forces would be separated 81
forces would be stretched 68
forces would be supported 103
forces would be victorious 88
forces would be virtually 58
forest bathed in moonlight 40
forest could be destroyed 41
forest cover in different 54
forest cover is destroyed 133
forest cover is estimated 248
forest fires be prevented 94
forest fires in california 408
forest fires in minnesota 60
forest fires in wisconsin 89
forest floor is generally 60
forest gives the impression 45
forest growth of centuries 91
forest lands in california 43
forest plays an important 209
forest soils of temperate 48
forest soils of wisconsin 66
forest springs up naturally 69
forest trees at different 57
forest trees in california 111
forest trees in temperate 99
forest trees of california 53
forest trees of different 182
forest trees of prodigious 170
forest trees of temperate 197
forest types in different 49
forest types of vegetation 106
forest under the influence 74
forest under the protection 69
forest where the vegetation 43
forest where the villagers 45
forest which we traversed 52
forest would be destroyed 97
forest would be pointless 50
forged under the influence 61
forged under the leadership 85
forged within the framework 71
forget about it altogether 516
forget about me altogether 73
forget about my existence 41
forget about the abdominal 54
forget about the community 45
forget about the conditions 59
forget about the existence 317
forget about the hardships 41
forget about the holocaust 57
forget about the important 83
forget about the influence 50
forget about the interview 55
forget about the mechanics 69
forget about the necessity 93
forget about the newspaper 48
forget about the nightmare 41
forget about the political 97
forget about the practical 43
forget about the pressures 72
forget about the qualities 69
forget about the revolution 44
forget about the spiritual 47
forget about the telephone 64
forget about the television 41
forget about the unpleasant 74
forget about the wonderful 41
forgot about it altogether 234
forgot about the agreement 41
forgot about the existence 129
forgot about the invitation 75
forgot about the mysterious 48
forgot about the telephone 59
formal action is necessary 93
formal action of directors 107
formal basis of objective 47
formal board of directors 412
formal cause of happiness 76
formal change in ownership 63
formal change of ownership 79
formal claim of executive 57
formal claim of privilege 843
formal claim to possession 43
formal entry of appearance 65
formal frame of reference 161
formal hearings to determine 68
formal kinds of discourse 57
formal learning of arithmetic 206
formal legal or political 53
formal level of discourse 49
formal level of political 56
formal logic is concerned 473
formal logic of aristotle 255
formal logic or empirical 41
formal meeting of delegates 75
formal meeting on september 52
formal method of amendment 44
formal method of determining 153
formal method of evaluation 92
formal method of identifying 48
formal method of procedure 93
formal model is developed 103
formal model is presented 163
formal model of imperfect 49
formal model of knowledge 48
formal model of political 58
formal model to represent 69
formal modes of discourse 148
formal modes of expression 206
formal modes of political 51
formal notes of invitation 115
formal notion of knowledge 67
formal offer of surrender 44
formal offer of withdrawal 46
formal opening of parliament 388
formal order of dismissal 63
formal parts of documents 123
formal point of departure 179
formal point of reference 52
formal power to determine 61
formal power to implement 42
formal power to influence 92
formal proof is necessary 55
formal proof is presented 45
formal reply to president 44
formal right of initiative 104
formal right of ownership 95
formal right to influence 85
formal right to interfere 47
formal right to intervene 135
formal rules of deductive 52
formal rules of definition 44
formal rules of democracy 96
formal rules of discourse 73
formal rules of engagement 103
formal rules of etiquette 236
formal rules of inference 1014
formal rules of political 77
formal rules of procedure 1659
formal rules of propriety 45
formal rules of structure 42
formal signing of surrender 65
formal social or political 70
formal stage of cognitive 47
formal state of emergency 155
formal steps to establish 42
formal study of arithmetic 45
formal study of chemistry 59
formal study of classical 78
formal study of economics 170
formal study of leadership 57
formal study of political 77
formal study to determine 63
formal style of landscape 89
formal teaching of arithmetic 45
formal terms of reference 633
formal terms of surrender 131
formal testing of hypotheses 155
formal testing or evaluation 63
formal tests of cognitive 41
formal tests of hypotheses 146
formal tests to determine 61
formal thanks of parliament 57
formal title of ownership 47
formal treaty of annexation 46
formal treaty or agreement 105
formal treaty or convention 82
formal types of discourse 55
formal visit of inspection 107
formal words of limitation 45
format could be developed 43
format makes it difficult 195
formed about the character 50
formed about the shoulders 61
formed after the abdication 65
formed after the annexation 44
formed after the appearance 63
formed after the bolshevik 43
formed after the completion 169
formed after the conclusion 54
formed after the departure 60
formed after the deposition 450
formed after the effective 61
formed after the liberation 189
formed after the napoleonic 125
formed after the revolution 853
formed after the separation 275
formed after the september 78
formed after the withdrawal 64
formed again in procession 43
formed bands of marauders 42
formed beneath the epidermis 366
formed board of directors 162
formed either by deposition 94
formed kingdom of westphalia 115
formed parts of different 43
formed plays an important 53
formed quite an extensive 140
formed quite an important 139
formed quite an interesting 52
formed reefs of limestone 64
formed round the periphery 47
formed since the deposition 50
formed since the revolution 105
formed under an agreement 139
formed under it submitted 62
formed under the assumption 157
formed under the california 77
formed under the companies 1107
formed under the compulsion 72
formed under the conditions 3201
formed under the different 62
formed under the directions 49
formed under the dominance 48
formed under the epidermis 192
formed under the impression 60
formed under the industrial 141
formed under the influence 24995
formed under the initiative 87
formed under the leadership 18132
formed under the masterful 49
formed under the ordinance 67
formed under the patronage 922
formed under the political 42
formed under the pressures 92
formed under the protection 1225
formed under the provisions 6031
formed under the selective 109
formed until the eighteenth 42
formed which is converted 72
formed which is difficult 86
formed which is dissolved 45
formed which is generally 44
formed which is identical 59
formed which is insoluble 259
formed which is separated 71
formed within the apparatus 43
formed within the association 119
formed within the classroom 52
formed within the communist 89
formed within the community 180
formed within the cytoplasm 220
formed within the different 56
formed within the epidermis 109
formed within the framework 1958
formed within the household 44
formed within the intestine 93
formed within the political 44
formed within the structure 145
formed within the substance 263
formed within the substrate 172
formed within the territory 206
formed would be extremely 45
former belong the untrodden 46
former board of directors 316
former bureau of chemistry 82
former bureau of narcotics 67
former cause of complaint 47
former chair of president 49
former chief of artillery 189
former chief of chaplains 43
former chief of operations 351
former chief of psychiatry 68
former class is generally 46
former class of arguments 51
former class of compounds 76
former class of phenomena 114
former class of processes 40
former class of qualities 63
former class the principal 43
former could be converted 91
former could be described 155
former could be explained 145
former court of exchequer 60
former cycle of existence 58
former defeat of hellenism 76
former field of operations 54
former found it difficult 60
former found it necessary 104
former frame of reference 73
former gives an indication 59
former gives the impression 75
former group is concerned 66
former group is generally 67
former group of companies 58
former group of compounds 70
former group of countries 1072
former headed by lafayette 43
former holding an invariable 43
former kingdom of guatemala 105
former kingdom of yugoslavia 303
former level of production 197
former makes it difficult 74
former makes the character 76
former mayor of baltimore 174
former mayor of barcelona 60
former mayor of cambridge 48
former mayor of charlotte 197
former mayor of cleveland 493
former mayor of georgetown 112
former mayor of guatemala 110
former mayor of guayaquil 119
former mayor of jerusalem 490
former mayor of liverpool 85
former mayor of milwaukee 126
former mayor of springfield 51
former mayor of vancouver 45
former method is altogether 52
former method is described 57
former method is especially 67
former method is generally 342
former method is preferred 334
former method is sometimes 46
former method of determining 59
former method of procedure 94
former method of production 61
former method of transacting 64
former method the conclusion 133
former might be described 280
former might be explained 51
former might be suspected 93
former might be wrathfully 46
former modes of existence 60
former modes of expression 54
former modes of production 539
former mufti of jerusalem 631
former nation of yugoslavia 177
former notion he confessed 210
former owner or possessor 61
former place of habitation 82
former place of residence 3661
former plays an important 204
former point of departure 94
former point of suspension 65
former pupil of aristotle 49
former pupil of donatello 40
former pupil of professor 150
former pupil of rembrandt 52
former seeks to establish 89
former seems to represent 40
former sense of community 62
former shall be preferred 154
former slave of jefferson 85
former sorts of knowledge 187
former stage of existence 149
former state is described 42
former state of affluence 91
former state of barbarism 174
former state of blindness 50
former state of depression 64
former state of enjoyment 73
former state of existence 3507
former state of fertility 63
former state of happiness 180
former state of hyderabad 716
former state of ignorance 221
former state of indigence 69
former state of innocence 229
former state of obedience 86
former state of oppression 42
former state of perfection 138
former state of political 45
former state of relaxation 45
former state of residence 184
former state of servitude 252
former state of subjection 234
former state of submission 65
former state of vassalage 62
former state of yugoslavia 712
former stock of knowledge 75
former tends to emphasize 228
former times an appendage 81
former times an extensive 104
former times an immigrant 161
former times an important 87
former times of ignorance 250
former times the appearance 42
former times the population 61
former times the principal 141
former times the residence 144
former topic of discourse 43
former topic of discussion 64
former train of meditation 80
former tutor at cambridge 61
former tutor of alexander 57
former under the influence 256
former under the leadership 93
former under the protection 50
former urged the necessity 82
former visit to jerusalem 49
former would be attracted 51
former would be compelled 150
former would be concerned 115
former would be contumacy 151
former would be difficult 112
former would be important 85
former would be preferred 292
fossil bones of dinosaurs 83
fossil bones of elephants 267
fossil fuels by industrial 52
fossil fuels by renewable 71
fossil fuels in factories 68
fossil fuels in industrial 148
fossil fuels in production 54
fossil fuels in proportion 72
fossil fuels in stationary 46
fossil fuels in transport 53
fossil fuels is converted 42
fossil fuels is estimated 76
fossil fuels to renewable 928
foster child in voluntary 49
foster homes in succession 44
foster unity in diversity 40
fought close to alexander 55
fought since the revolution 55
fought under the conditions 76
fought under the influence 99
fought under the leadership 1148
fought under the protection 200
fought under the standards 148
fought within the framework 271
fought within the precincts 43
founding board of directors 718
founding father of artificial 49
founding father of bangladesh 133
founding father of classical 85
founding father of economics 129
founding father of political 227
framed shall be submitted 87
framed under the employees 88
framed under the factories 68
framed under the industrial 174
framed under the influence 335
framed under the leadership 44
framed under the limitation 40
framed under the ordinance 77
framed under the provisions 437
framed within an elaborate 48
framed within the discourse 339
framed within the framework 43
framed within the narrative 151
framed within the political 62
framed would be submitted 43
frames taken at different 43
francs which the expedition 47
francs would be necessary 77
frauds which he describes 50
frauds would be prevented 42
freely about the classroom 134
freely about the community 95
freely about the different 40
freely about the political 63
freely admit the existence 101
freely cross the placental 47
freely given in gratitude 60
freely limit the existence 45
freely shall be protected 61
freely under the influence 1381
freely under the protection 164
freely within the abdominal 127
freely within the community 667
freely within the cytoplasm 116
freely within the framework 314
freely within the peritoneal 99
freely within the structure 68
freely within the territory 1777
freezing point is dependent 63
freezing point is depressed 1073
freezing point of distilled 408
frenzy under the influence 44
friend about the character 82
friend about the discovery 42
friend about the engagement 59
friend after the revolution 51
friend change to different 149
friend could be persuaded 52
friend either to despotism 50
friend falling so naturally 108
friend feels no continued 44
friend found it difficult 46
friend found it necessary 63
friend peter the venerable 190
friend since my childhood 43
friend under the influence 49
friend would be delighted 73
friend would be surprised 42
frieze above the colonnade 72
frigid piece of propriety 50
frisking round the fireplace 42
frosts might be collected 161
frosty night by insinuating 57
frowns which he describes 44
frozen coast of greenland 43
frozen fruit or vegetable 124
frozen pools of yesterday 53
frozen under the influence 88
frozen waves of greenland 42
fruits apart in latitudes 97
fruits could be harvested 55
fruits could be preserved 43
fruits grown in california 116
fruits grown in different 49
fruits grown in temperate 45
fruits ripen in september 186
fruits ripen in succession 41
fruits worthy of amendment 117
fuller forms of expression 59
fuller sense of community 43
fuller sense of themselves 46
funded under the community 77
funded under the provisions 316
funded within the framework 167
fungous growth of plagiarism 46
funnel which is connected 88
furious storm of opposition 61
furrow method of irrigation 845
further about the character 44
further about the conditions 40
further action as necessary 84
further action be necessary 67
further action by parliament 64
further action if necessary 159
further action in connection 113
further action in reference 50
further action is advisable 76
further action is indicated 117
further action is necessary 2687
further action is warranted 448
further action or proceedings 72
further action to eliminate 69
further action to implement 111
further action to terminate 46
further agree to cooperate 131
further agree to establish 345
further agree to indemnify 171
further agree to recognize 57
further amend the provisions 111
further apart in frequency 106
further appeal is available 100
further appeal is permitted 97
further appear by considering 71
further below in connection 716
further cause of annoyance 65
further cause of complaint 632
further cause of depression 40
further cause of dissension 88
further cause of irritation 144
further cause of uneasiness 74
further caveat is necessary 58
further change in attitudes 83
further change in ownership 45
further change in reference 93
further change in structure 101
further change is indicated 47
further change is necessary 234
further change is noticeable 40
further change of ownership 78
further change of structure 136
further change or alteration 96
further check is necessary 98
further cleaning is necessary 126
further cooking is necessary 45
further costs to completion 99
further could be attempted 169
further could be extracted 45
further danger to apprehend 56
further debts of gratitude 52
further delay in introducing 47
further delay is necessary 46
further delay or hesitation 80
further delay the completion 180
further doubt or hesitation 79
further drain on resources 83
further elegy of innocence 197
further entry is necessary 63
further event or contingency 71
further fails to recognize 57
further frame of reference 90
further gains in production 75
further gives the impression 120
further grant or agreement 325
further group of compounds 57
further group of countries 80
further growth in knowledge 83
further growth in population 221
further growth in production 149
further growth is inhibited 121
further growth is prevented 116
further growth of democracy 58
further growth of industrial 178
further growth of knowledge 143
further growth of organisms 52
further growth of political 61
further growth of population 811
further growth of production 481
further hearings to determine 65
further imaging is necessary 88
further issue of relevance 40
further layer of insulation 50
further layer of protection 84
further level of ambiguity 42
further level of awareness 45
further level of protection 87
further level of reflection 55
further level of regulation 53
further level of structure 52
further liable to distortion 82
further limit the definition 45
further limit the discussion 99
further limit the influence 51
further makes it difficult 138
further makes the assumption 50
further makes the important 143
further makes the interesting 56
further method of determining 69
further method of procedure 55
further motion is necessary 40
further noted in connection 127
further order is necessary 85
further order of magnitude 315
further order of succession 74
further order the defendant 119
further pairs of opposites 62
further period of incubation 89
further period of intensive 60
further period of maturation 50
further period of political 58
further period of possession 127
further period of reflection 99
further period of stagnation 40
further period of transition 61
further piece of apparatus 46
further piece of equipment 105
further piece of knowledge 82
further piece of symbolism 47
further plans to establish 50
further plays an important 103
further pleading is necessary 42
further pleading is permitted 426
further point in connection 477
further point in considering 40
further point is important 153
further point is necessary 49
further point of agreement 233
further point of connection 86
further point of contention 246
further point of criticism 229
further point of definition 43
further point of departure 173
further point of discussion 102
further point of practical 45
further point of reference 215
further point of relevance 104
further point to emphasize 49
further power of endurance 44
further power to determine 57
further power to establish 77
further probing is necessary 61
further proof be necessary 156
further proof is available 55
further proof is furnished 85
further proof is necessary 767
further proof is requisite 61
further proof of civilized 81
further proof of desolation 72
further proof of moderation 57
further proof of ownership 93
further proof or production 440
further proof to establish 80
further prove the existence 103
further pruning is necessary 47
further reason is furnished 51
further reason is necessary 40
further reason to celebrate 47
further repeat the assurance 45
further reveal the existence 45
further right of determining 61
further right of redemption 41
further right to interfere 148
further rules of procedure 48
further search is necessary 156
further seeks to establish 96
further serve the interests 54
further serve to distinguish 241
further serve to emphasize 87
further serve to establish 85
further serve to reinforce 73
further shift of resources 89
further shown by reference 46
further signs of hostility 41
further social or political 131
further spread of communism 961
further spread of communist 162
further spread of democracy 67
further spread of industrial 48
further stage of oligarchy 89
further stage of perfection 50
further stage of political 48
further stage of production 112
further stage of reflection 47
further state of existence 84
further steps in connection 58
further steps in narrative 75
further steps in pursuance 271
further steps to ascertain 81
further steps to determine 46
further steps to eliminate 66
further steps to encourage 137
further steps to establish 139
further steps to extricate 41
further steps to implement 238
further steps to integrate 44
further steps to safeguard 50
further steps to vindicate 48
further strip of territory 63
further study at cambridge 52
further study be conducted 153
further study in chemistry 58
further study in connection 177
further study in economics 48
further study is certainly 61
further study is completed 42
further study is desirable 146
further study is indicated 402
further study is justified 45
further study is necessary 2314
further study is suggested 58
further study is warranted 1701
further study of additional 62
further study of astronomy 48
further study of chemistry 132
further study of conditions 47
further study of different 78
further study of economics 86
further study of industrial 44
further study of infantile 130
further study of political 87
further study of scripture 101
further study of secondary 49
further study or discussion 47
further study or reference 93
further study the influence 58
further study the mechanism 129
further study to ascertain 109
further study to determine 1649
further study to elucidate 107
further study to establish 143
further teaching is necessary 157
further terms or conditions 47
further testing is conducted 55
further testing is indicated 322
further testing is necessary 1109
further testing is performed 138
further testing is warranted 212
further testing of hypotheses 55
further testing or evaluation 61
further testing to determine 1038
further testing to establish 151
further tests or treatments 42
further tests to ascertain 60
further tests to determine 474
further tests to distinguish 50
further tests to establish 61
further under an obligation 87
further under the bedclothes 94
further under the conditions 40
further under the discussion 208
further under the influence 1150
further under the leadership 70
further under the protection 44
further until the expiration 187
further urged the necessity 53
further warning is necessary 87
further washing is necessary 50
further waste of resources 104
further waves of emigration 44
further weaken the executive 87
further weaken the influence 54
further weaken the political 178
further willing to recommend 41
further within the framework 374
further would be attempted 119
further would be necessary 118
further would be pointless 105
future action is normative 57
future action of parliament 51
future after the completion 48
future after the revolution 48
future based on knowledge 147
future based on renewable 71
future board of directors 95
future bouts of depression 41
future cases of aggression 43
future cause of complaint 84
future change of conditions 44
future costs of extraction 49
future costs of maintaining 92
future costs of production 325
future could be different 272
future could be discerned 102
future could be discussed 65
future could be perceived 44
future could be predicted 627
future earnings of companies 47
future earnings or dividends 97
future earnings to determine 53
future event is necessary 48
future event or contingency 239
future field of operations 74
future forms of existence 54
future forms of political 89
future frame of reference 61
future glory of jerusalem 189
future growth in dividends 125
future growth in knowledge 45
future growth in population 239
future growth in production 106
future growth is dependent 79
future growth of dividends 44
future growth of industrial 58
future growth of knowledge 136
future growth of population 872
future growth of production 79
future holds is difficult 120
future holds is uncertain 119
future holds no surprises 45
future hopes of happiness 156
future issue the additional 40
future level of fertility 97
future level of production 110
future loans or contracts 42
future makes it difficult 92
future makes it necessary 42
future meeting of ministers 46
future might be developed 42
future might be different 240
future might be predicted 64
future might be radically 54
future might be uncertain 117
future modes of existence 48
future modes of production 52
future needs of consumers 75
future needs of customers 254
future order of succession 47
future period be reprinted 50
future period of existence 330
future period the processes 54
future period to ascertain 63
future place of residence 919
future plans of operations 86
future plans or intentions 68
future plays an important 127
future point of reference 98
future power of patronage 62
future price is uncertain 60
future rates of fertility 99
future rates of population 129
future rates of production 122
future reign of happiness 45
future relic of ourselves 52
future repeal or amendment 162
future right of enjoyment 45
future right of possession 51
future right or privilege 55
future right to possession 117
future sales or purchases 86
future sales to customers 42
future scene of existence 103
future scene of operations 48
future sects to overcloud 70
future seems so uncertain 97
future shape of political 92
future siege of jerusalem 58
future stage of existence 192
future state in communist 80
future state is admirably 50
future state is connected 111
future state is described 52
future state is necessary 88
future state of believers 52
future state of communist 102
future state of existence 12484
future state of happiness 2094
future state of knowledge 112
future state of minnesota 46
future state of palestine 271
future state of perfection 277
future state of political 61
future state of population 63
future state of spiritual 78
future state of tennessee 105
future state of wisconsin 82
future stream of dividends 502
future study of sculpture 50
future study or reference 45
future study to determine 119
future tense is expressed 106
future tense is indicated 67
future tense is sometimes 52
future theater of operations 47
future times to determine 102
future times to represent 41
future trade or profession 90
future trend in fertility 54
future trend of fertility 64
future trend of industrial 41
future trend of population 265
future trend of production 66
future under the assumption 71
future under the conditions 104
future under the guarantee 43
future under the influence 171
future under the leadership 202
future under the protection 90
future under the provisions 136
future until the excessive 43
future value is uncertain 52
future value of annuities 72
future value of dividends 69
future value of resources 77
future waste be prevented 41
future which is different 258
future which is important 50
future which is necessary 71
future which is uncertain 152
future which we ourselves 43
future within the framework 461
future within the household 66
future world of happiness 80
future world of perfection 51
future would be available 69
future would be concerned 69
future would be conducted 53
future would be dependent 58
future would be desirable 49
future would be destroyed 76
future would be different 1435
future would be difficult 167
future would be discussed 65
future would be dominated 159
future would be endangered 93
future would be extremely 65
future would be identical 90
future would be increasingly 70
future would be necessary 72
future would be organized 40
future would be satisfied 40
future would be uncertain 155
future zones of occupation 105
