face betrayed signs of 116
food produced would be 43
food products after the 77
food products aimed at 114
food products based on 724
food products began to 145
food products cases the 63
food products could be 738
food products found in 175
food products grown in 247
food products grown on 61
food products makes it 41
food products might be 213
food products seems to 99
food products shall be 1013
food products since the 72
food products tends to 51
food products under the 778
food products where it 45
food products where the 131
food products which he 41
food products which is 115
food products which it 63
food products which the 158
food products which we 68
food products while the 113
food products within the 477
food products would be 795
food purchasing power of 258
food required daily by 74
food reserves built up 46
food reserves within the 131
food reserves would be 69
food security based on 282
food security could be 191
food security might be 43
food security needs of 199
food security needs to 89
food security point of 50
food security since the 51
food security under the 43
food security which is 66
food security within the 174
food security would be 188
food selection based on 60
food shortage after the 93
food shortage began to 75
food shortage could be 97
food shortage seems to 101
food shortage since the 49
food shortage which is 73
food shortage within the 51
food shortage would be 257
food situation began to 112
food situation could be 69
food situation seems to 48
food situation since the 46
food situation would be 175
food supplies after the 110
food supplies appear to 45
food supplies began to 957
food supplies begin to 51
food supplies could be 1928
food supplies found in 46
food supplies might be 234
food supplies reaching the 56
food supplies since the 65
food supplies under the 82
food supplies until the 252
food supplies which he 60
food supplies which the 178
food supplies which we 49
food supplies while the 67
food supplies within the 197
food supplies would be 1007
food undergoes within the 45
food vacuoles within the 119
fool attracts folly as 93
fool questions about the 271
fool yourself about it 40
fool yourself about the 214
foot clearance above the 106
foot directly under the 91
foot elevation above the 113
foot flagship store in 95
foot soldiers began to 310
foot soldiers could be 177
foot soldiers drawn up 50
foot soldiers tried to 43
foot soldiers under the 272
foot soldiers would be 197
fore questions about the 353
form accurate views of 42
form actually taken by 94
form adjacent sides of 63
form adsorbed films on 44
form alliances based on 287
form alliances within the 190
form ammonium salts of 93
form anywhere within the 64
form chemical bonds in 187
form chemical bonds to 221
form circular zones of 43
form clusters based on 109
form clusters known as 45
form clusters within the 155
form coherent parts of 157
form colonies within the 48
form commonly found in 789
form commonly given to 40
form commonly known as 507
form commonly taken by 47
form complete books of 42
form complete casts of 113
form concepts about the 279
form concepts based on 145
form connecting links in 145
form contains within it 60
form covalent bonds at 115
form covalent bonds by 279
form covalent bonds in 281
form covalent bonds is 129
form covalent bonds or 40
form covalent bonds to 629
form critical study of 180
form deposits within the 47
form directly above the 45
form directly after the 147
form directly beneath the 58
form directly under the 164
form distinct parts of 130
form distinct types of 86
form elements within the 181
form entirely within the 42
form essential links in 257
form essential parts in 163
form essential parts of 1926
form essential steps in 96
form generous hopes of 225
form hydrogen bonds as 233
form hydrogen bonds at 265
form hydrogen bonds in 561
form hydrogen bonds is 246
form hydrogen bonds of 211
form hydrogen bonds or 452
form hydrogen bonds to 2774
form integral parts of 4816
form invariant under the 75
form mentioned above is 112
form multiple bonds to 161
form networks about the 44
form networks within the 46
form normally found in 72
form opposite sides of 172
form outlined above is 47
form outlined under the 55
form patterns within the 50
form plexuses about the 171
form plexuses beneath the 44
form possible within the 42
form projecting above the 63
form projects which we 94
form provided below or 51
form provided under the 55
form provides space to 87
form questions about the 290
form required under the 223
form separate bands of 148
form separate parts of 166
form separate units of 119
form solutions based on 106
form sometime after the 100
form specific parts of 144
form specific types of 145
form straight lines in 169
form straight lines on 45
form survived until the 49
form synapses within the 49
form therefore could be 48
form therefore which we 77
forth abundant fruit in 157
forth abundant fruit of 40
forth abundant fruit to 52
forth cheerily under the 43
forth questions about the 52
forth specific facts in 44
forth specific facts to 85
foul aspersion thrown by 44
foul intrusion enter in 68
foul unlawful touch be 131
four adaptive modes of 57
four adjacent cells in 41
four aircraft would be 45
four american ships in 42
four american women in 97
four approved forms of 70
four articles about the 156
four articles based on 76
four articles drawn up 93
four articles focus on 43
four articles under the 147
four articles which he 84
four articles which the 44
four authentic cases of 41
four authentic texts in 153
four bedrooms looking to 49
four blackish marks on 52
four boundary lines of 74
four brackets based on 45
four branches within the 42
four brigades under the 66
four calendar months at 40
four calendar months of 244
four calendar months or 144
four cardinal faces of 47
four cardinal parts of 41
four cardinal rules of 166
four cardinal sides of 53
four cardinal signs of 921
four cavities within the 48
four channels could be 45
four chapters about the 94
four chapters aloud to 43
four chapters could be 42
four chapters cover the 321
four chapters focus on 1446
four chapters serve as 65
four chapters trace the 86
four chapters under the 102
four children about the 44
four children after the 142
four children began to 116
four children begin to 56
four children below the 44
four children could be 127
four children growing up 315
four children hoped to 57
four children lived at 67
four children lived in 933
four children lived on 139
four children lived to 45
four children lives in 82
four children might be 72
four children moved in 59
four children moved to 294
four children named in 54
four children playing in 65
four children playing on 58
four children ranged in 91
four children sitting at 43
four children sitting in 45
four children sitting on 52
four children sleep in 51
four children slept in 97
four children slept on 121
four children spent the 41
four children still at 179
four children still in 44
four children stood in 270
four children under the 1481
four children until the 48
four children where the 40
four children while he 80
four children within the 43
four children would be 529
four children would go 43
four chlorine atoms at 43
four chlorine atoms in 134
four chlorine atoms to 57
four churches built in 42
four churches under the 44
four churches within the 85
four circuits shown in 77
four circular holes in 71
four climatic zones in 41
four clinical cases of 86
four clinical forms of 112
four clinical trials of 57
four clinical types of 204
four clusters based on 68
four complete suits of 122
four complete turns of 184
four concerts given by 64
four concluding lines of 83
four concrete steps to 103
four converging lines of 42
four counties could be 48
four counties where the 117
four counties which we 59
four counties within the 59
four covalent bonds by 48
four covalent bonds in 173
four covalent bonds is 57
four covalent bonds of 150
four covalent bonds to 182
four crickets begin to 91
four critical steps in 51
four cylinder engine is 98
four cylinder engine of 155
four daughter cells is 45
four definite types of 43
four descending notes in 54
four detached lines of 54
four discrete types of 85
four dissenting votes in 224
four distinct bands of 74
four distinct cases in 87
four distinct cases of 125
four distinct forms in 71
four distinct forms of 1908
four distinct kinds of 4432
four distinct lines of 1713
four distinct meanings in 66
four distinct meanings of 129
four distinct modes of 880
four distinct pairs of 118
four distinct parts in 49
four distinct parts of 588
four distinct parts or 66
four distinct parts to 92
four distinct piles of 70
four distinct plans of 69
four distinct races of 130
four distinct ranges of 88
four distinct roles in 69
four distinct sorts of 199
four distinct steps in 234
four distinct steps of 41
four distinct steps or 59
four distinct steps to 59
four distinct terms in 68
four distinct types in 78
four distinct types of 14117
four distinct types or 86
four distinct views of 197
four distinct waves of 136
four distinct zones in 74
four distinct zones of 247
four divisions alone to 78
four divisions based on 114
four divisions could be 90
four divisions forming the 40
four divisions keeping in 58
four divisions known as 43
four divisions might be 45
four divisions under the 234
four divisions which we 53
four divisions within the 159
four divisions would be 217
four dominant themes in 44
four dominant types of 140
four elections since the 45
four electron pairs in 156
four electron pairs is 110
four elements alone is 41
four elements appear in 91
four elements appear to 56
four elements could be 216
four elements exist in 86
four elements found in 206
four elements known to 60
four elements might be 139
four elements occur in 46
four elements seems to 44
four elements shown in 121
four elements tends to 48
four elements under the 75
four elements which go 75
four elements which he 89
four elements which in 54
four elements which is 67
four elements which the 76
four elements which we 174
four elements within the 195
four elements would be 172
four emeralds round it 42
four equations gives the 57
four equations known as 45
four equations would be 53
four essential kinds of 70
four essential parts of 328
four essential parts to 41
four essential steps in 352
four essential steps of 87
four essential steps to 89
four essential types of 122
four examples could be 42
four examples found in 40
four examples given by 48
four examples given in 165
four examples shown in 137
four examples where the 81
four external angles of 62
four families based on 90
four families given to 65
four families headed by 46
four families lived in 247
four families within the 46
four families would be 62
four foolscap pages of 302
four frigates under the 53
four functions could be 55
four functions shown in 61
four functions which the 55
four generating units of 135
four happiest people in 76
four hostages would be 49
four husbands shall be 51
four hydrogen atoms as 145
four hydrogen atoms at 159
four hydrogen atoms by 122
four hydrogen atoms in 689
four hydrogen atoms is 179
four hydrogen atoms of 426
four hydrogen atoms on 374
four hydrogen atoms or 75
four hydrogen atoms to 1395
four hydrogen bonds in 86
four hydrogen bonds to 98
four idealized types of 57
four innocent people in 66
four integral parts of 56
four isomeric forms of 80
four justices agree to 106
four justices holding the 83
four justices voted to 195
four languages could be 41
four languages which he 41
four lectures given at 214
four lectures given by 203
four lectures given in 151
four lectures under the 64
four lectures which he 83
four locations where the 103
four locations within the 204
four loosened winds of 54
four magnetic poles of 62
four marriages ended in 108
four merchant ships in 124
four merchant ships of 140
four messages could be 92
four military bases in 107
four military posts in 106
four military zones of 59
four mistaken goals of 91
four mountain ranges in 50
four nautical miles in 149
four nautical miles of 229
four nautical miles to 126
four nitrogen atoms at 43
four nitrogen atoms in 254
four nitrogen atoms of 542
four nitrogen bases in 76
four occasions after the 59
four occasions since the 130
four occasions within the 61
four occupied zones of 101
four officers under the 40
four officers would be 126
four opposite sides of 71
four original gates of 74
four original texts of 75
four parallel edges of 60
four parallel forms of 62
four parallel lines in 185
four parallel lines of 688
four parallel lines on 73
four parallel lines to 95
four parallel ranges of 85
four parishes within the 42
four passages where the 82
four patients could be 101
four patterns shown in 94
four petitions pending at 51
four pictures showing the 53
four positions shown in 179
four positions where the 113
four positions within the 74
four possible bases of 90
four possible cases in 101
four possible cases of 378
four possible cases to 110
four possible forms of 555
four possible goals of 42
four possible kinds of 902
four possible lines of 268
four possible meanings of 194
four possible modes of 811
four possible pairs of 452
four possible plans of 45
four possible readings of 51
four possible sales to 92
four possible sites of 69
four possible sorts of 48
four possible types of 3449
four possible views of 90
four posterior pairs of 245
four potential sites of 63
four potential types of 181
four pregnant women in 63
four problems faced by 48
four prophets spoke in 112
four quarters after the 165
four quarters based on 51
four quarters under the 52
four quarters would be 81
four questions about it 122
four questions about the 1126
four questions asked at 62
four questions asked by 208
four questions asked in 283
four questions asked of 83
four questions based on 170
four questions could be 71
four questions might be 61
four questions posed at 145
four questions posed by 214
four questions posed in 230
four questions posed to 49
four questions refer to 117
four questions which he 203
four questions which the 190
four questions which we 71
four questions would be 72
four recorded cases of 104
four relevant threats to 50
four reported cases in 87
four reported cases of 229
four roofless walls on 51
four scenarios based on 131
four segments based on 87
four segments shown in 52
four semester hours in 698
four semester hours of 1322
four sentence types in 57
four separate bands of 72
four separate books of 98
four separate cases in 127
four separate cases of 174
four separate forms in 109
four separate forms of 303
four separate items of 115
four separate kinds of 249
four separate lengths of 42
four separate lines of 608
four separate lists of 173
four separate meanings to 47
four separate modes of 43
four separate pairs of 176
four separate parts in 125
four separate parts of 574
four separate parts or 92
four separate parts to 108
four separate steps in 46
four separate tests of 119
four separate times in 177
four separate times on 70
four separate times to 197
four separate trips to 223
four separate types of 1255
four separate units in 85
four separate units of 206
four separate views of 46
four separate waves of 50
four separate zones of 139
four servants about the 53
four sixteenth notes in 120
four sixteenth notes to 71
four soldiers began to 42
four soldiers stood on 96
four soldiers would be 40
four specific cases in 53
four specific cases of 78
four specific forms of 166
four specific kinds of 329
four specific types of 1184
four spectral bands in 97
four spectral bands of 118
four standard forms of 276
four standard sizes of 120
four standard types of 449
four standard works of 117
four straight balls to 60
four straight games by 69
four straight games in 497
four straight games to 683
four straight hours in 45
four straight hours of 269
four straight lines as 90
four straight lines be 229
four straight lines in 147
four straight lines is 104
four straight lines of 437
four straight lines on 226
four straight lines so 113
four straight lines to 123
four straight sides of 149
four straight times in 40
four straight weeks of 41
four students sitting in 125
four students working on 44
four students would be 92
four subjects could be 46
four subjects which the 43
four subjects would be 42
four subtypes based on 55
four torpedoes fired by 48
four triangular faces of 327
four uniforms which he 43
four variables could be 79
four variables shown in 106
four variables would be 80
four vertical bands of 47
four vertical edges of 113
four vertical faces of 118
four vertical lines in 77
four vertical lines of 378
four vertical lines on 100
four vertical lines to 52
four vertical sides of 142
four vertical walls of 68
four villages where the 89
four villages within the 109
free activity which is 105
free adaptive routing in 105
free admission given to 48
free aldehyde group in 52
free aldehyde group of 81
free associate about the 46
free brochure about the 99
free carbonyl group in 49
free carriers within the 142
free chlorine could be 59
free chlorine which is 103
free citizens ought to 67
free citizens under the 82
free citizens within the 61
free citizens would be 61
free commerce within the 54
free commerce would be 64
free concerts given by 58
free contract where the 59
free cortisol index in 42
free cortisol level is 61
free covenant bonds is 80
free covenant bonds on 80
free creatures would do 75
free decisions based on 43
free delivery within the 50
free diffusion within the 43
free economic zones in 344
free economic zones of 49
free economic zones to 46
free education could be 49
free education might be 56
free education right up 40
free education under the 124
free education until he 66
free education until the 72
free education which is 71
free education within the 65
free education would be 213
free elections after the 317
free elections based on 276
free elections could be 853
free elections might be 44
free elections shall be 272
free elections since the 346
free elections under the 717
free elections under un 747
free elections which the 77
free elections within the 121
free elections would be 1282
free electron filling in 58
free electron laser at 57
free electron laser in 109
free electron laser is 165
free electron model by 45
free electron model in 112
free electron model is 349
free electron model of 411
free electron model the 121
free electron model to 144
free electron moves in 41
free electron pairs in 48
free electron pairs of 201
free electron pairs on 71
free electron under the 55
free electron value is 57
free electron value of 203
free electron which is 97
free electron within the 110
free energies based on 42
free energies given in 47
free exemption drops to 100
free exercise cases in 81
free exercise claim by 50
free exercise claim in 106
free exercise claim is 212
free exercise claim of 302
free exercise claim on 153
free exercise claim to 52
free exercise right of 64
free exercise right to 309
free exercise thereof or 334
free exercise would be 45
free hydrogen atoms in 94
free indirect style as 150
free indirect style in 519
free indirect style is 609
free indirect style of 111
free indirect style or 141
free indirect style to 279
free induction decay at 50
free induction decay by 62
free induction decay in 209
free induction decay is 454
free induction decay of 294
free induction decay or 157
free interest rates in 146
free interest rates is 46
free interest rates of 63
free interest rates on 109
free internal trade in 183
free interval after the 126
free kerosene lamps to 49
free laborers began at 45
free laborers could be 62
free laborers would be 88
free lifetime swears by 110
free magnetic field is 52
free magnetic poles at 73
free migration within the 68
free mobility within the 92
free morality which is 44
free movement about the 286
free movement could be 57
free movement under the 130
free movement which is 186
free movement which the 57
free movement within it 101
free movement within the 2424
free movement would be 120
free nitrogen which is 107
free particle under the 46
free particle which is 63
free phenolic acids in 47
free planters ought to 48
free radicals appear to 108
free radicals cause the 50
free radicals could be 322
free radicals exist in 53
free radicals found in 242
free radicals might be 163
free radicals occur in 56
free radicals seems to 55
free radicals under the 103
free radicals which in 100
free radicals within the 471
free radicals would be 188
free republic under the 47
free salvation which he 60
free services given by 48
free services under the 88
free services which the 43
free services would be 46
free settlers began to 254
free settlers working in 54
free software under the 83
free spectral ranges of 103
free spectrum shown at 129
free suffrage shall be 209
free sunshine falls on 48
free surfaces above the 63
free surfaces within the 66
free survival based on 59
free survival rates at 222
free survival rates in 391
free survival rates of 855
free tenement which he 64
free trappers began to 93
free treatment under the 859
free treatment within the 56
free treatment would be 66
free variables occur in 135
free variables within the 50
free velocity field is 53
free vibration modes of 83
free vibration period of 63
fret yourself about it 175
fret yourself about me 130
fret yourself about the 103
fringe benefits added to 48
fringe benefits based on 207
fringe benefits could be 342
fringe benefits equal to 199
fringe benefits given by 47
fringe benefits given to 255
fringe benefits might be 196
fringe benefits shall be 153
fringe benefits under the 348
fringe benefits which do 92
fringe benefits which the 344
fringe benefits while the 42
fringe benefits within the 137
fringe benefits would be 632
fringe patterns shown in 135
fringing magnetic field of 113
from abnormal budding of 72
from abnormal growth of 185
from absolute black to 127
from absolute place to 219
from absolute power to 68
from abstract forms to 113
from abstract logic to 64
from abstract right to 87
from abstract terms to 54
from abstract thinking to 153
from academic halls to 57
from academic learning to 50
from academic point of 77
from academic press is 169
from academic study of 51
from academic study to 99
from academic writing to 43
from acapulco under the 75
from accepted codes of 67
from accepted forms of 89
from accepted modes of 178
from accepted norms as 43
from accepted norms in 170
from accepted norms is 46
from accepted norms of 396
from accepted norms or 40
from accepted rules of 119
from accepted usage as 74
from accepted views of 41
from accounting firms to 142
from accounting period to 196
from accounts based on 70
from accounts found in 41
from accounts given by 736
from accounts given in 257
from accounts given me 47
from accounts given of 85
from accounts given to 95
from accounts which he 59
from acquired forms of 55
from actively engaging in 739
from actively helping the 59
from actively joining the 52
from actively seeking the 52
from actively seeking to 104
from activity which is 107
from activity within the 273
from actually engaging in 203
from actually getting the 43
from actually getting to 51
from actually hitting the 50
from actually holding the 40
from actually joining the 110
from actually looking at 64
from actually playing the 58
from actually reaching it 42
from actually reaching the 227
from actually running the 59
from actually selling the 43
from actually working in 56
from actually working on 49
from actually writing the 43
from adequate either in 45
from adjacent atoms in 46
from adjacent cells by 130
from adjacent cells in 76
from adjacent cells is 51
from adjacent cells of 80
from adjacent cells or 111
from adjacent cells to 88
from adjacent lines of 54
from adjacent pairs of 95
from adjacent parts in 92
from adjacent parts of 1288
from adjacent rooms or 49
from adjacent sides of 361
from adjacent sites in 55
from adjacent sites of 46
from adjacent slits is 192
from adjacent units by 94
from admission within the 40
from advanced bases in 107
from advanced cases of 198
from advanced forms of 128
from advanced study in 60
from affected parts of 55
from affection which is 180
from afferent endings in 48
from affluent homes in 56
from agencies serving the 51
from agencies within the 203
from aircraft based in 55
from aircraft based on 46
from aircraft parts to 121
from allocating funds to 80
from allotted funds of 61
from aluminum oxide by 47
from american banks in 69
from american banks to 197
from american bases in 313
from american board of 87
from american bureau of 78
from american falls to 45
from american farms to 74
from american firms in 82
from american firms to 82
from american indian to 130
from american ports as 53
from american ports by 72
from american ports in 208
from american ports of 138
from american ports on 139
from american ports to 1595
from american samoa or 57
from american samoa to 130
from american ships at 77
from american ships by 73
from american ships in 188
from american ships on 196
from american ships to 114
from american women in 306
from american women on 280
from american women to 50
from ammonium salts by 114
from ammonium salts of 49
from ammonium salts or 46
from analysis based on 258
from anywhere above the 65
from anywhere where the 40
from anywhere while it 62
from anywhere within an 82
from anywhere within it 83
from anywhere within the 2352
from apparent defeat to 45
from appendix table ii 143
from appendix table iv 258
from appendix table vi 168
from approved lists of 43
from aquifers beneath the 71
from argument about the 53
from argument based on 47
from arrested growth of 51
from articles about the 105
from articles found in 89
from articles which he 40
from articles which the 42
from artistic point of 67
from assembly lines to 393
from assigned readings in 57
from athabasca landing to 175
from athabaska landing to 55
from atkinson where he 47
from atlantic coast to 60
from atlantic ports of 105
from atlantic ports to 420
from attempting again to 43
from attempting anything in 76
from attempting anything of 158
from attempting anything to 49
from attempting either to 66
from attention given to 145
from attitude change to 57
from atypical cases of 46
from atypical forms of 64
from auditory nerve of 51
from augustus caesar to 82
from australia about the 89
from australia after the 101
from australia began to 81
from australia could be 64
from australia since the 46
from australia under the 156
from australia until the 61
from australia where he 212
from australia where it 97
from australia where the 144
from australia which is 66
from australia would be 157
from authority based on 346
from authority given by 103
from authority ought to 285
from authority which he 88
from authority which is 98
from authority within the 47
from authorizing suits by 73
from averages based on 52
from bacterial action by 86
from bacterial action in 221
from bacterial action on 364
from bacterial action or 48
from bacterial cells by 140
from bacterial cells in 70
from bacterial cells is 54
from bacterial cells to 87
from bacterial growth in 104
from bacterial growth on 47
from ballroom dancing to 297
from bargaining might be 46
from bargaining units of 80
from basaltic magma by 64
from baseball after the 182
from baseball cards to 335
from baseball games to 80
from basement floor to 237
from battered women in 51
from beautiful forms or 40
from beautiful forms to 155
from beautiful views of 62
from beginner level to 83
from belgrade after the 61
from benefiting under the 141
from benefits under the 169
from besieged paris in 55
from bethlehem steel in 44
from biblical texts in 43
from biblical texts to 73
from biblical times on 93
from biblical times to 5371
from biblical times up 97
from bisexual horde to 201
from blackest black to 45
from blackish brown to 108
from borrowed funds or 80
from bouillon cubes or 41
from brackish water in 148
from brackish water of 89
from brackish water or 81
from brackish water to 124
from branches green by 41
from brazilian ports to 56
from breakfast cereal to 391
from breakfast foods to 98
from breakfast until the 98
from brilliant green to 101
from brilliant orange to 61
from brilliant white to 113
from broadway plays to 48
from broadway shows to 105
from bronchial asthma in 84
from bronchial asthma is 68
from bronchial asthma or 56
from brownish black to 93
from brownish green to 73
from brussels about the 53
from brussels under the 52
from brussels where he 116
from buckingham house to 251
from budapest after the 42
from budapest where he 40
from buddhist monks in 47
from buddhist monks to 101
from burlington house in 53
from burlington house or 84
from burlington house to 122
from business about the 137
from business after the 74
from business cards to 756
from business cares in 76
from business ethics to 71
from business firms in 152
from business firms or 68
from business firms to 332
from business liked to 56
from business people in 82
from business people to 117
from business point of 112
from business since the 40
from business suits to 197
from business trips to 311
from business units to 73
from business until the 45
from business users to 41
from business which is 116
from business within the 173
from business would be 88
from calcined bones by 53
from calcutta about the 53
from calcutta after the 99
from calcutta under the 170
from calcutta where he 107
from calcutta where the 47
from calcutta which is 47
from calcutta would be 69
from campbell river to 136
from captives taken in 244
from cardinal manning to 67
from carolingian times on 57
from carolingian times to 81
from cartesian space to 49
from cassette tapes to 80
from category based to 59
from cemetery ridge to 57
from censuses taken in 71
from cerebral edema or 92
from cerebral palsy as 95
from cerebral palsy in 83
from cerebral palsy or 196
from cerebral palsy to 168
from challenge under the 859
from chancery court of 79
from channeling funds to 49
from charcoal found in 129
from chemical action in 150
from chemical action is 66
from chemical action of 105
from chemical action on 74
from chemical action or 76
from chemical bonds in 69
from chemical change in 58
from chemical point of 44
from chestnut brown to 187
from children about the 112
from children below the 134
from children growing up 188
from children learning to 80
from children playing in 112
from children playing on 77
from children reared in 83
from children seven or 45
from children under the 546
from children within the 51
from children working in 52
from children would be 44
from chippewa falls to 72
from christian ethics in 62
from christian hands the 45
from christian homes in 65
from christian lands to 68
from christian people in 41
from christian point of 57
from christian spain in 45
from christian spain to 43
from christian views of 52
from churches where the 79
from citizens about the 158
from clarence house to 159
from clemency never to 47
from clerical staff to 70
from climatic change or 70
from clinical cases in 75
from clinical cases of 541
from clinical cases to 46
from clinical onset to 63
from clinical point of 69
from clinical signs of 165
from clinical study of 57
from clinical tests of 42
from clinical trials as 42
from clinical trials in 763
from clinical trials is 321
from clinical trials of 952
from clinical trials on 239
from clinical trials or 193
from clinical trials to 1061
from cocktail party to 95
from collapse after the 55
from collapse under the 99
from collapsing after the 49
from collapsing under the 1077
from collapsing while the 45
from collecting money or 46
from collecting taxes in 83
from collecting taxes on 114
from collecting taxes to 102
from collecting under the 184
from colleges where the 46
from colonies growing on 85
from colonies grown on 177
from colorado river to 78
from colorado springs by 62
from colorado springs in 81
from colorado springs is 69
from colorado springs on 135
from colorado springs to 1173
from colorado would be 41
from combined action of 58
from combined shops to 69
from commenting about the 81
from comments about the 186
from commerce within the 66
from committing crime by 122
from committing crime in 105
from committing crime is 45
from committing deeds of 42
from committing waste by 62
from committing waste in 115
from committing waste on 83
from committing waste or 68
from communal forms of 65
from communal point of 47
from communion until he 59
from complete apathy to 42
from complete decay by 94
from complete defeat by 93
from complete defeat in 40
from complete denial of 124
from complete denial to 99
from complete fusion of 53
from complete idiocy to 51
from complete order to 66
from complete since the 42
from complete trust in 79
from complete works of 174
from computer chips to 265
from computer crime is 45
from computer files to 43
from computer games to 535
from computer tapes of 58
from computer vision to 55
from concepts about the 47
from concepts alone is 40
from concepts based on 62
from concepts found in 74
from concerns about the 4340
from concrete action to 258
from concrete cases of 60
from concrete facts of 67
from concrete facts to 177
from concrete floor to 42
from concrete forms of 77
from concrete thinking to 669
from conflict within the 289
from confused dreams of 44
from confusion about the 727
from congested parts of 60
from connecting lines of 101
from constant blowing in 48
from constant bouts of 40
from constant change of 41
from constant labor the 41
from constant light to 55
from constant study of 131
from constant threats of 46
from constant wetting by 41
from consulting firms or 64
from consulting firms to 48
from consumer goods in 71
from consumer goods is 46
from consumer goods to 2855
from consumer items to 49
from contacts within the 155
from contexts dated to 111
from contexts where the 94
from continuing after the 73
from continuing longer in 42
from continuing under the 51
from continuing until the 174
from contract award to 196
from contract signing to 75
from contrary winds or 59
from converging lines of 77
from conveyor belts to 119
from cortical cells in 50
from cortical cells of 63
from counties where the 135
from counties within the 43
from covalent binding of 55
from coverage based on 56
from coverage under an 62
from coverage under the 7883
from creatures about to 45
from creatures quite as 44
from criminal action if 128
from criminal cases in 69
from criminal cases to 68
from criminal court to 90
from criminal trials in 235
from critical readings by 172
from critical readings of 119
from critical study of 120
from critical thinking in 140
from critical thinking to 50
from crystals grown by 54
from crystals grown in 97
from cultural group to 103
from cultural ideals of 56
from cultural norms in 55
from cultural norms is 42
from cultural norms of 89
from cultural norms to 41
from cultural point of 238
from cultural roots to 163
from cultured cells by 82
from cultured cells in 90
from cultured cells is 107
from cultured cells of 506
from cultured cells or 202
from cultured cells to 84
from cultured roots of 81
from cultures based on 45
from cultures growing on 44
from cultures grown at 182
from cultures grown in 540
from cultures grown on 487
from cultures where it 59
from cultures where the 332
from curiosity about the 387
from currents flowing in 131
from customer needs to 100
from customer order to 573
from cynicism about the 48
from damascus after the 43
from damascus under the 52
from dangerous forms of 52
from dangerous parts of 45
from darkness under the 40
from daylight until the 161
from december first to 123
from december until the 506
from decisions about the 521
from decisions based on 468
from decisions given by 81
from decisions given in 59
from decisions taken at 178
from decisions taken by 589
from decisions taken in 193
from decisions taken on 68
from decisions under the 76
from decisions which the 46
from decisive action by 86
from decreased rates of 79
from definite parts of 40
from delaware river to 117
from delegating power to 50
from delivering goods or 173
from delivering goods to 91
from delivery until he 135
from delivery until the 87
from delusions about the 51
from depleted soils by 65
from depositing money in 73
from deposits below the 75
from deposits beneath the 49
from deposits dated to 105
from deposits found in 87
from deposits under the 58
from deposits within the 139
from descending below the 71
from designer clothing to 86
from desolate isles of 65
from detached leaves of 52
from detached parts of 91
from detailed mapping of 50
from detailed study of 679
from detailed study the 82
from detention after the 61
from detention camps in 55
from detention under the 203
from detested moods in 61
from developing later in 51
from developing later on 43
from developing seeds of 161
from developing under the 72
from developing until the 60
from developing within the 385
from didactic teaching to 49
from diffused atoms of 72
from diligent study of 138
from dinosaur bones to 156
from diphtheria occur in 41
from directly above at 50
from directly above is 55
from directly above it 134
from directly above me 70
from directly above or 200
from directly above the 1355
from directly above us 52
from directly after the 46
from directly below the 451
from directly below us 43
from directly beneath it 57
from directly beneath the 465
from directly engaging in 435
from directly hitting the 70
from directly joining the 44
from directly killing an 175
from directly reaching the 97
from directly tracing the 56
from directly under the 387
from directly within the 191
from disaster after the 53
from discrete parts of 44
from discussing either the 54
from disgracing either by 61
from disposal under the 75
from disputes about the 372
from disputes within the 102
from distinct forms of 44
from distinct kinds of 40
from distinct lines of 51
from distinct parts of 201
from distinct types of 84
from distress would be 42
from district court in 48
from district court of 80
from district court to 564
from district judge to 53
from district level to 82
from disturbing either the 45
from disturbing facts by 44
from divisions within the 470
from divorced homes in 48
from doctrine which is 44
from dogmatic theism to 61
from domestic abuse to 1352
from domestic banks in 110
from domestic banks to 113
from domestic firms in 94
from domestic firms to 72
from domestic goods to 204
from domestic labor to 107
from domestic needs to 47
from domestic races to 155
from domestic sales of 148
from domestic sales to 108
from domestic savings in 47
from domestic savings or 117
from domestic taxes on 180
from domestic trade in 67
from domestic trade is 58
from dominant forms of 116
from dominant modes of 109
from donations given by 89
from doubtful terms of 45
from downtown santa fe 82
from downtown tokyo to 73
from dreamless sleep by 43
from dreamless sleep to 98
from duodenal ulcer in 69
from duodenal ulcer is 68
from duodenal ulcer or 56
from earnestly seeking an 53
from economic action to 44
from economic change to 63
from economic evils to 68
from economic facts or 68
from economic growth as 319
from economic growth at 53
from economic growth by 43
from economic growth in 662
from economic growth is 182
from economic growth or 112
from economic growth to 1980
from economic point of 839
from economic power to 103
from education about the 237
from education based on 45
from education which is 61
from education would be 64
from egyptians working in 104
from eighteen cents to 91
from eighteen hours to 283
from eighteen months in 183
from eighteen months of 221
from eighteen months on 93
from eighteen months to 4681
from eighteen pence to 259
from eighteen weeks to 47
from electric light or 53
from electric light to 82
from electric organ of 64
from electric power to 172
from electric shock by 56
from electric shock in 74
from electric shock is 134
from electric shock or 140
from electric shock to 140
from electron volts to 96
from elements found in 164
from elements which we 44
from elements within the 1637
from elevated parts of 42
from elevated rates of 63
from emotional abuse to 45
from emotional upset or 46
from enforced exile in 42
from engineering point of 136
from enormous doses of 52
from entirely black to 63
from entirely within the 64
from epilepsy since he 46
from epithelial cells by 88
from epithelial cells in 284
from epithelial cells is 70
from epithelial cells of 582
from epithelial cells or 73
from epithelial cells to 106
from epithelial rests in 83
from epithelial rests of 133
from equality under the 53
from equality would be 53
from equations based on 253
from equations given by 220
from equations given in 215
from erroneous views of 266
from erroneous views or 65
