fan pressure ratio and 203
for engineering work are 57
for engineers dealing with 68
for enhanced health and 167
for entities other than 395
for entrance fees and 106
for entrance into all 227
for entrance into and 238
for entrance into any 391
for entrance into both 50
for entrance into each 76
for entrance into god 170
for entrance into her 205
for entrance into his 372
for entrance into its 122
for entrance into law 70
for entrance into one 432
for entrance into our 153
for entrance into that 325
for entrance into them 91
for entrance into this 693
for equality among all 360
for equality among men 436
for equality more than 47
for equality must not 47
for equality test for 40
for equality were not 96
for equality when they 60
for equality will not 72
for espionage work and 50
for essential food and 206
for essential oils and 187
for essential uses and 53
for estimating body fat 792
for estimating cost and 101
for estimating means and 107
for estimating risk and 55
for estimating risk for 109
for estimating size and 70
for estimating their own 52
for estimating these two 68
for estimating time and 115
for eternity when they 41
for eternity will not 49
for europeans only and 76
for evacuating fort lee 92
for evaluating data and 78
for evaluating good and 52
for evaluating health and 91
for evaluating ideas and 85
for evaluating jobs and 87
for evaluating land use 207
for evaluating pain and 52
for evaluating past and 51
for evaluating risk and 100
for evaluating their own 977
for evaluating these and 71
for evaluating these new 41
for evaluating these two 94
for evaluating what has 105
for evaluating what they 164
for evaluating what was 57
for evaluating what you 83
for evaluating work and 60
for evaluating your own 258
for eventual lease and 83
for eventual union with 139
for evermore from all 85
for evermore from that 49
for everyday home use 44
for everyday life and 1315
for everyday life are 172
for everyday life but 96
for everyday life can 54
for everyday life for 56
for everyday life than 53
for everyday life that 322
for everyday life was 114
for everyday living and 421
for everyday living are 62
for everyday living than 54
for everyday living that 67
for everyday meals and 71
for everyday work and 143
for everyone able and 124
for everyone dealing with 154
for everyone else and 1190
for everyone else are 112
for everyone else but 509
for everyone else for 60
for everyone else had 125
for everyone else has 44
for everyone else she 50
for everyone else than 78
for everyone else that 576
for everyone else they 66
for everyone else too 308
for everyone else was 374
for everyone else who 1114
for everyone else with 84
for everyone else you 52
for everyone felt that 284
for everyone held that 52
for everyone here and 74
for everyone knew how 191
for everyone knew she 131
for everyone knew that 4581
for everyone knew they 45
for everyone means that 95
for everyone other than 161
for everyone over age 228
for everyone reading this 86
for everyone said that 48
for everyone says that 135
for everyone there are 148
for everyone there was 153
for everyone when she 149
for everyone when they 290
for everyone when you 113
for everyone whom they 57
for everyone will not 50
for everyone young and 91
for evidence other than 83
for evidence upon one 64
for evidence upon this 81
for examples like this 47
for excerpts from her 110
for excerpts from his 705
for excerpts from this 166
for exclusion from all 162
for exclusion from any 51
for exclusion from that 45
for exclusion from this 100
for exclusion were not 54
for execution along with 47
for execution time and 59
for execution were not 40
for execution when its 52
for exemption from all 913
for exemption from any 253
for exemption from death 115
for exemption from his 61
for exemption from its 176
for exemption from one 109
for exemption from real 45
for exemption from tax 1562
for exemption from that 66
for exemption from them 51
for exemption from this 596
for exemption from vat 168
for exercise other than 57
for exercise when they 82
for exercising their art 48
for exercising their own 260
for exercising what they 43
for exhausting those who 49
for expansion into asia 72
for expansion into new 639
for expansion were being 77
for expansion were not 123
for expansion will not 44
for expenses during his 64
for expenses must not 47
for expenses other than 585
for expenses over and 50
for expenses paid for 294
for expenses paid out 77
for expenses paid with 41
for expenses when they 50
for explaining away his 47
for explaining drug use 54
for explaining their own 110
for explaining these things 47
for explaining what goes 61
for explaining what had 47
for explaining what has 102
for explaining what they 119
for explaining what was 103
for explaining what you 44
for exploiting india and 59
for exploiting their own 68
for exploiting these new 41
for exposure time and 159
for expounding their own 50
for expressing anger and 214
for expressing ideas and 531
for expressing ideas but 59
for expressing ideas that 221
for expressing love and 175
for expressing love for 56
for expressing meaning and 42
for expressing such things 120
for expressing their new 47
for expressing their own 927
for expressing these two 44
for expressing what has 60
for expressing what one 43
for expressing what she 62
for expressing what they 294
for expressing what was 180
for expressing what you 141
for expressing your own 102
for extended care and 105
for extended life and 64
for extended range and 42
for extended reading and 100
for extended time and 48
for extended time for 50
for extension into new 44
for extension work and 324
for extension work are 41
for extension work for 79
for extension work was 70
for extension work with 72
for external debt and 81
for external help and 56
for external peace and 84
for external show and 58
for external work and 105
for extracting foul air 54
for extracting from his 65
for extracting from them 83
for extracting gold and 297
for extracting iron ore 92
for extracting palm oil 67
for extracting teeth and 45
for extracts from her 119
for extracts from his 636
for extracts from sir 64
for extracts from this 189
for extracts from two 66
for families caring for 712
for families coping with 322
for families dealing with 450
for families from all 97
for families like this 41
for families living near 109
for families living with 356
for families other than 112
for families when they 134
for favorite sons and 48
for feedback from all 111
for feedback from each 91
for feedback from her 46
for feedback from his 86
for feedback from one 127
for feedback from our 66
for feedback from them 72
for feedback when you 54
for felonies other than 103
for feminist film and 58
for feminist ideas and 62
for feminist theory and 1377
for feminist theory are 43
for feminist theory has 61
for feminist theory that 106
for festival days and 51
for fiduciary fees and 55
for financial data and 104
for financial gain and 1346
for financial gain are 237
for financial gain but 294
for financial gain can 61
for financial gain for 96
for financial gain has 70
for financial gain may 60
for financial gain than 83
for financial gain that 302
for financial gain was 189
for financial gain with 54
for financial help and 985
for financial help are 58
for financial help but 110
for financial help for 889
for financial help had 57
for financial help that 120
for financial help was 177
for financial help with 227
for financial loss and 117
for financial loss due 61
for financial news and 67
for financial risk and 55
for financial wealth and 47
for finished iron and 184
for finished work and 57
for fixtures other than 41
for football next year 56
for football teams and 82
for forcible rape and 210
for forcible rape was 50
for forestry work and 56
for forgetting what was 57
for forgetting what you 58
for formatting text and 174
for formerly there was 41
for fortifying those two 48
for forwarding their own 68
for fountain pens and 104
for fourteen days all 41
for fourteen days and 2376
for fourteen days but 68
for fourteen days each 56
for fourteen days for 258
for fourteen days had 63
for fourteen days his 48
for fourteen days now 61
for fourteen days out 67
for fourteen days she 87
for fourteen days that 40
for fourteen days they 290
for fourteen days was 211
for fourteen days with 450
for fourteen poor men 62
for fourteen years all 43
for fourteen years and 7658
for fourteen years but 271
for fourteen years did 60
for fourteen years for 840
for fourteen years had 1318
for fourteen years has 468
for fourteen years her 51
for fourteen years his 161
for fourteen years its 113
for fourteen years may 44
for fourteen years not 54
for fourteen years now 460
for fourteen years one 121
for fourteen years out 66
for fourteen years she 289
for fourteen years that 319
for fourteen years they 174
for fourteen years this 138
for fourteen years was 1214
for fourteen years who 50
for fourteen years with 1073
for fourteen years you 54
for fractions less than 49
for fracture healing and 71
for franklin just then 58
for frequent bathing and 45
for frequent rest and 45
for friendly help and 119
for friendly ties with 79
for frittering away his 89
for frontier life and 48
for fruitful work and 73
for fulfilling their own 271
for fulfilling work and 46
for fulfilling your own 42
for functions other than 1290
for furnishing arms and 59
for furnishing food for 62
for furnishing such aid 81
for furnishing their new 42
for furnishing their own 84
for garrison duty and 491
for gasoline used for 71
for generating body heat 40
for generating code for 147
for generating data and 117
for generating data for 174
for generating data that 172
for generating ideas and 827
for generating ideas are 43
for generating ideas for 428
for generating ideas that 235
for generating jobs and 94
for generating keys and 44
for generating more and 57
for generating more than 130
for generating steam and 312
for generating steam for 477
for generating steam was 70
for generating steam with 40
for generating their own 398
for generating theory and 44
for generating wealth and 147
for generating your own 142
for generous giving and 46
for generous help and 305
for generous help with 359
for geriatric care and 119
for goodness knew how 287
for goodness more than 52
for goodness sake and 78
for goodness sake get 120
for goodness sake let 796
for goodness sake not 44
for goodness sake put 43
for goodness sake say 49
for goodness sake try 52
for goodness sake why 42
for goodwill among men 42
for governor along with 49
for governor last year 79
for governor next year 387
for governor smith and 44
for governor some day 47
for governor will not 50
for graduate work and 880
for graduate work are 112
for graduate work but 43
for graduate work for 90
for graduate work was 79
for graduate work with 86
for gratifying their own 123
for greatness lies not 47
for guidance during his 65
for guidance during this 93
for guidance from god 414
for guidance from her 90
for guidance from him 148
for guidance from his 266
for guidance from one 43
for guidance from our 93
for guidance from this 111
for guidance from you 45
for guidance more than 61
for guidance only and 717
for guidance other than 41
for guidance when she 52
for guidance when they 539
for guidance when you 167
for handsome young men 529
for harvesting fish and 59
for harvesting wheat and 112
for harvesting when they 59
for hegemony means that 47
for hegemony over all 81
for helpless rich men 48
for highland park and 51
for hispanic youth and 40
for historic truth and 92
for holistic health and 59
for homeless boys and 147
for homeless single men 114
for homeless young men 57
for homeless youth and 83
for homemade bread and 58
for homework help and 47
for hospital beds and 361
for hospital beds are 40
for hospital beds for 162
for hospital beds has 43
for hospital beds was 59
for hospital care and 1998
for hospital care are 315
for hospital care but 98
for hospital care can 54
for hospital care for 516
for hospital care has 166
for hospital care may 116
for hospital care than 97
for hospital care that 147
for hospital care was 259
for hospital care with 44
for hospital room and 408
for hospital work and 209
for humanity from all 49
for humanity from this 41
for humanity made him 61
for humanity will not 106
for husbands three men 46
for husbands whom they 40
for hydrated lime for 127
for identity theft and 138
for immediate care and 134
for immediate cash and 83
for immediate ends and 72
for immediate food and 49
for immediate gain and 277
for immediate gain but 42
for immediate help and 212
for immediate help for 103
for immediate help that 90
for immediate help with 73
for immediate need and 40
for immediate peace and 244
for immediate peace with 124
for immediate reading and 45
for immediate sale and 315
for immediate take off 155
for immediate trial and 57
for immediate union with 268
for immortal life and 199
for immortal life with 43
for immortal work his 66
for immunity from all 57
for immunity from any 42
for immunity from its 45
for immunity from use 120
for implicit faith and 53
for imported cars and 80
for imported cloth and 53
for imported coal and 55
for imported fire ant 120
for imported food and 542
for imported fuel and 81
for imported fuel oil 47
for imported iron ore 172
for imported meats and 53
for imported rice and 73
for imported wheat and 119
for imported wine and 41
for impressing upon his 75
for impressing upon one 194
for impressing upon them 80
for improved care and 163
for improved care for 95
for improved food and 49
for improved health and 1041
for improved land and 78
for improved land use 539
for improved living and 225
for improved reading and 44
for improved seed and 75
for improved soil and 40
for improved ties with 122
for improved tone and 139
for impudent daring and 73
for inclusion along with 53
for inclusion among his 56
for inclusion from all 63
for inclusion here and 95
for inclusion here are 260
for inclusion here but 83
for inclusion here was 49
for inclusion into any 61
for inclusion into his 56
for inclusion into its 58
for inclusion into one 104
for inclusion into our 58
for inclusion into this 211
for inclusion were not 83
for inclusion were that 157
for increased body fat 118
for increased care and 67
for increased depth and 56
for increased drug use 66
for increased food aid 92
for increased food and 188
for increased gain and 48
for increased health and 117
for increased life and 42
for increased need for 76
for increased range and 64
for increased risk and 81
for increased risk are 40
for increased risk for 287
for increased saving and 60
for increased size and 220
for increased time and 58
for increased time for 67
for increased wealth and 167
for increased work and 61
for incubating eggs and 57
for indicating need for 111
for indigent care and 79
for indigent young men 72
for indirect band gap 59
for indirect fire and 49
for indirect rule and 56
for indirect rule was 71
for induction heating and 73
for industry news and 64
for industry were not 58
for industry will not 56
for infection risk for 277
for infinite love and 106
for infinite time and 98
for inflamed eyes and 82
for inflation during this 41
for inflicting pain and 262
for inflicting upon her 57
for inflicting upon him 193
for inflicting upon them 102
for inflicting upon you 75
for informal care and 104
for informal dining and 68
for informal living and 47
for informal meals and 74
for informal play and 47
for informal talk and 50
for informal work and 48
for initiation fees and 95
for initiation into his 87
for initiation into its 55
for initiation into them 59
for initiation into this 96
for injection drug use 403
for injection into oil 161
for injuries done and 64
for injuries done her 83
for injuries done him 123
for injuries done them 249
for injuries from being 87
for injuries less than 44
for injuries other than 137
for insertion into and 73
for insertion into any 42
for insertion into his 117
for insertion into its 78
for insertion into one 90
for insertion into this 94
for insertion loss and 58
for insertion sort and 53
for insights into her 65
for insights into his 203
for insights into how 1074
for insights into our 73
for insights into this 180
for insights into why 49
for inspecting their own 68
for installing their own 60
for installing your own 61
for instance clear that 55
for instance dealing with 61
for instance deals with 76
for instance during his 88
for instance find that 142
for instance food and 53
for instance from his 126
for instance from one 303
for instance from sky 57
for instance from that 116
for instance from this 51
for instance gold and 48
for instance have had 56
for instance have not 64
for instance held that 41
for instance india and 66
for instance iron and 50
for instance just now 43
for instance know that 42
for instance last year 61
for instance less than 115
for instance like that 111
for instance like this 65
for instance means that 233
for instance more than 316
for instance only one 242
for instance only two 89
for instance said that 261
for instance saying that 43
for instance says that 421
for instance show that 227
for instance some are 40
for instance such that 115
for instance there are 1297
for instance there had 59
for instance there has 62
for instance there may 161
for instance there was 792
for instance these two 106
for instance those due 61
for instance those for 213
for instance those that 1094
for instance those who 810
for instance those with 786
for instance true for 56
for instance used for 74
for instance were not 169
for instance what has 41
for instance what they 41
for instance what was 64
for instance what you 63
for instance when all 68
for instance when both 82
for instance when her 42
for instance when his 140
for instance when its 58
for instance when new 89
for instance when one 2246
for instance when our 82
for instance when she 897
for instance when they 1985
for instance when this 56
for instance when two 250
for instance when using 166
for instance when you 772
for instance will not 137
for instinct told her 70
for instinct told him 82
for interest from that 57
for interest only and 66
for interest paid and 198
for interest paid for 80
for interest paid out 56
for interest paid with 78
for interest rate and 688
for interest upon any 72
for interest upon its 63
for internal peace and 780
for internal work and 104
for internet news and 128
for interval data and 48
for intimate talk and 40
for intimate union with 164
for intrigue made him 41
for intrusion upon one 91
for invalids from all 40
for invention upon but 44
for inviscid flow and 54
for irrigating more than 73
for japanese boys and 55
for japanese cars and 85
for japanese food and 40
for japanese iron and 43
for japanese silk and 90
for josephus says that 111
for judgment other than 49
for judgment upon all 42
for judgment upon his 43
for judgment upon its 11028
for judgment upon them 42
for judgment upon this 40
for judgment were not 47
for judgment were set 88
for judgment when they 61
for jurassic park and 46
for justifying their own 203
for juvenile fish and 217
for kindness from her 94
for kindness from his 42
for laborious life are 76
for languages other than 1569
for liability only for 41
for lifeless clay that 72
for lifetime data lee 48
for linguistic theory and 299
for linguistic theory that 109
for literacy work and 79
for literary fame and 342
for literary fame had 59
for literary fame than 53
for literary fame that 54
for literary fame was 76
for literary fame who 47
for literary form and 123
for literary theory and 271
for literary work and 425
for literary work than 82
for literary work that 40
for literary work was 127
for locations other than 163
for luxuries like that 101
for luxurious living and 252
for luxurious living was 53
for machines from its 45
for machines other than 60
for machines used for 50
for magnetic flux and 71
for magnetic iron ore 98
for magnetic media and 75
for magnetic tape and 319
for majority rule and 746
for majority rule but 110
for majority rule was 97
for majority rule with 84
for majority voting and 61
for malaysian palm oil 92
for malleable iron and 94
for managers dealing with 104
for managers from all 43
for managers when they 80
for margaret when she 78
for marginal cost and 174
for marshall plan aid 901
for materials dealing with 580
for materials having low 44
for materials less than 47
for materials other than 963
for materials used and 149
for materials used for 350
for materials when they 46
for maternal care and 232
for maternal drug use 42
for maternal health and 661
for maternal love and 270
for maximizing more than 61
for maximizing their own 136
for medicaid when they 73
for medicare when they 45
for medicare when you 71
for medicine when they 119
for meekness when you 51
for messages dealing with 42
for messages from all 80
for messages from any 51
for messages from god 155
for messages from her 46
for messages from one 93
for messages from that 48
for messages sent and 49
for messages when you 42
for methylene blue and 148
for microbial life and 45
for midnight mass and 44
for migrants from all 143
for migration from one 342
for migration into and 43
for military arms and 51
for military band and 157
for military duty and 957
for military duty are 45
for military duty but 104
for military duty for 86
for military duty had 47
for military duty that 111
for military duty was 223
for military duty who 40
for military duty with 103
for military ends and 61
for military ends was 48
for military fame and 112
for military fame had 67
for military food and 125
for military help and 240
for military help for 43
for military life and 413
for military life than 42
for military life that 124
for military life was 104
for military pomp and 174
for military rank and 87
for military rule and 185
for military tact and 53
for military uses and 221
for military work and 81
for minerals other than 814
for miniature golf and 63
for minimizing pain and 58
for minimizing risk and 79
for minority health and 109
for minority hiring and 79
for minority youth and 127
for miracles from them 41
for missiles from all 84
for mistakes made and 47
for mobility from one 56
for mobilizing their own 44
for moderate cost and 71
for moderate pain and 95
for moderate work and 51
for monastic life and 204
for monastic life had 49
for monastic life that 44
for monastic life was 101
for monetary gain and 437
for monetary gain but 109
for monetary gain was 61
for monetary gold and 55
for monetary help and 49
for monetary help for 44
for monetary theory and 223
for monetary union and 364
for monetary union are 80
for monetary union has 53
for monetary union that 43
for monetary union was 105
for monetary union with 55
for monitoring drug use 56
for monitoring during and 46
for monitoring health and 134
for monitoring land use 96
for monitoring more than 41
for monitoring their own 673
for monitoring their use 57
for monitoring tool wear 116
for monitoring your own 79
for morality other than 56
for mosquito nets and 46
for mountain areas and 42
for mountain bike use 230
for mountain biking and 235
for mountain boys and 124
for mountain lions and 114
for movement back and 92
for movement from one 2039
for movement into and 171
for movement other than 62
for multiple drug use 95
for multiple land use 110
for multiple uses and 336
for multiple uses that 92
for multiple years and 107
for munitions work and 83
for muscular pain and 59
for muscular work and 295
for muscular work may 76
for musicians from all 63
for mystical union and 44
for mystical union with 521
for navigating from one 101
for navigating these seas 40
for navigating your way 95
for negative time and 106
for neglecting their own 153
for neglecting those who 43
for negotiating meaning and 44
for negotiating peace and 67
for negotiating peace with 347
for negotiating their own 112
for negotiating their way 52
for networks other than 66
for neuronal cell death 158
for nineteen days and 295
for nineteen days with 63
for nineteen years and 2810
for nineteen years but 83
for nineteen years for 124
for nineteen years had 397
for nineteen years has 149
for nineteen years now 156
for nineteen years she 117
for nineteen years that 127
for nineteen years they 45
for nineteen years was 364
for nineteen years with 253
for nonsense like that 163
for normally less than 61
for nourishing food and 61
for nowadays there are 73
for nuisance will lie 51
for numerous deaths and 53
for numerous other things 75
for numerous years and 72
for numerous young men 42
for obnoxious acts she 40
for observed data and 67
for obviously there are 208
for obviously there can 89
for obviously there was 119
for obviously these are 40
for occasions like that 91
for occasions like this 963
for occasions other than 146
for occasions when both 43
for occasions when one 131
for occasions when she 98
for occasions when they 693
for occasions when you 503
for offenses less than 75
for offenses other than 874
for officers dealing with 55
for officers only and 43
for officers other than 98
for officers when they 42
for officials dealing with 56
for oklahoma city and 128
for operation peace for 53
for oppressing those who 42
for ordinary care and 222
for ordinary coal gas 53
for ordinary days and 92
for ordinary farm use 103
for ordinary folk and 193
for ordinary folk was 40
for ordinary folk who 87
for ordinary food and 156
for ordinary heating and 42
for ordinary home use 255
for ordinary life and 292
for ordinary life that 97
for ordinary living and 67
for ordinary reading and 149
for ordinary road use 57
for ordinary uses and 57
for ordinary work and 423
for ordinary work are 154
for ordinary work but 46
for ordinary work for 47
for ordinary work they 46
for ordinary work this 56
for ordinary work with 105
for organizing data and 322
for organizing data are 46
for organizing data for 80
for organizing data that 128
for organizing ideas and 147
for organizing iron and 1020
for organizing life and 45
for organizing their own 509
for organizing time and 72
for organizing what they 66
for organizing what was 58
for organizing work and 285
for organizing work that 43
for organizing your own 172
for original cost and 43
for original data and 89
for original ideas and 441
for original ideas for 168
for original work and 395
for ornament more than 78
for orphaned boys and 67
for otherwise cats and 45
for otherwise dealing with 58
for otherwise giving aid 56
for otherwise nothing can 71
for otherwise there are 134
for otherwise there can 465
for otherwise there had 66
for otherwise there may 173
for otherwise there not 185
for otherwise there was 437
for otherwise those that 58
for otherwise those who 123
for outcomes other than 123
for outrages among his 81
for overcoming evil and 68
for overcoming evil with 64
for overcoming fears and 78
for overcoming their own 68
for overcoming your fear 64
for overland flow and 166
for overseeing more than 43
for overtime when they 42
for overtime work and 776
for overtime work are 126
for overtime work for 85
for overtime work has 53
for overtime work may 53
for overtime work that 110
for overtime work was 133
for overtime work with 61
for pakistan were not 54
for paradise lost and 163
for paradise lost was 53
for parallel flow and 143
for parallel rays and 83
for parental care and 380
for parental leave and 232
for parental leave are 47
for parental leave for 68
for parental love and 1308
for parental time and 97
for parochial work and 40
for particle size and 507
for particle sizing and 106
for partisan ends and 134
for partition will not 42
for passages dealing with 50
for passages from his 120
for passages like this 94
for passenger cars and 3017
for passenger cars are 280
for passenger cars but 86
for passenger cars for 117
for passenger cars has 121
for passenger cars that 97
for passenger cars was 298
for passenger cars with 223
for passenger work and 46
for pastoral care and 1142
for pastoral care for 73
for pastoral care that 97
for pastoral life and 41
for pastoral work and 219
for pastoral work that 43
for pastoral work with 44
for paternal love and 62
for patients born with 48
for patients coping with 89
for patients dealing with 89
for patients during and 49
for patients from all 170
for patients having had 42
for patients less than 843
for patients like this 73
for patients like you 52
for patients living with 238
for patients more than 275
for patients once they 57
for patients other than 189
for patients over age 618
for patients taking this 62
for patients were not 58
for patients what they 96
for patients when they 438
for patients whom they 317
for patriotic songs and 78
for patterns among them 52
for patterns other than 54
for payments from one 135
for payments made and 484
for payments made for 372
for payments made him 60
for payments made out 141
for payments made with 71
for payments other than 104
for pecuniary gain and 256
for pecuniary gain but 102
for pecuniary loss and 139
for penalizing those who 106
for perceiving some things 79
for perceiving these things 93
for perfecting their own 44
for performing acts that 47
for performing arts and 475
for performing arts was 43
for performing more than 97
for performing oral sex 136
for performing some act 70
for performing their job 135
for performing their own 162
for performing these and 59
for performing these two 130
for performing well and 71
for performing what are 69
for performing what they 150
for performing what was 83
for performing work and 141
for performing work for 62
for performing work that 186
for performing your job 69
for permitting more than 43
for permitting such things 81
for permitting their men 56
for permitting their own 44
for permitting their use 66
for permitting those who 42
for personal acts and 87
for personal care and 1286
for personal care are 74
for personal care for 78
for personal daring and 42
for personal data and 161
for personal data that 116
for personal dealing with 47
for personal ends and 371
for personal ends but 95
for personal ends was 58
for personal faith and 182
for personal fame and 531
for personal gain and 9233
for personal gain are 300
for personal gain but 1194
for personal gain can 98
for personal gain does 43
for personal gain for 101
for personal gain had 103
for personal gain has 148
for personal gain may 101
for personal gain nor 78
for personal gain than 203
for personal gain that 630
for personal gain was 430
for personal gain with 169
for personal healing and 161
for personal health and 1509
for personal help and 203
for personal home use 65
for personal life and 353
for personal living and 144
for personal loss and 54
for personal love and 106
for personal meaning and 649
for personal pain and 48
for personal peace and 337
for personal reading and 203
for personal risk and 40
for personal rule and 79
for personal saving and 75
for personal sins and 41
for personal talk with 41
for personal time and 617
for personal time off 154
for personal time with 66
for personal truth and 44
for personal union with 201
for personal uses and 79
for personal wealth and 480
for personal well being 70
for personal work and 158
for personal work with 93
for personal worth and 198
for personal wrong was 42
for physical care and 1029
for physical care but 61
for physical harm and 139
for physical healing and 182
for physical healing but 49
for physical healing for 48
for physical health and 1254
for physical health but 87
for physical help and 49
for physical ills and 47
for physical laws and 47
for physical life and 224
for physical loss and 59
for physical love and 117
for physical pain and 619
for physical pain but 59
for physical play and 57
for physical rest and 166
for physical size and 66
for physical union with 123
for physical well being 420
for physical work and 385
for physical work was 42
for physician care and 81
for physician fees and 50
for pictorial eyes and 44
for pictures like that 113
for pictures like this 62
for pilgrims from all 442
for pleasures other than 49
for plutarch says that 256
for policies dealing with 113
for policies other than 70
for polished rice and 52
for politics more than 53
for politics some day 78
for portrait work and 58
for positioning text and 61
for positions other than 315
for positions when they 40
for positive gate bias 63
for positive health and 75
for positive ideas and 44
for positive laws are 40
for positive mood and 123
for possessing arms and 67
for possessing less than 73
for possessing more than 189
for possessing what may 67
for possible drug use 45
for possible leaks and 71
for possible need for 81
for possible ways and 68
for possible ways out 55
for possibly more than 149
for possibly there may 46
for posterior teeth and 77
for potential flow and 72
for potential health and 56
for powdered milk and 180
for practice more than 49
for practice only and 67
for practice there are 49
for practice were not 55
for practice when they 45
for practice work and 76
for practicing safe sex 50
for practicing their own 53
for practicing what they 92
for practicing what you 42
for practicing your new 47
for precision work and 138
for precision work with 59
for predicting body fat 138
for predicting rate and 49
for predicting risk for 48
for predicting those who 46
for predicting what may 82
for predicting what they 63
for predicting when and 79
for preferring their own 132
for preferring those who 65
for pregnant sows and 73
for premises used for 105
for premiums paid and 93
for premiums paid for 394
for prenatal care and 1494
for prenatal care are 77
for prenatal care each 63
for prenatal care for 236
for prenatal care was 60
for prenatal care with 45
for prenatal drug use 58
for prepared piano and 655
for presenting data and 171
for presenting ideas and 154
for presenting only one 72
for presenting text and 42
for presenting their own 152
for presenting these two 44
for presenting your own 105
for preserving eggs and 63
for preserving fish and 239
for preserving fish for 53
for preserving food and 178
for preserving food are 47
for preserving food for 68
for preserving furs and 44
for preserving health and 364
for preserving life and 246
for preserving meats and 137
for preserving milk and 72
for preserving other than 101
for preserving peace and 2802
for preserving peace with 192
for preserving their being 210
for preserving their dead 138
for preserving their own 441
for preserving what they 74
for preserving what was 106
for preserving wood and 130
for pressure areas and 183
for pressure drop and 388
for pressure drop are 51
for pressure drop due 66
for pressure drop for 41
for pressure less than 183
for pressure loss and 50
for preventing drug use 83
for preventing fire and 44
for preventing health and 88
for preventing theft and 104
for preventing their being 327
for preventing their own 85
for preventing those who 85
for preventing vice and 46
for princess anne and 98
for princess diana and 42
for princess mary and 62
for probably less than 368
for probably more than 631
for probably only two 44
for probably there are 49
for probably there was 171
for probably those who 45
for problems ahead and 60
for problems dealing with 357
for problems like that 109
for problems like this 282
for problems other than 785
for problems when they 88
for problems when you 60
for proceeding from one 153
for processing along with 76
for processing data and 1029
for processing data are 87
for processing data for 94
for processing data that 229
for processing data with 71
for processing farm and 76
for processing film and 89
for processing fish and 66
for processing food and 146
for processing into oil 115
for processing iron ore 140
for processing milk and 79
for processing more than 138
for processing only one 44
for processing text and 47
for processing their own 97
for processing time and 98
for processing when they 50
for processing wool and 43
for products from all 88
for products from both 41
for products from this 60
for products less than 42
for products made and 52
for products made for 50
for products made with 311
for products other than 1453
for products sold and 130
for products sold with 49
for products used for 71
for products when they 74
for products will not 45
for professing what men 58
for programs dealing with 489
for programs like head 50
for programs like this 99
for programs other than 334
for progress along this 56
for progress from one 96
for progress when they 47
for progress will not 83
for projecting their own 83
for projects dealing with 250
for projects less than 92
for projects like this 256
for projects other than 353
for prolonged life and 66
for promises made and 67
for promotion along with 84
for promotion from his 49
for promotion from one 733
for promotion from this 42
for promotion more than 58
for promotion next year 41
for promotion other than 46
for promotion those who 44
for promotion were not 111
for promotion when they 72
for promotion will not 91
for promptly dealing with 53
for properly caring for 130
for properly dealing with 117
for property held for 654
for property held one 62
for property loss and 184
for property lost and 46
for property other than 1863
for property sold and 92
for property sold for 63
for property used for 477
for property will not 50
for prophecy came not 61
for protecting data and 94
for protecting fish and 64
for protecting health and 189
for protecting iron and 232
for protecting life and 543
for protecting more than 53
for protecting their own 925
for protecting those who 267
for protecting what they 83
for protecting wood and 44
for protecting your own 70
for proteins other than 129
for publishing their own 148
for publishing these two 61
for publishing what they 112
for publishing what was 239
for publishing your own 45
for publishing your web 98
for purchase along with 55
for purchase from any 50
for purchase from this 49
for purchasing arms and 234
for purchasing food and 229
for purchasing food for 86
for purchasing gold and 191
for purchasing land and 360
for purchasing land for 263
for purchasing more than 86
for purchasing their own 192
for purposes like this 194
for purposes more than 70
for purposes other than 168565
for purposes other that 99
for purposes other then 49
for pursuits other than 221
for questioning along with 50
for questioning their own 50
for questioning when they 82
for questions dealing with 311
for questions like that 229
for questions like this 213
for questions other than 63
for quibbles were his 43
for quotation from his 56
for railroad cars and 324
for railroad fare and 176
for railroad ties and 679
for railroad work and 68
for railroad work are 42
for rebuilding their own 60
for reception along with 74
for reckless daring and 63
for reclaiming land for 51
for reclaiming those who 53
for recovering drug and 46
for recovering from any 44
for recovering from this 76
for recovering gold and 129
for recovering lost lead 209
for recovering their own 74
for recovering what had 45
for recovering what they 56
for recovering what was 50
for recovery from all 42
for recovery from and 209
for recovery from any 207
for recovery from both 45
for recovery from each 45
for recovery from her 47
for recovery from his 351
for recovery from its 43
for recovery from them 46
for recovery from this 271
for recovery were not 57
for recovery when they 54
for recreation areas and 273
for recreation only and 43
for recreation other than 75
for recreation when they 53
for recruiting their own 51
for recruiting young men 99
for recruits when they 41
for reflecting upon and 257
for reflecting upon his 51
for reflecting upon one 48
for reflecting upon our 65
for refraining from all 178
for refraining from any 291
for refraining from doing 417
for refraining from that 74
for refraining from them 66
for refraining from this 81
for refraining from using 80
for refugees from all 242
for refugees from asia 43
for refugees from east 304
for refugees from war 166
for regulating body heat 47
for regulating health and 67
for regulating land use 320
for regulating salt and 56
for regulating their own 638
for regulating their use 102
for rejection were not 50
for rejection were that 116
for relations among all 51
for relations among men 120
for relations among them 42
for relations other than 67
for relative dating and 108
for relative peace and 55
for relative size and 58
for relevant case law 58
for relevant data and 214
for relevant data that 44
for relevant ideas and 45
for relevant prior art 56
for religions other than 522
for religious acts and 68
for religious ends and 168
for religious faith and 714
for religious faith are 48
for religious faith but 65
for religious faith has 55
for religious faith may 67
