fable invented for the 45
final approach area of 81
final approach can be 77
final approach fix is 74
final approach fix on 106
final approach fix or 383
final approach fix to 64
final approach for the 147
final approach may be 53
final approach was to 74
final approach with the 87
final approval and the 182
final approval can be 159
final approval for an 55
final approval for the 1813
final approval had to 80
final approval may be 97
final arbiters are the 69
final argument and the 65
final argument can be 109
final argument for an 49
final argument for the 1631
final argument has to 46
final argument may be 93
final argument that he 58
final argument that is 52
final argument that it 59
final argument that the 297
final argument that we 43
final argument was the 127
final argument was to 44
final argument with the 60
final assembly and the 202
final assembly area of 87
final assembly can be 144
final assembly for the 116
final assembly may be 163
final assembly with the 65
final assertion that he 48
final assertion that it 48
final assertion that the 114
final audience with the 522
final authority and is 51
final authority and the 496
final authority and to 44
final authority but the 56
final authority for the 2453
final authority lay in 73
final authority may be 47
final authority that the 78
final authority was the 172
final authority was to 54
final authority with the 105
final averages for the 57
final business day of 61
final campaign for the 203
final catalyst for the 153
final catalyst was the 44
final category are the 79
final category can be 49
final category was the 78
final ceremony for the 77
final ceremony was the 72
final ceremony was to 61
final challenge for the 176
final challenge was the 62
final challenge was to 128
final chapters and the 81
final chapters are on 59
final clearance for the 86
final clusters can be 47
final collapse and the 108
final collapse was the 69
final collapse with the 47
final collision with the 119
final comments are in 329
final comments can be 78
final comments may be 90
final communion with the 114
final condition and the 82
final condition can be 67
final condition for the 419
final condition may be 115
final condition that the 63
final condition was the 54
final conflict and the 87
final conflict for the 47
final conflict with the 826
final consumer and the 171
final consumer and to 43
final contract and the 57
final contract for the 301
final contract that the 44
final contract with the 305
final contrast with the 70
final criterion for an 53
final criterion for the 611
final criterion was the 76
final customer and the 58
final customer for the 58
final decisions and is 44
final decisions and the 276
final decisions and to 189
final decisions are in 73
final decisions are the 113
final decisions are to 96
final decisions are up 84
final decisions can be 693
final decisions for the 530
final decisions had to 233
final decisions may be 175
final decisions with the 89
final decisive act of 41
final despairing cry of 54
final diagnosis and the 138
final diagnosis and to 47
final diagnosis can be 605
final diagnosis for the 59
final diagnosis has to 47
final diagnosis may be 188
final direction for the 48
final disaster and the 54
final disaster for the 116
final disaster was the 87
final disposal and the 57
final disposal can be 45
final disposal may be 52
final dividend for the 238
final document and the 102
final document can be 97
final document for the 158
final document may be 64
final document that is 76
final document that the 48
final document was the 88
final document was to 62
final document with the 78
final dramatic act of 42
final effluent can be 88
final effluent may be 61
final emphasis was on 50
final equations can be 100
final equations for the 384
final estimate and the 63
final estimate can be 129
final estimate for the 532
final estimate may be 85
final evidence for the 356
final evidence that he 78
final evidence that it 44
final evidence that the 538
final examples may be 57
final exercise for the 66
final exercise was to 43
final farewell and the 48
final forecast for the 67
final formulas for the 131
final frontier for the 102
final identity that is 50
final incident was the 67
final ingredient for the 104
final ingredient was the 47
final instance may be 74
final intention for the 69
final intention was to 157
final judgment and an 89
final judgment and be 53
final judgment and in 102
final judgment and is 184
final judgment and it 52
final judgment and of 135
final judgment and the 1949
final judgment and to 188
final judgment but the 58
final judgment can be 1646
final judgment for an 130
final judgment for the 1915
final judgment had to 49
final judgment has to 64
final judgment may be 1447
final judgment that he 66
final judgment that in 47
final judgment that is 212
final judgment that it 47
final judgment that the 476
final judgment was an 69
final judgment was at 63
final judgment was in 86
final judgment was the 77
final judgment was to 212
final judgment with the 205
final judgment yet to 42
final liability for the 104
final metaphor for the 73
final movement and the 46
final movement for the 66
final movement was to 70
final objection may be 44
final objection that the 66
final obstacle was the 107
final operation can be 47
final operation for the 64
final operation may be 46
final operation was the 92
final operation was to 127
final outcomes can be 70
final outcomes for the 85
final outcomes may be 51
final overthrow and the 61
final parallel with the 59
final payments for the 180
final positions and the 91
final positions are the 42
final positions can be 88
final positions for the 168
final positions may be 69
final practice for the 55
final pressure and the 1041
final pressure can be 84
final pressure for the 67
final pressure may be 142
final products and by 55
final products and in 118
final products and of 133
final products and the 594
final products and to 112
final products are in 85
final products are of 60
final products are so 57
final products are the 361
final products are to 105
final products can be 621
final products due to 49
final products for the 205
final products may be 353
final products that the 52
final products with the 118
final projects for the 43
final promotion was to 48
final proposal for an 45
final proposal for the 340
final proposal that the 51
final proposal was the 50
final proposal was to 146
final protocol for the 57
final provision for the 166
final purchase for the 50
final purposes with us 60
final questions for the 61
final quotation may be 45
final rationale for the 108
final recourse for the 47
final recourse was to 64
final recovery may be 41
final rehearsal and the 148
final rehearsal for the 312
final rehearsal with the 55
final relations with the 48
final reminder that he 45
final reminder that the 159
final resource for the 41
final resource was to 56
final response can be 59
final response may be 105
final response was to 77
final revisions for the 79
final salvation and the 55
final salvation for the 82
final schedule for the 162
final security for the 83
final selection and the 103
final selection can be 391
final selection for the 452
final selection had to 70
final selection has to 42
final selection may be 210
final selection was the 111
final selection was to 135
final sentence and the 160
final sentence can be 107
final sentence for the 75
final sentence may be 94
final sentence that he 60
final sentence that the 87
final sentence was the 80
final sentence was to 113
final sentence with the 117
final sequence can be 43
final sequence with the 60
final shootout with the 59
final showdown was at 45
final showdown with the 1533
final situation can be 60
final sketches for the 48
final skirmish with the 46
final solutions and the 56
final solutions can be 98
final solutions for the 200
final solutions may be 71
final speeches and the 40
final speeches for the 72
final standard can be 59
final standard for the 98
final stimulus for the 119
final strategy for the 167
final strategy was to 94
final struggle and the 133
final struggle for the 1450
final struggle was at 135
final struggle was to 106
final struggle with the 1997
final summation for the 55
final surprise for the 64
final syllable and the 152
final syllable can be 53
final syllable has the 45
final syllable may be 112
final syllable with the 46
final symbolic act of 93
final synthesis can be 111
final treatment for the 67
final treatment may be 70
final treatment with the 45
final tribunal for the 79
final valuation and the 40
final velocity and the 404
final velocity can be 161
final velocity for the 78
final velocity may be 57
final withholding tax at 225
final withholding tax is 82
final withholding tax of 337
final withholding tax on 268
finding accounts for the 225
finding algorithm can be 64
finding authority for the 41
finding combined with the 161
finding confirms that of 122
finding confirms that the 285
finding conforms with the 95
finding congruent with the 125
finding entitled him to 268
finding evidence for an 46
finding evidence for it 65
finding evidence for or 55
finding evidence for the 907
finding evidence that he 99
finding evidence that it 61
finding evidence that the 869
finding exercise for the 176
finding explains why the 88
finding formulas for the 72
finding hookworm ova in 58
finding husbands for the 100
finding increased use as 304
finding increased use in 1401
finding indicate that the 144
finding indicating that the 420
finding locations for the 102
finding materials for the 211
finding partners and in 44
finding partners for the 94
finding positions for the 85
finding positive things to 60
finding problems can be 51
finding problems with the 324
finding quarters for the 258
finding recruits for the 201
finding remedies for the 239
finding requires that the 50
finding salvation out of 116
finding security for the 347
finding solutions and in 41
finding solutions and the 42
finding solutions can be 47
finding solutions for the 1231
finding somebody who is 46
finding sponsors for the 146
finding suddenly that he 42
finding suggesting that the 650
finding suggests that an 981
finding suggests that as 635
finding suggests that at 599
finding suggests that by 64
finding suggests that if 873
finding suggests that in 2109
finding suggests that it 840
finding suggests that no 65
finding suggests that the 31871
finding suggests that to 74
finding suggests that we 261
finding suitable men to 158
finding supplies for the 106
finding supports one of 55
finding supports that of 125
finding sureties for the 173
finding synonyms for the 70
finding yourself out of 57
finds affinity with the 122
finds authority for the 119
finds communion with the 46
finds essential for the 42
finds evidence for an 113
finds evidence for it 53
finds evidence for the 753
finds evidence that at 108
finds evidence that he 118
finds evidence that in 108
finds evidence that it 93
finds evidence that the 2679
finds frequent use as 72
finds frequent use in 568
finds frequent use of 76
finds friendly ears in 41
finds indicate that at 41
finds indicate that it 95
finds indicate that the 845
finds materials for it 87
finds problems with the 159
finds property not in 77
finds solutions for the 85
finds specially that he 44
finds suddenly that he 169
finds suddenly that it 49
finds suggests that the 292
finds suitable for the 47
finds therefore that the 74
finer condition than the 43
finer divisions than the 58
finer instinct for the 55
finer interest was in 42
finer materials than the 105
finer monument than the 40
finer physique than the 139
finer prospect was to 43
finer sediment may be 43
finer soldiers than the 44
finer specimen than the 78
finer subjects for the 57
finer textured than the 302
fines provided for by 60
fines provided for in 729
fingers anywhere near the 44
fingers clenched and the 54
fingers compared with the 58
fingers consumed with the 52
fingers extended and the 373
fingers extended with the 48
fingers fidgeted with the 254
fingers grappled with the 63
fingers indicate that the 48
fingers loosened and he 43
fingers loosened and the 56
fingers occupied with the 49
fingers parallel with the 48
fingers reminded her of 70
fingers reminded him of 71
fingers scrabbling for the 42
fingers straight and the 71
fingers stretching out to 80
fingers struggle with the 95
fingers struggling with the 142
fingers trembled and he 59
fingers trembled and the 116
fingers trembled with the 169
fingers twitched and he 48
fingers twitched with the 190
fingers underneath and the 80
fingers wrestled with the 75
fired furnaces and the 56
fired furnaces can be 144
fired furnaces for the 43
fired furnaces may be 54
fires discover but the 354
firms accounting for the 188
firms accounts for the 62
firms believed that the 189
firms combined with the 80
firms compared with the 233
firms competed for the 212
firms competed with the 54
firms complain that the 75
firms complied with the 82
firms consider that the 65
firms eligible for the 77
firms estimate that the 44
firms exceeded that of 61
firms explains why the 41
firms increases with the 59
firms indicate that the 182
firms insisted that the 40
firms interact with the 95
firms involved and an 70
firms involved and the 264
firms involved and to 45
firms involved are in 50
firms involved may be 49
firms involved with the 199
firms perceive that the 62
firms reported that it 46
firms reported that the 428
firms requires that the 57
firms selected for the 165
firms suggests that the 380
first academic job as 44
first academic job at 91
first academic job in 52
first academic year as 82
first academic year at 268
first academic year in 405
first academic year of 672
first academic year on 51
first academic year the 106
first academic year to 52
first accepted for the 54
first accepted him as 65
first accepted that the 104
first accident was the 49
first accosted him in 124
first accounting for the 230
first accounting year of 80
first accounts for the 400
first accounts that we 42
first accurate map of 1507
first accustom him to 154
first achieved with the 290
first acoustic peak in 72
first acquired and the 104
first acquired are the 45
first acquired for the 50
first acquired them as 63
first activity and the 119
first activity can be 72
first activity for the 113
first activity may be 85
first activity that is 42
first activity was the 206
first activity was to 753
first activity with the 65
first actually saw the 101
first adjusted for the 249
first adjusted with the 56
first admission and the 66
first admission can be 59
first admission for the 51
first admission that he 81
first admission that the 156
first admitted him to 89
first admitted that he 332
first admitted that the 372
first admitted them to 114
first advanced that the 135
first advances was the 44
first advances with the 42
first advocate for the 64
first affected all the 52
first affected and the 556
first affected are the 254
first affected him in 41
first affected not to 280
first affected with the 225
first affirmed that the 189
first agitation for the 69
first aircraft off the 46
first aircraft was the 45
first airplane and the 57
first airplane hit the 43
first algorithm can be 71
first algorithm for the 76
first algorithm that we 42
first alphabet for the 49
first ambitions was to 55
first american ace of 85
first american and the 254
first american boy to 60
first american car to 251
first american jew to 145
first american law to 76
first american man of 500
first american man to 125
first american poet of 228
first american poet to 587
first american team to 223
first american use of 243
first american war in 110
first american war of 41
first american war to 112
first american who is 140
first analysis and the 115
first analysis can be 68
first analysis may be 40
first analysis that the 58
first analysis was of 68
first analysis was the 41
first analysis was to 130
first analysis with the 61
first analyzed and the 63
first analyzed for the 237
first analyzed using the 111
first analyzed with the 125
first ancestor and the 71
first anchored off the 239
first ancients had no 48
first announcing that he 153
first announcing that the 44
first announcing them to 60
first anointed with the 123
first answered that he 362
first antibody and the 54
first apostles and the 96
first apparent that the 209
first apparent use of 56
first apparent with the 107
first apprised him of 184
first apprised that he 123
first apprized him of 43
first approach and in 42
first approach and is 40
first approach and the 287
first approach and to 42
first approach are the 79
first approach can be 925
first approach for an 40
first approach for the 292
first approach has the 409
first approach has to 62
first approach led to 63
first approach may be 758
first approach that is 93
first approach that the 66
first approach that we 79
first approach was an 93
first approach was by 65
first approach was in 116
first approach was the 416
first approach was to 2659
first approach with the 115
first approval for the 45
first approved for the 194
first aqueduct and the 49
first argument and an 133
first argument and the 926
first argument being the 77
first argument can be 679
first argument for the 1786
first argument goes as 67
first argument has no 72
first argument has the 86
first argument has to 174
first argument may be 417
first argument that is 219
first argument that the 289
first argument that we 75
first argument then is 68
first argument was the 130
first argument was to 43
first argument with the 291
first arrested and the 114
first arrested for the 104
first arrested him in 46
first arrivals and the 179
first arrivals are the 53
first arrivals can be 93
first arrivals for the 111
first arrivals had to 78
first arrivals was the 53
first articles are of 47
first articles are the 112
first articles for the 202
first artistic use of 42
first assemble all the 150
first assembling all the 44
first assembly and the 78
first assembly for the 68
first assembly met at 192
first assembly met in 407
first assembly met on 54
first assembly was the 48
first assembly was to 75
first asserted for the 201
first asserted that he 298
first asserted that it 193
first asserted that the 1580
first assertion and the 43
first assertion can be 63
first assertion may be 53
first assertion that the 145
first assertion that we 53
first assessed for the 52
first assessed with the 45
first assigned for the 454
first assigned him to 222
first assigned them to 48
first assisted him in 55
first associate with the 169
first attached him to 123
first attacked and the 233
first attacked him in 462
first attacked him on 229
first attacked them in 51
first attacked with the 503
first attained with the 101
first attempts and the 90
first attempts are to 58
first attempts can be 82
first attempts for the 113
first attempts may be 293
first attempts was the 97
first attempts was to 158
first attempts with the 212
first attended one of 183
first attended with the 220
first attention and the 83
first attention goes to 43
first attention was the 57
first attention was to 489
first attested for the 158
first attested use of 350
first attitude may be 65
first attorney for the 75
first attracts you to 118
first audience and the 63
first audience for the 215
first audience that he 67
first audience was the 96
first audience with king 123
first audience with the 2491
first auditors may be 57
first auditory being the 42
first authentic map of 235
first authentic use of 70
first authority for the 330
first auxiliary and the 63
first awakened her to 132
first awakened him to 404
first awakened out of 61
first awakened them to 95
first balanced with the 98
first baptisms for the 47
first baptized with the 139
first bargaining with the 262
first baseball team in 118
first baseball team to 99
first battalion and the 110
first battalion was in 45
first battalion was to 51
first beautiful day of 153
first beckoned him to 88
first beginnings and the 165
first beginnings are to 60
first beginnings can be 62
first beginnings may be 55
first beginnings that is 68
first begotten son of 759
first believed her to 153
first believed him to 416
first believed that he 1042
first believed that if 42
first believed that in 90
first believed that it 830
first believed that the 5736
first believed that we 117
first believed them to 625
first believed this to 43
first believed was the 92
first believes that he 182
first believes that the 426
first bethought him of 292
first bicuspid and the 433
first bicuspid may be 61
first blanched her as 64
first blossoming age the 43
first borrowed them at 48
first branches are the 61
first branches off the 79
first breakfast with the 52
first burdened with the 49
first business being to 105
first business day in 340
first business day of 3040
first business for the 62
first business man in 52
first business man to 64
first business may be 109
first business men in 91
first business men of 184
first business men to 50
first business now is 64
first business use of 45
first business was an 72
first business was in 63
first business was the 1180
first business was to 10465
first business with the 94
first business year of 92
first calendar day of 276
first calendar year in 402
first calendar year is 52
first calendar year of 659
first calendar year to 45
first campaign and in 49
first campaign and the 158
first campaign for the 2305
first campaign had to 64
first campaign that he 49
first campaign was an 51
first campaign was in 337
first campaign was the 220
first campaign was to 204
first campaign with the 261
first canvassing all the 146
first captured all the 167
first casualty was an 55
first casualty was the 709
first cataract and the 147
first category and in 70
first category and is 96
first category and the 806
first category and to 72
first category are by 52
first category are in 74
first category are of 85
first category are the 2176
first category are to 144
first category being the 47
first category can be 1069
first category for the 109
first category had to 71
first category has the 59
first category has to 205
first category may be 1143
first category than in 60
first category than the 59
first category that is 71
first category that the 78
first category that we 56
first category was of 59
first category was the 553
first category was to 92
first category with the 108
first cathedral and the 60
first ceremony for the 57
first ceremony was the 132
first ceremony was to 49
first cervical and the 127
first chairman and the 143
first chairman was the 394
first challenge can be 64
first challenge for the 638
first challenge has to 52
first challenge may be 76
first challenge that the 94
first challenge that we 47
first challenge was in 67
first challenge was the 356
first challenge was to 2493
first chaplain was the 44
first chapters and the 145
first chapters are of 50
first chapters are the 50
first children and the 59
first children may be 42
first christian and the 58
first christian kings of 288
first christian poem is 46
first christian poet in 51
first christian poet of 52
first christian use of 46
first churches and the 51
first circular saw in 73
first citizens and the 63
first clarinet and the 91
first clinical use in 83
first clinical use of 1027
first codified set of 41
first coincide with the 194
first coinciding with the 361
first collated with the 85
first collecting all the 165
first collects all the 217
first collided with the 268
first collides with the 47
first collision and the 64
first collision with an 53
first collision with the 1159
first colonies and the 41
first combined for the 63
first combined with an 125
first combined with the 1084
first combines with the 952
first commence with the 173
first commencing with the 332
first communion and the 233
first communion out of 50
first communion was the 102
first communion with the 217
first compared with the 1886
first compelling him to 137
first compelling them to 50
first competed for in 174
first competed for the 197
first competed with the 125
first compiled for the 173
first complete act of 109
first complete all the 54
first complete bar of 46
first complete day of 72
first complete map of 527
first complete one in 63
first complete one of 97
first complete set of 1625
first complete year in 129
first complete year of 1767
first complied with the 1122
first complies with the 163
first composed for the 376
first comprising all the 59
first computed and the 92
first computed for the 549
first computed using the 101
first computed with the 61
first computer and the 64
first computer for the 71
first computer was an 70
first computer was the 87
first conceded that the 108
first concedes that the 41
first conceive that the 66
first concerns are the 50
first concerns how the 203
first concerns how to 108
first concerns how we 83
first concerns one of 97
first concerns was the 343
first concerns was to 892
first concerns with the 60
first concerto for the 55
first concerts with the 68
first conclude that he 84
first conclude that the 502
first concluding that the 251
first concrete act of 64
first concrete for the 66
first concrete idea of 42
first condemning him to 174
first condition and an 64
first condition and the 327
first condition can be 991
first condition for an 405
first condition for the 5056
first condition has to 76
first condition may be 609
first condition than in 100
first condition that he 75
first condition that is 227
first condition that it 45
first condition that the 410
first condition that we 84
first condition then of 45
first condition was an 41
first condition was the 451
first condition was to 311
first condition with the 65
first conferring with the 537
first confined him to 43
first confined them to 93
first confirming that the 182
first confirms that the 164
first conflict and the 41
first conflict was the 43
first conflict with the 1384
first confused with the 383
first conjunct and the 110
first conjunct can be 57
first connects with the 120
first conquest was the 169
first conscious act of 442
first conscious use of 367
first consider all of 78
first consider all the 567
first consider both the 45
first consider each of 321
first consider how an 90
first consider how he 102
first consider how it 206
first consider how the 3523
first consider how to 1389
first consider how we 679
first consider men in 204
first consider one of 544
first consider one or 59
first consider that it 138
first consider that of 109
first consider that the 1242
first consider them as 155
first consider them in 324
first consider this in 49
first consider two of 143
first consider using the 148
first consider who the 62
first consider why it 72
first consider why the 311
first consider why we 41
first consulting all the 46
first consulting him as 49
first consulting one of 60
first consulting with me 87
first consulting with the 2600
first consults with the 150
first contacts and the 63
first contacts with an 74
first contacts with it 73
first contacts with the 7249
first containing all the 239
first contains all the 488
first contending that the 68
first contends that he 43
first contends that it 178
first contends that the 2094
first contesting with the 73
first contests with the 71
first continue with the 56
first contract and the 198
first contract can be 57
first contract for an 80
first contract for the 971
first contract was in 64
first contract was the 77
first contract was to 196
first contract with an 82
first contract with the 1858
first contrast with the 66
first contrive that the 96
first converting them to 854
first converts and the 77
first converts was the 66
first conveyed out of 123
first convince them of 89
first convincing them of 150
first correcting for the 104
first cortical area to 54
first counsels for the 46
first covenant and the 101
first covenant was in 70
first covenant was the 59
first covenant with the 159
first credited with the 190
first criminal act of 67
first criterion and the 82
first criterion can be 229
first criterion for an 167
first criterion for the 733
first criterion has to 44
first criterion may be 129
first criterion that is 49
first criterion that the 97
first criterion was the 209
first criterion was to 131
first critical year at 58
first critical year of 164
first critique and in 87
first critique and the 295
first critique can be 49
first critique that the 75
first critique was to 40
first critique with the 47
first customer and the 50
first customer for the 269
first customer was an 83
first customer was at 133
first customer was the 285
first cylinder and the 156
first darkened with the 148
first daughter and the 130
first daughter for the 56
first daughter was the 55
first daughter was to 44
first decisions that the 155
first decisions was the 59
first decisions was to 2063
first decisive act in 123
first decisive act of 680
first declared for the 308
first declared that he 1892
first declared that if 198
first declared that in 113
first declared that it 784
first declared that no 288
first declared that the 3408
first declared war on 666
first declares that he 376
first declares that it 220
first declares that the 764
first decreases due to 121
first decreases with an 45
first decreases with the 235
first deducted and the 51
first deducted for the 67
first deducted out of 56
first definite act of 225
first definite idea of 334
first definite use of 215
first delivery and the 73
first delivery was in 56
first delivery was to 59
first demanded for the 67
first demanded that he 205
first demanded that the 1400
first dentition may be 46
first deprived her of 141
first deprived him of 644
first deprived them of 300
first deprives him of 110
first describe all the 56
first describe each of 173
first describe how the 704
first describe how to 407
first describe how we 166
first describe one of 95
first describing how the 98
first designed for an 127
first designed for no 93
first designed for the 2360
first designed with the 56
first destined for the 1628
first destroying all the 140
first detailed for the 88
first detailed map of 1463
first detailed set of 55
first detected and the 115
first detected near the 56
first detected them in 97
first detected with the 106
first detector and the 107
first develops out of 54
first diagnosed and the 49
first diagnosed with an 44
first diagnosed with ms 146
first diagnosed with the 269
first diagnosis and the 48
first digested with the 58
first dimension and by 120
first dimension and in 42
first dimension and the 333
first dimension being the 49
first dimension can be 275
first dimension for the 71
first dimension has to 121
first dimension may be 152
first dimension was the 134
first dimension with the 53
first directed for the 95
first directed him to 458
first directed that the 502
first directed them to 116
first direction and the 82
first direction for the 79
first direction may be 45
first direction was the 49
first direction was to 96
first directly and the 161
first director and the 97
first director for the 106
first director was an 69
first director was dr 40
first director was the 376
first disaster was the 146
first disciple and the 70
first disclosing that he 176
first discover how the 70
first discover how to 92
first discover that he 43
first discover that it 50
first discover that the 483
first discover that we 90
first discover them in 51
first discussing with me 41
first disgrace with the 46
first dispense with the 452
first disposed him to 45
first disputes with the 104
first dissolving out the 44
first dissolving them in 228
first distinct idea of 78
first distinct use of 44
first district and the 69
first divorced man to 78
first document and the 80
first document for the 46
first document that the 62
first document was an 78
first document was the 144
first domestic use of 47
first dramatic act of 47
first dramatic poet of 180
first dramatic use of 93
first drawback can be 107
first drawback was the 43
first eagerness for the 71
first economic and the 41
first economic law on 74
first editorial for the 117
first educated for the 296
first educated man in 103
first education act in 53
first education act of 99
first education and in 45
first education had so 74
first education was at 136
first education was in 120
first elections and the 100
first elections for the 2039
first electric car in 121
first electric car to 60
first electron and the 97
first elements and the 121
first elements are the 88
first elements for the 74
first elements out of 107
first elephant with the 71
first emanation was the 65
first embarked for the 77
first embodied them in 75
first embraced all the 45
first embraces all the 58
first empathize with the 92
first emphasis was on 288
first emphasis was to 59
first employed and the 102
first employed for the 1704
first employed her as 66
first employed him as 301
first employed him in 342
first employed him to 45
first employed them in 96
first employed was the 165
first employed with the 261
first employer and the 71
first employer was the 61
first endeavors was to 129
first enlisted for the 56
first enlisted man in 125
first enlisted man to 284
first enlisted men to 81
first entangled with the 46
first enthusiasm for the 991
first entrance and the 109
first entrance for the 125
first entrance that he 47
first entrance was at 59
first entrance with the 98
first entreated him to 45
first envelope and the 53
first equipped with the 240
first erroneous bit in 46
first essential act of 47
first essential and the 114
first essential for an 268
first essential for the 3247
first essential idea of 41
first essential that the 369
first essential that we 109
first essential then is 53
first essential was an 64
first essential was the 332
first essential was to 4539
first estimate and the 73
first estimate can be 157
first estimate for the 946
first estimate may be 62
first estimate that the 44
first europeans and the 105
first eventful year of 49
first evidence for an 438
first evidence for it 98
first evidence for the 4292
first evidence may be 201
first evidence that an 222
first evidence that he 313
first evidence that in 51
first evidence that it 107
first evidence that the 3672
first evidence that we 361
first evidence was the 122
first examined all the 151
first examined and the 241
first examined for the 425
first examined him in 64
first examined using the 46
first examined with the 644
first examines all the 120
first examines how the 358
first examples are of 65
first examples are the 113
first examples can be 40
first examples for the 62
first examples that he 65
first examples that we 47
first examples was the 162
first exceeded that of 491
first exception and the 49
first exception can be 44
first exception was in 41
first exception was the 180
first exchanged for the 89
first exchanges with the 82
first excursion out of 195
first excursion was to 713
first excursion with the 50
first executed for the 52
first executed out of 202
first exercise and the 55
first exercise can be 59
first exercise for the 183
first exercise may be 74
first exercise was the 46
first exercise was to 236
first exercise with the 168
first exhausting all the 129
first exhorted him to 332
first exhorted them to 43
first expansion team in 42
first expansion team to 151
first expected that the 718
first explaining how the 168
first explaining that he 58
first explaining that the 150
first explains how the 388
first explains how to 272
first explains that he 181
first explains that the 456
first explains why he 121
first explains why the 208
first explicit use of 947
first exploits was the 107
first exploits was to 113
first explored with the 71
first explosion and the 105
first explosion was in 60
first exposure and the 437
first exposure can be 78
first exposure for the 59
first exposure may be 90
first exposure was to 88
first exposure with the 112
first expressing that the 73
first expressing them in 132
first extended use of 502
first extension was the 40
first extension was to 64
first facility for the 93
first families and the 155
first favorite for the 63
first favorite with the 72
first feminine and the 55
first festival day of 414
first fictional use of 54
first fighters for the 55
first filtrate may be 44
first financial year in 149
first financial year of 505
first football team at 74
first football team in 281
first football team of 60
first football team to 66
first footstep with the 42
first forecast for the 48
first formation and the 95
first formation for the 90
first fragment and the 52
first frankish and the 46
first friendly with the 66
first frontier had to 103
first frontier was the 57
first functions was to 79
first gasoline car in 46
first gasoline tax in 54
first gestures was to 88
first glimpsed her in 111
first governor and the 198
first governor for the 68
first governor was the 140
first grappled with the 911
first grapples with the 51
first hammered out in 66
first handbook for the 45
first happened with the 51
first harmonic and the 172
first harmonic can be 78
first harmonic for the 75
first harmonic has the 55
first highland near the 42
first historian and the 50
first historic man to 42
first hospital and the 126
first hospital for the 618
first hospital was the 48
first identify all of 177
first identify all the 673
first identify how the 51
first identify one or 44
first identify them as 44
first identify who the 52
first identify with the 411
first identity let us 57
first imagined her to 64
first imagined him to 434
first imagined that he 313
first imagined that it 332
first imagined that the 1188
first imagined them to 424
first imagined was the 107
first imagines that he 62
first impelled her to 43
first impelled him to 700
first impelled them to 51
first imperious and in 46
first impulses are to 43
first impulses for the 44
first impulses may be 74
first impulses was to 111
first incident and the 71
first incident was an 81
first incident was in 101
first incident was the 361
first incident with the 98
first inclined him to 446
first inclined not to 210
first included all of 92
first included all the 246
first included with the 99
first includes all of 179
first includes all the 794
first includes both the 47
first increased and the 53
first increased with the 264
first increases and the 48
first increases due to 114
first increases with an 104
first increases with the 732
first indebted for the 432
first indicate how the 115
first indicate that the 272
first indicating that he 62
first indicating that the 219
first infected with the 557
first infection and the 81
first infection may be 46
first infection with the 142
first inferred that the 59
first informed her of 270
first informed him of 1310
first informed that he 264
first informed that the 826
first informed them of 168
first initiated with the 123
first initiation and the 44
first injected with an 42
first injected with the 235
first injection and the 266
first injection can be 43
first injection may be 71
first injection with the 78
first inquired for the 143
first inserted and the 107
first insisted that he 644
first insisted that it 231
first insisted that no 41
first insisted that the 2304
first insisted that we 50
first inspired her to 233
first inspired him to 916
first inspired them to 118
first inspired with the 220
first inspired you to 127
first installing him in 165
first instance aim at 50
first instance all the 340
first instance and an 256
first instance and as 843
first instance and at 367
first instance and be 66
first instance and by 532
first instance and he 111
first instance and if 185
first instance and in 3383
first instance and is 270
first instance and it 235
first instance and of 1091
first instance and on 1323
first instance and so 117
first instance and the 4012
first instance and to 1353
first instance and we 41
first instance are the 411
first instance are to 79
first instance bear the 48
first instance being in 76
first instance being the 104
first instance both in 41
first instance both the 60
first instance but by 69
first instance but in 128
first instance but it 113
first instance but the 232
first instance but to 125
first instance can be 479
first instance due to 778
first instance for an 289
first instance for my 86
first instance for the 6931
first instance had it 52
first instance had no 61
first instance had the 88
first instance had to 193
first instance has no 59
first instance has the 89
first instance has to 196
first instance how the 64
first instance lead to 125
first instance led to 189
first instance let us 164
first instance may be 1122
first instance nor the 54
first instance not as 399
first instance not at 121
first instance not by 329
first instance not in 63
first instance not of 42
first instance not on 154
first instance not so 67
first instance not the 76
first instance not to 632
first instance one is 95
first instance one of 264
first instance one or 51
first instance out of 1386
first instance owing to 135
first instance pay the 133
first instance put the 45
first instance set up 69
first instance she is 92
first instance than by 70
first instance than in 276
first instance than it 53
first instance than the 158
first instance than to 162
first instance that an 88
first instance that he 503
first instance that in 72
first instance that is 126
first instance that it 389
first instance that no 95
first instance that of 299
first instance that the 3041
first instance that we 459
first instance they do 45
first instance this is 584
first instance try the 87
first instance try to 89
first instance was an 158
first instance was at 89
first instance was in 587
first instance was no 55
first instance was of 139
first instance was on 71
first instance was the 1186
first instance was to 806
first instance with an 266
first instance with no 77
first instance with so 58
first instance with the 4688
first instinct being to 127
first instinct may be 606
first instinct was the 144
first instinct was to 24594
first instruct him in 99
first integral and in 89
first integral and the 131
first integral can be 740
first integral for the 95
first integral has the 47
first integral may be 248
first intended for an 176
first intended for it 106
first intended for the 4202
first intended him to 121
first intended not to 278
first intended that he 499
first intended that it 155
first intended that the 2296
first intended was the 43
first intention and the 257
first intention are the 57
first intention being to 105
first intention can be 84
first intention for the 49
first intention may be 211
first intention not to 72
first intention was the 69
first intention was to 8593
first interact with the 604
first interest and the 80
first interest for the 41
first interest lay in 111
first interest may be 62
first interest was in 1419
