tail functions 151 tail
affected 63 their alongside
208 their anywhere 130
their confined 50 their
confirms 85 their consists
548 their deepened 121
their depended 2199 their
deserves 47 their directly
615 their disappear 42
their doubtful 117 their
entirely 1083 their explains
162 their included 185
their increases 156 their
involved 118 their involves
247 their manifest 151
their obviously 60 their
occurred 43 their otherwise
82 their outright 52
their possible 1014 their
precedes 55 their presents
255 their prevents 108
their probable 141 their
probably 164 their produces
60 their prolonged 176
their provided 174 their
provides 439 their publicly
68 their received 50
their recorded 52 their
reflects 176 their relative
41 their remained 381
their rendered 66 their
required 222 their requires
391 their resulted 42
their revolved 42 their
revolves 52 their scarcely
44 their separate 59
their seriously 91 their
somewhat 79 their suggests
597 their supports 107
their survives 42 their
thereafter 56 their therefore
340 their threatened 709
their verified 128 their
whenever 68 their wherever
88 their whosoever 59
their variables 45 their
energies 66 their advisers
42 their managers 269
their attitude 77 their
families 59 their costumes
79 their designer 64
their education 298 their
imitation 54 their imported
77 their machines 119
their military 51 their
pleasures 98 their products
82 their services 70
their uniforms 78 their
vehicles 41 their concerning
113 their directly 97
their increases 142 their
whenever 45 their condition
183 their situation 44
their contents 52 their
energies 62 their potential
650 their approval 95
their argument 43 their
attitude 138 their concerns
671 their contempt 40
their intention 706 their
interest 629 their purposes
176 their readiness 59
their religious 40 their
betrayed 41 their increased
40 their increases 157
their involves 52 their
patterns 1547 their products
90 their profiles 1031
their reflects 52 their
remained 69 their reminded
158 their requires 94
their respecting 54 their
softened 46 their blossoms
50 their chimneys 42
their courtesy 71 their
delicacy 377 their elegance
43 their execution 48
their fidelity 57 their
fineness 99 their sagacity
90 their softness 42
their subtlety 77 their
symmetry 163 their effusions
59 their academic 40
their activity 87 their
analysis 354 their archives
118 their authority 71
their business 1347 their
clinical 311 their colonies
162 their comments 565
their commerce 1014 their
concerns 42 their contacts
389 their coverage 421
their criminal 105 their
critical 48 their cultural
50 their database 83
their deposits 56 their
diffusion 67 their domestic
84 their dominions 1055
their economic 283 their
editorial 151 their education
156 their exposure 144
their families 123 their
financial 206 their frontier
60 their industry 49
their interest 123 their
internal 51 their journeys
72 their literary 66
their maritime 252 their
migration 78 their military
169 their networks 414
their operation 42 their
orchards 49 their pastures
57 their personal 284
their physical 41 their
practice 189 their premises
101 their presence 77
their programs 83 their
property 390 their relations
107 their revenues 49
their selection 118 their
services 68 their surfaces
61 their treatment 143
their wanderings 100 their
requires 49 their abstract
42 their accurate 63
their advanced 86 their
beautiful 78 their critical
53 their dangerous 113
their delicate 230 their
detailed 94 their elongated
82 their flexible 59
their generous 160 their
negative 128 their personal
62 their positive 74
their powerful 158 their
valuable 503 their elements
47 their policies 52
their positions 80 their
relations 68 their activity
76 their energies 92
their enthusiasm 82 their
vitality 164 their condition
54 their produced 80
their wherever 54 their
benumbed 40 their directed
48 their impaired 95
their retarded 62 their
promises 44 their attitude
41 their doctrine 64
their enthusiasm 104 their
obsession 44 their preachers
58 their religious 130
their concerning 73 their
ambitions 46 their branches
92 their capitals 124
their costumes 220 their
elements 81 their outlines
139 their republic 46
their contents 46 their
delicacy 62 their distaste
50 their children 583
their families 47 their
attention 268 their attitude
516 their comments 200
their condition 40 their
economic 136 their financial
42 their interest 57
their judgment 187 their
locations 93 their operation
73 their outcomes 50
their physical 77 their
positions 158 their reception
560 their response 355
their situation 394 their
treatment 216 their variations
59 their mandated 83
their decisions 265 their
declined 90 their declines
270 their decreased 46
their decreases 64 their
increased 86 their increases
140 their patterns 269
their potential 431 their
problems 256 their restored
96 their treatment 123
their capacity 538 their
elements 62 their potential
47 their patterns 84
their children 759 their
daughter 159 their husbands
115 their contents 41
their memories 92 their
condition 47 their surfaces
603 their business 283
their colonies 75 their
commerce 363 their condition
573 their fortunes 73
their hereafter 78 their
socialist 62 their fortunes
217 their accepted 193
their actually 81 their
amounted 100 their attacked
103 their attended 123
their believed 467 their
concerning 115 their consider
69 their continue 126
their declared 73 their
defended 131 their demanded
66 their deserted 71
their directly 106 their
embraced 45 their expected
52 their included 76
their increased 155 their
insisted 51 their likewise
83 their maintain 56
their migrated 58 their
occupied 56 their outcasts
46 their perished 114
their probably 41 their
produced 69 their provided
75 their received 113
their regarded 133 their
rejected 44 their remained
371 their resorted 41
their retained 47 their
returned 191 their secretly
45 their suffered 84
their whenever 60 their
clattering 81 their crunched
73 their descending 73
their followed 161 their
homeward 168 their resounding
84 their retreated 53
their returned 54 their
wherever 118 their impulses
64 their pleasures 60
their recesses 41 their
treasures 58 their accuracy
164 their wandered 42
their charters 56 their
property 569 their activity
58 their education 72
their elements 145 their
barracks 63 their frontier
46 their mountain 50
their outposts 56 their
positions 1621 their quarters
60 their villages 647
their remained 51 their
condition 58 their exemption
44 their situation 136
their charters 213 their
garments 73 their programs
61 their statutes 58
their therefore 85 their
trenches 164 their birthdays
206 their interest 163
their surfaces 165 their
affection 228 their caresses
97 their interest 75
their relations 371 their
compared 56 their contents
80 their declined 58
their declines 152 their
decreased 154 their decreases
566 their functions 49
their increased 593 their
increases 2210 their polygons
41 their relative 133
their response 1860 their
spectrum 428 their suggests
103 their warrants 86
their interest 43 their
condition 168 their excesses
41 their exposure 52
their situation 115 their
sufferings 110 their attitude
65 their pursuits 116
their extended 43 their
westward 50 their attempts
634 their contests 197
their endeavors 62 their
exertions 133 their struggle
95 their wanderings 43
their attempts 69 their
situation 50 their activity
5307 their adequacy 75
their analysis 285 their
approach 130 their authority
71 their autonomy 337
their benefits 94 their
capacity 2609 their category
50 their condition 205
their contexts 134 their
currency 835 their deficits
94 their divisions 59
their dynamics 47 their
economic 51 their efficacy
107 their elements 215
their emphasis 42 their
evolution 46 their identity
305 their interest 58
their linkages 84 their
literacy 93 their managers
405 their maturity 60
their mobility 77 their
operation 166 their outcomes
53 their patterns 73
their positions 230 their
potential 514 their presence
44 their problems 103
their purposes 218 their
recovery 95 their relations
1211 their residual 75
their response 150 their
specialty 356 their superiors
115 their variations 44
their activity 127 their
business 106 their consists
151 their suitable 208
their wretched 63 their
employed 136 their withdrawn
62 their accepted 1423
their admitted 56 their
apathetic 50 their critical
110 their friendly 47
their improved 57 their
increased 80 their marginal
41 their moderate 45
their negative 478 their
positive 431 their received
189 their unheroic 70
their voltages 55 their
believed 45 their capacity
134 their proceeds 43
their requires 42 their
campaign 109 their policies
125 their religious 63
their confines 43 their
contexts 40 their coverage
524 their distance 346
their expansion 125 their
extension 63 their horizons
49 their isolation 1161
their locality 54 their
locations 1628 their mobility
509 their patterns 88
their positions 403 their
presence 55 their relations
61 their situation 513
their vicinity 46 their
evolution 152 their formation
776 their interest 180
their positions 114 their
relations 1267 their sequence
131 their situation 63
their capacity 195 their
activity 44 their elements
44 their condition 56
their redeemer 182 their
business 48 their acquired
77 their developing 72
their admitted 67 their
directly 47 their ceremony
681 their diplomas 149
their exercise 45 their
pictures 77 their projects
71 their speeches 58
their surprise 67 their
business 49 their colonies
42 their instinct 121
their costumes 95 their
gestures 51 their ugliness
126 their activity 121
their campaign 221 their
comrades 43 their fighters
64 their movement 67
their strategy 58 their
struggle 125 their children
173 their contests 41
their desolate 86 their
costumes 546 their analyzed
44 their dominions 59
their questions 51 their
affected 66 their centered
43 their complete 381
their consists 702 their
depended 611 their hereafter
464 their increased 168
their increases 118 their
possible 50 their promoted
92 their requires 50
their returned 45 their
increased 131 their husbands
54 their activity 84
their direction 44 their
disarray 50 their functioning
148 their movement 71
their operation 110 their
relations 622 their synthesis
76 their softened 81
their journeys 119 their
materials 87 their potential
121 their situation 87
their ventures 46 their
vocations 123 their switched
47 their ambitions 120
their positions 84 their
contagion 40 their doctrine
102 their religious 47
their subjects 134 their
tendency 47 their property
108 their vanished 89
their potential 164 their
quarters 415 their frontier
44 their describe 41
their scarcely 73 their
declared 43 their forwards
68 their indicate 49
their recorded 88 their
remained 52 their remained
43 their policies 47
their impulses 43 their
business 48 their positions
107 their reception 80
their services 81 their
comrades 58 their families
54 their carriages 242
their directly 105 their
increased 107 their verbally
48 their servants 351
their accounts 921 their
articles 281 their authority
71 their business 209
their chattels 106 their
comforts 84 their compound
52 their concerns 651
their contacts 703 their
contents 54 their drudgery
96 their economic 110
their expenses 1402 their
finances 397 their financial
87 their formation 49
their functions 108 their
included 130 their industry
61 their officers 142
their problems 148 their
products 140 their property
429 their purposes 137
their received 59 their
recesses 85 their relations
63 their routines 318
their servants 1317 their
services 84 their situation
159 their supplies 318
their treasures 547 their
utensils 3670 their condition
77 their returned 56
their activity 47 their
capacity 48 their engineering
112 their insulted 58
their concerning 327 their
concerning 159 their otherwise
62 their requires 85
their enthusiasm 57 their
rhetoric 42 their chemical
129 their costumes 47
their heredity 82 their
positions 59 their uniforms
89 their absolute 116
their believed 68 their
concerning 572 their increased
69 their prevents 131
their publicly 54 their
rendered 43 their respecting
124 their acquired 191
their obtained 120 their
occupied 53 their acquired
40 their ailments 97
their audience 65 their
children 54 their eminence
43 their greatness 51
their journeys 48 their
portrait 43 their relations
66 their treasures 161
their troubles 46 their
activity 73 their instinct
54 their tendency 74
their business 43 their
practice 44 their tradition
44 their increased 49
their powerful 146 their
valuable 156 their ancestor
217 their children 103
their families 232 their
forebears 506 their heritage
175 their husbands 73
their identity 49 their
laborers 43 their students
178 their firmness 44
their property 1649 their
property 213 their essences
47 their relations 41
their curiosity 149 their
eagerness 54 their gestures
68 their partners 90
their accounts 96 their
attempts 110 their condition
277 their education 210
their functions 92 their
industry 54 their physical
41 their services 46
their movement 44 their
progress 47 their activity
41 their analysis 63
their articles 69 their
benefits 44 their branches
87 their business 980
their chemical 100 their
clinical 59 their colonies
50 their comments 135
their concepts 64 their
concerns 158 their contacts
65 their contents 256
their cultural 163 their
decisions 662 their domestic
74 their economic 467
their elements 158 their
emotional 49 their feedback
40 their financial 103
their functions 2889 their
industry 44 their insights
198 their internal 44
their literary 45 their
messages 194 their military
140 their occasions 49
their officials 46 their
personal 214 their physical
173 their policies 54
their positions 555 their
potential 119 their presence
64 their prisoner 54
their problems 239 their
products 118 their projects
85 their property 48
their purposes 97 their
questions 117 their relations
277 their religious 189
their services 805 their
speeches 59 their symbolic
46 their variations 45
their villages 71 their
visitors 53 their behaviors
96 their response 44
their properly 59 their
devotions 95 their lectures
224 their speeches 129
their packages 61 their
rhetoric 48 their speeches
70 their packages 66
their payments 108 their
programs 222 their activity
500 their agitation 55
their assaults 88 their
attempts 129 their attention
51 their chattering 258
their disputes 45 their
endeavors 48 their exertions
119 their industry 62
their internal 49 their
iteration 49 their movement
135 their operation 43
their practice 49 their
pressure 53 their quarreling
136 their quarrels 382
their questioning 178 their
questions 161 their squabbling
49 their struggle 347
their variations 130 their
wanderings 89 their decreases
92 their increased 106
their increases 1078 their
churches 58 their condition
113 their formation 46
their symptoms 149 their
approach 45 their abstract
55 their accurate 40
their affluent 67 their
ambitious 71 their apparent
76 their critical 97
their dangerous 95 their
dominant 80 their frequent
459 their intimate 98
their isolated 138 their
marginal 86 their militant
125 their negative 131
their numerous 168 their
obsolete 41 their positive
54 their powerful 416
their restless 45 their
separate 55 their strained
153 their strident 96
their troubled 48 their
valuable 191 their patients
57 their tendency 57
their disgrace 81 their
imprints 125 their payments
40 their positions 49
their functions 61 their
variables 69 their comments
54 their protests 295
their rejection 120 their
surprise 51 their prevents
67 their colonies 49
their partners 79 their
subjects 55 their approach
76 their capacity 127
their attention 79 their
attitude 85 their accident
45 their activity 824
their advances 56 their
ambitions 65 their bargaining
73 their branches 62
their business 61 their
capacity 1380 their concerns
158 their condition 346
their conquest 44 their
contacts 44 their coverage
50 their disputes 132
their education 192 their
energies 107 their engineering
146 their engineers 45
their espionage 54 their
evolution 71 their expansion
499 their fortunes 44
their functions 213 their
greatness 47 their heartland
61 their heritage 106
their interest 90 their
machines 112 their managers
41 their materials 44
their monopoly 93 their
partners 315 their policies
965 their pollution 44
their positions 60 their
potential 1654 their practice
65 their premises 44
their problems 285 their
processing 107 their products
2210 their programs 104
their progress 521 their
projects 194 their promotion
50 their property 307
their purposes 48 their
pursuits 855 their recovery
49 their refugees 42
their relations 3255 their
services 41 their situation
137 their sponsors 74
their strategy 146 their
ventures 171 their vocations
96 their condition 86
their scattering 89 their
condition 80 their enthusiasm
337 their laughter 83
their potential 44 their
capacity 52 their patients
92 their acquired 44
their actually 98 their
affected 92 their amounted
90 their apparent 40
their assessed 51 their
attempts 1240 their combined
54 their compared 74
their confined 221 their
continue 47 their decisive
41 their declined 796
their declines 249 their
decreased 151 their decreases
104 their depended 497
their differed 50 their
diminish 201 their directly
845 their dominant 60
their dwindled 78 their
eastwards 128 their enhanced
55 their entirely 297
their expanded 150 their
explains 51 their extended
3232 their globally 54
their impaired 67 their
increased 1016 their increases
547 their lessened 116
their northward 129 their
obtained 88 their operates
97 their otherwise 48
their outwards 40 their
permeated 151 their permeates
292 their persists 438
their pervaded 159 their
pervades 385 their potential
162 their prevails 450
their probably 182 their
procured 58 their produced
56 their produces 52
their properly 58 their
relative 201 their remained
1137 their rendered 47
their resulted 86 their
salutary 44 their scarcely
42 their seriously 48
their somewhat 102 their
southward 384 their suffered
40 their survived 127
their survives 105 their
therefore 81 their threatened
89 their vanished 43
their westward 226 their
whenever 91 their wherever
242 their mentioned 53
their pursuers 63 their
deserved 152 their thereupon
44 their antipathy 43
their aptitude 71 their
attitude 52 their authority
63 their capacity 154
their christian 112 their
condition 59 their cultural
818 their cultures 154
their economic 79 their
fortunes 159 their identity
89 their impulses 45
their instinct 122 their
patterns 82 their physical
173 their positions 160
their potential 130 their
prestige 47 their privation
60 their property 695
their religions 92 their
religious 715 their tendency
78 their tradition 388
their treasures 76 their
chambers 76 their concerns
179 their councils 61
their counsels 45 their
fixtures 49 their identity
90 their impulses 55
their personal 115 their
problems 67 their recesses
1111 their religious 50
their exercise 40 their
activity 133 their capacity
117 their policies 65
their potential 179 their
projects 129 their strategy
119 their elements 181
their services 80 their
treatment 133 their answered
72 their concerning 651
their directly 132 their
relative 89 their respecting
431 their ambitions 45
their appetite 1614 their
cupidity 281 their curiosity
933 their fondness 51
their rapacity 189 their
voracity 134 their humility
40 their emphasis 93
their presence 156 their
pressure 87 their questioning
163 their questions 114
their requests 69 their
deserved 53 their increased
151 their problems 147
their residues 75 their
programs 78 their services
44 their capacity 3725
their customer 51 their
positions 53 their proceeding
44 their situation 168
their interest 138 their
accounts 123 their agencies
48 their benefits 970
their business 711 their
canceled 79 their carriers
1479 their contract 184
their coverage 3064 their
industry 58 their payments
326 their policies 3398
their premiums 2110 their
problems 179 their proceeds
117 their products 179
their programs 409 their
provider 165 their reserves
46 their services 55
their peasantry 44 their
subjects 76 their benefits
45 their property 235
their impugned 51 their
inviolate 143 their properly
45 their dramatic 59
their emotional 88 their
negative 56 their personal
456 their religious 84
their decreased 104 their
decreases 406 their increased
215 their increases 1016
their profiles 173 their
relative 139 their variations
53 their activity 100
their analysis 53 their
campaign 107 their contacts
51 their exposure 51
their quantity 81 their
treatment 55 their concerning
723 their declared 47
their directly 56 their
explicit 86 their publicly
102 their relative 61
their remained 65 their
respecting 257 their seditious
93 their partners 148
their proteins 79 their
deposits 58 their passenger
50 their analysis 54
their children 96 their
comments 136 their contents
114 their families 68
their magnetic 62 their
physical 123 their questions
41 their relations 52
their textures 46 their
acquired 42 their actively
61 their actually 126
their advanced 120 their
affected 646 their alongside
548 their attacked 47
their attended 150 their
betrayed 156 their centered
195 their coalesce 44
their coincide 3519 their
coinciding 118 their collided
144 their combined 47
their compared 52 their
concerning 118 their confined
69 their conflict 3191
their continue 95 their
converge 922 their converging
139 their defended 159
their demanded 542 their
depended 112 their deserved
48 their dictated 1212
their differed 470 their
directed 65 their directly
833 their dissolve 220
their distinct 109 their
diverged 757 their dominate
47 their entirely 200
their espoused 84 their
expanded 86 their extended
140 their furthered 88
their globally 45 their
happened 134 their honestly
86 their impelled 45
their inclined 76 their
included 158 their increased
66 their increases 115
their involved 358 their
jealously 42 their mutually
57 their narrowly 115
their obviously 57 their
otherwise 63 their parallel
55 their probably 62
their promoted 375 their
prompted 74 their properly
324 their provided 76
their publicly 82 their
received 132 their regarded
53 their relative 114
their remained 252 their
required 906 their requires
91 their separate 166
their seriously 337 their
somewhat 76 their strictly
67 their suffered 145
their temporal 81 their
therefore 102 their threatened
1479 their whenever 250
their wherever 177 their
branches 319 their business
53 their relations 45
their branches 41 their
distance 43 their variables
70 their comments 165
their exhibits 92 their
partners 57 their questions
396 their schedule 150
their subjects 414 their
contests 63 their discords
96 their disputes 85
their divisions 880 their
quarrels 498 their troubles
88 their contours 89
their patterns 251 their
disputes 53 their geometric
52 their internal 46
their patterns 573 their
problems 67 their relations
279 their accuracy 78
their activity 351 their
affinity 87 their artistic
294 their authority 113
their benefits 51 their
capacity 269 their chemical
216 their contents 49
their critical 328 their
cultural 142 their curiosity
50 their demerits 61
their dynamics 124 their
dynamism 58 their economic
135 their efficacy 128
their elegance 66 their
elements 67 their emotional
66 their equality 57
their essences 60 their
evidence 189 their fairness
42 their functions 108
their goodness 399 their
grandeur 141 their greatness
99 their humanity 58
their identity 101 their
interest 16130 their linguistic
41 their literary 531
their magnetic 146 their
membrane 100 their metallic
61 their military 43
their morality 41 their
nobility 56 their personal
83 their physical 313
their pleasures 46 their
potential 281 their problems
56 their property 177
their relations 283 their
religious 50 their richness
82 their semantic 60
their tendency 70 their
toxicity 112 their tyrosine
42 their validity 410
their vitality 56 their
presence 124 their questioning
101 their concerning 107
their approach 70 their
capacity 90 their decisions
71 their evidence 50
their insights 246 their
judgment 330 their response
115 their sagacity 101
their companion 52 their
courtesy 139 their kindness
97 their practice 645
their presence 130 their
recreation 42 their relations
555 their response 55
their sequence 44 their
tendency 158 their inspired
61 their patented 56
their activity 169 their
capacity 139 their energies
45 their intended 53
their accounting 56 their
accounts 104 their decisions
49 their policies 119
their positions 178 their
problems 121 their turnover
205 their valuation 119
their fidelity 218 their
property 44 their sanctity
85 their audience 48
their colleges 49 their
companion 68 their elements
72 their presence 566
their elements 55 their
impulses 211 their clusters
53 their contours 136
their divisions 54 their
formation 63 their musketry
54 their outlines 254
their patterns 70 their
positions 59 their situation
70 their surfaces 224
their terraces 63 their
capacity 44 their channels
257 their potential 240
their problems 102 their
projects 250 their supplies
42 their increased 41
their potential 53 their
ministry 156 their preachers
224 their included 102
their concerning 1769 their
converge 51 their differed
42 their directly 42
their discerning 50 their
entirely 94 their publicly
68 their relative 57
their respecting 139 their
reversed 41 their thereupon
82 their whenever 46
their authority 116 their
autonomy 52 their capacity
83 their condition 47
their equality 278 their
functions 52 their relations
76 their situation 55
their children 84 their
daughter 42 their strapped
61 their problems 95
their acquired 274 their
advanced 93 their advances
95 their combined 91
their compared 75 their
complete 40 their concerning
1429 their confined 91
their consists 89 their
contents 47 their deficits
57 their develops 52
their directly 392 their
enlarged 87 their entirely
75 their explicit 123
their extended 722 their
firsthand 40 their flexibly
71 their improved 133
their included 49 their
increased 502 their increases
876 their jealously 71
their networks 70 their
obtained 68 their pertaining
63 their products 86
their properly 44 their
provides 53 their publicly
69 their relative 127
their relevant 67 their
remained 100 their respecting
236 their seriously 54
their transfer 78 their
verbally 59 their whatever
54 their directed 56
their contexts 61 their
painters 93 their comments
45 their activity 50
their ambitions 57 their
approach 250 their attempts
102 their authority 59
their behaviors 295 their
capacity 521 their decisions
64 their depended 53
their functions 385 their
increased 42 their patterns
140 their positions 6275
their potential 3926 their
practice 243 their problems
138 their programs 62
their remained 98 their
selection 130 their situation
85 their strategy 45
their ancestor 520 their
exploits 75 their founders
41 their homeland 87
their interest 71 their
approach 101 their breakfast
78 their business 44
their progress 277 their
energies 117 their homeland
110 their depended 43
their movement 652 their
struggle 3690 their abridged
63 their attacked 87
their depended 79 their
devolved 176 their entirely
81 their extended 51
their perished 87 their
threatened 102 their whenever
72 their energies 136
their impulses 51 their
complete 45 their excesses
93 their ferocity 45
their nobility 67 their
pleasures 106 their tendency
105 their behaviors 91
their decisions 75 their
patterns 85 their remained
44 their compared 48
their capacity 111 their
patience 100 their potential
221 their positions 785
their problems 317 their
reserves 133 their situation
57 their expenses 266
their strategy 207 their
interest 105 their pleasures
44 their business 56
their directly 49 their
industry 101 their operation
41 their products 153
their decisions 632 their
patterns 164 their functions
111 their problems 58
their services 47 their
conflict 48 their economic
43 their interest 113
their personal 43 their
practice 120 their presence
48 their relations 40
their tradition 101 their
accepted 152 their affirmed
125 their approved 114
their commands 68 their
conceive 232 their concerning
136 their consider 526
their declared 223 their
declined 96 their differed
68 their directed 62
their employed 42 their
entirely 94 their examined
56 their expected 42
their informed 48 their
intended 162 their observed
1647 their proposed 40
their received 89 their
referred 188 their regarded
79 their rejected 241
their remarked 100 their
reported 65 their required
54 their resolved 131
their returned 141 their
reversed 130 their seriously
55 their stressed 47
their therefore 94 their
unhorsed 45 their remained
82 their business 1363
their commands 114 their
commerce 255 their monopoly
205 their positions 333
their practice 193 their
pursuits 64 their attempts
88 their drainage 135
their garrison 68 their
computer 71 their exploded
50 their compared 103
their decreases 95 their
increased 71 their increases
386 their relative 229
their suggests 45 their
computer 233 their american
62 their business 168
their alighted 45 their
attended 89 their departed
42 their interest 81
their justices 65 their
province 245 their received
247 their remained 46
their returned 384 their
servants 858 their subjects
1272 their barracks 114
their costumes 48 their
hospital 42 their quarters
165 their shelters 338
their uniforms 110 their
activity 57 their consorts
40 their potential 1836
their purposes 87 their
slanders 41 their tendency
43 their accounting 48
their activity 41 their
approach 91 their authority
289 their autonomy 142
their capacity 326 their
decisions 246 their functions
688 their policies 123
their positions 498 their
potential 315 their practice
48 their problems 212
their services 124 their
strategy 62 their superiors
93 their campaign 53
their homeland 83 their
military 146 their penthouse
52 their declared 58
their promises 58 their
capacity 73 their admirers
46 their authority 164
their identity 1943 their
partners 125 their virility
40 their parallel 176
their surfaces 74 their
benefits 75 their patients
111 their services 112
their divisions 84 their
physical 49 their properly
112 their regimens 1133
their schedule 147 their
treatment 56 their activity
122 their benefits 114
their efficacy 111 their
potential 153 their products
77 their purposes 82
their treatment 49 their
properly 64 their treachery
169 their contains 197
their practice 1099 their
ruptured 46 their campaign
58 their conquest 78
their journeys 46 their
struggle 137 their heritage
46 their identity 47
their symptoms 46 their
functions 71 their impurity
48 their patterns 127
their problems 121 their
symptoms 71 their attitude
62 their services 131
their soldiers 309 their
clutches 72 their ferocity
41 their invaders 134
their pursuers 309 their
struggle 41 their treatment
162 their increased 88
their returned 81 their
acidosis 155 their activity
3142 their breakdown 178
their capacity 188 their
clearance 153 their condition
44 their functioning 40
their functions 1575 their
patterns 100 their potential
216 their products 3402
their profiles 118 their
reserves 52 their response
202 their turnover 125
their approach 153 their
practice 67 their festival
44 their energies 93
their followed 45 their
northward 75 their southward
433 their westward 176
their activity 97 their
capacity 68 their direction
139 their instinct 189
their journeys 369 their
movement 164 their patterns
634 their progress 79
their response 53 their
tendency 62 their machines
119 their invasive 43
their servants 63 their
banished 115 their followed
55 their increased 59
their ordained 43 their
professing 118 their received
59 their restored 59
their silenced 51 their
children 171 their attempts
98 their barracks 53
their blankets 107 their
captives 193 their children
91 their condition 5736
their cottages 152 their
economic 255 their families
188 their garments 93
their highways 618 their
industry 258 their patients
47 their petitions 51
their physical 42 their
pittance 509 their practice
74 their provision 61
their quarrels 60 their
quarters 286 their remnants
57 their salaries 251
their shanties 104 their
shelters 48 their situation
1495 their standard 205
their stipends 88 their
subjects 278 their tumbrils
40 their villages 140
their wanderings 47 their
attempts 295 their enthusiasm
116 their policies 97
their religious 50 their
emphasis 70 their enthusiasm
89 their laughter 49
their optimism 42 their
activity 1886 their advisers
109 their approach 53
their campaign 56 their
education 62 their endeavors
1086 their enthusiasm 125
their exertions 161 their
functions 54 their husbands
120 their interest 67
their journeys 2448 their
movement 40 their programs
66 their projects 52
their purposes 69 their
strategy 103 their ventures
50 their wanderings 52
their forebears 56 their
activity 88 their analysis
83 their condition 240
their diameters 90 their
diffusion 52 their dynamics
177 their evolution 107
their formulas 407 their
functions 87 their genetics
53 their identity 158
their matrices 412 their
mobility 167 their orbitals
119 their pathology 57
their relations 69 their
rotations 44 their surfaces
66 their symmetry 67
their interact 43 their
shuttled 163 their alliances
90 their attention 49
their caprices 59 their
confusion 175 their impulses
100 their interest 79
their pleasures 50 their
positions 44 their presence
183 their security 159
their surprise 82 their
suspense 61 their triumphs
50 their decisions 84
their struggle 64 their
potential 90 their entitled
64 their subunits 48
their appetite 67 their
darkness 72 their doctrine
51 their parental 43
their carnival 91 their
increased 44 their patterns
106 their property 188
their children 131 their
increased 41 their increases
151 their divisions 49
their infantry 43 their
vehicles 50 their afforded
66 their actually 58
their anxiously 70 their
betrayed 87 their concealed
55 their confined 47
their continue 44 their
depended 85 their dictated
56 their directed 146
their directly 51 their
doubtful 54 their entirely
120 their followed 163
their governed 101 their
graceful 247 their hampered
91 their increased 82
their indicate 144 their
narrowly 52 their observed
62 their otherwise 47
their probably 48 their
recorded 97 their relative
194 their remained 64
their rendered 58 their
reported 70 their resemble
134 their severely 70
their sluggish 180 their
somewhat 215 their westward
44 their whenever 55
their positions 131 their
projects 123 their increases
92 their authority 126
their autonomy 181 their
business 79 their capacity
99 their charters 187
their concerns 134 their
councils 691 their district
51 their elections 293
their electric 41 their
employer 55 their functions
413 their officers 564
their officials 140 their
politics 41 their problems
63 their property 60
their revenues 46 their
scandals 47 their services
253 their statutes 71
their subjects 60 their
activity 57 their assaults
207 their attempts 67
their business 145 their
campaign 118 their clutches
62 their exploits 195
their impulses 234 their
intention 149 their jugglery
54 their missiles 45
their policies 83 their
projects 92 their purposes
184 their pursuers 40
their rampages 41 their
treatment 40 their comrades
77 their condition 362
their commonly 61 their
business 391 their communion
53 their companion 91
their contents 92 their
doctrine 42 their efficacy
45 their functions 103
their instinct 91 their
journeys 73 their messages
79 their migration 45
their neighbor 45 their
presence 166 their purposes
50 their recesses 87
their relations 87 their
religious 45 their visitors
86 their whispers 42
their scarcely 40 their
accounts 863 their approach
76 their authority 107
their contents 59 their
contexts 666 their elements
81 their functions 152
their identity 81 their
interest 178 their materials
52 their momentum 40
their movement 45 their
passages 91 their patterns
79 their potential 150
their purposes 51 their
sequence 128 their situation
47 their strategy 68
their tradition 85 their
dimension 81 their possible
68 their oriented 46
their campaign 60 their
networks 53 their acquired
81 their beautiful 43
their cheerful 71 their
generous 55 their graceful
73 their indolent 48
their ordained 47 their
produced 52 their selected
41 their straight 81
their unctuous 55 their
capacity 110 their channels
47 their improved 43
their promises 91 their
provided 57 their ablutions
41 their adjuncts 155
their approval 66 their
armament 98 their articles
90 their attention 75
their business 664 their
concerns 70 their condition
463 their contacts 43
their distance 91 their
domestic 61 their economic
56 their education 198
their elements 86 their
emphasis 59 their evolution
67 their exercise 122
their expansion 65 their
expenses 2986 their exposure
70 their extension 72
their functions 601 their
identity 50 their inclusion
59 their internal 43
their isolation 49 their
journeys 42 their materials
105 their nitrogen 60
their occasions 537 their
officers 70 their operation
307 their opposite 128
their payments 47 their
personal 47 their physical
63 their presence 187
their provision 102 their
purposes 136 their relations
803 their revenues 43
their sequence 211 their
servants 85 their services
141 their solitude 60
their stimulus 42 their
struggle 53 their supplies
1440 their supporting 72
their synthesis 44 their
tendency 248 their utensils
66 their validity 40
their required 81 their
requires 54 their children
230 their condition 326
their education 139 their
families 52 their attitude
71 their omissions 60
their operation 96 their
security 96 their treatment
49 their contract 42
their partners 112 their
positions 92 their strategy
173 their chambers 44
their churches 43 their
colonies 152 their counties
110 their cultures 42
their elements 100 their
villages 214 their actually
46 their assisted 42
their believed 120 their
compared 51 their concerning
49 their consider 50
their continue 46 their
directly 67 their expected
44 their followed 69
their included 138 their
increased 50 their objected
58 their probably 59
their produced 54 their
provided 66 their received
70 their regarded 98
their remained 98 their
reported 47 their savagely
53 their suffered 114
their whenever 206 their
wherever 43 their potential
