act like a convex lens 104
and what a lovely time 65
and what a lovely view 45
and what a narrow risk 53
and what a person must 62
and what a person says 63
and what a person will 63
and what a pretty girl 172
and what a speaker means 90
and what i admire most 53
and what i already have 52
and what i already knew 96
and what i already know 85
and what i borrow from 64
and what i expect from 222
and what i gained from 40
and what i learned from 1059
and what i learned there 177
and what i looked like 367
and what i myself have 144
and what i needed from 89
and what i regret more 117
and what i should call 492
and what i should find 42
and what i should have 1181
and what i should leave 61
and what i should like 640
and what i should look 61
and what i should lose 47
and what i should speak 2002
and what i should tell 48
and what i should think 134
and what i should want 41
and what i should wish 76
and what i thought evil 66
and what i thought most 94
and what i thought very 114
and what i thought were 261
and what i thought when 78
and what i wanted from 184
and what i wanted most 239
and what i wanted were 47
and when a chance came 87
and when a french army 56
and when a friend asks 50
and when a friend came 51
and when a friend told 63
and when a latter part 59
and when a letter came 162
and when a letter from 134
and when a little cool 61
and when a little girl 128
and when a little more 217
and when a little over 52
and when a little time 54
and when a member bank 98
and when a member died 63
and when a member dies 40
and when a person asks 57
and when a person died 67
and when a person dies 602
and when a person gets 100
and when a person says 60
and when a person will 43
and when a pretty girl 110
and when a proper name 63
and when a second time 61
and when a sudden gust 56
and when a writer like 51
and when i arrive home 44
and when i arrive there 97
and when i became good 99
and when i became more 161
and when i bumped into 55
and when i called back 143
and when i called next 43
and when i called there 110
and when i called upon 315
and when i depart from 67
and when i desire food 42
and when i emerge from 56
and when i handed over 55
and when i hinted some 44
and when i issued from 86
and when i jumped down 53
and when i jumped into 53
and when i learned from 71
and when i learned what 91
and when i looked ahead 72
and when i looked away 88
and when i looked back 7071
and when i looked down 4268
and when i looked from 106
and when i looked into 1337
and when i looked more 134
and when i looked over 2044
and when i looked there 296
and when i looked upon 1321
and when i myself went 61
and when i needed help 128
and when i opened these 56
and when i parted from 266
and when i peered down 162
and when i peered into 61
and when i plunged into 67
and when i pulled away 93
and when i pulled back 102
and when i pulled into 141
and when i pushed open 73
and when i raised some 42
and when i reached camp 62
and when i reached down 272
and when i reached home 1586
and when i reached into 71
and when i reached over 157
and when i reached there 383
and when i retire from 42
and when i return from 299
and when i return home 311
and when i return there 85
and when i rolled over 117
and when i rushed upon 53
and when i settle down 104
and when i should come 47
and when i should have 472
and when i should make 41
and when i slowed down 62
and when i struck down 108
and when i struck home 62
and when i suffer from 53
and when i thought back 48
and when i thought over 93
and when i turned away 216
and when i turned back 2611
and when i turned down 94
and when i turned from 185
and when i turned into 172
and when i turned over 290
and when i walked along 149
and when i walked away 176
and when i walked back 319
and when i walked down 345
and when i walked home 71
and when i walked into 1001
and when i walked over 369
and when i walked past 306
and when i worked there 85
and whom i already knew 41
and whom i looked upon 215
and whom i myself have 121
and whom i should have 300
and whom i should like 210
and whom i should think 41
and wore a bright blue 55
and wore a plumed pink 87
and wore a purple robe 66
and wore a sailor suit 47
and wore a special kind 57
and wore a wooden limb 61
and work a little more 264
and work a marine steam 149
and worth a closer look 112
and worth a special trip 62
and wrap a rubber band 91
any case i should have 783
any case i should like 390
any other i should have 96
any rate a little more 58
any rate a turnip seed 45
any rate i should have 300
any rate i should know 46
any rate i should like 227
any rate i should think 42
any time a patriot rose 79
any time i become less 50
any time i needed help 95
any time i should have 1057
area into a public park 65
are also a common form 105
are also a common means 49
are also a common part 42
are also a common site 106
are also a common theme 51
are also a crucial part 150
are also a legacy from 57
are also a little less 100
are also a little more 547
are also a normal part 131
are also a serious threat 56
are also a special case 165
are also a special kind 52
are also a swimming pool 64
are also a useful means 140
are also a useful tool 263
area only a little more 41
are born a second time 77
are even a little more 137
are facing a serious threat 68
are from a letter from 341
are from a report made 52
are from a source other 76
are from a speech made 66
are from a survey made 61
are half a million more 113
are having a better time 282
are having a garage sale 51
are having a harder time 1039
are having a lively time 120
are having a lonely walk 50
are having a lovely time 357
are having a pretty good 163
are having a pretty hard 42
are having a rotten time 47
are having a second look 44
are having a serious talk 63
are having a special sale 48
are here i should like 47
are just a couple more 181
are just a little ahead 64
are just a little girl 121
are just a little late 139
are just a little less 473
are just a little more 1831
are just a little over 285
are just a little slow 43
are just a normal part 153
are just a partial list 53
are just a sample from 48
are just a special case 591
are just a special form 66
are just a special kind 131
are just a special type 82
are just a standing pool 82
are just a stroll away 55
are kept a little more 42
are kept a secret from 124
are leading a better life 47
are leading a double life 153
are leading a normal life 79
are left a little open 58
are like a family here 54
are like a forest fire 134
are like a little boat 51
are like a little girl 62
are like a second skin 55
are like a snared bird 47
are living a better life 114
are living a double life 99
are living a normal life 110
are made a charge upon 76
are made a little less 45
are made a little more 285
are made a muslim show 108
are making a decent living 128
are making a little more 51
are making a pretty good 54
are making a profit from 142
are making a special trip 53
are making a spirit lamp 57
are moving a little more 50
are only a couple more 155
are only a dainty page 67
are only a degree less 279
are only a feeble echo 50
are only a little ahead 52
are only a little girl 288
are only a little less 4130
are only a little more 4721
are only a little numb 61
are only a little over 947
are only a little part 46
are only a minute part 99
are only a partial list 331
are only a prayer away 60
are only a sample from 130
are only a sampling from 41
are only a second best 41
are only a special case 818
are only a special form 96
are only a special kind 133
are only a special name 41
are only a special sort 56
are only a thought away 115
are only a trifle less 161
are only a trifle more 169
are only a trifle over 47
are only a weight upon 129
are owed a special debt 42
are paid a decent wage 73
are paid a higher rate 81
are paid a higher wage 162
are paid a little less 45
are paid a little more 180
are paid a monthly wage 97
are paid a salary from 40
are paid a salary plus 200
are paid a weekly wage 102
are paying a higher rate 198
are paying a little more 103
are posing a serious threat 165
are reading a letter from 87
are such a barren soil 90
are such a clever girl 60
are such a common part 142
are such a crucial part 52
are such a little girl 92
are such a normal part 51
are such a pretty girl 103
are such a relief from 50
are such a serious threat 58
are such a strange sort 40
are sure a friend will 103
are taking a bigger risk 49
are taking a chance when 49
are taking a closer look 1291
are taking a coffee break 101
are taking a direct part 97
are taking a further step 54
are taking a greater part 58
are taking a greater risk 92
are taking a greater role 82
are taking a harder look 271
are taking a larger part 63
are taking a larger role 52
are taking a lesson from 57
are taking a little trip 76
are taking a little walk 51
are taking a narrow view 66
are taking a second look 613
are taking a serious look 215
are taking a serious risk 176
are taking a serious turn 53
are taking a serious view 53
are told a little more 90
are used a second time 180
are what i should call 180
are what i should have 48
are what i should like 93
are worth a closer look 1396
are worth a little less 43
are worth a little more 355
are worth a mention here 63
are worth a second look 330
are worth a special trip 109
are worth a trifle over 67
art come a teacher from 145
ask such a person what 87
ask what i should have 95
ate from a common bowl 118
ate from a common dish 91
ate like a cancer into 84
ate like a canker into 140
ate only a little bread 92
