add only one argument more 105
are also being obtained from 60
are also being produced from 53
are also being received from 66
are also being withdrawn from 46
are also not entirely clear 49
are also not excluded from 41
are also not included here 58
are also not uncommon among 54
area sown has increased from 53
are born and continue free 132
are cheap and innocent gala 60
are clear and distinct from 109
are clear and distinct ideas 146
are clear and distinct only 98
are dealing with discrete data 57
are fast and frequent like 52
are from being probably true 67
are great and renowned just 49
are held for purposes other 44
are held for ultimate sale 50
are here and scarcely less 45
are high and tempests wild 52
are just now recovering from 66
are just two examples among 109
are just two examples from 217
are just two possible ways 72
are less than eighteen years 194
are less than fourteen years 62
are life and property more 65
are living with partners whom 53
are made for purposes other 117
are made for specific uses 42
are made with wondrous wise 52
are many who earnestly hunt 40
are more than eighteen years 51
are more than fourteen years 52
are more than physical beings 61
are nothing but abstract ideas 119
are oaths and hostages when 70
are only now recovering from 131
are only one molecule thick 86
are only one paycheck away 43
are only one possible type 42
are only two children here 72
are only two examples among 161
are only two examples from 182
are only two occasions when 259
are only two parallel paths 69
are only two possible means 73
are only two possible paths 98
are only two possible spin 47
are only two possible ways 1213
are only two remedies open 45
are open for business from 64
are other and probably more 47
are over and realities have 111
are paid for overtime work 56
are pure and beautiful like 150
are ready for advanced work 48
are ready for assembly into 47
are ready for harvesting when 167
are rich and splendid have 60
are save two churches only 58
are seen two distinct lava 41
are sent and received from 107
are sent and received over 137
are sent out directly from 40
are some real problems here 47
are some that maintain their 68
are some who complain most 363
are sure that everyone else 47
are taking all possible care 44
are there any possible means 99
are there not strangers among 64
are there not thousands upon 55
are those that describe what 43
are those that maintain their 41
are those that occurred during 44
are those that oftenest vary 59
are those that resulted from 70
are those they invented like 74
are those who actively seek 53
are those who actually have 59
are those who consider such 79
are those who consider their 48
are those who consider these 59
are those who dedicate their 54
are those who maintain their 66
are those who overcome their 56
are those who practice their 49
are those who received their 52
are three and possibly four 50
are told was formerly done 82
are used for accurate work 50
are used for collecting data 89
are used for describing what 47
are used for domestic heating 64
are used for functions such 85
are used for injection into 62
are used for ordinary work 46
are used for precision work 102
are used for products such 73
are used for purposes other 1195
are used for purposes such 292
are used for railroad ties 44
are very few occasions when 494
are very few original eyes 51
are what they formerly were 41
are zero for negative time 51
art more than anywhere else 42
ask what had happened when 63
ask what its presence meant 45
ate nothing but eggplant mush 99
