lace at neck and sleeves 75
live in south and southeast 136
live in syria and lebanon 44
live in their new country 48
live in their own circles 66
live in their own cottage 45
live in their own country 2735
live in their own culture 54
live in their own dwellings 196
live in their own liberty 43
live in their own peculiar 48
live in their own private 541
live in their own quarter 207
live in their own sections 43
live in their own society 47
live in their own village 326
live in town and commute 97
live in union and harmony 115
live in want and poverty 55
live in ways that protect 83
live in wealth and comfort 59
live in your own country 409
live in your own religion 41
live my life with dignity 41
live on bread and potatoes 123
live on fish and turtles 56
live on milk and venison 42
live on nuts and berries 102
live on pins and needles 50
live on their own account 119
live on their own because 47
live on their own estates 572
live on their own incomes 54
live on their own outside 40
live on their own produce 70
live on very low incomes 142
live on what they produce 131
live or work with smokers 250
live the life you deserve 52
live to make his masters 49
living at home and attending 1133
living at home and commuting 536
living at home and receiving 142
living at home with parents 1210
living at peace with himself 147
living at peace with oneself 95
living at their own expense 206
living by their own efforts 658
living in city and country 190
living in dirt and squalor 151
living in filth and poverty 146
living in filth and squalor 369
living in health and comfort 73
living in love and charity 109
living in love and harmony 206
living in peace and charity 92
living in peace and comfort 473
living in peace and concord 173
living in peace and freedom 251
living in peace and harmony 3698
living in peace and justice 125
living in south and central 125
living in south and southeast 89
living in their new country 54
living in their own country 2542
living in their own culture 44
living in their own dwellings 122
living in their own ghettos 48
living in their own private 220
living in their own quarter 145
living in their own society 106
living in their own village 185
living in town and country 349
living in want and squalor 144
living in your own country 231
living in your own private 43
living on bread and potatoes 105
living on nuts and berries 146
living on pins and needles 127
living on their own account 180
living on their own estates 378
living on their own produce 60
living on their own tissues 109
living on very low incomes 240
load of care and anxiety 264
load of care and trouble 56
load of care that weighed 51
load of debt and taxation 105
load of from one hundred 120
load of sick and wounded 276
load of wood was brought 57
load us down and cripple 67
load us down with useless 105
loaf of bread and pitcher 66
loaf of bread and several 68
loaf of bread and started 46
loaf of bread for himself 127
loaf of bread was brought 97
loath to break our country 109
loath to turn them together 44
lock of hair had escaped 78
lock of hair that tumbled 41
logs to hunt for insects 41
longing to fill his stomach 74
longing to give and receive 46
look as great and stately 44
look as wild and natural 826
look at health and illness 93
look at julia with concern 93
look at just one example 498
look at love and marriage 47
look at only one example 153
look at past and current 51
look at past and present 347
look at some key aspects 45
look at some key features 73
look at their dead emperor 43
look at their own behavior 748
look at their own beliefs 55
look at their own conduct 40
look at their own country 223
look at their own culture 271
look at their own history 256
look at their own records 43
look at their own society 208
look at their own strengths 41
look at these and related 45
look at these and similar 45
look at these new features 57
look at these two aspects 534
look at these two classes 142
look at these two effects 104
look at these two factors 234
look at these two figures 125
look at these two systems 46
look at those six grappling 119
look at what they believe 178
look at what this entails 42
look at what this implies 41
look at what was happening 6316
look at what was occurring 57
look at what was written 411
look at what you believe 236
look at what you brought 63
look at your own behavior 722
look at your own beliefs 56
look at your own company 42
look at your own country 122
look at your own culture 42
look at your own history 116
look at your own motives 45
look at your own strengths 48
look at your own thoughts 40
look if there was anybody 50
look in vain for details 117
look in vain for justice 165
look in vain for similar 132
look in vain for success 89
look in vain for support 45
look in vain for sympathy 44
look in vain for virtues 179
look it over and correct 470
look it over and suggest 44
look of anger and defiance 54
look of anger and disgust 105
look of calm but settled 45
look of care and anxiety 122
look of hate and defiance 55
look of home and comfort 72
look of hope and renewed 86
look of love and concern 50
look of love and devotion 49
look of love and sympathy 40
look of pain and anxiety 45
look of pain and aversion 49
look of pain and despair 58
look of pain and disgust 42
look of pain and sadness 105
look of pain and suffering 41
look of pain that crossed 157
look of pain that flashed 53
look of pity and sympathy 52
look of ruin and neglect 153
look or word has availed 58
look so fine and prickly 60
look so pale and haggard 43
look so tall and stylish 62
look the least bit familiar 72
look the least bit nervous 48
look the least bit worried 73
look the other way because 438
look the other way regarding 122
look to find its account 223
look to life and manners 50
look to other things besides 53
look to rome for support 42
look to their own affairs 332
look to their own behavior 43
look to their own country 348
look to their own defense 145
look to their own devices 159
look to their own efforts 192
look to their own history 147
look to their own national 125
look to their own parents 96
look to their own welfare 86
look to wealth and dignity 66
look to your own affairs 152
look to your own motives 318
look up into her husband 128
look up some old friends 288
look up when she entered 139
look up when they entered 100
look up your old friends 55
loom to have this ability 53
loot to their own country 40
lord it over all mankind 65
lord it over her husband 54
lord it over his brethren 79
lord it over his fellows 173
lord of land saw himself 47
lord of truth and loyalty 59
lore of their own country 46
lose in losing this faithful 50
lose in their own country 46
lose it from his thoughts 98
lose the love and respect 273
lose the love and support 49
losing the cold war because 49
losing the love and respect 149
loss by fire and lightning 155
loss in love that touches 669
loss in their own country 76
loss is more than covered 67
loss of body heat because 42
loss of even one species 43
loss of face and dignity 64
loss of fame and fortune 99
loss of fame and profits 85
loss of five men wounded 45
loss of food and shelter 80
loss of four men wounded 51
loss of gold and dollars 128
loss of gold and foreign 354
loss of guns and baggage 62
loss of hair and thickening 46
loss of half her fortune 95
loss of half his fortune 41
loss of half its numbers 136
loss of health and friends 84
loss of health and spirits 62
loss of hearing and balance 64
loss of home and country 101
loss of home and friends 117
loss of hope and absence 77
loss of hope and courage 141
loss of jobs and incomes 67
loss of jobs and profits 59
loss of jobs and revenue 67
loss of jobs for workers 78
loss of land and culture 87
loss of land and freedom 53
loss of land and liberty 49
loss of life and capital 52
loss of life and damages 54
loss of life and dreadful 61
loss of life and expense 42
loss of life and fortune 96
loss of life and freedom 81
loss of life and general 118
loss of life and immense 83
loss of life and increase 45
loss of life and liberty 267
loss of life and massive 79
loss of life and material 1240
loss of life and millions 54
loss of life and national 66
loss of life and perhaps 42
loss of life and pleasure 139
loss of life and suffering 1055
loss of life and treasure 906
loss of life and vessels 41
loss of life and worldly 42
loss of life was appalling 333
loss of life was averted 70
loss of life was avoided 80
loss of life was greatest 81
loss of life was immense 98
loss of life was limited 73
loss of life was minimal 137
loss of lift and increase 130
loss of love and respect 109
loss of love and support 288
loss of many dear friends 45
loss of meaning and freedom 171
loss of meaning and purpose 858
loss of more than fifteen 131
loss of more than seventy 45
loss of only one hundred 86
loss of only one officer 89
loss of only one soldier 72
loss of only six hundred 70
loss of only two hundred 91
loss of only two vessels 40
loss of only two wounded 133
loss of over one hundred 348
loss of over one thousand 145
loss of over six hundred 99
loss of over six thousand 45
loss of over ten thousand 98
loss of over two hundred 385
loss of over two thousand 169
loss of peace and concord 45
loss of rank and fortune 93
loss of self that results 41
loss of some near relation 91
loss of some one hundred 42
loss of some six hundred 41
loss of some ten thousand 118
loss of some two hundred 195
loss of some two thousand 103
loss of sons and brothers 68
loss of soul and dignity 62
loss of such dear friends 76
loss of syria and lebanon 42
loss of teeth and alveolar 123
loss of their own country 47
loss of their own culture 111
loss of their own dignity 97
loss of their own freedom 71
loss of their own language 61
loss of their own liberty 57
loss of their own parents 62
loss of these two battles 47
loss of these two brothers 58
loss of these two friends 65
loss of these two vessels 70
loss of three men drowned 50
loss of three men wounded 94
loss of time and expense 991
loss of time and fatigue 112
loss of time and increase 142
loss of time and liberty 93
loss of time and material 609
loss of time and medical 58
loss of time and neglect 68
loss of time and perhaps 79
loss of time and pleasure 74
loss of time and profits 40
loss of time and trouble 805
loss of time and useless 46
loss of time and vexation 65
loss of time for repairs 59
loss of wealth and friends 108
loss of wealth and position 80
loss of your dear husband 46
loss of your own princes 42
loss on their tax returns 55
loss or gain with respect 50
loss or leave them happier 322
loss to give any account 50
loss to their own country 41
lost at least one hundred 114
lost at least one thousand 43
lost at least six precious 71
lost at least ten thousand 88
lost at least two hundred 134
lost at least two thousand 66
lost at once his fortune 167
lost by those who venture 50
lost in their own country 65
lost in their own private 437
lost in their own sorrows 86
lost in their own thoughts 9324
lost in your own thoughts 196
lost my poor dear watkins 59
lost so many dear friends 60
lost so many old friends 41
lost the best and bravest 56
lost the best and greatest 104
lost the damp and peculiar 67
lost the gold that covered 63
lost the last war because 41
lost the love and respect 130
lost the name and address 49
lost the will and ability 53
lost to life and mankind 48
lost to their own country 79
lots of cuts and bruises 53
lots of from one hundred 42
lots of help and support 174
lots of love and support 336
lots of love for ballast 55
lots of other things besides 413
lots of pain and suffering 51
lots of peaks and valleys 48
lots of time and trouble 174
loud in their cry against 51
love as there was between 48
love at their own pleasure 123
love he bears his country 78
love he bore his country 403
love in these two following 151
love is food for fortune 90
love is like going outside 48
love it when that happens 176
love me more than anybody 77
love me when you behaved 63
love me when you married 89
love my young and hopeful 40
love of arts and letters 152
love of evil and falsity 555
love of faith and freedom 61
love of flag and country 161
love of food and contest 48
love of gain and traffic 54
love of hero and heroine 109
love of home and country 3134
love of home and freedom 45
love of home and friends 185
love of home and kindred 484
love of home and loyalty 75
love of home and parents 114
love of kent and cordelia 40
love of land and courage 56
love of life and freedom 132
love of life and liberty 118
love of life and pleasure 87
love of life can suggest 59
love of life had hurried 118
love of pain and suffering 190
love of past things tenuous 46
love of peace and charity 153
love of peace and concord 313
love of peace and freedom 134
love of peace and harmony 145
love of peace and justice 427
love of peace and liberty 95
love of peace and pathetic 42
love of peace and respect 103
love of pomp and display 584
love of pomp and outward 40
love of pomp and pleasure 41
love of race and country 64
love of reading for pleasure 47
love of some things rewards 42
love of their new country 41
love of their own country 1249
love of their own culture 124
love of their own language 80
love of their own liberty 44
love of these two brothers 50
love of these two cousins 101
love of those who believe 40
love of truth and charity 91
love of truth and devotion 74
love of truth and dislike 70
love of truth and freedom 677
love of truth and honesty 515
love of truth and justice 6270
love of truth and liberty 211
love of truth and loyalty 85
love of truth and respect 117
love of truth and science 41
love of truth was stronger 103
love of wealth and pleasure 46
love of wealth and position 45
love of whom was founded 69
love of wife and husband 110
love of wife for husband 59
love of work and respect 40
love of your own country 199
love or hate with intense 62
love or only that unwilling 87
love so much for granted 95
love to give and receive 260
love to keep you company 88
love to know his history 48
love to play with language 115
love to tell you everything 126
love to those who believe 98
love to your dear husband 50
love to your dear parents 48
love we give and receive 140
love we give our fragile 545
love we have our beginning 241
loving the laws and justice 174
luck in your new location 44
luck in your new position 114
luck in your new venture 81
lungs or from her stomach 81
lure of fame and fortune 159
lure of gold and diamonds 67
