lack something in the way 130
like silver in the sun 1784
like sleeping in my own 42
like someone at the end 54
like someone in an old 135
like someone on the run 71
like someone to be with 50
like someone to do for 57
like someone to do that 121
like someone to go with 56
like something he is not 46
like something in an old 126
like something in the air 196
like something in the way 63
like something it is not 376
like something of my own 51
like something to do with 616
like something to eat and 456
like something to eat now 152
like something to eat with 108
like something we do not 98
like specks in the sky 47
like spoils of the dead 138
like spokes in the hub 159
like spokes to the hub 177
like standing at the top 73
like standing in the path 49
like standing in the sun 41
like standing in the way 123
like standing on my head 120
like standing on the top 149
like starting at the top 129
like static in the air 110
like stepping on the gas 147
like strength of the eye 115
like thunder in my ears 524
like thunder in the air 333
like thunder in the ears 235
like thunder in the sky 212
like toecaps on the toes 135
like training to the new 40
line appears at the end 177
line appears at the top 383
line appears to be that 516
line before it is too 101
line canals of the head 75
line canals on the head 70
line common to the two 478
line earlier in the day 157
line except in so far 275
line farther to the east 166
line farther to the rear 109
line formed by the top 115
line formed by the two 596
line further to the east 160
line instead of an arc 84
line marked on the map 409
line occurs at the end 60
line organs of the head 237
line organs on the head 66
line scanning in the east 59
line seemed to be that 361
line seemed to go dead 73
line should be as long 64
line should be so run 54
line should be the one 132
line should go to its 43
line starting at the top 122
line starts at the top 49
line system of the head 226
line system on the head 119
line tangent to an arc 106
line tangent to the arc 320
line tangent to the earth 101
line tangent to the path 212
line tangent to the top 90
line tangent to the two 318
line through it so that 83
line through to the end 73
line traced by the pen 79
line traced on the map 109
line troops in the war 53
link layers of the iso 61
lions blinking in the sun 129
lips looked as if they 340
lips parted as if for 49
lips parted as if she 595
lips parted as if they 48
lips pursed as if for 42
lips pursed as if she 109
list appears at the end 404
list should be as long 40
live adored to the end 75
live always as if they 111
live always in the fear 213
live before us in our 60
live beside us as they 43
live better in it and 66
live buried in the mud 346
live closer to the earth 209
live freely in the air 52
live further to the east 51
live greatly in the law 263
live higher on the hog 54
live indeed in an age 71
live inside of us and 41
live instead of to die 42
live issues of the day 664
live mainly in the area 56
live mainly in the east 50
live monkey up in that 47
live through to the end 65
live topics of the day 239
live version of the song 129
live weight at the end 52
live weight of the cow 54
live weight of the hog 90
live weight of the pig 56
living before ye in that 40
living bodies on the earth 42
living caused by the war 43
living closer to the earth 42
living farther to the east 108
living figure of the poet 129
living further to the east 110
living instead of the dead 293
living issues of the day 980
living master of the art 639
living matter is the seat 246
living matter of the earth 55
living matter on the earth 477
living member of the one 123
living memory of the dead 102
living memory of the war 56
living nations of the earth 176
living nations of the east 45
living oracle of the law 120
living reality if it does 52
living spirit of the dead 44
living spirit of the earth 49
living spirit to the dead 40
living symbol of the god 45
living symbol of the new 331
living symbol of the old 221
living thought of the age 67
living thought of the day 48
load placed at the end 77
loaf served up in all 122
loan before it is due 224
lock myself in my mud 43
logo appears at the top 42
logs buried in the earth 58
lone figure at the end 41
longing desire to be with 209
longing glance at the box 47
look across at me and 127
look across at the old 43
look across the sea and 194
look across the sea for 160
look across to the far 102
look adults in the eye 119
look almost as if she 107
look almost as if they 1473
look almost as if you 79
look another in the eye 143
look anyone in the eye 4751
look around as if for 42
look around as if she 151
look around as if they 150
look around as if you 66
look around at the men 318
look around at the new 139
look around at the old 140
look around at the things 208
look around at the way 139
look around me at all 193
look around me at this 103
look around me in this 223
look around me on this 55
look around me to see 576
look around on my own 340
look around us at our 95
look around us in our 104
look around us in this 163
look around us on this 56
look around us to see 2110
look around us we can 303
look around us we see 621
look behind it to see 103
look behind me to see 611
look behind us to see 206
look better at the end 68
look better if it did 42
look better if it had 84
look better if it was 297
look better in it than 234
look better in the long 97
look better on me than 142
look better to me than 88
look better to the eye 46
look better to us than 94
look beyond it to see 154
look bright to the eye 50
look closer at the two 88
look fondly up in his 524
look further at the way 56
look further if we are 52
look inside it to see 84
look instead at the way 52
look kindly on the idea 98
look kindly on the new 44
look little in my own 90
look lovely on my hat 62
look myself in the eye 752
look partly as if being 47
look reality in the eye 567
look solely to the new 52
look someone in the eye 2384
look sourly at the set 57
look through it if you 97
look through it to see 855
look toward the sea and 109
look toward the sea for 101
look upward at the sky 131
look upward to the sky 313
look upward to the sun 101
loop formed at the end 45
loop formed by the lead 118
loop formed by the two 675
lord keeper of the seal 255
lose ground to the new 42
lose heavily on the one 57
lose itself in the earth 385
lose itself in the far 85
lose itself in the new 109
lose itself in the sky 1879
lose myself in it and 65
lose myself in it for 40
lose myself in my own 124
lose something in the way 59
lose weight in the long 73
lose weight is to cut 105
lose weight on my own 42
losing battle to the end 40
losing ground in the east 147
losing ground in the war 48
losing ground to the new 160
losing itself in the air 73
losing itself in the far 118
losing itself in the sky 57
loss appears to be due 110
loss caused by an act 107
loss caused by the act 158
loss caused by the death 495
loss caused by the non 163
loss caused by the tax 107
loss caused by the use 136
loss caused by the war 154
loss occurs at the end 86
lost corner of the earth 303
lost earlier in the day 226
lost earlier in the war 56
lost earlier in the year 268
lost energy to the sun 151
lost except in so far 66
lost family in the war 94
lost ground by the end 66
lost ground in the area 46
lost ground in the east 66
lost ground in the new 109
lost ground in the war 41
lost ground of the war 58
lost ground to the new 360
lost heavily by the war 46
lost heavily in the war 72
lost itself in the air 50
lost itself in the dim 47
lost itself in the heap 58
lost itself in the sky 64
lost myself in my own 82
lost myself on the way 52
lost sheets in my way 94
lost someone in the war 418
lost something in the way 85
lost something of the old 96
lost something on the way 86
loud cheering of the men 54
loud hissings of the two 45
loud noises in the ears 85
loud report in the air 43
loud report of the gun 206
loud shouts of the men 140
loud voices of the men 161
loud voices of the two 132
love affair at the age 110
love affair of my own 45
love affair of the poet 47
love affair of the two 65
love another as he had 41
love before it is too 327
love belongs to the man 46
love bestow on it with 43
love lyrics of the song 41
love seemed to me not 67
love should go to you 40
love someone we do not 108
love something in my old 53
love stands in the way 101
love toward us in that 1550
love welled up in her 88
love welled up in him 41
love welled up in his 41
loving memory of my dad 137
loving memory of my dear 512
loving memory of my mom 88
loving memory of my son 145
loving memory of the dead 92
loving nations of the area 41
loving nations of the earth 43
loving nature of the man 179
loving peoples of the earth 184
loving sister by the death 40
loving spirit of the age 114
luck seemed to be with 276
lump formed in the pit 46
lump welled up in her 49
lungs bitten as the cud 71
lungs bitter as the cud 70
lungs instead of the air 92
