lace at throat and wrists 440
lose my reason and become 50
lose the favor and blessing 95
lose the grace and purity 42
lose the inner and deeper 62
lose the quiet and secret 51
lose the skill and energy 40
lose the stern and virile 46
loss he could ill afford 65
loss in watts per square 125
loss of about one million 151
loss of about two million 68
loss of about two pounds 46
loss of aroma and flavor 60
loss of blood and fluids 59
loss of blood and oxygen 75
loss of blood and plasma 333
loss of blood and severe 82
loss of blood and strength 78
loss of blood and tissue 179
loss of blood and unable 45
loss of blood and without 49
loss of blood may result 87
loss of blood that occurs 47
loss of china had played 109
loss of color and flavor 108
loss of crete and sicily 189
loss of crops and cattle 130
loss of earnings and future 62
loss of earnings and pension 52
loss of eight men killed 232
loss of every old opinion 40
loss of feeling for colors 105
loss of fifty men killed 44
loss of flesh and strength 4186
loss of flesh and weight 71
loss of fluid and sodium 60
loss of honor and renown 206
loss of human and animal 502
loss of human and cattle 49
loss of lives and damage 203
loss of lives and injury 49
loss of mecca and medina 55
loss of money and effort 42
loss of money and status 95
loss of moral and ethical 59
loss of motion and strength 68
loss of nearly one million 94
loss of nearly two million 112
loss of plant and animal 1766
loss of power and energy 42
loss of power and income 95
loss of power and status 1215
loss of power and strength 71
loss of power can result 49
loss of power may result 77
loss of power that occurs 61
loss of sales and market 67
loss of seven men killed 83
loss of sheep and cattle 102
loss of ships and cargoes 371
loss of sight and memory 40
loss of sight and speech 45
loss of sixty men killed 83
loss of sleep and mental 45
loss of sleep and weight 48
loss of social and family 46
loss of social and sexual 51
loss of thirty men killed 155
loss of touch with reality 1236
loss of trade with england 43
loss of trees and shrubs 57
loss of urine that occurs 131
loss of urine with coughing 248
loss of vision and visual 52
loss of vision can result 62
loss of vision may follow 49
loss of vision may result 245
loss of vision that occurs 50
loss of vision was caused 41
loss of voice may result 49
loss of water and ammonia 58
loss of water and carbon 195
loss of water and sodium 990
loss of water that occurs 54
loss of which had caused 74
loss of which has caused 44
loss we could ill afford 50
lost in forming and carrying 43
lost in power they gained 40
lost it again one minute 52
lost it really long before 41
lost my footing and rolled 103
lost my mother and sister 56
lost my right arm sooner 40
lost my taste for sweets 46
lost no fewer than twenty 68
lost the beauty and gaiety 181
lost the feeling that philip 51
lost the first and second 86
lost the first two rounds 67
lost thy sense and memory 66
lost to dutch elm disease 48
lost to hound and hunter 83
lost to sight and memory 355
lost to sight long before 62
lots by metes and bounds 51
lots in towns and cities 84
lots of aunts and uncles 201
lots of books and papers 57
lots of glass and chrome 49
lots of herbs and spices 57
lots of lords and ladies 44
lots of money and become 42
lots of money and effort 40
lots of money and little 58
lots of money and plenty 61
lots of money but little 81
lots of onions and garlic 55
lots of people all around 40
lots of people are afraid 68
lots of people are around 106
lots of people going through 243
lots of people who thought 64
lots of people who wanted 102
lots of plans for future 99
lots of sheep and cattle 43
lots of stops and starts 135
lots of talking and laughing 42
lots of trees and bushes 155
lots of trees and plants 45
lots of trees and shrubs 97
lots of water and juices 67
lots of yelling and screaming 90
love he could not affect 40
love in others and myself 42
love in which each person 81
love is above and beyond 45
love is blind and lovers 118
love is frail and fleeting 57
love is rather too violent 90
love is still our desire 50
love of beauty and desire 48
love of beauty and hatred 60
love of beauty and luxury 85
love of beauty and nature 120
love of beauty and passion 59
love of beauty and wisdom 151
love of beauty for itself 63
love of blood and rapine 46
love of books and desire 43
love of books and nature 53
love of child for parent 208
love of color and design 68
love of cupid and psyche 89
love of drawing and painting 190
love of dress and finery 157
love of games and sports 103
love of glory and desire 47
love of glory and renown 534
love of glory and virtue 73
love of honor and passion 74
love of hunting and shooting 50
love of hunting was become 73
love of italy and italian 51
love of jacob for rachel 80
love of learning and desire 208
love of learning and learned 119
love of learning and virtue 129
love of learning are traits 50
love of learning was highly 85
love of money and luxury 77
love of money for itself 226
love of money had become 40
love of money has always 46
love of mother and sister 67
love of music and little 52
love of music and nature 48
love of music and painting 267
love of music and played 56
love of order and system 262
love of piety and virtue 84
love of poetry and fiction 153
love of poetry and nature 95
love of poetry and painting 83
love of power and desire 140
love of power and hatred 53
love of power and riches 91
love of right and hatred 94
love of study and desire 98
love of swift and sterne 40
love of theirs had changed 86
love of trees and shrubs 50
love of venus and adonis 167
love of venus for adonis 89
love of which her nature 48
love of yours for passion 51
love or skill for ethical 73
love or trust has little 154
love so known and myself 58
love the people and govern 49
love the woman that wronged 52
love the woods and fields 60
love to haunt her sacred 111
love to paint and ladies 75
love to people who assign 161
love to please doth listen 144
love to serve one another 472
luck in getting our anchor 70
luck to catch him engaged 54
luck to catch one little 59
luck to drive his quarry 51
lugs it after him another 81
lure he could not resist 75
lust of power and office 76
