dabbled briefly in 371
deficit finance at 52
deficit finance by 229
deficit finance in 856
deficit finance is 395
deficit finance of 335
deficit finance on 89
deficit finance or 86
deficit finance to 503
deficit financing as 6280
deficit financing at 506
deficit financing be 168
deficit financing by 4164
deficit financing if 264
deficit financing in 8491
deficit financing is 9094
deficit financing it 68
deficit financing of 8340
deficit financing on 2626
deficit financing or 1682
deficit financing rs 47
deficit financing so 66
deficit financing the 724
deficit financing to 5671
deficit financing via 97
deficit financing we 71
deficit following an 50
deficit following the 293
deficit happens to 43
deficit implied by 121
deficit implies an 133
deficit implies the 49
deficit imposed by 143
deficit imposed on 47
deficit include the 104
deficit including the 60
deficit increase in 231
deficit increase of 57
deficit increase the 70
deficit increasing to 54
deficit induced by 861
deficit insofar as 42
deficit involving the 367
deficit largely by 43
deficit limited to 116
deficit matched by 80
deficit measured as 65
deficit measured at 44
deficit measured by 114
deficit measured in 222
deficit measured on 54
deficit measures the 220
deficit mounted in 42
deficit mounted to 83
deficit occurring at 91
deficit occurring in 405
deficit outside the 76
deficit pattern in 97
deficit pockets in 46
deficit position as 196
deficit position at 102
deficit position by 95
deficit position in 850
deficit position is 220
deficit position of 1141
deficit position on 74
deficit position to 198
deficit present at 65
deficit present in 169
deficit problem as 214
deficit problem by 430
deficit problem in 612
deficit problem is 955
deficit problem of 313
deficit problem to 61
deficit profile of 102
deficit reduced by 85
deficit reduced the 77
deficit reduced to 215
deficit reduces the 408
deficit regarding the 221
deficit related to 14412
deficit relates to 168
deficit remaining at 83
deficit remains an 44
deficit remains as 49
deficit remains at 210
deficit remains in 114
deficit remains the 118
deficit remains to 75
deficit resulting in 731
deficit results in 1951
deficit revealed by 51
deficit revealed in 48
deficit sectors in 54
deficit sectors of 139
deficit similar to 330
deficit started to 232
deficit swelled to 127
deficit targets by 56
deficit targets in 334
deficit targets of 200
deficit targets to 205
deficit threatens to 74
deficit towards the 140
deficit typical of 60
deficit usually is 113
deficit variable is 73
deficit widened as 114
deficit widened by 98
deficit widened in 205
deficit widened to 663
defiled according to 57
defiled because he 41
defiled because it 149
defiled because of 326
defiled between the 211
defiled herself by 55
defiled himself by 412
defiled himself in 91
defiled therewith the 202
defiled towards the 162
defiles against the 152
defiles between the 756
defiles exposed to 64
defiles herself by 64
defiles himself by 172
defiles himself in 104
defiles present the 109
defiles towards the 56
defined ability as 47
defined ability to 344
defined abortion as 1198
defined abscess is 49
defined absence of 126
defined according as 264
defined according the 267
defined according to 138348
defined account of 372
defined addition of 159
defined adoption as 52
defined aesthetic of 104
defined affects the 303
defined against an 717
defined against it 650
defined against or 123
defined against the 27352
defined alchemy as 66
defined algebra as 67
defined allergy as 43
defined although it 388
defined although the 570
defined amalgam of 70
defined ambition to 68
defined america as 498
defined america in 106
defined amounts of 1986
defined amounts to 124
defined analogy as 46
defined anarchy as 58
defined animals as 129
defined answers to 300
defined antigen in 48
defined antigen is 62
defined antigen of 151
defined anxiety as 1831
defined anxiety in 122
defined applies to 157
defined article is 146
defined article of 148
defined aspects of 4678
defined assault as 40
defined attacks of 119
defined attempt to 334
defined avenues of 274
defined average of 146
defined balance of 352
defined baptism as 126
defined battery of 45
defined because an 91
defined because he 134
defined because in 201
defined because it 4346
defined because no 210
defined because of 9001
defined because the 5826
defined because we 426
defined becomes the 195
defined beginning in 40
defined beginning of 190
defined beginning or 564
defined beginning to 45
defined behavior as 428
defined behavior in 450
defined behavior is 282
defined behavior of 456
defined behavior or 118
defined beliefs as 52
defined benefit as 42
defined benefit at 141
defined benefit in 606
defined benefit is 363
defined benefit of 149
defined benefit on 87
defined benefit or 5344
defined benefit to 2130
defined besides the 46
defined between an 140
defined between the 11546
defined borders as 179
defined borders at 46
defined borders in 576
defined borders is 202
defined borders of 1371
defined borders on 482
defined borders or 382
defined borders to 176
defined brahman as 324
defined briefly as 3769
defined briefly by 57
defined briefly in 539
defined briefly the 53
defined britain as 61
defined broadly as 28859
defined broadly at 70
defined broadly by 1376
defined broadly in 1594
defined broadly or 1083
defined broadly so 455
defined broadly the 67
defined broadly to 12781
defined bundles of 408
defined burnout as 307
defined calorie is 52
defined capital as 2586
defined capital in 163
defined capsule is 50
defined capsule of 182
defined centers of 574
defined certain of 122
defined channel in 356
defined channel is 282
defined channel of 650
defined channel on 47
defined channel or 406
defined channel to 148
defined chapter in 60
defined charity as 374
defined chiefly as 247
defined chiefly by 1815
defined chiefly in 795
defined circles of 256
defined circuit of 112
defined classes as 1124
defined classes at 51
defined classes by 148
defined classes in 1064
defined classes is 310
defined classes of 10074
defined classes on 42
defined classes or 670
defined classes to 306
defined climate as 90
defined closely by 48
defined cluster of 1242
defined cohesion as 206
defined cohorts of 122
defined columns in 112
defined columns of 220
defined command or 106
defined command to 59
defined complex in 42
defined complex of 714
defined concept as 814
defined concept at 47
defined concept by 46
defined concept in 1310
defined concept is 974
defined concept of 15176
defined concept or 274
defined concept to 342
defined conduct as 40
defined consent as 83
defined consist of 78
defined content as 105
defined content in 92
defined content is 52
defined content of 704
defined content or 52
defined content to 141
defined context as 509
defined context in 382
defined context is 117
defined context of 1282
defined context or 57
defined context to 64
defined contour of 225
defined control as 470
defined control in 42
defined control of 352
defined country in 104
defined country of 101
defined courage as 1372
defined courses in 150
defined courses of 802
defined criteria as 647
defined criteria by 296
defined criteria in 794
defined criteria is 258
defined criteria of 3476
defined criteria on 129
defined criteria or 414
defined criteria to 1188
defined crudely as 75
defined cruelty as 152
defined culture as 13697
defined culture in 1070
defined culture is 48
defined culture of 482
defined culture or 116
defined culture to 120
defined current of 273
defined customs of 48
defined decrease in 208
defined decrease of 51
defined defects in 406
defined defects of 52
defined degrees of 1132
defined demands of 302
defined demands on 40
defined dementia as 53
defined denotes the 123
defined density as 224
defined density in 260
defined density of 211
defined depending on 5617
defined depends on 1829
defined deposit of 139
defined desires of 48
defined despite the 327
defined details in 52
defined details of 308
defined detente as 116
defined deviance as 131
defined dialogue as 64
defined diameter of 56
defined dilution as 121
defined diseases as 40
defined diseases in 44
defined diseases of 476
defined diseases or 105
defined division in 128
defined division of 5880
defined divorce as 206
defined domains in 200
defined domains of 1214
defined drought as 94
defined dualism of 50
defined duration of 392
defined dyslexia as 66
defined ecology as 422
defined effects in 112
defined effects of 510
defined effects on 522
defined efforts to 129
defined element by 109
defined element in 500
defined element is 123
defined element of 1330
defined element or 53
defined emotions as 872
defined emotions in 102
defined enemies of 119
defined entries in 64
defined entropy as 183
defined entropy in 117
defined entropy of 45
defined episode of 252
defined equally by 148
defined equation of 40
defined essence of 123
defined everything in 107
defined exactly as 3893
defined exactly by 422
defined exactly in 487
defined exactly the 626
defined example is 50
defined example of 1374
defined exchange of 65
defined exertion of 67
defined expanse of 45
defined factions as 43
defined factions in 101
defined factors as 109
defined factors in 264
defined factors is 42
defined factors of 426
defined factors or 43
defined factors to 43
defined faculty of 121
defined failure as 630
defined failure to 58
defined fantasy as 66
defined fascism as 811
defined fatigue as 211
defined features as 274
defined features in 540
defined features is 46
defined features of 2264
defined features on 157
defined features or 102
defined features to 119
defined females as 120
defined figures in 212
defined figures of 280
defined finally by 45
defined firstly by 183
defined fissure of 44
defined fitness as 163
defined fitness in 72
defined following the 1825
defined forever by 47
defined formats to 128
defined formula is 42
defined formula of 68
defined formula to 112
defined fraction of 1146
defined fraction or 70
defined freedom as 4807
defined freedom in 769
defined freedom of 1211
defined freedom to 152
defined function as 1678
defined function at 153
defined function by 242
defined function if 49
defined function in 2872
defined function is 3668
defined function of 4628
defined function on 354
defined function or 1108
defined function the 91
defined function to 2772
defined geometry as 282
defined geometry in 69
defined geometry is 160
defined geometry of 450
defined geometry to 46
defined germany as 215
defined grammar as 310
defined gravity as 79
defined grounds of 210
defined groupings in 44
defined groupings of 640
defined habitat in 40
defined harmony as 131
defined herself as 4356
defined herself by 365
defined herself in 681
defined herself to 75
defined himself as 11784
defined himself at 50
defined himself by 1362
defined himself in 1298
defined himself on 52
defined himself or 131
defined himself to 153
defined history as 4362
defined history in 278
defined history of 618
defined horizon in 52
defined horizon of 326
defined hysteria as 459
defined idealism as 110
defined ideology as 2048
defined ideology in 178
defined ideology of 428
defined ideology or 164
defined illness as 218
defined illness in 127
defined illness or 55
defined implies the 97
defined imprint of 204
defined include the 529
defined including the 332
defined increase in 1126
defined increase of 126
defined inquiry as 169
defined insight as 83
defined insofar as 296
defined instant in 42
defined instant of 63
defined ireland as 42
defined islands of 228
defined jealousy as 89
defined jointly by 653
defined judaism as 1316
defined judaism in 93
defined justice as 3589
defined justice in 498
defined justice to 151
defined language as 2398
defined language in 318
defined language is 51
defined language of 360
defined language or 123
defined language to 182
defined largely as 2874
defined largely by 10427
defined largely in 8093
defined largely on 1023
defined legally as 1969
defined legally by 127
defined legally in 202
defined legally or 63
defined leisure as 882
defined lesbians as 138
defined liberty as 3156
defined liberty in 370
defined liberty of 245
defined liberty to 184
defined library of 187
defined listening as 98
defined locally as 549
defined locally at 206
defined locally by 350
defined locally in 1012
defined locally on 105
defined locally or 115
defined locally to 162
defined location in 714
defined location is 67
defined location of 520
defined location on 370
defined location or 58
defined loosely as 5001
defined loosely by 141
defined loosely in 144
defined loosely to 137
defined loyalty as 299
defined loyalty to 156
defined madness as 246
defined mandate of 137
defined mandate to 312
defined manhood as 150
defined manhood in 189
defined margins as 42
defined margins at 43
defined margins in 484
defined margins is 178
defined margins of 996
defined margins on 334
defined margins or 198
defined margins to 69
defined markers of 135
defined marketing as 1422
defined marketing in 52
defined markets as 40
defined markets in 220
defined markets or 68
defined marriage as 6134
defined marriage in 360
defined marxism as 193
defined material as 226
defined matters of 442
defined matters to 40
defined maximum at 976
defined maximum in 758
defined maximum is 169
defined maximum of 462
defined maximum on 43
defined measures of 2694
defined measures the 56
defined measures to 244
defined mediation as 48
defined medical or 43
defined members of 1006
defined mentoring as 64
defined message in 54
defined message is 57
defined message of 40
defined message to 374
defined metrics to 51
defined minimum at 436
defined minimum in 868
defined minimum is 47
defined minimum of 610
defined miracle as 89
defined missions of 55
defined mixture of 2010
defined modules in 47
defined modulus of 42
defined moments in 147
defined moments of 342
defined motives of 47
defined muscles in 464
defined muscles of 912
defined muscles on 45
defined mutants of 73
defined mutation in 108
defined national or 859
defined natural or 52
defined neglect as 57
defined network of 1742
defined neurons in 238
defined nodules in 202
defined nodules of 382
defined nodules or 204
defined nowhere in 73
defined nucleus in 176
defined nucleus is 168
defined nucleus of 226
defined nucleus or 187
defined numbers of 710
defined obesity as 144
defined objects as 668
defined objects in 1230
defined objects is 208
defined objects of 1472
defined objects on 138
defined objects or 378
defined objects to 410
defined offense of 120
defined oneself as 121
defined opacity in 234
defined opinions as 159
defined opinions in 54
defined opinions of 168
defined opinions on 372
defined oratory as 66
defined outcome is 61
defined outcome of 128
defined outcome or 111
defined outline as 42
defined outline in 368
defined outline is 120
defined outline of 2740
defined outline on 102
defined outline or 48
defined outline to 186
defined outlook on 41
defined outside it 96
defined outside of 4688
defined outside the 7245
defined package of 822
defined packets of 48
defined paranoia as 119
defined parcels of 216
defined parties as 124
defined parties in 374
defined parties of 95
defined passage of 43
defined pastern as 86
defined patches in 71
defined patches of 2616
defined patches on 145
defined patches or 65
defined pathways in 271
defined pathways of 226
defined pathways to 224
defined pattern as 297
defined pattern in 794
defined pattern is 392
defined pattern of 7624
defined pattern on 260
defined pattern or 396
defined pattern to 308
defined peasants as 108
defined perhaps as 692
defined perhaps by 393
defined perhaps in 135
defined persons as 222
defined persons in 121
defined persons of 136
defined persons or 50
defined physics as 104
defined picture in 53
defined picture is 240
defined picture of 3256
defined picture on 46
defined plaques of 122
defined pleasure as 998
defined pleasure in 84
defined pleasure to 111
defined pockets of 192
defined portions of 2776
defined position as 1662
defined position at 354
defined position by 42
defined position in 5366
defined position is 290
defined position of 2722
defined position on 1432
defined position or 468
defined position to 704
defined poverty as 2683
defined poverty in 755
defined previous to 101
defined priority of 58
defined privacy as 356
defined privacy in 181
defined problem as 355
defined problem at 69
defined problem by 127
defined problem in 846
defined problem is 1316
defined problem of 1190
defined problem on 44
defined problem or 750
defined problem to 582
defined process as 399
defined process at 57
defined process by 284
defined process in 654
defined process is 1028
defined process of 2528
defined process or 540
defined process to 942
defined product in 61
defined product is 134
defined product of 338
defined product or 682
defined product to 68
defined profile of 588
defined profits as 65
defined program in 129
defined program is 222
defined program of 2698
defined program or 282
defined program to 416
defined project in 126
defined project is 51
defined project of 370
defined project or 118
defined project to 64
defined promise of 115
defined purpose as 491
defined purpose at 209
defined purpose in 2370
defined purpose is 682
defined purpose of 3068
defined purpose on 62
defined purpose or 998
defined purpose to 1383
defined pursuit of 109
defined quality as 2130
defined quality at 48
defined quality in 465
defined quality is 141
defined quality of 2003
defined quantum of 124
defined quarter of 42
defined question in 50
defined question is 42
defined question of 394
defined question or 159
defined racially as 96
defined reactions of 46
defined reactions to 108
defined referring to 101
defined regarding the 487
defined regimes as 129
defined regimes of 42
defined regional or 100
defined relapse as 115
defined related to 307
defined relates to 237
defined relation in 168
defined relation is 198
defined relation of 578
defined relation to 2664
defined religion as 14007
defined religion by 129
defined religion in 1398
defined religion of 69
defined religion to 137
defined remains of 423
defined remains to 45
defined research as 980
defined research in 45
defined research on 53
defined research or 43
defined resulting in 220
defined results in 304
defined results of 61
defined rewards or 94
defined rigidly by 49
defined rigidly in 56
defined romance as 103
defined roughly as 8174
defined roughly by 404
defined roughly in 138
defined roughly the 44
defined rounded or 226
defined routine of 54
defined routine to 49
defined samples of 830
defined satisfy the 178
defined schemes of 168
defined schools as 54
defined schools of 956
defined science as 3586
defined science in 294
defined science of 382
defined sections in 334
defined sections of 2242
defined sections or 130
defined sections to 49
defined sectors in 142
defined sectors of 1412
defined sedition as 82
defined segment of 4792
defined segment or 50
defined service as 314
defined service in 108
defined service or 165
defined service to 362
defined several of 156
defined shadows in 184
defined shadows of 606
defined shadows on 264
defined sharply by 115
defined sharply in 48
defined sharply the 60
defined shortly as 426
defined similar to 1013
defined slavery as 2388
defined slavery in 130
defined socially as 1383
defined socially by 143
defined socially in 90
defined socially or 78
defined society as 1894
defined society in 308
defined society of 55
defined solution is 54
defined solution of 300
defined solution to 394
defined somehow by 89
defined sources of 1460
defined species as 1200
defined species by 90
defined species in 448
defined species is 264
defined species of 2690
defined species or 129
defined species to 140
defined spectra of 40
defined spheres in 42
defined spheres of 4880
defined squares of 42
defined stimuli in 52
defined strains of 974
defined strands of 152
defined stratum of 506
defined stretch of 534
defined stripes of 140
defined studies of 416
defined subject in 234
defined subject is 174
defined subject of 652
defined subject or 132
defined subject to 502
defined subsets of 1738
defined subtype of 62
defined success as 3338
defined success by 173
defined success in 1635
defined success or 126
defined suffering as 336
defined suicide as 359
defined support as 166
defined surface in 128
defined surface is 152
defined surface of 786
defined surface or 120
defined surface to 42
defined symbols as 373
defined symbols in 422
defined symbols is 67
defined symbols of 580
defined symbols or 41
defined symbols to 222
defined sympathy as 149
defined symptom of 51
defined synergy as 134
defined systems as 290
defined systems in 358
defined systems is 129
defined systems of 2632
defined systems or 44
defined systems to 75
defined tactics as 68
defined targets in 300
defined targets is 45
defined targets of 220
defined targets or 212
defined targets to 214
defined taxation as 51
defined terrace of 46
defined terrain of 52
defined thickening of 221
defined tissues or 48
defined together as 352
defined together in 246
defined torture as 676
defined totally by 143
defined totally in 122
defined tourism as 105
defined towards the 1440
defined tragedy as 1712
defined tragedy in 71
defined tyranny as 288
defined usually as 1626
defined usually by 217
defined usually in 494
defined utility as 850
defined utility in 160
defined utilizing the 52
defined vaguely as 508
defined vaguely by 51
defined vaguely in 68
defined vaguely or 41
defined valleys of 44
defined variable as 139
defined variable in 290
defined variable is 480
defined variable of 137
defined variable or 270
defined variable to 144
defined variably as 101
defined variants of 256
defined variation in 308
defined variation of 263
defined variety of 564
defined versions of 654
defined victory as 164
defined victory in 122
defined violence as 1662
defined violence in 104
defined virginia as 41
defined viruses as 85
defined volition as 85
defined volumes in 59
defined volumes of 598
defined welfare as 183
defined whereby the 61
defined wherein the 102
defined windows of 53
defined workers as 316
defined worship as 154
defines abortion as 487
defines according to 444
defines alchemy as 92
defines ambition as 46
defines america as 165
defines analogy as 203
defines anarchy as 68
defines anatomy of 44
defines animals as 40
defines animism as 89
defines anxiety as 503
defines aspects of 511
defines assault as 113
defines balance as 105
defines baptism as 198
defines behavior as 984
defines behavior in 127
defines beliefs as 109
defines between the 71
defines bitumen as 52
defines brahman as 1562
defines brahman in 62
defines bribery as 81
defines briefly the 120
defines broadly as 538
defines broadly the 147
defines broadly to 55
defines burnout as 121
defines capital as 1162
defines capital in 50
defines capital to 42
defines certain of 68
defines charity as 288
defines chowder as 55
defines classes as 221
defines classes in 296
defines classes of 632
defines climate as 66
defines cohesion as 91
defines comfort as 44
defines concept as 84
defines conduct as 206
defines consent as 206
defines content as 116
defines context as 181
defines control as 1141
defines control in 100
defines control of 87
defines control to 47
defines courage as 788
defines courage by 52
defines criteria of 98
defines criteria to 42
defines cruelty as 64
defines cruelty to 87
defines culture as 15856
defines culture in 729
defines damages as 43
defines daytime as 52
defines deafness as 82
defines default as 144
defines degrees of 354
defines dementia as 269
defines density as 43
defines despair as 44
defines details of 115
defines deviance as 469
defines deviance in 53
defines devotion as 111
defines diabetes as 41
defines dialogue as 690
defines diaspora as 44
defines dignity as 64
defines dilution as 104
defines divorce as 61
defines drought as 74
defines duration as 47
defines dyslexia as 155
defines ecology as 700
defines economy as 198
defines ecstasy as 99
defines emotions as 1196
defines entropy as 528
defines essence as 179
defines everything as 42
defines everything in 232
defines exactly the 1352
defines failure as 526
defines fantasy as 429
defines fascism as 150
defines fatigue as 154
defines features of 43
defines females as 60
defines fitness as 91
defines fluency as 51
defines freedom as 3405
defines freedom in 385
defines freedom of 467
defines function as 355
defines geometry as 109
defines germany as 51
defines grammar as 543
defines harmony as 185
defines heroism as 97
defines herself as 12053
defines herself by 503
defines herself in 2386
defines herself or 168
defines herself to 104
defines himself as 26511
defines himself at 63
defines himself by 3421
defines himself in 7065
defines himself is 193
defines himself or 1667
defines himself to 203
defines history as 3206
defines history in 93
defines honesty as 48
defines hysteria as 112
defines idealism as 130
defines ideology as 3992
defines ideology in 307
defines illness as 312
defines illness in 70
defines illusion as 65
defines imagery as 56
defines inquiry as 114
defines insight as 80
defines insomnia as 44
defines jealousy as 205
defines judaism as 171
defines justice as 4878
defines justice by 62
defines justice in 379
defines justice to 54
defines language as 3574
defines language in 135
defines language is 41
defines larceny as 45
defines lawyers the 54
defines leisure as 476
defines lesbians as 127
defines liberty as 969
defines liberty in 239
defines liberty to 101
defines listening as 153
defines loyalty as 123
defines madness as 155
defines malingering as 176
defines manhood in 215
defines mankind as 43
defines marketing as 2838
defines marriage as 6114
defines marriage in 122
defines marriage to 70
defines marxism as 336
defines mastery as 55
defines matters of 135
defines measures of 51
defines mediation as 341
defines members of 199
defines mentoring as 189
defines miracle as 206
defines mistake of 43
defines mystery as 45
defines neglect as 156
defines numbers as 56
defines obesity as 284
defines objects as 76
defines objects by 40
defines objects in 273
defines objects of 58
defines objects to 47
defines oneself as 779
defines oneself by 71
defines oneself in 168
defines oratory as 65
defines paradox as 109
defines paranoia as 157
defines parties as 166
defines peasants as 199
defines persons as 520
defines physics as 54
defines pleasure as 681
defines pleasure in 70
defines pleasure to 46
defines position of 127
defines position on 52
defines potency as 85
defines poverty as 1620
defines poverty in 387
defines privacy as 1092
defines privacy in 60
defines process as 160
defines profits as 92
defines project as 120
defines purpose as 171
defines purpose of 41
defines quality as 2966
defines quality in 749
defines quality of 772
defines rapport as 64
defines regimes as 354
defines religion as 14824
defines religion by 43
defines religion in 485
defines religion to 136
defines research as 756
defines respect as 171
defines revenue as 119
defines rituals as 47
defines robbery as 198
defines romance as 119
defines roughly the 90
defines schools as 48
defines science as 3778
defines science in 276
defines sedition as 53
defines service as 298
defines several of 323
defines sharply the 203
defines silence as 72
defines slavery as 560
defines society as 992
defines society in 210
defines sources of 115
defines species as 575
defines species in 159
defines species to 54
defines spheres of 108
defines subsets of 97
defines success as 1454
defines success by 81
defines success in 1491
defines success on 86
defines success or 113
defines suffering as 506
defines suicide as 365
defines support as 276
defines symbols as 109
defines sympathy as 239
defines synergy as 85
defines systems as 120
defines systems of 133
defines tactics as 127
defines teachers as 162
defines teamwork as 116
defines texture as 44
defines torture as 2759
defines torture in 69
defines tourism as 255
defines tragedy as 902
defines tragedy in 88
defines tyranny as 173
defines utility as 128
defines utility in 103
defines violence as 1396
defines violence in 71
defines virtues as 62
defines vocation as 64
defines volition as 104
defines volition to 69
defines welfare as 179
defines workers as 110
defines worship as 226
deflate according to 41
deflate because of 115
deflating effects of 43
deflect according to 125
deflect against the 233
deflect attacks by 42
deflect attacks on 225
deflect because of 226
deflect charges of 992
deflect efforts to 132
deflect towards the 553
deflect towards us 70
deforming according to 166
deforming aspects of 47
deforming because of 86
deforming diseases of 54
deforming effects of 1357
deforming effects on 76
deforming material in 56
deforming material is 265
deforming passions of 80
deforming process is 48
deforming process of 66
deforms according to 632
deforms because of 125
defraud herself of 63
defraud himself of 69
defraud members of 132
defraud present or 112
defraying expense of 177
defunct because it 85
defunct because of 252
defunct because the 93
defunct chamber of 55
defunct college of 51
defunct company in 74
defunct company of 72
defunct company to 79
defunct concept of 49
defunct congress of 60
defunct council of 183
defunct division of 41
defunct empires of 51
defunct following the 63
defunct journal of 105
defunct knights of 87
defunct language of 47
defunct members of 187
defunct officer by 47
defunct society of 64
defunct species of 53
defunct systems of 42
defunct village of 68
defunct worthies of 82
degassing history of 147
degassing process is 234
degrade according to 104
degrade because of 743
degrade because the 179
degrade everything to 55
degrade glucose by 45
degrade glucose to 82
degrade herself as 146
degrade herself by 1157
degrade herself in 303
degrade herself so 213
degrade herself to 250
degrade himself as 610
degrade himself at 58
degrade himself by 6685
degrade himself in 655
degrade himself or 94
degrade himself so 849
degrade himself to 1034
degrade history to 91
degrade language to 52
degrade mankind to 76
degrade marriage to 67
degrade oneself to 51
degrade quality of 194
degrade quickly as 42
degrade quickly in 323
degrade rapidly as 236
degrade rapidly at 152
degrade rapidly by 60
degrade rapidly if 67
degrade rapidly in 1051
degrade rapidly on 40
degrade rapidly to 47
degrade religion by 314
degrade religion in 83
degrade religion to 432
degrading ability of 333
degrading according to 252
degrading account of 116
degrading aspects of 2183
degrading attacks on 55
degrading attempt to 113
degrading bacteria by 82
degrading bacteria in 1297
degrading bacteria is 82
degrading bacteria on 65
degrading bacteria to 229
degrading because it 1017
degrading because of 360
degrading because the 139
degrading because we 103
degrading bondage by 105
degrading bondage in 187
degrading bondage of 294
degrading bondage to 376
degrading classes of 766
degrading company of 42
degrading concept of 92
degrading conduct in 41
degrading conduct of 63
degrading control of 79
degrading customs of 425
degrading demands of 105
degrading details of 137
degrading display of 92
degrading division of 91
degrading dominion of 67
degrading effects of 9104
degrading effects on 988
degrading element in 81
degrading element of 218
degrading enzymes as 302
degrading enzymes at 69
degrading enzymes by 900
degrading enzymes in 7696
degrading enzymes is 532
degrading enzymes of 1363
degrading enzymes on 291
degrading enzymes or 301
degrading enzymes to 465
degrading epithets of 43
degrading epithets to 49
degrading example of 166
degrading factors in 129
degrading features of 328
degrading fetters of 71
degrading figures is 113
degrading function of 74
degrading herself by 225
degrading herself in 97
degrading herself to 139
degrading himself as 46
degrading himself by 507
degrading himself if 60
degrading himself in 357
degrading himself so 130
degrading himself to 581
degrading history of 43
degrading horrors of 40
degrading insults of 70
degrading invasion of 57
degrading language in 41
degrading language of 45
degrading marriage the 112
degrading marriage to 61
degrading meanness of 52
degrading mixture of 45
degrading mockery of 122
degrading objects of 50
degrading offices of 80
degrading opinions of 148
degrading passions of 114
degrading passions to 53
degrading penalty of 59
degrading picture of 757
degrading position as 116
degrading position he 41
degrading position in 399
degrading position of 1965
degrading position to 78
degrading poverty in 311
degrading poverty is 201
degrading poverty of 697
degrading poverty to 96
degrading process in 46
degrading process is 94
degrading process of 454
degrading purpose of 67
degrading pursuit of 105
degrading quality in 108
degrading quality of 347
degrading relation in 211
degrading relation to 146
degrading religion by 179
degrading religion of 52
degrading remarks or 43
degrading remarks to 40
degrading results of 132
degrading rituals of 56
degrading routine of 49
degrading service in 170
degrading service of 306
degrading service to 236
degrading silence as 81
degrading slavery in 116
degrading slavery of 818
degrading slavery on 157
degrading slavery to 490
degrading species of 698
degrading strains of 151
degrading symptom of 56
degrading systems of 312
degrading thoughts of 209
degrading thraldom of 496
degrading thraldom to 168
degrading torture of 112
degrading traffic in 131
degrading triumph of 46
degrading tyranny of 676
degrading violation of 70
degrading weakness of 44
degrading worship of 900
degrees according as 574
degrees according to 8637
degrees acquire the 80
degrees adapted to 57
degrees adopted by 97
degrees adopted the 210
degrees affects the 54
degrees against the 859
degrees allowed by 52
degrees allowed it 53
degrees allowed the 42
degrees allowed to 43
degrees altered the 43
degrees although the 78
degrees amounting to 78
degrees amounts to 57
degrees answering to 156
degrees anterior to 315
degrees appeared in 67
degrees appeared to 111
degrees applied to 122
degrees applies to 55
degrees arrived at 164
degrees arrives at 56
degrees ashamed of 83
degrees assumed the 196
degrees assumes the 132
degrees attempt to 63
degrees awarded as 110
degrees awarded at 406
degrees awarded by 3202
degrees awarded in 5443
degrees awarded is 135
degrees awarded on 70
degrees awarded to 4119
degrees because he 126
degrees because it 278
degrees because of 1585
degrees because the 926
degrees because we 70
degrees becomes an 52
degrees becomes the 70
degrees beginning at 81
degrees beginning in 56
degrees beginning to 65
degrees belonged to 82
degrees besides the 41
degrees between an 104
degrees between it 172
degrees between the 12248
degrees between us 73
degrees blinder to 45
degrees brought in 115
degrees brought it 55
degrees brought on 300
degrees brought the 152
degrees brought to 157
degrees capable of 216
degrees carried the 45
degrees celsius an 62
degrees celsius as 1130
degrees celsius at 865
degrees celsius by 1639
degrees celsius if 112
degrees celsius in 2213
degrees celsius is 1601
degrees celsius it 68
degrees celsius of 331
degrees celsius on 375
degrees celsius or 3833
degrees celsius so 42
degrees celsius the 273
degrees celsius to 2368
degrees college of 67
degrees conform to 47
degrees consist of 85
degrees covered by 132
degrees covered or 83
degrees covered the 41
degrees decrease in 97
degrees defined by 90
degrees degrees of 155
degrees deluges the 100
degrees denotes the 48
degrees depending on 13243
degrees depends on 120
degrees despite the 144
degrees distant in 64
degrees divided by 558
degrees doubles the 64
degrees dressed in 41
degrees dropped the 43
degrees eastward of 296
degrees enables the 46
degrees entered the 82
degrees erected the 65
degrees existed in 110
degrees exposed to 48
degrees express the 46
degrees extending to 43
degrees extends the 41
degrees extends to 50
degrees focused on 54
degrees following the 252
degrees forfeit it 49
degrees forward in 57
degrees forward of 353
degrees forward or 132
degrees forward to 114
degrees granted as 115
degrees granted at 342
degrees granted by 3173
degrees granted in 2366
degrees granted is 47
degrees granted to 1018
degrees hostile to 104
degrees however the 102
degrees however we 46
degrees impairs the 97
degrees include an 252
degrees include the 700
degrees including an 68
degrees including the 233
degrees increase in 452
degrees increase the 147
degrees increasing the 45
degrees induced the 71
degrees induced to 64
degrees inferior in 43
degrees inferior to 627
degrees invaded the 43
degrees kindled up 45
degrees lateral to 232
degrees lighter in 43
degrees limited to 47
degrees managed to 91
degrees measured at 67
degrees measured by 132
degrees measured in 172
degrees measured on 339
degrees northeast of 351
degrees oblique to 89
degrees occurring in 52
degrees offered at 267
degrees offered by 1642
degrees offered in 1675
degrees offered on 83
degrees offered to 58
degrees opposed to 291
degrees outside in 76
degrees outside it 47
degrees outside of 270
degrees outside so 40
degrees outside the 828
degrees peculiar to 74
degrees portions of 78
degrees preceding the 87
degrees prepare the 86
degrees present in 149
degrees prevent my 88
degrees proceed to 59
degrees provide the 58
degrees rankine is 45
degrees rankine or 123
degrees reduced the 98
degrees reduced to 239
degrees reduces the 384
degrees reflect the 127
degrees regarding the 71
degrees related to 586
degrees relates to 54
