if any changes occurred in 73
in this special category of 78
in this special instance the 51
in this special province of 173
in this special situation the 44
in this spirit consider the 42
in this stolid rejection of 88
in this strange business of 117
in this strange condition of 58
in this strange confusion of 101
in this strange disorder of 58
in this strange irruption in 122
in this sudden revulsion of 50
in this system compared to 88
in this system consists in 53
in this system consists of 334
in this system involves the 44
in this system requires the 42
in this system resulted in 43
in this violent agitation the 42
in this volume analyzes the 50
in this volume approach the 90
in this volume attempts to 191
in this volume challenge the 105
in this volume comprise the 71
in this volume concerning the 284
in this volume concerns the 220
in this volume consider the 247
in this volume consists in 50
in this volume consists of 240
in this volume contains an 50
in this volume contains the 102
in this volume continue the 65
in this volume continue to 102
in this volume describe in 51
in this volume describe the 446
in this volume document the 222
in this volume examines the 198
in this volume explains the 64
in this volume explores the 153
in this volume identify the 43
in this volume includes the 132
in this volume indicate the 189
in this volume outlines the 42
in this volume pertaining to 43
in this volume pertains to 57
in this volume presents an 79
in this volume presents the 75
in this volume provides an 320
in this volume provides the 94
in this volume referred to 41
in this volume reflects the 277
in this volume relative to 41
in this volume stresses the 40
in this volume suggests the 54
in this volume supports the 77
in this wavering condition of 107
in thus striking properly at 48
in too little attention to 53
in two groups consisting of 45
in two million families in 55
in two places rendered the 76
in two planes parallel to 68
in two recent articles by 152
in two recent articles in 87
in two recent decisions of 81
in two review articles by 42
in two special messages to 48
in using neural networks to 47
in was samuel anderson of 50
in yet another dimension of 111
in yet another direction by 78
in yet another direction in 48
in yet another direction to 51
in yet another instance of 242
in yet another reversal of 48
is all income received by 63
is and exists whenever he 103
is and should continue to 355
is any amount received by 77
is any better equipped to 50
is any bigger obstacle to 48
is any chance whatever of 91
is any direct evidence of 93
is any direct evidence to 40
is any finite sequence of 190
is any little business in 40
is any marked tendency to 46
is any person entitled to 87
is any person required to 50
is any record occurred in 72
is any serious attention to 51
is any serious objection to 100
is any serious prospect of 44
is any stigma attached to 68
is being deeply affected by 59
is being driven contrary to 52
is being further enhanced by 67
is being further examined by 45
is being further extended to 70
is being further increased by 62
is being greatly affected by 50
is being greatly enhanced by 58
is being greatly improved by 54
is being greatly increased by 57
is being heavily promoted by 48
is being partly financed by 79
is being partly replaced by 48
is being pulled downward by 86
is being slowly explored in 42
is being slowly poisoned by 75
is being slowly replaced by 231
is being slowly tortured to 42
is being sought pursuant to 70
is being treated unfairly by 171
is being treated unfairly in 76
is being treated unfairly or 75
is being widely accepted as 165
is being widely accepted by 68
is being widely accepted in 42
is being widely employed in 60
is big enough compared to 64
is both firmly approved by 91
is but another dimension of 47
is but another evidence of 987
is but another fragment of 53
is but another instance in 88
is but another instance of 2387
is but another reminder of 49
is but common fairness to 53
is but common humanity to 44
is but common prudence to 101
is but further evidence of 274
is but little advanced in 64
is but little affected at 51
is but little affected by 5203
is but little affected in 99
is but little amenable to 83
is but little apparent in 43
is but little attacked by 69
is but little attended to 446
is but little commerce on 50
is but little compared to 133
is but little disposed to 94
is but little employed in 170
is but little esteemed by 44
is but little evidence in 120
is but little evidence of 515
is but little evidence to 160
is but little formation of 42
is but little furthered by 73
is but little impaired by 99
is but little inclined to 135
is but little increased by 110
is but little increased in 61
is but little indebted to 71
is but little interest in 72
is but little mentioned in 46
is but little modified by 94
is but little modified in 46
is but little moisture in 63
is but little movement of 44
is but little objection to 46
is but little prospect of 526
is but little recorded of 40
is but little regarded by 57
is but little regarded in 53
is but little relieved by 72
is but little resorted to 99
is but little tendency to 530
is but little troubled by 47
is but little twilight in 48
is but poorly equipped to 73
is but poorly prepared to 67
is but poorly supplied by 58
is but rarely employed in 65
is but rarely followed by 44
is but rarely mentioned in 74
is but rarely observed in 89
is but rarely possible to 126
is but rarely resorted to 92
is but seldom observed in 44
is but seldom resorted to 161
is but slight evidence of 97
is but slight reduction in 55
is but slight tendency to 62
is but slowly affected by 101
is but slowly attacked by 95
is doing something contrary to 72
is doing something positive to 40
is due almost entirely to 10762
is each person required to 87
is far better entitled to 98
is far better equipped to 666
is far better evidence of 69
is far better informed on 43
is far better practice to 173
is far better prepared to 198
is far better promoted by 66
is far enough advanced in 267
is far enough advanced so 136
is far enough advanced to 631
is far greater emphasis on 132
is far greater evidence of 41
is far greater interest in 68
is far greater liability to 47
is fed almost entirely by 53
is fed almost entirely on 48
is for anyone involved in 76
is for greater emphasis on 46
is for little children to 95
is for public agencies to 45
is for public officials to 49
is has become possible to 48
is her nearest approach to 57
is her special province to 44
is his avowed intention to 49
is his common practice to 125
is his famous doctrine of 90
is his nearest approach to 418
is his proper business to 54
is his special business to 164
is his special province to 65
is how little attention is 79
is how through education to 41
is its angular velocity at 54
is its angular velocity in 184
is its common interest to 107
is its greater emphasis on 79
is its marked tendency to 86
is its nearest approach to 105
is its partial pressure in 68
is its weight relative to 48
is long enough compared to 89
is long enough relative to 46
is low enough compared to 68
is low enough relative to 113
is met almost entirely by 84
is not allowing yourself to 44
is not almost credible to 46
is not already apparent to 62
is not already apprised of 65
is not already assigned to 149
is not already attached to 126
is not already captured by 86
is not already concealed as 49
is not already disposed of 60
is not already disposed to 56
is not already embodied in 50
is not already enrolled in 41
is not already entitled to 67
is not already implicit in 334
is not already included in 802
is not already inherent in 118
is not already involved in 254
is not already occupied by 437
is not already prepared to 49
is not already provided by 233
is not already provided in 60
is not already required by 47
is not already selected in 56
is not always accepted as 487
is not always accepted by 446
is not always accepted in 121
is not always accepted or 44
is not always accorded the 83
is not always accorded to 103
is not always accurate as 119
is not always accurate in 704
is not always accurate or 545
is not always accurate to 148
is not always achieved at 54
is not always achieved by 363
is not always achieved in 1040
is not always acquired by 48
is not always adequate as 49
is not always adequate in 164
is not always adequate or 73
is not always adequate to 957
is not always adjusted to 47
is not always admitted by 49
is not always affected by 113
is not always affected in 59
is not always afforded by 41
is not always agreeable or 68
is not always agreeable to 452
is not always amenable to 349
is not always answered in 90
is not always apparent as 188
is not always apparent at 543
is not always apparent by 53
is not always apparent in 1707
is not always apparent is 57
is not always apparent on 439
is not always apparent or 120
is not always apparent to 1550
is not always approved by 67
is not always approved of 63
is not always assigned to 78
is not always attached to 219
is not always attained at 59
is not always attained by 165
is not always attained in 114
is not always attended by 479
is not always attended to 442
is not always balanced by 53
is not always beautiful or 52
is not always captured by 44
is not always complete at 63
is not always complete in 152
is not always complete or 221
is not always composed of 262
is not always conceded to 57
is not always confined to 3114
is not always conscious of 1257
is not always conscious or 91
is not always constant in 377
is not always constant or 54
is not always contingent on 56
is not always contrary to 99
is not always conveyed by 53
is not always conveyed in 45
is not always convincing in 62
is not always convincing to 52
is not always critical to 78
is not always decisive in 96
is not always decisive of 51
is not always depicted as 115
is not always depicted in 67
is not always designed to 135
is not always destined to 61
is not always detected by 123
is not always detected in 88
is not always dictated by 185
is not always directed at 217
is not always directed by 75
is not always directed to 387
is not always disposed to 278
is not always distinct in 54
is not always economic to 65
is not always effected by 82
is not always effected in 74
is not always elevated in 44
is not always employed by 52
is not always employed in 265
is not always employed to 87
is not always enforced in 61
is not always enhanced by 69
is not always entirely in 46
is not always entirely the 57
is not always entirely to 49
is not always entitled to 322
is not always equipped to 81
is not always essential in 206
is not always essential or 83
is not always essential to 1333
is not always evidence of 530
is not always existent or 46
is not always expected to 239
is not always explicit in 226
is not always explicit or 78
is not always extended to 177
is not always flattering to 96
is not always followed as 52
is not always followed by 6789
is not always followed in 1391
is not always followed to 57
is not always followed up 63
is not always forthcoming in 111
is not always friendly to 123
is not always governed by 564
is not always grounded in 66
is not always grounded on 54
is not always immediate or 66
is not always improved by 126
is not always inclined to 238
is not always included as 80
is not always included in 1092
is not always included on 48
is not always increased by 119
is not always increased in 99
is not always indulged in 95
is not always informed of 55
is not always inherent in 70
is not always initiated by 76
is not always insisted on 146
is not always inspired by 146
is not always intended as 278
is not always intended or 43
is not always intended to 398
is not always involved in 319
is not always judicious to 67
is not always listened to 69
is not always manifest in 153
is not always mentioned as 40
is not always mentioned by 72
is not always mentioned in 310
is not always mirrored by 44
is not always mirrored in 65
is not always mistress of 40
is not always negative in 40
is not always negative or 54
is not always obedient to 100
is not always observed as 49
is not always observed at 56
is not always observed by 299
is not always observed in 1216
is not always observed of 87
is not always observed to 49
is not always obtained at 145
is not always obtained by 195
is not always obtained in 201
is not always occupied by 67
is not always overcome by 40
is not always parallel to 398
is not always positive in 176
is not always positive or 94
is not always possible as 1447
is not always possible at 691
is not always possible by 569
is not always possible if 583
is not always possible in 11431
is not always possible is 78
is not always possible it 51
is not always possible of 111
is not always possible on 1517
is not always possible or 6351
is not always possible so 378
is not always possible the 53
is not always possible to 129523
is not always preceded by 592
is not always prepared to 466
is not always produced by 516
is not always produced in 187
is not always prompted by 76
is not always provided by 211
is not always provided in 158
is not always provided to 42
is not always punished in 63
is not always realistic in 60
is not always realistic or 72
is not always realistic to 224
is not always received as 40
is not always received by 60
is not always received in 67
is not always recorded in 92
is not always recorded on 42
is not always referred to 353
is not always regarded as 2422
is not always regarded by 134
is not always regarded in 49
is not always relevant in 87
is not always relevant or 56
is not always relevant to 539
is not always relieved by 145
is not always religious in 60
is not always relished by 43
is not always replaced by 165
is not always reported in 84
is not always reported to 92
is not always required as 79
is not always required by 201
is not always required if 46
is not always required in 491
is not always required of 106
is not always required or 99
is not always required to 1135
is not always resolved by 59
is not always resolved in 93
is not always resorted to 91
is not always retained in 79
is not always rewarded by 85
is not always rewarded in 156
is not always satisfying to 42
is not always sensible of 71
is not always sensible to 122
is not always situated in 90
is not always solitary in 65
is not always specific to 54
is not always strictly in 45
is not always strictly the 79
is not always suitable as 46
is not always suitable in 93
is not always suitable or 56
is not always suitable to 256
is not always supplied by 53
is not always supplied in 45
is not always supposed to 143
is not always tempered by 49
is not always tolerant of 46
is not always traceable to 142
is not always verified in 48
is not always welcomed by 439
is not always welcomed in 60
is not another biography of 47
is not another exercise in 40
is not another instance in 180
is not another instance of 235
is not averse therefore to 90
is not better evidence as 43
is not better evidence of 71
is not bonded directly to 49
is not called directly by 58
is not caused directly by 536
is not caused entirely by 238
is not caused normally by 44
is not changed compared to 40
is not chosen directly by 165
is not clearly affected by 55
is not clearly answered by 108
is not clearly answered in 67
is not clearly apparent in 189
is not clearly apparent to 97
is not clearly attached to 67
is not clearly attested in 86
is not clearly conscious of 258
is not clearly contrary to 86
is not clearly dictated by 43
is not clearly directed to 53
is not clearly entitled to 55
is not clearly included in 63
is not clearly intended to 89
is not clearly involved in 45
is not clearly mentioned in 181
is not clearly observed in 116
is not clearly outlined in 71
is not clearly positive or 43
is not clearly recorded in 44
is not clearly referred to 63
is not clearly relevant to 131
is not clearly resolved by 58
is not clearly resolved in 73
is not clearly traceable to 55
is not common anywhere in 123
is not common practice at 57
is not common practice in 683
is not common practice to 914
is not common strictly to 56
is not created directly by 40
is not deemed essential to 179
is not deemed possible to 49
is not deeply affected by 112
is not deeply embedded in 87
is not deeply involved in 341
is not direct evidence of 327
is not driven directly by 83
is not driven entirely by 60
is not engaged directly in 113
is not enough activity to 45
is not enough attended to 78
is not enough attention to 98
is not enough bandwidth to 85
is not enough business in 93
is not enough business to 318
is not enough capacity in 71
is not enough capacity to 137
is not enough contrast in 44
is not enough darkness in 141
is not enough emphasis on 356
is not enough evidence as 141
is not enough evidence at 365
is not enough evidence in 497
is not enough evidence of 477
is not enough evidence on 260
is not enough evidence or 43
is not enough evidence to 11541
is not enough exercise in 132
is not enough interest in 131
is not enough manpower to 68
is not enough moisture in 245
is not enough moisture to 237
is not enough nowadays to 50
is not enough pressure in 74
is not enough pressure on 61
is not enough pressure to 187
is not enough produced to 97
is not enough property to 66
is not enough rainfall to 242
is not enough stimulus to 45
is not enough sunlight to 78
is not enough therefore to 279
is not enough vitality in 78
is not fairly bottomed on 50
is not fairly entitled to 53
is not fairly traceable to 172
is not firmly adherent to 110
is not firmly anchored in 185
is not firmly anchored to 78
is not firmly attached to 852
is not firmly embedded in 78
is not firmly grounded in 264
is not formed directly by 41
is not freely permeable to 210
is not further advanced in 40
is not further affected by 83
is not further enhanced by 97
is not further explored in 49
is not further increased by 145
is not further mentioned in 50
is not further modified by 51
is not further referred to 48
is not greatly affected by 6155
is not greatly affected if 89
is not greatly affected in 117
is not greatly assisted by 57
is not greatly effected by 42
is not greatly enhanced by 230
is not greatly exceeded by 53
is not greatly hindered by 68
is not greatly impaired by 103
is not greatly improved by 172
is not greatly inclined to 52
is not greatly increased by 309
is not greatly increased in 110
is not greatly indebted to 66
is not greatly involved in 82
is not greatly lessened by 66
is not greatly modified by 146
is not greatly troubled by 123
is not guided entirely by 60
is not heavily affected by 58
is not heavily invested in 45
is not heavily involved in 172
is not heavily weighted in 52
is not hereby intended to 225
is not highly affected by 67
is not highly esteemed by 164
is not highly esteemed in 80
is not highly involved in 59
is not highly regarded as 256
is not highly regarded by 635
is not highly regarded in 309
is not highly relevant to 177
is not indeed confined to 47
is not indeed entitled to 69
is not indeed essential to 64
is not indeed formally to 43
is not indeed mentioned by 42
is not indeed mentioned in 52
is not indeed possible to 312
is not issued directly by 68
is not itself adequate to 43
is not itself affected by 304
is not itself amenable to 63
is not itself composed of 65
is not itself consumed in 91
is not itself contrary to 40
is not itself designed to 47
is not itself entitled to 79
is not itself evidence of 342
is not itself followed by 65
is not itself governed by 73
is not itself grounded in 53
is not itself included in 141
is not itself intended to 95
is not itself involved in 234
is not itself produced by 82
is not itself regarded as 231
is not itself relative to 79
is not itself required by 49
is not itself required to 60
is not itself supposed to 62
is not joined directly to 87
is not justly amenable to 40
is not justly balanced is 42
is not justly entitled to 141
is not kindly disposed to 68
is not levied directly on 55
is not likely seriously to 110
is not likely speedily to 138
is not likely suddenly to 72
is not likely therefore to 124
is not linked directly to 653
is not linked formally to 89
is not listed anywhere in 64
is not mailed directly to 49
is not mainly composed of 58
is not merely academic or 63
is not merely accepted as 82
is not merely achieved by 42
is not merely affected by 142
is not merely appended to 48
is not merely attached to 56
is not merely attempting to 149
is not merely commenting on 113
is not merely compared to 53
is not merely composed of 368
is not merely confined to 2493
is not merely conscious of 127
is not merely contingent on 83
is not merely contrary to 133
is not merely critical of 40
is not merely deprived of 63
is not merely describing the 106
is not merely designed to 177
is not merely dictated by 71
is not merely directed at 77
is not merely directed to 116
is not merely economic in 60
is not merely economic or 65
is not merely embodied in 50
is not merely entitled to 121
is not merely essential to 84
is not merely evidence of 415
is not merely exclusion on 60
is not merely expected to 47
is not merely external to 146
is not merely fanciful or 41
is not merely fanciful to 221
is not merely forgiven the 40
is not merely governed by 65
is not merely grounded in 42
is not merely imitation of 68
is not merely immanent in 78
is not merely imparted or 48
is not merely implicit in 77
is not merely inspired by 57
is not merely intended as 83
is not merely intended to 392
is not merely internal to 43
is not merely involved in 139
is not merely kindness to 42
is not merely linguistic or 49
is not merely negative in 150
is not merely negative or 112
is not merely parallel to 56
is not merely performing an 40
is not merely personal or 59
is not merely personal to 90
is not merely physical or 138
is not merely possible to 73
is not merely produced by 128
is not merely referred to 85
is not merely regarded as 425
is not merely rejected by 56
is not merely relative to 175
is not merely relevant to 119
is not merely required by 72
is not merely required to 88
is not merely responding to 117
is not merely situated in 60
is not merely socialist in 52
is not merely supposed to 63
is not merely symbolic of 62
is not merely symbolic or 46
is not merely threatened by 54
is not merely tolerant of 43
is not merely valuable as 154
is not normal practice in 84
is not normal practice to 287
is not overly affected by 64
is not overly critical of 59
is not overly dramatic to 58
is not passed directly to 62
is not placed directly in 136
is not placed directly on 199
is not placed entirely on 61
is not placed parallel to 67
is not pointing directly at 52
is not purely economic in 51
is not purely military or 69
is not rarely followed by 104
is not rarely observed in 93
is not rarely preceded by 40
is not readily absorbed by 531
is not readily absorbed in 98
is not readily accepted as 132
is not readily accepted by 553
is not readily accepted in 153
is not readily achieved by 121
is not readily achieved in 149
is not readily admitted by 57
is not readily affected by 570
is not readily amenable to 1170
is not readily apparent as 220
is not readily apparent at 217
is not readily apparent by 116
is not readily apparent if 61
is not readily apparent in 1478
is not readily apparent is 137
is not readily apparent on 314
is not readily apparent or 167
is not readily apparent to 1721
is not readily attacked by 773
is not readily captured by 62
is not readily captured in 50
is not readily degraded by 45
is not readily detected by 241
is not readily detected in 380
is not readily diagnosed by 41
is not readily digested by 99
is not readily disposed of 56
is not readily excreted by 40
is not readily extended to 96
is not readily inclined to 71
is not readily invested in 81
is not readily modified by 59
is not readily observed in 178
is not readily obtained at 42
is not readily obtained by 165
is not readily obtained in 163
is not readily overcome by 45
is not readily oxidized by 140
is not readily oxidized in 59
is not readily permeable to 116
is not readily possible to 471
is not readily produced by 41
is not readily produced in 102
is not readily relieved by 52
is not readily replaced by 65
is not readily resolved by 56
is not readily reversed by 101
is not readily traceable or 79
is not readily utilized by 82
is not rotating relative to 58
is not seldom followed by 45
is not seldom regarded as 44
is not seldom resorted to 52
is not serious provided the 41
is not served directly by 43
is not shaped entirely by 89
is not simply accepted as 57
is not simply achieved by 108
is not simply additive to 49
is not simply affected by 64
is not simply attached to 70
is not simply attained by 41
is not simply attempting to 158
is not simply composed of 241
is not simply confined to 1089
is not simply describing the 72
is not simply designed to 145
is not simply dictated by 133
is not simply directed at 119
is not simply directed to 42
is not simply embedded in 45
is not simply embodied in 43
is not simply evidence of 100
is not simply external to 153
is not simply followed by 41
is not simply governed by 142
is not simply grounded in 96
is not simply ignorant of 44
is not simply immanent in 50
is not simply informed by 47
is not simply inherent in 64
is not simply intended as 41
is not simply intended to 163
is not simply internal to 47
is not simply involved in 86
is not simply negative or 46
is not simply obtained by 40
is not simply overcome by 93
is not simply parallel to 72
is not simply possible to 41
is not simply produced by 177
is not simply referred to 57
is not simply regarded as 146
is not simply relative to 75
is not simply replaced by 194
is not simply responding to 189
is not simply situated in 58
is not solely composed of 158
is not solely confined to 1003
is not solely contingent on 43
is not solely dictated by 133
is not solely directed at 98
is not solely directed to 60
is not solely governed by 149
is not solely impelled by 68
is not solely intended to 60
is not solely produced by 50
is not something abstract or 101
is not something achieved by 92
is not something acquired by 60
is not something attached to 89
is not something bestowed on 44
is not something complete in 80
is not something composed of 46
is not something confined to 486
is not something contrary to 77
is not something designed to 45
is not something dictated by 73
is not something esoteric or 46
is not something essential to 66
is not something external or 104
is not something external to 1493
is not something inherent in 750
is not something inherent to 59
is not something internal to 59
is not something invented by 272
is not something invented or 49
is not something mystical or 52
is not something pertaining to 183
is not something positive in 104
is not something produced by 175
is not something separate or 60
is not something specific to 140
is not sought pursuant to 40
is not stable relative to 49
is not stated anywhere in 247
is not stated directly in 279
is not stored anywhere in 88
is not stored directly in 69
is not strange therefore to 94
is not taught anywhere in 60
is not thereby affected in 40
is not thereby attended to 48
is not thereby deprived of 659
is not thereby divested of 49
is not thereby entitled to 677
is not thereby intended to 110
is not thereby relieved of 281
is not thereby required to 152
is not thereby restored to 98
is not thereby stripped of 45
is not thought handsome in 81
is not thought possible to 168
is not through recourse to 53
is not treated seriously by 55
is not unduly affected by 389
is not unduly burdened by 46
is not unduly fanciful to 91
is not unduly hampered by 102
is not unduly troubled by 73
is not unlike attempting to 81
is not unlike thousands of 50
is not whether education is 52
is not whether morality is 42
is not wholly absorbed by 137
is not wholly absorbed in 219
is not wholly accepted by 76
is not wholly accurate in 71
is not wholly accurate to 217
is not wholly adequate to 148
is not wholly agreeable to 42
is not wholly amenable to 97
is not wholly captured by 55
is not wholly composed of 348
is not wholly confined to 1285
is not wholly conscious of 47
is not wholly consumed by 126
is not wholly convincing as 135
is not wholly convincing in 56
is not wholly convincing to 50
is not wholly deprived of 94
is not wholly dictated by 50
is not wholly directed to 185
is not wholly displeasing to 68
is not wholly disposed of 106
is not wholly divested of 50
is not wholly employed in 74
is not wholly engrossed by 47
is not wholly expended in 60
is not wholly external to 58
is not wholly fanciful to 263
is not wholly governed by 175
is not wholly grounded in 45
is not wholly ignorant of 136
is not wholly immersed in 93
is not wholly included in 78
is not wholly innocent of 84
is not wholly involved in 48
is not wholly occupied by 69
is not wholly possible to 59
is not wholly relevant to 110
is not wholly stripped of 222
is not wholly suitable to 54
is not wholly surprising in 53
is not wholly surprising to 45
is not wholly traceable to 43
is not widely accepted as 834
is not widely accepted at 84
is not widely accepted by 508
is not widely accepted in 541
is not widely accepted or 134
is not widely attested in 101
is not widely deployed in 44
is not widely diffused in 54
is not widely employed in 183
is not widely followed in 41
is not widely observed in 48
is not widely regarded as 663
is not widely reported in 79
is not widely utilized in 56
is not without affinity to 56
is not without authority in 61
is not without authority to 101
is not without elegance or 78
is not without elements of 287
is not without evidence of 111
is not without evidence to 47
is not without examples in 50
is not without examples of 386
is not without interest as 1677
is not without interest at 185
is not without interest in 1597
is not without interest is 40
is not without interest of 55
is not without interest on 49
is not without interest or 182
is not without interest to 10916
is not without parallel in 1228
is not without parallel to 73
is not without passages of 71
is not without problems as 361
is not without problems in 208
is not without problems of 538
is not without problems or 66
is not without problems to 51
is not without suspicion of 100
is now almost complete in 59
is now almost concealed by 85
is now almost confined to 482
is now almost entirely an 57
is now almost entirely in 465
is now almost entirely of 54
is now almost entirely on 40
is now almost entirely the 53
is now almost glittering in 52
is now almost obsolete in 96
is now almost possible to 79
is now always referred to 82
is now awaiting transfer to 43
is now barely possible to 50
is now become essential to 103
is now becoming accepted as 74
is now becoming accepted in 43
is now becoming apparent in 168
is now becoming apparent to 103
is now becoming conscious of 67
is now becoming habitual to 44
is now becoming involved in 45
is now becoming obscured by 142
is now becoming possible to 1000
is now before breakfast the 45
is now better equipped to 188
is now better prepared to 185
is now busily employed in 53
is now clearly possible to 69
is now common currency in 57
is now common practice in 935
is now common practice to 3607
is now deemed essential to 69
is now deeply embedded in 269
is now deeply involved in 378
is now deputy chairman of 54
is now deputy director of 222
is now deputy minister of 40
is now enough evidence to 426
is now fairly entangled in 42
is now firmly accepted by 40
is now firmly anchored in 73
is now firmly attached to 186
is now firmly embedded in 518
is now firmly grounded in 48
is now focusing attention on 67
is now freely admitted by 51
is now further enriched by 81
is now greater emphasis on 231
is now greater interest in 86
is now greatly enhanced by 68
is now greatly increased by 54
is now hardly possible to 483
is now heavily involved in 220
is now heavily weighted in 79
is now highly regarded as 53
is now justly indebted to 71
is now justly regarded as 537
is now little evidence of 120
is now little evidence to 48
is now little prospect of 82
is now mainly composed of 80
is now mainly confined to 454
is now mainly employed in 44
is now mainly governed by 60
is now mainly involved in 46
is now mainly occupied by 136
is now mainly provided by 44
is now managing director of 535
is now merely regarded as 91
is now mostly composed of 40
is now mostly confined to 254
is now mostly occupied by 107
is now mostly replaced by 62
is now normal practice in 51
is now normal practice to 136
is now openly admitted by 44
is now partly obscured by 63
is now partly occupied by 455
is now partly replaced by 60
is now rarely employed in 112
is now rarely mentioned in 43
is now rarely resorted to 154
is now readily obtained by 65
is now readily possible to 49
is now scarce possible to 57
is now seldom employed in 108
is now seldom referred to 63
is now seldom resorted to 307
is now simply referred to 107
is now solely directed by 63
is now studying medicine at 80
is now studying medicine in 157
is now thought possible to 45
is now wholly confined to 76
is now wholly occupied by 51
is now widely accepted as 6404
is now widely accepted by 1156
is now widely accepted in 2612
is now widely accepted is 76
is now widely accepted to 198
is now widely believed by 73
is now widely believed in 72
is now widely believed to 548
is now widely employed as 95
is now widely employed by 59
is now widely employed in 337
is now widely employed to 79
is now widely referred to 294
is now widely regarded as 5780
is now widely regarded by 68
is now widely utilized in 68
is one almost entirely of 67
is one already mentioned in 90
is one already referred to 101
is one common approach to 43
is one common situation in 53
is one curious exception to 107
is one curious instance of 89
is one detail recorded by 43
is one factor explaining the 93
is one factor involved in 111
is one factor underlying the 94
is one further category of 49
is one further dimension of 80
is one further dimension to 76
is one further extension of 41
is one further instance of 162
is one further objection to 76
is one further property of 80
is one little incident in 48
is one mainly composed of 47
is one marked exception to 110
is one modern instance of 59
is one obvious exception to 81
is one obvious objection to 163
is one partial exception to 147
is one serious drawback in 42
is one serious drawback to 279
is one serious objection to 384
is one serious obstacle to 71
is one singular exception to 41
is one slight exception to 45
is one special category of 51
is one special exception to 44
is one striking exception to 260
is one striking instance of 139
is one useful approach to 60
is our common interest in 64
is our common interest to 85
is our common practice to 114
is our mutual interest to 100
is our nearest approach to 439
is our nearest neighbor in 220
is our nearest neighbor on 50
is our normal practice to 67
is our proper response to 41
is our special business to 167
is owing almost entirely to 213
is run almost entirely by 202
is set almost entirely in 246
is that almost everyone in 182
is that almost everyone is 180
is that already mentioned as 148
is that already mentioned in 120
is that already mentioned of 42
is that already referred to 655
is that amount required to 76
is that angular momentum is 56
is that before attempting to 46
is that before justices of 63
is that carbon monoxide is 56
is that dismal conquest we 115
is that energy required to 66
is that factor analysis is 51
is that figure stationed at 41
is that formal education is 68
is that further increases in 50
is that further progress in 47
is that gender identity is 116
is that greater attention is 42
is that greater emphasis is 81
is that hearsay evidence is 145
is that higher education in 105
is that higher education is 357
is that imposing sanctions on 84
is that lavish richness of 55
is that leaders actually do 45
is that little attention is 260
is that mental activity is 41
is that mental disorder is 78
is that modern industry is 55
is that modern medicine is 80
is that neither approach is 74
is that nobody believes in 52
is that public attention is 56
is that public education is 184
is that public interest in 70
is that public relations is 180
is that reality consists of 77
is that recent advances in 72
is that remark supposed to 41
is that sacred doctrine is 59
is that sexual activity is 191
is that slight variations in 97
is that something happened in 175
is that something happened to 125
is that special attention is 66
is that special education is 51
is that strict liability is 57
is that teacher education is 58
is that through thousands of 45
is that upward mobility is 47
is that various elements of 44
is that violent attempts at 41
is that virtue consists in 47
is that whereas formerly the 82
is that whoever controls the 68
is that without exception the 42
is then always possible to 202
is then better equipped to 106
is then better prepared to 100
is then common practice to 106
is then firmly attached to 63
is then further enhanced by 68
is then further extended to 79
is then further increased by 49
is then further modified by 110
is then further oxidized by 83
is then further oxidized to 243
is then further purified by 234
is then hardly possible to 57
is then mailed directly to 46
is then passed directly to 62
is then passed underneath the 54
is then placed adjacent to 51
is then placed alongside the 88
is then placed directly in 73
is then placed directly on 163
is then placed parallel to 106
is then placed underneath the 96
is then readily obtained by 71
is then simply obtained by 188
is then slowly increased to 48
is then slowly returned to 45
is this another instance of 88
is this belief confined to 47
is this custom confined to 56
is this double movement of 105
is this effect confined to 57
is this effect produced by 119
is this farther argument in 56
is this further argument in 49
is this further evidence of 47
is this further objection to 80
is this latter approach to 44
is this latter category of 176
is this moment delivering up 97
is this moment proposed to 55
is this opinion confined to 61
is this second category of 104
is this second dimension of 46
is this secret affinity or 121
is this spirit confined to 45
is this sudden interest in 68
is thus always possible to 169
is thus always relative to 49
is thus another instance of 119
is thus better equipped to 82
is thus better prepared to 73
is thus common practice to 94
is thus deeply embedded in 98
is thus deeply involved in 72
is thus firmly anchored in 54
is thus firmly grounded in 56
is thus further evidence of 55
is thus greatly affected by 80
is thus greatly enhanced by 46
is thus greatly extended by 139
is thus greatly increased by 51
is thus greatly increased in 89
is thus hardly possible to 129
is thus hardly surprising to 153
is thus highly esteemed by 46
is thus highly relevant to 133
is thus linked directly to 79
is thus little affected by 45
is thus little evidence of 89
is thus little evidence to 69
is thus little monotony to 45
is thus little prospect of 46
is thus mainly confined to 48
is too costly relative to 82
is too deeply absorbed in 73
is too deeply attached to 73
is too deeply embedded in 651
is too deeply embedded to 102
is too deeply engrained in 95
is too deeply engrossed in 61
is too deeply enmeshed in 52
is too deeply imbedded in 211
is too deeply imbedded to 56
is too deeply immersed in 138
is too deeply involved in 351
is too deeply involved to 45
is too deeply schooled in 50
is too deeply situated to 43
is too firmly attached to 48
is too firmly embedded in 114
is too firmly grounded in 50
is too firmly imbedded in 49
is too firmly resolved to 71
is too heavily invested in 52
is too heavily involved in 52
is too heavily weighted in 140
is too heavily weighted on 49
is too little advanced in 42
is too little advanced to 42
is too little attended to 172
is too little attention to 173
is too little concrete in 41
is too little emphasis on 224
is too little evidence at 40
is too little evidence in 47
is too little evidence of 147
is too little evidence on 77
is too little evidence to 735
is too little followed in 40
is too little interest in 66
