if ever ancient saw spake 59
is only because she knows 73
is only because they stand 54
is only because they would 58
is only because you never 48
is only carried out after 103
is only feasible for large 45
is only feasible for small 122
is only logical that people 51
is only material and social 72
is only natural and fitting 43
is only natural and human 134
is only natural and right 457
is only natural for every 56
is only natural for human 43
is only natural for people 332
is only natural for women 58
is only natural that after 210
is only natural that china 66
is only natural that every 309
is only natural that human 44
is only natural that japan 157
is only natural that people 834
is only natural that russia 55
is only natural that since 44
is only natural that today 131
is only natural that under 215
is only natural that where 70
is only natural that while 52
is only natural that within 44
is only natural that women 150
is only persons far above 41
is only question who shall 40
is only slander and false 136
is poor suffolk ten times 52
is some fidgety old uncle 45
is some hundred and fifty 150
is some research that shows 93
is their purpose that japan 445
is there anybody that could 42
is there anybody who would 80
is there anybody you would 43
is there because she wants 56
is there between that which 64
is three dollars and fifty 127
is three hundred and eight 173
is three hundred and fifty 4474
is three hundred and forty 982
is three hundred and seven 61
is three hundred and sixty 4016
is three hundred and thirty 2000
is three minutes and fifty 46
is tied between two posts 41
is time consuming and could 52
is time consuming and error 315
is time consuming and hence 76
is time consuming and labor 464
is time consuming and needs 216
is time consuming and often 1205
is time consuming and prone 147
is time consuming and quite 49
is time consuming and rather 48
is time consuming and takes 105
is time consuming and would 44
is time consuming for large 48
is torn between her mother 40
is torn between her sense 46
is torn between his father 62
is torn between his sense 81
is torn between two loves 63
is torn between two poles 43
is torn between two women 185
is true because for every 42
is used chiefly for cooking 42
is used chiefly for cutting 51
is used chiefly for feeding 84
is used chiefly for grazing 48
is used chiefly for holding 46
is used chiefly for human 40
is used chiefly for large 50
is used chiefly for light 115
is used chiefly for small 74
is used largely for feeding 58
is used largely for grazing 44
is used locally for cooking 45
is used loosely and often 44
is very ancient and dates 123
is very ancient and still 42
is very bashful and maybe 52
is very brittle and breaks 315
is very brittle and easily 213
is very certain that after 42
is very certain that every 111
is very certain that nearly 43
is very certain that plato 78
is very certain that while 44
is very compact and light 131
is very compact and strong 51
is very complex and needs 219
is very complex and often 360
is very complex and quite 46
is very complex and still 161
is very complex and takes 82
is very complex and would 82
is very evident that either 48
is very evident that every 56
is very evident that under 54
is very evident that while 74
is very fragile and breaks 61
is very fragile and easily 287
is very fragile and needs 45
is very general and could 86
is very general and vague 80
is very helpful and often 49
is very helpful for getting 49
is very helpful for keeping 43
is very helpful for learning 51
is very helpful for people 119
is very helpful for women 42
is very limited and hence 57
is very limited and often 283
is very limited and where 60
is very limited and would 46
is very material that order 152
is very natural and amusing 103
is very natural and human 150
is very natural and pleasing 134
is very natural and right 58
is very natural for every 70
is very natural for people 90
is very natural that after 42
is very natural that every 61
is very natural that people 66
is very natural that where 41
is very nervous and upset 56
is very painful and makes 45
is very painful and often 94
is very peaceable and healthy 187
is very peaceful and quiet 104
is very pleasant and healthy 66
is very pleasant and jolly 79
is very pleasant and sweet 57
is very popular and often 112
is very popular for small 64
is very popular with girls 69
is very popular with large 44
is very popular with local 327
is very popular with older 48
is very popular with people 141
is very popular with women 116
is very provoking that people 58
is very quickly and easily 148
is very reactive and forms 50
is very reactive with water 45
is very shallow and rocky 55
is very similar for males 44
is very slender and about 50
is very soluble and easily 45
is very spacious and lofty 46
is very unusual for people 54
is very unusual for women 41
is very variable and often 138
is very variable and ranges 171
is very wakeful and alert 55
is very warlike and brave 40
is well adapted for burning 62
is well adapted for cases 44
is well adapted for class 51
is well adapted for cutting 95
is well adapted for either 46
is well adapted for farming 105
is well adapted for feeding 101
is well adapted for filling 52
is well adapted for forcing 55
is well adapted for grazing 264
is well adapted for growing 239
is well adapted for growth 53
is well adapted for large 125
is well adapted for raising 98
is well adapted for rapid 73
is well adapted for running 51
is well adapted for sheep 153
is well adapted for showing 46
is well adapted for small 133
is well adapted for stock 118
is well adapted for testing 44
is well adapted for working 93
is well blended and smooth 225
is well covered with flesh 47
is well covered with grass 252
is well covered with trees 175
is well covered with water 115
is well defined and easily 154
is well defined and known 42
is well defined and often 51
is well defined and shows 45
is well defined for every 83
is well diluted with water 187
is well endowed with human 42
is well endowed with water 316
is well located for trade 48
is well planted with trees 158
is well printed and bound 449
is well printed and fully 40
is well printed and neatly 133
is well seasoned and tough 73
is well settled that after 59
is well settled that every 129
is well settled that fraud 46
is well settled that proof 40
is well settled that under 333
is well settled that where 2178
is well settled that while 236
is well settled that words 49
is well stocked with books 268
is well stocked with fruit 70
is well stocked with trout 369
is well watered with large 41
is well watered with small 47
is well watered with springs 128
is well written and based 51
is well written and easily 64
is well written and gives 137
is well written and makes 95
is well written and quite 95
is well written and shows 84
is what america has never 140
is what hitherto has never 60
is what opposes that helps 71
is what strikes one first 95
is what usually goes under 47
is worth mentioning and which 41
is worth mentioning that about 58
is worth mentioning that after 183
is worth mentioning that china 40
is worth mentioning that egypt 71
is worth mentioning that since 164
is worth mentioning that though 84
is worth mentioning that under 217
is worth mentioning that until 41
is worth mentioning that while 760
is worth mentioning that within 69
is worth mentioning that women 61
is worth observing that though 105
is worth observing that while 355
is worth recalling that after 68
is worth recalling that freud 42
is worth recalling that since 41
is worth recalling that under 41
is worth recalling that until 78
is worth recalling that while 299
is worth recording that while 48
is worth remarking that after 129
is worth remarking that every 62
is worth remarking that though 76
is worth remarking that while 312
is worth stressing that while 173
is worth stressing this point 204
is your biggest fear about 47
is your current job title 114
is your decision and yours 51
is your greatest fear about 117
is your pleasure this evening 40
is your present job title 70
is your purpose for writing 143
is your purpose god looks 91
is zero outside this region 49
it also derives its power 52
it also follows that every 124
it also follows that since 45
it also follows that under 48
it also follows that where 125
it also happens that people 60
it also implies that people 52
it among persons who might 40
it away covered with blood 143
it away stained with blood 92
it back against his breast 69
it back against his chest 53
it back covered with blood 43
it bears flowers and fruit 90
it brings liberty and quiet 103
it came awkward and stiff 221
it come swiftly with blood 109
it down between his knees 51
it drew towards its close 150
it even mantled her throat 69
it ever crossed our minds 63
it felt natural and right 48
it five hundred and fifty 109
it flat against his chest 106
it four hundred and fifty 273
it four hundred and forty 45
it four hundred and thirty 200
it from achieving its goals 135
it from between her fingers 57
it from between his fingers 95
it from everything that might 48
it from happening that where 44
it from herself and heaven 54
it from himself and others 92
it from persons who lived 55
it grow upright and thrive 102
it hard against her breast 91
it hard against his breast 66
it hard against his chest 77
it hard between his hands 90
it idly between his fingers 50
it into contact with every 42
it into contact with water 48
it into dollars and cents 113
it into squares and serve 52
it jogs against his wrist 70
it lies passive and still 91
it made everything all right 102
it means dollars and cents 53
it more because she likes 50
it more closely and found 89
it more closely than anything 46
it more closely than fable 44
it more closely than others 74
it more healthful and every 44
it more prosaic with every 107
it more quickly and easily 193
it more quickly than others 136
it more quickly than would 43
it more rapidly than others 64
it more strongly than others 102
it more trouble and worry 77
it much quicker and easier 123
it much simpler and easier 92
it much stained with blood 111
it must develop its whole 63
it must involve this court 83
it must retrace its steps 74
it nine hundred and sixty 52
it once adorned this essay 62
it once enjoyed and which 49
it only because they could 127
it over between his fingers 87
it over together and share 89
it seem lambent with fiery 57
it slid between her fingers 45
it slip between his fingers 61
it swam upright and steady 51
it there between our hands 115
it three hundred and fifty 478
it three hundred and forty 51
it three hundred and sixty 578
it very generic and broad 235
it very lightly with flour 50
it very natural for people 43
it very quickly and easily 60
it very sharply and makes 61
it went against her grain 188
it went against his grain 462
it were applied with skill 43
it were assumed that every 70
it were between two fires 152
it were between two walls 57
it were carried out under 43
it were certain that every 51
it were covered with ashes 46
it were covered with blood 55
it were covered with grief 66
it were covered with water 45
it were covered with white 79
it were crowded with people 50
it were endowed with reason 44
it were gathered and about 47
it were granted that every 43
it were located ten miles 49
it were somehow her fault 111
it were somehow his fault 225
it were stained with blood 48
it were studded with rough 49
it were stuffed with rocks 108
it were sweeter than honey 85
it what dignity you please 242
it will account for about 112
it will achieve its goals 172
it will attract and carry 43
it will attract and repel 44
it will combine with water 52
it will concern you while 76
it will conquer and drive 81
it will consist with either 81
it will deceive our hopes 73
it will enchain and crush 40
it will endanger any point 85
it will increase its speed 47
it will operate with equal 133
it will possess any given 79
it will receive its final 115
it will receive its share 47
it will relieve his mother 67
it will require six months 50
it will require ten times 43
it will require ten votes 41
it will retrace its steps 40
it will satisfy his needs 50
it will survive and thrive 67
