cam opens and closes 58
can watch this happen 70
can watch you better 52
can water his horses 50
can weaken our immune 64
can weather all storms 55
can weigh and measure 1646
can weigh but little 283
can weigh his trifle 103
can whoop and holler 45
can widen and deepen 214
can wield for attack 79
can write and cipher 55
can write and direct 50
can write and obtain 76
can write and record 44
can write and refuse 85
can write and revise 44
can write and submit 57
can write any number 322
can write any vector 58
can write but little 608
can write but seldom 85
can write can recall 45
can write for further 115
can write its output 40
can write may answer 98
can write off losses 86
can write one letter 98
can write our result 58
can write rings around 190
can write six quarto 50
can write that letter 54
can write that without 40
can write them without 308
can write this letter 162
can write this matrix 43
can write this number 71
can write this reaction 61
can write this result 404
can write this system 136
can write this vector 52
can write this without 66
can write with greater 117
can yield any number 47
can yield any profit 49
can yield but little 256
can yield far greater 47
can yield this result 43
cap edged with silver 146
cap screw and washer 153
cap under his cocked 107
cap under his turban 43
cap which had fallen 136
cap which was placed 44
cap which was pulled 111
cap while she called 273
cap would not remain 65
car about two blocks 95
car after car passed 66
car after car pulled 41
car after his arrest 65
car again and looked 43
car again and pulled 87
car again and turned 49
car again and waited 43
car again and walked 76
car began its ascent 109
car bombing that killed 99
car could get through 310
car could not follow 121
car could not handle 45
car could not travel 82
car crash that killed 897
car dealer and bought 90
car doors and walked 55
car doors are closed 60
car doors are locked 140
car doors are opened 67
car doors being opened 102
car drags you around 94
car drove off toward 57
car engine and turned 47
car first and opened 41
car horns and shouts 42
car horns and sirens 227
car loans and credit 573
car makes and models 225
car miles per gallon 154
car moved off slowly 71
car moved off through 51
car needs new brakes 61
car owned and driven 235
car owner and driver 150
car parking and access 156
car parking and public 42
car parks and access 49
car parks and picnic 264
car parks and public 233
car parks and shopping 213
car phone and called 547
car pools and public 77
car rather than another 252
car rather than public 100
car right this minute 143
car sales and repair 92
car shall not exceed 118
car until she reached 50
car until they reached 118
car waiting for someone 71
car which had already 133
car which had become 42
car which had broken 151
car which had caused 56
car which had driven 106
car which had passed 136
car which had pulled 117
car which had struck 49
car which has already 43
car which has become 73
car which has broken 60
car which they neither 205
car which was already 147
car which was always 46
car which was blocking 43
car which was carrying 85
car which was driven 255
car which was fitted 42
car which was loaded 44
car which was parked 1801
car which was speeding 41
car which was standing 317
car which was stolen 49
car which was struck 77
car while being driven 99
car while his friend 50
car while she waited 57
car while she walked 44
car while they waited 56
car would not exceed 41
car wreck that killed 189
cat chose that moment 50
cat could not follow 51
cat feels with special 92
cat haply had seized 76
cat licking its kitten 93
cat which has learned 45
cling about his verbal 52
cling about its golden 49
cod liver oil before 143
cod liver oil should 677
cod liver oil therapy 79
cod liver oil without 137
cop shows and movies 58
cow might not attack 43
cow moose with calves 46
cow which had calved 67
cow which had fallen 47
cow which has calved 99
cow which his client 52
cow which was killed 66
cow which was thought 43
cry aloud for murder 50
cry aloud for relief 106
cry aloud for remedy 214
cry either for something 214
cry longer and harder 43
cry longer and louder 42
cry which had already 45
cry which had arisen 40
cry which had reached 89
cry which has become 40
cry which rang through 118
cry which was almost 46
cry which was raised 509
cub grows big enough 41
cup aside and looked 42
cup aside and reached 47
cup bleach per gallon 55
cup bound with silver 58
cup diced red pepper 385
cup dried red kidney 314
cup flour for dredging 197
cup olive oil kosher 189
cup olive oil preheat 189
cup strong hot coffee 145
cup sugar and butter 113
cup sugar cup butter 49
cup sweet red pepper 323
cup water and simmer 465
cup which was filled 48
cup which was handed 220
cup which was passed 59
cut about six inches 518
cut about ten inches 42
cut about two inches 1103
cut above his fellow 89
cut apart and pasted 332
cut apart and placed 77
cut apple and potato 61
cut basis for deciding 92
cut cause and effect 375
cut close and square 55
cut costs and become 351
cut costs and ensure 67
cut costs and expand 290
cut costs and prices 535
cut costs and raised 94
cut costs and reduce 1167
cut costs and remain 260
cut costs and thereby 255
cut dress that showed 96
cut easily and cleanly 54
cut edges are turned 108
cut funding for public 82
cut glass and silver 1280
cut grass for fodder 167
cut grass for thatching 264
cut green for cattle 84
cut green for fodder 370
cut green for forage 98
cut green for horses 51
cut green for silage 96
cut holes for sounding 153
cut leaves and yellow 52
cut loose and drifting 58
cut loose and turned 74
cut loose with another 310
cut nails and spikes 65
cut rather than pulled 103
cut rather than untied 70
cut ropes and changed 40
cut round six inches 53
cut short all around 49
cut short all debate 109
cut short all further 993
cut short all parley 47
cut short and buried 78
cut short and combed 1036
cut short and curled 992
cut short and driven 104
cut short and parted 783
cut short and permed 179
cut short and placed 89
cut short and pushed 72
cut short and ragged 65
cut short and shaped 124
cut short and shaved 89
cut short and spiked 98
cut short and square 547
cut short and standing 96
cut short and styled 220
cut short and tucked 42
cut short and turned 136
cut short and without 65
cut short any further 1305
cut short for reasons 143
cut short her career 677
cut short her speech 216
cut short his active 56
cut short his career 6862
cut short his course 90
cut short his crimes 40
cut short his cruise 44
cut short his effort 60
cut short his flight 135
cut short his formal 95
cut short his further 59
cut short his heroic 50
cut short his labors 152
cut short his mission 64
cut short his oration 49
cut short his prayer 55
cut short his public 51
cut short his second 59
cut short his sermon 90
cut short his speech 1915
cut short his summer 48
cut short his tenure 253
cut short his tirade 44
cut short his training 47
cut short his useful 90
cut short his visits 133
cut short its career 307
cut short its course 108
cut short long before 77
cut short that career 40
cut short this effort 49
cut short with something 48
cut sinus and aortic 131
cut smooth and gilded 54
cut stock and findings 631
cut stone and bricks 91
cut stone and marble 135
cut stone and mortar 75
cut stone and rubble 103
cut stone and timber 50
cut stone for building 71
cut taxes and expand 99
cut taxes and public 120
cut taxes and reduce 459
cut taxes and spending 345
cut taxes for middle 42
cut throat and dewlap 49
cut trees and bushes 51
cut trees and shrubs 137
cut trees for building 121
cut trees for lumber 259
cut trees for timber 128
cut wages and lengthen 111
cut wages and prices 118
cut wages and reduce 169
cut waste and reduce 85
cut which was always 53
cut wider and deeper 115
cut within two inches 42
