cabin door closed behind 200
crops from insect damage 84
crops like citrus fruits 47
crops were raised without 42
crown gall disease caused 116
crown their mutual wishes 95
crush down uneven places 122
crush their common victim 53
crust from mantle driven 57
crust have arisen through 46
curly hair sticking through 155
curve also passes through 94
curve also shifts upward 67
cutting back public spending 97
cutting deep gorges through 65
cutting edge turned toward 105
cutting from without inward 167
cutting such timber belonging 52
cutting their cables whereon 57
cycle kept repeating itself 95
cycle ocean thermal energy 91
