cabbage into quarters and 107
contain more vitamins than 193
contain much evidence that 157
contain much glycogen and 57
contain much moisture and 60
contain much valuable and 222
contain nine calories per 68
contain nothing whatever that 41
contain only elements that 109
contain only hydrogen and 416
contain only materials that 41
contain only nitrogen and 72
contain only variables and 56
contain other elements and 123
contain other elements than 101
contain other elements that 363
contain other materials that 105
contain other pigments that 107
contain other vitamins and 43
contain some beautiful and 46
contain some children who 50
contain some elements that 864
contain some evidence for 46
contain some evidence that 226
contain some materials that 44
contain some minerals and 42
contain some moisture and 57
contain some passages that 56
contain some patients who 124
contain some potential for 46
contain some provision for 595
contain some questions that 99
contain some valuable ore 50
contain some vitamins and 91
contain their ambitions and 44
contain their contempt for 52
contain their curiosity and 62
contain their enthusiasm for 127
contain these elements and 109
contain these elements are 49
contain those elements that 176
contain three distinct and 43
contain user accounts and 141
contain very detailed and 55
contend more directly with 56
contend more earnestly for 46
contend more fiercely for 50
contend more fiercely than 116
contend most earnestly for 61
content also decreases with 47
content also increased with 58
content also increases with 121
content also suggests that 83
content most suitable for 42
content their curiosity with 245
content were selected for 54
content when compared with 938
contest only afforded him 42
contest there involved was 55
context also suggests that 276
context free grammars and 46
context free grammars are 48
context here suggests that 362
context when compared with 91
contour line connects all 148
control also requires that 139
control among patients with 84
control bank reserves and 181
control body functions and 162
control body movement and 40
control cash receipts and 52
control during processing and 104
control during treatment and 41
control flow analysis and 153
control food supplies and 97
control from washington and 139
control fuel delivery and 46
control grid negative with 74
control here asserted does 161
control mice injected with 364
control more absolute than 51
control more apparent than 40
control more complete than 40
control other variables that 194
control over accounting and 73
control over accounts and 106
control over activity and 57
control over admission and 113
control over agencies and 99
control over agencies that 40
control over american and 94
control over appetite and 92
control over artistic and 83
control over attention and 178
control over behaviors that 128
control over benefits and 140
control over branches and 89
control over business and 1193
control over business has 40
control over business that 44
control over business was 62
control over children and 1252
control over children than 46
control over children that 50
control over children was 187
control over children who 114
control over churches and 90
control over citizens and 86
control over colleges and 76
control over colonies and 57
control over commerce and 1054
control over commerce was 71
control over commerce with 117
control over contacts with 68
control over criminal law 145
control over cultural and 177
control over currency and 379
control over decisions and 1315
control over decisions are 41
control over decisions that 1677
control over diagnosis and 46
control over direction and 208
control over distance and 48
control over doctrine and 50
control over domestic and 647
control over domestic oil 49
control over economic and 3123
control over education and 3762
control over education are 40
control over education for 127
control over education had 76
control over education has 409
control over education than 107
control over education that 176
control over education was 974
control over elections and 319
control over elections has 42
control over elections was 43
control over emotional and 62
control over essential raw 103
control over everyone and 261
control over expenses and 85
control over exposure and 261
control over external and 171
control over external things 64
control over families and 43
control over finances and 1017
control over finances was 93
control over financial and 858
control over formatting and 52
control over functions that 196
control over hardware and 65
control over heredity and 97
control over highways and 85
control over impulses and 616
control over industry and 2880
control over industry are 46
control over industry had 52
control over industry than 64
control over industry that 48
control over industry was 225
control over inflation and 209
control over inflation was 84
control over interest and 96
control over internal and 559
control over literary and 70
control over lombardy and 68
control over macedonia and 41
control over machines and 57
control over managers and 105
control over manchuria and 833
control over manpower and 235
control over marriages and 125
control over materials and 672
control over materials that 96
control over medicine has 56
control over migration and 75
control over military and 1070
control over mobility and 41
control over monetary and 384
control over movement and 439
control over networks and 50
control over officers and 110
control over officials and 205
control over offshore oil 169
control over operation and 110
control over outcomes and 478
control over outcomes than 82
control over outcomes that 167
control over passenger and 42
control over patients and 83
control over payments and 111
control over personal and 220
control over physical and 676
control over physical things 104
control over policies and 752
control over policies that 262
control over politics and 746
control over pollution and 47
control over positive and 111
control over practice and 173
control over problems and 59
control over problems that 111
control over processing and 305
control over products and 256
control over programs and 293
control over programs that 157
control over projects and 201
control over projects that 90
control over promotion and 83
control over property and 2705
control over property for 46
control over property has 47
control over property than 76
control over property that 410
control over property they 145
control over property was 281
control over purchase and 148
control over purchasing and 282
control over quantity and 99
control over railways and 95
control over receipts and 290
control over relations with 567
control over religious and 277
control over reserves and 63
control over resource use 702
control over revenues and 819
control over salaries and 267
control over scheduling and 313
control over scotland and 41
control over security and 509
control over selection and 337
control over servants and 42
control over services and 547
control over strategy and 257
control over students and 169
control over students who 43
control over subjects and 97
control over supplies and 496
control over symptoms and 90
control over thickness and 87
control over treatment and 165
control over urination and 102
control over variables and 275
control over variables that 292
control over villages and 64
control over whatever god 60
control over whatever they 97
control over yourself and 733
control over yourself than 61
control rats injected with 257
control room equipped with 102
control room operator and 49
control room operator was 49
control their activity and 86
control their appetite and 149
control their appetite for 126
control their attention and 273
control their behaviors and 201
control their bladders and 70
control their children and 788
control their children are 44
control their children than 44
control their children with 59
control their condition with 42
control their contacts with 47
control their decisions and 54
control their direction and 67
control their economic and 120
control their emotional and 105
control their families and 121
control their finances and 89
control their formation and 48
control their husbands and 46
control their impulses and 1411
control their internal and 89
control their mobility and 47
control their movement and 137
control their operation and 121
control their partners and 52
control their personal and 81
control their physical and 141
control their policies and 165
control their property and 162
control their relations with 442
control their schedule and 67
control their seizures with 142
control their servants and 42
control their situation and 62
control their subjects and 161
control their symptoms and 339
control their symptoms with 170
control theory predicts that 246
control theory proposes that 426
control theory suggests that 871
control these elements and 87
control these functions and 42
control these functions are 109
control these impulses and 61
control these problems and 116
control these variables and 63
control those variables that 163
control unit controls and 50
control unit designed for 44
control unit equipped with 45
control unit provides for 95
control were combined with 56
control were compared with 55
control were essential for 45
control were provided for 40
control when combined with 228
control when compared with 616
control will probably not 245
control your appetite and 183
control your appetite for 54
control your attention and 46
control your attitude and 86
control your computer and 148
control your expenses and 40
control your impulses and 98
control your schedule and 40
control your symptoms and 132
convert from hinduism and 60
convert from paganism and 43
convert into distinct and 100
convert into practice our 52
convert pope nicholas iii 73
convert their attention and 73
convert their husbands and 40
conveying ideas salutary for 52
conveying their property and 109
conveys more entirely than 50
convoys were attacked and 88
coronal mass ejections and 512
coronal mass ejections are 183
coronal mass ejections that 116
corpses cold blossoms and 45
corpses were produced with 171
corpses were stripped and 53
correct ideas concerning his 70
correct many mistakes and 114
correct past mistakes and 530
correct some mistakes and 98
correct such mistakes and 115
correct such problems and 86
correct their children and 52
correct their children for 274
correct their mistakes and 1954
correct their mistakes with 42
correct their problems and 101
correct their servants with 53
correct these mistakes and 383
correct these problems and 759
correct these problems are 141
correct these problems with 143
correct those mistakes and 239
correct those mistakes that 41
correct those problems and 50
correct wave functions for 70
correct when compared with 133
correct your mistakes and 618
corrupt city officers for 44
corrupt city officials and 44
corrupt union officials and 78
costume more suitable for 70
couches were prepared for 50
council also declared that 134
council also demanded that 42
council also insisted that 85
council from disturbing men 59
council made provision for 50
council only answered his 51
council only included men 53
council were desirous that 80
council were informed that 182
council were invested with 90
council were occupied with 47
council were reserved for 69
counsel from yourself and 44
counsel must remember that 180
counsel were informed that 210
counsel were retained for 51
counted more valuable than 56
counter cold remedies and 246
counter drug products that 391
counter these problems and 97
country been effected than 41
country came anywhere near 61
country came requests for 50
country desk officers and 107
country ever produced and 46
country ever produced was 53
country folk believed that 134
country free otherwise than 357
country from australia and 60
country from complete and 73
country from confusion and 47
country from conquest and 132
country from developing its 62
country from disaster and 154
country from disgrace and 105
country from disorder and 58
country from economic and 122
country from external and 69
country from external foes 52
country from fulfilling its 56
country from honduras and 53
country from idolatry and 134
country from internal and 141
country from perdition and 46
country from scotland and 222
country from washington and 91
country giving lectures and 221
country giving speeches and 135
country have admitted that 122
country have afforded him 84
country have ascended this 44
country have declared that 175
country have literary men 49
country have provided for 78
country have reported that 139
country into conflict with 197
country into confusion and 413
country into conquest may 268
country into conscious and 57
country into counties and 132
country into disaster and 92
country into disorder and 136
country into distress and 58
country into economic and 105
country into hundreds and 77
country into pakistan and 120
country into recession and 45
country less prepared than 43
country life movement and 103
country like australia and 54
country like australia can 62
country like australia has 58
country like australia with 100
country like indonesia with 45
country like pakistan and 60
country like pakistan can 123
country like pakistan has 43
country like pakistan with 91
country like trinidad and 76
country like wildfire and 55
country like wildfire that 98
country making speeches and 239
country making speeches for 70
country more beautiful and 140
country more beautiful than 356
country more cheerful and 98
country more desolate than 131
country more entirely than 48
country more fluently than 49
country more infested than 42
country more populous than 63
country more powerful than 136
country more seriously than 45
country more severely than 56
country more suitable for 111
country most suitable for 146
country must maintain its 76
country must register with 52
country must remember that 111
country risk analysis and 257
country risk analysis for 143
country road bordered with 56
country south carolina and 242
country their goodwill and 56
country town compared with 41
country very beautiful and 41
country very suitable for 41
country well prepared for 43
country well provided with 119
country well supplied with 853
country were affected with 44
country were arrested and 197
country were attacked and 79
country were attended with 45
country were captured and 51
country were combined with 65
country were compared with 52
country were eligible for 58
country were equipped with 153
country were examined and 55
country were exchanged for 49
country were infected with 82
country were infested with 73
country were informed that 66
country were intended for 40
country were numerous and 99
country were occupied with 71
country were prepared for 116
country were probably not 48
country were provided for 50
country were provided with 215
country were received and 41
country were received with 46
country were regarded with 47
country were required for 194
country were reserved for 60
country were rewarded with 75
country were selected and 53
country were selected for 170
country were startled out 93
country were suitable for 47
country were supplied with 132
country were surveyed and 48
country were threatened with 317
country when compared with 379
country when threatened with 80
country will continue for 55
country will continue its 142
country will discover that 92
country will dispense with 47
country will maintain its 102
country will maintain our 41
country will perceive that 43
country will probably not 177
country will remember that 141
country will remember with 54
country will remember you 46
coupled mode equations are 82
coupled mode equations for 157
coupled more recently with 44
coupled rate equations for 156
coupled these promises with 40
coupled wave equations are 132
coupled wave equations for 256
couples have children and 132
couples have problems with 51
couples have reported that 145
couples want children and 47
couples were compared with 106
couples were eligible for 53
couples were provided with 70
couples were selected for 50
coupons were exchanged for 53
coupons were required for 55
courage were borrowed and 50
courses dealing directly with 87
courses like engineering and 69
courses like medicine and 60
courses more advanced than 71
courses more relevant and 53
courses more suitable for 47
courses teach students how 99
courses were combined with 47
courses were compared with 73
courses were designed and 158
courses were designed for 356
courses were designed with 51
courses were intended for 123
courses were prepared for 49
courses were provided for 464
courses were replaced with 40
courses were required and 85
courses were required for 207
courses were reserved for 47
courses were selected for 80
courses when compared with 41
courtly love tradition and 455
courtly love tradition that 158
covered less distance than 53
covered many subjects and 91
covered more distance than 116
covered over entirely with 81
covered their genitals with 95
covered their surfaces with 58
covered very sparsely with 50
cowards have betrayed her 42
cracked open slightly and 40
cramped into barracks and 66
cramped living quarters and 588
cramped living quarters for 112
cramped living quarters with 109
creative arts therapies and 95
creative arts therapies are 97
creature flew straight for 90
creature more beautiful than 105
creature more helpless than 66
creature more impudent than 74
creature more powerful than 52
creature most beautiful and 52
creature must dispense with 46
creature when compared with 187
credits were earmarked for 42
credits were extended for 77
credits were extended that 79
credits were provided for 98
credits were required for 89
criteria just mentioned are 42
criteria were combined with 53
criteria were compared with 101
criteria were designed for 85
criteria were eligible for 54
criteria were employed for 140
criteria were proposed for 214
criteria were provided for 120
criteria were required for 133
criteria were reviewed and 53
criteria were selected and 64
criteria were selected for 325
criteria were utilized for 47
criteria when compared with 78
critics also asserted that 116
critics also believed that 206
critics also complain that 192
critics also maintain that 291
critics have accepted his 50
critics have accepted that 104
critics have accepted this 146
critics have admitted that 355
critics have affirmed that 265
critics have answered this 45
critics have asserted that 2626
critics have attacked him 133
critics have attacked his 107
critics have attacked this 116
critics have believed that 487
critics have cautioned that 94
critics have censured him 57
critics have compared her 86
critics have compared him 207
critics have compared his 71
critics have compared this 96
critics have compared with 56
critics have conceded that 234
critics have credited him 85
critics have declared that 1033
critics have demanded that 136
critics have disputed this 50
critics have excluded wit 55
critics have extended this 70
critics have followed him 143
critics have followed his 87
critics have followed this 89
critics have grappled with 63
critics have imagined that 352
critics have inferred that 303
critics have insisted that 1914
critics have lamented that 130
critics have mentioned that 97
critics have mistaken for 79
critics have objected that 1389
critics have observed how 72
critics have observed that 3035
critics have observed this 45
critics have proposed that 509
critics have regarded him 94
critics have regarded his 90
critics have regarded them 64
critics have regarded this 165
critics have rejected this 97
critics have remarked how 45
critics have remarked that 1352
critics have remarked with 50
critics have stressed that 282
critics have supposed him 53
critics have supposed that 1607
critics have supposed two 57
critics have surmised that 126
critics have wondered how 100
critics have wondered why 162
critics have wrestled with 67
critics like richards and 53
critics must remember that 246
critics were appalled that 40
critics were arrested and 40
critics were obsessed with 43
critics were silenced and 60
critics were suggesting that 225
critics will complain that 150
critics will disagree with 65
critics will maintain that 97
critics will probably not 41
critics will probably say 42
crooked made straight and 91
crooked paths straight and 82
crooked ways straight and 131
crossed into kentucky and 70
crossed into macedonia and 60
crossed into maryland and 191
crossed lake michigan and 119
crossed south mountain and 63
crossed their bayonets and 43
crosses these unharmed and 92
crowded into churches and 61
crowded living quarters and 366
crowned poets wherever they 51
crowned your patience and 67
crusade into splendid and 72
crystal ball suggests that 55
crystal size increases with 75
culture also suggests that 142
culture from patients with 254
culture from politics and 104
culture have bestowed this 48
culture have observed that 90
culture have suffered but 77
culture into folklore and 50
culture media designed for 53
culture media employed for 71
culture media enriched with 48
culture media required for 42
culture media suitable for 75
culture more advanced than 192
culture more apparent than 100
culture more directly than 65
culture more seriously than 61
culture most earnestly and 46
culture were compared with 60
culture were infected with 50
culture were pedantic and 51
culture were positive for 55
culture when compared with 232
culture will probably not 73
current aids epidemic has 46
current also increases and 142
current also increases with 286
current among educated men 142
current among literary men 43
current bank accounts and 47
current best estimate for 165
current best evidence for 47
current best practice and 236
current best practice for 181
current cash receipts and 140
current cost accounting and 169
current cost accounting are 50
current cost accounting for 58
current cost accounting was 53
current data indicate that 2101
current data suggests that 490
current flow direction and 68
current gain decreases with 65
current gain increases with 74
current gift includes all 44
current gold standard for 514
current good practice and 89
current health policies and 58
current health problems and 228
current health problems are 77
current health situation and 43
current help provided for 80
current ideas concerning them 52
current into hydrogen and 129
current life problems and 120
current life situation and 699
current life situation are 46
current life situation that 164
current life situation with 49
current life stresses and 56
current living expenses and 129
current living situation and 236
current more powerful than 45
current news articles and 72
current north american and 52
current osha standard for 58
current rate exceeded this 45
current ratio suggests that 47
current rule provides that 88
current theory predicts that 119
current theory proposes that 137
current theory suggests that 702
current view suggests that 153
current when compared with 60
current will continue for 86
current will generate heat 44
current wind direction and 50
current work situation and 125
current work suggests that 444
curtail their economic and 71
curtain back slightly and 45
cushions were provided for 72
custody till catiline was 78
customs duty exemption for 75
customs were observed and 55
cynical view suggests that 114
cypress into amaranths for 54
