particle a force equal 46
provides a valid method 90
provides a valid model 104
provides a valid reason 110
provides a value which 92
provides a venue where 106
provides a viable basis 194
provides a viable method 164
provides a viable model 92
provides a viable option 182
provides a vital basis 45
provides a vital forum 48
provides a vivid image 262
provides a vivid sense 140
provides a waiting period 41
provides a warning about 131
provides a water route 92
provides a whole array 52
provides a whole bunch 40
provides a wider array 60
provides a wider basis 64
provides a wider field 258
provides a wider scope 103
provides a wider social 43
provides a working basis 139
provides a working guide 55
provides a working model 546
provides a working space 58
provides a world forum 42
province a wheel within 57
provoked a fresh burst 69
provoked a fresh round 104
provoked a hearty laugh 121
provoked a light laugh 59
provoked a major change 58
provoked a major split 48
provoked a reply which 48
provoked a sharp reply 186
provoked a split within 149
provoked a steady stream 69
provoked a storm which 63
provoked a strong feeling 62
provoked a strong sense 50
publishing a cover story 41
publishing a daily paper 667
publishing a false libel 57
publishing a false story 67
publishing a first novel 180
publishing a green paper 53
publishing a house organ 128
publishing a joint paper 50
publishing a latin paper 40
publishing a libel knowing 54
publishing a libel which 43
publishing a novel about 75
publishing a paper about 57
publishing a paper which 182
publishing a penny paper 80
publishing a short essay 50
publishing a short story 247
publishing a small paper 88
publishing a steady stream 136
publishing a story about 324
publishing a story which 70
publishing a white paper 326
punished a whole class 91
punished a whole people 55
purchase a burial place 52
purchase a daily paper 82
purchase a farthing paper 44
purchase a first class 76
purchase a fixed asset 101
purchase a fresh stock 69
purchase a given brand 60
purchase a horse which 60
purchase a house costing 46
purchase a house under 143
purchase a house which 101
purchase a house within 64
purchase a large block 766
purchase a large house 496
purchase a large order 59
purchase a large piece 161
purchase a large share 246
purchase a large stock 152
purchase a large tract 2128
purchase a lucky charm 86
purchase a major piece 125
purchase a money order 539
purchase a newer model 45
purchase a rolls royce 66
purchase a slave woman 41
purchase a small house 477
purchase a small piece 609
purchase a small ranch 42
purchase a small share 85
purchase a small stock 71
purchase a small strip 42
purchase a small tract 149
purchase a sound which 43
purchase a study guide 44
purchase a water right 50
purchasing a given brand 73
purchasing a house which 40
purchasing a large block 152
purchasing a large piece 43
purchasing a large share 53
purchasing a large tract 469
purchasing a money order 72
purchasing a salad spoon 50
purchasing a small house 116
purchasing a small piece 84
