paced hand movements in 147
people were permitted to 5279
people were perplexed by 99
people were persuaded by 304
people were persuaded of 133
people were persuaded to 1555
people were plundered by 63
people were plundered of 64
people were plundered on 60
people were portrayed as 880
people were portrayed by 50
people were portrayed in 195
people were possessed by 408
people were possessed of 735
people were powerless to 430
people were precisely as 42
people were precisely the 50
people were predicted to 53
people were presented as 393
people were presented in 150
people were presented to 399
people were preserved by 76
people were preserved in 101
people were pressured to 126
people were prevailed on 40
people were prevented by 177
people were primarily the 46
people were primitive in 40
people were prisoners in 68
people were prisoners of 112
people were prominent in 162
people were protected by 532
people were protected in 121
people were published in 91
people were qualified to 280
people were quartered in 186
people were questioned as 133
people were questioned by 84
people were questioned in 134
people were questioned on 43
people were receptive to 553
people were recognizing the 41
people were recruited as 202
people were recruited by 130
people were recruited in 142
people were recruited to 505
people were reflected in 202
people were regulated by 123
people were relatives of 92
people were relegated to 365
people were relocated in 141
people were relocated to 280
people were reluctant or 41
people were reluctant to 6448
people were requested to 816
people were resentful of 100
people were resettled in 466
people were resettled on 69
people were resettled to 46
people were residents of 158
people were resistant to 193
people were respected in 61
people were satisfied by 136
people were satisfied if 67
people were satisfied in 125
people were satisfied of 44
people were satisfied or 59
people were satisfied to 614
people were scattered at 100
people were scattered by 49
people were scattered in 1291
people were scattered on 131
people were scattered so 59
people were scattered to 195
people were scheduled to 229
people were sensitive to 351
people were sentenced by 49
people were sentenced in 94
people were sentenced to 2311
people were separated by 301
people were separated to 43
people were shattered by 43
people were sheltered in 90
people were skeptical at 44
people were skeptical of 421
people were socialized to 77
people were sometimes at 55
people were sometimes in 47
people were sometimes so 53
people were sometimes to 41
people were somewhere in 61
people were sovereign in 89
people were speculating as 64
people were speculating on 200
people were staggered by 60
people were stretched on 71
people were subjected by 193
people were subjected in 160
people were subjected to 4933
people were submerged in 58
people were submitted to 153
people were subscribing to 42
people were succeeded by 76
people were sufferers by 58
people were summarizing the 44
people were supported by 517
people were supported in 136
people were surprised at 1254
people were surprised by 1061
people were surprised in 65
people were surprised to 2472
people were surrounding the 76
people were survivors of 45
people were suspected of 484
people were suspended in 41
people were suspicious of 1983
people were sustained by 139
people were sustained in 70
people were swallowed up 879
people were telephoning to 57
people were terrified at 223
people were terrified by 472
people were terrified of 716
people were terrified to 111
people were themselves in 63
people were themselves the 214
people were themselves to 91
people were thenceforth to 44
people were thoroughly in 122
people were throughout the 41
people were tolerated in 47
people were tormented by 177
people were tributary to 62
people were unanimous in 2052
people were uncertain as 92
people were uncertain of 78
people were unfaithful to 60
people were uninsured in 41
people were unsettled by 40
people were untouched by 184
people were victorious in 51
people were witnesses of 133
people were witnesses to 170
people were wonderful to 134
people when assembled in 93
people when necessary in 222
people when subjected to 69
people when submitted to 55
people will acquiesce in 124
people will appreciate it 260
people will appreciate the 628
people will assuredly be 54
people will assuredly do 155
people will attribute the 80
people will attribute to 60
people will celebrate the 131
people will certainly be 705
people will congregate in 99
people will cooperate if 59
people will cooperate in 179
people will cooperate to 60
people will criticize me 79
people will criticize the 66
people will cultivate the 52
people will determine the 337
people will determine to 53
people will doubtless be 184
people will eliminate the 72
people will encounter in 87
people will encounter the 62
people will generally be 459
people will generally do 52
people will gradually be 108
people will gravitate to 187
people will henceforth be 126
people will increasingly be 126
people will influence the 115
people will interpret it 118
people will interpret the 333
people will introduce it 49
people will invariably be 70
people will naturally be 510
people will naturally do 65
people will penetrate the 41
people will persevere in 59
people will pronounce it 55
people will pronounce the 42
people will recognize as 325
people will recognize in 94
people will recognize it 341
people will recognize me 137
people will recognize the 944
people will recognize us 48
people will represent the 104
people will sacrifice the 50
people will sometimes be 148
people will sometimes do 97
people will sometimes go 107
people will specialize in 86
people will subscribe to 177
people will themselves be 116
people will typically be 59
people will undertake the 61
people will undertake to 162
people will volunteer to 157
people wore ornaments of 43
people work primarily to 44
people work themselves to 70
people work themselves up 116
people wrap themselves in 388
people wrap themselves up 44
peril very difficult of 49
period also attempted to 41
period also continued to 89
period also indicates the 50
period also reflected the 194
period also witnessed an 462
period also witnessed the 9784
period also witnesses the 110
period bears testimony to 111
period been permitted to 60
period been subjected to 98
period best described as 74
period came increasingly to 52
period felt compelled to 51
period from alexander the 162
period from alexander to 217
period from antiquity to 313
period from aristotle to 141
period from augustine to 94
period from childhood to 776
period from christmas to 310
period from completion of 215
period from conception to 1379
period from descartes to 297
period from discharge to 53
period from discovery of 42
period from discovery to 62
period from emergence to 212
period from feudalism to 204
period from midsummer to 48
period from pentecost to 79
period from preschool to 107
period from september of 58
period from september to 3893
period from seventeen to 96
period from submission of 113
period from thanksgiving to 88
period gave expression to 70
period have attempted to 128
period have continued in 56
period have continued to 329
period have described the 55
period have preferred to 63
period have preserved the 43
period have succeeded in 62
period lend themselves to 62
period lent themselves to 51
period lies precisely in 49
period lifo inventory at 51
period made memorable by 42
period made necessary by 43
period make reference to 62
period more difficult to 40
period more favorable to 77
period more propitious to 40
period most favorable to 173
period most interesting to 186
period most sensitive to 97
period must certainly be 62
period must generally be 50
period there continued to 213
period there developed an 67
period there developed in 42
period there developed the 109
period took advantage of 122
period took possession of 72
period upon completion of 197
period very difficult to 75
period were abandoned in 47
period were addressed to 131
period were allocated to 53
period were attracted by 61
period were attracted to 71
period were available in 64
period were available to 57
period were collected by 80
period were collected in 164
period were committed by 65
period were committed to 134
period were compelled to 166
period were completed by 57
period were conceived in 64
period were concerned to 44
period were conducive to 69
period were conducted by 129
period were conducted in 115
period were contained in 49
period were continued in 74
period were converted to 80
period were dedicated to 116
period were dependent on 63
period were described as 215
period were described by 129
period were described in 97
period were destroyed by 200
period were destroyed in 203
period were developed the 58
period were different in 59
period were difficult to 81
period were discussed by 40
period were discussed in 94
period were disturbed by 42
period were dominated by 702
period were estimated as 163
period were estimated at 344
period were estimated by 88
period were estimated to 199
period were excavated at 45
period were excavated in 96
period were expressed in 83
period were favorable to 87
period were forbidden to 44
period were generally of 102
period were generated by 55
period were graduates of 50
period were identical to 48
period were important in 99
period were impressed by 66
period were incapable of 67
period were motivated by 141
period were necessary to 47
period were occasioned by 58
period were organized in 65
period were perceived as 87
period were performed by 73
period were performed in 49
period were permitted to 178
period were possessed of 60
period were presented by 55
period were presented in 62
period were presented to 81
period were preserved by 59
period were preserved in 82
period were published as 63
period were published by 162
period were published in 558
period were recovered in 50
period were reflected in 403
period were reluctant to 143
period were sensitive to 54
period were sponsored by 43
period were subjected to 587
period were submitted to 58
period were succeeded by 121
period were supported by 87
period were unanimous in 71
period were uncovered in 82
period when conception is 185
period when conditions in 55
period when criticism of 55
period when delusional or 138
period when determining the 65
period when equipment is 40
period when everybody is 52
period when knowledge is 45
period when knowledge of 162
period when opposition to 88
period when parliament is 240
period when pregnancy is 55
period when production is 266
period when production of 71
period when standards of 59
period when subjected to 67
period when throughout the 43
period when vegetation is 76
period when virtually no 57
period will certainly be 123
period will determine the 295
period will doubtless be 54
period will generally be 286
period will influence the 151
period will naturally be 41
period will recognize the 82
period will represent the 78
period will sometimes be 42
period will typically be 46
pesos were allocated to 42
pesos were collected in 43
petty gain disdained by 102
petty theft committed by 57
phase also witnessed the 119
phase angle expressed in 103
phase find themselves in 49
phase flow phenomena in 53
phase gene expression by 62
phase gene expression in 94
phase gene regulation in 90
phase load connected to 61
phase were discussed in 43
phase were harvested by 70
phase were published in 41
phase were separated by 40
phase were subjected to 61
phase when subjected to 67
phase will determine the 198
phase will generally be 71
phase will influence the 81
phase will transform to 43
phone cord stretched to 41
phone line connected to 226
phone line connection to 85
phone line dedicated to 104
phone line installed in 156
piece must represent the 74
piece will certainly go 52
piece will determine the 61
piers were completed in 74
piers were connected by 70
piety most certainly do 42
piety were displayed in 43
piled like mountains on 70
piles were installed at 41
piles were installed by 67
piles were installed in 193
piles were subjected to 96
pills were developed in 42
pilot took advantage of 44
pinning down precisely the 40
pinning were necessary to 52
pipes were connected by 45
pipes were connected to 229
pipes were installed at 64
pipes were installed in 306
pipes were installed to 152
pipes were subjected to 64
pitch upon rochester as 42
place among believers in 88
place among christians in 42
place among christians of 89
place among countries of 43
place among historians of 85
place among novelists of 44
place among producers of 62
place during deposition of 128
place during intervals of 49
place during maturation of 49
place during movements of 42
place during pregnancy in 52
place during pregnancy or 58
place ever memorable as 96
place from cambridge is 44
place from childhood to 55
place from conception to 76
place from exhaustion or 108
place from generation to 964
place from paralysis of 128
place from september to 403
place great obstacles in 285
place great pressures on 240
place heavy pressures on 56
place held previously by 53
place here throughout the 105
place high priorities on 143
place into california in 63
place made available to 47
place made memorable by 289
place many obstacles in 258
place more conducive to 422
place more destitute of 58
place more difficult of 45
place more difficult to 80
place more especially in 289
place more favorable to 123
place more generally in 79
place more gradually in 84
place more important to 65
place more naturally in 93
place more obstacles in 139
place more resources at 47
place most conducive to 95
place most difficult to 66
place most favorable to 112
place most naturally at 53
place must certainly be 250
place must determine the 70
place must naturally be 74
place once dedicated to 41
place once inhabited by 100
place only indicated by 48
place other conditions on 51
place over centuries in 40
place over distances of 391
place over intervals of 41
place some advantage in 124
place some conditions on 272
place some documents in 247
place some limitation on 818
place some obstacles in 123
place some restraint on 652
place some structure on 49
place such discretion in 63
place such obstacles in 182
place their addresses on 597
place their advertising in 171
place their affections on 743
place their allegiance in 41
place their allegiance to 237
place their arguments in 132
place their candidate in 91
place their candidate on 50
place their daughters in 708
place their destinies in 206
place their discussion of 41
place their economies on 119
place their employees in 47
place their equipment in 54
place their existence in 207
place their expertise at 93
place their graduates in 476
place their happiness in 2780
place their influence at 83
place their interests in 779
place their knowledge at 237
place their knowledge in 52
place their knowledge of 130
place their liberties at 62
place their operations on 111
place their opponents in 66
place their opposition on 60
place their possessor in 51
place their priorities on 110
place their relatives in 205
place their resources at 380
place their resources in 258
place their responses in 93
place their shoulders to 91
place their valuables in 63
place there developed the 51
place these arguments in 95
place these conditions in 124
place these countries in 201
place these countries on 102
place these documents in 239
place these organisms in 119
place these phenomena in 173
place these practices in 42
place these processes in 89
place these specimens in 86
place took advantage of 41
place took possession of 180
place upon completion of 433
place upon themselves in 52
place upon themselves the 40
place upon themselves to 102
place very different to 43
place very difficult of 62
place very difficult to 136
place very generally in 44
place very gradually in 64
place very interesting to 44
place very privately on 45
place were abundance of 47
place were assembled at 73
place were collected on 53
place were compelled to 58
place were conjoined in 68
place were destroyed by 85
place were favorable to 102
place were permitted to 149
place were presented to 46
place were propitious to 96
place were reluctant to 48
place were subjected to 58
place when addressed to 129
place when considering the 185
place when fragments of 83
place when gunpowder is 58
place when necessary to 83
place when particles of 59
place when subjected to 56
place will certainly be 142
place will determine the 220
place will diversify the 96
place will doubtless be 65
place will generally be 73
place will influence the 102
place will naturally be 41
place your affections on 313
place your awareness in 56
place your awareness on 197
place your character in 173
place your character on 56
place your happiness in 196
place your interests in 122
place your signature on 145
placing great pressures on 52
placing heavy penalties on 47
placing many obstacles in 48
placing other obstacles in 65
placing said employees in 120
placing some limitation on 72
placing some restraint on 58
placing some snowdrops on 66
placing their daughters in 117
placing their expertise at 41
placing their graduates in 148
placing their happiness in 151
placing their interests in 48
placing their knowledge at 58
placing their relatives in 63
placing their resources at 87
placing these documents in 42
placing your happiness in 158
plain dealing distinguish us 179
plain dealing professed by 46
plain film appearance of 94
plain film evaluation of 113
plain gold engagement ring 78
plain rising gradually to 128
plain slab supported on 121
plain their opposition to 97
plain true character of 43
plain view throughout the 82
plain were destroyed by 82
plane angle subtended by 73
plane from amsterdam to 63
plane from california to 90
plane from frankfurt to 52
plane must intersect the 75
plane shear stiffness of 119
plane wave assumption is 64
plane wave component of 336
plane wave described by 111
plane wave generated by 52
plane wave modulated by 96
plane wave polarized in 127
plane wave progressing in 66
plane wave propagating at 160
plane wave propagating in 4596
plane wave propagating to 63
plane wave scattered by 100
plane when subjected to 48
plane will determine the 121
plane will evidently be 133
plane will generally be 57
plane will intersect the 585
plane will represent the 149
plans been developed to 41
plans give employees the 84
plans have attempted to 231
plans have continued to 147
plans have developed in 119
plans have succeeded in 171
plans lend themselves to 58
plans made available by 55
plans made available to 243
plans made necessary by 53
plans more difficult to 143
plans must generally be 59
plans must recognize the 53
plans take advantage of 88
plans took advantage of 52
plans were abandoned as 137
plans were abandoned in 230
plans were abandoned on 44
plans were announced at 78
plans were announced by 267
plans were announced in 580
plans were announced on 53
plans were announced to 3638
plans were available in 86
plans were available to 156
plans were challenged by 48
plans were completed at 49
plans were completed by 245
plans were completed he 67
plans were completed in 633
plans were completed on 80
plans were completed the 57
plans were completed to 228
plans were conceived as 122
plans were conceived by 81
plans were conceived in 160
plans were conceived to 99
plans were concerted to 114
plans were conducted in 45
plans were contained in 62
plans were curtailed by 48
plans were delivered to 86
plans were dependent on 106
plans were deposited in 79
plans were described as 216
plans were described in 109
plans were destroyed by 110
plans were destroyed in 52
plans were developed as 196
plans were developed at 101
plans were developed by 743
plans were developed in 1398
plans were developed on 213
plans were developed to 1393
plans were difficult to 104
plans were disclosed to 51
plans were discussed as 192
plans were discussed at 420
plans were discussed by 635
plans were discussed in 615
plans were discussed of 52
plans were discussed to 293
plans were disrupted by 438
plans were disturbed by 107
plans were dominated by 78
plans were effective in 48
plans were entrusted to 58
plans were estimated to 53
plans were exhibited in 56
plans were explained to 120
plans were expressed in 89
plans were finalized in 83
plans were finalized to 62
plans were forwarded by 41
plans were forwarded to 136
plans were furnished by 126
plans were motivated by 43
plans were necessary to 93
plans were negotiated in 44
plans were organized by 59
plans were organized in 50
plans were overruled by 43
plans were overtaken by 253
plans were overthrown by 93
plans were perceived as 82
plans were perfected in 63
plans were perfected to 80
plans were permitted to 98
plans were presented as 61
plans were presented at 99
plans were presented by 213
plans were presented in 262
plans were presented to 893
plans were projected to 65
plans were published by 120
plans were published in 548
plans were reflected in 48
plans were sabotaged by 50
plans were sanctioned by 54
plans were scattered to 41
plans were scheduled to 41
plans were shattered by 253
plans were sponsored by 72
plans were subjected to 159
plans were submitted by 447
plans were submitted in 194
plans were submitted on 57
plans were submitted to 2115
plans were suggested by 235
plans were suggested in 86
plans were suggested to 652
plans were supported by 217
plans when justified by 45
plans will determine the 73
plans will generally be 118
plans will influence the 51
plant cell membranes by 53
plant cell membranes is 107
plant cell membranes to 94
plant food available in 130
plant food available to 347
plant food contained in 1453
plant food dissolved in 96
plant food necessary to 52
plant food nutrients in 44
plant food production in 149
plant food resources of 53
plant gene expression by 162
plant gene expression in 85
plant good ministers in 42
plant just described is 51
plant life throughout the 256
plant lose themselves in 44
plant many varieties of 45
plant more resistant to 172
plant their batteries on 87
plant their footsteps so 67
plant their standards on 132
plant were collected in 49
plant were completed in 98
plant were described by 43
plant were destroyed by 72
plant were estimated at 61
plant were estimated to 41
plant were subjected to 90
plant when subjected to 46
plant will determine the 141
plant will generally be 221
plant will influence the 64
plant will naturally be 49
plant will specialize in 42
plate load impedance is 170
plate load impedance of 77
plate were connected to 65
plate were converted to 81
plate were presented to 94
plate when subjected to 76
plate will determine the 53
plate will generally be 54
playing alto saxophone in 55
playing from somewhere in 43
playing lady bountiful to 131
playing three clarinets at 53
plays early exhibited on 47
plays have continued to 188
plays lend themselves to 451
plays were addressed to 57
plays were available in 102
plays were collected in 156
plays were conceived as 46
plays were dedicated to 139
plays were discussed in 53
plays were enlivened by 42
plays were exhibited in 65
plays were forbidden by 50
plays were forbidden in 100
plays were performed as 531
plays were performed at 3076
plays were performed by 3178
plays were performed in 8577
plays were performed on 2036
plays were performed or 120
plays were performed to 267
plays were permitted to 52
plays were premiered in 41
plays were presented as 288
plays were presented at 1170
plays were presented by 956
plays were presented in 2806
plays were presented on 618
plays were presented to 386
plays were published as 324
plays were published at 63
plays were published by 323
plays were published in 3369
plays were reprinted in 55
plays were ridiculed by 80
plays were sponsored by 52
plays were subjected to 232
plays were submitted to 116
plays were succeeded by 53
plays were witnessed by 51
pleading their inability to 158
please find statement of 136
please have permission to 79
please look carefully at 98
please make reference to 52
please note carefully the 104
please take advantage of 241
please their customers by 68
please their customers in 44
please their landlords or 60
please your impudence to 69
please your lordships to 987
please your majesties to 42
please your reverence to 84
plied their profession in 45
plied their tomahawks in 40
plots were allocated by 51
plots were allocated in 44
plots were allocated to 231
plots were contrived to 44
plots were developed in 53
plots were dominated by 97
plots were generated by 186
plots were generated to 54
plots were harvested at 73
plots were harvested in 47
plots were harvested on 87
plots were installed in 120
plots were irrigated at 52
plots were purchased by 45
plots were separated by 224
plots were subjected to 151
plots were uncovered in 104
plugs were installed in 55
plumb line suspended in 49
plunge into depression in 43
plunge into discussion of 99
plunging into sexuality in 46
poetry ever published in 224
poetry from antiquity to 58
poetry from generation to 41
poetry from wordsworth to 78
poetry gave expression to 73
poetry lies precisely in 89
poetry more difficult to 53
poetry only instructs as 50
poetry reading organized by 45
poetry reading sponsored by 58
poetry took possession of 54
poetry were collected in 51
poetry were incapable of 166
poetry were published by 142
poetry were published in 597
poetry what astrology is 41
poetry will henceforth be 57
poetry will recognize the 66
point also discussed by 59
point also indicates the 107
point also suggested by 60
point bend specimens of 141
point find completion in 90
point find themselves in 60
point from childhood to 52
point from depression to 49
point have attempted to 115
point just discussed is 73
point just downstream of 115
point leads logically to 53
point leads naturally to 205
point left undecided by 51
point left undecided in 87
point lies precisely in 85
point lies somewhere in 155
point lies somewhere on 53
point made elsewhere by 46
point made elsewhere in 169
point made necessary by 43
point made previously by 92
point made previously in 95
point made repeatedly by 381
point made repeatedly in 633
point made throughout the 209
point make reference to 47
point mass suspended by 172
point more carefully in 47
point more certainly to 51
point more difficult of 42
point more difficult to 255
point more especially to 47
point more favorable to 94
point more generally in 157
point more generally to 114
point more important in 76
point more important to 50
point more interesting to 103
point more naturally to 47
point more precisely to 172
point more thoroughly in 223
point most difficult to 173
point most favorable to 177
point most important in 43
point most important to 166
point most interesting to 49
point most necessary to 61
point most pertinent to 48
point most sensitive to 46
point moving uniformly in 182
point much discussed in 100
point must certainly be 107
point must evidently be 54
point must represent the 54
point some discussion of 51
point their estimation of 91
point very decidedly to 149
point very difficult to 715
point very important to 122
point very necessary to 78
point well developed by 52
point well developed in 40
point were compelled to 40
point were confirmed by 59
point were described by 43
point were discussed in 57
point were expressed in 62
point were published in 61
point were subjected to 48
point were submitted to 71
point when calculating the 41
point when considering the 1447
point when determining the 129
point when subjected to 164
point will certainly be 254
point will determine the 909
point will doubtless be 96
point will evidently be 97
point will generally be 232
point will influence the 89
point will intersect the 119
point will naturally be 106
point will penetrate the 43
point will presently be 56
point will represent the 403
point worth considering by 40
point worth considering in 520
point worth considering is 720
point worth emphasizing in 95
point worth emphasizing is 658
point worth reiterating is 76
point worth remembering if 45
point worth remembering in 230
point worth remembering is 707
point worth underlining is 43
point your telescope at 155
point your telescope to 92
poles turn themselves to 145
poles were connected by 127
poles were connected to 46
poles were installed in 63
polling data collected by 47
polls have continued to 58
polls were conducted at 52
polls were conducted by 389
polls were conducted in 634
polls were conducted on 250
polls were conducted to 80
polls were published in 85
polls were scheduled to 88
pooling their interests in 48
pooling their knowledge in 64
pooling their knowledge of 84
pooling their knowledge to 62
pooling their resources as 42
pooling their resources in 1085
pooling their resources of 63
pooling their resources on 61
pooling their resources the 58
pooling their resources to 1471
pools were organized in 51
pools were organized to 56
popes have attempted to 41
popes like alexander vi 108
popes took advantage of 72
popes were compelled to 109
popes were reluctant to 54
popes were uniformly of 68
porch roof supported by 56
porch were inscribed the 46
ports have continued to 43
ports were authorized to 48
ports were blockaded by 574
ports were compelled to 76
ports were connected by 62
ports were connected to 102
ports were developed in 57
ports were forbidden to 86
ports were necessary to 44
ports were permitted to 99
ports were protected by 54
ports were subjected to 92
posed great challenges to 155
posed great obstacles to 51
posed many challenges to 113
posed some challenges to 57
poses great challenges to 552
poses many challenges in 58
poses many challenges to 746
poses some challenges in 57
poses some challenges to 153
posts were abandoned at 51
posts were abandoned by 145
posts were abandoned in 65
posts were abolished in 90
posts were allocated to 151
posts were available to 78
posts were commanded by 56
posts were compelled to 49
posts were conferred on 58
posts were connected by 222
posts were connected to 50
posts were delivered to 44
posts were destroyed by 42
posts were difficult to 57
posts were dominated by 69
posts were entrusted to 127
posts were installed in 44
posts were intrusted to 41
posts were necessary to 69
posts were protected by 70
posts were supported by 74
posts were themselves no 117
pound when purchased in 46
pouring into california in 47
pours forth profusely on 52
power along political or 41
power among themselves in 72
power among themselves to 60
power base consisted of 40
power base necessary to 117
power base throughout the 69
power been conferred on 41
power been delegated to 58
power been exercised in 41
power been purchased at 52
power bloc dominated by 64
power came increasingly to 70
power cord connected to 94
power cuts throughout the 41
power ever assembled in 52
power ever attempted to 53
power ever contrived by 121
power ever exercised by 72
power ever possessed by 53
power ever witnessed in 110
power felt compelled to 71
power felt throughout the 236
power find expression in 69
power find themselves in 50
power from alternating to 40
power from batteries or 53
power from consumers to 113
power from controlling the 115
power from creditors to 78
power from employers to 90
power from generation to 450
power from generator to 83
power from influence in 60
power from landlords to 55
power from ownership of 107
power from parliament to 756
power from president to 65
power from producers to 174
power from providers to 44
power from sovereign to 52
power from suppliers to 64
power from taxpayers to 113
power from themselves to 120
power from whitehall to 93
power grew throughout the 55
power have attempted to 130
power have continued to 233
power have developed in 48
power have endeavored to 62
power have succeeded in 90
power having interests in 57
power here conferred is 58
power here exercised by 109
power into existence by 49
power less subjected to 52
power lies precisely in 404
power lies primarily in 155
power line connected to 75
power line frequency in 112
power line frequency is 169
power line frequency of 102
power line frequency to 43
power made available by 739
power made available in 88
power made available to 420
power made effectual to 99
power made necessary by 72
power more difficult to 161
power more effective in 43
power more favorable to 51
power most important to 53
power must accompany the 61
power must certainly be 144
power must establish the 41
power must evidently be 47
power must generally be 42
power must interfere to 79
power must intervene to 43
power must recognize the 46
power must sometimes be 65
power once exercised by 260
power once possessed by 195
power over allocation of 103
power over california by 98
power over christians in 40
power over distances of 91
power over navigation is 74
power over ourselves or 43
power over ourselves to 204
power over production to 45
power over regulation of 48
power over resources in 60
power over resources is 44
power over resources to 71
power over themselves as 41
power over themselves to 110
power ratio expressed in 99
power take advantage of 107
power take possession of 68
power taking advantage of 120
power taking possession of 146
power those conferred by 63
power took advantage of 161
power took possession of 415
power unit consisted of 46
power used throughout the 61
power very different in 64
power very difficult to 47
power very materially to 52
power were available at 41
power were available in 99
power were available to 204
power were committed to 81
power were compelled to 120
power were conceived to 94
power were conferred on 162
power were delegated to 82
power were delivered by 46
power were dependent on 73
power were destroyed by 54
power were developed as 43
power were developed by 63
power were developed in 63
power were developed to 56
power were discussed in 115
power were displaced by 48
power were displayed in 50
power were dominated by 62
power were entrusted to 117
power were exercised by 150
power were exercised in 74
power were exercised to 151
power were explained in 57
power were expressed in 98
power were flattered by 112
power were generated by 59
power were generated in 57
power were harnessed to 78
power were important to 49
power were incapable of 113
power were installed in 45
power were intrusted to 59
power were necessary to 189
power were negatived by 51
power were penetrating me 134
power were perceived as 115
power were perfected in 58
power were permitted to 95
power were possessed by 59
power were reflected in 179
power were reluctant to 97
power were subjected to 72
power were supported by 110
power were unanimous in 71
power were unpopular in 100
power when connected to 202
power when considering the 63
power when dissolved in 43
power when exercised by 128
power when exercised in 51
power when necessary to 128
power when subjected to 92
power will certainly be 205
power will determine the 380
power will doubtless be 51
power will generally be 190
power will gradually be 120
power will increasingly be 74
power will influence the 140
power will invariably be 52
power will naturally be 65
praying most fervently to 50
praying their lordships to 187
prays your lordships to 60
preach such doctrines as 174
preach such doctrines to 62
preach their doctrines in 190
preach their doctrines of 54
preach their doctrines to 257
preach these doctrines in 75
preach these doctrines to 52
preach your doctrines up 89
press also commented on 71
press also continued to 83
press also publishes the 43
press also reflected the 60
press also supported the 78
press bore testimony to 111
press felt compelled to 80
press from publicizing the 42
press gave publicity to 130
press gave utterance to 58
press have attempted to 78
press have continued to 173
press meant themselves to 51
press only desolation to 68
press other countries to 112
press such knowledge is 86
press their acquiescing in 179
press their advantage by 296
press their advantage in 293
press their advantage on 47
press their advantage to 559
press their attentions on 197
press their employers to 43
press their interests in 204
press their interests on 96
press their objections to 277
press their opposition to 403
press took advantage of 313
press upon parliament the 43
press were permitted to 87
press were protected by 64
press were published in 41
press were subjected to 46
press were unanimous in 186
price data available in 109
price data available to 102
price data collected by 363
price data collected in 77
price data contained in 108
price data presented in 154
price data published in 57
price fixing agreement in 57
price fixing agreement is 62
price fixing provisions of 61
price from threepence to 131
price leads consumers to 102
price less favorable to 43
price list available on 127
price list published by 111
price list published in 40
price made necessary by 43
price more favorable to 54
price must generally be 82
price must represent the 48
price must sometimes be 40
price ratio indicated by 139
price upon completion of 75
price were forbidden to 50
price were permitted to 58
price when expressed in 55
price when necessary to 121
price will certainly be 99
price will determine the 206
price will encourage the 67
price will fluctuate in 59
price will generally be 285
price will gradually be 127
price will influence the 108
price will naturally be 150
price will represent the 111
price will sometimes be 44
price will stabilize at 46
price will stimulate the 48
price will typically be 57
pricing data submitted by 153
prick test responses to 56
pride from generation to 42
pride took possession of 199
pride were flattered by 77
prime rate published in 69
prime time programming in 131
prime time programming on 147
prime time programming to 59
prime time television in 218
prime time television is 118
prime time television on 75
prime time television or 55
prime time television to 98
prime time throughout the 47
print face downwards on 57
print jobs currently in 83
print jobs submitted by 143
print media continued to 110
print media continues to 44
print media throughout the 102
print these documents in 105
print these throughout the 53
print were published in 44
print your documents in 63
print your documents on 68
print your worksheet on 44
priors were appointed by 41
priors were permitted to 76
prize crew commanded by 44
prize crew consisted of 57
prize must doubtless be 64
prize their definition of 106
probe more carefully the 49
probe will hybridize to 267
prone areas throughout the 56
proof from employers to 43
proof from plaintiff to 73
proof from scripture in 44
proof from scripture is 117
proof from scripture of 93
proof from scripture or 47
proof must establish the 65
proof were necessary of 158
proof were necessary on 58
proof were necessary to 335
proof will generally be 45
prose poems published in 76
prose seem generally to 109
prose were published in 121
prose work published in 101
prove cost effective in 99
prove cost effective to 51
prove from scripture the 162
prove less beneficial to 66
prove less difficult to 103
prove less effective as 120
prove less effective in 273
prove less efficient in 48
prove less expensive in 80
prove less expensive to 134
prove less favorable to 60
prove less important in 51
prove less interesting to 46
prove less resistant to 103
prove less sensitive to 67
prove more adaptable to 86
prove more advisable to 44
prove more beneficial if 58
prove more beneficial in 211
prove more beneficial to 1094
prove more conducive to 346
prove more desirable to 78
prove more difficult as 131
prove more difficult if 71
prove more difficult in 256
prove more difficult of 85
prove more difficult or 40
prove more difficult to 3383
prove more effective as 355
prove more effective at 187
prove more effective if 327
prove more effective in 2201
prove more effective or 62
prove more effective to 246
prove more effectual in 174
prove more effectual to 49
prove more efficient as 94
prove more efficient at 63
prove more efficient in 347
prove more efficient to 187
prove more encouraging to 43
prove more excellent in 46
prove more expensive in 156
prove more expensive to 220
prove more favorable to 264
prove more important as 111
prove more important in 440
prove more important to 464
prove more interesting in 60
prove more interesting to 587
prove more lucrative to 40
prove more palatable to 96
prove more practical to 120
prove more propitious to 144
prove more receptive to 224
prove more reluctant to 47
prove more resistant to 882
prove more sensitive to 193
prove more stimulating to 43
prove more tractable in 75
prove most beneficial if 47
prove most beneficial in 257
prove most beneficial to 1188
prove most conducive to 304
prove most difficult in 45
prove most difficult of 43
prove most difficult to 457
prove most effective as 220
prove most effective at 44
prove most effective if 99
prove most effective in 1324
prove most effective to 74
prove most effectual in 177
prove most efficient in 166
prove most efficient to 44
prove most favorable to 74
prove most important in 202
prove most important to 122
prove most interesting in 51
prove most interesting to 394
prove most pestilent to 41
prove most resistant to 92
prove most stimulating to 65
prove some protection to 99
prove their abilities as 85
prove their abilities by 41
prove their abilities in 130
prove their abilities to 115
prove their adherence to 126
prove their admiration by 44
prove their allegiance by 40
prove their allegiance to 473
prove their assertions by 121
prove their commission by 87
prove their connection to 51
prove their contention by 94
prove their dedication to 147
prove their democracy by 44
prove their diligence at 97
prove their doctrines by 71
prove their doctrines to 47
prove their existence as 267
prove their existence at 53
