pacify the public mind 197
person to someone else 1546
person to someone other 73
person to something else 83
person to strict tort 173
person to subdue those 55
person to submit such 62
person to suffer from 563
person to suffer loss 53
person to suffer most 92
person to suffer such 82
person to supply such 103
person to supply your 77
person to switch from 95
person to travel from 183
person to travel into 91
person to travel over 131
person to violate such 53
person to wonder what 86
person we should have 309
person we should know 42
person we should like 151
peruse an octavo page 42
peruse the sacred page 53
peruse the source code 48
pestle on kidney five 47
petals of yellow fire 86
petals the narrow foot 43
petrol or diesel fuel 386
phased in slowly over 96
phases in porous media 65
phases in recent years 69
phases of active life 53
phases of actual life 165
phases of animal life 1119
phases of athenian life 59
phases of building were 47
phases of campus life 502
phases of church life 474
phases of church work 620
phases of common life 53
phases of design work 165
phases of eastern life 64
phases of english life 616
phases of english work 88
phases of expiring life 58
phases of family life 1994
phases of family living 177
phases of female life 59
phases of french life 279
phases of german life 309
phases of infant care 42
phases of insect life 124
phases of italian life 151
phases of jewish life 1765
phases of london life 430
phases of mental health 171
phases of mental life 2269
phases of mission work 265
phases of modern life 2454
phases of modern living 150
phases of native life 297
phases of normal life 41
phases of number work 47
phases of office work 133
phases of peasant life 157
phases of pioneer life 366
phases of police work 571
phases of policy making 474
phases of prison life 55
phases of public health 1857
phases of public life 1413
phases of russian life 348
phases of safety work 49
phases of savage life 115
phases of school health 223
phases of school life 2893
phases of school work 3383
phases of sexual life 153
phases of silent reading 558
phases of soviet life 501
phases of speech work 87
phases of spinal cord 47
phases of system life 89
phases of thought must 42
phases of tissue healing 137
phases of training were 85
phases of trauma care 75
phases of tribal life 185
phases of weight loss 59
phenol or nitric acid 45
phobias by flooding during 58
phobias or morbid fears 59
phoenix is reborn from 52
phoned the doctor from 43
phoned the office from 48
phoned the police from 125
phoned the police when 64
phones in recent years 42
photon of energy less 137
photon to baryon ratio 175
photon to escape from 75
photon to travel from 79
photos of models wearing 43
photos of scenes from 139
photos to choose from 221
phrase by phrase from 77
phrase by phrase into 78
phrase he always gave 87
phrase he always used 259
phrase he quotes from 63
phrase in recent years 96
phrase in various ways 69
phrase is absent from 148
phrase is always used 202
phrase is changed into 42
phrase is formed from 47
phrase is lifted from 64
phrase is little more 58
phrase is mostly used 48
phrase is quoted from 767
phrase is rarely used 175
phrase is seldom used 78
phrase is something like 91
phrase is turned into 52
phrase is widely used 140
phrase of antonia made 69
phrase of double meaning 84
phrase of dryden when 43
phrase of modern slang 43
phrase of thought into 72
phrase of victor hugo 61
phrase or another from 45
phrase or clause acting 51
phrase or clause from 163
phrase or clause must 55
phrase or clause used 221
phrase or clause when 44
phrase or clause will 60
phrase the matter more 89
phrase we should call 69
physic is indeed like 52
picked at random among 67
picked at random from 7419
picked at random were 105
picked at random will 1212
picked by chance from 57
picked by someone else 177
picked on someone else 170
picked the apples from 41
picked the cotton from 52
picked the crumbs from 82
picked the feathers from 70
picked the letter from 50
picked the little girl 346
picked the petals from 51
picked the shovel from 61
picked the volume from 51
picked to finish last 204
picked up another ball 135
picked up another boat 57
picked up another book 1295
picked up another card 113
picked up another chip 42
picked up another copy 88
picked up another dish 56
picked up another fare 53
picked up another file 357
picked up another five 138
picked up another four 107
picked up another from 144
picked up another girl 92
picked up another half 103
picked up another item 129
picked up another just 111
picked up another line 158
picked up another load 163
picked up another note 85
picked up another page 92
picked up another pair 182
picked up another pile 78
picked up another rock 1333
picked up another roll 83
picked up another sheaf 44
picked up another ship 127
picked up another thread 56
picked up another three 181
picked up another tool 44
picked up another young 66
picked up around here 104
picked up around town 70
picked up before leaving 80
picked up bodily from 73
picked up cheaply from 81
picked up crumbs from 81
picked up debris from 52
picked up earlier from 90
picked up english from 136
picked up english very 74
picked up enough from 148
picked up enough seats 64
picked up enough steam 46
picked up further down 41
picked up gossip from 44
picked up little bits 80
picked up mainly from 58
picked up mostly from 89
picked up papers from 84
picked up partly from 51
picked up pieces from 56
picked up pretty much 86
picked up second hand 144
picked up someone else 653
picked up something else 1068
picked up something from 2259
picked up something good 68
picked up something heavy 64
picked up something like 136
picked up something more 71
picked up something there 153
picked up something very 54
picked up sounds from 73
picked up stones from 396
picked up strength from 61
picked up through reading 128
picked up through their 73
picked up various bits 55
picked up various other 85
picked up without much 242
pickling in nitric acid 204
picnic in golden gate 67
pieced the broken ends 199
pieced the broken thread 45
pieces at random from 86
pieces by cannon shot 42
pieces by savage dogs 81
pieces by william byrd 65
pieces he played were 65
pieces in another pile 46
pieces in binary form 98
pieces in england done 44
pieces in recent years 96
pieces in sonata form 113
pieces in various ways 121
pieces of advice ever 121
pieces of advice from 582
pieces of advice have 110
pieces of advice were 298
pieces of advice when 105
pieces of advice will 71
pieces of almost pure 62
pieces of animal bone 320
pieces of animal hide 144
pieces of animal skin 204
pieces of antler were 54
pieces of arabian gold 79
pieces of arabic coin 132
pieces of arable land 307
pieces of bamboo cane 136
pieces of bamboo into 61
pieces of bamboo root 45
pieces of bamboo tied 119
pieces of bamboo were 202
pieces of barbed wire 326
pieces of barley bread 133
pieces of basalt were 42
pieces of boards like 106
pieces of bodies were 115
pieces of boiled beef 113
pieces of boiled fish 45
pieces of boiler iron 45
pieces of bright blue 101
pieces of bright cloth 122
pieces of bright gold 121
pieces of bright iron 52
pieces of broken bone 343
pieces of broken bread 328
pieces of broken clay 341
pieces of broken cups 44
pieces of broken iron 117
pieces of broken jars 86
pieces of broken pipe 202
pieces of broken pots 699
pieces of broken rock 565
pieces of broken teeth 65
pieces of broken tile 288
pieces of broken toys 50
pieces of broken wood 272
pieces of bronze from 43
pieces of bronze were 107
pieces of burned bone 93
pieces of burned clay 198
pieces of burned wood 319
pieces of butter into 71
pieces of butter over 207
pieces of calico from 40
pieces of calico were 95
pieces of cannon also 57
pieces of cannon fell 632
pieces of cannon from 1135
pieces of cannon have 120
pieces of cannon having 43
pieces of cannon into 184
pieces of cannon left 114
pieces of cannon made 46
pieces of cannon only 72
pieces of cannon over 110
pieces of cannon ready 70
pieces of cannon sent 67
pieces of cannon there 156
pieces of cannon upon 867
pieces of cannon well 156
pieces of cannon went 46
pieces of cannon were 5740
pieces of cannon will 43
pieces of canvas from 81
pieces of canvas over 87
pieces of canvas sewn 49
pieces of canvas were 180
pieces of carbon from 43
pieces of carbon were 51
pieces of carious bone 45
pieces of carpet were 77
pieces of carrot cake 53
pieces of carved bone 131
pieces of carved jade 304
pieces of carved wood 1924
pieces of carved work 350
pieces of cheese cloth 81
pieces of cheese from 84
pieces of cheese into 85
pieces of cheese were 61
pieces of cherry wood 40
pieces of coarse bread 70
pieces of coarse cloth 258
pieces of coined gold 446
pieces of common cloth 41
pieces of common iron 52
pieces of common land 185
pieces of common wire 55
pieces of cooked fish 82
pieces of cooked pork 114
pieces of copper bell 110
pieces of copper coin 178
pieces of copper foil 232
pieces of copper from 169
pieces of copper have 116
pieces of copper into 115
pieces of copper pipe 87
pieces of copper tube 50
pieces of copper tubing 549
pieces of copper were 382
pieces of copper wire 3359
pieces of corned beef 72
pieces of cotton cloth 2707
pieces of cotton from 83
pieces of cotton into 71
pieces of cotton string 67
pieces of cotton thread 214
pieces of cotton very 81
pieces of cotton were 129
pieces of cotton wool 914
pieces of course work 70
pieces of crusty bread 99
pieces of curved wood 138
pieces of debris fell 65
pieces of debris flew 49
pieces of debris from 377
pieces of debris into 43
pieces of debris left 52
pieces of debris were 312
pieces of decaying wood 192
pieces of direct mail 802
pieces of drafting tape 64
pieces of earlier date 108
pieces of effect among 48
pieces of english cloth 130
pieces of english coin 116
pieces of english gold 46
pieces of fabric from 319
pieces of fabric have 106
pieces of fabric into 209
pieces of fabric left 67
pieces of fabric onto 104
pieces of fabric over 50
pieces of fabric sewn 531
pieces of fabric used 75
pieces of fabric were 504
pieces of fabric will 52
pieces of fairly good 40
pieces of fallen rock 109
pieces of fallen wood 69
pieces of family life 42
pieces of family news 55
pieces of fiction ever 112
pieces of fiction from 48
pieces of fiction were 85
pieces of floating wood 385
pieces of floral foam 63
pieces of floral wire 69
pieces of forest land 75
pieces of forged iron 243
pieces of fossil bone 108
pieces of fossil wood 344
pieces of frayed rope 43
pieces of french bread 289
pieces of french wine 44
pieces of frozen fish 58
pieces of frozen snow 67
pieces of garden hose 328
pieces of garlic bread 189
pieces of garlic into 43
pieces of gilded wood 75
pieces of glazed tile 79
pieces of glazed ware 56
pieces of gravel from 72
pieces of gravel into 49
pieces of gravel were 61
pieces of greater length 89
pieces of ground from 44
pieces of ground have 61
pieces of ground told 42
pieces of ground were 245
pieces of gummed tape 70
pieces of hollow reed 51
pieces of hollow ware 80
pieces of hollow wood 109
pieces of igneous rock 58
pieces of incoming mail 110
pieces of inlaid wood 228
pieces of inlaid work 63
pieces of italian bread 70
pieces of itself into 59
pieces of jagged iron 149
pieces of jerked beef 124
pieces of kindling wood 332
pieces of larger fish 49
pieces of larger ones 47
pieces of larger size 142
pieces of litter were 60
pieces of lumber from 158
pieces of lumber into 81
pieces of lumber left 42
pieces of lumber used 107
pieces of lumber were 185
pieces of mammal bone 67
pieces of mammoth tusk 44
pieces of marble from 227
pieces of marble into 123
pieces of marble were 261
pieces of marble will 238
pieces of matter from 91
pieces of matter have 91
pieces of matter into 58
pieces of matter moving 63
pieces of matter such 52
pieces of matter were 56
pieces of medium size 61
pieces of memory from 69
pieces of modeling clay 159
pieces of modern tree 93
pieces of modern work 50
pieces of mortar from 58
pieces of mosaic from 45
pieces of mosaic work 150
pieces of muscle from 75
pieces of muscle were 55
pieces of muslin cloth 45
pieces of muslin were 76
pieces of narrow cloth 61
pieces of narrow tape 60
pieces of native cloth 236
pieces of native gold 310
pieces of organs from 43
pieces of outgoing mail 67
pieces of painting have 40
pieces of pioneer work 41
pieces of poplar wood 50
pieces of porous tile 147
pieces of potato into 48
pieces of proper length 71
pieces of proper size 210
pieces of public land 129
pieces of public work 53
pieces of pumice were 96
pieces of purple cloth 72
pieces of purple silk 47
pieces of quartz from 110
pieces of quartz have 56
pieces of quartz rock 76
pieces of quartz were 156
pieces of rabbit skin 74
pieces of ragged wood 43
pieces of raisin bread 66
pieces of reality into 70
pieces of reasoning ever 58
pieces of recent work 60
pieces of recent years 49
pieces of rescue work 45
pieces of ribbon from 50
pieces of ribbon were 54
pieces of rotted wood 88
pieces of rotten wood 1629
pieces of rubber from 158
pieces of rubber hose 767
pieces of rubber tire 62
pieces of rubber tube 117
pieces of rubber tubing 4141
pieces of rubber were 74
pieces of rusted iron 129
pieces of sacred poesy 40
pieces of sacred wood 119
pieces of salted beef 59
pieces of salted fish 68
pieces of salted pork 65
pieces of sample data 116
pieces of sandal wood 90
pieces of scotch tape 746
pieces of shaped wood 108
pieces of shells were 42
pieces of silver among 78
pieces of silver back 287
pieces of silver bearing 47
pieces of silver cast 53
pieces of silver coin 642
pieces of silver down 59
pieces of silver foil 124
pieces of silver from 959
pieces of silver gilt 63
pieces of silver have 218
pieces of silver here 45
pieces of silver into 622
pieces of silver left 41
pieces of silver like 45
pieces of silver made 88
pieces of silver must 56
pieces of silver paid 409
pieces of silver till 44
pieces of silver unto 40
pieces of silver upon 74
pieces of silver used 66
pieces of silver ware 83
pieces of silver were 1441
pieces of silver when 146
pieces of silver will 173
pieces of silver wire 411
pieces of smoked fish 160
pieces of someone else 205
pieces of something else 124
pieces of something like 46
pieces of source code 164
pieces of special work 68
pieces of spinal cord 187
pieces of steamed bread 58
pieces of sticky tape 183
pieces of stones were 43
pieces of tanned hide 64
pieces of tarred rope 153
pieces of tendon from 44
pieces of threaded pipe 43
pieces of timber down 55
pieces of timber fell 40
pieces of timber from 373
pieces of timber have 131
pieces of timber having 50
pieces of timber into 130
pieces of timber laid 348
pieces of timber like 68
pieces of timber must 47
pieces of timber only 83
pieces of timber over 48
pieces of timber upon 90
pieces of timber used 262
pieces of timber were 786
pieces of timber when 44
pieces of tinned iron 121
pieces of tissue from 856
pieces of tissue have 171
pieces of tissue into 198
pieces of tissue must 177
pieces of tissue such 70
pieces of tissue were 788
pieces of tissue will 79
pieces of turned wood 113
pieces of twenty sous 146
pieces of vacant land 136
pieces of various ages 57
pieces of various length 51
pieces of various size 150
pieces of walrus tusk 44
pieces of wisdom from 57
pieces of wonder bread 96
pieces of woolen cloth 385
pieces of worked bone 474
pieces of worked gold 154
pieces of worked wood 190
pieces of yellow cloth 189
pieces of yellow gold 104
pieces of yellow pine 124
pieces of yellow silk 61
pieces on boston neck 89
pieces on topics such 59
pieces or driven away 46
pieces or driven into 67
pieces or ground into 66
pieces or melted down 166
pieces the dearest ties 48
pieces the entire form 40
pieces the flinty rock 42
pieces the golden calf 51
pieces the greater part 86
pieces the little army 57
pieces to choose from 231
pieces to emerge from 47
pieces to select from 54
pieces to someone else 40
pierce the allied line 45
pierce the clouds like 151
pierce the clouds when 69
pierce the fleshy part 73
pierce the french line 106
pierce the german line 164
pierce the inmost heart 79
pierce the muscle coat 57
pierce the rectal wall 66
pierce the russian line 43
pierce the sacred veil 78
pierce the spirit cask 41
pierce the starry moss 101
pierce the watery mass 279
pierce thy inmost heart 43
pierce thy secret cell 47
piercing the clouds like 42
piercing the german line 47
piercing the marrow like 44
pigeons or whales have 63
pillar of family life 48
pillar of purple fire 251
pillar of strength among 81
pillar of strength during 152
pillar of strength upon 70
pillar of strength when 148
pillar to pillar along 40
pillow of stones like 74
pillow or bobbin lace 117
pillow or folded coat 42
pilots in france were 41
pilots on active duty 221
pilots to choose from 46
pilots to deviate from 56
pilots to locate their 42
pilots to submit only 50
pinching the fleshy part 51
pinching the rubber tube 177
pinching the rubber tubing 180
pinned the bronze star 44
pinned the purple heart 108
pinned the silver star 80
pinned the wooden legs 65
pinned the wretch down 65
pioneer in mental health 56
pioneer in public health 425
pioneer of another sort 44
pioneer of former days 41
pioneer of public health 229
piracy in recent years 44
pirate or robber upon 78
pistil by pollen from 45
pistil or female part 42
pistol at twenty feet 40
pistol he always kept 82
piston be forced down 156
piston be pushed down 155
piston in square feet 391
piston is changed into 92
piston is driven back 194
piston is driven down 788
piston is driven from 68
piston is driven into 72
piston is fitted into 112
piston is forced back 254
piston is forced down 2074
piston is forced into 215
piston is pulled back 112
piston is pulled down 321
piston is pushed back 302
piston is pushed down 2145
piston is pushed into 174
piston is raised from 79
piston or plunger pump 241
piston or plunger type 174
pitching the second game 66
pitied the little girl 54
pitied the lonely young 60
pities he should ever 66
pities he should have 44
pitted the soviet union 56
pivots the budget line 181
placed an accent over 42
placed an accent wrong 126
placed an export duty 120
placed an import duty 140
placed an oxygen mask 403
placed an unduly heavy 59
placed an urgent call 268
placed as guards over 253
placed as rulers over 79
placed at another site 45
placed at dinner next 271
placed at further risk 84
placed at greater risk 469
placed at higher risk 105
placed at points along 345
placed at random along 44
placed at random among 72
placed at random into 98
placed at random over 141
placed at random upon 188
placed at school there 105
placed at serious risk 122
placed at something like 55
placed at twelve years 56
placed at twenty feet 56
placed by england upon 127
placed by france upon 46
placed by nature upon 45
placed by someone else 177
placed in acetic acid 265
placed in ambush among 94
placed in another bank 51
placed in another body 74
placed in another bowl 40
placed in another cage 104
placed in another cell 161
placed in another clean 40
placed in another dish 86
placed in another file 111
placed in another form 50
placed in another home 713
placed in another kind 50
placed in another part 635
placed in another pile 70
placed in another room 910
placed in another ship 118
placed in another site 47
placed in another tank 103
placed in another test 110
placed in another tray 52
placed in another tube 204
placed in another type 58
placed in another well 89
placed in burlap bags 155
placed in canvas bags 249
placed in cattle cars 60
placed in charge during 55
placed in charge here 42
placed in charge over 138
placed in charge there 192
placed in charge were 58
placed in charge when 61
placed in common areas 60
placed in cotton bags 61
placed in cotton wool 41
placed in counting vials 136
placed in dilute acid 513
placed in direct line 306
placed in double rows 272
placed in double shear 45
placed in effect during 89
placed in effect when 44
placed in family care 681
placed in flower pots 42
placed in foster care 29212
placed in foster home 238
placed in golden gate 41
placed in hollow clay 53
placed in infant seats 128
placed in larger pots 50
placed in layers over 76
placed in layers upon 42
placed in little cups 46
placed in little heaps 74
placed in matrix form 191
placed in mental health 73
placed in muslin bags 104
placed in niches along 178
placed in niches over 51
placed in nitric acid 630
placed in normal salt 112
placed in office during 54
placed in police cars 52
placed in proper form 53
placed in public areas 173
placed in public care 68
placed in public life 128
placed in public view 327
placed in reaction only 51
placed in recent years 896
placed in remote areas 143
placed in safety from 76
placed in second line 113
placed in second rank 45
placed in series along 88
placed in series will 63
placed in someone else 315
placed in something like 177
placed in special bags 58
placed in special jars 66
placed in various areas 149
placed in various media 80
placed in various other 106
placed in various ways 233
placed in wooden tubs 76
placed in wooden vats 95
placed it across from 52
placed it amongst those 40
placed it before anne 156
placed it before india 67
placed it before their 150
placed it beside hers 108
placed it beyond their 114
placed it firmly back 58
placed it firmly over 81
placed it firmly upon 65
placed it gently back 164
placed it gently down 40
placed it gently into 101
placed it gently over 229
placed it gently upon 103
placed it second among 43
placed it second only 156
placed it upside down 986
placed me amongst those 73
placed no limits upon 119
placed on active duty 1398
placed on another page 197
placed on another part 287
placed on another pony 76
placed on another ship 56
placed on cotton wool 65
placed on family life 375
placed on family ties 94
placed on issues such 87
placed on mental health 179
placed on pension roll 119
placed on picket duty 159
placed on public file 46
placed on public health 180
placed on public sale 384
placed on public trial 109
placed on public view 577
placed on record among 79
placed on record from 61
placed on record here 224
placed on record many 84
placed on record more 100
placed on record some 223
placed on record their 1195
placed on record what 152
placed on record when 53
placed on russian soil 58
placed on sentry duty 142
placed on silent reading 169
placed on someone else 373
placed on something else 110
placed on something like 127
placed on special diet 45
placed on special duty 1027
placed on travel time 84
placed on unpaid leave 108
placed on vacant land 49
placed on various areas 56
placed on whether there 45
placed on yonder hill 68
placed so little faith 47
placed the accent upon 61
placed the animal into 40
placed the annual cost 104
placed the annual loss 61
placed the atomic theory 44
placed the basket upon 51
placed the beeper into 48
placed the better part 51
placed the bottle back 346
placed the bottle down 159
placed the bottle into 52
placed the bottle next 58
placed the bundle into 48
placed the burden upon 449
placed the camera back 69
placed the candle also 55
placed the candle upon 164
placed the coffee cups 46
placed the coffee tray 62
placed the coffin upon 43
placed the common good 169
placed the corpse upon 51
placed the credit card 47
placed the cursor over 54
placed the dividing line 255
placed the dripping baby 41
placed the english name 42
placed the entire army 42
placed the entire body 58
placed the entire city 71
placed the entire cost 51
placed the entire length 69
placed the entire onus 49
placed the entire risk 42
placed the figure even 47
placed the figure much 66
placed the figure upon 56
placed the folder back 53
placed the french army 161
placed the french flag 43
placed the greater part 913
placed the greater will 47
placed the handle very 42
placed the headset over 44
placed the hebrew text 40
placed the helmet over 61
placed the infant into 42
placed the jacket over 43
placed the kettle back 44
placed the kettle over 80
placed the larger part 107
placed the latter among 44
placed the laurel wreath 138
placed the letter back 294
placed the letter down 108
placed the letter from 112
placed the letter into 73
placed the letter upon 127
placed the little bird 141
placed the little body 76
placed the little book 113
placed the little girl 373
placed the little note 81
placed the matter back 41
placed the matter into 41
placed the matter upon 135
placed the middle finger 61
placed the needle into 50
placed the number much 83
placed the oxygen mask 131
placed the papers back 120
placed the pieces back 54
placed the pieces into 51
placed the pillow over 169
placed the pistol back 110
placed the public debt 66
placed the public good 103
placed the russian army 41
placed the sacred book 43
placed the sacred fire 58
placed the sacred host 128
placed the saddle upon 40
placed the second call 65
placed the silver tray 137
placed the sleeping baby 129
placed the soviet union 777
placed the stress upon 68
placed the subtle ether 69
placed the troops from 54
placed the utmost faith 41
placed the virgin mary 63
placed the wooden bowl 48
placed to assess their 87
placed to decide what 119
placed to defend their 107
placed to expand into 43
placed to expand their 78
placed to extend their 61
placed to manage their 40
placed to oppose their 77
placed to profit from 593
placed to pursue their 40
placed to remind those 63
placed to resist such 44
placed us beyond their 41
places an unduly heavy 117
places as kansas city 97
places as little rock 65
places as mexico city 100
places as remote from 783
places as seemed most 42
places by desert sand 76
places by troops from 58
places he should have 182
places he thought were 89
places in africa have 115
places in africa were 54
places in another part 41
places in arnhem land 49
places in canada west 95
places in eastern india 72
places in eastern north 316
places in england during 86
places in england from 83
places in england have 179
places in england there 44
places in england were 486
places in europe during 132
places in europe from 222
places in europe have 76
places in europe there 49
places in europe were 178
places in france during 42
places in france were 164
places in greece were 57
places in kansas city 181
places in london were 78
places in mexico city 153
places in modern life 44
places in public life 713
places in quezon city 145
places in recent years 955
places in remote areas 74
places in various ways 193
places is little more 155
places is pretty much 101
places it grades into 70
places it looked like 129
places it passes into 171
places it passes over 69
places it second only 160
places it should have 40
places it upside down 188
places no burden upon 69
places no limits upon 156
places no matter what 125
places of better folk 146
places of england many 77
places of escape from 349
places of lesser note 193
places of little note 399
places of modern life 56
places of origin during 56
places of origin from 125
places of origin have 213
places of origin into 44
places of origin such 90
places of origin were 489
places of origin when 46
places of prayer have 49
places of prayer were 93
places of preaching were 42
places of profit from 59
places of public life 75
places of refuge among 54
places of refuge during 1002
places of refuge from 3266
places of refuge have 63
places of refuge into 72
places of refuge left 46
places of refuge like 56
places of refuge most 72
places of refuge such 42
places of refuge were 1321
places of refuge when 509
places of repose only 64
places of resort during 179
places of resort have 47
places of resort upon 85
places of resort were 405
places of retreat during 117
places of retreat from 250
places of retreat were 136
places of retreat when 59
places of safety among 268
places of safety during 86
places of safety from 137
places of safety were 80
places of safety when 87
places of second rank 56
places of strength into 67
places of strength were 194
places on family life 54
places on market days 97
places or points having 64
places so remote from 956
places the accent upon 217
places the altars were 53
places the annual cost 129
places the annual loss 70
places the bodies were 267
places the burden upon 1281
places the changes were 99
places the clergy were 49
places the cliffs rise 64
places the cliffs were 59
places the common good 202
places the crowds were 76
places the cursor over 283
places the dividing line 260
places the drifts were 273
places the entire body 44
places the female body 47
places the fields were 144
places the finite verb 47
places the flames were 68
places the french loss 132
places the french were 70
places the gentry were 74
places the greater part 888
places the horses sank 45
places the horses were 48
places the houses were 227
places the indians were 147
places the latter were 45
places the little finger 42
places the middle finger 219
places the miners were 126
places the object into 87
places the output data 153
places the police were 138
places the priest paid 42
places the result back 169
places the result into 1006
places the rivers have 156
places the shores were 124
places the slopes were 58
places the soviet union 295
places the spinal cord 153
places the stones have 105
places the stones were 186
places the strata have 203
places the strata were 108
places the streams have 235
places the stress upon 165
places the system into 64
places the tracks were 153
places the troops were 200
places the values into 154
places the virgin mary 51
places the waters were 86
places to choose from 2801
places to escape from 637
places to invest their 687
places to invest your 126
places to locate their 41
places to market your 46
places to obtain food 124
places to obtain good 71
places to obtain their 125
places to pupils from 58
places to pursue their 101
places to quench their 42
places to render their 59
places to retreat from 113
places to reward those 68
places to secure their 60
places to settle down 381
places to submit your 147
places we already know 87
places we passed over 114
places we passed were 66
places we should find 128
places we should have 410
places we should look 42
places we should pass 42
places we thought were 89
plague in bombay when 49
plague in europe during 63
plague in london during 73
plague in london were 42
plague in recent years 71
plague of another kind 53
plague of greece upon 56
plague of modern life 56
plague the soviet union 168
plaguing the soviet union 56
plains by blooming spring 115
plains of arable land 74
plains of arcadia ever 74
plains of barren sand 68
plains of bohemia were 74
plains of common life 45
plains of eastern india 111
plains of eastern north 176
plains of eastern south 43
plains of england were 69
plains of europe during 41
plains of europe were 62
plains of france were 107
plains of hungary were 74
plains of kansas were 113
plains of poland were 45
plains of shifting sand 162
plains or listed spot 102
plaits of flaxen hair 45
plaits of golden hair 82
planes in mexico city 51
planes in recent years 43
planes of easiest slip 165
planes of mental life 47
planes of opposing teeth 57
planet as viewed from 214
planet be passed away 76
planet in another star 165
planet is entering upon 44
planet is farther away 63
planet is farther from 176
planet is further from 41
planet is viewed from 57
planet of another star 407
planet of finite size 65
planet or bright star 45
planet to choose from 45
planet to deviate from 50
planet to planet must 40
planet to rotate once 66
planet we should have 52
planks of carved wood 59
planks of poplar wood 46
planks of yellow pine 101
planks or boards upon 344
planning an attack from 92
planning an attack upon 750
planning an escape from 273
planning in foster care 54
planning in future years 92
planning in mental health 304
planning in mexico city 110
planning in public health 167
planning in recent years 1782
planning in soviet union 44
planning in various ways 181
planning is already done 47
planning is always done 78
planning is becoming more 1043
planning is called upon 100
planning is deciding what 98
planning is little more 191
planning is looked upon 90
planning is needed when 85
planning is widely used 132
planning my escape from 94
planning of client care 51
planning of family life 49
planning of family size 363
planning of further work 46
planning of future care 46
planning of future health 65
planning of future land 54
planning of future ones 51
planning of future work 224
planning of mental health 468
planning of public health 224
planning of public work 54
planning of school work 58
planning on retiring from 91
planning on settling down 133
planning on spending more 47
planning on spending some 231
planning on spending time 141
planning or planning from 120
planning or policy making 275
planning or public health 97
planning the attack upon 77
planning the dinner menu 41
planning the family meals 65
planning the famous book 50
planning the future work 69
planning the sample size 101
planning to arrive there 45
planning to attack fort 157
planning to attack from 80
planning to attack pearl 92
planning to attack syria 116
planning to attack their 193
planning to attack your 101
planning to attend four 70
planning to attend next 102
planning to attend some 103
planning to attend your 40
planning to become more 255
planning to become much 310
planning to become part 98
planning to bestow peace 66
planning to decide what 135
planning to depart from 113
planning to devote more 89
planning to double their 97
planning to embark upon 252
planning to enroll full 792
planning to ensure full 50
planning to ensure their 63
planning to escape from 1032
planning to expand into 942
planning to expand their 1574
planning to expand your 256
planning to extend their 750
planning to extend your 44
planning to finish high 266
planning to follow suit 418
planning to follow their 131
planning to further their 115
planning to invade cuba 260
planning to invade india 69
planning to invade iraq 142
planning to invade north 46
planning to invade their 45
planning to invest more 170
planning to invest over 151
planning to invest some 68
planning to launch their 273
planning to market their 112
planning to obtain more 100
planning to profit from 165
planning to reduce their 368
planning to reduce your 58
planning to remain here 187
planning to remain there 251
planning to remove from 57
planning to resign from 412
planning to resume their 81
planning to resume work 95
planning to retire early 414
planning to retire from 1035
planning to retire next 140
planning to retire soon 567
planning to retire there 137
planning to retire when 58
planning to return from 207
planning to return home 1982
planning to return next 130
planning to return soon 101
planning to return there 387
planning to return when 92
planning to secede from 197
planning to secure their 47
planning to settle down 911
planning to settle here 129
planning to settle there 215
planning to someone else 57
planning to strike back 96
planning to submit your 47
planning to switch from 98
planning to switch over 115
planning to travel back 86
planning to travel during 59
planning to travel from 259
planning to travel south 102
planning to travel there 97
planting in raised beds 289
planting in recent years 178
planting my second rows 236
planting of another crop 139
planting of exotic tree 40
planting of flower beds 120
planting of hybrid corn 161
planting of upland rice 106
planting of winter wheat 960
planting on raised beds 159
planting the church among 138
planting the english flag 81
planting the french flag 189
planting the gospel among 324
planting the potato crop 50
planting the second crop 138
planting the winter wheat 54
planting to reduce soil 47
plants as suited their 120
plants at kansas city 95
plants at planting time 125
plants at random from 52
plants by direct gene 86
plants do better when 87
plants do indeed have 43
plants go through their 44
plants in another part 76
plants in canada have 46
plants in canada were 96
plants in desert areas 70
plants in double rows 70
plants in eastern north 174
plants in europe have 94
plants in europe were 89
plants in flower beds 48
plants in flower during 63
plants in flower from 49
plants in flower pots 273
plants in flower were 81
plants in france were 41
plants in future years 45
plants in ghetto areas 59
plants in kansas city 239
plants in larger pots 77
plants in liquid form 60
plants in little pots 50
plants in mexico city 172
plants in mexico have 43
plants in mexico were 58
plants in nature have 72
plants in outlying areas 116
plants in places like 301
plants in places such 48
plants in raised beds 159
plants in recent years 672
plants in record time 47
plants in remote areas 217
plants in sweden have 43
plants in various areas 69
plants in various ways 409
plants in wooden tubs 46
plants is becoming more 202
plants is broken down 114
plants is something like 70
plants no matter what 90
plants of another kind 68
plants of bygone ages 47
plants of eastern north 175
plants of europe grow 90
plants of europe have 62
plants of former ages 78
plants of larger size 157
plants of medium size 258
plants of modest size 41
plants of nature fade 64
plants of normal size 44
plants of various ages 263
plants of various size 104
plants of winter wheat 188
plants on raised beds 70
plants or animal life 60
plants or kidney beans 49
plants so treated will 160
plants the greater part 60
plants the pollen tube 74
plants to absorb more 113
plants to adjust their 57
plants to assess their 49
plants to attain their 56
plants to become more 430
plants to become part 40
plants to become very 40
plants to become well 379
plants to choose from 1418
plants to emerge from 65
plants to ensure their 76
plants to escape from 60
plants to expand their 193
plants to extend their 142
