packing them for shipment 220
people did not assemble 116
people did not associate 560
people did not begrudge 71
people did not challenge 57
people did not commonly 71
people did not complain 620
people did not complete 243
people did not conceive 150
people did not confound 46
people did not confront 46
people did not consider 2183
people did not continue 272
people did not convince 113
people did not delegate 41
people did not describe 69
people did not diminish 115
people did not directly 150
people did not disappear 241
people did not discover 137
people did not disperse 261
people did not emigrate 73
people did not entirely 185
people did not exercise 135
people did not formerly 107
people did not frequent 90
people did not frighten 149
people did not hesitate 1682
people did not identify 349
people did not indicate 86
people did not initially 73
people did not interact 55
people did not interest 471
people did not maintain 113
people did not manifest 109
people did not normally 300
people did not organize 64
people did not perceive 719
people did not practice 274
people did not progress 102
people did not properly 110
people did not purchase 59
people did not register 130
people did not remember 538
people did not resemble 40
people did not restrict 42
people did not separate 135
people did not seriously 93
people did not strictly 48
people did not struggle 64
people did not suddenly 121
people did not therefore 50
people did not tolerate 88
people did pay attention 65
people did you actually 48
people does not coincide 43
people does not consider 171
people does not diminish 62
people does not entirely 51
people does not indicate 66
people does not interest 136
people does not mistrust 133
people does not preclude 87
people does not therefore 42
people does not tolerate 40
people doing this exercise 59
people doth not consider 2150
people fear and distrust 134
people fit this category 41
people for all eternity 263
people for all purposes 114
people for each category 53
people for his audience 60
people for his children 47
people for his firmness 42
people for his military 56
people for his personal 232
people for his problems 60
people for his purposes 135
people for his reception 57
people for his recovery 47
people for his services 172
people for his subjects 68
people for its approval 50
people for its economic 50
people for its execution 67
people for its judgment 53
people for its military 41
people for its operation 52
people for its policies 57
people for its reception 46
people for its survival 68
people for key positions 195
people for new positions 75
people for not conforming 49
people for not expressing 60
people for one assembly 57
people for our problems 80
people for this activity 65
people for top positions 58
people get them confused 139
people had all possible 53
people had all returned 59
people had any illusions 48
people had any intention 79
people had any interest 171
people had big families 48
people had but recently 142
people had for thousands 40
people had got entangled 97
people had its separate 58
people had long accepted 45
people had long believed 105
people had long expected 701
people had long memories 144
people had long regarded 75
people had long resented 58
people had long resolved 52
people had long suffered 104
people had not accepted 271
people had not achieved 77
people had not acquired 159
people had not actually 95
people had not advanced 84
people had not approved 70
people had not assisted 41
people had not attained 71
people had not attended 91
people had not believed 262
people had not betrayed 47
people had not demanded 74
people had not embraced 46
people had not entirely 66
people had not expected 300
people had not finished 59
people had not followed 107
people had not forgiven 67
people had not improved 147
people had not increased 63
people had not insisted 60
people had not intended 64
people had not invented 64
people had not listened 89
people had not observed 42
people had not obtained 82
people had not patience 79
people had not prepared 181
people had not produced 60
people had not properly 45
people had not provided 48
people had not received 350
people had not rejected 89
people had not remained 47
people had not repented 60
people had not returned 197
people had not suffered 260
people had not therefore 72
people had not troubled 55
people had now obtained 45
people had now returned 42
people had now withdrawn 92
people had thus obtained 40
people had was conceded 86
people has its favorite 48
people has not improved 250
people has not increased 116
people has not occurred 45
people has not perished 48
people has not ratified 273
people has not received 53
people hath not hearkened 83
people long for equality 65
people mad with eagerness 62
people may ask questions 71
people may get confused 44
people may get involved 64
people may not actually 244
people may not consider 310
people may not directly 50
people may not identify 50
people may not perceive 251
people may not remember 274
people may not tolerate 51
people may own property 48
people may pay attention 44
people met and exchanged 51
people met for religious 184
people new and valuable 345
people not being prepared 178
people not yet prepared 57
people now than formerly 54
people off his property 63
people pay any attention 323
people pay for products 100
people pay for services 97
people read and believed 50
people read with interest 43
people sat and listened 152
people saw her approach 172
people saw him publicly 65
people saw his reverend 158
people saw that petitions 68
people say that american 119
people say that buddhism 42
people say that children 299
people say that education 60
people say that everyone 97
people say that formerly 56
people say that japanese 43
people say that politics 95
people say that somebody 45
people say that students 49
people say that whatever 72
people say that whenever 56
people say they remember 93
people see and evaluate 61
people see and remember 72
people see how beautiful 52
people see things otherwise 41
people she had expected 58
people she had formerly 55
people she had mentioned 58
people she had observed 70
people she had promised 43
people she had recently 40
people she hath relieved 46
people she was addressing 41
people she was involved 58
people she was pregnant 73
people she was supposed 214
people than any viceroys 45
people than are actually 90
people than are employed 71
people than are occupied 71
people than are replaced 61
people than are required 52
people than can possibly 113
people than they actually 173
people than they deserved 69
people than they otherwise 41
people than was formerly 57
people than was possible 216
people than with children 71
people than with machines 44
people that are actually 233
people that are addicted 67
people that are affected 357
people that are assigned 58
people that are commonly 520
people that are consumed 43
people that are critical 43
people that are designed 44
people that are destined 59
people that are directly 143
people that are employed 292
people that are entirely 58
people that are entitled 54
people that are essential 60
people that are excluded 47
people that are expected 110
people that are governed 63
people that are grievous 46
people that are homeless 74
people that are ignorant 85
people that are included 55
people that are infected 49
people that are intended 69
people that are involved 2455
people that are mentally 44
people that are mentioned 118
people that are otherwise 40
people that are positive 49
people that are prepared 67
people that are probably 47
people that are produced 44
people that are referred 51
people that are relevant 82
people that are required 182
people that are selected 41
people that are struggling 87
people that are supposed 396
people that can actually 72
people that can possibly 66
people that get involved 112
people that god intended 44
people that had attended 54
people that had business 61
people that had followed 82
people that had formerly 69
people that had migrated 44
people that had occurred 55
people that had perished 47
people that had preceded 64
people that had produced 139
people that had received 77
people that had recently 74
people that had rejected 82
people that had remained 150
people that had suddenly 48
people that had suffered 239
people that had survived 82
people that has achieved 80
people that has attained 111
people that has followed 49
people that has occurred 63
people that has produced 322
people that has received 55
people that has remained 85
people that has resulted 50
people that has suffered 443
people that has survived 158
people that her daughter 84
people that his daughter 58
people that its abolition 54
people that not everyone 64
people that she believed 85
people that they accepted 76
people that they actually 205
people that they believed 153
people that they consider 151
people that they continue 95
people that they demanded 47
people that they deserved 55
people that they followed 76
people that they governed 41
people that they insisted 41
people that they intended 61
people that they perceive 55
people that they probably 41
people that they regarded 53
people that they remained 56
people that they resolved 43
people that they scarcely 50
people that this condition 47
people that this interest 45
people that was destined 92
people that was expected 52
people that was foremost 48
people that was involved 55
people that was supposed 56
people that you actually 56
people that you associate 74
people that you consider 141
people that you interact 80
people that you mentioned 126
people that you probably 56
people that you remember 45
people they are absolved 363
people they are actually 41
people they are addressing 151
people they are attached 66
people they are attempting 210
people they are commonly 41
people they are describing 106
people they are designed 581
people they are destined 40
people they are directed 46
people they are expected 207
people they are intended 878
people they are involved 82
people they are observed 48
people they are oppressing 99
people they are portraying 45
people they are protecting 49
people they are regarded 52
people they are researching 77
people they are supporting 50
people they are supposed 2903
people they can identify 124
people they did business 61
people they had acquired 157
people they had arrested 154
people they had betrayed 43
people they had captured 119
people they had enslaved 106
people they had formerly 103
people they had intended 41
people they had murdered 74
people they had overcome 60
people they had recently 72
people this has happened 64
people use and interact 130
people use and perceive 170
people use this approach 61
people use this strategy 63
people use two languages 47
people using its services 48
people using this approach 69
people was being infected 53
people was being prepared 48
people was not affected 79
people was not complete 90
people was not confined 360
people was not directed 61
people was not directly 44
people was not entirely 240
people was not followed 44
people was not improved 74
people was not intended 74
people was not lessened 42
people was not mentioned 41
people was not possible 146
people was not prepared 70
people was not regarded 92
people was not restored 52
people was not seriously 43
people was not uncommon 67
people was too horrible 136
people weak and ignorant 42
people who act contrary 47
people who act strangely 57
people who act unjustly 43
people who act violently 68
people who are abandoning 66
people who are abnormal 87
people who are absolute 88
people who are absorbed 279
people who are accepted 304
people who are accident 98
people who are accorded 59
people who are actively 2882
people who are actually 7140
people who are actuated 161
people who are addicted 4495
people who are addressing 71
people who are adjudged 72
people who are admitted 646
people who are advanced 400
people who are advocating 268
people who are affected 14541
people who are affluent 174
people who are agitated 113
people who are agreeable 121
people who are allergic 4966
people who are amateurs 55
people who are ambitious 554
people who are amenable 86
people who are american 222
people who are animated 293
people who are annually 54
people who are antibody 71
people who are anxiously 54
people who are apathetic 169
people who are appalled 164
people who are approved 49
people who are ardently 43
people who are arguably 43
people who are arrested 1025
people who are arrogant 201
people who are artistic 51
people who are assessed 145
people who are assigned 844
people who are assisted 59
people who are attached 820
people who are attacked 278
people who are attempting 1597
people who are auditioning 56
people who are authentic 67
people who are autistic 129
people who are awakened 325
people who are backward 312
people who are balanced 119
people who are banished 202
people who are bankrupt 50
people who are baptized 220
people who are battered 85
people who are beautiful 243
people who are beholden 46
people who are believed 1451
people who are benefiting 257
people who are betrayed 53
people who are betrothed 47
people who are bisexual 206
people who are bitterly 88
people who are brighter 212
people who are brilliant 273
people who are burdened 284
people who are business 143
people who are captives 50
people who are captured 95
people who are careless 547
people who are carriers 440
people who are casually 47
people who are catholics 129
people who are celibate 52
people who are centered 61
people who are challenging 309
people who are cheerful 371
people who are childish 56
people who are children 182
people who are christian 354
people who are citizens 839
people who are cleverer 101
people who are closeted 100
people who are clueless 54
people who are cohabiting 99
people who are collecting 194
people who are comatose 69
people who are combined 41
people who are committing 368
people who are commonly 997
people who are complete 311
people who are completing 66
people who are compliant 49
people who are computer 406
people who are condemning 53
people who are conducting 447
people who are confined 943
people who are conforming 42
people who are confused 1072
people who are connecting 61
people who are conscious 1381
people who are conspiring 48
people who are constant 65
people who are consumed 202
people who are contending 101
people who are continuing 188
people who are conversing 238
people who are converting 52
people who are courteous 79
people who are cowardly 80
people who are credible 69
people who are credited 121
people who are cremated 83
people who are criminal 43
people who are crippled 230
people who are critical 1002
people who are cultural 87
people who are cultured 157
people who are dangerous 448
people who are debarred 130
people who are deceived 204
people who are decisive 57
people who are declared 115
people who are dedicating 51
people who are deformed 69
people who are degraded 42
people who are delirious 44
people who are delivering 140
people who are demented 105
people who are depended 42
people who are depicted 170
people who are deported 52
people who are deprived 1483
people who are describing 52
people who are desirous 548
people who are despairing 41
people who are despised 145
people who are destined 828
people who are destroying 273
people who are detached 225
people who are detained 308
people who are deterred 102
people who are devalued 85
people who are developing 846
people who are devotees 64
people who are devoutly 46
people who are diagnosed 1382
people who are diligent 84
people who are directed 114
people who are directly 3797
people who are disabled 7546
people who are discussing 288
people who are disliked 109
people who are disloyal 94
people who are dismayed 95
people who are displaying 61
people who are disposed 771
people who are distinct 109
people who are disturbing 96
people who are divinely 41
people who are divorced 1629
people who are dogmatic 67
people who are domestic 53
people who are dominant 124
people who are dominating 76
people who are doubtful 207
people who are dyslexic 156
people who are earnestly 132
people who are economic 52
people who are educated 3649
people who are eighteen 225
people who are eligible 2752
people who are eloquent 60
people who are embedded 104
people who are emigrating 50
people who are emotional 141
people who are employed 6161
people who are enamored 63
people who are endangering 41
people who are endeavoring 191
people who are engrossed 119
people who are enmeshed 109
people who are enrolled 710
people who are enslaved 681
people who are entangled 70
people who are entirely 1101
people who are entitled 1799
people who are equipped 358
people who are essential 262
people who are estranged 156
people who are evaluating 136
people who are examples 60
people who are excluded 1474
people who are executed 92
people who are exempted 57
people who are exercising 254
people who are exhibiting 83
people who are expected 3024
people who are expelled 81
people who are exploiting 260
people who are expressing 257
people who are external 146
people who are failures 160
people who are fanatics 52
people who are fatigued 101
people who are fiercely 58
people who are flexible 428
people who are followed 102
people who are forcibly 82
people who are forgiven 60
people who are formally 301
people who are fourteen 47
people who are frequent 145
people who are friendly 1061
people who are fulfilling 86
people who are functioning 388
people who are furnishing 64
people who are generating 56
people who are generous 463
people who are geniuses 71
people who are governed 3641
people who are graduating 72
people who are grateful 292
people who are grounded 96
people who are gullible 72
people who are habitual 151
people who are hampered 54
people who are handsome 62
people who are happiest 368
people who are harassed 330
people who are hardened 119
people who are helpless 377
people who are hesitant 339
people who are hindered 44
people who are hispanic 133
people who are homeless 3663
people who are honestly 285
people who are hopeless 74
people who are hundreds 49
people who are ignorant 3437
people who are immature 265
people who are immersed 415
people who are immobile 178
people who are immortal 85
people who are impacted 173
people who are impaired 154
people who are impartial 73
people who are impelled 116
people who are impotent 41
people who are inactive 263
people who are inclined 2526
people who are included 528
people who are indebted 152
people who are indigent 229
people who are infected 5941
people who are informed 1283
people who are inhabiting 47
people who are initially 483
people who are initiated 83
people who are innately 112
people who are innocent 851
people who are insecure 1138
people who are insiders 69
people who are insolent 46
people who are inspired 428
people who are insulted 56
people who are integral 174
people who are intended 277
people who are internal 49
people who are intimate 326
people who are invested 228
people who are involved 34559
people who are inwardly 146
people who are isolated 2022
people who are landless 369
people who are languishing 75
people who are lawfully 70
people who are licensed 333
people who are likewise 103
people who are listened 69
people who are literate 617
people who are lukewarm 134
people who are malicious 50
people who are managers 117
people who are marginal 338
people who are markedly 151
people who are meditating 94
people who are mentally 5586
people who are mentioned 577
people who are merciful 54
people who are migrants 41
people who are mistaken 110
people who are moderate 118
people who are monitoring 45
people who are morbidly 211
people who are mortally 51
people who are multiply 52
people who are murdered 195
people who are musicians 64
people who are mutually 296
people who are nameless 53
people who are nationals 42
people who are negative 546
people who are negotiating 111
people who are neurotic 217
people who are nobodies 51
people who are normally 1553
people who are notorious 84
people who are nowadays 92
people who are numbered 40
people who are numerous 55
people who are nurtured 45
people who are obedient 147
people who are oblivious 128
people who are obnoxious 57
people who are observed 166
people who are obsessed 1771
people who are obviously 1515
people who are occupied 989
people who are offended 997
people who are opposite 89
people who are oppressing 102
people who are ordained 61
people who are ordinary 123
people who are organizing 279
people who are oriented 407
people who are original 66
people who are otherwise 3840
people who are outcasts 74
people who are outdoors 107
people who are outraged 252
people who are overcome 127
people who are overcoming 48
people who are paranoid 277
people who are partially 370
people who are partners 111
people who are patently 83
people who are patients 169
people who are patriotic 118
people who are performing 1804
people who are personal 73
people who are pictured 84
people who are poisoned 82
people who are positive 894
people who are possible 96
people who are possibly 112
people who are potential 1076
people who are powerful 451
people who are practicing 468
people who are pregnant 174
people who are prepared 11706
people who are presenting 150
people who are pressuring 43
people who are presumed 355
people who are pretending 153
people who are preventing 56
people who are probably 1005
people who are problems 60
people who are products 194
people who are profiled 111
people who are prolific 40
people who are promised 59
people who are promoted 262
people who are prompted 60
people who are properly 521
people who are prospering 57
people who are protecting 108
people who are protesting 242
people who are provided 190
people who are provoked 50
people who are publicly 198
people who are publishing 81
people who are punctual 70
people who are punished 214
people who are purchasing 137
people who are quarreling 62
people who are questioning 215
people who are randomly 72
people who are realistic 70
people who are received 121
people who are recently 160
people who are reckless 69
people who are reckoned 59
people who are recorded 99
people who are recovering 771
people who are redeemed 153
people who are referred 904
people who are refugees 209
people who are regarded 1749
people who are regulars 48
people who are rejected 266
people who are relative 132
people who are relevant 186
people who are relieved 112
people who are religious 1101
people who are relocating 128
people who are rendered 130
people who are renowned 145
people who are repelled 248
people who are reported 278
people who are requesting 73
people who are required 1199
people who are researching 127
people who are reserved 69
people who are resident 461
people who are resigned 96
people who are resolved 259
people who are responding 349
people who are restless 164
people who are retarded 620
people who are reticent 72
people who are returned 65
people who are revolted 98
people who are rewarded 172
people who are righteous 168
people who are ritually 59
people who are salaried 42
people who are scarcely 187
people who are scholars 45
people who are schooled 54
people who are screened 82
people who are secretly 146
people who are securely 57
people who are selected 843
people who are selfless 55
people who are sensible 103
people who are separate 79
people who are separating 42
people who are seriously 2626
people who are servants 81
people who are severely 1820
people who are sexually 1812
people who are sickened 43
people who are singularly 106
people who are situated 317
people who are skillful 169
people who are slightly 494
people who are smothered 41
people who are somebody 60
people who are somewhat 2402
people who are spatially 113
people who are specially 504
people who are sponsoring 63
people who are squeamish 54
people who are stationed 84
people who are steadfast 71
people who are straight 313
people who are stranded 180
people who are strangely 50
people who are strangers 2316
people who are stressed 869
people who are stretching 77
people who are stricken 143
people who are strictly 140
people who are struggling 5297
people who are stubborn 103
people who are students 282
people who are subjects 290
people who are succeeding 147
people who are suddenly 521
people who are suicidal 570
people who are suitable 201
people who are suitably 56
people who are summoned 65
people who are supplied 73
people who are supporting 713
people who are supposed 9947
people who are surveyed 102
people who are talented 874
people who are targeted 209
people who are tenacious 44
people who are terribly 297
people who are therefore 106
people who are thereupon 75
people who are thousands 96
people who are threatened 782
people who are tolerant 354
people who are tortured 129
people who are troubled 2444
people who are unafraid 121
people who are underage 44
people who are underfed 218
people who are undergoing 915
people who are unfairly 82
people who are unfitted 45
people who are uniquely 286
people who are unjustly 121
people who are unlearned 41
people who are unlikely 802
people who are unstable 97
people who are unsuited 76
people who are unwanted 61
people who are uprooted 188
people who are upwardly 107
people who are valuable 130
people who are variously 189
people who are verbally 116
people who are veterans 42
people who are vigorous 62
people who are violently 150
people who are virtuous 132
people who are visually 1709
people who are withdrawing 41
people who are withdrawn 108
people who are witnessing 83
people who are worshiping 70
people who ask questions 874
people who bear children 73
people who bring children 76
people who but recently 40
people who buy gasoline 57
people who buy pictures 85
people who buy products 248
people who buy property 93
people who can actively 63
people who can actually 772
people who can approach 68
people who can assemble 56
people who can authorize 65
people who can challenge 107
people who can complete 53
people who can conceive 78
people who can continue 100
people who can converse 67
people who can convince 88
people who can describe 160
people who can directly 53
people who can discover 68
people who can dispense 44
people who can empathize 73
people who can evaluate 84
people who can exercise 270
people who can generate 163
people who can honestly 143
people who can identify 616
people who can innovate 42
people who can instruct 51
people who can interact 154
people who can maintain 271
people who can mobilize 49
people who can motivate 75
people who can negotiate 58
people who can organize 219
people who can overcome 99
people who can perceive 127
people who can persuade 64
people who can possibly 202
people who can practice 76
people who can probably 75
people who can properly 143
people who can purchase 109
people who can remember 816
people who can scarcely 224
people who can separate 61
people who can tolerate 375
people who can transfer 41
people who can transmit 45
people who can withstand 115
people who deal directly 201
people who did actually 40
people who did business 396
people who did whatever 55
people who die annually 122
people who die suddenly 257
people who die violently 64
people who fear rejection 54
people who for economic 43
people who for hundreds 122
people who for personal 51
people who for religious 78
people who for thousands 175
people who for whatever 349
people who get addicted 104
people who get arrested 110
people who get confused 40
people who get divorced 902
people who get divorces 62
people who get headaches 53
people who get infected 170
people who get involved 2555
people who get murdered 125
people who get pregnant 55
people who get promoted 179
people who got arrested 79
people who got divorced 64
people who got involved 733
people who had abducted 70
people who had absorbed 151
people who had accepted 1261
people who had accounts 61
people who had achieved 1107
people who had acquired 1364
people who had actively 211
people who had actually 2645
people who had adequate 56
people who had adjusted 40
people who had advanced 464
people who had agitated 57
people who had alighted 40
people who had answered 231
people who had approved 62
people who had arrested 81
people who had arthritis 89
people who had ascended 80
people who had asserted 84
people who had assisted 538
people who had attached 110
people who had attacked 546
people who had attained 913
people who had attended 3280
people who had authority 143
people who had awakened 80
people who had banished 55
people who had beautiful 41
people who had beguiled 104
people who had believed 789
people who had bequeathed 40
people who had bestowed 68
people who had betrayed 529
people who had borrowed 373
people who had business 1383
people who had captured 289
people who had children 694
people who had clamored 56
people who had compiled 45
people who had complete 45
people who had composed 113
people who had concealed 121
people who had confided 81
people who had consumed 173
people who had contacts 128
people who had criminal 62
people who had deceived 89
people who had declared 357
people who had declined 75
people who had defected 91
people who had defended 145
people who had definite 62
people who had demanded 209
people who had departed 182
people who had depended 252
people who had deprived 71
people who had deserted 403
people who had deserved 41
people who had designed 235
people who had despised 87
people who had directed 65
people who had directly 110
people who had disliked 78
people who had disowned 51
people who had divorced 56
people who had economic 45
people who had education 101
people who had elevated 88
people who had embarked 144
people who had embraced 400
people who had emotional 42
people who had employed 192
people who had endorsed 66
people who had enlisted 64
people who had enormous 81
people who had enriched 87
people who had enrolled 98
people who had enslaved 144
people who had entirely 71
people who had epilepsy 102
people who had espoused 85
people who had examined 62
people who had exchanged 73
people who had executed 55
people who had expected 590
people who had expelled 102
people who had extended 109
people who had families 162
people who had fashioned 44
people who had financed 86
people who had financial 67
people who had finished 358
people who had firsthand 374
people who had followed 2582
people who had formally 54
people who had formerly 2580
people who had forsaken 269
people who had frequent 65
people who had governed 78
people who had happened 107
people who had harassed 41
people who had harbored 56
people who had idolized 51
people who had imagined 93
people who had immediate 51
people who had improved 62
people who had increased 43
people who had incurred 262
people who had indulged 72
people who had informed 74
people who had initially 403
people who had initiated 136
people who had inquired 65
people who had insisted 139
people who had inspired 165
people who had insulted 158
people who had intended 198
people who had interest 58
people who had intimate 70
people who had invented 369
people who had invested 1168
people who had launched 85
people who had lavished 101
people who had listened 583
people who had mastered 338
people who had mattered 70
people who had meanwhile 41
people who had memories 53
people who had mentioned 53
people who had migrated 2438
people who had misgivings 51
people who had mistaken 48
people who had multiple 100
people who had murdered 584
people who had narrowly 54
people who had negative 108
people who had nurtured 109
people who had objected 121
people who had observed 338
people who had obtained 549
people who had obviously 372
people who had occupied 1278
people who had offended 592
people who had operated 105
people who had otherwise 101
people who had outgrown 73
people who had outlived 133
people who had overcome 275
people who had overheard 49
people who had partaken 85
people who had perished 494
people who had personal 386
people who had physical 123
people who had pioneered 64
people who had positive 111
people who had preceded 512
people who had prepared 318
people who had presided 43
people who had presumed 51
people who had probably 635
people who had problems 836
people who had produced 584
people who had profited 274
people who had promised 556
people who had promoted 92
people who had property 221
people who had proposed 86
people who had provided 475
people who had provoked 86
people who had publicly 87
people who had questions 133
people who had rebelled 565
people who had received 4928
people who had recently 3525
people who had recourse 65
people who had regained 44
people who had regarded 205
people who had rejected 1005
people who had rejoiced 51
people who had relations 79
people who had religious 93
people who had remained 2771
people who had rendered 350
people who had replaced 96
people who had reported 289
people who had required 42
people who had reserved 44
people who had resigned 108
people who had resisted 409
people who had resolved 126
people who had resorted 62
people who had restored 55
people who had retained 178
people who had retreated 72
people who had returned 1489
people who had revolted 230
people who had scarcely 236
people who had scruples 53
people who had secretly 66
people who had selected 116
people who had seriously 43
people who had servants 58
people who had slighted 43
people who had smallpox 46
people who had snatched 46
people who had specific 100
people who had squatted 67
people who had squeezed 45
people who had stripped 78
people who had stumbled 86
people who had suddenly 603
people who had suffered 8561
people who had supplied 207
people who had supposed 82
people who had survived 2417
people who had switched 103
people who had symptoms 51
people who had threatened 220
people who had tortured 131
people who had traveled 1128
people who had troubled 43
people who had troubles 77
people who had vanished 200
people who had ventured 328
people who had wandered 436
people who had welcomed 680
people who had wintered 56
people who had withdrawn 195
people who had withstood 79
people who has rendered 88
people who has suffered 40
people who lead ordinary 56
people who may actually 159
people who may annually 56
people who may consider 94
people who may disagree 153
people who may hereafter 60
people who may identify 57
people who may otherwise 485
people who may possibly 154
people who may remember 49
people who mean business 115
people who met columbus 42
people who now comprise 175
people who now consider 99
people who now dominate 54
people who now occupied 79
people who now populate 60
people who now practice 64
people who now surround 141
people who own exercise 120
people who own personal 57
people who own property 736
people who pay attention 632
people who put pressure 65
people who read business 50
people who read salacious 46
people who run marathons 60
people who sat opposite 47
people who say otherwise 41
people who then occupied 112
people who they believed 173
people who they consider 94
people who they perceive 126
people who thus remained 83
people who use american 112
people who use cannabis 177
people who use cellular 53
people who use computer 281
people who use crutches 85
people who use electric 53
people who use financial 65
people who use internet 45
people who use languages 43
people who use multiple 45
people who use personal 131
people who use products 64
people who use religious 45
people who use services 926
people who use software 68
people who use standard 44
people who use steroids 62
people who was actually 41
people who was involved 76
people who was supposed 60
people who wear dentures 123
people who wear uniforms 114
people who you consider 55
people with all civility 126
people with all disgrace 42
people with all possible 294
people with any authority 60
people with any education 65
people with any interest 94
people with bad eyesight 108
people with bad memories 71
people with big families 124
people with big problems 55
people with both physical 70
people with don fernando 50
people with eating problems 266
people with eye problems 125
people with few children 58
people with few economic 71
people with few financial 50
people with head injuries 622
people with her children 51
people with her condition 43
people with hip fracture 47
people with his brilliant 57
people with his condition 47
people with his doctrine 46
people with his eloquent 76
people with his enthusiasm 58
people with his midnight 109
people with his personal 74
people with his powerful 45
people with his presence 226
people with his speeches 90
people with his suspicion 66
people with hiv infection 5762
people with its services 59
people with long criminal 74
people with long memories 409
people with low economic 47
people with low education 552
people with low literacy 293
people with low purchasing 44
people with low salaries 41
people with low vitality 49
people with lung problems 119
people with new problems 48
people with real authority 43
people with real concerns 101
people with real families 42
people with real personal 58
people with real problems 1278
people with sex problems 112
people with that attitude 109
people with that condition 92
people with that disorder 43
people with this approach 50
people with this attitude 266
people with this condition 2424
people with this diagnosis 324
people with this disorder 3274
people with this infection 45
people with this syndrome 472
people with this tendency 75
people with two children 107
people with two distinct 50
people with two languages 58
people with two separate 165
people with weak digestion 110
people with weak stomachs 215
people you are actually 45
people you are addressing 304
people you are attempting 80
people you are contacting 54
people you are conversing 43
people you are describing 55
people you are involved 96
people you are negotiating 137
people you are presenting 48
people you are probably 61
people you are researching 110
people you are supporting 50
people you are supposed 282
people you can actually 52
people you can approach 53
people you can identify 110
people you can interact 62
people you can possibly 73
people you can remember 49
people you get involved 68
people you see everyday 46
peopling earth with tutelary 54
peril that had threatened 113
peril they had incurred 42
period and all combined 50
period and all expenses 41
period and any extension 196
period and are believed 54
period and are commonly 42
period and are expected 94
period and are followed 53
period and are probably 117
period and are recorded 67
period and are replaced 50
period and are reported 68
period and are therefore 485
period and can therefore 152
period and for definite 45
period and for specific 60
period and had received 68
period and had therefore 46
period and has produced 40
period and has received 43
period and has recently 51
period and has remained 206
period and has survived 54
period and has therefore 43
period and his pictures 47
period and its aftermath 2249
period and its cultural 85
period and its dominant 54
period and its economic 67
period and its evolution 42
period and its financial 126
period and its immediate 379
period and its literary 62
period and its politics 42
period and its problems 227
period and its relations 44
period and its standard 127
period and may continue 95
period and may possibly 45
period and may therefore 117
period and mean distance 215
period and not pursuant 84
period and that interest 51
period and that therefore 165
period and then abruptly 44
period and then averaged 44
period and then compared 50
period and then continue 50
period and then declined 432
period and then declines 160
period and then decreased 343
period and then decreases 100
period and then disappear 148
period and then followed 61
period and then increased 139
period and then increases 235
period and then multiply 150
period and then remained 103
period and then returned 412
period and then suddenly 639
period and then switched 48
period and then undergoes 54
period and then withdrawn 58
period and thus provides 51
period and was accepted 40
period and was designed 69
period and was directly 41
period and was employed 59
period and was extended 58
period and was followed 224
period and was intended 66
period and was involved 45
period and was probably 331
period and was produced 48
period and was regarded 65
period and was replaced 126
period and was therefore 217
period are being replaced 42
period are not abundant 41
period are not adequate 50
period are not affected 116
period are not complete 198
period are not confined 44
period are not directly 43
period are not eligible 101
period are not entirely 133
period are not entitled 80
period are not expected 48
period are not forthcoming 49
period are not included 1001
period are not mentioned 48
period are not numerous 239
period are not possible 55
period are not recorded 124
period are not reported 83
period are not required 99
period are not strictly 88
period are not uncommon 193
period are now undergoing 54
period are then compared 45
period are too numerous 217
period but not received 77
period but not recorded 57
period but was probably 42
period can not commence 41
period can not possibly 248
period can not properly 99
period can not therefore 107
period did not actually 52
period did not coincide 103
period did not commence 197
period did not conceive 48
period did not consider 149
period did not continue 97
period did not directly 66
period did not disappear 104
period did not entirely 93
period did not generate 43
period did not hesitate 153
period did not indicate 96
period did not perceive 50
period did not preclude 90
period did not resemble 55
period did not seriously 51
period does not coincide 583
period does not commence 504
period does not consider 95
period does not continue 43
period does not indicate 303
period does not normally 59
period does not preclude 206
period for all children 93
period for all involved 53
period for all patients 117
period for all projects 90
period for all purposes 88
period for all students 125
period for all subjects 79
period for amt purposes 113
period for any coverage 53
period for any purposes 134
period for any specific 71
period for each activity 109
period for each category 189
period for each employee 127
period for each industry 101
period for each treatment 149
period for her betrothal 45
period for his interest 54
period for hiv infection 59
period for its accuracy 54
period for its execution 169
period for its exercise 57
period for its formation 45
period for its operation 44
period for new products 49
period for new recruits 40
period for new students 47
period for one complete 184
period for our analysis 109
period for our purposes 145
period for raw materials 60
period for real property 408
period for tax purposes 657
period for that property 43
period for this activity 75
period for this analysis 94
period for this industry 50
period for this infection 45
period for this operation 58
period for this property 42
period had its beginnings 45
period had not attained 68
period had not exceeded 82
period had not occurred 47
period had not produced 50
period has had complete 41
period has not amounted 41
period has not exceeded 41
period has not occurred 63
period has not produced 105
period has not received 166
period has not survived 112
period may not coincide 83
period she had received 57
period she had remained 62
period she had suffered 70
period she was confined 42
period she was employed 58
period she was involved 52
period than one calendar 57
period than that assigned 381
period than that embraced 59
period than that included 43
period than that mentioned 141
period than that observed 87
period than that occupied 45
period than that provided 156
period than that required 271
period than they actually 51
period than they otherwise 79
period than was actually 49
period than was allotted 70
period than was expected 90
period than was formerly 121
period than was intended 1449
period than was possible 148
period than was proposed 44
period than was provided 40
period than was required 88
period that are relevant 47
period that had followed 149
period that had preceded 211
period that had produced 120
period that has followed 270
period that has occupied 56
period that has occurred 89
period that has produced 124
