paced were oftenest in 189
people were arrested as 754
people were arrested at 596
people were arrested by 565
people were arrested in 3727
people were arrested of 49
people were arrested on 2356
people were arrested or 271
people were arrested the 64
people were ascribed to 44
people were assailed by 40
people were assembling at 116
people were assembling in 245
people were assembling to 129
people were assessed at 50
people were assessed in 41
people were assigned the 140
people were assigned to 1752
people were assisted by 128
people were assisted in 85
people were assisted to 89
people were attached by 48
people were attached to 1729
people were attacked as 45
people were attacked at 64
people were attacked by 822
people were attacked in 138
people were attempting to 1310
people were attended by 66
people were attended to 85
people were awakened by 449
people were awakened in 64
people were awakened to 375
people were backward in 78
people were banished by 212
people were banished to 153
people were baptized as 234
people were baptized at 163
people were baptized by 280
people were baptized in 677
people were baptized on 85
people were beguiled by 47
people were beholden to 54
people were believed to 1877
people were besieged by 59
people were besieged in 40
people were betrayed by 183
people were bondsmen to 46
people were burdened by 141
people were captives in 62
people were captured by 243
people were captured in 209
people were captured or 41
people were careless in 57
people were careless of 62
people were cautioned to 78
people were centered in 79
people were challenging the 91
people were children of 241
people were citizens of 294
people were collecting in 167
people were collecting the 54
people were collecting to 42
people were combined in 47
people were commencing to 53
people were commenting on 344
people were committing at 43
people were compared to 135
people were composed of 286
people were concerning the 47
people were confined in 475
people were confined to 1071
people were confused as 273
people were confused by 510
people were confused in 213
people were conscious of 1640
people were conspiring in 43
people were conspiring to 119
people were consumed by 194
people were consumed in 146
people were consumed to 52
people were continuing to 383
people were contrary to 96
people were convened in 79
people were convened to 59
people were converging on 284
people were conversing in 49
people were converting to 66
people were conveyed to 97
people were courteous to 45
people were creatures of 124
people were cremated in 61
people were crippled by 42
people were critical of 772
people were critical to 69
people were dangerous to 60
people were deceived as 120
people were deceived by 710
people were deceived in 82
people were declared to 381
people were degraded by 40
people were depicted as 522
people were depicted in 107
people were deported in 179
people were deported or 59
people were deported to 1052
people were deprived by 80
people were deprived of 4612
people were descending on 111
people were descending the 42
people were describing the 51
people were designed to 128
people were desirous of 1281
people were desirous to 370
people were despised by 108
people were destined by 48
people were destined to 1480
people were destroying the 90
people were detailed to 48
people were detained as 123
people were detained at 142
people were detained by 177
people were detained in 697
people were detained on 256
people were deterred by 85
people were developing an 51
people were developing the 91
people were devotees of 46
people were devoured by 112
people were diagnosed as 352
people were dictated by 131
people were directed at 44
people were directed by 130
people were directed in 53
people were directed to 1266
people were directly or 220
people were disarmed by 59
people were discussing in 59
people were discussing it 79
people were discussing the 1029
people were dismayed at 149
people were dismayed by 126
people were dismayed to 86
people were disposed in 49
people were disposed of 202
people were disposed to 3297
people were diverted by 54
people were diverted to 66
people were divested of 40
people were doubtful of 98
people were educated at 338
people were educated by 112
people were educated in 518
people were educated on 48
people were educated or 70
people were educated to 525
people were educated up 117
people were elevated to 95
people were eligible to 541
people were embedded in 139
people were embodied in 88
people were emigrating in 53
people were emigrating to 107
people were employed as 1725
people were employed at 2207
people were employed by 2006
people were employed in 22052
people were employed on 2049
people were employed or 66
people were employed to 907
people were encamped at 79
people were encamped in 361
people were encamped on 103
people were enclosed in 46
people were endeavoring to 144
people were engrossed in 220
people were enjoined to 649
people were enlisted in 203
people were enlisted on 55
people were enlisted to 70
people were enmeshed in 139
people were enriched by 76
people were enrolled as 119
people were enrolled in 3054
people were enslaved by 241
people were enslaved in 214
people were enslaved to 99
people were entangled in 53
people were entirely at 93
people were entirely in 111
people were entirely on 102
people were entitled by 44
people were entitled to 4869
people were equipped to 108
people were escorted to 73
people were essential to 223
people were examined at 44
people were examined by 93
people were examined in 167
people were excluded by 137
people were excluded in 44
people were excluded on 41
people were executed as 527
people were executed at 166
people were executed by 490
people were executed in 1567
people were executed on 349
people were executed or 243
people were exhorted by 97
people were exhorted to 1592
people were expected at 110
people were expected in 92
people were expected to 10050
people were expelled by 108
people were expelled or 51
people were expended in 49
people were exploiting the 74
people were expressing the 52
people were extended in 169
people were followed by 255
people were followed up 165
people were foremost in 51
people were forgetting the 111
people were formerly in 42
people were friendly in 43
people were friendly to 655
people were generous in 155
people were generous to 95
people were governed as 129
people were governed by 1722
people were governed in 77
people were grateful to 757
people were grounded in 42
people were hampered by 70
people were harangued by 44
people were harassed by 293
people were hardened to 41
people were heartened by 62
people were helpless in 92
people were helpless to 129
people were heralded by 85
people were hesitant to 488
people were homeless as 86
people were homeless in 196
people were homeless or 52
people were ignorant of 2562
people were immersed in 327
people were impacted by 58
people were impelled by 83
people were impelled to 168
people were incensed at 198
people were incensed by 182
people were inclined to 7111
people were included as 134
people were included in 1524
people were included on 62
people were increased by 153
people were indebted to 536
people were indicted in 121
people were indicted on 67
people were indulged in 42
people were infected by 396
people were infected in 168
people were inflamed by 229
people were inflamed to 235
people were informed by 195
people were informed in 67
people were informed of 897
people were informed on 40
people were inhabiting the 67
people were inimical to 67
people were initiated by 61
people were innocent of 193
people were inspired by 917
people were inspired to 526
people were insulted by 84
people were intended to 394
people were interned in 226
people were interred in 143
people were invested in 127
people were involved as 315
people were involved at 235
people were involved by 65
people were involved in 15871
people were involved is 51
people were involved on 105
people were involved or 86
people were involved to 114
people were isolated in 145
people were journeying to 43
people were jubilant at 51
people were languishing in 199
people were licensed to 59
people were listened to 73
people were literate in 232
people were maddened by 116
people were marooned in 69
people were marooned on 51
people were martyred in 46
people were mentioned as 167
people were mentioned by 79
people were mentioned in 211
people were mistaken if 41
people were mistaken in 212
people were murdered as 143
people were murdered at 273
people were murdered by 1078
people were murdered in 2542
people were murdered on 256
people were murdered or 239
people were nauseated by 41
people were neglecting the 41
people were notified by 40
people were notified of 109
people were notified to 63
people were numbered at 67
people were numbered by 50
people were numbered in 46
people were numerous in 71
people were obedient to 249
people were oblivious of 60
people were oblivious to 238
people were observed at 47
people were observed by 42
people were observed in 89
people were observed to 402
people were obsessed by 132
people were obviously in 69
people were occupied at 41
people were occupied by 127
people were occupied in 834
people were offended at 229
people were offended by 867
people were ordained to 79
people were organizing to 61
people were oriented to 72
people were outraged at 291
people were outraged by 628
people were outraged to 41
people were overawed by 233
people were overcome by 406
people were partners in 45
people were performing the 96
people were permeated by 43
people were pictured as 158
people were poisoned by 358
people were poisoned in 62
people were preceded by 82
people were predicting the 113
people were prepared by 157
people were prepared in 64
people were prepared to 12876
people were presumed to 356
people were pretending to 110
people were probably as 151
people were probably at 65
people were probably in 168
people were probably of 102
people were probably the 537
people were proceeding to 162
people were produced by 76
people were produced in 44
people were products of 134
people were promised an 54
people were promised by 41
people were promised the 82
people were promoted to 160
people were prompted by 58
people were prompted to 197
people were protesting the 118
people were provided by 80
people were provoked by 73
people were provoked to 64
people were punished by 229
people were punished if 46
people were punished in 112
people were punished or 44
people were questioning the 373
people were reassured by 94
people were rebuilding the 40
people were recalled to 103
people were received as 43
people were received at 64
people were received by 173
people were received in 123
people were received on 67
people were reckoned to 75
people were recorded as 1068
people were recorded by 75
people were recorded in 237
people were recorded on 42
people were referred to 1324
people were refugees in 45
people were regarded as 5458
people were regarded by 318
people were regarded in 72
people were rehoused in 69
people were rejected by 102
people were rejoiced at 123
people were rejoiced to 71
people were relieved at 65
people were relieved by 129
people were relieved in 62
people were relieved of 381
people were relieved to 304
people were religious in 49
people were reminded by 83
people were reminded of 1017
people were reminded to 63
people were remnants of 40
people were repelled by 294
people were replaced by 366
people were reported as 1066
people were reported by 119
people were reported in 186
people were reported to 3462
people were repulsed by 98
people were required by 261
people were required in 85
people were required to 7615
people were resident in 190
people were resigned to 296
people were resolute in 96
people were resolved on 99
people were resolved to 835
people were responding in 125
people were responding to 877
people were restored to 562
people were retained in 94
people were reticent to 41
people were returned as 107
people were returned to 326
people were revolted by 87
people were rewarded by 82
people were saddened by 101
people were sauntering or 46
people were scampering in 43
people were schooled in 66
people were schooled to 51
people were scrambling to 192
people were screened in 42
people were selected as 367
people were selected at 135
people were selected by 199
people were selected in 68
people were selected on 77
people were selected to 614
people were sensible of 318
people were seriously in 49
people were servants of 77
people were sheltering in 92
people were shrouded in 66
people were sickened by 129
people were silenced by 54
people were situated in 82
people were smothered in 40
people were sprawled on 77
people were squeezed in 49
people were startled at 160
people were startled by 464
people were startled to 219
people were stationed at 94
people were stationed in 90
people were stationed on 49
people were straggling in 43
people were stranded at 52
people were stranded in 214
people were stranded on 313
people were strangers in 69
people were strangers to 815
people were stricken by 156
people were stripped of 465
people were stripped to 57
people were struggling in 81
people were struggling to 1160
people were students at 40
people were subjects of 340
people were subsisting on 82
people were succumbing to 80
people were suddenly to 97
people were suffered to 397
people were summoned as 55
people were summoned by 341
people were summoned in 65
people were summoned to 1782
people were supplied by 143
people were supporting the 188
people were supposed to 10179
people were surveyed in 140
people were targeted by 44
people were tenacious of 112
people were therefore at 42
people were therefore in 53
people were therefore the 55
people were therefore to 41
people were thousands of 49
people were threatened by 646
people were tolerant of 122
people were tortured by 104
people were tortured in 117
people were tortured or 80
people were tortured to 208
people were trampled in 51
people were trampled on 146
people were trampled to 932
people were traversing the 41
people were troubled at 40
people were troubled by 508
people were unafraid of 95
people were unafraid to 42
people were undergoing the 83
people were unlikely to 817
people were uprooted by 44
people were uprooted in 48
people were vehement in 40
people were vehement on 99
people were veterans of 55
people were welcomed by 66
people were welcomed in 42
people were welcomed to 86
people were whispering in 82
people were whispering to 136
people were witnessing the 87
people were worshiping in 40
people were worshiping the 123
people what happened in 86
people what happened to 304
people when animated in 79
people when attacked by 43
people when attempting to 108
people when compared to 286
people when deprived of 41
people when informed of 69
people when threatened by 43
people whom otherwise he 54
people whom otherwise we 44
people will actually be 425
people will actually do 245
people will actually go 62
people will approach me 67
people will approach the 207
people will assemble in 101
people will assemble to 87
people will associate the 59
people will challenge the 68
people will complain if 59
people will complain of 208
people will complain to 61
people will complete the 117
people will confront the 44
people will consider as 47
people will consider it 554
people will consider me 105
people will consider the 453
people will consider to 49
people will conspire to 72
people will continue as 60
people will continue in 289
people will continue on 102
people will continue the 202
people will continue to 18565
people will contract the 59
people will contrast on 41
people will contrive to 81
people will converge on 43
people will describe the 110
people will diminish in 73
people will disagree as 139
people will disagree on 454
people will discount the 49
people will discover in 40
people will discover it 72
people will discover the 256
people will distrust the 72
people will dominate the 103
people will emigrate to 77
people will estimate the 51
people will evaluate the 94
people will exercise the 49
people will hereafter be 42
people will hesitate to 474
people will identify the 65
people will interact in 86
people will maintain it 80
people will maintain the 120
people will normally be 153
people will obviously be 73
people will organize to 49
people will overcome the 101
people will overlook the 58
people will overtake the 55
people will overthrow the 79
people will perceive as 63
people will perceive it 98
people will perceive the 417
people will populate the 59
people will probably be 1867
people will probably do 100
people will probably go 119
people will progress to 82
people will purchase at 137
people will purchase it 69
people will purchase the 94
people will regulate the 68
people will remember as 127
people will remember at 58
people will remember in 77
people will remember is 95
people will remember it 503
people will remember me 377
people will remember the 1536
people will remember to 58
people will remember us 139
people will repudiate the 49
people will scarcely be 66
people will strengthen the 65
people will struggle to 118
people will suddenly be 51
people will therefore be 228
people will tolerate an 46
people will tolerate in 67
people will tolerate is 49
people will tolerate it 150
people will tolerate no 73
people will tolerate the 190
people wore garments of 40
people work directly in 102
peril will continue to 54
period ahead forecast of 62
period also affected the 145
period also happened to 41
period also included the 280
period also includes the 287
period also increased the 59
period also increases the 66
period also indicate the 57
period also involved the 50
period also occurred in 59
period also occurred the 62
period also produced an 45
period also produced the 369
period also provided an 48
period also provided the 72
period also provides an 107
period also provides the 111
period also referred to 43
period also reflects the 92
period also resulted in 176
period also stressed the 43
period been admitted to 42
period been deprived of 40
period been employed in 66
period been occupied by 74
period been regarded as 320
period drew attention to 107
period ever attained at 55
period from admission to 49
period from augustus to 646
period from bismarck to 45
period from columbus to 66
period from december of 61
period from december to 1594
period from delivering or 475
period from delivery of 45
period from delivery to 65
period from diagnosis to 66
period from diocletian to 116
period from eighteen to 250
period from elizabeth to 71
period from exposure to 425
period from february to 4619
period from fourteen to 271
period from inception of 99
period from inception to 183
period from infection to 917
period from initiation of 79
period from initiation to 64
period from issuance to 201
period from justinian to 72
period from medieval to 69
period from midnight on 66
period from midnight to 574
period from miltiades to 42
period from november of 65
period from november to 2128
period from ovulation to 50
period from paganism to 42
period from passover to 47
period from pericles to 105
period from purchase to 41
period from saturday to 57
period from socialism to 107
period from tiberius to 114
period from vespasian to 154
period from washington to 42
period from waterloo to 94
period gave evidence of 164
period give evidence of 228
period have accepted the 52
period have affected the 66
period have amounted to 135
period have combined to 105
period have exceeded the 52
period have followed the 48
period have included the 79
period have increased by 71
period have increased the 65
period have obtained the 41
period have occurred in 96
period have provided the 53
period have received the 80
period have remained in 80
period have resulted in 435
period have returned to 51
period have stressed the 73
period have survived in 260
period have survived the 125
period have survived to 189
period here adverted to 172
period here referred to 805
period just mentioned is 58
period just mentioned the 84
period just referred to 1079
period just succeeding the 82
period last mentioned to 46
period last referred to 81
period made possible by 76
period made possible the 346
period many elements of 43
period many hundreds of 121
period many thousands of 239
period more attached to 46
period more prolific of 77
period more suitable to 43
period most critical to 65
period most relevant to 121
period moving averages of 250
period must consider the 46
period must continue to 81
period must obviously be 49
period must probably be 54
period must therefore be 452
period next succeeding the 272
period nothing happened of 68
period nothing happened to 55
period only amounted to 117
period over questions of 42
period show evidence of 108
period some hundreds of 61
period some thousands of 51
period there happened to 50
period there occurred an 120
period there occurred the 205
period were absorbed by 54
period were absorbed in 44
period were accepted as 97
period were accepted by 44
period were achieved by 54
period were achieved in 44
period were acquired by 50
period were actuated by 41
period were admitted to 53
period were affected by 239
period were analyzed by 83
period were analyzed in 55
period were assigned to 124
period were attached to 78
period were attempting to 85
period were attempts to 66
period were attended by 49
period were averaged to 50
period were believed to 140
period were compared to 199
period were composed by 72
period were composed in 82
period were composed of 125
period were composed the 60
period were computed by 46
period were confined to 351
period were conscious of 126
period were critical of 60
period were deprived of 65
period were designed by 90
period were designed in 47
period were designed to 534
period were destined to 126
period were dictated by 55
period were directed at 109
period were directed by 49
period were directed to 135
period were disposed of 72
period were disposed to 71
period were embodied in 64
period were employed as 44
period were employed in 176
period were entitled to 57
period were examined by 235
period were examined in 190
period were examined to 48
period were executed in 80
period were expected to 387
period were extended to 141
period were financed by 77
period were followed by 299
period were governed by 136
period were ignorant of 118
period were inclined to 222
period were included in 654
period were increased by 75
period were initiated by 98
period were inspired by 539
period were intended to 375
period were involved in 533
period were observed in 126
period were observed to 49
period were obtained by 446
period were obtained in 45
period were occupied by 77
period were occupied in 41
period were preceded by 56
period were prepared by 44
period were prepared to 197
period were probably of 59
period were probably the 383
period were produced by 268
period were produced in 301
period were produced the 47
period were products of 126
period were provided by 170
period were recorded as 211
period were recorded by 110
period were recorded in 245
period were recorded on 63
period were referred to 152
period were regarded as 924
period were regarded by 48
period were replaced by 1133
period were replaced in 52
period were reported as 101
period were reported by 180
period were reported in 105
period were reported to 122
period were required to 280
period were reviewed by 42
period were reviewed to 103
period were situated in 70
period were supplied by 67
period were supposed to 223
period were unlikely to 51
period when activity is 42
period when advances in 67
period when attempts to 54
period when attention is 43
period when business is 200
period when compared to 1814
period when education is 94
period when elements of 45
period when everyone in 64
period when everyone is 85
period when evidence of 56
period when expansion of 85
period when hundreds of 193
period when inflation is 74
period when interest in 398
period when interest is 64
period when memories of 46
period when moisture is 49
period when ovulation is 44
period when problems of 75
period when property in 41
period when questions of 86
period when rainfall is 79
period when supplies of 43
period when thousands of 266
period when treatment is 53
period will actually be 47
period will commence on 123
period will continue in 60
period will continue to 734
period will indicate the 161
period will normally be 238
period will obviously be 67
period will probably be 798
period will remember the 104
period will therefore be 296
pesos were expended in 58
pesos were expended on 66
pesos were invested in 171
pesos were required to 62
pests will continue to 53
petty cash compared to 65
petty cash custodian is 82
petty cash vouchers in 91
petty cash vouchers is 56
petty cash vouchers to 89
petty jury consists of 47
petty when compared to 79
phase also consists of 71
phase also included the 98
phase also includes an 48
phase also includes the 322
phase also involves the 100
phase also provides an 50
phase also provides the 57
phase angle decreases as 58
phase angle increases as 58
phase angle referred to 41
phase angle relative to 477
phase flow patterns in 200
phase flow problems in 80
phase line consisting of 82
phase line consists of 99
phase load consists of 77
phase mass transfer in 193
phase mass transfer is 172
phase mass transfer of 110
phase mass transfer to 43
phase mole fractions of 70
phase must therefore be 139
phase were analyzed by 57
phase were compared to 44
phase were detected in 76
phase were followed by 46
phase were included in 44
phase were observed in 325
phase were obtained by 122
phase were prepared by 40
phase were replaced by 53
phase when compared to 481
phase will continue to 229
phase will normally be 47
phase will probably be 155
phase will therefore be 173
phone call announcing the 93
phone call anywhere in 91
phone call concerning the 53
phone call directly to 60
phone call followed by 241
phone call informed me 70
phone call received by 113
phone call requesting an 84
phone call resulted in 125
phone from anywhere in 173
phone line attached to 72
phone went directly to 41
phone went straight to 146
phone will continue to 45
phone will probably be 52
picking such interest as 62
picking their children up 67
piece also contains an 45
piece also contains the 48
piece band consisting of 147
piece here referred to 46
piece just referred to 64
piece must therefore be 60
piece will continue to 135
piece will probably be 106
piecing your fortunes by 43
piers have replaced the 41
piers were composed of 51
piers were designed to 92
piers were intended to 58
piers were replaced by 111
piety were silenced by 63
pigeon will continue to 46
pigmy when compared to 41
piles were designed to 107
piles were embedded in 55
piles were intended to 44
piles were required to 66
pills were composed of 47
pills were supposed to 134
pilot duly licensed or 147
pilot will continue to 57
pilot will probably be 46
pineal body consists of 47
pines were replaced by 58
piper also promised me 56
pipes having diameters of 76
pipes leading therefrom to 42
pipes were attached to 139
pipes were designed to 58
pipes were embedded in 58
pipes were enclosed in 54
pipes were extended to 71
pipes were inserted in 68
pipes were intended to 60
pipes were produced by 66
pipes were produced in 71
pipes were replaced by 155
pipes were supplied by 42
pipes were supposed to 46
pique their interest in 578
pique your interest in 687
piquing their interest in 45
pitch angle diffusion is 59
pitch angle diffusion of 170
pitch angle relative to 60
pitch angle scattering by 84
pitch angle scattering in 129
pitch angle scattering is 146
pitch angle scattering of 389
pitch line velocity in 71
pitch line velocity is 254
pitch line velocity of 615
pitch their products to 95
pitch will probably be 111
pitch your presence is 58
place among creatures of 70
place among hundreds of 70
place among scholars in 45
place among students in 74
place among students of 160
place among thousands of 60
place among treatises of 128
place bears evidence of 48
place been deceived by 48
place been supplied by 91
place bore evidence of 42
place call attention to 55
place came alongside of 76
place during execution of 84
place during exposure to 84
place during formation of 118
place during operation of 64
place during processing of 43
place fill materials on 50
place from alliances of 307
place from december to 211
place from exposure to 83
place from february to 430
place from november to 314
place from particle to 50
place full credence in 57
place full emphasis on 169
place gave evidence of 69
place great credence in 116
place great emphasis in 200
place great emphasis on 34715
place great pressure on 1404
place great stresses on 52
place have followed in 82
place have occurred to 72
place have recourse to 54
place have resolved to 70
place have resulted in 225
place heavy emphasis on 9822
place heavy pressure on 330
place here assigned to 180
place here concerning the 118
place here mentioned is 48
place here occupied by 54
place here referred to 289
place high emphasis on 799
place high premiums on 117
place just happened to 66
place just occupied by 177
place just opposite the 243
place just opposite to 41
place just referred to 184
place last referred to 66
place less credence in 125
place less emphasis on 23306
place less pressure on 344
place lies interred the 147
place made possible by 66
place main emphasis on 205
place many believed in 71
place many children at 43
place many hundreds of 506
place many superiors to 47
place many thousands of 710
place more actively in 46
place more agreeable to 281
place more attention on 604
place more authority in 152
place more children in 119
place more commonly in 64
place more controls on 53
place more credence in 670
place more credence on 194
place more directly in 70
place more emphasis in 423
place more emphasis on 75385
place more pressure on 1558
place more promptly in 55
place more properly in 42
place more recently in 127
place more redolent of 90
place more speedily in 73
place more students in 99
place more suitable to 497
place most actively in 74
place most agreeable to 88
place most commonly by 103
place most commonly in 315
place most emphasis on 1968
place most gratifying to 112
place most markedly in 60
place most obviously in 70
place most probably in 143
place most suitable to 59
place much credence in 1570
place much credence on 309
place much emphasis on 9356
place much pressure on 162
place much resorted to 320
place must continue to 45
place must therefore be 222
place name followed by 68
place name mentioned in 118
place once assigned to 41
place once occupied by 2735
place once occupied in 51
place only partially in 51
place only pursuant to 86
place only recently in 45
place other controls on 141
place over hundreds of 962
place over hundreds or 108
place over questions of 54
place over thousands of 1257
place over thousands or 46
place safe movables in 49
place sole emphasis on 110
place some branches of 51
place some children at 228
place some children in 92
place some controls on 275
place some credence in 444
place some crystals of 45
place some distance to 76
place some distance up 177
place some emphasis on 2090
place some examples of 45
place some hundreds of 488
place some obstacle in 207
place some passages in 134
place some patients at 96
place some pressure on 344
place some students at 69
place some students in 92
place some thousands of 294
place such articles as 42
place such authority in 131
place such children at 46
place such children in 520
place such emphasis on 2804
place such patients in 140
place such patients on 103
place such pressure on 165
place such property in 151
place such students in 132
place text anywhere on 178
place their analysis of 103
place their articles in 84
place their attention on 224
place their business in 158
place their business on 117
place their children as 91
place their children at 1286
place their children in 13409
place their children on 522
place their children to 160
place their concerns on 217
place their contents in 93
place their daughter in 95
place their decisions on 40
place their deposits in 176
place their emphases on 42
place their emphasis in 138
place their emphasis on 3862
place their endeavors in 47
place their energies in 137
place their families at 57
place their families in 391
place their felicity in 198
place their finances on 74
place their fingertips on 158
place their foreheads on 126
place their fortunes in 154
place their interest in 53
place their messages in 159
place their patients at 100
place their patients in 275
place their patients on 197
place their petitions on 126
place their pictures in 167
place their pictures on 116
place their problems in 154
place their products in 827
place their products on 713
place their programs on 40
place their property at 66
place their property in 760
place their property on 93
place their relations on 385
place their relative in 59
place their reserves in 221
place their salvation in 172
place their security in 308
place their services at 2188
place their students in 602
place their subjects in 341
place their villages on 133
place theory attempts to 89
place there happened to 250
place these accounts in 41
place these articles in 210
place these barriers in 150
place these chapters in 44
place these children at 324
place these children in 974
place these children on 105
place these commands in 302
place these comments in 93
place these concepts in 171
place these concerns in 158
place these decisions in 40
place these elements in 444
place these elements on 105
place these families in 114
place these functions in 157
place these materials in 301
place these materials on 49
place these patients at 438
place these patients in 305
place these patients on 203
place these pictures in 53
place these problems in 343
place these products in 111
place these products on 41
place these questions in 307
place these questions on 112
place these relations in 124
place these relations on 210
place these students at 41
place these students in 388
place these subjects in 128
place these variables in 137
place those elements in 43
place those problems in 40
place three quarters of 214
place upon employer or 43
place upon exposure to 71
place very actively in 40
place very contrary to 119
place very recently in 93
place very suddenly in 49
place well defended by 63
place were attacked by 54
place were confined to 76
place were designed to 70
place were destined to 103
place were directed to 48
place were disposed to 41
place were employed in 96
place were expected to 48
place were followed by 89
place were hundreds of 69
place were intended to 52
place were obedient to 79
place were occupied by 96
place were prepared to 50
place were probably the 40
place were regarded as 109
place were reported to 44
place were required to 109
place were summoned to 73
place were supposed to 101
place what amounted to 47
place what happened to 42
place what remained of 42
place when attached to 61
place when attempting to 54
place when attention is 51
place when business is 40
place when chlorine is 64
place when compared to 634
place when describing the 151
place when discussing the 47
place when everyone is 43
place when hydrogen is 73
place when installing the 58
place when pressure is 234
place when required by 41
place when solutions of 144
place when thousands of 54
place will continue to 540
place will indicate the 71
place will probably be 757
place will therefore be 130
place young children at 395
place young children in 125
place your affection on 44
place your attention in 150
place your attention on 1353
place your billfold in 103
place your business in 45
place your children in 410
place your computer in 71
place your computer on 49
place your daughter in 132
place your emphasis on 291
place your fingertips at 96
place your fingertips on 716
place your forefinger on 135
place your opponent in 45
place your property in 228
place your response in 45
place your services at 46
placing full emphasis on 40
placing great emphasis on 2872
placing great pressure on 307
placing heavy emphasis on 2125
placing heavy pressure on 132
placing heavy stresses on 45
placing high emphasis on 80
placing into operation of 70
placing into operation the 42
placing less emphasis on 2988
placing less pressure on 72
placing main emphasis on 56
placing more attention on 131
placing more authority in 64
placing more emphasis in 92
placing more emphasis on 20923
placing more pressure on 396
placing most emphasis on 188
placing much emphasis on 590
placing poor children in 80
placing sole emphasis on 86
placing some bandages on 62
placing some emphasis on 283
placing some pressure on 67
placing some students in 43
placing such children in 186
placing such emphasis on 502
placing such property in 64
placing such students in 45
placing their children at 203
placing their children in 1912
placing their children on 88
placing their coronets on 75
placing their emphasis on 312
placing their families in 85
placing their foreheads on 51
placing their patients in 41
placing their products in 130
placing their products on 197
placing their property at 48
placing their property in 91
placing their relations on 74
placing their security in 51
placing their services at 166
placing their students in 131
placing their subjects in 40
placing these articles in 52
placing these children at 76
placing these children in 279
placing these elements in 100
placing these functions in 44
placing these materials in 80
placing these patients at 64
placing these patients in 88
placing these patients on 40
placing these problems in 43
placing these questions in 50
placing these students in 121
placing those benefits in 66
placing young children in 105
placing your attention on 235
placing your children in 54
placing your children on 47
placing your daughter at 47
placing your fingertips on 114
plaid gown fastened by 57
plain ends abruptly at 48
plain fact concerning the 120
plain film diagnosis of 160
plain film evidence of 120
plain from passages in 112
plain good business to 151
plain like swallows in 42
plain meaning approach to 157
plain once occupied by 89
plain some distance to 92
plain some hundreds of 44
plain tale explains the 127
plain their intention of 48
plain their intention to 114
plain truth concerning the 87
plain type occurred in 70
plain view doctrine in 106
plain view doctrine is 413
plain view doctrine to 227
plain view exception to 232
plain view involves no 147
plain wall surfaces in 42
plain were hundreds of 55
plain were occupied by 41
plain were thousands of 50
plain when compared to 112
plane also contains the 158
plane from calcutta to 52
plane from honolulu to 42
plane from kathmandu to 48
plane from vertical to 46
plane from washington to 303
plane just happened to 42
plane just posterior to 110
plane lies parallel to 291
plane line indicate the 76
plane moving parallel to 45
plane must therefore be 100
plane runs parallel to 112
plane took pictures of 53
plane tree whispers to 71
plane wave describing the 50
plane wave expansion is 75
plane wave expansion of 625
plane wave incident at 477
plane wave incident in 106
plane wave incident on 3613
plane wave parallel to 253
plane wave produced by 88
plane wave relative to 47
plane wave scattering by 110
plane wave solutions in 199
plane wave solutions of 1075
plane wave solutions to 125
plane wave spectrum of 79
plane were obtained by 40
plane were parallel to 68
plane were replaced by 52
plane when compared to 46
plane will continue to 167
plane will probably be 89
plane will therefore be 181
plans also included the 396
plans base benefits on 146
plans have followed the 74
plans have included the 95
plans have increased in 91
plans have increased the 76
plans have provided the 46
plans have received the 51
plans have resulted in 317
plans have stressed the 49
plans into execution by 48
plans into execution in 338
plans into execution is 46
plans into operation in 166
plans into practice in 54
plans just referred to 83
plans made possible by 69
plans more relevant to 50
plans must consider the 189
plans must continue to 88
plans must describe the 44
plans must identify the 55
plans must indicate the 72
plans must therefore be 173
plans were accepted as 115
plans were accepted by 307
plans were accepted in 101
plans were adjusted to 98
plans were advanced by 114
plans were advanced in 44
plans were advanced to 160
plans were affected by 274
plans were approved at 87
plans were approved by 1885
plans were approved in 482
plans were approved of 71
plans were approved on 123
plans were approved to 180
plans were arrested by 112
plans were assisted by 54
plans were believed to 47
plans were betrayed by 145
plans were betrayed to 263
plans were centered on 53
plans were compared to 41
plans were complete to 43
plans were confined to 110
plans were contingent on 72
plans were contrary to 50
plans were conveyed to 47
plans were derailed by 95
plans were designed by 202
plans were designed in 85
plans were designed to 1556
plans were destined to 277
plans were developing to 41
plans were dictated by 70
plans were directed at 44
plans were directed to 97
plans were embodied in 105
plans were endorsed by 112
plans were entitled to 46
plans were examined by 57
plans were examined in 55
plans were executed by 163
plans were executed in 91
plans were executed to 52
plans were expanded to 107
plans were expected to 267
plans were extended to 304
plans were financed by 56
plans were followed as 42
plans were followed by 142
plans were followed in 160
plans were followed to 67
plans were furthered by 59
plans were governed by 49
plans were hampered by 107
plans were hindered by 90
plans were included in 266
plans were initiated by 148
plans were initiated in 157
plans were initiated to 811
plans were inspired by 116
plans were intended to 670
plans were involved in 48
plans were launched in 101
plans were launched to 155
plans were modified by 126
plans were modified in 140
plans were modified to 208
plans were outlined by 46
plans were outlined in 161
plans were outlined to 116
plans were premised on 66
plans were prepared as 120
plans were prepared at 96
plans were prepared by 1654
plans were prepared in 582
plans were prepared on 235
plans were prepared to 466
plans were produced by 356
plans were produced in 108
plans were produced to 59
plans were proposed as 54
plans were proposed at 44
plans were proposed by 512
plans were proposed in 239
plans were proposed to 620
plans were provided by 128
plans were provided to 44
plans were received by 105
plans were received in 49
plans were referred to 285
plans were regarded as 266
plans were rejected as 120
plans were rejected by 468
plans were rejected in 88
