paced with measured tread 164
people was suffering from 45
people was swollen from 142
people was written into 44
people who abandon their 173
people who abstain from 450
people who achieve fame 55
people who achieve great 113
people who achieve high 50
people who achieve much 141
people who achieve their 211
people who acquire pets 89
people who acquire their 66
people who acquire wealth 67
people who address their 76
people who adopted these 52
people who agonize over 101
people who allowed their 213
people who appeared from 70
people who appeared more 150
people who appeared most 44
people who applied were 51
people who arrived during 91
people who arrived early 106
people who arrived from 433
people who arrived here 225
people who arrived late 218
people who arrived there 314
people who arrived were 76
people who awaited their 48
people who behaved like 254
people who believe like 62
people who believe more 118
people who believe most 618
people who believe nothing 50
people who believe only 397
people who believe some 57
people who believe such 294
people who believe their 740
people who believe there 1450
people who believe these 220
people who believe those 41
people who believe very 96
people who believe what 358
people who belonged here 66
people who belonged there 286
people who benefit from 4335
people who benefit most 947
people who brought back 40
people who brought down 78
people who brought food 101
people who brought forth 58
people who brought into 52
people who brought over 44
people who brought such 102
people who brought their 813
people who brought these 161
people who brought those 64
people who carried guns 54
people who carried their 279
people who carried these 45
people who cheered when 48
people who cherish peace 68
people who cherish such 60
people who cherish their 262
people who claimed some 64
people who claimed their 137
people who cohabit have 43
people who collect data 45
people who collect only 50
people who collect such 42
people who collect their 43
people who collect these 83
people who combine their 140
people who combine these 45
people who combine work 44
people who commute from 88
people who commute into 61
people who compose their 65
people who compose these 161
people who compose what 60
people who compose your 43
people who conduct their 261
people who conduct these 100
people who confess their 91
people who confine their 78
people who confuse their 45
people who consult their 86
people who consume fish 93
people who consume food 45
people who consume high 110
people who consume less 255
people who consume more 508
people who consume much 44
people who consume only 46
people who consume such 43
people who consume their 97
people who consume these 144
people who control most 114
people who control other 58
people who control such 52
people who control their 349
people who control these 187
people who control those 94
people who control what 72
people who control your 82
people who convert from 49
people who counted most 137
people who counted their 140
people who counted were 135
people who covered their 130
people who crammed into 68
people who crossed from 100
people who crossed into 77
people who crossed over 427
people who crossed their 75
people who crowded into 739
people who crowded onto 48
people who decided what 135
people who declare their 78
people who defined their 68
people who deposit their 84
people who derived their 377
people who descend from 190
people who deserve help 154
people who deserve more 206
people who deserve some 48
people who deserve their 75
people who deserve your 92
people who desired nothing 68
people who desired only 104
people who desired peace 46
people who desired their 87
people who despise what 48
people who despite their 143
people who destroy their 105
people who develop aids 271
people who develop heart 144
people who develop high 45
people who develop such 87
people who develop their 160
people who develop these 157
people who develop type 93
people who deviated from 545
people who devoted their 544
people who discuss such 40
people who discuss their 67
people who discuss these 41
people who dislike cats 90
people who dislike jews 42
people who dislike their 204
people who display such 79
people who display their 136
people who display these 79
people who dissent from 122
people who diverge from 78
people who divided their 55
people who divorce have 51
people who divorce will 65
people who donated their 150
people who doubted their 43
people who dressed like 111
people who dressed well 48
people who drifted down 119
people who drifted into 115
people who dropped into 49
people who educate their 43
people who elected their 70
people who embrace their 76
people who embrace these 45
people who emerged from 595
people who enjoyed good 47
people who enjoyed life 173
people who enjoyed reading 77
people who enjoyed seeing 54
people who enjoyed such 134
people who enjoyed their 231
people who enjoyed these 54
people who entered from 66
people who entered india 143
people who entered into 615
people who entered their 141
people who entered these 58
people who entrust their 131
people who erected these 159
people who erected those 93
people who escaped from 742
people who escaped were 83
people who espouse these 44
people who exclude from 74
people who execute these 66
people who exhibit high 67
people who exhibit some 70
people who exhibit such 207
people who exhibit these 196
people who existed only 87
people who explain their 47
people who exploit their 79
people who exposed their 48
people who express anger 45
people who express such 112
people who express their 976
people who express these 103
people who fifteen years 49
people who finally make 49
people who flocked from 221
people who flocked into 183
people who flocked there 292
people who flooded into 142
people who forsake their 55
people who founded their 43
people who founded these 60
people who fulfill their 79
people who fulfill these 41
people who function well 139
people who gathered along 123
people who gathered from 141
people who gathered here 106
people who gathered there 1448
people who gathered were 46
people who handled their 52
people who handled these 40
people who hitherto have 384
people who hitherto were 56
people who hurried along 95
people who hurried past 181
people who ignored their 95
people who implore their 99
people who imposed their 96
people who imposed upon 77
people who improve their 113
people who include among 68
people who increase their 147
people who indulge their 74
people who inflict pain 49
people who inhabit great 178
people who inhabit india 66
people who inhabit other 52
people who inhabit some 44
people who inhabit such 125
people who inhabit their 136
people who inhabit there 343
people who inhabit these 1513
people who inhabit those 385
people who inhabit what 82
people who inhabit your 76
people who inherit their 72
people who inquire into 54
people who invaded india 104
people who invaded their 75
people who justify their 80
people who knocked down 129
people who knocked these 261
people who labored hard 45
people who laughed when 51
people who managed their 69
people who marched from 40
people who married into 118
people who married their 45
people who measured their 72
people who migrate from 493
people who migrate into 75
people who mistake their 70
people who mistreat their 53
people who monitor their 48
people who neglect their 312
people who observe their 96
people who observe these 44
people who offered help 200
people who offered their 517
people who offered these 47
people who operate from 114
people who operate their 83
people who operate these 199
people who operate those 50
people who operate your 156
people who opposed such 60
people who opposed their 104
people who ordered their 40
people who painted their 104
people who painted these 47
people who perform acts 74
people who perform good 74
people who perform jobs 44
people who perform many 43
people who perform some 66
people who perform such 258
people who perform their 236
people who perform these 538
people who perform those 137
people who perform well 385
people who perform work 263
people who perform your 109
people who perhaps have 288
people who perhaps were 114
people who planned their 55
people who planted their 41
people who pledged their 40
people who pointed their 50
people who possess good 81
people who possess great 96
people who possess high 80
people who possess land 43
people who possess less 40
people who possess many 72
people who possess more 302
people who possess much 111
people who possess nothing 105
people who possess only 299
people who possess some 268
people who possess such 371
people who possess their 75
people who possess these 528
people who possess those 146
people who possess very 48
people who possess wealth 54
people who possess what 81
people who prepare food 106
people who prepare their 64
people who prepare these 59
people who prepare those 159
people who present such 51
people who present their 79
people who present these 50
people who preside over 344
people who pressed into 62
people who pressed upon 63
people who produce food 145
people who produce good 55
people who produce more 157
people who produce nothing 462
people who produce such 128
people who produce their 110
people who produce these 297
people who produce those 112
people who produce wealth 155
people who produce what 48
people who profess faith 128
people who profess other 41
people who profess such 54
people who profess their 115
people who profess these 42
people who project their 113
people who promote their 42
people who promote these 59
people who protect their 83
people who provide care 627
people who provide food 65
people who provide health 208
people who provide help 91
people who provide most 40
people who provide such 80
people who provide their 128
people who provide these 132
people who provide those 59
people who provide your 54
people who publish their 42
people who pursued their 90
people who quarrel cheat 54
people who question their 116
people who quickly wins 58
people who realized their 61
people who realized what 65
people who receive care 291
people who receive cash 43
people who receive food 74
people who receive from 73
people who receive health 56
people who receive help 323
people who receive high 128
people who receive less 230
people who receive more 176
people who receive only 173
people who receive some 117
people who receive such 210
people who receive their 489
people who receive these 309
people who receive those 48
people who receive your 339
people who recline your 77
people who recover from 404
people who reduced their 65
people who reflect their 59
people who reflect upon 68
people who refrain from 401
people who reigned over 104
people who removed from 45
people who repress their 144
people who require care 247
people who require help 322
people who require less 54
people who require more 476
people who require only 103
people who require some 116
people who require such 112
people who require their 83
people who require these 58
people who require years 116
people who rescued jews 137
people who resided along 46
people who resided here 51
people who resided there 642
people who respect their 189
people who respect your 101
people who respond best 49
people who respond more 45
people who respond most 40
people who respond only 54
people who respond well 161
people who retired early 45
people who retired from 84
people who romance most 56
people who satisfy their 100
people who seceded from 43
people who seemingly have 127
people who service your 43
people who settled along 275
people who settled among 43
people who settled down 387
people who settled here 724
people who settled into 42
people who settled north 43
people who settled there 2376
people who settled these 99
people who settled upon 79
people who shifted from 53
people who shifted their 44
people who shopped there 69
people who somehow feel 45
people who somehow have 95
people who somehow seem 49
people who somehow were 46
people who sounded like 71
people who started coming 64
people who started from 98
people who started life 80
people who started taking 103
people who started their 381
people who started these 73
people who started work 105
people who stepped into 66
people who stopped taking 52
people who stopped their 54
people who stopped there 45
people who strayed from 112
people who streamed into 119
people who stretch their 44
people who stutter have 234
people who succeed best 71
people who succeed have 53
people who support free 45
people who support such 150
people who support their 321
people who support these 194
people who support those 107
people who support what 63
people who support your 444
people who survive into 72
people who survive their 42
people who survive will 154
people who swarmed into 133
people who swarmed over 103
people who swarmed upon 84
people who together form 133
people who together have 59
people who together make 83
people who torture dogs 63
people who treasure their 80
people who triumph over 66
people who trusted their 118
people who undergo such 70
people who usually came 115
people who usually come 91
people who usually have 523
people who usually know 279
people who usually live 328
people who usually make 118
people who usually speak 42
people who usually take 83
people who usually vote 53
people who usually went 53
people who usually were 54
people who usually work 160
people who utilize their 56
people who utilize these 53
people who uttered these 40
people who utterly deny 51
people who venture into 266
people who violated their 112
people who visited their 135
people who visited there 128
people who visited these 142
people who visited were 55
people who visited your 58
people who watched from 193
people who watched more 44
people who watched over 121
people who watched their 104
people who watched these 49
people who watched were 42
people who willingly gave 105
people who willingly give 41
people who withdraw from 261
people who withdraw into 58
people who withdrew from 193
people who witness their 76
people who witness these 44
people who worship gods 53
people who worship here 71
people who worship other 68
people who worship their 95
people who worship there 404
people who worship these 41
people who wrought these 71
people with anorexia have 88
people with anxiety have 46
people with burdens hard 89
people with cameras were 45
people with certain health 367
people with certain heart 113
people with certain ideas 49
people with certain other 60
people with chronic back 665
people with chronic health 772
people with chronic heart 281
people with chronic pain 2620
people with colored skin 45
people with complex health 99
people with control over 125
people with creative ideas 92
people with decayed teeth 45
people with decision making 47
people with degrees from 118
people with dementia also 88
people with dementia feel 135
people with dementia find 61
people with dementia from 173
people with dementia have 789
people with dementia into 45
people with dementia live 276
people with dementia living 335
people with dementia must 63
people with dementia need 334
people with dementia seem 48
people with dementia tend 80
people with dementia were 342
people with dementia when 48
people with dementia will 400
people with diabetes also 109
people with diabetes face 107
people with diabetes feel 49
people with diabetes find 76
people with diabetes from 87
people with diabetes have 1864
people with diabetes learn 46
people with diabetes live 82
people with diabetes lose 53
people with diabetes more 55
people with diabetes must 216
people with diabetes need 273
people with diabetes over 56
people with diabetes take 94
people with diabetes tend 101
people with diabetes were 338
people with diabetes when 77
people with diabetes will 374
people with differing ideas 70
people with diseases like 110
people with diseases such 163
people with diverse ideas 85
people with dyslexia have 208
people with emotions were 58
people with equally good 59
people with eternal life 100
people with everything from 70
people with frontal lobe 408
people with incomes from 101
people with incomes less 365
people with incomes more 46
people with incomes over 645
people with incomes well 46
people with insight into 90
people with insomnia have 223
people with leisure time 174
people with leprosy were 129
people with liberal arts 100
people with liberal ideas 49
people with lighter skin 157
people with limited hand 324
people with limited life 47
people with limited means 1262
people with limited reading 249
people with limited time 306
people with limited work 74
people with machine guns 181
people with meaningful work 76
people with medical care 69
people with natural teeth 77
people with nowhere else 238
people with parents from 52
people with patched eyes 98
people with perfect teeth 51
people with previous work 49
people with private health 197
people with private means 105
people with radical ideas 50
people with reddish hair 87
people with regular jobs 152
people with religion when 51
people with several years 150
people with similar aims 101
people with similar health 110
people with similar ideas 324
people with similar jobs 138
people with similar life 396
people with slender means 41
people with stately step 58
people with strongly held 260
people with sunburn have 55
people with support from 45
people with tickets were 53
people with towards their 55
people you believe have 73
people you believe will 60
people you brought here 60
people you contact will 81
perch and northern pike 179
perch and striped bass 431
peril and exceeding cold 41
peril and expense were 45
peril our national peace 40
peril this decision will 45
peril was impending over 217
period all animals were 47
period and although there 55
period and because there 43
period and becomes more 129
period and brought into 42
period and carried over 182
period and certain other 63
period and derived from 74
period and ejection time 58
period and entered into 77
period and extending into 203
period and extends into 77
period and perhaps also 117
period and perhaps even 611
period and question mark 442
period and results from 65
period and storage media 67
period and vacated prior 116
period are brought into 60
period are carried over 128
period are derived from 323
period are divided into 283
period are omitted from 58
period are removed from 61
period are written from 43
period being divided into 144
period being studied here 116
period both parties were 102
period can perhaps best 64
period did produce some 51
period far removed from 267
period for capital gain 146
period for capital loss 64
period for insisting upon 70
period for observing such 50
period for payment will 53
period for several days 213
period for several years 248
period had arrived when 1079
period had dropped from 55
period had elapsed during 63
period had elapsed from 131
period had elapsed when 111
period had largely been 59
period had settled their 111
period has altered nothing 81
period has arrived when 1021
period has brought forth 55
period has brought into 53
period has dropped from 68
period has elapsed during 156
period has elapsed from 203
period has elapsed when 53
period has expired during 42
period has expired will 70
period has hitherto been 83
period has largely been 172
period has perhaps been 57
period has rightly been 64
period has shifted from 47
period has usually been 209
period his studies were 41
period his thoughts were 59
period its members were 43
period may benefit from 45
period may develop into 42
period may perhaps have 48
period may require more 97
period not exceeding five 18042
period not exceeding four 5746
period not exceeding half 129
period not exceeding nine 769
period not exceeding such 64
period not exceeding three 39658
period now arrived when 67
period now entered upon 91
period one hundred years 101
period one thousand years 40
period six hundred years 41
period than fifteen days 118
period than fifteen years 220
period that brought forth 88
period that decides their 72
period that depends upon 65
period that differs from 141
period that elapsed from 630
period that elapses from 162
period that extends from 1246
period that extends into 54
period that extends over 186
period that extends well 44
period that follows their 41
period that results from 225
period that spanned from 47
period they dropped into 115
period two hundred years 147
period two thousand years 159
period was arrived when 230
period was between three 45
period was brought into 75
period was carried over 111
period was closely tied 65
period was decided upon 81
period was derived from 718
period was divided among 42
period was divided into 2620
period was entered into 83
period was entered upon 48
period was equally fond 85
period was evident from 42
period was fifteen days 43
period was fifteen years 60
period was finally over 85
period was founded upon 58
period was measured from 104
period was omitted from 47
period was perhaps best 49
period was perhaps more 125
period was reduced from 914
period was removed from 45
period was suffering from 69
pests and diseases also 93
pests and diseases during 112
pests and diseases from 423
pests and diseases have 744
pests and diseases into 172
pests and diseases like 147
pests and diseases more 42
pests and diseases must 226
pests and diseases such 218
pests and diseases were 371
pests and diseases when 88
pests and diseases will 770
petty and selfish ends 43
petty and selfish love 66
phase are derived from 82
phase are divided into 68
phase for several days 64
phase for several years 86
phase has usually been 56
phase iii studies have 327
phase iii studies were 133
phase that extends from 46
phase that results from 123
phase was derived from 62
phase was divided into 285
phase was entered upon 79
phase was present during 49
phase was reduced from 40
phase was removed from 97
phone and address book 146
phone and address list 43
phone and explain what 40
phone and flipped open 42
phone and flopped back 44
phone and glanced over 91
phone and hurried back 77
phone and hurried into 42
phone and punched some 58
phone and punched three 47
phone and settled back 76
phone and shouted into 72
phone and slumped back 82
phone and slumped into 61
phone and started back 69
phone and started crying 68
phone and started dialing 929
phone and started making 191
phone and stepped away 45
phone and stepped back 42
phone and stepped into 63
phone and tracked down 85
phone being slammed down 242
phone for several days 132
phone rang several more 72
phone was slammed down 647
phyla are divided into 192
phyla are grouped into 137
picking and shoveling went 204
picking out certain ones 59
picks and chooses among 990
picks and chooses from 988
picks and chooses those 125
picks and chooses what 581
picks and shovels came 48
picks and shovels from 195
picks and shovels into 83
picks and shovels made 70
picks and shovels over 137
picks and shovels used 42
picks and shovels went 41
picks and shovels were 1727
picks and shovels when 43
picks out certain ones 253
piece are derived from 45
piece being removed from 43
piece for himself from 50
piece for several years 80
piece him together from 69
piece ten thousand feet 49
piece that sounded like 68
piece that sounded more 99
piece them together from 243
piece them together into 1344
piece them together like 247
piece things together from 156
piece was adapted from 82
piece was brought forth 56
piece was brought from 90
piece was brought into 68
piece was brought upon 82
piece was derived from 63
piece was divided into 130
piece was pointed when 63
piece was removed from 400
piece was written during 160
piece was written from 43
piece was written some 49
piece was written when 111
piece with everything else 566
piecing them together from 65
piecing them together into 212
piecing them together like 55
piers and columns were 43
piers and wharves were 78
piety and catholic faith 46
piety and charity have 40
piety and charity made 57
piety and charity were 160
piety and charity will 46
piety and devotion among 87
piety and devotion have 104
piety and devotion were 245
piety and devotion will 63
piety and general good 47
piety and impiety were 90
piety and justice have 46
piety and loyalty were 85
piety and reliance upon 46
piety and religion have 49
piety and religion were 74
piety and religion will 97
pigeon and swallow even 48
pikes and clashed their 72
pikes and crosses were 70
pikes and muskets upon 87
pikes and muskets were 117
pikes are brought into 44
piled our baggage into 44
piled our belongings into 49
piled our luggage into 112
piled two stories high 47
piled with everything from 84
piled with whipped cream 66
piles and stringers bearing 52
piles are divided into 51
piles are usually made 115
piles for several days 43
pills and condoms were 72
pills and powders into 53
pills and powders were 114
pills for several days 70
pills for several years 103
pilot and copilot have 63
pilot and copilot must 41
pilot and copilot seats 298
pilot and copilot went 62
pilot and copilot were 714
pilot and engineer were 55
pilot and several other 40
pilot for several years 105
pilot was finally able 42
pilot was slumped over 59
pilot who crashed into 50
pilot who escaped from 41
pined and drooped away 61
pined and shrubby wood 56
pined and withered away 47
pined for several years 55
pines and beeches grew 42
pines and douglas firs 720
pines and gnarled oaks 54
pines and scrubby oaks 45
pines and spruces from 43
pines and spruces were 94
pines and stunted oaks 47
pines that towered over 81
pipes and preached very 79
pipes and scatter damp 63
pipes and spirits free 46
pipes and tobacco from 44
pipes and tobacco jars 54
pipes and tobacco were 462
pipes are brought into 106
pipes are carried along 73
pipes are carried down 105
pipes are carried from 41
pipes are divided into 155
pipes are largely used 67
pipes are lowered into 146
pipes are removed from 47
pipes are screwed into 161
pipes are usually from 65
pipes are usually laid 118
pipes are usually made 552
pipes are usually used 74
pipes for central heating 46
pipes for conveying away 45
pipes for conveying steam 57
pipes that charmed their 113
pitch and duration were 87
pitch and dynamic range 173
pitch and quality from 47
pitch was emptied over 58
pitting east against west 150
pitting them against their 103
pizza and birthday cake 45
pizza and chinese food 253
pizza and mexican food 103
place all complex acts 154
place all persons having 226
place and applied some 54
place and arrived there 51
place and because there 85
place and becomes more 44
place and behavior among 40
place and bounded away 53
place and brought back 241
place and brought home 40
place and brought into 162
place and brought some 61
place and brought their 64
place and carried away 233
place and chimney were 50
place and clamped down 96
place and climbed down 56
place and climbed into 68
place and control their 46
place and crossed over 116
place and dropped down 55
place and dropped into 68
place and enjoyed their 40
place and entered into 413
place and entered their 46
place and everything else 437
place and everything will 71
place and exactly what 62
place and fastening there 47
place and focused upon 44
place and function among 77
place and function were 90
place and hurried back 55
place and hurried down 42
place and imagine what 204
place and nowhere else 369
place and observe what 46
place and perform their 255
place and perform your 40
place and perhaps also 117
place and perhaps even 295
place and perhaps some 40
place and persons were 87
place and position among 48
place and position from 57
place and precise time 44
place and preside over 44
place and pressed down 46
place and prevent their 68
place and process have 73
place and protect from 116
place and receive their 130
place and recover your 74
place and refrain from 102
place and regular walk 88
place and remaining there 50
place and remains there 194
place and request their 60
place and resumed their 40
place and retired from 53
place and retired into 91
place and screwed down 100
place and settled down 732
place and settled here 43
place and settled into 51
place and settled there 90
place and several other 96
place and slipped into 55
place and started back 67
place and started down 145
place and stepped away 47
place and stepped back 156
place and stepped into 48
place and stopped there 93
place and subject from 153
place and tangible form 69
place and tarried there 241
place and vanishing from 53
place and watched over 116
place and wondering what 126
place any reliance upon 3394
place are brought into 76
place are derived from 56
place are divided into 100
place are visible over 43
place being crammed full 44
place far distant from 531
place far removed from 2212
place for artists from 61
place for behavior more 63
place for chinese food 86
place for creative work 118
place for decision making 196
place for enlarging upon 70
place for everything else 92
place for everything from 91
place for exchanging ideas 68
place for fifteen days 162
place for fifteen years 832
place for herself among 478
place for herself from 41
place for herself here 88
place for herself there 203
place for himself amid 48
place for himself among 1764
place for himself even 49
place for himself here 142
place for himself next 85
place for himself there 560
place for himself upon 60
place for himself when 71
place for inquiring into 125
place for medical care 139
place for mentioning these 45
place for mexican food 81
place for outdoor dining 55
place for outdoor living 67
place for pasturing cows 62
place for pirates once 129
place for preparing food 78
place for producing corn 62
place for receiving such 46
place for research into 106
place for seventy years 67
place for several days 13295
place for several more 336
place for several other 42
place for several years 10142
place for shelter from 82
place for shelter when 45
place for sixteen years 238
place for thirteen years 239
place for traders from 194
place for vessels from 46
place god brought saving 60
place had entered into 43
place had finally been 53
place had hitherto been 128
place had perhaps just 52
place had quieted down 40
place had settled down 42
place has hitherto been 118
place has largely been 207
place has settled down 44
place has shifted from 51
place has usually been 148
place hath exceeding much 185
place her pursuer more 62
place his command back 56
place his reliance upon 291
place his remains were 160
place his thoughts upon 45
place his wandering soul 49
place its decision upon 148
place its dignity from 42
place its imprint upon 104
place its present name 139
place its reliance upon 94
place may sustain from 45
place near kowloon city 63
place new burdens upon 130
place new demands upon 331
place not because there 73
place not visible from 45
place one hundred years 394
place one thousand years 67
place our admired pope 40
place our decision upon 245
place our reliance upon 474
place she started from 66
place six hundred feet 43
place six hundred years 255
place six thousand years 76
place ten thousand years 56
place than anybody else 164
place that affords very 42
place that belonged only 48
place that brought back 138
place that catches your 45
place that differs from 42
place that emerges from 98
place that existed only 179
place that history will 147
place that matters most 93
place that offered more 96
place that offered some 76
place that profess their 116
place that religion held 44
place that results from 43
place that smelled like 151
place that sounded like 192
place them against their 108
place them against your 50
place them between your 135
place them together into 47
place they removed into 64
place they started from 298
place this country upon 57
place this country will 47
place this picture among 117
place this product over 43
place this question upon 170
place this service unto 42
place this subject will 57
place two hundred feet 46
place two hundred years 1175
place two thousand years 641
place was because there 58
place was brought home 44
place was brought into 48
place was carried away 40
place was covered over 116
place was crammed full 141
place was crowded from 126
place was crowded when 120
place was decided upon 141
place was derived from 194
place was distant from 118
place was divided into 364
place was erected into 54
place was exactly what 119
place was finally sold 86
place was knocked down 391
place was lighted only 46
place was perhaps more 94
place was pitched upon 79
place was pressed upon 41
place was quickly half 179
place was quickly made 46
place was removed from 64
place was strongly held 70
place was suffering from 63
place was totally dark 51
place was usually full 65
place was utterly dark 86
place was visible from 59
place with advancing years 95
place with chicken wire 49
place with dignity among 40
place with familiar love 129
place with machine guns 64
place with plastic tape 54
place with rawhide thongs 46
place with several other 101
place with support from 59
place you escaped from 91
place you started from 847
placing any reliance upon 238
placing her present case 50
placing her slender finger 70
placing her slender hand 47
placing her trembling hand 67
placing his reliance upon 76
placing its reliance upon 49
placing new demands upon 93
placing our present ideas 90
placing our reliance upon 40
placing that unhappy race 42
placing them between their 51
plaid and plumage fair 43
plain and bounden duty 116
plain and certain duty 48
plain and certain meaning 52
plain and certain truth 113
plain and coastal areas 107
plain and concise laws 41
plain and concise mode 40
plain and evident fact 44
plain and evident from 74
plain and evident meaning 381
plain and evident truth 164
plain and faithful dealing 94
plain and inferior from 72
plain and legible hand 364
plain and literal fact 40
plain and literal meaning 1202
plain and literal truth 81
plain and natural meaning 1971
plain and popular form 41
plain and printed cloth 58
plain and rational meaning 87
plain and regular form 44
plain and upright dealing 135
plain and uprooting even 46
plain but compact form 69
plain but pleasant face 86
plain but spacious hall 62
plain for several days 49
plain her thoughts were 45
plain man recount their 63
plain six hundred feet 54
plain that although there 45
plain that charles meant 85
plain that extends along 75
plain that extends from 609
plain that extends south 112
plain that however much 45
plain that sergeant cuff 41
plain that slavery must 52
plain they offered many 96
plain two thousand feet 100
plain was divided into 205
plain was studded thick 57
plain was visible from 45
plain you worship other 40
plane and climbed into 88
plane and crashed into 48
plane and extending from 102
plane and extends from 107
plane and settled into 56
plane being brought down 41
plane far removed from 583
plane for several days 67
plane for several years 47
plane had arrived from 84
plane had crashed into 1129
plane had crashed over 40
plane had crashed there 112
plane had slammed into 77
plane had smashed into 51
plane had touched down 1032
plane has crashed into 212
plane has touched down 46
plane that crashed into 536
plane that extends from 185
plane that results from 66
plane two thousand years 45
plane was brought back 45
plane was brought down 1672
plane was brought into 44
plane was crashed into 56
plane was divided into 156
plane was returning from 47
plank and stepped upon 40
plank was written into 42
plank with violence upon 79
plans and budgets from 42
plans and budgets have 206
plans and budgets must 75
plans and budgets were 281
plans and certain other 198
plans and decided upon 45
plans and decision making 208
plans and designs from 76
plans and designs have 79
plans and designs made 49
plans and designs must 100
plans and designs there 52
plans and designs were 351
plans and desires will 52
plans and details were 106
plans and devices were 44
plans and discuss their 49
plans and efforts were 114
plans and efforts will 67
plans and entered into 66
plans and hurried back 46
plans and improve their 44
plans and increase their 40
plans and managed care 643
plans and measures were 73
plans and medical care 64
plans and monitor their 78
plans and perhaps even 139
plans and prevent their 43
plans and reports from 64
plans and reports were 82
plans and schemes have 417
plans and schemes were 481
plans and schemes will 112
plans and sections from 59
plans and sections have 244
plans and sections made 41
plans and sections must 66
plans and sections were 384
plans and sections will 143
plans and student work 59
plans and studies were 87
plans and surveys were 51
plans and tactics were 95
plans and targets were 51
plans and thoughts were 45
plans are brought into 80
plans are carried into 110
plans are decided upon 93
plans are derived from 397
plans are divided into 348
plans are equally good 47
plans are grouped into 43
plans are offered only 50
plans are thwarted when 78
plans are usually less 44
plans are usually made 415
plans are usually more 177
plans are usually very 113
plans are written down 50
plans can benefit from 45
plans can succeed only 45
plans for achieving such 88
plans for achieving their 239
plans for achieving these 1201
plans for achieving those 1146
plans for achieving your 114
plans for advance into 47
plans for attacks upon 50
plans for attaining these 264
plans for attaining those 140
plans for bettering their 58
plans for buildings were 40
plans for central park 268
plans for certain areas 113
plans for civilian life 44
plans for coastal areas 69
plans for coastal zone 167
plans for college were 165
plans for colonial union 220
plans for defense were 134
plans for effecting great 50
plans for effecting such 303
plans for enlarging their 93
plans for european peace 50
plans for european union 303
plans for everything from 323
plans for expanding into 214
plans for expanding their 483
plans for extending their 195
plans for financing their 65
plans for furthering their 62
plans for general good 93
plans for germany were 204
plans for himself were 48
plans for improving health 188
plans for improving such 44
plans for improving their 1059
plans for improving these 86
plans for improving your 284
plans for increasing food 145
plans for increasing their 173
plans for increasing your 69
plans for invasion were 300
plans for marriage were 305
plans for medical care 837
plans for national health 486
plans for obtaining more 109
plans for patient care 548
plans for postwar iraq 76
plans for primary health 63
plans for promoting their 115
plans for providing more 40
plans for providing such 119
plans for remedial work 146
plans for remedying these 54
plans for research into 131
plans for research work 116
plans for returning home 526
plans for several days 90
plans for several more 293
plans for several other 252
plans for several years 773
plans for smaller areas 112
plans for supplying milk 56
plans that address their 43
plans that address these 42
plans that emerged from 108
plans that involve only 103
plans that present their 116
plans that provide health 186
plans that provide more 137
plans that provide only 51
plans that reflect their 50
plans that specify what 75
plans with extreme care 40
plant and aquatic life 202
plant and buildings were 58
plant and certain other 66
plant and company size 58
plant and harvest corn 478
plant and harvest food 107
plant and harvest more 228
plant and harvest rice 390
plant and harvest their 2074
plant and harvest these 86
plant and harvest wheat 189
plant and harvest your 89
plant and inhabit there 61
plant and machine shop 175
plant and mineral dyes 43
plant and mineral life 87
plant and offices were 122
plant and produce more 47
plant and product line 47
plant and several other 173
plant and stubble cane 80
plant are brought into 61
plant are derived from 152
plant are divided into 148
plant are removed from 45
plant can produce many 53
plant can produce more 325
plant can produce only 117
plant can produce over 78
plant far removed from 45
plant for detecting mild 55
plant for fifteen years 90
plant for several days 572
plant for several years 1286
plant for worldly ends 323
plant has escaped from 85
plant has hitherto been 80
plant has settled down 68
plant has usually been 73
plant its popular name 90
plant may benefit from 77
plant may produce from 59
plant may produce many 43
plant may produce more 125
plant may require more 41
plant our national life 41
plant that differs from 61
plant that emerges from 50
plant that flowers once 43
plant that flowers only 94
plant that flowers when 66
plant that results from 133
plant that sprouts from 45
plant was brought back 63
plant was brought from 406
plant was brought into 455
plant was brought over 107
plant was decided upon 47
plant was derived from 182
plant was divided into 488
plant was finally shut 48
plant was located just 80
plant was located there 147
plant was ordered from 67
plant was payable over 99
plant was reduced from 127
plant was removed from 254
plant was removed into 270
plant was suffering from 48
plant with flowers like 99
plant with wandering seed 50
plate and control grid 427
plate and extending into 44
plate and inserts into 50
plate and removed from 57
plate and screwed into 60
plate are derived from 71
plate are removed from 93
plate being removed from 57
plate for several days 80
plate that extends from 63
plate was brought into 83
plate was carried away 53
plate was divided into 291
plate was engraved from 42
plate was removed from 530
plate was whipped away 55
plate was whisked away 131
plate with central hole 113
plate with plastic wrap 287
plate with whipped cream 41
playing and banners flying 1204
playing and banners waving 187
playing and couples were 58
playing and musical theory 127
playing any meaningful role 91
playing any notable part 47
playing east against west 214
playing for fifteen years 41
playing for several days 142
playing for several years 377
playing her vespers upon 104
playing his nightly game 46
playing its largest part 51
playing our national airs 86
playing this foolish game 41
playing with certain toys 157
playing with erector sets 89
playing with lincoln logs 46
playing with matches when 70
playing with objects such 95
playing with plastic bags 123
playing with several other 129
playing with similar toys 46
plays and ballets were 91
plays and legends have 49
plays and masques were 301
plays and pageants were 293
plays and players from 87
plays and players were 426
plays and popular songs 48
plays and stories from 119
plays and stories have 227
plays and stories were 231
plays are adapted from 143
plays are derived from 194
plays are divided into 1207
plays are founded upon 62
