mace surmounted by 43
main instrument on 249
main instrument or 100
main instrument the 169
main instrument to 1712
main instrument we 41
main integrator of 60
main interaction in 56
main interaction is 335
main interaction of 163
main interested in 103
main interfaces in 49
main interfaces of 101
main interfaces to 60
main investment in 241
main investment is 152
main investment of 121
main irrelevant to 78
main laboratory at 156
main laboratory in 210
main laboratory is 209
main laboratory of 250
main laboratory to 63
main landmasses of 47
main landowners in 96
main landscapes of 46
main legislation in 138
main legislation is 137
main legislation of 95
main legislation on 111
main leitmotifs of 53
main liabilities of 161
main lieutenant in 90
main limitations as 107
main limitations in 609
main limitations is 150
main limitations of 6293
main limitations on 852
main limitations to 1196
main literature in 84
main literature is 57
main literature of 169
main literature on 333
main livelihood in 83
main livelihood is 238
main livelihood of 562
main localities in 84
main localities of 212
main locomotive of 90
main lymphatics of 44
main management of 87
main manuscript is 74
main manuscript of 187
main measurement is 47
main measurement of 141
main mechanisms at 120
main mechanisms by 1335
main mechanisms in 302
main mechanisms is 48
main mechanisms of 4109
main mechanisms to 359
main membership of 124
main metabolite in 371
main metabolite is 307
main metabolite of 1618
main methodology is 49
main methodology of 97
main metropolis of 84
main milestones in 223
main milestones of 143
main ministries in 56
main ministries of 63
main minorities in 55
main misfortune of 68
main modalities of 387
main monographs on 48
main motivations in 297
main motivations is 42
main motivations of 805
main motivations to 263
main motivators in 46
main motivators of 185
main mouthpieces of 46
main narratives in 52
main narratives of 280
main necropolis of 46
main negotiations in 56
main negotiations on 47
main negotiators in 42
main negotiators of 67
main negotiators on 49
main newspapers in 368
main newspapers of 275
main newspapers to 42
main objectives as 1328
main objectives at 403
main objectives by 160
main objectives he 40
main objectives in 7811
main objectives is 2393
main objectives it 48
main objectives of 76878
main objectives on 166
main objectives or 293
main objectives the 1116
main objectives to 1622
main objectives we 72
main obligations as 41
main obligations in 57
main obligations is 45
main obligations of 847
main obligations on 59
main obligations to 114
main observance of 46
main observation in 165
main observation is 1049
main observation of 248
main observation on 56
main observation to 201
main obstruction in 99
main obstruction is 52
main obstruction to 647
main occupations as 140
main occupations at 99
main occupations in 683
main occupations of 3905
main occupations on 140
main occurrence in 245
main occurrence is 297
main occurrence of 567
main oppositions of 46
main oppressors of 69
main organelles of 73
main organizers in 74
main organizers of 2231
main orientation in 196
main orientation is 654
main orientation of 2218
main orientation to 83
main originator of 438
main oscillator is 95
main paragraphs in 139
main paragraphs of 207
main parameters as 110
main parameters by 60
main parameters in 904
main parameters is 100
main parameters of 9313
main parameters on 201
main parameters to 733
main parameters we 53
main passageway is 43
main passageway of 136
main passageway to 97
main peculiarity in 156
main peculiarity is 394
main peculiarity of 2046
main penetration of 45
main percentage of 66
main perceptions of 92
main performers in 162
main performers of 159
main periodicals in 52
main periodicals of 43
main personages in 231
main personages of 285
main phenomenon in 128
main phenomenon is 196
main phenomenon of 410
main phenomenon to 95
main philosophy in 88
main philosophy is 189
main philosophy of 663
main photograph of 40
main photograph on 60
main polarities of 40
main pollinator of 59
main pollutants in 315
main pollutants of 201
main popularity of 75
main populations in 77
main populations of 569
main possessions in 72
main possessions of 78
main possessors of 70
main postulates in 52
main postulates of 1233
main powerhouse of 49
main precautions to 222
main precursors of 473
main precursors to 82
main predicates in 105
main predicates of 64
main predication in 79
main predication is 171
main predication of 125
main predication to 74
main predictions of 814
main predictors of 995
main preference is 68
main prejudices of 83
main prejudicial to 85
main preparation is 45
main preparation of 70
main presenters of 45
main preservers of 78
main presumption of 55
main preventive of 76
main principals of 105
main principles as 980
main principles at 352
main principles by 597
main principles he 128
main principles in 2564
main principles is 409
main principles it 153
main principles of 53787
main principles on 5243
main principles or 357
main principles so 40
main principles the 289
main principles to 1676
main principles we 213
main privileges of 203
main procedures by 41
main procedures in 242
main procedures of 573
main procedures to 168
main processors in 43
main processors of 65
main productions of 204
main professions in 66
main professions of 93
main progenitor of 276
main progression is 58
main progression of 120
main projections of 138
main prominence of 49
main propagator of 276
main propellant of 85
main properties as 106
main properties in 163
main properties is 87
main properties of 13620
main properties or 73
main properties to 150
main properties we 47
main proponents in 163
main proponents of 6201
main proportions in 52
main proportions of 653
main proposition as 244
main proposition at 45
main proposition by 76
main proposition in 584
main proposition is 1492
main proposition of 2208
main proposition on 150
main proposition or 114
main proposition to 304
main proposition we 45
main proprietor of 146
main prosecutor in 43
main protectors of 196
main prototypes of 74
main provenance of 70
main publication in 92
main publication is 444
main publication of 633
main publication on 124
main publishers in 87
main publishers of 296
main punishment is 55
main purchasers of 1179
main quantities of 279
main quantities to 54
main receptacle of 81
main recipients in 102
main recipients of 3715
main references in 319
main references of 128
main references on 205
main references to 817
main reflections of 197
main reflections on 78
main regulations in 56
main regulations of 155
main regulations on 40
main regulators of 958
main rendezvous in 113
main rendezvous of 111
main repertoire of 162
main repetitions of 42
main repository in 80
main repository of 2568
main represents the 245
main requisites in 99
main requisites of 648
main requisites to 109
main researchers in 159
main researchers of 45
main reservation in 55
main reservation is 227
main reservation of 81
main reservation to 61
main reservoirs in 179
main reservoirs of 921
main reservoirs on 71
main reservoirs to 105
main residences in 109
main residences of 152
main residential wing 51
main resistance in 205
main resistance is 304
main resistance of 179
main resistance to 2195
main resolutions of 271
main resonances of 106
main respondent in 67
main respondent to 50
main restaurant at 143
main restaurant in 193
main restaurant is 547
main restaurant of 138
main restaurant on 115
main restaurant or 61
main restraints of 41
main restraints on 123
main restricted to 763
main restriction in 177
main restriction is 591
main restriction of 316
main restriction on 742
main restriction to 217
main roadblocks to 250
main roundabout in 91
main roundabout on 61
main sacraments of 43
main safeguards of 310
main satellites of 99
main scriptures of 137
main securities of 84
main sentiments of 95
main settlement at 683
main settlement by 83
main settlement in 924
main settlement is 717
main settlement of 2162
main settlement on 848
main settlement or 90
main settlement to 140
main shortcomings in 464
main shortcomings is 62
main shortcomings of 3018
main signatures of 69
main similarity in 56
main similarity is 412
main similarity of 63
main similarity to 54
main simplicity of 43
main solicitude of 60
main specialists in 80
main specialties of 47
main stabilizer of 131
main staircases of 46
main standpoint in 43
main standpoint of 80
main statements in 270
main statements of 1013
main statements on 132
main statements to 71
main statistics of 218
main statistics on 53
main stereotypes of 78
main stimulants of 141
main stimulants to 132
main stimulator of 116
main stipulation in 49
main stipulation is 67
main stipulation of 115
main storehouse of 379
main strategies as 87
main strategies at 50
main strategies by 98
main strategies in 619
main strategies is 130
main strategies of 1522
main strategies or 50
main strategies the 50
main strategies to 1073
main strategies we 44
main strategist of 93
main strongholds in 245
main strongholds of 1193
main structural or 40
main structures as 40
main structures at 166
main structures by 49
main structures in 832
main structures is 94
main structures of 3814
main structures on 108
main structures to 134
main subclasses of 278
main subdivision in 51
main subdivision is 140
main subdivision of 839
main subsections of 138
main subspecies of 77
main substances in 133
main substances of 150
main substrates of 122
main substratum of 90
main subsystems in 129
main subsystems of 423
main successful in 169
main successors of 59
main successors to 47
main sufficient to 75
main suggestions as 71
main suggestions in 84
main suggestions is 40
main suggestions of 298
main suggestions to 73
main superiority of 183
main superseded by 50
main supervision of 69
main supervisor of 89
main supplement to 101
main supporters at 54
main supporters in 582
main supporters of 6085
main supportive of 44
main supposition of 66
main sustenance in 60
main sustenance is 55
main sustenance of 524
main sympathetic to 95
main synagogues in 58
main synagogues of 50
main techniques by 155
main techniques in 619
main techniques is 81
main techniques of 2231
main techniques to 552
main techniques we 58
main technology in 64
main technology is 59
main technology of 106
main technology to 56
main temptations of 43
main temptations to 48
main tendencies as 128
main tendencies at 144
main tendencies in 3004
main tendencies of 5235
main tendencies or 81
main tendencies to 150
main termination of 103
main theoreticians of 259
main thermometer is 70
main topography of 75
main touchstone of 118
main toxicities of 73
main trajectory of 375
main transaction in 54
main transaction is 142
main transaction of 55
main transitions in 131
main transitions of 133
main translation of 56
main translator of 171
main typologies of 161
main unaffected by 80
main underpinning of 238
main undertakings of 90
main university at 56
main university in 162
main university is 60
main university of 286
main usefulness as 115
main usefulness in 105
main usefulness is 444
main usefulness of 1155
main usefulness to 104
main utilization of 102
main vegetables in 56
main viewpoints in 66
main viewpoints of 126
main viewpoints on 107
main vocabulary is 45
main vocabulary of 155
main watchwords of 60
main watersheds in 82
main watersheds of 171
main workhorses of 73
main yardsticks of 50
make absolutely no 19940
make absolutely the 59
make abstinence the 40
make abstraction at 171
make abstraction of 6157
make acceptable an 96
make acceptable as 48
make acceptable in 73
make acceptable or 54
make acceptable the 974
make acceptable to 2030
make acceptance by 104
make acceptance of 4258
make acceptance or 68
make accessible an 102
make accessible as 118
make accessible by 71
make accessible in 288
make accessible the 5155
make accessible to 11874
make accurately the 40
make accusations at 41
make accusations in 144
make accusations of 2437
make accusations on 55
make accusations or 225
make accusations to 67
make acquisition of 859
make activities in 67
make activities of 135
make adaptations as 646
make adaptations by 45
make adaptations in 2155
make adaptations of 578
make adaptations or 132
make adaptations so 107
make adaptations to 4124
make adjectives of 90
make adjustment as 140
make adjustment at 48
make adjustment by 225
make adjustment in 558
make adjustment of 540
make adjustment on 86
make adjustment or 59
make adjustment to 3806
make admissible in 56
make admissible the 96
make admittance to 91
make advantages of 139
make adventures of 47
make affidavits as 53
make affidavits in 103
make affidavits of 114
make affidavits to 131
make affirmation as 127
make affirmation by 90
make affirmation in 249
make affirmation of 241
make affirmation or 203
make affirmation to 80
make aggressions on 707
make agreements as 627
make agreements at 71
make agreements by 107
make agreements if 41
make agreements in 575
make agreements is 54
make agreements of 270
make agreements on 999
make agreements or 485
make agreements to 1025
make allegations in 129
make allegations of 838
make allegations on 85
make allegations or 94
make allegations to 47
make allocations as 42
make allocations in 241
make allocations of 626
make allocations on 116
make allocations to 1573
make allotments in 219
make allotments of 543
make allotments on 53
make allotments to 476
make allowances as 428
make allowances at 207
make allowances by 80
make allowances if 432
make allowances in 3115
make allowances of 309
make allowances on 204
make allowances or 244
make allowances so 41
make allowances to 1179
make alterations as 738
make alterations at 221
make alterations by 144
make alterations if 218
make alterations in 8993
make alterations is 53
make alterations of 353
make alterations on 1069
make alterations or 1211
make alterations so 234
make alterations to 7990
make amendments as 335
make amendments at 49
make amendments by 69
make amendments if 85
make amendments in 1358
make amendments of 230
make amendments on 153
make amendments or 226
make amendments to 6871
make anarchists of 57
make annexations in 120
make annotations in 113
make annotations on 275
make annotations to 96
make anthologies of 52
make antibodies in 220
make antibodies is 48
make antibodies of 131
make antibodies or 108
make antibodies to 4470
make apparently no 86
make appearances as 478
make appearances at 1031
make appearances in 3492
make appearances of 95
make appearances on 643
make appearances or 61
make appearances to 231
make applicable in 102
make applicable the 880
make applicable to 1198
make application as 838
make application at 1151
make application by 663
make application if 63
make application in 9797
make application is 143
make application of 13258
make application on 1942
make application or 270
make application the 83
make application to 77348
make appraisals in 62
make appraisals of 1911
make appraisals or 64
make appreciable the 56
make appreciation of 152
make approaches as 47
make approaches in 63
make approaches on 72
make approaches to 2283
make appropriate or 138
make appropriate the 345
make appropriate to 89
make arbitration an 73
make arbitration of 68
make arbitration the 139
make archbishop of 113
make architects of 82
make arrangement in 48
make arrangement of 177
make arrangement to 547
make articulate in 111
make articulate the 1248
make articulate to 127
make ascriptions of 153
make assemblies of 125
make assessment an 99
make assessment as 45
make assessment in 99
make assessment of 3753
make assessment on 217
make assignment of 673
make assignment to 142
make assistance in 41
make assistance to 192
make associations as 44
make associations in 143
make associations of 223
make associations on 40
make associations or 127
make associations to 948
make assumptions as 5998
make assumptions at 86
make assumptions by 74
make assumptions if 126
make assumptions in 872
make assumptions is 85
make assumptions of 1047
make assumptions on 1631
make assumptions or 1991
make assumptions so 77
make assumptions to 455
make assurances of 141
make assurances on 76
make assurances to 132
make attachment of 104
make attachment to 179
make attainable the 51
make attainment of 582
make attendance at 1714
make attendance by 40
make attendance in 152
make attendance of 62
make attendance on 152
make attractive by 127
make attractive or 40
make attractive the 1271
make attractive to 298
make attributes of 54
make attribution of 89
make attribution to 83
make automatons of 130
make barricades in 59
make barricades of 70
make basketball the 43
make bedfellows of 217
make believable the 263
make blueprints of 127
make boundaries of 54
make breastworks of 98
make broadcasts in 49
make broadcasts on 64
make broadcasts to 61
make calculation as 43
make calculation of 985
make calculation to 60
make calibration of 40
make capitalism an 56
make capitalism in 69
make capitalism the 57
make carpenters of 89
make cartridges of 57
make casualties of 54
make categories of 121
make catholicism an 46
make catholicism in 68
make catholicism the 349
make censorship of 40
make ceremonies of 62
make chancellor of 40
make characters in 126
make characters of 90
make charleston the 133
make checklists of 48
make cigarettes in 70
make cigarettes of 54
make cincinnati the 69
make circulation of 48
make cognizance of 40
make collections as 212
make collections at 315
make collections by 77
make collections if 41
make collections in 1096
make collections of 10153
make collections on 1107
make collections or 163
make collections to 147
make combination of 67
make commentary on 156
make commissions on 124
make commitment to 899
make communists of 183
make comparable the 274
make comparable to 54
make comparison as 52
make comparison at 58
make comparison by 89
make comparison in 192
make comparison of 5918
make comparison on 83
make comparison or 51
make comparison to 393
make compatible the 441
make competency in 100
make competition an 64
make competition as 114
make competition by 72
make competition in 288
make competition of 48
make competition on 55
make competition so 94
make competition the 119
make compilation of 47
make complaints as 163
make complaints at 149
make complaints if 109
make complaints in 352
make complaints is 68
make complaints of 1097
make complaints on 138
make complaints or 549
make complaints to 3639
make components in 87
make components of 407
make components or 84
make composites of 78
make composition in 58
make composition of 94
make compression of 46
make compression on 54
make compromise in 76
make compromise on 66
make compromise or 48
make compulsory in 130
make compulsory on 100
make compulsory the 997
make computation of 234
make concealment of 150
make conceptions of 42
make conceptual or 53
make concessions as 2116
make concessions at 1385
make concessions by 668
make concessions he 123
make concessions if 1841
make concessions in 13595
make concessions is 335
make concessions it 165
make concessions of 1766
make concessions on 17249
make concessions or 1829
make concessions so 1076
make concessions the 165
make concessions to 113756
make conclusions as 530
make conclusions at 43
make conclusions in 178
make conclusions of 219
make conclusions on 624
make conclusions or 95
make conclusive the 128
make conclusive to 57
make concubines of 111
make conditional on 139
make conditional or 98
make conditional the 56
make confessions in 105
make confessions of 402
make confessions or 84
make confessions to 615
make confidants of 480
make confidence in 278
make conformity to 449
make conjecture of 138
make connections as 1328
make connections at 1743
make connections by 511
make connections if 72
make connections in 5315
make connections is 340
make connections of 477
make connections on 2536
make connections or 520
make connections so 286
make connections the 45
make connections to 20659
make connections via 89
make connections we 81
make conscience an 48
make conscience in 52
make conscience of 7158
make conscience the 196
make conscience to 439
make consciously or 55
make consistent or 88
make consistent the 483
make conspiracy to 219
make constantly in 44
make consumption of 110
make consumption the 55
make containers of 129
make containers to 52
make continents of 58
make continuity in 91
make continuity of 277
make continuous or 66
make continuous the 157
make contraction is 80
make contraction of 108
make contribute to 276
make contributing to 41
make convenient or 59
make convenient the 135
make convenient to 103
make conventions of 58
make conventions or 42
make conversions by 79
make conversions in 103
make conversions of 143
make conversions on 45
make conversions to 173
make conveyance as 96
make conveyance in 42
make conveyance of 647
make conveyance to 139
make convictions of 55
make convocation of 76
make cooperation an 49
make cooperation in 288
make cooperation of 44
make cooperation on 103
make cooperation the 118
make copenhagen the 141
make corrections as 3598
make corrections at 466
make corrections by 689
make corrections if 1159
make corrections in 11731
make corrections is 171
make corrections of 843
make corrections on 3734
make corrections or 2096
make corrections so 378
make corrections the 47
make corrections to 9473
make correlation of 155
make correspond the 226
make correspond to 294
make criticisms in 81
make criticisms of 759
make criticisms on 97
make criticisms or 117
make criticisms to 48
make cultivation of 291
make declaration as 168
make declaration in 257
make declaration of 3194
make declaration on 60
make declaration to 306
make decorations in 40
make decorations of 63
make decorations on 60
make decorations to 40
make dedications in 44
make dedications to 93
make deductible or 86
make definitions in 149
make definitions of 531
make definitions or 63
make definitive the 96
make delightful the 59
make deliveries as 536
make deliveries at 458
make deliveries by 141
make deliveries in 1021
make deliveries of 2727
make deliveries on 1461
make deliveries or 250
make deliveries the 41
make deliveries to 5066
make denunciation of 64
make dependence on 261
make dependents of 43
make deployment of 104
make depositions in 77
make depressions in 204
make derogatory or 79
make description of 279
make designation of 53
make destruction of 232
make destruction or 305
make determines the 117
make difference in 709
make difference of 333
make difference to 138
make difficulty by 46
make difficulty in 217
make difficulty of 67
make difficulty to 132
make discipline an 48
make discipline the 41
make disclaimer of 387
make disclosure as 189
make disclosure by 62
make disclosure in 419
make disclosure is 45
make disclosure of 1934
make disclosure on 65
make disclosure or 166
make disclosure to 962
make discussions in 49
make discussions of 353
make discussions on 45
make disposition by 61
make disposition in 70
make disposition of 1890
make disposition to 117
make dissections of 88
make dissolution of 75
make distinction in 259
make distinction of 734
make distinction on 41
make distinguishing the 52
make divinities of 117
make duplicates of 1366
make duplicates on 46
make duplicates or 47
make duplicates to 45
make duplication of 68
make economical the 90
make educational or 82
make efficacious the 96
make efficiency in 82
make efficiency the 150
make elimination of 258
make elucidation of 43
make embroidery of 50
make emendations in 137
make emendations to 45
make employment an 46
make employment as 185
make employment at 61
make employment in 382
make employment of 350
make employment or 49
make employment the 93
make enactments in 103
make enclosures of 45
make endogenous the 112
make endowments of 43
make endowments to 72
make enforceable an 56
make enforceable the 77
make engagements he 66
make engagements in 163
make engagements of 49
make engagements on 123
make engagements to 168
make enrollment in 74
make enumeration of 79
make episcopacy the 41
make equivalent the 69
make equivalent to 106
make eradication of 141
make essentially no 454
make essentially the 4059
make establishing an 81
make establishing the 98
make estimations of 495
make evaluations as 191
make evaluations at 55
make evaluations in 236
make evaluations is 164
make evaluations of 3748
make evaluations on 397
make evaluations or 94
make everywhere the 72
make examination as 69
make examination by 41
make examination in 112
make examination of 2024
make examination or 71
make excavations at 166
make excavations in 1531
make excavations of 82
make excavations on 159
make excavations or 74
make excavations to 60
make excellence in 109
make excellence of 89
make excellence the 85
make exhaustive or 485
make exhibitions of 294
make expediency the 120
make expeditions in 220
make expeditions of 85
make expeditions on 105
make expeditions to 2001
make expeditions up 48
make experience as 113
make experience in 136
make experience of 853
make experience or 66
make experience the 536
make experiment in 102
make experiment of 1254
make experiment on 101
make experiment or 42
make experiment the 145
make explanation of 314
make explanation or 59
make explanation to 88
make explicable the 170
make explicitly the 91
make exploration in 51
make exploration of 791
make explosives in 63
make explosives or 51
make expositions of 57
make expressions of 299
make expressions so 150
make expressive of 128
make expressive the 615
make fabrication of 101
make facsimiles of 261
make fashionable in 53
make fashionable the 123
make fertilizer or 54
make fingerprints on 51
make flashcards of 147
make footprints in 281
make footprints of 46
make footprints on 164
make foreigners of 87
make forfeiture of 70
make formulation of 80
make fortresses of 79
make foundations in 178
make foundations of 56
make fraudulent or 64
make frequently in 50
make frequently the 71
make friendship in 166
make friendship or 53
make friendship the 139
make generations of 122
make governance of 47
make government an 295
make government as 316
make government at 104
make government by 384
make government do 145
make government in 292
make government of 127
make government so 79
make government the 699
make grenadiers of 56
make guarantees of 106
make guarantees on 49
make guarantees or 57
make guarantees to 87
make hailstones or 40
make hemoglobin in 45
make hereditary in 55
make hindustani the 111
make histograms of 81
make historical or 120
make holocausts of 52
make homogeneous the 62
make horizontal or 92
make hypocrites by 61
make hypocrites of 445
make hypocrites or 253
make illustrious at 50
make illustrious the 166
make imagination do 48
make imagination to 40
make immediately an 50
make immediately in 120
make immediately is 79
make immediately the 175
make immediately to 71
make immigration an 120
make immigration to 63
make immorality the 40
make impassable the 46
make imperative an 219
make imperative on 95
make imperative the 1054
make imperialism an 48
make imperialism the 183
make implementing the 303
make implements of 334
make implements to 52
make importation of 105
make impositions on 42
make impossible an 789
make impossible by 96
make impossible in 326
make impossible my 50
make impossible of 159
make impossible or 386
make impossible the 52934
make impossible to 586
make impressions as 134
make impressions by 122
make impressions in 506
make impressions of 919
make impressions on 5164
make impressions or 57
make impressions to 46
make impressive the 207
make improbable the 375
make imputations of 70
make inaccurate or 101
make inadequate the 80
make incidental or 48
make incitement to 135
make incomplete or 81
make incredible the 92
make indications of 50
make indications to 260
make indistinct the 49
make individual or 273
make indulgence in 48
make inequality of 47
make inevitable an 118
make inevitable in 48
make inevitable the 1718
make inferences as 2808
make inferences at 202
make inferences by 606
make inferences if 51
make inferences in 2662
make inferences is 407
make inferences of 877
make inferences on 4256
make inferences or 2653
make inferences so 50
make inferences the 43
make inferences to 1639
make infinitely the 111
make information an 53
make information as 298
make information in 311
make information of 212
make information on 1631
make information or 97
make information so 118
make information to 47
make infringement of 44
make initiatives to 52
make innovations in 4698
make innovations of 112
make innovations on 153
make innovations or 148
make innovations to 94
make inquisition as 382
make inquisition at 76
make inquisition by 57
make inquisition in 158
make inquisition of 435
make inquisition on 59
make insistence on 63
make inspections as 191
make inspections at 203
make inspections in 205
make inspections of 1250
make inspections on 99
make inspections or 174
make inspections to 245
make instruction as 117
make instruction in 1472
make instruction of 40
make instruction the 47
make insurances on 74
make integration an 72
make integration in 71
make integration of 410
make integration the 52
make interchange of 100
make interpreting the 234
make investment by 115
make investment in 8336
make investment of 207
make investment on 111
make investment or 150
make investment to 54
make invincible the 315
make invitations to 118
make invocations on 70
make invocations to 103
make irrelevant or 54
make irrelevant the 770
make journalism an 114
make journalism my 48
make justifiable the 46
make lamentation in 45
make lampshades of 67
make lancashire the 84
make legislation by 71
make legislation in 133
make legislation of 45
make legislation on 197
make legislation to 80
make legitimate an 41
make legitimate the 652
make liberalism the 49
make likenesses of 378
make limitations on 54
make literature an 249
make literature as 55
make literature in 163
make literature it 51
make literature my 55
make literature of 387
make literature or 81
make literature the 549
make lithographs in 49
make lithographs of 85
make management by 108
make management in 69
make management of 1273
make management or 41
make management the 68
make manchester the 140
make manipulating the 53
make mathematics an 134
make mathematics the 114
make mayonnaise by 56
make mayonnaise in 71
make measurement in 45
make measurement of 1579
make measurement on 44
make mechanical or 79
make membership an 64
make membership as 90
make membership in 2126
make membership of 875
make membership on 90
make membership or 62
make memorandum of 75
make microfilms of 47
make minneapolis the 109
make mistresses of 49
make monopolies of 66
make multitudes of 247
make narratives of 50
make nationalism an 59
make nationalism the 76
make nationality the 65
make negligence the 117
make negligible the 307
make negotiations in 44
make negotiations of 46
make negotiations on 94
make neutrality in 123
make nominations as 56
make nominations at 110
make nominations by 133
make nominations in 208
make nominations is 90
make nominations of 281
make nominations on 92
make nominations or 60
make nominations to 1643
make obeisances to 239
make obligations to 92
make obligatory on 124
make obligatory the 553
make observable the 93
make observance of 278
make observation by 40
make observation in 95
make observation of 2180
make observation on 151
make onslaughts on 79
make operational in 96
make operational or 49
make operational the 876
make oppressive or 135
make ordinances as 170
make ordinances by 42
make ordinances in 965
make ordinances is 75
make ordinances on 116
make ordinances or 215
make ordinances to 382
make ostentation of 449
make paragraphs or 96
make penetration by 99
make penetration of 237
make penicillin in 43
make peppermint tea 51
make perceptions of 104
make personally the 80
make personally to 96
make persuasive the 125
make philosophy an 176
make philosophy as 298
make philosophy in 44
make philosophy my 63
make philosophy of 107
make philosophy so 43
make philosophy the 543
make photostats of 141
make pilgrimage in 194
make pilgrimage on 44
make pilgrimage to 5383
make pittsburgh the 124
make placements in 162
make plagiarists of 116
make plantations in 126
make plantations of 523
make plantations on 44
make pleasurable the 91
make pleasurable to 81
make politicians of 139
make precedents in 48
make precedents of 76
make precedents to 69
make predictions as 5180
make predictions at 566
make predictions by 649
make predictions if 105
make predictions in 2265
make predictions is 472
make predictions of 14511
make predictions on 9270
make predictions or 1425
make predictions so 66
make predictions to 419
make predictions we 90
make preparation at 92
make preparation by 90
make preparation in 253
make preparation of 439
make preparation to 3272
make prepayment of 71
make presidents of 157
make pretensions of 339
make pretensions to 4808
make principles of 180
make principles the 51
make processions in 79
make productions of 43
make productive the 448
make professions is 43
make professions of 4320
make professions to 234
make professors of 62
make profitable an 57
make profitable by 66
make profitable the 1028
make profitable to 150
make progression in 82
make progression to 41
make prohibition of 68
make prohibition the 156
make projections as 323
make projections at 46
make projections by 133
make projections in 169
make projections is 66
make projections of 4427
make projections on 440
make projections or 120
make projections to 196
make propaganda at 42
make propaganda by 114
make propaganda in 741
make propaganda is 43
make propaganda of 258
make propaganda on 238
make propaganda or 81
make propaganda to 186
make propagation of 43
make properties of 48
make prophecies as 87
make prophecies in 66
make prophecies of 78
make propitiation to 247
make proponents of 56
make prosecution of 221
make proselytes as 207
make proselytes at 68
make proselytes by 411
make proselytes if 76
make proselytes in 502
make proselytes of 1217
make proselytes on 125
make proselytes or 97
make proselytes to 4927
make prosperity the 143
make prosperous the 149
make prostration to 122
make protoplasm in 60
make prototypes of 128
make providence the 69
make psychology an 342
make psychology as 240
make psychology so 106
make psychology the 203
make publication in 109
make publication my 55
make publication of 1149
make punishable an 89
make punishable as 127
make punishable by 127
make punishable the 147
make punishment an 42
make punishment of 73
make punishment the 87
make purchasers of 58
make quantities of 1551
make rationality the 54
make recantation of 68
make recipients of 76
make reclamation of 92
make recognition an 51
make recognition by 40
make recognition of 4185
make recompense by 219
make recompense in 82
make recompense to 576
make recoveries of 40
make recurrence of 77
make references as 123
make references in 354
make references of 92
make references on 53
make references or 54
make references to 22097
make reflections as 45
make reflections of 168
make reflections on 912
make reflections or 58
make reformation in 47
make reformation of 52
make regardless of 412
make regulations as 20166
make regulations at 93
make regulations by 1153
make regulations in 6676
make regulations is 471
make regulations it 56
make regulations of 1054
make regulations on 1450
make regulations or 1987
make regulations re 151
make regulations so 282
make regulations the 66
make regulations to 10617
make relatively the 65
make relatively to 120
make relativism the 53
make remittance by 42
make remittance in 91
make remittance of 89
make remittance to 165
make rendezvous at 164
make rendezvous in 43
make renovations to 82
make renunciation of 265
make reparations by 79
make reparations if 42
make reparations in 173
make reparations of 71
make reparations on 47
make reparations or 185
make reparations to 1377
make repatriation of 50
make repayments as 92
make repayments in 169
make repayments of 249
make repayments on 308
make repayments to 224
make repentance in 45
make repentance the 58
make repetitions of 71
make replication of 145
make representing the 82
make represents the 105
make reprimands or 43
make reproaches to 172
make reputations as 177
make reputations by 64
make reputations in 110
make requisition in 76
make requisition of 132
make requisition on 477
make requisition to 244
make reservation in 117
make reservation of 269
make reservation on 75
make reservoirs of 123
make resignation of 86
make resignation the 51
make resistance as 45
make resistance at 243
make resistance by 102
make resistance in 196
make resistance of 189
make resistance on 81
make resistance or 194
make resistance the 52
make resistance to 3041
make resolutions at 46
make resolutions in 123
make resolutions of 347
make resolutions on 121
make resolutions or 76
make resolutions to 1229
make respective in 68
make responsive to 51
make restitution as 1500
make restitution at 362
make restitution by 1075
make restitution he 115
make restitution if 706
make restitution in 2379
make restitution is 501
make restitution of 19804
make restitution on 372
make restitution or 2095
make restitution so 61
make restitution the 62
make restitution to 28560
make restoration in 69
make restoration of 1239
make restoration or 77
make restoration to 308
make restriction of 107
make retirement an 66
make retirement at 137
make retirement of 42
make retirement the 82
make retribution by 71
make retribution in 94
make retribution to 416
make revelations in 67
make revelations of 208
make revelations to 319
make revolutions at 47
make revolutions by 137
make revolutions in 460
make revolutions of 57
make revolutions or 74
make ridiculous by 54
make ridiculous or 47
make ridiculous the 522
make sacrifices as 1318
make sacrifices at 843
make sacrifices by 428
make sacrifices he 45
make sacrifices if 971
make sacrifices in 10447
make sacrifices is 241
make sacrifices no 91
make sacrifices of 7889
make sacrifices on 1869
make sacrifices or 1533
make sacrifices so 1498
make sacrifices the 98
make sacrifices to 35341
make sacrifices we 81
make salutations to 82
make sandwiches at 171
make sandwiches in 135
make sandwiches of 321
make sandwiches on 103
make sandwiches or 148
make sandwiches to 305
make satellites of 144
make scapegoats of 2892
make scientific or 112
make scientific the 62
make scientists of 98
make scrapbooks of 159
make sculptures in 121
make sculptures of 249
make sculptures or 76
make segregation an 47
make segregation of 48
make separations in 44
make separations of 93
make serviceable the 104
make serviceable to 188
make settlement as 171
make settlement at 134
make settlement by 131
make settlement in 432
make settlement of 707
make settlement on 425
make settlement or 56
make shakespeare an 41
make shakespeare as 41
make shakespeare the 129
make shipwrecks of 58
make simplicity the 66
make simulations of 112
make smithereens of 65
make southampton the 106
make sovereigns of 84
make specialists in 56
make specialists of 167
make specialties of 118
make spectacles of 1465
