of able bodied young 88
of having little more 121
of having little self 43
of having little time 153
of having looked away 52
of having looked into 285
of having looked upon 319
of having masses said 263
of having mental health 80
of having merely been 53
of having merely gone 62
of having missed many 40
of having missed some 98
of having missed their 58
of having myself been 44
of having normal feet 45
of having opened fire 72
of having opened their 110
of having parted from 203
of having passed away 113
of having passed from 801
of having passed into 186
of having passed many 106
of having passed over 572
of having passed some 113
of having passed such 157
of having passed their 89
of having placed their 70
of having played into 87
of having played some 88
of having played their 41
of having played well 54
of having plunged into 113
of having proved their 73
of having public health 42
of having pulled down 121
of having pupils learn 47
of having pupils make 40
of having pupils work 47
of having raised more 40
of having raised such 53
of having raised their 128
of having raised these 48
of having reached home 47
of having reached some 115
of having reached such 113
of having reached their 120
of having relied upon 54
of having ruined their 61
of having rushed into 75
of having sailed from 45
of having seized upon 55
of having served during 43
of having served five 62
of having served their 249
of having served three 118
of having served time 84
of having served your 173
of having shared their 72
of having shrunk from 114
of having sickle cell 183
of having signed such 51
of having sinned much 59
of having slowed down 89
of having someone call 43
of having someone care 62
of having someone come 190
of having someone else 4398
of having someone from 221
of having someone give 44
of having someone help 51
of having someone like 243
of having someone look 107
of having someone make 57
of having someone other 89
of having someone take 156
of having someone tell 114
of having someone there 360
of having something done 466
of having something else 329
of having something from 83
of having something good 104
of having something left 64
of having something like 343
of having something more 1278
of having something very 77
of having something worth 108
of having something wrong 120
of having spinal cord 58
of having stated what 43
of having stayed away 141
of having stolen away 99
of having stolen five 41
of having stolen from 778
of having stolen gold 145
of having stolen nothing 46
of having stolen some 803
of having stolen their 199
of having stolen these 57
of having stolen those 61
of having stolen three 55
of having taught their 42
of having thereby made 97
of having turned away 382
of having turned back 41
of having turned down 213
of having turned from 72
of having turned into 216
of having turned many 124
of having turned over 265
of having turned their 117
of having twenty years 99
of having undone your 109
of having united many 95
of having walked into 275
of having walked over 156
of having wasted many 51
of having wasted their 137
of having wasted time 244
of having wasted your 47
of having wholly left 41
of having woolly hair 59
of having worked hard 480
of having worked there 131
of having worked very 59
of having worked well 69
of hawk seldom seen 70
of heading unless more 65
of heads appearing over 44
of heads appearing when 63
of healing energy from 122
of healing energy into 47
of healing formed part 47
of healing occurs when 60
of healing through faith 220
of healing through mind 42
of health always leads 48
of health became more 133
of health become more 42
of health claims made 56
of health damage from 120
of health depend upon 50
of health exempt from 54
of health exists when 51
of health issues among 99
of health issues from 68
of health issues such 112
of health mental health 81
of health policy during 45
of health policy from 66
of health policy have 100
of health policy making 364
of health policy were 48
of health policy will 76
of health public health 427
of health reform were 43
of health should also 156
of health should have 676
of health should make 143
of health should take 188
of health status among 510
of health status data 108
of health status during 46
of health status from 119
of health status have 162
of health status must 71
of health status over 69
of health status such 357
of health status used 81
of health status were 236
of health status will 72
of health survey data 104
of health through diet 53
of health through health 107
of health through their 102
of health varies from 44
of hearing appeals from 1101
of hearing became more 71
of hearing begins when 59
of hearing better news 73
of hearing damage from 177
of hearing except when 40
of hearing further from 86
of hearing levels from 56
of hearing myself speak 77
of hearing myself talk 202
of hearing occurs when 62
of hearing should have 50
of hearing someone else 308
of hearing someone speak 63
of hearing something from 185
of hearing something like 50
of hearing something more 446
of hearing something very 61
of hearing something worth 42
of hearing sounds from 59
of hearing speedy news 49
of hearing strange beings 51
of hearing varies from 50
of hearing voices from 64
of heart arises from 43
of heart attack also 45
of heart attack among 246
of heart attack deaths 217
of heart attack during 198
of heart attack from 128
of heart attack over 84
of heart attack risk 1576
of heart attack were 81
of heart attack when 94
of heart attack will 84
of heart damage from 58
of heart denied those 93
of heart disease also 183
of heart disease among 2010
of heart disease deaths 377
of heart disease during 533
of heart disease even 202
of heart disease from 538
of heart disease have 827
of heart disease heart 51
of heart disease high 43
of heart disease into 67
of heart disease just 72
of heart disease means 58
of heart disease more 280
of heart disease most 42
of heart disease must 198
of heart disease need 114
of heart disease only 210
of heart disease other 86
of heart disease over 396
of heart disease prior 82
of heart disease risk 2241
of heart disease seen 107
of heart disease such 838
of heart disease there 348
of heart disease these 67
of heart disease upon 49
of heart disease vary 47
of heart disease were 879
of heart disease when 577
of heart disease will 529
of heart muscle cell 106
of heart muscle dies 71
of heart muscle during 145
of heart muscle from 264
of heart muscle have 89
of heart muscle were 53
of heart muscle will 111
of heart should have 77
of heart sounds from 95
of heart sounds heard 43
of heart sounds over 48
of heart through faith 43
of heart tissue from 119
of heart touching heart 47
of heart toward those 59
of heart yellow pine 67
of heating degree days 602
of heating depend upon 42
of heating system used 231
of heating system will 52
of heavy barbed wire 89
of heavy bodies from 126
of heavy bodies into 52
of heavy bodies leaping 51
of heavy bodies moving 42
of heavy bodies take 59
of heavy bodies upon 53
of heavy boiler iron 53
of heavy cannon fire 106
of heavy cannon from 102
of heavy cannon were 189
of heavy canvas bags 54
of heavy carved wood 63
of heavy carved work 257
of heavy chains from 92
of heavy chains have 50
of heavy claims upon 41
of heavy copper bars 230
of heavy copper tubing 89
of heavy copper wire 953
of heavy cosmic rays 57
of heavy cotton cloth 337
of heavy cotton duck 101
of heavy cotton string 45
of heavy cotton yarn 92
of heavy damage from 81
of heavy demand from 58
of heavy drinking among 692
of heavy drinking days 135
of heavy drinking during 267
of heavy drinking from 46
of heavy drinking have 93
of heavy drinking over 191
of heavy drinking were 196
of heavy drinking when 91
of heavy drinking will 57
of heavy duties upon 112
of heavy fighting during 535
of heavy fighting from 55
of heavy fighting there 41
of heavy fighting were 113
of heavy fighting when 44
of heavy german fire 56
of heavy german guns 47
of heavy golden hair 45
of heavy ground fire 78
of heavy laboring work 226
of heavy losses among 128
of heavy losses during 118
of heavy losses from 309
of heavy manual work 390
of heavy metals along 58
of heavy metals also 105
of heavy metals among 72
of heavy metals during 288
of heavy metals form 121
of heavy metals from 5469
of heavy metals have 550
of heavy metals into 1021
of heavy metals like 552
of heavy metals must 90
of heavy metals onto 144
of heavy metals other 52
of heavy metals over 403
of heavy metals such 5793
of heavy metals upon 82
of heavy metals used 60
of heavy metals were 669
of heavy metals when 90
of heavy metals will 196
of heavy mortar fire 131
of heavy nuclei from 50
of heavy nuclei have 59
of heavy nuclei into 157
of heavy nuclei like 44
of heavy nuclei such 111
of heavy nuclei were 40
of heavy pieces will 48
of heavy planks laid 77
of heavy ribbed silk 41
of heavy rifled guns 91
of heavy rubber hose 58
of heavy rubber tubing 505
of heavy shelling from 89
of heavy shells from 83
of heavy silver wire 76
of heavy stones from 100
of heavy stones were 68
of heavy summer rain 187
of heavy timber along 76
of heavy timber beams 46
of heavy timber laid 41
of heavy timber land 56
of heavy timber were 75
of heavy timber wide 41
of heavy trucks from 43
of heavy trucks were 45
of heavy upland rice 118
of heavy wagons over 58
of heavy weapons fire 113
of heavy weapons firing 154
of heavy weapons from 251
of heavy weapons into 46
of heavy weapons such 82
of heavy weapons were 57
of heavy wheels over 51
of heavy whipping cream 382
of heavy winter rain 44
of heavy winter snow 59
of heavy wooden beads 73
of heavy wooden beams 252
of heavy wooden shoes 97
of heavy woolen cloth 215
of heavy yellow pine 46
of heavy yellow silk 84
of hell awaiting those 46
of hell before their 68
of hell caught hold 332
of hell freezing over 137
of hell itself were 64
of hell itself will 56
of hell longest will 53
of hell should hide 67
of hell showed only 47
of hell sighed when 254
of help around here 73
of help arriving from 56
of help except from 73
of help needed from 113
of help needed will 54
of help sought from 56
of help through their 40
of hemp before their 45
of here before dark 421
of here before dawn 157
of here before more 226
of here before noon 96
of here before some 165
of here before there 163
of here before these 134
of here before those 277
of here before your 322
of here pretty fast 107
of here pretty soon 805
of here without even 63
of here without giving 54
of here without having 133
of here without help 48
of here without making 67
of here without paying 87
of here without saying 65
of here without some 55
of here without taking 40
of here without their 40
of here without waking 40
of here without your 77
of hers burned when 55
of hers looked like 65
of hers should ever 327
of hers should have 321
of hers without even 44
of hiding behind some 43
of hiding behind such 47
of hiding behind their 118
of hiding behind your 80
of hiding itself from 46
of hiding myself from 133
of hiding places among 79
of hiding places from 50
of hiding something from 218
of high aspect ratio 2873
of high atomic mass 117
of high barbed wire 46
of high breeding were 46
of high button shoes 275
of high bypass ratio 82
of high cancer risk 83
of high carbon iron 70
of high carbon tool 89
of high caries risk 169
of high castes from 44
of high castes were 51
of high comedy acting 127
of high comedy when 56
of high counting rate 66
of high courts from 62
of high courts have 117
of high courts over 56
of high courts were 56
of high credit rating 74
of high degree also 56
of high degree came 91
of high degree from 101
of high degree have 154
of high degree into 45
of high degree like 45
of high degree there 51
of high degree took 53
of high degree were 550
of high degree whom 75
of high degree will 72
of high degree wore 50
of high demand during 48
of high demand from 107
of high demand such 190
of high demand when 67
of high demand will 44
of high duties upon 147
of high emotion when 46
of high energy beams 232
of high energy beta 78
of high energy cost 153
of high energy food 118
of high energy from 111
of high energy have 65
of high energy heavy 523
of high energy jets 60
of high energy loss 54
of high energy rate 57
of high energy rays 63
of high energy such 72
of high energy will 117
of high english life 43
of high enough birth 78
of high enough rank 1055
of high erosion risk 62
of high estate grow 51
of high estate were 81
of high esteem among 219
of high esteem from 64
of high family were 41
of high fashion were 48
of high ground along 400
of high ground facing 44
of high ground from 342
of high ground held 60
of high ground just 166
of high ground north 169
of high ground over 48
of high ground rising 98
of high ground runs 240
of high ground south 175
of high ground upon 82
of high ground were 51
of high ground west 49
of high heeled boys 79
of high heeled shoes 309
of high import during 42
of high import duty 46
of high import make 96
of high import were 44
of high import what 68
of high income areas 74
of high income from 68
of high initial cost 388
of high lactic acid 61
of high lineage like 55
of high lysine corn 100
of high middle ages 129
of high moment were 66
of high morale among 232
of high muscle tone 72
of high octane fuel 296
of high octane rating 98
of high office from 40
of high office have 67
of high office were 244
of high office when 63
of high output heart 66
of high packet loss 78
of high photon flux 122
of high plateau land 47
of high points from 44
of high policy from 49
of high policy such 40
of high policy used 48
of high policy were 362
of high praise along 51
of high praise from 311
of high praise when 58
of high priced cars 47
of high priced cuts 65
of high priced land 93
of high prices during 293
of high prices from 199
of high prices have 151
of high prices made 58
of high prices many 52
of high prices must 64
of high prices paid 136
of high prices there 204
of high prices upon 126
of high prices were 250
of high prices when 165
of high prices will 244
of high priest among 85
of high priest from 113
of high priest were 63
of high public debt 65
of high public duty 115
of high public health 57
of high public mark 135
of high purity from 208
of high purity gold 134
of high purity have 133
of high purity iron 704
of high purity must 50
of high purity single 81
of high purity were 238
of high purity zinc 197
of high reaction rate 57
of high regard among 66
of high regard from 45
of high relief such 50
of high renown among 82
of high renown were 91
of high repute among 640
of high repute from 72
of high repute have 336
of high repute like 59
of high repute took 53
of high repute were 180
of high repute will 47
of high school aged 319
of high school ages 139
of high school ahead 97
of high school also 256
of high school among 77
of high school back 65
of high school ball 156
of high school band 173
of high school boys 7746
of high school came 111
of high school club 41
of high school data 50
of high school dating 113
of high school days 541
of high school drop 1336
of high school drug 63
of high school during 421
of high school early 193
of high school even 63
of high school exit 137
of high school fees 73
of high school fell 70
of high school four 57
of high school from 378
of high school girl 94
of high school guys 108
of high school have 431
of high school health 87
of high school here 80
of high school high 213
of high school home 131
of high school into 348
of high school just 163
of high school kids 2333
of high school last 157
of high school left 707
of high school life 3336
of high school like 197
of high school living 127
of high school made 73
of high school make 87
of high school male 169
of high school many 47
of high school means 40
of high school more 322
of high school most 52
of high school must 79
of high school next 90
of high school only 637
of high school over 101
of high school peer 227
of high school play 89
of high school plus 659
of high school prior 139
of high school rank 1118
of high school reading 352
of high school size 349
of high school some 49
of high school soon 41
of high school teams 157
of high school text 96
of high school there 846
of high school these 44
of high school three 106
of high school took 45
of high school went 79
of high school were 1530
of high school when 2368
of high school will 401
of high school work 12161
of high school years 296
of high school young 159
of high school youth 3197
of high spinal cord 93
of high standing also 46
of high standing among 436
of high standing came 41
of high standing corn 59
of high standing from 214
of high standing have 618
of high standing like 94
of high standing such 122
of high standing were 460
of high standing whom 43
of high standing will 199
of high station among 185
of high station have 67
of high station were 219
of high status also 68
of high status among 172
of high status from 150
of high status have 181
of high status jobs 116
of high status like 50
of high status must 42
of high status such 142
of high status tend 81
of high status were 575
of high status when 58
of high status will 130
of high strain rate 1294
of high street from 167
of high street just 41
of high street were 124
of high stress during 52
of high stress such 105
of high stress were 51
of high stress when 63
of high stress will 42
of high sulfur coal 1001
of high sulfur fuel 74
of high summer were 50
of high summer when 102
of high system load 53
of high talent have 41
of high tension during 67
of high tension from 104
of high tension over 45
of high tension such 44
of high tension were 42
of high tension when 183
of high tension will 60
of high tension wire 74
of high thermal mass 335
of high treason during 217
of high treason from 154
of high treason hanging 56
of high treason have 66
of high treason having 66
of high treason here 77
of high treason laid 62
of high treason made 135
of high treason more 266
of high treason must 110
of high treason only 108
of high treason upon 429
of high treason were 1563
of high treason when 126
of high tuition fees 82
of high vacuum pump 158
of high voices from 68
of high volume data 58
of high yielding cows 113
of high yielding crop 258
of high yielding rice 1245
of high yielding seed 222
of high yielding wheat 554
of high yields from 85
of hiking trails along 100
of hiking trails here 68
of hiking trails lace 80
of hiking trails leading 55
of hiking trails wind 269
of hiring another unit 77
of hiring someone else 599
of hiring someone from 97
of hiring someone like 56
of holy church from 46
of holy church have 254
of holy church hope 46
of holy church must 44
of holy church upon 40
of holy church were 158
of holy church will 53
of holy images among 52
of holy images from 45
of holy island were 87
of holy orders from 98
of holy places like 64
of holy relics from 80
of holy relics were 41
of home before dark 107
of home brewed beer 119
of home cooked food 109
of home cooked meals 77
of home dental care 76
of home divide line 131
of home equity debt 198
of home equity loan 209
of home guards from 47
of home guards were 208
of home mission work 1706
of home owners among 106
of home owners from 58
of home owners have 107
of home owners loan 98
of home owners were 74
of home owners will 56
of home rulers were 45
of home through their 58
of home versus work 48
of home visits during 66
of home visits from 81
of home visits made 270
of home visits were 119
of homing pigeons were 58
of hope arises from 78
of hope creeping into 42
of hope darted into 75
of hope dawned from 74
of hope dawned upon 218
of hope emerging from 45
of hope enters into 48
of hope gleamed upon 48
of hope passed over 247
of hope shines upon 70
of hope through faith 47
of hope through their 58
of hope turned into 41
of hope washed over 49
of horn seemed only 44
of host plants among 55
of host plants during 56
of host plants from 80
of host plants have 70
of host plants were 79
of html source code 118
of huge goggle eyes 122
of huge london during 48
of huge stones from 58
of huge stones laid 83
of huge stones well 121
of huge stones were 47
of huge wooden beams 41
of hugh miller have 48
of hurt feelings among 51
of hurt feelings when 60
of hurt passed over 40
of ideal bodily form 52
of ideal family life 372
of ideal family size 1018
of ideal mental health 133
of ideas across time 84
of ideas already well 87
of ideas amongst those 41
of ideas arises from 159
of ideas became more 77
of ideas become more 47
of ideas before their 65
of ideas beyond their 162
of ideas beyond those 78
of ideas called forth 41
of ideas culled from 242
of ideas deriving from 258
of ideas differ from 54
of ideas emerge from 65
of ideas emerging from 233
of ideas forced upon 43
of ideas formed from 86
of ideas gained from 374
of ideas gleaned from 306
of ideas handed down 216
of ideas jotted down 51
of ideas occurs most 65
of ideas remain free 117
of ideas remote from 40
of ideas rushed into 79
of ideas should also 64
of ideas should come 51
of ideas should have 189
of ideas should make 40
of ideas should take 50
of ideas stemming from 346
of ideas through reading 135
of ideas through such 67
of ideas through their 155
of ideas through time 212
of ideas tumbling over 192
of ideas turned into 60
of ideas versus reading 54
of ideas without having 83
of ideas without much 44
of idle energy among 71
of idling should have 56
of inca wooden cups 57
of inch square iron 56
of india arises from 61
of india attach great 63
of india became even 40
of india became more 501
of india became part 42
of india became very 49
of india become more 46
of india becoming free 68
of india becoming self 85
of india before their 87
of india begins from 52
of india beyond their 59
of india called upon 211
of india depend upon 129
of india derive their 71
of india differ from 161
of india entering into 62
of india except part 263
of india except those 75
of india extend into 534
of india flowed into 42
of india handed over 350
of india issued from 50
of india itself must 51
of india itself were 45
of india looked upon 363
of india passed away 96
of india passed from 257
of india passed into 254
of india passes into 116
of india poured down 53
of india poured forth 235
of india poured into 47
of india raised their 43
of india report from 44
of india rubber cloth 194
of india rubber from 57
of india rubber over 129
of india rubber shoes 113
of india rubber tubing 102
of india should also 518
of india should cease 67
of india should come 354
of india should ever 50
of india should feel 79
of india should find 86
of india should form 77
of india should give 408
of india should have 2478
of india should help 71
of india should hold 67
of india should join 43
of india should keep 70
of india should know 125
of india should learn 52
of india should live 152
of india should look 72
of india should love 65
of india should make 608
of india should meet 59
of india should move 49
of india should only 53
of india should play 55
of india should rest 81
of india should seek 45
of india should send 106
of india should take 1638
of india should think 73
of india should wish 43
of india should work 73
of india showed their 72
of india starting from 66
of india stepping into 52
of india suffer from 198
of india suffer when 41
of india through great 47
of india through their 490
of india through these 43
of india turned down 233
of india twenty years 71
of india united bank 92
of india unless there 62
of india varied from 45
of india varies from 73
of india without ever 55
of india without giving 61
of india without having 92
of india without making 49
of india without some 103
of india without such 97
of india without taking 48
of ionic groups into 99
of ionic strength from 144
of ionic strength less 58
of ionic strength upon 118
of ionic strength were 45
of iran should have 49
of iron almost free 43
of iron arises from 52
of iron around their 76
of iron became more 94
of iron cannon were 117
of iron changed into 83
of iron changes from 41
of iron dipped into 67
of iron driven into 211
of iron entering into 66
of iron enters into 110
of iron fitted into 56
of iron forced into 44
of iron formed during 97
of iron formed into 79
of iron hollow ware 64
of iron leached from 45
of iron occurs when 47
of iron oxides along 48
of iron oxides during 69
of iron oxides from 323
of iron oxides have 81
of iron oxides into 59
of iron oxides such 52
of iron oxides were 99
of iron oxides will 41
of iron passes into 137
of iron placed over 109
of iron placed upon 111
of iron plates from 179
of iron plates like 42
of iron plates were 56
of iron plunged into 58
of iron powder into 49
of iron powder were 41
of iron pyrite from 61
of iron railings were 41
of iron release from 403
of iron shaped like 334
of iron should also 102
of iron should have 106
of iron smelting from 46
of iron smelting were 99
of iron stairs leading 42
of iron status among 81
of iron status were 51
of iron stores during 86
of iron stores from 45
of iron striking iron 94
of iron through your 123
of iron turned into 40
of iron uptake from 148
of iron uptake into 60
of iron varied from 48
of iron varies from 189
of iron weapons have 40
of iron weighing from 95
of iron weighing half 87
of iron weighing less 41
of iron weighs more 121
of iron wheels over 50
of iron wheels upon 44
of iron without fuel 65
of iron worked into 61
of irving berlin songs 80
of jail mental health 139
of jane austen from 111
of jane austen have 182
of jane austen held 41
of jane austen jane 114
of jane austen must 73
of jane austen there 101
of jane austen were 118
of jane austen when 57
of jane austen will 258
of java source code 353
of jews already living 49
of jews arriving from 104
of jews became more 307
of jews before their 54
of jews driven from 102
of jews escaping from 121
of jews exiled from 94
of jews killed during 191
of jews poured into 91
of jews residing there 96
of jews should have 104
of jews through their 44
of jews toward their 118
of jews without even 59
of jobs around here 109
of jobs created during 174
of jobs created from 52
of jobs created over 135
of jobs created were 52
of jobs created will 74
of jobs filled from 83
of jobs without having 40
of john alfred poor 109
of john anthony west 59
of john barton grew 40
of john bright were 66
of john browns body 170
of john bunyan will 129
of john butler yeats 3018
of john calvin have 42
of john calvin upon 51
of john calvin were 126
of john carlos rowe 53
of john coffee hays 63
of john cotton dana 417
of john cotton smith 127
of john donald wade 115
of john edward gray 84
of john forbes nash 221
of john foster kirk 378
of john howard were 49
of john hunter from 50
of john hunter upon 51
of john hunter were 64
of john milton were 82
of john milton will 100
of john murray spear 118
of john parker hale 72
of john quincy adam 52
of john raphael smith 241
of john robert shaw 205
of john ruskin from 76
of john ruskin john 331
of john ruskin were 52
of john ruskin will 55
of john second duke 105
of john second lord 81
of john should have 85
of john stiles must 61
of john stuart mill 122844
of john stuart mitt 72
of john tanner during 305
of john taylor arms 144
of john taylor wood 181
of john wesley from 145
of john wesley have 87
of john wesley hunt 46
of john wesley were 198
of john wesley when 99
of john wesley will 63
of john wesley work 79
of john wilkes booth 7833
of john wilkes from 172
of john wilkes were 59
of john william ward 64
of july dawned clear 48
of july dawned upon 50
of july oration from 46
of july orders were 141
of july parade down 99
of july parade when 52
of july passed away 79
of july picnic when 61
of july poured down 44
of july rolled into 118
of july sailed from 62
of july should have 58
of july through early 77
of june carter cash 64
of june orders were 137
of june sailed from 59
of june should have 50
of june through early 98
of june through july 180
of just before dawn 116
of just claims upon 122
of just drifting along 149
of just eleven years 64
of just enough food 44
of just indians lies 53
of just reasoning from 73
of just repeating what 63
of just scales coming 40
of just standing here 67
of just standing there 1678
of just twelve years 99
of just twenty years 392
of jute export duty 480
of karl ludwig sand 61
of keen debate among 79
of kent called john 48
of kent county from 65
of kent county were 62
of kent should have 86
of kern county land 211
of keys dangled from 143
of keys varies from 63
of kids around here 153
of kids raised their 48
of kind breeding when 108
of kind voices ever 72
of kirk madden there 44
of knox county were 49
of korea became more 46
of korea needed help 69
of korea should have 75
of korea soviet union 54
of korea through free 58
of korea through their 40
of lace called single 108
of lading covering such 54
of lading differ from 52
of lading serves three 86
of lading should also 48
of lading should have 113
of lading should show 74
of lading without having 99
of lady before their 548
of lady eleanor made 75
of lady juliet duff 56
of lady macbeth from 96
of lady macbeth have 47
of lady macbeth lies 83
of lady macbeth must 55
of lady macbeth were 42
of lady macbeth when 127
of lake baikal along 55
of lake baikal during 92
of lake baikal from 155
of lake baikal have 79
of lake baikal into 40
of lake baikal there 52
of lake baikal were 167
of lake baikal will 43
of lake basins were 52
of lake effect snow 67
of lake geneva from 113
of lake geneva were 61
of lake ladoga from 51
of lake ladoga were 86
of lake malawi from 63
of lake malawi have 54
of lake malawi were 67
of lake ontario along 47
of lake ontario during 308
of lake ontario fish 96
of lake ontario from 552
of lake ontario gave 72
of lake ontario have 141
of lake ontario into 276
of lake ontario just 45
of lake ontario some 41
of lake ontario there 150
of lake ontario till 59
of lake ontario were 434
of lake ontario west 45
of lake ontario when 63
of lake placid club 195
of lake powell from 54
of lake waters show 69
of land abutting upon 599
of land across from 344
of land agreed upon 59
of land already held 161
of land already made 115
of land already sold 73
of land arises from 182
of land around fort 66
of land around here 351
of land around lake 92
of land around port 53
of land around their 667
of land around there 48
of land around these 95
of land around what 58
of land became less 106
of land became more 900
of land became very 58
of land become more 49
of land before their 46
of land behind their 119
of land beyond their 185
of land beyond what 276
of land bought from 569
of land bounding upon 54
of land burned over 114
of land called cape 444
of land called west 50
of land carved from 59
of land changed from 45
of land claims have 54
of land claims made 57
of land claims were 71
of land cleared from 163
of land covering some 80
of land depend upon 59
of land differ from 130
of land direct from 115
of land dotted over 95
of land draining into 115
of land emerging from 98
of land enters into 169
of land except those 71
of land exempt from 300
of land extend from 61
of land fallen unto 49
of land farther down 44
of land farther north 143
of land farther south 124
of land farther west 164
of land forces from 129
of land forces only 47
of land forces were 91
of land formed from 40
of land formed part 48
of land fronting upon 125
of land further away 44
of land further north 69
of land further south 62
of land further west 51
of land gained from 178
of land grants along 55
of land grants been 43
of land grants during 59
of land grants from 427
of land grants made 680
of land grants were 434
of land handed down 118
of land handed over 273
of land holdings also 56
of land holdings among 212
of land holdings from 80
of land holdings have 98
of land holdings into 148
of land holdings over 54
of land holdings were 213
of land holdings will 81
of land inland from 52
of land jutted into 62
of land little more 126
of land looked like 66
of land masses from 57
of land masses have 40
of land masses into 44
of land masses over 64
of land measuring from 42
of land measuring more 361
of land measuring only 118
of land measuring three 46
of land mobile radio 228
of land ninety feet 47
of land owners have 69
of land owners were 62
of land passed from 278
of land passed into 347
of land passes from 140
of land plants during 82
of land plants from 188
of land plants have 260
of land plants must 49
of land plants were 93
of land pointing into 60
of land policy during 57
of land policy from 48
of land policy have 51
of land policy were 57
of land prices during 64
of land prices from 76
of land prices over 68
of land prices will 64
of land radiating from 40
of land reform acts 180
of land reform also 110
of land reform came 71
of land reform during 212
of land reform even 42
of land reform from 231
of land reform gave 48
of land reform have 596
of land reform into 80
of land reform land 46
of land reform laws 798
of land reform lies 53
of land reform made 42
of land reform more 85
of land reform must 180
of land reform over 46
of land reform such 46
of land reform there 151
of land reform upon 64
of land reform were 862
of land reform when 110
of land reform will 311
of land reform work 54
of land remote from 165
of land rented from 380
of land result from 40
of land rights among 271
of land rights from 249
of land rights have 85
of land rights held 44
of land rights must 57
of land rights over 59
of land rights were 202
of land rights will 81
of land routes from 90
of land routes into 43
of land seized from 244
of land shaped like 276
of land shells from 59
of land should also 154
of land should cease 50
of land should fall 235
of land should give 57
of land should have 800
of land should make 56
of land should only 40
of land should send 80
of land should swear 68
of land should take 179
of land snails from 88
of land snails have 45
of land snails were 68
of land sticking into 47
of land stolen from 135
of land suffer from 41
of land tenure also 236
of land tenure among 676
of land tenure came 74
of land tenure during 214
of land tenure from 433
of land tenure gave 91
of land tenure grew 40
of land tenure have 753
of land tenure here 56
of land tenure into 180
of land tenure laws 99
of land tenure made 125
of land tenure more 137
of land tenure must 314
of land tenure only 42
of land tenure other 43
of land tenure over 67
of land tenure such 116
of land tenure there 350
of land tenure took 41
of land tenure upon 117
of land tenure vary 79
of land tenure were 1336
of land tenure when 77
of land tenure will 369
of land through land 301
of land through leasing 54
of land through sale 264
of land through soil 50
of land through such 61
of land through their 161
of land through time 41
of land through zoning 182
of land thrusting into 78
of land titles from 173
of land titles made 40
of land titles were 142
of land travel from 65
of land travel were 83
of land turned into 142
of land turned over 311
of land turned their 42
of land twenty feet 163
of land unless such 57
of land unless there 49
of land values along 65
of land values during 132
of land values from 236
of land values have 161
of land values made 76
of land values must 119
of land values only 54
of land values over 86
of land values upon 40
of land values were 155
of land values will 292
of land varied from 202
of land varies from 437
of land washed away 77
of land whereon such 53
of land without asking 47
of land without cost 61
of land without even 42
of land without giving 87
of land without having 309
of land without making 76
of land without much 96
of land without paying 238
of land without prior 143
of land without rent 50
of land without seeing 44
of land without some 44
of land without taking 58
of land without their 83
of land yielding rent 56
of lard before ever 40
of last august upon 147
of last autumn were 63
of last island knew 57
of last minute work 81
of last resort also 59
of last resort among 61
of last resort came 43
of last resort during 396
of last resort even 98
of last resort from 301
of last resort have 732
of last resort having 93
of last resort held 170
of last resort into 80
of last resort like 63
of last resort made 43
of last resort means 43
of last resort must 371
of last resort need 44
of last resort only 572
of last resort over 96
of last resort role 289
of last resort such 166
of last resort there 109
of last resort upon 197
of last resort used 90
of last resort were 234
of last resort when 1580
of last resort will 599
of last session gave 46
of last session there 54
of last session were 145
of last session will 69
of last summer have 118
of last summer there 147
of last summer were 155
of last summer when 283
of last summer will 54
of last sunday came 56
of last sunday week 56
of last twenty years 98
of last winter have 113
of last winter there 101
of last winter were 155
of last winter when 106
of last winter will 72
of late autumn were 54
of late autumn when 71
of late become even 81
of late become less 241
of late become more 2015
of late become much 468
of late become such 91
of late become very 952
of late becoming more 42
of late called forth 46
of late eloped from 41
of late fallen into 955
of late fallen upon 62
of late fallen very 56
of late forced upon 41
of late gained great 40
of late glacial time 81
of late issued from 68
of late little open 69
of late maturing boys 43
of late middle ages 288
of late middle life 376
of late middle years 122
of late minoan date 78
of late miocene time 81
of late modern life 235
of late norman date 129
of late norman work 569
of late permian time 73
of late pretty much 42
of late rarely used 42
of late seemed even 55
of late smiled upon 79
of late summer days 57
of late summer rain 56
of late summer were 99
of late summer when 228
of late thought more 292
of late turned into 41
of late turned their 106
of late versus early 144
of late winter when 53
of lava bursts forth 63
of lava erupting from 53
of lava flowed down 460
of lava flowed from 243
of lava flowed into 76
of lava flowed over 147
of lava issued from 199
of lava poured down 518
of lava poured forth 199
of lava poured from 186
of lava poured into 58
of lava poured over 50
of lava rolled down 41
of lava rushed down 101
of lava should have 53
of lawn mowers sold 48
of lawn tennis were 44
of laws agreed upon 49
of laws already made 160
of laws arises from 68
of laws before their 50
of laws degree from 3248
of laws degree there 58
of laws degree upon 55
of laws depend upon 41
of laws deriving from 64
of laws handed down 156
of laws issued from 43
of laws passed during 481
of laws passed from 123
of laws passed over 70
of laws reciting those 50
of laws should have 113
of laws struck down 102
of laws through their 56
of laws without their 50
of laying before your 676
of laying duties upon 203
of laying golden eggs 81
of laying itself down 119
of laying itself open 49
of laying myself open 251
of laying stress upon 423
of lazy summer days 109
of leading armies into 41
of leading cadres from 78
of leading events from 47
of leading public health 43
of leading troops into 107
of leafy shoots from 56
