of academically less able 45
of manufactures were also 60
of masqueraders will take 148
of masterpieces have been 50
of mathematicians have been 121
of mechanization have been 183
of mediterranean monk seals 75
of metamorphism have been 223
of methodologies from other 57
of methodologies have been 673
of methodologies ranging from 48
of methodologies were used 40
of metropolitan areas during 89
of metropolitan areas from 89
of metropolitan areas grew 65
of metropolitan areas have 497
of metropolitan areas having 43
of metropolitan areas into 370
of metropolitan areas like 61
of metropolitan areas must 45
of metropolitan areas over 90
of metropolitan areas such 140
of metropolitan areas there 40
of metropolitan areas were 240
of metropolitan areas will 270
of metropolitan cape town 113
of metropolitan life from 40
of metropolitan life have 41
of metropolitan life were 83
of milliseconds have been 45
of miscegenation have been 62
of miscegenation show most 41
of miscellaneous jobs have 40
of modernization have been 630
of modernization have made 53
of modernization theory from 41
of modernization theory have 165
of modernization theory were 119
of modernization were also 43
of modernization will have 50
of modifications have been 1722
of modifications over time 40
of modifications were made 759
of morphologies have been 44
of mortification came into 44
of mystification laid upon 60
of mystification very well 42
of nationalities much more 53
of negotiability have been 42
of neighborhood health care 47
of newfoundland from cape 385
of newfoundland have been 233
of newfoundland lies flat 51
of nitrification have been 78
of nomenclature have been 517
of nonalignment have been 43
of nonbelievers trying their 61
of noncompliance have been 94
of normalization have been 96
of observational data among 103
of observational data from 447
of observational data have 97
of observational data into 81
of observational data over 42
of observational data were 102
of observational data will 164
of oceanographic data from 79
of organizations also have 71
of organizations came into 156
of organizations fall into 45
of organizations from other 71
of organizations from their 71
of organizations have also 150
of organizations have been 2201
of organizations have come 153
of organizations have made 169
of organizations have some 64
of organizations have such 62
of organizations have their 103
of organizations have these 57
of organizations have used 188
of organizations like these 86
of organizations like those 56
of organizations must have 48
of organizations must take 43
of organizations over time 430
of organizations ranging from 544
of organizations taking part 54
of organizations were able 41
of organizations were also 46
of organizations were more 42
of organizations will find 45
of organizations will have 187
of organizations will need 58
of organizations will vary 59
of ornamentation have been 87
of osteoarthritis have been 73
of palaeontology will note 40
of parliamentary life were 57
of parliamentary seats among 107
of parliamentary seats from 175
of parliamentary seats held 330
of parliamentary seats were 159
of participants came from 230
of participants come from 97
of participants coming from 137
of participants fell into 76
of participants from harm 51
of participants from many 92
of participants from other 192
of participants from their 88
of participants from these 61
of participants from those 71
of participants grew from 50
of participants have been 692
of participants must have 61
of participants over time 237
of participants range from 53
of participants ranging from 141
of participants reads like 46
of participants rose from 47
of participants take part 51
of participants taking part 96
of participants took part 78
of participants were able 138
of participants were also 116
of participants were from 230
of participants were male 75
of participants were more 172
of participants were told 61
of participants were used 69
of participants were very 57
of participants will also 44
of participants will have 113
of participants will vary 65
of participation among these 49
of participation among those 173
of participation came from 45
of participation from other 62
of participation from some 42
of participation from their 88
of participation from those 92
of participation have also 61
of participation have been 1043
of participation lose much 48
of participation must also 50
of participation must have 52
of participation over time 569
of participation range from 63
of participation ranging from 124
of participation were also 79
of participation were more 94
of participation will also 61
of participation will have 129
of participation will help 40
of participation will vary 181
of particularly hard work 46
of particularly heavy rain 56
of particularly high rank 86
of particularly high risk 185
of particulates have been 51
of partisanship have been 66
of partisanship over time 43
of partnerships have been 143
of performances have been 146
of performances over time 51
of performances ranging from 89
of perpetrators have been 51
of perspectives among those 44
of perspectives from other 59
of perspectives have been 216
of perspectives ranging from 173
of perturbations have been 70
of philanthropic work among 45
of philosophers away from 45
of philosophers from rome 196
of philosophers have been 813
of philosophers have come 90
of philosophers have done 51
of philosophers have ever 43
of philosophers have felt 157
of philosophers have held 94
of philosophers have made 66
of philosophers into those 61
of philosophers like hume 48
of philosophers like john 92
of philosophers like kant 174
of philosophers ranging from 44
of philosophizing have been 74
of philosophizing laid down 90
of philosophizing upon some 60
of photoelectric cell used 44
of photographic film base 53
of photographic film used 69
of photographic film were 50
of photographic film worn 41
of physiological data from 152
of physiologists have been 72
of plasticizers have been 56
of plausibility from their 56
of policymakers away from 46
of poliomyelitis have been 295
of polymorphism have been 121
of polypeptides from gels 52
of polypeptides have been 155
of polyurethanes have been 51
of practitioners from other 95
of practitioners have been 215
of practitioners will have 56
of precipitates have been 51
of precipitation data from 70
of precipitation fell during 55
of precipitation from month 44
of precipitation have been 420
of precipitation over land 90
of precipitation over most 46
of precipitation vary from 48
of precipitation will fall 45
of predecessors must have 45
of predominance when seen 40
of prescriptions have been 145
of prescriptions laid down 47
of presentations have been 94
of presentations ranging from 76
of presentations were made 150
of presentiment came over 61
of preventative health care 821
of privatization have also 47
of privatization have been 505
of productivity among those 57
of productivity from their 97
of productivity have been 528
of productivity over time 651
of productivity will also 70
of productivity will have 79
of professionals from many 265
of professionals from other 349
of professionals from their 49
of professionals from these 41
of professionals from those 48
of professionals have been 287
of professionals into self 45
of professionals lose their 60
of professionals over their 43
of professionals ranging from 61
of professionals will have 54
of progesterone have been 342
of programmable hearing aids 119
of proliferation have been 95
of protectionism have been 95
of protectorate over these 53
of psychiatrists have been 108
of psychotherapy among early 134
of psychotherapy have also 80
of psychotherapy have been 1218
of psychotherapy have their 54
of psychotherapy will have 73
of qualification from some 53
of qualification have been 90
of quantitative data from 689
of quantitative data have 126
of quantitative data into 80
of quantitative data over 50
of quantitative data sets 48
of quantitative data such 100
of quantitative data used 44
of quantitative data were 118
of quantitative data when 44
of quantitative data will 111
of questionnaire data from 226
of questionnaire were used 81
of radioactivity coming from 62
of radioactivity from these 58
of radioactivity have been 321
of radioactivity into acid 127
of radioactivity were also 98
of radioactivity were made 124
of radioisotopes have been 214
of radioisotopes range from 44
of randomization have been 52
of ratifications have been 86
of ratifications will take 57
of rattlesnakes have been 55
of rearrangements have been 47
of recklessness came over 43
of recollections came over 48
of recollections must have 59
of recombination have been 190
of reconciliation among those 68
of reconciliation have been 302
of reconciliation having been 100
of reconciliation must have 76
of reconciliation were made 119
of reconciliation will have 42
of rectification have been 45
of redistributing land from 45
of redistributing wealth among 61
of redistributing wealth from 253
of reforestation have been 44
of refractories have been 46
of refrigerated rail cars 143
of refrigeration have been 78
of refrigerator cars were 68
of regenerative feed heating 220
of regularities have been 55
of reincarnation have been 73
of reintegration back into 42
of reintegration into their 51
of reinvestment rate risk 95
of relationships among data 295
of relationships among four 88
of relationships among health 280
of relationships among ideas 204
of relationships among living 138
of relationships among many 159
of relationships among more 112
of relationships among other 90
of relationships among sets 98
of relationships among some 99
of relationships among such 107
of relationships among their 206
of relationships among these 1131
of relationships among those 436
of relationships among three 147
of relationships from their 56
of relationships from those 91
of relationships have been 1123
of relationships like these 59
of relationships like those 88
of relationships must have 43
of relationships over time 789
of relationships ranging from 213
of relationships were also 55
of relationships will have 97
of reminiscence have been 60
of remonstrance came from 64
of remonstrance rose from 70
of remunerative toil been 40
of reorganization have been 211
of reorganization must have 49
of repercussions from their 44
of reproductions have been 56
of reproductive health among 101
of reproductive health care 3230
of reproductive health have 47
of reproductive life span 66
of requirements from those 55
of requirements have been 318
of requirements laid down 205
of requirements ranging from 73
of requirements were made 41
of requirements will have 60
of resettlement have been 105
of restlessness came over 162
of resuscitation have been 105
of retrenchment have been 63
of retroviruses have been 86
of reunification have been 64
of revolutionary base areas 168
of revolutionary days were 91
of revolutionary ideas among 461
of revolutionary ideas from 336
of revolutionary ideas into 107
of revolutionary ideas were 83
of revolutionary work among 91
of rhinoceroses made from 50
of righteousness from those 46
of righteousness have been 195
of righteousness into their 44
of righteousness laid down 50
of righteousness must have 56
of righteousness once more 183
of righteousness over evil 475
of righteousness rose upon 50
of righteousness spring from 53
of righteousness unto life 77
of righteousness will come 58
of righteousness will give 44
of righteousness will have 57
of righteousness will live 52
of righteousness will rise 656
of righteousness will soon 52
of salesmanship have been 43
of sarsaparilla from their 47
of saskatchewan have been 85
of saskatchewan wheat pool 156
of satisfactions from their 57
of schizophrenia among their 73
of schizophrenia among those 94
of schizophrenia came from 49
of schizophrenia fall into 59
of schizophrenia from other 46
of schizophrenia have also 88
of schizophrenia have been 1575
of schizophrenia must take 40
of schizophrenia over time 57
of schizophrenia were also 65
of schizophrenia were more 132
of schizophrenia will have 66
of scholarships have been 243
of scholarships ranging from 161
of sedimentation have been 279
of sedimentation must have 97
of sensitization have been 114
of separateness from other 418
of separateness from their 165
of separateness from those 67
of separateness from what 60
of sequestration have been 45
of shareholders have been 227
of shareholders owning more 103
of shareholders will have 56
of shuttlecocks were very 41
of significance came from 54
of significance even when 47
of significance from their 68
of significance from those 41
of significance have been 1262
of significance here only 58
of significance only during 63
of significance only when 600
of significance ranging from 50
of significance test name 237
of significance used here 41
of significance were also 72
of significance were done 48
of significance were made 384
of significance were those 55
of significance were used 546
of significance when there 60
of significance will come 55
of significance will have 85
of signification have been 71
of similarities among these 78
of similarities have been 110
of slaveholders look upon 65
of specialization among these 49
of specialization have been 405
of specialization must have 41
of specialization over time 46
of specialization will have 73
of specification have been 66
of spectroscopy have been 111
of spiritualism have been 140
of spirituality have been 218
of spirituality into their 56
of stabilization have been 175
of stakeholders have been 111
of stakeholders ranging from 50
of stakeholders will have 46
of stakeholders will vary 52
of standardized reading test 81
of standardized test data 236
of sterilization have been 210
of stockholders have been 79
of stockholders having voting 93
of stockholders owning more 71
of strawberries have been 111
of strawberries were sold 40
of streptococci have been 343
of streptomycin have been 127
of subjectivity away from 45
of subjectivity have been 287
of subordinated debt must 48
of subordinates have been 55
of subordinates making full 58
of subordination have been 176
of subscriptions came from 42
of subscriptions have been 65
of substitutions among even 97
of substitutions have been 57
of sufficiently early date 132
of sufficiently fine mesh 165
of sufficiently high birth 108
of sufficiently high gain 43
of sufficiently high ionic 49
of sufficiently high mass 102
of sufficiently high rank 1745
of sufficiently high risk 46
of sufficiently wide range 51
of superintending from early 53
of supernatural beings among 46
of supernatural beings from 87
of supernatural beings grow 48
of supernatural beings into 56
of supernatural beings like 64
of supernatural beings ranging 45
of supernatural beings such 186
of supernatural beings were 167
of supernatural beings whom 81
of superposition have been 56
of superstitions have been 55
of superstitious dread pass 43
of supplemental fuel such 58
of supplemental iron during 102
of surveillance data from 76
of surveillance have been 148
of surveillance over their 83
of symbolization among five 142
of technologies from other 101
of technologies have been 866
of technologies over time 79
of technologies ranging from 229
of technologies were used 53
of technologies will have 51
of temperatures from room 89
of temperatures have been 170
of temperatures ranging from 460
of temperatures were made 43
of testosterone during early 82
of testosterone have also 47
of testosterone have been 498
of tetracycline during tooth 47
of tetracycline have been 58
of thermocouples have been 58
of thermodynamic data from 121
of timelessness into time 97
of traditionally male jobs 134
of trajectories have been 62
of transcription during early 121
of transcription from these 81
of transcription have been 303
of transference have been 62
of transformers have been 87
of transgression have been 42
of translational heading from 68
of transmitters have been 90
of transmutation into gold 51
of transnational mass media 59
of transnational ties among 64
of transparency have been 63
of transpiration have been 68
of transporters have been 70
of transposition have been 54
of tremendously hard work 107
of tuberculosis among hogs 45
of tuberculosis among jews 72
of tuberculosis among north 58
of tuberculosis among their 111
of tuberculosis among these 62
of tuberculosis among those 121
of tuberculosis among young 135
of tuberculosis five years 81
of tuberculosis four years 87
of tuberculosis from koch 47
of tuberculosis from milk 50
of tuberculosis have also 60
of tuberculosis have been 1056
of tuberculosis must have 62
of tuberculosis only when 55
of tuberculosis three years 101
of tuberculosis were also 47
of tuberculosis were made 62
of unconditional love from 280
of unconditional love will 89
of uncultivated land along 71
of uncultivated land from 97
of uncultivated land into 74
of uncultivated land were 408
of underpayment runs from 64
of underwriters among those 80
of undiminished good will 80
of unemployment also have 41
of unemployment among less 128
of unemployment among male 212
of unemployment among some 50
of unemployment among their 142
of unemployment among these 254
of unemployment among those 509
of unemployment among union 53
of unemployment among wage 59
of unemployment among young 1494
of unemployment among youth 459
of unemployment during their 82
of unemployment during these 80
of unemployment even among 46
of unemployment even during 88
of unemployment even more 81
of unemployment even when 72
of unemployment fell from 166
of unemployment from those 47
of unemployment from time 51
of unemployment hanging over 72
of unemployment hangs over 121
of unemployment have also 93
of unemployment have been 1622
of unemployment have made 76
of unemployment must also 54
of unemployment must have 106
of unemployment over time 381
of unemployment range from 59
of unemployment ranging from 73
of unemployment rose during 48
of unemployment rose from 474
of unemployment there were 46
of unemployment there will 48
of unemployment vary from 49
of unemployment were also 115
of unemployment were high 78
of unemployment were less 95
of unemployment were made 55
of unemployment were more 176
of unemployment were most 54
of unemployment were much 172
of unemployment were used 50
of unemployment were very 62
of unemployment when there 55
of unemployment will also 123
of unemployment will fall 143
of unemployment will have 268
of unemployment will only 45
of unemployment will rise 221
of unemployment will tend 118
of unemployment will vary 63
of unfertilized eggs from 72
of unfertilized eggs into 72
of unfertilized eggs were 52
of unfortunates came along 42
of unfortunates have been 52
of universality have been 52
of universities also have 42
of universities from their 58
of universities have also 76
of universities have been 477
of universities have ever 79
of universities have made 53
of universities rose from 84
of universities were also 46
of universities will have 59
of unreliability have been 41
of unremembered form gave 48
of unrestrained cats during 103
of unstructured free time 61
of unsupervised free time 47
of vegetarianism have been 64
of versification have been 51
of victimization have been 136
of visualization have been 53
of vocalizations have been 58
of watchfulness were their 52
of wittgenstein have been 43
of wretchedness will teach 230
on agricultural land also 57
on agricultural land from 74
on agricultural land have 109
on agricultural land were 125
on agricultural land will 103
on architecture have been 67
on commencement days show 77
on communication among bees 92
on communication have been 60
on compassionate leave from 57
on conservative talk radio 100
on considerable help from 46
on contemporary city life 41
on continuously moving film 144
on contributions from many 155
on contributions from other 158
on contributions from their 162
on contributions from those 53
on contributions made during 50
on convalescent leave from 157
on developments over time 50
on disengagement theory from 104
on distributions from such 47
on distributions from your 44
on exceptionally clear days 365
on experimental data from 596
on experimental data have 84
on experimental data such 48
on experimental work done 144
on extrapolation from data 72
on extrapolation from other 82
on extrapolation from past 133
on intelligence have been 107
on intelligence test data 45
on international good will 186
on international health care 52
on international health work 917
on international news flow 85
on manufactures have been 40
on observational data from 139
on organizations have been 64
on participation have been 116
on particularly busy days 166
on particularly cold days 86
on particularly good form 44
on photographic film when 43
on preventative health care 135
on productivity have been 153
on quantitative data from 158
on quantitative data such 78
on questionnaire data from 256
on relationships among these 41
on relationships over time 43
on reproductive health care 322
on resuscitation from mine 53
on revolutionary work among 69
on schizophrenia have been 43
on significance only when 209
on standardized test data 45
on subordinated bank debt 76
on successfully only when 123
on traditionally male jobs 55
on tuberculosis have been 60
on unaccustomed eyes give 65
on unemployment among young 69
on unemployment come from 64
on unemployment have been 110
or accomplished some other 47
or accomplishes some other 45
or agricultural land uses 41
or alternatives have been 57
or appointments from among 75
or appointments were made 73
or asymmetrical hearing loss 45
or certificates have been 124
or circumstance giving rise 121
or commandments will have 40
or complexities will stay 50
or complications have been 175
or concentrated skim milk 52
or condescension only sets 51
or confederates were ever 74
or consequential upon those 82
or considerably over half 63
or consideration from their 65
or consistently over time 48
or contamination from other 88
or continuously over time 190
or contributions from other 149
or contributions from their 61
or contributions have been 57
or convalescent home care 41
or countervailing duty case 92
or countervailing duty laws 127
or deficiencies have been 62
or deliberately gone into 54
or developments have been 51
or difficulties have been 78
or disagreement among ideas 74
or disconnected from other 106
or disconnected from their 161
or disconnected from your 59
or displacement from their 41
or disqualified from acting 89
or encroachment upon these 175
or encumbrances upon said 41
or expenditures have been 240
or extrapolated from other 57
or grandparents came from 805
or grandparents come from 50
or grandparents have been 93
or grandparents must have 42
or grandparents were born 390
or historically have been 54
or horizontally from left 85
or hydrochloric acid from 106
or hydrochloric acid have 51
or hydrochloric acid into 76
or hydrochloric acid upon 87
or hydrochloric acid used 62
or hydrochloric acid were 76
or hydrochloric acid will 163
or illustrations have been 189
or imprisonment during three 51
or imprisonment from three 96
or imprisonment have been 45
or improvements have been 535
or improvements made during 446
or improvements made from 63
or improvements made upon 393
or improvements upon land 44
or improvements were made 256
or incompatible land uses 123
or incorporated into more 157
or incorporated into other 658
or incorporated into soil 73
or incorporated into some 98
or incorporated into their 168
or incorporated into your 66
or incorporation into other 87
or independence from other 85
or independence from their 69
or independence have been 41
or indifference lies only 136
or infrequently used drug 777
or institutional health care 76
or insufficient trial will 80
or intellectual tone must 100
or intentionally aids such 132
or interference from other 589
or interference from their 114
or intermittent home health 60
or interventions have been 72
or manufactured into other 84
or manufactured their fish 44
or manufacturer from whom 113
or manufactures over some 45
or methodologies have been 53
or modifications have been 295
or modifications were made 172
or organizations from whom 77
or organizations have been 241
or organizations will have 44
or perspectives have been 42
or philosophers been able 40
or preventative health care 44
or professionals from other 89
or protectorate over those 45
or regenerations into your 47
or relationships among these 51
or relationships have been 313
or relationships over time 62
or remonstrance from young 52
or replacements have been 90
or replacements were made 57
or reproductions made from 67
or reproductive health care 59
or requirements have been 157
or strawberries have been 46
or substantives have been 74
or sufficiently free from 88
or sufficiently well done 58
or supplemented from time 507
or technologies have been 58
or transplanted into other 42
or transversely upon other 159
or unconsciously fall into 61
or unconsciously have been 134
or understandings have been 243
or unforeseeable harm will 53
or universities have been 75
