of abel against cain 46
of male hormone into 66
of male hormone upon 54
of male infants born 95
of male infants were 65
of male inmates were 49
of male mastery over 56
of male members from 50
of male members only 56
of male members over 41
of male members were 134
of male offspring from 86
of male offspring were 48
of male operating room 52
of male pattern hair 197
of male persons over 54
of male sterile line 89
of male teachers from 84
of male teachers were 133
of male victims were 217
of male violence have 67
of male violence into 43
of male violence were 63
of male workers aged 436
of male workers also 60
of male workers during 95
of male workers earning 49
of male workers fell 71
of male workers from 335
of male workers have 154
of male workers into 81
of male workers only 57
of male workers over 161
of male workers rose 65
of male workers were 661
of male workers will 61
of male writers from 60
of male writers like 159
of male writers such 121
of malt extract agar 91
of malt liquors among 135
of malt liquors from 65
of mans thoughts from 85
of many against such 40
of many alluvial fans 70
of many ancient gods 48
of many ancient laws 72
of many ancient myths 89
of many ancient ones 46
of many animals also 62
of many animals during 69
of many animals from 99
of many animals have 277
of many animals living 57
of many animals seem 74
of many animals show 62
of many animals such 93
of many animals there 156
of many animals were 183
of many animals when 65
of many animals will 46
of many aquatic food 84
of many artists from 191
of many artists have 57
of many artists over 44
of many attacks from 89
of many attacks upon 95
of many bacteria have 85
of many battles during 125
of many battles over 88
of many besides their 44
of many besides those 74
of many billions more 40
of many bishops from 69
of many blessings upon 44
of many breaches made 347
of many buildings from 56
of many buildings have 62
of many buildings were 223
of many central asian 146
of many central city 109
of many chinese from 71
of many chinese poets 76
of many choices made 54
of many chronic health 81
of many chronic pain 192
of many closely held 283
of many coastal areas 365
of many colonial areas 55
of many competing ones 114
of many complex ideas 44
of many content areas 45
of many country folk 48
of many creative ideas 59
of many creative ways 46
of many criteria used 83
of many critics from 45
of many critics when 121
of many crowned heads 105
of many culture media 61
of many current ideas 41
of many debates among 62
of many debates over 79
of many decades have 72
of many decades past 93
of many decades were 41
of many demands upon 47
of many depends upon 51
of many designs have 57
of many details from 60
of many devices such 52
of many devices used 180
of many diaspora jews 46
of many diseases among 119
of many diseases from 96
of many diseases have 218
of many diseases like 106
of many diseases such 308
of many diseases were 212
of many diseases will 86
of many diverse areas 77
of many diverse ideas 51
of many diverse ways 42
of many divines were 68
of many drunken feet 46
of many efforts during 42
of many efforts made 225
of many elegant poets 48
of many eminent poets 41
of many encysting algae 60
of many enzymes have 93
of many enzymes such 70
of many equally good 153
of many european jews 136
of many european wars 42
of many experts from 139
of many factors acting 158
of many factors among 92
of many factors bearing 77
of many factors from 68
of many factors have 41
of many factors into 50
of many factors leading 147
of many factors like 246
of many factors making 60
of many factors must 53
of many factors other 426
of many factors over 114
of many factors some 53
of many factors such 1172
of many factors upon 64
of many factors used 91
of many factors will 45
of many factory jobs 68
of many farmers from 58
of many farmers have 49
of many farmers were 43
of many features from 64
of many features such 42
of many federal laws 117
of many figures from 99
of many fishers moving 70
of many following years 48
of many foreign poets 46
of many friends among 44
of many friends during 41
of many friends from 146
of many friends have 62
of many friends here 92
of many friends made 59
of many friends were 151
of many friends whom 211
of many genetic loci 65
of many geologic ages 46
of many germans during 64
of many germans from 88
of many germans when 44
of many glorious days 50
of many hopeful young 41
of many hundred feet 2525
of many hundred other 46
of many hundred such 95
of many hundred tons 261
of many hundred years 1966
of many hungarian jews 57
of many illegal acts 75
of many imports from 42
of many insects also 53
of many insects find 159
of many insects have 198
of many insects such 71
of many insects when 41
of many islands having 51
of many language arts 46
of many lessons from 57
of many letters from 813
of many letters sent 96
of many liberal arts 177
of many liberal ideas 84
of many machine guns 85
of many machine tool 44
of many mammals during 44
of many mammals have 43
of many managed care 181
of many masters from 70
of many members from 252
of many members over 42
of many members were 110
of many members when 89
of many millions from 104
of many millions have 83
of many millions more 1520
of many millions must 101
of many millions were 93
of many millions will 51
of many moments when 111
of many muslims from 44
of many national health 64
of many natural areas 73
of many natural laws 582
of many nucleic acid 106
of many objects from 82
of many objects made 47
of many objects such 48
of many orthodox jews 165
of many parents over 40
of many parents were 45
of many parents when 124
of many parties will 42
of many passions wears 44
of many patient years 52
of many peasants from 74
of many pelagic fish 42
of many perfect days 116
of many persons among 73
of many persons born 51
of many persons coming 63
of many persons during 105
of many persons from 656
of many persons have 215
of many persons having 220
of many persons here 123
of many persons into 176
of many persons like 41
of many persons living 304
of many persons more 112
of many persons must 58
of many persons nothing 60
of many persons other 72
of many persons over 193
of many persons seek 46
of many persons there 344
of many persons very 40
of many persons well 266
of many persons were 289
of many persons when 199
of many persons whom 424
of many persons will 95
of many pleasant days 148
of many popular ideas 44
of many popular myths 45
of many popular poems 70
of many popular songs 598
of many portions will 57
of many preceding ages 238
of many preceding damp 46
of many preceding days 46
of many preceding ones 46
of many preceding years 226
of many previous ages 45
of many previous days 70
of many previous ones 111
of many previous wars 47
of many previous years 353
of many priests from 73
of many primary care 105
of many princes were 44
of many private ones 49
of many problem areas 88
of many project teams 44
of many promising young 202
of many radical ideas 42
of many records from 51
of many reports from 134
of many research areas 51
of many research teams 89
of many resulting from 53
of many results from 69
of many samples from 147
of many schools have 180
of many schools were 80
of many schools will 50
of many sections from 56
of many sellers dealing 41
of many service jobs 68
of many several ones 44
of many shuffling feet 76
of many similar acts 222
of many similar areas 48
of many similar days 60
of many similar ones 1850
of many similar songs 48
of many skilled jobs 43
of many smaller areas 50
of many smaller ones 938
of many sources from 120
of many southeast asian 737
of many spanish poets 40
of many species also 224
of many species come 60
of many species during 186
of many species feed 231
of many species form 110
of many species from 616
of many species give 48
of many species grow 76
of many species have 2330
of many species having 118
of many species into 80
of many species like 41
of many species live 214
of many species living 99
of many species make 87
of many species move 44
of many species must 144
of many species need 53
of many species over 108
of many species seem 105
of many species show 245
of many species such 400
of many species take 54
of many species tend 135
of many species there 204
of many species upon 84
of many species were 614
of many species when 131
of many species will 700
of many stimuli into 55
of many stories from 121
of many stories high 44
of many stories like 121
of many stories told 259
of many streets have 45
of many stripes have 153
of many studies dealing 93
of many studies done 91
of many studies during 96
of many studies from 82
of many studies have 348
of many studies into 92
of many studies made 110
of many studies over 224
of many studies show 140
of many studies were 56
of many subject areas 187
of many suffering from 74
of many summers have 88
of many symbols used 47
of many systems from 45
of many systems have 64
of many tactics used 43
of many teachers from 122
of many teachers have 59
of many teachers over 51
of many teachers were 74
of many teachers when 113
of many teachers will 61
of many temples will 185
of many thinkers from 57
of many thousand ages 94
of many thousand feet 1886
of many thousand good 96
of many thousand more 127
of many thousand other 49
of many thousand poor 181
of many thousand sick 91
of many thousand steam 253
of many thousand such 53
of many thousand tons 440
of many thousand years 2637
of many twisted thongs 51
of many vessels from 87
of many vessels were 54
of many victims were 57
of many viruses have 71
of many volumes dealing 40
of many western ideas 69
of many western north 58
of many winters have 255
of many winters upon 64
of many workers during 98
of many workers from 333
of many workers have 183
of many workers into 120
of many workers over 101
of many workers were 164
of many workers when 56
of many workers will 41
of many writers during 89
of many writers from 201
of many writers have 108
of many writers such 74
of many writers upon 124
of many writers were 45
of many writers when 56
of many writers whom 45
of many written during 40
of maps derived from 139
of marc records from 71
of mary refuses nothing 49
of mary stewart from 42
of mass against mass 357
of mass balance data 55
of mass becomes very 46
of mass control over 47
of mass culture also 104
of mass culture among 42
of mass culture came 41
of mass culture during 104
of mass culture from 257
of mass culture have 463
of mass culture into 246
of mass culture like 67
of mass culture more 103
of mass culture must 106
of mass culture over 107
of mass culture such 173
of mass culture theory 204
of mass culture were 371
of mass culture when 55
of mass culture will 67
of mass depends only 60
of mass depends upon 45
of mass derived from 61
of mass ejection from 82
of mass hysteria among 131
of mass hysteria over 44
of mass hysteria were 51
of mass markets into 59
of mass measured from 43
of mass numbers from 66
of mass outflow from 87
of mass protest were 47
of mass removal from 65
of mass resulting from 149
of mass results from 40
of mass society also 52
of mass society from 56
of mass society have 228
of mass society into 75
of mass society theory 614
of mass society were 101
of mass society will 41
of mass spectra from 137
of mass storage media 78
of mass support among 102
of mass support from 182
of mass tourism have 100
of mass transit have 63
of mass transit were 45
of mass transit will 95
of mass violence have 46
of mating behavior have 42
of mating helical gears 57
of mating systems have 44
of maya culture during 55
of maya culture from 79
of meaning because there 95
of meaning becomes more 207
of meaning between such 67
of meaning between these 420
of meaning between those 51
of meaning between what 61
of meaning depending upon 138
of meaning depends upon 360
of meaning derived from 829
of meaning derives from 189
of meaning differs from 102
of meaning emerged from 50
of meaning emerges from 97
of meaning extending from 47
of meaning imposed upon 59
of meaning prevail over 58
of meaning resulting from 376
of meaning results from 180
of means against ends 143
of means becomes more 175
of means depends upon 81
of means derived from 103
of means differing from 44
of means towards ends 218
of means whereby these 42
of media content from 101
of media content have 238
of media content into 48
of media content such 59
of media content will 89
of media depends upon 47
of media effects have 96
of media including film 56
of media including radio 41
of media including text 52
of media including video 100
of media outlets have 70
of media outlets such 43
of media outlets were 54
of media outlets will 41
of media reports from 85
of media reports have 57
of media studies have 72
of media violence have 192
of media violence will 53
of meek sympathy must 90
of mere emotions like 41
of mere freedom from 89
of mere material gain 71
of mere material wealth 157
of mere mortals like 209
of mere natural laws 43
of mere natural life 69
of mere official duty 44
of mere official rank 92
of mere organic life 79
of mere outward form 68
of mere outward show 149
of mere private life 112
of mere routine work 75
of mere sensual life 116
of mere species naming 50
of mere surface will 69
of mere worldly rank 65
of mice derived from 184
of mice differing only 62
of mice resulting from 73
of mice suffering from 121
of mild billows laving 52
of mild pleasure beaming 66
of milk between meals 172
of milk bottles from 67
of milk bottles left 79
of milk brought into 87
of milk contain only 63
of milk depends upon 403
of milk derived from 142
of milk differs from 51
of milk pressed from 75
of milk protein from 46
of milk protein gene 409
of milk removed from 70
of milk resulting from 109
of milk results from 65
of milk samples from 392
of milk samples were 81
of milk shipped from 44
of milk somatic cell 85
of milk spilled from 60
of milk squirting into 66
of mill village life 94
of mill workers from 47
of mill workers were 146
of mind against body 66
of mind against mind 1253
of mind because their 52
of mind because there 86
of mind becomes more 307
of mind becomes nothing 43
of mind between high 75
of mind between these 200
of mind between those 61
of mind bordering upon 500
of mind brought forth 101
of mind brought into 47
of mind carried over 58
of mind control over 144
of mind control were 44
of mind departing from 50
of mind depends upon 573
of mind derived from 596
of mind derives from 134
of mind differing from 44
of mind differs from 190
of mind dwindle into 56
of mind emerges from 66
of mind entered into 74
of mind equally ready 57
of mind escapes into 43
of mind existed among 55
of mind follows from 56
of mind founded upon 46
of mind happily came 72
of mind imposed upon 59
of mind involving peace 42
of mind regarding their 97
of mind regarding your 57
of mind resulting from 3625
of mind results from 284
of mind secured also 41
of mind towards life 184
of mind towards miss 40
of mind towards other 58
of mind towards such 61
of mind towards their 199
of mind towards these 99
of mind towards those 189
of mind towards what 63
of mind towards your 40
of mine ancient race 71
of mine arrived from 65
of mine brought back 74
of mine brought home 93
of mine brought over 42
of mine eternal soul 179
of mine returning from 102
of mine settled here 98
of mine several years 203
of mine suffering from 140
of mine suffers from 43
of mine unquiet mind 57
of mine workers from 123
of mine workers have 55
of mine workers were 93
of miss harriet lane 85
of miss matthews upon 44
of miss pauline hall 42
of miss rebecca west 152
of mist drifted over 56
of mist floated like 92
of mist floated over 76
of mist hovered over 143
of mixing between these 86
of mixing depends upon 94
of mixing resulting from 55
of mixing together into 43
of month following date 70
of month following month 50
of month preceding date 73
of more account even 52
of more african deaths 45
of more ancient acts 54
of more ancient date 7540
of more ancient days 200
of more ancient ones 185
of more ancient rock 115
of more ancient work 55
of more benefit when 90
of more broadly held 223
of more calcium from 61
of more capital from 43
of more capital into 100
of more capital upon 40
of more careful work 63
of more central areas 62
of more certain data 52
of more certain truth 42
of more closely knit 115
of more closely seeing 41
of more compact form 130
of more complex acts 63
of more complex cell 44
of more complex data 508
of more complex flow 54
of more complex food 145
of more complex form 382
of more complex from 115
of more complex ideas 238
of more complex life 516
of more complex living 245
of more complex meaning 115
of more complex media 57
of more complex ones 916
of more complex reading 163
of more complex self 90
of more complex sets 81
of more complex text 57
of more complex three 45
of more complex type 244
of more complex wave 42
of more complex ways 127
of more complex work 99
of more concern from 45
of more concern here 202
of more concern when 98
of more congenial work 80
of more control over 472
of more correct ideas 130
of more creative ways 127
of more creative work 85
of more current data 87
of more demanding jobs 46
of more demanding work 125
of more devoted love 58
of more devoted self 85
of more distant ages 80
of more distant areas 242
of more distant blue 66
of more distant land 87
of more distant ones 295
of more distant years 51
of more durable rock 51
of more elegant form 76
of more exalted beings 45
of more exalted kind 45
of more exalted mind 119
of more exalted rank 382
of more familiar ideas 70
of more familiar life 98
of more familiar ones 119
of more fertile areas 75
of more fertile land 656
of more fertile soil 350
of more fervent love 79
of more freedom from 89
of more general aims 40
of more general bearing 93
of more general data 107
of more general form 230
of more general health 94
of more general ideas 267
of more general kind 47
of more general laws 764
of more general life 99
of more general love 41
of more general meaning 347
of more general means 42
of more general ones 342
of more general range 46
of more general reading 49
of more general self 53
of more general sets 53
of more general theory 162
of more general type 173
of more general ways 64
of more general work 97
of more glorious days 96
of more gracious days 45
of more gracious living 43
of more healthful living 43
of more hopeful days 44
of more ignoble beast 60
of more insight into 85
of more inspiring breath 80
of more intense life 56
of more intense love 50
of more intense pain 153
of more intense work 61
of more leisure time 1757
of more letters from 73
of more liberal arts 46
of more liberal bent 42
of more liberal ideas 388
of more liberal laws 198
of more liberal mind 44
of more liberal ones 56
of more limited aims 56
of more limited areas 109
of more limited data 85
of more limited ends 43
of more limited meaning 122
of more limited means 1217
of more limited ones 50
of more limited range 332
of more limited size 115
of more material from 224
of more material wealth 89
of more material will 44
of more meaningful work 77
of more medical care 99
of more natural ways 41
of more northern areas 58
of more northern range 87
of more nucleic acid 52
of more obscure name 63
of more peaceful days 174
of more perfect beings 122
of more perfect form 109
of more perfect health 46
of more perfect life 124
of more perfect ones 51
of more perfect union 93
of more pleasant ways 55
of more precious mold 88
of more precise data 716
of more precise dating 86
of more precise meaning 53
of more precise means 85
of more precise ones 44
of more precise ways 41
of more primary care 87
of more promising areas 48
of more promising ones 44
of more prudent heads 40
of more prudent truth 76
of more radical anti 43
of more radical ideas 181
of more radical land 111
of more radical means 44
of more rapidly moving 95
of more rapidly rising 85
of more rational ideas 105
of more rational means 52
of more refined ages 56
of more refined data 117
of more refined ideas 42
of more refined life 66
of more refined sort 44
of more regular form 156
of more regular work 66
of more reliable data 730
of more research into 108
of more revenue from 63
of more revenue into 81
of more rounded form 44
of more service even 48
of more service here 110
of more service there 73
of more service when 49
of more settled areas 79
of more settled life 66
of more skilled jobs 80
of more skilled work 109
of more slender form 188
of more slender make 44
of more slender means 40
of more southern areas 60
of more spacious days 190
of more stringent anti 107
of more stringent game 48
of more stringent health 41
of more stringent laws 630
of more sublime ideas 41
of more support from 110
of more teachers from 46
of more thorough work 80
of more tightly knit 42
of more trouble ahead 123
of more trouble from 55
of more uniform depth 53
of more uniform length 104
of more uniform size 646
of more uniform width 276
of more workers from 49
of more youthful days 122
of more youthful life 78
of more youthful years 69
of moss gathered from 57
of most amateur work 43
of most ancient date 316
of most animals have 126
of most animals seem 47
of most animals show 47
of most animals there 44
of most animals were 45
of most aquatic food 82
of most aquatic life 48
of most arduous toil 43
of most arduous work 41
of most bacteria other 47
of most benefit when 169
of most blessed peace 93
of most buildings were 65
of most central asian 171
of most central city 43
of most certain truth 53
of most chronic pain 96
of most closely held 58
of most coastal areas 46
of most concern during 77
of most concern from 125
of most concern here 463
of most concern were 143
of most concern when 245
of most country boys 81
of most culture media 75
of most current work 94
of most decision making 258
of most diseases have 51
of most diseases were 53
of most elegant form 67
of most eminent worth 71
of most european jews 131
of most european laws 47
of most european union 179
of most european wars 43
of most everything else 508
of most evident truth 63
of most exalted rank 97
of most factory work 43
of most farmers were 57
of most federal laws 44
of most fertile land 292
of most fertile soil 129
of most heavenly food 49
of most insects have 65
of most insects pass 97
of most intense cold 210
of most intense pain 185
of most intense work 57
of most liberal arts 176
of most liberal mind 43
of most liquids will 43
of most mammals have 62
of most managed care 152
of most medical care 106
of most members were 53
of most national health 57
of most national laws 45
of most natural fats 49
of most papists were 70
of most parents when 75
of most peculiar form 45
of most perfect love 80
of most persons during 45
of most persons from 52
of most persons living 45
of most persons were 109
of most persons when 55
of most persons will 109
of most popular songs 188
of most precious kind 57
of most precious time 322
of most precious truth 105
of most precious wood 1135
of most previous work 119
of most primary care 133
of most regular army 44
of most research into 102
of most research work 60
of most saintly life 52
of most samples were 54
of most sanguine hope 42
of most schools have 54
of most service when 154
of most southeast asian 518
of most species also 79
of most species during 43
of most species feed 472
of most species form 88
of most species from 79
of most species grow 70
of most species have 1084
of most species live 185
of most species look 45
of most species make 57
of most species must 93
of most species open 46
of most species show 65
of most species tend 107
of most species there 54
of most species vary 55
of most species were 301
of most species when 46
of most species will 351
of most studies have 148
of most studies were 52
of most subject areas 69
of most superior mind 40
of most systems will 52
of most tabular data 44
of most unusual form 67
of most unusual length 50
of most unusual size 188
of most unusual type 43
of most workers during 53
of most workers have 82
of most workers were 102
of most writers seem 42
of most writers upon 150
of mouth against mouth 138
of mouth travels fast 101
of moving between jobs 69
of moving between these 153
of moving capital from 63
of moving decision making 85
of moving forward along 56
of moving forward from 309
of moving forward into 406
of moving forward upon 51
of moving forward when 56
of moving freight cars 57
of moving freight from 107
of moving freight over 88
of moving material from 86
of moving objects from 324
of moving objects have 44
of moving objects into 46
of moving objects like 40
of moving objects must 47
of moving objects such 469
of moving objects were 86
of moving objects when 62
of moving objects will 61
of moving outside their 46
of moving outward from 66
of moving packets from 53
of moving picture film 317
of moving picture show 61
of moving produce from 47
of moving quickly from 177
of moving quickly into 98
of moving rapidly from 207
of moving rapidly into 46
of moving rapidly over 60
of moving shadows cast 43
of moving smoothly from 96
of moving swiftly from 58
of moving towards full 91
of moving towards more 466
of moving towards peace 46
of moving towards self 129
of moving towards some 103
of moving towards such 67
of moving towards their 48
of moving towards what 115
of moving workers from 117
of much account among 63
of much account here 49
of much account when 107
of much anterior date 72
of much anxiety among 106
of much anxiety when 41
of much benefit from 84
of much benefit when 54
of much broader bearing 61
of much careful reading 47
of much careful work 124
of much comfort till 55
of much comment among 228
of much comment from 83
of much comment when 65
of much concern among 253
of much concern during 82
of much concern here 92
of much concern over 79
of much concern when 87
of much control over 66
of much creative work 43
of much current theory 66
of much current work 323
of much decayed wood 43
of much decision making 222
of much derision from 42
of much dispute among 684
of much factory work 57
of much fertile land 120
of much grander size 68
of much grumbling among 50
of much humbler birth 63
of much illness among 243
of much inferior rank 157
of much inferior size 270
of much inquiry among 58
of much insight into 70
of much leisure time 64
of much marxist theory 42
of much material from 267
of much material wealth 51
of much medical care 87
of much outside help 44
of much patient work 93
of much pioneering work 43
of much pondering over 51
of much precious time 481
of much previous work 305
of much private worth 119
of much reduced size 84
of much rejoicing among 102
of much remaining evil 45
of much research among 44
of much research done 60
of much research during 196
of much research from 71
of much research into 431
of much research over 374
of much research work 520
of much rivalry among 80
of much rougher type 46
of much routine work 291
of much service also 148
of much service among 43
of much service during 92
of much service even 48
of much service here 87
of much service when 273
of much shorter half 121
of much shorter length 196
of much shorter life 114
of much shorter ones 44
of much shorter range 433
of much shorter span 55
of much shorter time 151
of much shorter wave 1062
of much similar work 44
of much simpler form 120
of much simpler ones 73
of much smaller areas 130
of much smaller bore 70
of much smaller bulk 69
of much smaller length 45
of much smaller mass 248
of much smaller ones 384
of much smaller range 47
of much smaller size 5120
of much smaller sums 59
of much smaller teeth 50
of much smaller wave 46
of much smaller width 41
of much smaller wire 59
of much suffering among 105
of much suffering from 163
of much superior rank 60
of much support from 65
of much sympathy from 47
of much trouble among 44
of much trouble during 77
of much trouble from 60
of much trouble when 72
of myths derived from 88
of name address city 76
of nazi control over 147
of nazi germany also 59
of nazi germany came 64
of nazi germany during 539
of nazi germany from 285
of nazi germany gave 89
of nazi germany grew 41
of nazi germany have 244
of nazi germany into 103
of nazi germany made 131
of nazi germany must 78
of nazi germany only 111
of nazi germany over 129
of nazi germany seem 43
of nazi germany took 42
of nazi germany were 1029
of nazi germany when 79
of nazi germany will 113
of nazi ideology among 40
of nazi ideology from 47
of nazi ideology into 102
of nazi ideology were 73
of nazi tyranny have 153
of nazi tyranny over 290
of need resulting from 61
of news arrived from 115
of news clippings from 138
of news content from 43
of news depends upon 68
of news emanating from 219
of news gathered from 116
of news letters from 44
of news material from 46
of news releases from 195
of news releases sent 66
of news reporting during 210
of news reporting from 96
of news reports during 52
of news reports from 315
of news sources from 72
of news sources were 52
of news stories dealing 58
of news stories during 66
of news stories from 666
of news stories have 95
of news stories into 57
of news stories over 118
of news stories were 177
of news stories will 62
of news travels fast 243
of next century there 49
of next century will 100
of next highest rank 79
of nice letters from 59
of nice palates have 51
of nike athletic shoes 145
of nine degrees north 101
of nine hundred days 59
of nine hundred feet 1347
of nine hundred foot 109
of nine hundred heavy 137
of nine hundred more 42
of nine hundred tons 547
of nine hundred were 52
of nine hundred years 2217
of nine hundred young 153
of nine letters from 98
of nine liberal arts 58
of nine members from 453
of nine members only 57
of nine members there 84
of nine members were 107
of nine minutes from 43
of nine olympic gold 44
of nine percent over 50
of nine persons from 79
of nine persons were 117
of nine samples from 69
of nine species were 52
of nine thousand feet 1627
of nine thousand five 641
of nine thousand foot 714
of nine thousand four 290
of nine thousand nine 281
of nine thousand three 217
of nine thousand tons 107
of nine thousand years 653
of ninth century date 54
of ninth graders were 85
of north african arab 114
of north african dust 56
of north african fame 58
of north african jews 1057
of north african life 190
of north african rock 54
of north against south 1055
of north america along 299
of north america also 1137
of north america among 199
of north america away 77
of north america back 45
of north america bears 173
of north america been 88
of north america brings 53
of north america call 94
of north america came 790
of north america come 195
of north america died 87
of north america down 344
of north america during 5467
of north america early 124
of north america ends 43
of north america even 168
of north america ever 220
of north america facing 55
of north america fall 231
of north america fell 110
of north america felt 53
of north america find 98
of north america five 74
of north america flow 50
of north america form 446
of north america free 152
of north america from 15726
of north america gave 260
of north america give 126
of north america grew 223
of north america have 7846
of north america having 242
of north america held 286
of north america here 56
of north america hold 68
of north america into 1875
of north america john 124
of north america just 138
of north america kept 57
of north america knew 109
of north america know 70
of north america laid 53
of north america left 120
of north america less 50
of north america lies 487
of north america like 188
of north america live 504
of north america living 42
of north america look 143
of north america lost 70
of north america made 715
of north america make 231
of north america many 177
of north america means 44
of north america meant 56
of north america meet 47
of north america more 658
of north america most 233
of north america much 176
of north america must 973
of north america need 169
of north america north 7717
of north america once 421
of north america only 789
of north america other 97
of north america over 561
of north america paid 46
of north america plus 100
of north america prior 283
of north america range 145
of north america reach 52
of north america rose 88
of north america runs 65
of north america said 67
of north america save 128
of north america says 60
of north america seem 272
of north america sent 109
of north america show 1062
of north america some 220
of north america soon 81
of north america south 1127
of north america speak 67
of north america such 419
of north america take 92
of north america tell 113
of north america tend 84
of north america their 114
of north america there 3905
of north america these 197
of north america think 44
of north america three 92
of north america till 153
of north america took 414
of north america upon 230
of north america used 840
of north america uses 58
of north america vary 64
of north america very 112
of north america well 209
of north america went 237
of north america were 11644
of north america west 1155
of north america what 205
of north america when 1940
of north america will 2544
of north america young 69
of north america your 78
of north britain came 47
of north britain from 114
of north britain have 113
of north britain must 54
of north britain till 49
of north britain were 287
of north central high 105
of north central india 449
of north central north 91
of north coastal peru 125
of north college hill 268
of north country life 51
of north country lore 311
of north european rock 81
of north germany from 108
of north germany into 48
of north germany were 369
of north holland from 53
of north holland were 110
of north pacific north 404
of north pacific ocean 382
of north sumatra were 41
of north victoria land 235
of north vietnam also 50
of north vietnam came 48
of north vietnam cease 185
of north vietnam during 476
of north vietnam from 493
of north vietnam have 264
of north vietnam into 135
of north vietnam just 81
of north vietnam made 92
of north vietnam must 102
of north vietnam north 83
of north vietnam only 58
of north vietnam over 95
of north vietnam south 53
of north vietnam took 65
of north vietnam want 49
of north vietnam went 44
of north vietnam were 713
of north vietnam when 450
of north vietnam will 273
of north western india 701
of note against note 643
of note against their 40
of note because there 46
of note emerged from 56
of note include those 89
of note resides upon 206
of nothing outside their 44
of noun phrases from 101
of noun phrases into 56
of noun phrases like 83
of noun phrases such 94
of noun phrases used 48
of nude females were 75
of nude figures from 52
of nude figures were 40
of oaks emerged from 43
of ocean bestows such 52
of ocean carriage from 69
of ocean catches fire 43
of ocean current theory 225
of ocean extending from 124
of ocean freight rate 49
of ocean steamers from 42
of ocean steamers must 88
of ocean steamers plying 52
of ocean surface wave 54
of ocean surface wind 149
of ocean voyages having 60
of odor emanating from 42
of oils derived from 235
of oily mixture from 110
of omar khayyam fame 65
of omar khayyam from 68
of omar khayyam have 46
of omar khayyam into 81
of omar khayyam were 60
of once fertile land 357
of once fertile soil 109
of ongoing debates over 94
of ongoing medical care 135
of ongoing patient care 91
of ongoing primary care 83
of ongoing research into 447
of ongoing research work 69
of ongoing support from 107
of onion chopped fine 65
of only average means 45
of only average size 395
of only certain ones 52
of only fifteen days 459
of only fifteen feet 205
of only fifteen sail 51
of only fifteen years 1081
of only limited areas 59
of only limited help 838
of only limited self 336
of only limited size 71
of only minimal help 45
of only seventy feet 47
of only seventy tons 53
of only seventy years 150
of only several days 231
of only several feet 68
of only several tens 112
of only several years 251
of only sixteen days 153
of only sixteen feet 53
of only sixteen tons 48
of only sixteen years 784
of only thirteen days 120
of only thirteen feet 64
of only thirteen years 565
of opec imports from 45
of open channel flow 2726
of open country ahead 46
of open country along 65
of open country from 150
of open country have 45
of open country like 44
of open country over 42
of open country were 98
of open country when 44
of open decision making 129
of open dissent from 72
of open freight cars 97
of open inquiry into 84
of open lattice work 290
of open letters from 75
of open markets will 51
of open mirrors used 134
of open pacific ocean 41
of open pasture land 80
of open prairie land 121
of open support from 44
of open systems have 161
of open systems such 72
of open systems theory 850
of open systems when 50
of open systems will 87
of open tracery work 79
of open trellis work 105
of open violence done 105
of open violence from 44
of open violence were 63
of open warfare among 60
of open warfare were 58
of oral bacteria into 47
of oral culture into 46
of oral history among 53
of oral history data 124
of oral history from 224
of oral history have 156
of oral history into 86
of oral history lies 63
of oral history must 56
of oral history were 58
of oral history will 49
of oral history work 130
of oral hygiene aids 283
of oral hygiene care 54
of oral hygiene during 45
of oral hygiene have 48
of oral hygiene must 100
of oral hygiene were 66
of oral hygiene will 67
of oral language from 49
of oral language have 61
of oral language into 76
of oral language over 51
of oral language used 44
of oral language were 43
of oral language will 60
of oral language work 69
of other adverse health 100
of other african areas 42
of other agrarian laws 60
of other ancient poets 51
of other animals along 40
of other animals also 357
of other animals come 53
of other animals during 105
of other animals from 306
of other animals great 49
of other animals have 655
of other animals having 41
of other animals into 239
of other animals lies 51
of other animals like 403
of other animals live 64
of other animals living 113
of other animals make 45
of other animals more 273
of other animals must 106
of other animals only 131
of other animals seem 42
of other animals sets 139
of other animals show 82
of other animals soon 42
of other animals such 686
of other animals there 121
of other animals upon 59
of other animals used 85
of other animals were 848
of other animals when 205
of other animals will 207
of other animate beings 171
of other aquatic life 132
of other arrests were 61
of other artists also 64
of other artists during 41
of other artists from 189
of other artists have 204
of other artists into 51
of other artists like 112
of other artists such 315
of other artists were 265
of other artists whom 91
of other aspects like 44
of other aspects such 522
of other aspects were 41
of other aspects will 59
of other bacteria from 60
of other bacteria have 166
of other bacteria such 175
of other bacteria were 63
of other beliefs were 47
of other bishops from 50
of other british north 54
of other british west 162
of other brokers upon 80
of other buildings also 44
of other buildings from 91
of other buildings have 193
of other buildings like 52
of other buildings such 97
of other buildings there 42
of other buildings used 50
of other buildings were 440
of other canadian poets 46
of other cancers such 80
of other centers have 63
of other central asian 443
of other central bank 53
of other charges made 48
of other charges were 101
of other chronic health 107
of other chronic pain 144
of other classes also 194
of other classes from 148
of other classes have 215
of other classes into 94
of other classes like 45
of other classes must 109
of other classes such 150
of other classes were 407
of other classes what 104
of other classes when 56
of other classes will 296
of other coastal areas 96
of other colonial areas 107
of other content areas 248
of other country boys 57
of other couples like 41
of other couples were 62
of other courses such 65
of other courses were 64
of other courtly poets 212
of other cradles there 118
of other creative arts 45
of other creative beings 57
of other creative ways 130
