oak timber for shipbuilding 113
own theories and prejudices 54
own theories and principles 90
own theories and techniques 91
own therapy and supervision 59
own thought and conscience 65
own thought and experience 1541
own thought and imagination 146
own thought and observation 164
own thought and philosophy 40
own trades and industries 60
own trades and professions 52
own training and background 148
own training and educational 75
own training and experience 2419
own training and orientation 87
own travel and observation 71
own tuition and management 67
own unique and individual 461
own unique and inimitable 70
own unique and particular 102
own upbringing and experience 93
own values and aspirations 402
own values and assumptions 767
own values and conceptions 53
own values and convictions 333
own values and definitions 43
own values and experience 394
own values and identities 77
own values and lifestyles 81
own values and limitations 46
own values and motivations 109
own values and objectives 300
own values and perceptions 328
own values and philosophy 83
own values and prejudices 597
own values and principles 932
own values and understand 76
own values and viewpoints 49
own values and worldviews 100
own vanity and prejudices 50
own vanity and presumption 58
own violent and unexpected 53
own virtue and friendship 47
own visions and aspirations 56
own visions and revelations 45
own weapons and implements 68
own weight and complexity 56
own weight and importance 497
own wisdom and experience 1027
own wisdom and importance 47
own wisdom and philosophy 55
own wishes and aspirations 181
own wishes and convictions 81
own wishes and inclination 58
own wishes and prejudices 72
own wishes and simplicity 42
own without any assistance 198
own without any difficulty 68
own without any supervision 43
own writings and interviews 68
own writings and statements 80
own writings and utterances 112
