ode written especially for 86
own private interests than 273
own private interests that 100
own private interests with 76
own private knowledge and 229
own private knowledge that 73
own private libraries and 97
own private possession and 85
own private practices and 81
own private residence and 59
own private resources and 94
own private resources for 67
own private secretary and 143
own private secretary was 68
own psychic processes and 52
own psychic structure and 49
own quality assurance and 52
own quality standards and 110
own quality standards for 42
own radical subversion and 50
own rational faculties and 51
own recording equipment and 40
own records indicated that 81
own regional interests and 48
own repeated assertions that 116
own reports indicated that 115
own research indicated that 462
own research indicates that 1748
own research institute and 45
own research interests and 518
own research interests are 89
own research interests with 47
own research priorities and 73
own research suggested that 228
own selfish advantage and 64
own selfish interests and 2975
own selfish interests are 194
own selfish interests but 106
own selfish interests for 109
own selfish interests than 110
own selfish interests that 100
own selfish interests they 45
own selfish interests with 76
own silence subjected her 69
own sincere conviction that 102
own slender resources and 80
own studies indicated that 191
own studies suggested that 86
own subject knowledge and 235
own suffering existence and 65
own superior knowledge and 757
own thoughts themselves may 41
own unhappy childhood and 95
own welfare protected and 52
own witness testified that 199
own worldly interests and 80
own written statement that 207
