tablecloth restaurant in 61
temporary combination is 76
temporary combination of 1391
temporary combination to 62
temporary commandant of 178
temporary commanders of 44
temporary commissions as 243
temporary commissions in 358
temporary commissions of 167
temporary commissions or 66
temporary commissions to 372
temporary commitment is 46
temporary commitment of 186
temporary commitment to 438
temporary committees as 173
temporary committees in 107
temporary committees of 420
temporary committees on 47
temporary committees or 85
temporary committees to 351
temporary components of 343
temporary composition of 78
temporary compression is 76
temporary compression of 975
temporary compression or 53
temporary compromise by 76
temporary compromise in 218
temporary compromise is 79
temporary compromise of 321
temporary compromise on 150
temporary compromise to 126
temporary concealment as 42
temporary concealment in 69
temporary concealment is 53
temporary concealment of 358
temporary concealment or 42
temporary concessions by 40
temporary concessions in 144
temporary concessions of 172
temporary concessions on 54
temporary concessions to 875
temporary conciliation of 49
temporary confidence in 135
temporary confidence of 74
temporary confluence of 156
temporary conformity to 69
temporary congregation of 57
temporary conjunction of 349
temporary connections as 43
temporary connections in 472
temporary connections is 105
temporary connections of 204
temporary connections or 63
temporary connections to 516
temporary connivance of 55
temporary consolation in 119
temporary consolation of 49
temporary consolation to 45
temporary consortium of 61
temporary constraint on 68
temporary consultant to 96
temporary consumption of 46
temporary containers of 53
temporary continuity of 41
temporary contraction in 157
temporary contraction of 907
temporary conversions of 44
temporary conveyance of 89
temporary cooperation in 55
temporary cooperation of 164
temporary corrective to 54
temporary culmination in 73
temporary culmination of 142
temporary cultivation by 43
temporary cultivation in 94
temporary cultivation is 49
temporary cultivation of 336
temporary deactivation of 83
temporary declaration of 69
temporary decorations of 67
temporary decrements in 104
temporary deferments in 54
temporary deficiency as 61
temporary deficiency in 638
temporary deficiency is 45
temporary deficiency of 1100
temporary deficiency or 49
temporary definitions of 57
temporary deformation of 271
temporary degradation in 61
temporary degradation of 312
temporary deification of 50
temporary delegations of 115
temporary demarcation of 56
temporary department of 96
temporary departures of 147
temporary dependence is 44
temporary dependence of 110
temporary dependence on 344
temporary dependency on 50
temporary deployment in 47
temporary deployment of 356
temporary depositary of 79
temporary depository of 83
temporary depreciation in 112
temporary depreciation of 379
temporary depressions in 106
temporary depressions of 138
temporary deprivation is 55
temporary deprivation of 2312
temporary derailment of 53
temporary derangement in 214
temporary derangement is 61
temporary derangement of 2652
temporary derangement or 93
temporary dereliction of 79
temporary description of 62
temporary designation as 47
temporary designation of 246
temporary destruction of 1740
temporary detachment of 283
temporary detachment to 53
temporary detainment of 42
temporary devaluation of 130
temporary devastation of 43
temporary difference as 151
temporary difference at 266
temporary difference by 57
temporary difference if 172
temporary difference in 553
temporary difference is 1190
temporary difference of 833
temporary difference on 65
temporary difference or 87
temporary difference to 108
temporary difficulty by 87
temporary difficulty in 1004
temporary difficulty is 75
temporary difficulty of 240
temporary difficulty on 50
temporary difficulty or 129
temporary difficulty to 78
temporary disability as 252
temporary disability at 48
temporary disability by 122
temporary disability in 370
temporary disability is 641
temporary disability of 1200
temporary disability on 101
temporary disability or 683
temporary disability the 160
temporary disability to 351
temporary discipline of 113
temporary discomfort as 98
temporary discomfort in 180
temporary discomfort is 118
temporary discomfort of 442
temporary discomfort on 52
temporary discomfort or 224
temporary discomfort to 258
temporary discontent as 72
temporary discrediting of 74
temporary dislocation in 217
temporary dislocation of 1440
temporary dislocation or 59
temporary disloyalty to 64
temporary displeasure of 169
temporary disposition of 680
temporary disposition to 134
temporary disruptions in 520
temporary disruptions of 396
temporary disruptions to 135
temporary dissociation of 255
temporary dissolution in 62
temporary dissolution of 1454
temporary distinction as 44
temporary distinction in 46
temporary distinction of 90
temporary distortions in 123
temporary distortions of 171
temporary distraction in 71
temporary distraction of 255
temporary distraction or 58
temporary distraction to 87
temporary distresses of 144
temporary divergence in 62
temporary divergence of 189
temporary duplication of 69
temporary dysfunction in 50
temporary dysfunction of 343
temporary editorship of 202
temporary effacement of 175
temporary efficiency of 80
temporary elimination of 1475
temporary embodiment in 57
temporary embodiment of 432
temporary employment as 3174
temporary employment at 840
temporary employment by 479
temporary employment if 68
temporary employment in 4975
temporary employment is 1366
temporary employment of 2977
temporary employment on 746
temporary employment or 535
temporary employment the 43
temporary employment to 1410
temporary enactments of 51
temporary encampment at 116
temporary encampment in 163
temporary encampment of 531
temporary encampment on 145
temporary encampment to 41
temporary enclosures of 68
temporary engagements at 61
temporary engagements in 80
temporary engagements to 56
temporary engorgement of 124
temporary engrossment by 42
temporary enjoyments of 73
temporary enlistment of 107
temporary enrichment of 226
temporary equivalent of 50
temporary eradication of 85
temporary excitement at 48
temporary excitement by 83
temporary excitement in 219
temporary excitement is 108
temporary excitement it 50
temporary excitement of 1013
temporary excitement on 48
temporary excitement or 299
temporary excitement to 187
temporary exhibitions as 314
temporary exhibitions at 195
temporary exhibitions by 161
temporary exhibitions in 592
temporary exhibitions is 115
temporary exhibitions of 1987
temporary exhibitions on 715
temporary exhibitions or 128
temporary exhibitions to 121
temporary exigencies by 119
temporary exigencies of 392
temporary exigencies or 41
temporary expatriation of 41
temporary expectation of 56
temporary expediency in 79
temporary expediency is 58
temporary expediency of 235
temporary expediency or 159
temporary expediency to 171
temporary expedients as 423
temporary expedients at 40
temporary expedients by 94
temporary expedients in 466
temporary expedients is 75
temporary expedients of 814
temporary expedients on 63
temporary expedients or 162
temporary expedients to 1645
temporary expedients we 67
temporary experience in 80
temporary experience of 770
temporary experiment in 140
temporary experiment of 57
temporary explanation of 132
temporary exportation of 105
temporary expressions of 372
temporary facilities at 282
temporary facilities in 316
temporary facilities on 136
temporary facilities or 76
temporary facilities to 226
temporary feebleness of 65
temporary fluctuation in 606
temporary fluctuation of 222
temporary fluctuation or 70
temporary forbearance of 73
temporary forfeiture of 260
temporary friendship of 113
temporary frustration in 46
temporary frustration of 241
temporary governance of 65
temporary government as 355
temporary government at 103
temporary government be 76
temporary government by 729
temporary government in 961
temporary government is 149
temporary government of 5639
temporary government on 88
temporary government or 40
temporary government the 59
temporary government to 374
temporary habitations in 123
temporary habitations of 286
temporary habitations on 56
temporary hallelujah of 55
temporary hindrances to 71
temporary housekeeping in 57
temporary imbalances in 750
temporary imbalances of 171
temporary imbalances or 43
temporary immaturity of 54
temporary immigrants in 66
temporary immigrants to 90
temporary immigration of 299
temporary immigration to 61
temporary immobility of 74
temporary impairment in 238
temporary impairment is 107
temporary impairment of 2689
temporary impairment or 117
temporary impairment to 80
temporary impediment in 67
temporary impediment of 95
temporary impediment to 447
temporary importance as 218
temporary importance by 100
temporary importance in 273
temporary importance of 231
temporary importance on 42
temporary importance to 239
temporary importation of 1527
temporary importation or 62
temporary impressions of 109
temporary inactivity by 44
temporary inactivity in 64
temporary inactivity of 251
temporary inadequacy in 48
temporary inadequacy of 158
temporary inattention to 121
temporary incapacity in 56
temporary incapacity is 167
temporary incapacity of 1203
temporary incapacity on 48
temporary incapacity or 325
temporary incapacity to 679
temporary incarnation of 396
temporary incarnation or 85
temporary incentives to 75
temporary inclination to 148
temporary incumbency of 44
temporary incumbents of 152
temporary indications of 84
temporary indignation of 48
temporary inducement to 49
temporary indulgence in 180
temporary indulgence of 237
temporary indulgence to 67
temporary inequality in 85
temporary inequality of 143
temporary infatuation of 85
temporary inferiority in 44
temporary inferiority of 111
temporary infidelity to 113
temporary influences in 44
temporary influences of 148
temporary influences on 174
temporary information in 85
temporary information is 75
temporary information on 41
temporary infringement of 138
temporary inhabitant of 274
temporary injunctions as 46
temporary injunctions in 243
temporary injunctions or 72
temporary injunctions to 191
temporary insolvency of 72
temporary institution of 274
temporary institution to 92
temporary instructor at 87
temporary instructor in 131
temporary instrument in 57
temporary instrument of 434
temporary instrument to 125
temporary integration of 167
temporary interaction of 56
temporary interchange of 180
temporary internment in 77
temporary internment of 89
temporary investment at 68
temporary investment by 50
temporary investment in 726
temporary investment is 117
temporary investment of 2392
temporary investment on 52
temporary investment or 73
temporary investment to 71
temporary laboratory at 102
temporary laboratory in 146
temporary laboratory of 44
temporary legislation in 91
temporary legislation of 93
temporary legislation on 67
temporary legislation to 212
temporary lieutenant in 57
temporary limitations in 89
temporary limitations of 254
temporary limitations on 329
temporary liquidation of 150
temporary magistracy of 76
temporary majorities in 94
temporary majorities of 67
temporary majorities to 65
temporary makeshifts in 48
temporary makeshifts of 40
temporary malfunction in 66
temporary malfunction of 246
temporary management by 73
temporary management of 1364
temporary membership at 162
temporary membership in 769
temporary membership is 119
temporary membership of 564
temporary membership on 77
temporary membership to 236
temporary memorandum of 105
temporary miscarriage of 42
temporary misfortune of 124
temporary misfortune or 52
temporary misfortune to 49
temporary mismatches in 61
temporary monopolies as 92
temporary monopolies in 116
temporary monopolies of 66
temporary monopolies on 54
temporary monopolies to 171
temporary moratorium in 73
temporary moratorium of 58
temporary moratorium on 2608
temporary neutrality in 49
temporary neutrality of 85
temporary obligations in 49
temporary obligations of 89
temporary obligations to 40
temporary obscuration by 64
temporary obscuration of 642
temporary observance of 89
temporary observation of 64
temporary obstruction at 106
temporary obstruction by 102
temporary obstruction in 243
temporary obstruction is 103
temporary obstruction of 1809
temporary obstruction or 107
temporary obstruction to 598
temporary occupations by 46
temporary occupations of 256
temporary occurrence in 51
temporary occurrence of 331
temporary ordinances in 73
temporary ordinances of 115
temporary orientation of 44
temporary oscillation of 66
temporary overcrowding of 74
temporary overshooting of 76
temporary oversupply in 77
temporary oversupply of 341
temporary overwhelming of 65
temporary palliatives of 43
temporary palliatives to 126
temporary penetration of 70
temporary permanence of 45
temporary persecution of 68
temporary phenomenon as 407
temporary phenomenon at 96
temporary phenomenon by 48
temporary phenomenon in 928
temporary phenomenon is 155
temporary phenomenon of 801
temporary phenomenon on 81
temporary phenomenon or 634
temporary phenomenon to 142
temporary placements in 87
temporary placements of 60
temporary popularity as 152
temporary popularity at 59
temporary popularity by 241
temporary popularity in 206
temporary popularity is 71
temporary popularity of 577
temporary popularity or 58
temporary popularity to 149
temporary populations of 73
temporary possessions of 108
temporary possessors of 151
temporary precedence in 91
temporary preference of 48
temporary preference to 87
temporary presidency of 275
temporary prevalence of 559
temporary privileges as 47
temporary privileges at 46
temporary privileges in 55
temporary privileges of 115
temporary privileges to 211
temporary procedures on 47
temporary productions of 73
temporary prohibition in 47
temporary prohibition of 848
temporary prohibition on 452
temporary prohibition or 58
temporary prohibition to 113
temporary projections of 121
temporary prolongation of 328
temporary prominence as 41
temporary prominence in 156
temporary prominence of 157
temporary prominence to 43
temporary properties of 89
temporary proprietor of 94
temporary prosperity as 42
temporary prosperity by 82
temporary prosperity in 154
temporary prosperity is 43
temporary prosperity it 54
temporary prosperity of 708
temporary prosperity or 83
temporary prosperity to 449
temporary prostration of 396
temporary protrusions of 68
temporary punishment in 143
temporary punishment is 124
temporary punishment of 316
temporary punishment or 50
temporary punishment to 102
temporary quarantine of 57
temporary quiescence of 157
temporary reactivation of 73
temporary realignment of 135
temporary reallocation of 291
temporary reappearance of 178
temporary receptacle of 173
temporary recipients of 50
temporary recognition as 106
temporary recognition in 48
temporary recognition of 677
temporary recognition to 163
temporary reconquest of 86
temporary recurrence of 228
temporary recurrence to 60
temporary redirection of 75
temporary redundancy of 50
temporary reflections of 90
temporary reformation of 68
temporary regressions in 101
temporary regressions of 40
temporary regressions to 82
temporary regulations as 484
temporary regulations by 63
temporary regulations do 310
temporary regulations in 504
temporary regulations is 215
temporary regulations of 273
temporary regulations on 542
temporary regulations or 132
temporary regulations the 48
temporary regulations to 539
temporary relaxations of 163
temporary reluctance of 44
temporary reluctance to 131
temporary renascence of 42
temporary renunciation of 836
temporary reoccupation of 105
temporary repository of 351
temporary requisition of 85
temporary reservation at 68
temporary reservation of 202
temporary reservoirs of 143
temporary residences at 64
temporary residences by 61
temporary residences in 381
temporary residences of 503
temporary residences on 83
temporary residences or 62
temporary residences to 51
temporary resignation as 40
temporary resignation in 52
temporary resignation of 551
temporary resignation to 46
temporary resistance by 48
temporary resistance in 77
temporary resistance of 162
temporary resistance to 883
temporary resolutions of 103
temporary resolutions to 61
temporary restitution of 107
temporary restoration in 139
temporary restoration is 604
temporary restoration of 3124
temporary restoration on 42
temporary restoration or 106
temporary restoration to 390
temporary restraints of 111
temporary restraints on 175
temporary restraints to 53
temporary restriction in 162
temporary restriction is 61
temporary restriction of 1459
temporary restriction on 603
temporary restriction or 72
temporary restriction to 82
temporary resurgence in 129
temporary resurgence of 695
temporary retardation in 277
temporary retardation of 642
temporary retardation or 55
temporary retirement as 186
temporary retirement at 286
temporary retirement by 83
temporary retirement he 67
temporary retirement in 615
temporary retirement is 50
temporary retirement of 1084
temporary retirement on 99
temporary retirement or 74
temporary retirement to 518
temporary sacrifices in 213
temporary sacrifices it 59
temporary sacrifices of 213
temporary sacrifices on 49
temporary sacrifices to 94
temporary sacrifices we 44
temporary scarcities of 69
temporary secondment of 140
temporary secondment to 191
temporary segregation in 75
temporary segregation of 279
temporary separations in 42
temporary separations of 128
temporary settlement as 228
temporary settlement at 320
temporary settlement by 137
temporary settlement in 880
temporary settlement is 105
temporary settlement of 2855
temporary settlement on 513
temporary settlement or 71
temporary settlement to 176
temporary shortcomings of 55
temporary shortfalls in 649
temporary shortfalls of 89
temporary sojourners at 54
temporary sojourners in 906
temporary sojourners on 58
temporary sojourners or 52
temporary sojourners to 53
temporary solidarity of 48
temporary standstill by 62
temporary standstill in 220
temporary standstill of 163
temporary standstill on 92
temporary stimulants to 49
temporary stimulation in 41
temporary stimulation is 63
temporary stimulation of 626
temporary stimulation or 41
temporary stimulation to 54
temporary storehouse of 91
temporary structures as 402
temporary structures at 204
temporary structures be 48
temporary structures by 67
temporary structures in 759
temporary structures is 173
temporary structures of 1202
temporary structures on 385
temporary structures or 398
temporary structures the 80
temporary structures to 655
temporary subdivision of 91
temporary subjugation by 57
temporary subjugation of 423
temporary subsidence of 456
temporary substitute at 55
temporary substitute in 178
temporary substitute is 102
temporary substitute of 117
temporary substitute or 154
temporary substitute to 209
temporary successors to 43
temporary superiority at 217
temporary superiority in 811
temporary superiority of 991
temporary superiority on 70
temporary superiority to 275
temporary supervision of 354
temporary supervisor of 70
temporary supplement to 275
temporary suppression by 88
temporary suppression in 155
temporary suppression is 43
temporary suppression of 4812
temporary suppression or 99
temporary surcharges on 73
temporary surrenders to 55
temporary suspensions in 94
temporary suspensions of 1489
temporary suspensions or 49
temporary sustenance to 50
temporary tabernacle in 44
temporary tabernacle of 59
temporary tendencies of 49
temporary termination of 669
temporary tracheotomy is 80
temporary translation of 81
temporary transports of 83
temporary turbulence in 44
temporary unification of 436
temporary university of 47
temporary usefulness as 51
temporary usefulness in 51
temporary usefulness of 112
temporary utilization of 241
temporary vocabulary we 44
temporary withdrawals of 223
temporizing concessions at 96
temporizing expedients of 171
temptation consequent on 80
temptation constantly to 71
temptation experience in 45
temptation immediately to 55
temptation impossible to 137
temptation narratives in 80
temptation persecuted me 63
temptation sufficient to 144
tenderest associations of 154
tenderest assurances of 87
tenderest attachment to 167
tenderest conscience in 54
tenderest endearments of 42
tenderest expressions of 667
tenderest sentiments of 622
tenderest solicitude in 138
tenderest solicitude of 77
tenderest solicitude the 46
tenderest solicitude to 53
tenements appertaining to 72
tenements contiguous to 63
tenements immediately of 55
tenements preferable to 48
tenements surrounded by 51
tentative acceptance as 85
tentative acceptance by 156
tentative acceptance if 106
tentative acceptance in 86
tentative acceptance is 55
tentative acceptance of 2216
tentative acceptance or 136
tentative acceptance to 136
tentative adaptations to 48
tentative adjustment of 135
tentative adjustment to 89
tentative affirmation of 133
tentative agreements in 67
tentative agreements on 280
tentative agreements to 168
tentative allocations of 125
tentative allocations to 47
tentative appearances in 90
tentative application of 723
tentative application to 150
tentative appraisals of 80
tentative appreciation of 79
tentative approaches by 69
tentative approaches in 100
tentative approaches of 144
tentative approaches to 1800
tentative arrangement is 47
tentative arrangement of 546
tentative arrangement to 157
tentative assessment is 145
tentative assessment of 2099
tentative assignment is 111
tentative assignment of 1390
tentative assignment to 252
tentative assumptions as 93
tentative assumptions of 68
tentative attachment to 80
tentative attribution of 290
tentative attribution to 491
tentative boundaries of 123
tentative calculation of 302
tentative categories of 84
tentative chronology is 40
tentative chronology of 516
tentative combination of 179
tentative commitment by 54
tentative commitment is 48
tentative commitment of 96
tentative commitment on 69
tentative commitment to 1105
tentative comparison of 405
tentative composition of 67
tentative computation of 116
tentative conceptions of 53
tentative concessions to 57
tentative conclusions as 2927
tentative conclusions at 229
tentative conclusions by 245
tentative conclusions do 103
tentative conclusions he 80
tentative conclusions in 873
tentative conclusions is 153
tentative conclusions it 71
tentative conclusions of 1513
tentative conclusions on 1842
tentative conclusions or 278
tentative conclusions so 128
tentative conclusions the 109
tentative conclusions to 1209
tentative conclusions we 295
tentative confidence in 98
tentative connections to 57
tentative correlation is 129
tentative correlation of 709
tentative criticisms of 79
tentative declaration of 134
tentative definitions of 550
tentative description of 1845
tentative designation of 126
tentative discussions in 40
tentative discussions of 166
tentative discussions on 61
tentative disposition of 84
tentative elaboration of 125
tentative elucidation of 48
tentative employment of 96
tentative enumeration of 59
tentative evaluations of 154
tentative examination of 486
tentative experience of 72
tentative experiment as 41
tentative experiment in 485
tentative experiment of 72
tentative experiment to 82
tentative explanation as 225
tentative explanation by 64
tentative explanation in 135
tentative explanation is 1155
tentative explanation of 5623
tentative explanation or 232
tentative explanation to 149
tentative explanation we 44
tentative exploration in 88
tentative exploration of 2211
tentative expressions of 474
tentative formulation in 73
tentative formulation is 68
tentative formulation of 1882
tentative foundations of 45
tentative guidelines in 46
tentative guidelines on 40
tentative guidelines to 94
tentative impressions of 120
tentative inclination to 42
tentative indications of 622
tentative indicators of 148
tentative inferences as 156
tentative inferences to 40
tentative information is 40
tentative information on 151
tentative initiatives in 48
tentative instrument of 43
tentative integration of 117
tentative invitations to 52
tentative measurement of 58
tentative observation of 57
tentative philosophy of 130
tentative postulation of 44
tentative predictions as 70
tentative predictions of 151
tentative principles of 263
tentative projections of 157
tentative proposition is 43
tentative proposition of 51
tentative proposition to 65
tentative reappraisal of 41
tentative recognition in 42
tentative recognition of 465
tentative recognition to 71
tentative references to 124
tentative reflections on 192
tentative resolutions of 57
tentative restoration of 262
tentative settlement at 49
tentative settlement in 105
tentative settlement is 53
tentative settlement of 330
tentative settlement on 46
tentative settlement to 71
tentative speculation as 124
tentative speculation is 42
tentative statements as 54
tentative statements in 88
tentative statements of 505
tentative statements on 70
tentative statements or 45
tentative statements to 62
tentative structures of 90
tentative subdivision of 112
tentative suggestions as 2051
tentative suggestions at 47
tentative suggestions by 74
tentative suggestions in 428
tentative suggestions of 915
tentative suggestions on 330
tentative suggestions or 61
tentative suggestions to 468
tentative trajectory of 67
tentative translation is 67
tentative translation of 643
tenuously controlled by 70
tenuously maintained by 56
terminals accessible to 98
terminals appropriate to 72
terminals constitute an 56
terminals constitute the 71
terminals controlled by 142
terminals correspond to 204
terminals designated as 60
terminals designated by 50
terminals determines the 58
terminals identified as 63
terminals identified by 54
terminals maintained at 50
terminals maintained by 56
terminals multiplied by 76
terminals regardless of 205
terminals representing the 93
terminals represents the 64
terminals sufficient to 64
terminals surrounded by 68
terminate abnormally if 53
terminate abnormally or 49
terminate absolutely in 44
terminate assistance to 199
terminate completely in 61
terminate completely the 144
terminate employment at 472
terminate employment by 134
terminate employment if 67
terminate employment in 184
terminate employment is 108
terminate employment of 320
terminate employment on 152
terminate employment or 181
terminate employment to 74
terminate eventually in 242
terminate expectation on 54
terminate externally in 169
terminate frequently in 60
terminate immediately if 169
terminate immediately in 135
terminate immediately on 116
terminate immediately or 60
terminate immediately the 187
terminate internally in 60
terminate investment in 56
terminate membership in 224
terminate membership of 115
terminate negotiations at 49
terminate negotiations on 43
terminate publication of 59
terminate regardless of 71
terminate separately in 168
terminate translation at 62
terminate translation of 62
terminate ultimately in 303
terminating apparently in 45
terminating assistance to 76
terminating computation of 130
terminating employment at 44
terminating employment by 55
terminating employment in 70
terminating employment is 84
terminating employment of 162
terminating employment on 42
terminating employment or 82
terminating eventually in 147
terminating externally in 219
terminating frequently in 155
terminating immediately in 44
terminating internally in 115
terminating membership in 95
terminating resistance at 84
terminating resistance in 47
terminating resistance is 551
terminating resistance of 265
terminating ultimately in 185
terrified congregation of 145
terrified exclamation of 140
terrified expectation of 181
terrified expressions of 106
terrified expressions on 237
terrified fascination as 55
terrified fascination at 40
terrified friendship of 96
terrified generations of 150
terrified imagination is 43
terrified imagination of 862
terrified recognition of 92
terrified spectators of 227
terrified spectators on 85
territory accessible by 49
territory accessible to 279
territory acquisition in 55
territory appertaining to 579
territory applicable to 46
territory apportioned to 147
territory approached the 67
territory appropriate to 63
territory attractive to 49
territory attributed to 184
territory boundaries by 51
territory boundaries in 69
territory boundaries of 97
territory boundaries to 46
territory calculated to 87
territory categories of 47
territory classified as 251
territory comparable in 110
territory comparable to 280
territory complained of 53
territory consequent on 47
territory considered as 296
territory considered by 146
territory considered in 65
territory considered to 187
territory constitute the 88
territory constituting the 585
territory contiguous to 3342
territory contribute to 40
territory controlled at 40
territory controlled by 13809
territory controlled or 66
territory controlled the 56
territory correspond to 54
territory culminated in 80
territory cultivated by 112
territory demarcated by 179
territory designated as 1173
territory designated by 521
territory designated in 183
territory designated on 95
territory designated to 66
territory determined by 156
territory determined the 54
territory determined to 44
territory determines the 148
territory devastated by 222
territory discovered by 482
territory discovered in 49
territory distracted by 77
territory encompassing the 289
territory encouraged the 60
territory equivalent in 115
territory equivalent to 455
territory eventually to 63
territory frequented by 145
territory garrisoned by 69
territory guaranteed by 162
territory guaranteed to 267
territory guarantied to 104
territory identified as 66
territory identified by 95
territory identified in 107
territory immediately in 109
territory immediately to 584
territory influenced by 126
territory innervated by 178
territory maintained by 53
territory management is 167
territory originally in 58
territory ostensibly to 45
territory penetrated by 104
territory prescribed by 113
territory recognized as 748
territory recognized by 287
territory recognized the 48
territory regardless of 893
territory representing the 90
territory represents an 72
territory represents the 179
territory restricted to 74
territory stipulated in 41
territory subjugated by 106
territory subsequent to 78
territory sufficient to 690
territory supervised by 75
territory surrounded by 963
territory surrounded on 68
territory surrounded the 89
territory undermined the 49
territory undertaken by 70
territory unexplored by 60
territory unoccupied by 340
territory vulnerable to 115
terrorism activities in 106
terrorism assistance to 51
terrorism attributed to 137
terrorism conference in 73
terrorism culminated in 62
terrorism instigated by 83
terrorism legislation in 274
terrorism legislation is 111
terrorism legislation on 45
terrorism legislation to 69
terrorism originated in 55
terrorism regardless of 153
terrorism represents an 68
terrorism represents the 116
terrorism undermines the 52
terrorism undertaken by 88
terrorist acquisition of 246
terrorist activities as 1376
terrorist activities at 293
terrorist activities by 1204
terrorist activities he 49
terrorist activities if 44
terrorist activities in 9351
terrorist activities is 620
terrorist activities of 4935
terrorist activities on 861
terrorist activities or 1180
terrorist activities so 52
terrorist activities the 94
terrorist activities to 905
terrorist atrocities in 311
terrorist atrocities of 200
terrorist connections in 59
terrorist conspiracy in 91
terrorist conspiracy to 94
terrorist destruction of 347
terrorist determined to 44
terrorist employment of 68
terrorist facilities in 217
terrorist government in 57
terrorist government of 92
terrorist guerrillas in 73
terrorist implicated in 40
terrorist insurgency in 68
terrorist legislation in 256
terrorist legislation is 68
terrorist legislation of 68
terrorist legislation to 71
terrorist operatives in 119
terrorist phenomenon in 74
terrorist phenomenon is 44
terrorist propaganda in 44
terrorist strongholds in 78
terrorist supporters in 43
terrorist suppression of 42
terrorist techniques in 72
terrorist techniques of 48
terrorist techniques to 46
terrorizing activities of 53
testament attributed to 83
testament instituted leo 69
testicles correspond to 43
testified abundantly to 74
testified attachment to 81
testified beforehand of 355
testified beforehand the 2543
testified constantly by 112
testified definitely as 44
testified eloquently to 803
testified essentially as 44
testified experience of 48
testified frequently in 76
testified frequently on 59
testified personally to 52
testified positively to 169
testified powerfully to 101
testified vigorously in 60
testifies abundantly to 352
testifies convincingly to 123
testifies eloquently to 2960
testifies explicitly to 169
testifies implicitly to 101
testifies indirectly to 330
testifies positively to 155
testifies powerfully to 209
testimony accessible to 54
testimony accompanying the 128
testimony admissible as 70
testimony admissible at 45
testimony admissible if 53
testimony admissible in 205
testimony admissible on 88
testimony admissible to 165
testimony applicable to 90
testimony attributed to 175
testimony calculated to 150
testimony complained of 148
testimony conflicted as 84
testimony considered as 189
testimony considered by 41
testimony considered in 148
testimony emphasized the 151
testimony emphasizes the 71
testimony equivalent to 59
testimony establishing the 703
testimony highlights the 110
testimony illustrate the 64
testimony illustrating the 44
testimony implicated the 59
testimony influenced by 64
testimony influenced the 71
testimony introduced at 388
testimony introduced by 836
testimony introduced in 651
testimony introduced on 346
testimony introduced to 169
testimony prejudicial to 57
testimony regardless of 211
testimony reinforced the 63
testimony reinforces the 58
testimony represents the 131
testimony represents to 42
testimony reproduced in 172
testimony strengthened the 41
testimony sufficient in 44
testimony sufficient to 1173
testimony summarized in 72
testimony supportive of 58
testimony undermines the 47
textbooks appropriate to 104
textbooks constitute the 59
textbooks contribute to 133
textbooks emphasized the 129
textbooks illustrate the 89
textbooks influenced by 58
textbooks introduced in 253
textbooks perpetuate the 54
textbooks prescribed by 296
textbooks prescribed in 108
textbooks referenced in 52
textbooks representing the 59
textually reproduced in 195
thankfully acquiesced in 126
thankfully celebrated in 47
thankfully recognized the 44
thankfully remembered by 125
thankfully remembered the 56
thanksgiving appropriate to 68
thanksgiving celebrated by 48
thanksgiving celebrated in 59
thanksgiving celebration in 123
thanksgiving celebration of 125
thanksgiving pilgrimage to 126
thanksgiving proclaimed by 63
thanksgiving sacrifices to 49
theatricals representing the 40
themselves abominable by 73
themselves absolutely as 99
themselves absolutely at 200
themselves absolutely in 231
themselves absolutely no 50
themselves absolutely of 63
themselves absolutely the 52
themselves absolutely to 1369
themselves abundantly in 138
themselves abundantly to 93
themselves accelerate the 63
themselves acceptable as 175
themselves acceptable by 105
themselves acceptable in 290
themselves acceptable to 2772
themselves acceptably in 45
themselves acceptably to 50
themselves accessible to 1350
themselves accomplish the 235
themselves accurately as 185
themselves accurately in 254
themselves accurately of 67
themselves accurately on 129
themselves accurately or 44
themselves accurately to 167
themselves accustomed to 935
themselves acquainted at 78
themselves acquainted by 80
themselves acquiesced in 182
themselves activities of 46
themselves adaptations of 133
themselves adequately as 48
themselves adequately at 69
themselves adequately by 163
themselves adequately in 889
themselves adequately of 72
themselves adequately on 158
themselves adequately or 130
themselves adequately to 735
themselves administer it 41
themselves administer the 307
themselves admissible as 59
themselves admissible in 82
themselves advertised as 47
themselves aggravated by 91
themselves aggravated the 50
themselves aggregates of 213
themselves answerable in 48
themselves answerable to 596
themselves anticipate the 175
themselves apparently as 114
themselves apparently do 161
themselves apparently in 112
themselves apparently no 216
themselves apparently of 85
themselves apparently on 43
themselves apparently so 93
themselves apparently the 44
themselves apparently to 57
themselves applicable to 124
themselves appointees of 52
themselves appreciated the 276
themselves approached by 259
themselves approached the 277
themselves approached to 68
themselves appropriate the 94
themselves appropriate to 117
themselves appropriating the 212
themselves architects of 110
themselves architects or 52
themselves articulate in 48
themselves articulate the 118
themselves associations of 58
themselves astonished at 581
themselves astonished by 55
themselves astonished to 52
themselves attenuated by 56
themselves attractive as 149
themselves attractive by 225
themselves attractive in 262
themselves attractive or 80
themselves attractive to 2311
themselves attributed it 70
themselves attributed the 464
themselves attributed to 411
themselves attributes of 103
themselves authorities in 188
themselves authorities on 387
themselves autonomous in 61
themselves beautifully as 42
themselves beautifully in 98
themselves beautifully to 710
themselves beforehand as 56
themselves beforehand by 187
themselves beforehand in 119
themselves beforehand of 154
themselves beforehand on 54
themselves beforehand the 40
themselves beforehand to 763
themselves behindhand in 53
themselves beleaguered by 202
themselves beleaguered in 45
themselves bewildered by 484
themselves bewildered in 204
themselves blameworthy in 55
themselves blindsided by 62
themselves brilliantly in 126
themselves brilliantly on 51
themselves brutalized by 63
themselves burdensome to 41
themselves buttressed by 50
themselves calculated the 43
