wading bird found in 114
were kept moist by 289
were kept moist in 81
were kept naked in 88
were kept neatly in 40
were kept quiet by 658
were kept quiet in 52
were kept running at 87
were kept running by 109
were kept running in 91
were kept running on 53
were kept running to 125
were kept sealed in 93
were kept short by 80
were kept short of 271
were kept short to 67
were kept showing the 57
were kept small by 92
were kept small in 104
were kept small so 111
were kept small to 160
were kept steady at 41
were kept steady by 127
were kept steady to 112
were kept still in 74
were kept sweet by 43
were kept tight by 48
were kept track of 182
were kept under an 287
were kept under as 114
were kept under by 544
were kept under my 41
were kept under the 6575
were kept until it 85
were kept until the 1323
were kept waiting an 159
were kept waiting as 41
were kept waiting at 469
were kept waiting by 155
were kept waiting in 1328
were kept waiting on 412
were kept waiting so 254
were kept waiting the 64
were kept waiting to 64
were kept where the 62
were kept while the 100
were kept within an 45
were kept within the 3741
were kept working at 177
were kept working in 90
were kept working on 78
were kids growing up 659
were kids playing in 79
were kind about it 94
were kind gifts of 89
were kind hearts to 55
were kind people in 41
were laid about by 86
were laid about the 375
were laid above it 90
were laid above the 137
were laid after the 375
were laid aside as 1268
were laid aside at 281
were laid aside by 580
were laid aside in 798
were laid aside on 163
were laid aside or 60
were laid aside the 68
were laid aside to 340
were laid below the 99
were laid beneath it 159
were laid beneath the 460
were laid claim to 145
were laid close to 276
were laid either in 70
were laid either on 55
were laid first by 40
were laid hands on 91
were laid neatly in 60
were laid neatly on 75
were laid right on 41
were laid round the 187
were laid siege to 59
were laid since my 63
were laid under an 461
were laid under it 44
were laid under no 43
were laid under the 2284
were laid until the 90
were laid waste as 163
were laid waste at 61
were laid waste by 2583
were laid waste in 344
were laid waste on 44
were laid waste or 51
were laid waste to 102
were laid where the 64
were laid while he 52
were laid while the 144
were laid within the 427
were last fixed in 65
were last heated to 151
were last known to 332
were last night at 615
were last night in 118
were last night so 352
were last night to 45
were last working on 64
were late getting in 212
were late getting the 78
were late getting to 813
were late getting up 100
were late reaching the 48
were laying about the 58
were laying aside the 80
were laying claim to 1403
were laying every thing 69
were laying hands on 340
were laying mines in 112
were laying plans to 692
were laying siege to 2614
were laying under the 55
were laying waste the 1532
were laying waste to 361
were leading alike to 45
were leading jesus to 47
were leading lives of 377
were leading people in 91
were leading people to 148
were leading russia to 40
were leaning close to 67
were leaping about in 124
were leaping about on 76
were leaping about the 101
were leaping above the 40
were least aware of 281
were least known to 41
were least liable to 223
were least prone to 120
were least thinking of 54
were least under the 65
were least willing to 722
were least worthy of 64
were least worthy to 40
were leaving after the 224
were leaving first thing 87
were leaving never to 41
were leaving paris in 43
were leaving under the 58
were leaving within the 63
were left about in 57
were left about the 257
were left above the 253
were left after he 69
were left after it 54
were left after so 43
were left after the 3242
were left after we 42
were left again in 79
were left again to 179
were left alive at 202
were left alive by 122
were left alive he 40
were left alive in 906
were left alive of 320
were left alive on 475
were left alive to 692
were left alone as 1044
were left alone at 1594
were left alone by 1451
were left alone he 374
were left alone if 65
were left alone in 12356
were left alone it 183
were left alone on 1939
were left alone or 156
were left alone so 238
were left alone the 355
were left alone to 8017
were left alone we 111
were left aside as 59
were left aside by 64
were left aside in 161
were left began to 187
were left below the 100
were left beneath the 110
were left blank at 51
were left blank by 146
were left blank in 343
were left blank on 113
were left blank or 147
were left blank so 131
were left blank to 159
were left blind or 45
were left bobbing in 48
were left bound to 47
were left burning in 241
were left burning on 126
were left burning to 225
were left close by 46
were left close to 98
were left could be 104
were left dangling in 471
were left dangling on 112
were left either in 82
were left either on 47
were left either to 301
were left empty as 105
were left empty by 158
were left empty in 118
were left empty of 44
were left empty to 62
were left feeling as 94
were left found the 61
were left freer to 48
were left groping in 58
were left holding an 91
were left holding the 1473
were left liable to 53
were left looking at 503
were left loose in 82
were left loose to 57
were left might be 70
were left naked in 117
were left naked on 50
were left naked to 250
were left piled in 104
were left piled up 64
were left plain or 75
were left quite in 60
were left quite to 79
were left rather to 52
were left resting on 51
were left rotting in 190
were left rotting on 119
were left round the 60
were left running in 40
were left short of 204
were left sitting at 122
were left sitting in 395
were left sitting on 459
were left staring at 581
were left still in 70
were left still to 59
were left stuck in 81
were left talking to 53
were left tried to 78
were left under my 56
were left under no 97
were left under the 4399
were left until the 1082
were left vague by 41
were left vague in 86
were left waiting at 107
were left waiting in 200
were left waiting on 66
were left waiting to 44
were left wanting to 42
were left where he 46
were left where it 60
were left where the 401
were left where we 45
were left while the 93
were left within the 940
were left working in 43
were left would be 405
were lent money to 55
were less about the 316
were less acute in 176
were less adept at 444
were less adept in 64
were less after the 45
were less alert to 77
were less alien to 91
were less alike in 77
were less alive to 144
were less aware of 2138
were less based on 48
were less biased in 56
were less blind to 50
were less bound by 614
were less bound to 319
were less bound up 46
were less chary of 49
were less close to 289
were less cruel in 46
were less cruel to 123
were less dense in 59
were less drawn to 113
were less easily to 42
were less fatal to 157
were less fixed in 74
were less frank in 65
were less given to 875
were less happy at 71
were less happy in 354
were less happy to 130
were less harsh in 136
were less harsh on 52
were less known in 139
were less known or 46
were less known to 423
were less liable to 2611
were less liked by 94
were less loyal to 323
were less lucky in 68
were less money in 123
were less moved by 219
were less noble in 48
were less odious to 90
were less often in 381
were less often on 98
were less often the 218
were less often to 50
were less overt in 55
were less people in 103
were less people to 48
were less pleasing to 610
were less prone to 4384
were less proud of 134
were less quick to 290
were less rapid in 50
were less rigid in 549
were less sharp in 62
were less signs of 59
were less sparing of 49
were less stern in 69
were less strong in 242
were less taken up 71
were less timid in 57
were less tired at 57
were less toxic to 224
were less under the 687
were less upset by 159
were less vital to 114
were less vivid in 82
were less vocal in 120
were less willing or 226
were less willing to 11401
were less within the 46
were less worthy of 445
were lies spread by 54
were like after the 70
were like angels in 46
were like angels of 49
were like babes in 87
were like balls of 322
were like bands of 261
were like beasts in 64
were like beasts of 83
were like bills of 42
were like birds in 121
were like birds of 193
were like birds on 41
were like blows of 66
were like blows to 54
were like bolts of 68
were like bones in 61
were like cards in 57
were like cells in 45
were like chips of 470
were like claws on 42
were like coals in 47
were like coals of 251
were like coats of 60
were like cords of 112
were like crabs in 53
were like disks of 82
were like dreams to 48
were like drops of 473
were like ducks in 63
were like echoes of 108
were like flies in 195
were like flies on 56
were like frogs in 45
were like gleams of 41
were like growing up 107
were like heaven to 56
were like herds of 59
were like holding the 94
were like holes in 142
were like honey to 78
were like hours to 54
were like husks of 48
were like jelly as 54
were like knots in 289
were like lakes of 51
were like lamps in 46
were like lamps of 48
were like leaves in 60
were like leaves of 43
were like lines of 62
were like links in 61
were like looking at 56
were like lumps of 428
were like magic to 74
were like manna in 45
were like manna to 68
were like money in 114
were like music in 89
were like music to 790
were like never to 54
were like oases in 218
were like others in 63
were like others of 69
were like parts of 162
were like pawns in 52
were like pearls in 42
were like people in 311
were like people of 67
were like people on 76
were like people to 42
were like piles of 60
were like pools in 41
were like pools of 400
were like puffs of 55
were like putty in 157
were like rocks in 118
were like ropes of 41
were like sacks of 42
were like sheaths of 173
were like sheep in 137
were like ships in 118
were like signs of 40
were like slabs of 131
were like slits in 41
were like spots of 95
were like stars as 133
were like stars in 277
were like stars of 67
were like stars on 43
were like strings of 66
were like theirs in 42
were like thorns in 91
were like threads of 73
were like trees in 101
were like twins in 58
were like under the 93
were like walls of 103
were like water in 111
were like water on 93
were like water to 99
were like waves of 189
were like waves on 40
were like wells of 67
were like wisps of 69
were like women in 68
were like words in 51
were like works of 95
were like writing of 52
were living about the 161
were living above the 178
were living after the 196
were living again at 47
were living again in 190
were living alone as 107
were living alone at 206
were living alone by 77
were living alone in 784
were living alone on 125
were living alone or 391
were living apart at 182
were living apart by 94
were living apart in 102
were living below the 4996
were living beneath the 151
were living cheek by 86
were living close by 281
were living close to 924
were living daily in 42
were living either in 316
were living either on 41
were living lives of 455
were living might be 81
were living nearby at 45
were living nearby in 119
were living parts of 56
were living proof of 874
were living proof to 56
were living rather in 45
were living right at 60
were living right in 92
were living right on 125
were living right to 40
were living round the 50
were living still in 95
were living today he 433
were living today in 68
were living under an 363
were living under the 5182
were living until the 55
were living where the 81
were living while the 83
were living within an 74
were living within the 1562
were living would be 107
were losing favor in 41
were losing money as 236
were losing money at 316
were losing money by 264
were losing money in 465
were losing money on 1095
were losing money or 152
were losing money to 67
were losing people to 62
were losing power in 102
were losing power to 139
were losing sales to 87
were losing sight of 1101
were losing track of 129
were losing trade to 57
were losing trust in 41
were lost about the 94
were lost above the 78
were lost after the 1154
were lost again as 41
were lost again by 69
were lost again in 528
were lost again on 44
were lost again to 102
were lost below the 70
were lost beneath the 428
were lost either by 91
were lost either in 135
were lost either to 77
were lost later in 52
were lost never to 50
were lost sight of 9214
were lost since the 90
were lost track of 213
were lost under the 1228
were lost until the 273
were lost while he 143
were lost while in 162
were lost while on 81
were lost while the 385
were lost while we 41
were lost within the 592
were lost would be 48
were loud calls of 54
were loud claps of 53
were loud cries in 44
were loud cries of 1797
were loud threats of 92
were made about an 180
were made about as 40
were made about it 961
were made about me 192
were made about my 252
were made about the 20921
were made about us 59
were made above in 116
were made above the 369
were made above to 48
were made acute by 81
were made after an 418
were made after he 510
were made after it 324
were made after my 110
were made after the 18394
were made after we 58
were made again at 59
were made again by 114
were made again in 633
were made again on 45
were made again to 317
were made agile by 45
were made aimed at 100
were made alien by 41
were made alike by 108
were made alive by 101
were made alive in 82
were made alive to 106
were made appear to 109
were made aware at 83
were made aware by 503
were made aware in 151
were made aware of 18032
were made based on 12495
were made beasts of 48
were made began to 55
were made below the 454
were made beneath the 186
were made binding by 93
were made binding in 64
were made binding on 576
were made blind by 117
were made blind to 116
were made close by 50
were made close to 773
were made could be 296
were made daily at 245
were made daily by 243
were made daily in 226
were made daily of 46
were made daily on 150
were made daily or 61
were made daily to 228
were made dizzy by 100
were made drunk by 122
were made drunk on 44
were made dukes of 170
were made easier as 127
were made easier by 2314
were made easier in 108
were made easier to 360
were made either as 255
were made either at 421
were made either by 2596
were made either in 1460
were made either of 1603
were made either on 869
were made either to 1152
were made equal at 44
were made equal by 318
were made equal in 919
were made equal to 1947
were made final by 50
were made final in 159
were made first as 49
were made first at 139
were made first by 610
were made first in 642
were made first of 194
were made first on 211
were made first to 415
were made fools of 277
were made forms of 46
were made fully to 157
were made giddy by 42
were made green by 82
were made happy at 74
were made happy by 2083
were made happy in 413
were made happy on 40
were made heirs of 115
were made heirs to 52
were made heroes of 177
were made judge in 490
were made keeping in 76
were made keeping the 47
were made known as 197
were made known at 629
were made known by 2615
were made known in 3056
were made known it 104
were made known on 361
were made known the 363
were made known to 19239
were made large in 50
were made later as 108
were made later at 115
were made later by 859
were made later in 1134
were made later on 1112
were made later to 747
were made legal by 180
were made legal in 311
were made liable as 135
were made liable by 113
were made liable in 223
were made liable to 5679
were made light by 51
were made light of 423
were made longer by 70
were made looking to 289
were made lords of 173
were made merry by 174
were made might be 154
were made months in 67
were made nearer the 45
were made nearly as 248
were made often by 40
were made often in 69
were made parts of 365
were made party to 91
were made pending the 45
were made plain by 725
were made plain in 255
were made plain to 590
were made ports of 130
were made privy to 680
were made prize of 97
were made quite as 175
were made rather by 58
were made rather in 93
were made rather to 255
were made right at 117
were made right in 164
were made right on 104
were made right up 233
were made rigid by 99
were made round it 43
were made round the 280
were made safer by 52
were made seems to 125
were made sense of 108
were made serfs of 43
were made shall be 105
were made showing the 661
were made signs of 187
were made since it 66
were made since the 912
were made small by 52
were made small in 42
were made small to 81
were made smooth by 158
were made solid by 56
were made sorry in 68
were made sport of 74
were made strong by 2529
were made strong in 132
were made strong to 100
were made sweet by 92
were made tending to 119
were made tests of 54
were made thanks to 109
were made thereon by 48
were made tight by 112
were made today by 76
were made today to 62
were made tools of 133
were made twice as 623
were made twice in 124
were made twice or 56
were made under an 642
were made under as 144
were made under it 364
were made under king 73
were made under my 486
were made under no 43
were made under the 23418
were made uneasy by 1315
were made until an 53
were made until at 60
were made until in 85
were made until it 136
were made until the 4129
were made until we 42
were made valid by 135
were made valid in 45
were made varying the 98
were made viable by 43
were made vivid by 96
were made vivid to 68
were made vocal by 86
were made wards in 57
were made wards of 596
were made wealthy by 86
were made weeks in 83
were made where it 121
were made where the 868
were made which at 46
were made which do 53
were made which he 202
were made which in 224
were made which it 187
were made which the 394
were made which to 42
were made which we 139
were made while at 60
were made while he 863
were made while in 142
were made while it 135
were made while on 85
were made while the 3580
were made while we 126
were made whole by 143
were made wider at 53
were made willing to 320
were made within an 262
were made within it 78
were made within or 56
were made within the 9281
were made worse as 141
were made worse by 9464
were made worse in 381
were made worthy of 118
were made worthy to 85
were made would be 590
were made yearly in 52
were made yearly to 65
were making about it 42
were making about me 56
were making about the 600
were making after the 56
were making bombs in 64
were making calls to 50
were making close to 108
were making could be 63
were making faces at 383
were making films in 106
were making fools of 764
were making gains at 58
were making gains in 248
were making haste to 546
were making havoc in 70
were making havoc of 194
were making holes in 114
were making homes in 45
were making jokes at 54
were making known the 109
were making known to 97
were making light of 364
were making lists of 146
were making loans to 200
were making marks on 50
were making merry at 349
were making merry in 822
were making merry on 155
were making money as 236
were making money at 255
were making money by 552
were making money in 537
were making money on 489
were making money or 110
were making money so 147
were making money to 44
were making moves to 153
were making music at 70
were making music in 165
were making music on 41
were making noise in 86
were making notes of 77
were making notes on 95
were making parts of 64
were making piles of 105
were making plans in 98
were making plans of 120
were making plans on 55
were making plans to 4997
were making punch in 48
were making quite an 40
were making raids in 58
were making raids on 279
were making search in 60
were making search to 58
were making sense of 375
were making sense to 86
were making signs of 86
were making signs to 333
were making sport of 787
were making tools of 72
were making trips to 179
were making twice as 101
were making under the 157
were making waves in 78
were making within the 49
were making would be 158
were male while the 50
were many about the 225
were many acres of 339
were many added to 46
were many after the 100
were many angles to 75
were many arabs in 61
were many bales of 64
were many bands of 250
were many bends in 56
were many birds in 194
were many birds of 111
were many birds on 60
were many boats in 67
were many boats of 45
were many boats on 106
were many bonds of 58
were many bones of 148
were many books in 584
were many books of 342
were many books on 461
were many books to 87
were many boxes of 143
were many breaks in 144
were many calls of 55
were many calls on 183
were many calls to 216
were many camps in 40
were many canoes on 72
were many cases in 3305
were many cases of 8768
were many cases on 80
were many cases to 76
were many caves in 120
were many cells in 50
were many clubs in 58
were many clues to 53
were many cries of 357
were many debts to 42
were many deeds of 195
were many doors in 62
were many doors on 44
were many doors to 86
were many drops of 107
were many echoes of 183
were many evils in 103
were many evils to 62
were many faces at 41
were many faces he 42
were many faces to 54
were many facts in 45
were many facts to 75
were many farms in 71
were many fewer in 207
were many fewer of 94
were many fires in 122
were many firms in 94
were many flaws in 302
were many flies in 58
were many fords on 49
were many forms of 1928
were many forms to 45
were many found to 47
were many games in 40
were many games of 47
were many giants in 59
were many gifts of 82
were many gifts to 43
were many girls at 56
were many girls in 297
were many girls of 90
were many growing in 63
were many hands at 40
were many hands on 50
were many hands to 246
were many heathen in 40
were many herds of 239
were many heroes in 126
were many heroes of 100
were many hills in 41
were many hills to 43
were many hints in 57
were many hints of 89
were many holes in 405
were many homes in 133
were many hours in 264
were many hours of 613
were many hours or 44
were many hours to 111
were many idols in 75
were many idols of 74
were many irish in 91
were many items in 135
were many items of 355
were many items on 101
were many items to 58
were many kinds of 7228
were many lakes in 69
were many lamps in 161
were many lines in 115
were many lines of 291
were many loads of 46
were many lords in 54
were many lords of 74
were many marks of 295
were many miles in 197
were many miles of 557
were many miles on 197
were many miles to 292
were many mills in 42
were many mines in 77
were many mines of 73
were many modes of 185
were many monks in 66
were many months in 215
were many months of 337
were many mouths to 589
were many names in 70
were many names of 167
were many names on 68
were many nests in 70
were many nests of 115
were many notes in 40
were many notes of 63
were many others as 1122
were many others at 372
were many others by 63
were many others he 155
were many others in 3596
were many others of 2819
were many others on 414
were many others to 646
were many others we 50
were many pages in 73
were many pages of 194
were many pairs of 338
were many parts in 70
were many parts of 1561
were many parts to 114
were many people at 1290
were many people he 139
were many people in 9416
were many people no 57
were many people of 1295
were many people on 3001
were many people to 760
were many people we 45
were many piles of 217
were many plans to 97
were many plots to 50
were many poles in 83
were many pools of 92
were many ports of 43
were many races in 68
were many races of 46
were many raids on 47
were many ranks of 50
were many risks in 61
were many risks to 59
were many roads in 78
were many roads to 396
were many robes of 73
were many rocks in 94
were many rocks to 58
were many rolls of 67
were many rooms in 308
were many rooms to 46
were many ruins of 48
were many rules in 57
were many rules of 67
were many rules to 94
were many sacks of 46
were many sales of 70
were many scars on 58
were many scions of 47
were many scots in 70
were many sects in 44
were many sects of 100
were many seeds of 84
were many sheep in 63
were many ships at 104
were many ships in 259
were many ships of 114
were many shops in 94
were many shops of 49
were many shops on 41
were many shots of 61
were many sides of 64
were many sides to 635
were many sighs of 64
were many signs in 264
were many signs of 4091
were many signs on 43
were many signs to 136
were many sites in 40
were many sites of 47
were many slain on 99
were many sorts of 746
were many souls in 64
were many spies in 75
were many spots in 74
were many spots of 51
were many spots on 82
were many springs in 55
were many springs of 94
were many stars in 144
were many staying to 107
were many steps in 86
were many steps on 50
were many steps to 130
were many still in 145
were many strings of 75
were many strings to 40
were many suits in 45
were many suits on 67
were many tales of 601
were many tasks to 176
were many tents of 42
were many terms in 46
were many threats of 159
were many threats to 96
were many times as 1340
were many times at 126
were many times he 339
were many times in 1425
were many times it 49
were many times of 208
were many times on 147
were many times the 818
were many times to 41
were many times we 252
were many tombs of 81
were many towns in 237
were many towns of 84
were many trees in 197
were many trees of 113
were many trees on 136
were many trials in 61
were many trials of 59
were many trips to 245
were many turns in 54
were many types of 2952
were many under the 89
were many units of 71
were many veins of 44
were many views as 42
were many views of 68
were many views on 62
were many waiting to 166
were many waves of 53
were many weeks in 102
were many weeks of 135
were many wells in 45
were many where the 43
were many which he 84
were many which the 86
were many whigs in 89
were many willing to 285
were many within the 662
were many wives of 44
were many women as 257
were many women at 348
were many women in 1764
were many women of 541
were many women on 122
were many women to 108
were many words he 45
were many words in 231
were many words of 145
were many words to 59
were many works by 93
were many works in 73
were many works of 284
were many works on 133
were many wreaths of 48
were many wrongs to 45
were many yards of 70
were many youths of 109
were maps drawn of 47
were maps showing the 83
were mary queen of 80
were meant either to 92
were meant first of 48
were meant never to 65
were meant quite as 52
were meant rather to 117
were mere babes in 100
were mere balls of 45
were mere bands of 78
were mere beasts of 110
were mere birds of 156
were mere dreams of 58
were mere drops in 148
were mere echoes of 282
were mere flour or 48
were mere foils to 77
were mere folly to 58
were mere forms of 149
were mere hearings of 47
were mere holes in 204
were mere lists of 85
were mere lumps of 70
were mere names in 51
were mere names to 174
were mere parts of 112
were mere pawns in 758
were mere pawns of 140
were mere pawns on 87
were mere pawns to 47
were mere piles of 105
were mere puffs of 57
were mere signs of 65
were mere slips of 43
were mere slits as 66
were mere slits in 284
were mere slits of 112
were mere sport in 104
were mere tools in 391
were mere tools of 628
were mere tools to 59
were mere tyros in 83
were mere waste of 211
were mere wisps of 66
were mere words of 306
were mere words to 115
were mere works of 40
were mild cases of 71
were mild forms of 88
were mine alone to 71
were mining below the 73
were mining under the 47
were moping about in 68
were more about the 685
were more acres of 54
were more acute at 41
were more acute in 432
were more adept at 3953
were more adept in 324
were more after the 178
were more aimed at 114
were more alert in 134
were more alert to 739
were more alien to 228
were more alike in 740
were more alike on 80
were more alive in 83
were more alive to 1203
were more amusing to 123
were more awake to 77
were more aware of 11382
were more based on 169
were more basic in 49
were more basic to 91
were more biased in 53
were more binding on 42
were more birds in 111
were more blunt in 100
were more books in 268
were more books of 66
were more books on 166
were more books to 86
were more bound by 151
were more bound to 352
were more bound up 272
were more brave or 51
were more calls to 55
were more cases in 180
were more cases of 1247
were more chary of 194
were more civil to 139
were more close to 132
were more cries of 168
were more cruel in 90
were more cruel or 63
were more cruel to 135
were more deadly in 42
were more deadly to 94
were more dense in 102
were more drawn to 516
were more easily or 44
were more easily to 265
were more equal in 379
were more equal to 186
were more exact in 218
were more exact to 47
were more farms in 64
were more fatal to 434
were more feared by 168
were more fires in 43
were more fitting to 136
were more fixed by 71
were more fixed in 116
were more fixed on 50
were more fleet of 42
were more fluid in 132
were more fools or 76
were more forms of 56
were more forms to 49
were more frank in 150
were more fully in 100
were more fully to 61
were more galling to 69
were more geared to 242
were more girls in 205
were more given to 2097
were more goods in 71
were more goods to 81
were more grave in 47
were more grown up 355
were more hairy in 57
were more hands to 133
were more happy in 491
were more happy to 79
were more harsh in 56
were more healthy in 61
were more hearty in 54
were more holes in 265
were more hours in 429
were more hours of 141
were more human in 84
were more irish in 80
were more kinds of 513
were more known to 129
were more lacking in 67
were more lasting in 63
were more leery of 54
were more level to 52
were more liable to 3558
were more light in 55
were more liked by 67
were more lines in 86
were more lines of 72
were more lines on 118
were more local in 274
were more loose in 79
were more loved by 59
were more loyal in 49
were more loyal or 62
were more loyal to 2568
were more lucky at 77
were more males in 122
were more miles of 212
were more mixed in 294
were more mixed up 130
were more money in 135
were more money to 50
were more months of 69
were more moral in 65
were more mouths to 610
were more moved at 58
were more moved by 447
were more moved to 42
were more muted in 194
were more naive in 41
were more names on 55
were more nearly at 95
were more nearly in 665
were more nearly of 233
were more nearly on 354
were more nearly so 49
were more nearly the 470
were more noble in 99
were more noted as 83
were more novel in 44
were more odious to 267
were more often an 156
were more often at 830
were more often by 100
were more often in 4456
were more often of 726
were more often on 1112
were more often so 40
were more often the 2762
were more often to 607
were more overt in 128
were more pages of 48
were more parts of 57
were more people at 481
were more people in 3457
were more people of 402
were more people on 2175
were more people to 924
were more people up 45
were more piles of 89
were more pleasing in 68
were more pleasing to 1123
were more prone to 15427
were more proud of 338
were more quick to 174
were more quiet in 50
were more rapid at 73
were more rapid in 595
were more right in 75
were more rigid in 509
were more rooms in 62
were more ruddy in 262
were more rural in 63
were more senior in 57
were more sheep in 80
were more ships in 89
were more ships to 55
were more shots of 62
were more sides to 79
were more signs of 945
were more sober in 86
were more social in 140
were more solid in 79
were more soothing to 46
were more sound in 41
were more sparing in 246
were more sparing of 179
were more stars in 140
were more steady in 60
were more steps to 64
were more strong in 60
were more taken by 101
were more taken up 359
were more tardy in 140
were more threats of 56
were more timid in 52
were more timid or 53
were more tired of 84
were more toxic in 53
were more toxic to 549
were more trees in 110
were more trees on 71
were more trees to 87
were more trials in 49
were more trips to 101
were more truly in 76
were more truly the 154
were more tuned in 164
were more tuned to 67
were more types of 120
were more under the 992
were more unfit to 145
were more upset at 93
were more upset by 558
were more urban in 84
were more usual in 243
were more vague in 65
were more valid in 55
were more vital in 57
were more vital to 387
were more vivid in 132
were more vivid to 128
were more vocal in 488
were more vocal on 49
were more votes in 89
were more votes to 63
were more wanting in 110
were more willing in 45
were more willing or 71
were more willing to 29473
were more within my 43
were more within the 369
were more women at 71
were more women in 1308
were more women of 83
were more women on 126
were more women to 68
were more words in 65
were more words of 48
were more words to 68
were more works of 94
were more worthy of 3442
were more worthy the 60
were more worthy to 460
were most acute at 72
were most acute in 748
were most adept at 848
were most adept in 61
were most after the 60
were most alert to 85
were most alien to 100
were most alike in 211
were most alive to 191
were most amusing to 129
were most aware of 1349
were most bound to 252
were most civil to 44
were most close to 55
were most cruel in 41
were most cruel to 88
were most dense in 114
were most drawn to 189
were most easily to 143
were most exact in 60
were most fatal to 153
were most feared by 137
were most galling to 54
were most given to 165
were most glaring in 63
were most happy at 65
were most happy in 191
were most happy to 1095
were most hated by 159
were most hated in 45
were most hearty in 68
were most jovial at 41
were most kinds of 68
were most knave or 85
were most lacking in 266
were most liable to 1267
were most liked by 88
were most loved by 63
were most loyal in 57
were most loyal to 720
were most moved by 118
were most moved to 40
were most nearly in 92
were most noted in 60
were most odious to 125
were most often an 42
were most often at 212
were most often in 2231
were most often of 537
were most often on 412
were most often the 2555
were most often to 327
were most others in 51
were most parts of 42
were most people in 198
were most people of 65
were most pleasing to 608
were most prone to 1585
were most proud of 910
were most proud to 64
were most rapid in 157
were most rigid in 45
were most sorry to 55
were most strong in 62
were most sweet to 43
were most taken by 86
were most toxic to 51
were most truly the 41
were most under the 238
were most uneasy at 53
were most uneasy to 77
were most unfit to 51
were most upset at 89
were most upset by 369
were most vital in 56
were most vital to 327
were most vivid in 79
were most vocal in 878
were most vocal on 64
were most wanting in 140
were most willing to 3090
were most women of 41
were most worthy of 1345
were most worthy to 329
were moving about as 460
were moving about at 199
were moving about in 3699
were moving about it 105
were moving about me 56
were moving about on 910
were moving about or 61
were moving about so 128
were moving about the 2795
were moving about to 86
were moving above the 60
were moving again at 164
were moving again in 95
were moving apart in 40
were moving beneath the 126
were moving close to 252
were moving nearer to 122
were moving round in 94
were moving round the 390
were moving round to 93
were moving under the 477
were moving within the 241
were much about as 57
were much about the 693
were much above the 1407
were much added to 44
were much after the 176
were much aided by 519
were much aided in 106
were much alike as 125
were much alike at 53
were much alike in 5112
were much alike to 109
were much alive in 58
were much alive to 120
were much apart in 52
were much aware of 409
were much below the 1871
were much bound to 50
were much bound up 61
were much cowed at 41
were much dearer to 164
were much drawn to 195
were much dried up 57
were much easier in 119
were much easier on 104
were much easier to 6799
were much feared as 86
were much feared by 402
were much feared in 125
were much fewer in 1433
were much finer in 100
were much fixed on 64
were much freer in 229
were much freer of 40
were much freer to 375
were much given to 5868
were much hated by 199
were much jaded by 65
were much known in 48
were much lacking in 46
were much later in 401
were much later to 224
were much liked by 413
were much liked in 88
were much longer at 62
were much longer in 636
were much longer on 76
were much loved by 554
were much loved in 129
were much lower as 274
were much lower at 519
were much lower in 4370
were much lower on 391
were much lower or 41
were much lower to 56
were much mixed up 433
were much moved at 497
were much moved by 853
were much moved to 55
were much nearer at 51
were much nearer in 343
were much nearer it 57
were much nearer the 1601
were much nearer to 2265
were much nearer us 63
were much nicer to 152
were much older at 41
were much older in 153
were much older or 67
were much rarer in 328
were much safer in 234
were much safer on 53
were much safer to 68
were much senior to 99
were much short of 106
were much surer of 41
were much taken by 586
were much taken up 1227
were much tried by 78
were much under the 599
were much upset at 102
were much upset by 358
were much urged to 124
were much vexed at 356
were much vexed by 80
were much vexed to 50
were much wanting in 42
were much water in 68
were much weaker in 693
were much wider at 84
were much wider in 242
were much wiser in 70
were much wiser to 78
were much worse at 255
were much worse in 1087
were much worse on 95
were musing about the 57
were mute about the 52
were myths about the 60
were next added to 208
were next asked if 108
were next asked to 608
were next found in 66
were next found to 42
were next given in 83
were next given the 50
were next given to 170
were next heirs to 108
were next morning to 42
were next moved to 61
were next shown by 50
were next shown the 154
were next shown to 111
were next spent in 50
were next taken by 97
were next taken in 268
were next taken to 557
were next taken up 477
were next tried in 80
were nice about it 507
were nice people in 86
were nice people to 101
were nine cases in 149
were nine cases of 472
were nine girls in 56
were nine hours in 102
were nine hours of 62
were nine hours on 61
were nine kinds of 104
were nine miles of 69
were nine miles to 126
were nine mills in 45
were nine months in 120
were nine months of 274
were nine mouths to 45
were nine others in 87
were nine pages of 57
were nine pairs of 96
were nine people at 48
were nine people in 367
were nine people on 69
were nine ranks of 60
were nine ships in 62
were nine ships of 41
were nine times as 1731
were nine times the 117
were nine tombs of 75
were nine types of 85
were nine votes in 54
were nine weeks in 76
were nine weeks on 45
were nine women in 99
were none about the 70
were none above the 43
were none after the 46
were none below the 43
were none equal to 66
were none found in 47
were none found to 51
were none others in 59
were none others to 80
were none under the 43
were none until the 77
were none which he 62
were none willing to 43
were none within the 249
were none worthy of 103
were nosing about the 76
were nothing above the 48
were nothing alike in 42
were nothing close to 53
were nothing equal to 56
were nothing short of 8717
were nothing sparing of 46
were nothing which he 94
were okay about it 55
were once about the 43
were once about to 95
were once above sea 73
were once above the 70
were once added to 68
were once again an 170
were once again as 470
were once again at 2081
were once again by 98
were once again in 7835
were once again no 100
were once again of 131
were once again on 8298
were once again re 199
were once again so 77
were once again the 2896
were once again to 2290
were once again up 450
were once aimed at 41
were once alive in 127
were once angels in 60
were once asked by 205
were once asked if 45
were once asked to 482
were once aware of 130
were once based on 523
were once below sea 41
were once below the 109
were once beneath the 156
