waged stubborn fight with 148
which includes trees and 57
which includes under its 52
which includes under one 88
which includes wages and 155
which includes washing and 40
which includes water and 126
which includes within its 1505
which includes women and 158
which includes women who 117
which includes words and 87
which includes working for 41
which includes working with 193
which includes world war 61
which includes writing and 65
which increased after his 59
which increased costs and 112
which increased every day 676
which increased every year 442
which increased funding for 46
which increased rather than 761
which increased speed and 47
which increased under his 45
which increased until she 55
which increased until they 42
which increased wages and 53
which increases costs and 192
which increases costs for 40
which increases every day 515
which increases every year 676
which increases rather than 433
which increases speed and 59
which increases under them 44
which indicate either that 215
which indirect costs are 157
which indirect taxes are 159
which indirect taxes can 46
which indolent women too 68
which industry alone can 66
which industry could not 205
which industry makes use 48
which industry would not 45
which infantry might not 155
which infected cells are 40
which infected nearly all 52
which infested every man 67
which infinite mercy has 87
which infinite power and 88
which inflation rates are 60
which inhabits ponds and 64
which inhibits growth and 128
which inhibits rather than 71
which inhibits viral dna 126
which initially began with 54
which initially could not 54
which initially stood for 40
which innocent blood was 52
which innocent people are 308
which innocent people had 41
which innocent women and 83
which inspired others with 165
which inspired trust and 48
which inspires others with 59
which instruct while they 55
which interact weakly with 90
which interest costs are 69
which interest could not 171
which interest rates and 214
which interest rates are 1682
which interest rates can 266
which interest rates may 106
which interest would not 52
which internal trade was 79
which internet sites are 41
which internet users are 52
which internet users can 133
which involved cutting off 46
which involved dancing and 46
which involved looking for 53
which involved nearly all 151
which involved working with 354
which involves above all 42
which involves action and 49
which involves change and 49
which involves changing one 44
which involves creating and 45
which involves cutting and 97
which involves cutting off 129
which involves cutting out 51
which involves fewer and 60
which involves filling out 41
which involves finding and 44
which involves finding out 106
which involves knowing how 61
which involves knowing that 93
which involves knowing why 42
which involves learning and 63
which involves learning how 77
which involves looking for 138
which involves nearly all 48
which involves people and 54
which involves people who 55
which involves playing with 56
which involves showing that 102
which involves social and 66
which involves thinking and 60
which involves waiting for 58
which involves working out 175
which involves working with 487
which isolated words are 47
which japanese banks are 55
which japanese firms are 160
which japanese firms can 45
which japanese firms had 44
which japanese women are 96
which judgment midas had 47
which judgment shall not 45
which judgment would not 46
which justices black and 171
which justices white and 114
which katharine could not 54
which kindness could not 79
which lawrence could not 118
which lestrade would bring 70
which lightens every man 491
which likewise began with 49
which likewise calls for 43
which likewise could not 109
which likewise finds its 49
which likewise gives him 41
which likewise shows that 156
which linguistic forms are 177
which linguistic forms can 46
which linguistic forms may 55
which linguistic items are 53
which linguistic rules are 61
which linguistic rules can 51
which linguistic signs are 88
which linguistic units are 99
which literary forms are 56
which literary texts are 416
which literary texts can 63
which literary texts may 51
which literary works are 466
which literary works can 77
which literary works may 41
which loanable funds are 167
which lymphoid cells are 69
which macaulay could not 41
which macaulay wrote his 48
which machines could not 42
which magnetic tapes are 46
which maintain links with 51
which maintain order and 68
which managers carry out 68
which mandated equal pay 40
which manifest sense and 44
which margaret could not 121
which marginal costs and 149
which marginal costs are 419
which materials enter and 84
which mattered above all 45
which medicare would pay 46
which medicine could not 136
which melville could not 59
which merchant ships are 86
which microbial cells are 42
which military action was 89
which military force and 45
which military force can 101
which military force has 83
which military force may 62
which military force was 187
which military might and 43
which military power and 82
which military power can 151
which military power has 54
which military power may 44
which military power was 182
which minority views are 44
which minority women are 54
which mistakes fable for 53
which monarchs could not 46
which monitoring costs are 56
which monopoly power has 45
which montcalm makes this 55
which morality could not 41
which mortgage loans are 130
which mosquito larvae are 51
which motivate action and 46
which mountain ranges and 58
which mountain ranges are 158
which movement would not 48
which multiple births are 46
which multiple meanings are 80
which multiple users are 61
which multiple users can 204
which mutations occur and 44
which mutually imply each 54
which mutually imply one 51
which mutually limit and 47
which mutually limit one 55
which mutually repel each 175
which narcotic drugs are 96
which nitrogen atoms are 67
which nitrogen forms with 62
which normally begin with 53
which normally calls for 99
which normally codes for 88
which normally comes with 87
which normally could not 269
which normally lasts for 218
which normally lives and 60
which normally might not 59
which normally occur with 141
which normally sells for 126
which normally takes one 124
which normally takes six 41
which normally takes two 127
which normally would lead 90
which normally would mean 67
which normally would not 1794
which nowadays could not 62
which nowadays would not 79
which nucleated cells are 48
which numbered about one 516
which numbered about six 102
which numbered about ten 109
which numbered about two 482
which numbered fewer than 159
which numbered locke and 101
which numbered nearly two 101
which numerous boats and 41
which numerous cases are 46
which numerous cells are 87
which numerous facts are 68
which numerous roads led 43
which numerous seeds are 50
which numerous small and 46
which objection shall not 85
which obscured rather than 95
which obscures rather than 362
which observed facts are 47
which obstacle gives each 41
which obstruct anything that 84
which obstruct rather than 42
which obtained nearly all 59
which obviously calls for 263
which obviously could not 2482
which obviously makes for 43
which obviously makes them 40
which obviously rules out 42
which obviously shows that 149
which obviously stand for 44
which obviously would lead 42
which obviously would not 761
which occupied about one 490
which occupied about six 104
which occupied about ten 145
which occupied about two 524
which occupied every one 58
which occupied fully two 127
which occupied minor and 41
which occupied nearly all 190
which occupied nearly one 294
which occupied nearly two 495
which occupied space and 55
which occupies about one 1752
which occupies about six 51
which occupies about ten 75
which occupies about two 770
which occupies nearly all 172
which occupies nearly its 40
which occupies nearly one 394
which occupies nearly two 169
which occupies space and 756
which occurred about one 257
which occurred about six 415
which occurred about ten 521
which occurred about that 485
which occurred about this 2770
which occurred about two 1199
which occurred after her 126
which occurred after his 746
which occurred after its 105
which occurred after one 117
which occurred after our 81
which occurred after she 153
which occurred after that 204
which occurred after they 168
which occurred after this 220
which occurred after two 61
which occurred again and 172
which occurred again with 41
which occurred could not 63
which occurred daily and 51
which occurred either with 47
which occurred every day 135
which occurred every few 106
which occurred every ten 71
which occurred every two 134
which occurred every year 247
which occurred later and 57
which occurred later than 180
which occurred later that 226
which occurred nearly ten 40
which occurred nearly two 119
which occurred under his 607
which occurred under our 41
which occurred under this 55
which occurred while his 61
which occurred while she 419
which occurred while they 323
which occurred while this 109
which occurred within and 56
which occurred within each 76
which occurred within her 54
which occurred within his 228
which occurred within its 173
which occurred within one 116
which occurred within our 79
which occurred within six 120
which occurred within ten 349
which occurred within that 148
which occurred within them 78
which occurred within this 136
which occurred within two 485
which occurred would not 58
which offended nicer ears 54
which officers could not 49
which officials could not 64
which operated under his 66
which operated under its 86
which operated within him 63
which operates above all 60
which operates every day 40
which operates under its 128
which operates within and 58
which operates within its 53
which operates within them 46
which opposite sides are 176
which ordinary hearts are 56
which ordinary minds are 115
which ordinary minds can 85
which ordinary people and 110
which ordinary people are 1120
which ordinary people can 1208
which ordinary people did 86
which ordinary people had 228
which ordinary people may 111
which ordinary people see 81
which ordinary people use 103
which ordinary people who 42
which ordinary skill and 62
which ordinary women and 62
which ordinary women are 57
which ordinary words are 61
which organize space and 44
which oriental learning had 152
which otherwise could lead 123
which otherwise could not 7511
which otherwise meets all 74
which otherwise might bring 74
which otherwise might for 44
which otherwise might get 94
which otherwise might lead 313
which otherwise might lie 169
which otherwise might long 67
which otherwise might not 4675
which otherwise might run 48
which otherwise seems not 53
which otherwise would act 111
which otherwise would all 153
which otherwise would bee 52
which otherwise would bring 118
which otherwise would die 120
which otherwise would end 44
which otherwise would fly 59
which otherwise would for 46
which otherwise would get 94
which otherwise would hang 69
which otherwise would heal 437
which otherwise would lead 409
which otherwise would lie 355
which otherwise would long 84
which otherwise would not 17090
which otherwise would now 43
which otherwise would put 53
which otherwise would run 327
which otherwise would wear 156
which outlined plans for 115
which pakistan could not 96
which parallel lines are 188
which partially dried them 73
which particle sizes are 44
which patience could not 52
which patients carry out 53
which patients could not 75
which patients would not 86
which payments under this 59
which pericles could not 68
which perishes under our 64
which permeates nearly all 47
which persists after all 51
which persists after death 137
which persists beneath all 57
which persists longer than 213
which persists until death 50
which persists until they 40
which persists until this 44
which personal goals and 59
which personal goals are 93
which personal growth and 205
which personal growth can 52
which personal labor can 42
which personal merit can 252
which personal names are 97
which personal needs and 68
which personal needs are 98
which pervades every one 86
which pervades heaven and 68
which pervades nearly all 105
which phonetic writing was 52
which physical abuse was 47
which physical facts and 54
which physical facts are 108
which physical force and 100
which physical force may 70
which physical force was 191
which physical needs are 88
which physical signs and 47
which physical signs are 75
which physical space and 59
which pictures could not 88
which pitcairn could not 48
which platinum wires are 79
which politics could not 97
which portugal could not 45
which positive change can 55
which possibly could lead 73
which possibly could not 161
which possibly finds its 57
which possibly might lead 95
which possibly might not 342
which possibly would not 196
which potential users are 66
which potential users can 79
which powerful people are 64
which practice alone can 371
which preceded rather than 64
which preceded world war 499
which precedes every act 103
which precedes rather than 84
which precedes reason and 56
which predated world war 41
which preempts state law 90
which pregnant women and 98
which pregnant women are 736
which pregnant women can 53
which pregnant women may 140
which pregnant women who 49
which pregnant women with 41
which prepared girls for 47
which prepared people for 114
which prepared plans for 48
which prepared women for 49
which prepares people for 117
which prepares women for 47
which presents facts and 45
which presumes every man 59
which prevails today and 81
which prevails within its 40
which prevents water and 42
which probable cause for 119
which probable cause has 72
which probable cause was 147
which probably arose out 172
which probably began with 339
which probably calls for 40
which probably comes out 55
which probably could not 2214
which probably earned for 47
which probably every man 86
which probably every one 145
which probably exist but 98
which probably finds its 119
which probably found its 210
which probably helps them 62
which probably holds for 51
which probably lasts for 51
which probably makes her 42
which probably makes him 131
which probably makes its 41
which probably makes them 155
which probably makes this 65
which probably might not 746
which probably never can 113
which probably never had 461
which probably never has 54
which probably never was 141
which probably ought not 83
which probably rules out 70
which probably saved her 184
which probably saved him 320
which probably saved his 849
which probably saved our 42
which probably saved them 116
which probably serve for 57
which probably shows that 483
which probably stand for 113
which probably still lay 83
which probably stood for 114
which probably stood near 136
which probably takes its 162
which probably unite with 55
which probably would lead 87
which probably would mean 79
which probably would not 5425
which problems arise and 137
which problems occur and 74
which processing tasks are 56
which produced about one 264
which produced about two 52
which produced civil war 49
which produced crops for 40
which produced dante and 57
which produced fruit and 40
which produced goods and 83
which produced goods for 293
which produced goods that 92
which produced grain and 54
which produced light and 43
which produced nausea and 44
which produced nearly all 70
which produced parts for 43
which produced plato and 43
which produced sugar and 41
which produced under his 49
which produced under them 93
which produced world war 58
which produces about one 680
which produces about two 119
which produces doubt and 77
which produces every one 241
which produces every year 91
which produces fever and 84
which produces fruit and 70
which produces goods and 298
which produces goods for 192
which produces large and 61
which produces light and 111
which produces motion and 69
which produces nausea and 100
which produces nearly all 98
which produces nearly one 46
which produces order and 62
which produces parts for 47
which produces people who 54
which produces roots and 60
which produces sleep and 58
which produces sperm and 53
which produces sugar and 43
which produces unity and 41
which produces water and 51
which programs would you 55
which progress could not 52
which projects about two 261
which projects would you 101
which promised anything but 59
which promised badly for 50
which promised glory and 40
which promised order and 79
which promised utopia and 47
which promoted growth and 42
which promoted order and 45
which promotes growth and 265
which promotes learning and 48
which promotes rather than 113
which promotes social and 63
which promotes trade and 64
which prompted calls for 42
which properly belong with 83
which properly finds its 60
which properly ought not 48
which properly rests with 262
which properly speaking are 113
which properly speaking can 50
which properly speaking does 46
which properly speaking has 86
which properly speaking was 88
which property could not 58
which property taxes are 283
which proposed bills are 122
which protects human and 52
which protects people and 41
which provided about one 120
which provided amply for 62
which provided bases for 60
which provided basis for 41
which provided board and 40
which provided china with 64
which provided clothing for 57
which provided cover for 341
which provided egypt with 58
which provided either for 51
which provided fines and 95
which provided funding and 72
which provided funding for 1016
which provided funds and 146
which provided funds for 2297
which provided goods and 89
which provided grazing for 69
which provided grist for 76
which provided homes for 127
which provided housing and 67
which provided housing for 184
which provided israel with 53
which provided japan with 63
which provided labor for 71
which provided legal aid 43
which provided legal and 41
which provided light and 105
which provided light for 85
which provided loans and 93
which provided loans for 112
which provided lodging for 71
which provided money and 75
which provided money for 416
which provided music for 121
which provided nearly all 54
which provided people with 171
which provided power for 388
which provided proof that 137
which provided rules for 134
which provided russia with 58
which provided scope for 252
which provided shade and 101
which provided shade for 100
which provided sites for 43
which provided social and 91
which provided space for 558
which provided state aid 78
which provided stone for 67
which provided themes for 43
which provided users with 54
which provided warmth and 60
which provided water and 98
which provided water for 676
which provided women with 253
which provides about one 218
which provides about two 66
which provides basic and 43
which provides basis for 51
which provides books and 42
which provides clues for 61
which provides cover for 145
which provides firms with 71
which provides funding and 79
which provides funding for 658
which provides funds and 73
which provides funds for 1170
which provides goods and 125
which provides grazing for 41
which provides homes for 49
which provides housing and 71
which provides housing for 132
which provides input and 41
which provides input for 42
which provides israel with 55
which provides legal aid 110
which provides legal and 76
which provides light and 107
which provides light for 96
which provides loans and 157
which provides loans for 187
which provides local and 45
which provides lodging and 52
which provides money for 330
which provides music for 43
which provides names and 44
which provides nearly all 147
which provides norms for 44
which provides order and 51
which provides people with 386
which provides power and 87
which provides power for 398
which provides proof that 101
which provides quick and 93
which provides rapid and 53
which provides rules and 48
which provides rules for 424
which provides scope for 436
which provides shade and 85
which provides shade for 66
which provides sites for 64
which provides social and 95
which provides space and 62
which provides space for 1012
which provides tools and 71
which provides tools for 259
which provides unity and 63
which provides users with 499
which provides warmth and 67
which provides water and 125
which provides water for 592
which provides women with 176
which prudence could not 101
which punished people who 90
which punished women for 40
which purchase shall not 80
which purchasing power can 77
which purchasing power has 40
which purchasing power may 46
which purchasing power was 61
which questions arising out 47
which quivered aloft and 155
which quotation marks are 115
which railroad rates are 41
which reappeared again and 69
which reappeared every few 44
which reappeared first but 43
which received about one 54
which received henry and 46
which received loans and 46
which received nearly all 48
which received state aid 152
which receives about one 54
which receives funds for 78
which receives light and 86
which receives nearly all 55
which receives state aid 55
which receives within its 41
which recently broke out 167
which recently found its 54
which receptor sites are 42
which recourse would not 104
which recovers waste heat 46
which recovery could not 68
which recovery under this 116
which recovery would not 52
which recurred again and 356
which recurred every few 59
which recurred every two 62
which recurred every year 156
which reflects earnings and 109
which reflects light and 166
which reflects nearly all 50
which reflects rather than 64
which reflects social and 60
which regulate action and 54
which regulate growth and 198
which regulate wages and 69
which regulate winds and 41
which relative ethics has 78
which relevant facts are 62
which religious doubt and 53
which religious feeling and 49
which religious feeling had 71
which religious feeling has 117
which religious feeling was 56
which religious people are 210
which religious people can 54
which religious people had 53
which religious poetry has 50
which religious rites and 50
which religious rites are 99
which religious teaching and 119
which religious teaching was 120
which religious truths are 196
which religious truths can 56
which religious views are 41
which remained after all 237
which remained after his 181
which remained after its 65
which remained after that 254
which remained after they 58
which remained after this 248
which remained alive and 101
which remained alive for 70
which remained black long 49
which remained could not 76
which remained empty for 67
which remained fixed and 64
which remained fixed for 95
which remained fresh and 77
which remained loyal and 41
which remained mixed with 46
which remained pending for 41
which remained small and 124
which remained steady for 60
which remained strong and 66
which remained strong for 42
which remained under her 41
which remained under his 401
which remained under its 150
which remained until his 85
which remained until our 50
which remained vague and 63
which remained valid for 156
which remained viable for 63
which remained where they 64
which remained within his 42
which remained within its 85
which remained would not 82
which reminded every one 46
which reminded people that 61
which rendered civil war 40
which repelled rather than 105
which repulses nearly all 45
which required about one 178
which required about six 42
which required about two 144
which required above all 214
which required blood for 86
which required equal pay 95
which required every man 248
which required every one 129
which required large and 81
which required money and 61
which required money for 53
which required nearly two 193
which required plain and 102
which required proof that 218
which required rapid and 123
which required skill and 450
which required speed and 83
which required state and 52
which required study and 134
which requires about one 323
which requires about six 68
which requires about ten 86
which requires about two 436
which requires above all 193
which requires blood for 111
which requires change and 46
which requires close and 78
which requires either that 224
which requires equal pay 212
which requires every man 154
which requires every one 165
which requires first that 88
which requires labor and 120
which requires large and 42
which requires learning and 49
which requires light for 67
which requires proof and 49
which requires proof that 725
which requires quick and 46
which requires rapid and 51
which requires reason and 52
which requires skill and 636
which requires social and 44
which requires space for 43
which requires speed and 55
which requires state and 67
which requires study and 216
which requires trust and 52
which requires water for 66
which requires working with 51
which reserved water for 54
which reserves space for 69
which resisted change and 62
which restored order and 72
which restrain trade and 49
which restrict rather than 56
which restrict trade and 51
which resulted could not 117
which retained earnings are 83
which retarded rather than 79
which returned again and 166
which returned every day 43
which returned laden with 209
which reunited upper and 56
which revolved about its 63
which revolved round its 41
which revolves about its 118
which revolves round its 118
which revolves round man 153
which rhetoric could lead 96
which robinson could not 113
which robinson crusoe was 128
which sagacity could not 97
which sanskrit words are 46
which scarcely anything but 86
which scarcely anything can 74
which scarcely anything had 50
which scarcely anything was 222
which scarcely calls for 46
which scarcely leaves any 51
which scarcely needs any 42
which scatters every ray 45
which scatters light and 53
which scholars could not 57
which scotland could not 72
which scotland drove out 153
which sebastian cabot had 120
which sebastian cabot was 112
which sebastian would let 46
which selected items are 44
which selection could act 249
which selection might act 55
which senators clark and 41
which sensation alone can 69
which sensible people can 46
which sensible people may 64
which sensibly vexed them 51
which sentence would you 63
which separate black and 48
which separate parts are 52
which seriously limit its 50
which settlers could not 46
which severely limit its 132
which severely taxed his 60
which severely tried his 44
which silently mingles and 67
which sinclair lewis had 43
which sinclair lewis has 45
which situation would you 173
which slightly mingled with 44
which societal norms are 80
which socrates could not 48
which socrates lived and 106
which socrates shows that 85
which socrates spent his 40
which socrates would not 80
which software tools are 41
which solutions could not 44
which spaniards alone are 64
which spaniards could not 44
which specific cases are 67
which specific cases can 78
which specific cells are 50
which specific costs are 41
which specific drugs are 49
which specific facts are 86
which specific foods are 63
which specific genes are 265
which specific goals and 81
which specific goals are 169
which specific goals can 41
which specific goods are 60
which specific items are 210
which specific lines are 46
which specific meanings and 50
which specific meanings are 100
which specific names are 144
which specific roles are 52
which specific rules and 47
which specific rules are 113
which specific rules can 42
which specific rules may 73
which specific social and 70
which specific tasks are 214
which specific terms are 48
which specific tests are 84
which specific units are 53
which specific users can 53
which specific words are 65
which spectral lines are 130
which speedily broke out 161
which speedily found its 95
which squarely holds that 97
which standard costs are 223
which standard costs can 53
which standard tests are 82
which stanford white had 60
which startled every one 118
which straight lines and 160
which straight lines are 339
which straight lines can 159
which straight lines may 54
which strangers could not 102
which strangers would not 51
which strategy would you 100
which strengthen rather than 68
which stressed above all 83
which stressed order and 46
which stresses above all 95
which stresses social and 58
which strictly speaking are 587
which strictly speaking can 117
which strictly speaking did 44
which strictly speaking does 130
which strictly speaking had 78
which strictly speaking has 92
which strictly speaking may 41
which strictly speaking they 75
which strictly speaking was 290
which strikingly shows how 53
which students carry out 301
which students could earn 131
which students could get 47
which students could not 141
which students could read 65
which students could see 45
which students could use 248
which students create and 48
which students engage and 43
which students engage with 123
which students enter and 77
which students enter one 46
which students lived and 47
which students might not 79
which students might use 65
which students search for 48
which students share with 65
which students study and 96
which students would not 163
which students would read 50
which students would use 40
which students write and 93
which subjects could not 157
which subsists still with 62
which suddenly appear and 99
which suddenly arose and 80
which suddenly breaks off 350
which suddenly breaks out 141
which suddenly broke off 188
which suddenly broke out 803
which suddenly burst out 236
which suddenly found out 71
which suddenly gives way 138
which suddenly hurts him 55
which suddenly makes all 106
which suddenly makes its 85
which suddenly shone all 61
which suddenly shone out 394
which suddenly turns out 45
which suggests again that 550
which suggests anything but 89
which suggests either that 2082
which suggests links with 44
which suggests rather than 305
which suggests rather that 134
which supplied about one 40
which supplied funds for 104
which supplied light and 68
which supplied nearly all 52
which supplied paris with 48
which supplied power for 260
which supplied scott with 49
which supplied stone for 107
which supplied water and 49
which supplied water for 574
which supplies about one 204
which supplies about two 41
which supplies fresh air 47
which supplies light and 72
which supplies nearly all 118
which supplies power and 45
which supplies power for 232
which supplies water and 91
which supplies water for 612
which supplies wells and 43
which supports growth and 42
which supports learning and 50
which supports rather than 151
which supposes every man 84
which surfaced again and 73
which surfaces again and 71
which survival could not 49
which survival rates are 51
which survived after his 40
which survived longer than 128
which survived until its 87
which survived world war 190
which survives after death 537
which survives today and 48
which survives until our 44
which sustains rather than 41
which symbolic forms are 187
which symbolic meanings are 77
which symptoms appear and 78
which symptoms occur and 40
which tantalus could not 80
which tempests could not 67
which temporal goods are 44
which temporal power was 40
which therefore calls for 228
which therefore could not 2489
which therefore every man 53
which therefore finds its 47
which therefore loses its 40
which therefore makes him 82
which therefore makes them 102
which therefore might not 60
which therefore ought not 285
which therefore shall not 52
which therefore shows that 130
which therefore turns out 56
which therefore wants one 67
which therefore words can 123
which therefore would not 450
which threatened civil war 212
which threatened italy and 40
which tradition holds was 60
which tradition links with 40
which tradition rather than 42
which tranquil looks with 75
which transfer costs are 76
which transmit motion and 42
which treatment goals are 74
which treatment group they 95
which treatment plans are 53
which treatment would not 45
which treatment would you 51
which trembled beneath his 51
which trembled under his 137
which trespass would lie 46
which tribunal appeal lay 54
which undergoes change and 76
which underlie learning and 48
which underlie nearly all 66
which unfolded under his 88
which unleashed world war 56
which uprooted trees and 58
which urgently calls for 244
which ventured nearer than 82
which vertical angles are 72
which vertical lines are 158
which virtuous people are 47
which virtuous women are 117
which visitors could see 83
which visitors could sit 42
which volcanic action has 55
which volcanic action was 46
which volcanic cones are 53
which volcanic rocks are 122
which voltaire would not 42
which wandered hither and 60
which washington could not 230
which washington lived and 50
which washington would not 104
which wellington could not 49
which whistled about his 95
while absolute power has 71
while actually working for 210
while actually working with 155
while allocating funds for 46
while american firms are 41
while american lives are 62
while american trade with 46
while american women are 70
while anxiously waiting for 257
while cheerful horns are 45
while children found her 40
while children older than 46
while christian blood has 47
while citizens alike and 73
while clinical trials are 41
while collecting funds for 51
while collecting money for 143
while committing crime and 197
while condemning others for 40
while conserving water and 41
while consumer goods and 66
while consumer goods are 91
while containing costs and 59
while criminal cases are 54
while darkness helps them 54
while developing plans for 131
while directly above them 42
while discussing plans for 101
while economic growth and 157
while economic growth has 166
while economic growth may 73
while economic growth was 194
while economic power was 51
while electric light and 41
while electric power was 47
while everyone could see 46
while everyone knows that 659
while everyone shall sit 142
while everyone waits for 373
while expressing doubt that 93
while gertrude stein was 50
while hispanic women earn 47
while hundreds could not 42
while immortal souls are 54
while imported goods are 104
while indirect costs are 148
while indirect taxes are 269
while innocent people are 78
while interest rates and 132
while interest rates are 875
while interest rates for 43
while interest rates may 40
while internal order was 49
while japanese firms are 65
while justices black and 65
while laughter broke out 42
while liberals argue that 51
while marginal costs are 103
while military action was 62
while minimizing costs and 192
while minimizing risks and 140
while minimizing social and 41
while minimizing waste and 45
while neglecting others that 98
while nobility still was 63
while numerous others are 92
while ordinary people are 138
while performing tasks that 303
while property taxes are 65
while publicly calling for 47
while publicly denying any 42
while religious books are 102
while retained earnings are 103
while sebastian could not 47
while secretly bending all 42
while secretly working for 121
while secretly yearning for 43
while separate craft and 55
while silently praying for 45
while silently praying that 44
while slightly fewer than 67
while slightly lower than 60
while soliciting funds for 81
while somebody would get 40
while somebody would say 40
while somewhat lower than 166
while strictly speaking not 54
while suggesting others and 43
while testifying under oath 184
while vertical lines are 47
while washington could not 43
while washington moved his 313
while washington would now 68
whirl slightly round you 80
white american males and 133
white american males are 72
white american males had 52
white american males was 41
white american males who 76
white american mother and 49
white american woman and 54
white american woman who 109
white american women and 125
white american women are 74
white american women who 108
white audience rather than 61
white audience would not 44
white bandages about his 59
white bandages round his 45
white blossoms which are 46
white buckskin dress with 46
white buckskin shirt and 61
white business elite and 62
white business shirt and 83
white cashmere shawl with 78
white children could not 152
white children lived with 146
white children playing with 57
white children rather than 45
white children under age 109
white children under one 84
white children would not 193
white churches where they 47
white churches which had 43
white citizens could not 66
white citizens found that 56
white citizens would not 44
white cocktail dress and 40
white cocktail dress with 43
white collared shirt and 104
white colonies which are 66
white communion dress and 47
white concrete walls and 58
white cottages peeping out 42
white crystals which are 305
white cultural norms and 56
white curtains above you 45
white december storm had 146
white economic power and 64
white electric light and 48
white elephant enter her 40
white elephant which had 95
white elephant which was 97
white envelope sealed with 45
white eyeballs gleaming out 41
white families moved out 306
white families rather than 57
white families where they 53
white foreheads whole and 193
white garments which they 89
white hospital gowns and 44
white kerchief about her 109
white kerchief round her 104
white kerchief round his 43
white laborers could not 62
white laborers would not 43
white liberals could not 42
white linoleum floor and 53
white lustrous metal with 86
white majority could not 46
white majority group that 171
white majority rather than 44
white minority could not 65
white moderate would see 489
white mulberry trees and 75
white mulberry trees for 79
white mulberry would not 44
white officers could not 47
white officers serving with 54
white officers would not 65
white pigments which are 52
white portland stone and 47
white property owner who 45
white pullover shirt that 54
white settlers could not 209
white settlers found that 41
white settlers rather than 95
white settlers would not 181
white shoulder patch and 54
white sidewall tires and 139
white soldiers could not 189
white soldiers would not 174
white starched apron and 81
white starched shirt and 284
white starched shirt with 148
white students comes not 61
white students could not 100
white students would not 154
white surgical gowns and 47
white tropical suits and 46
white truncheon which lay 90
white umbrella lined with 104
white uniforms faced with 164
white victorian house with 125
white whiskers under his 79
white whiskers which met 40
whole american fleet was 54
whole american force was 129
whole american nation was 70
whole american people and 244
whole american people are 392
whole american people for 188
whole american people had 67
whole american people now 75
whole american people that 180
whole american people was 199
whole american people with 84
whole american scene and 41
whole american social and 77
whole american world was 66
whole argument loses its 51
whole argument shows that 71
whole argument which has 41
whole assembly arose and 81
whole assembly broke out 256
whole assembly burst out 170
whole assembly could not 45
whole assembly cried out 465
whole assembly sprang with 44
whole assembly stood with 68
whole atlantic coast and 50
whole atlantic coast was 104
whole atlantic region and 41
whole attitude rigid with 85
whole attitude shows that 77
whole audience arose and 116
whole audience broke out 181
whole audience burst out 84
whole audience could hear 68
whole audience could see 66
whole audience cried out 45
whole audience rises and 45
whole audience stood and 84
whole authority which they 184
whole bacterial cells and 81
whole bacterial cells are 60
whole beautiful world that 126
whole business about being 44
whole business after this 54
whole business again with 44
whole business began with 52
whole business bored them 67
whole business could not 146
whole business ended with 55
whole business rather than 157
whole business right now 59
whole business which had 113
whole business which was 70
whole business would end 122
whole business would not 125
whole ceremony ended with 46
whole chapters which are 41
whole chattering crowd can 69
whole cherokee people for 69
whole christian people and 69
whole christian people with 106
whole christian world and 247
whole christian world are 105
whole christian world can 55
whole christian world for 335
whole christian world had 219
whole christian world has 488
whole christian world hath 156
whole christian world may 50
whole christian world that 368
whole christian world was 846
whole christian world who 50
whole christian world with 229
whole combined fleet was 70
whole contents cried out 53
whole counties could not 51
whole counties drunk for 52
whole counties where not 76
whole dimension meets with 40
whole district rather than 43
whole district takes its 48
whole district under his 141
whole district which had 42
whole district which now 114
whole district which they 44
whole district which was 43
whole doctrine which they 152
whole document would thus 45
whole educated world was 58
whole enormous house with 48
whole entities rather than 64
whole eternity which was 93
whole evidence shows that 100
whole evidence which has 60
whole executed under his 53
whole external order and 67
whole external shell may 43
whole external world and 40
whole external world for 115
whole external world was 131
whole families rather than 220
whole families swept off 43
whole families wiped out 405
whole frontier region was 60
whole hellenic world was 320
whole incident could not 96
whole incident shows how 94
whole incident shows that 146
whole increased rather than 42
whole industry rather than 167
whole infantry force had 64
whole infantry force was 55
whole internal frame and 49
whole internal world his 82
whole japanese fleet was 59
whole japanese nation has 46
whole japanese nation was 68
whole lifetime would not 278
whole literary genre has 56
whole literary world was 97
whole literary world with 44
whole mammalian class had 71
whole medieval period and 51
whole medieval period was 53
whole military force and 252
whole military force for 92
whole military force may 43
whole military force put 94
whole military force was 219
whole military power was 136
whole molecule rather than 89
whole mountain ranges and 120
whole mountain ranges are 91
whole mountain region and 88
whole mountain region was 73
whole mountain shook and 56
whole movement could not 40
whole movement rather than 47
whole movement which had 79
whole movement which has 85
whole movement which was 46
whole movement would not 43
whole operation could not 86
whole operation rather than 41
whole operation takes but 74
whole operation would not 90
whole organism drive him 61
whole organism rather than 316
whole parterre cried out 68
whole passages rather than 45
whole passages which are 64
whole patterns rather than 58
whole physical force and 41
whole physical world and 79
whole physical world was 97
whole physical world with 42
whole praetorian guard and 200
whole progress still being 50
whole province could not 50
whole province under his 49
whole province under one 47
whole province which was 104
whole purchase money was 59
whole purchase money with 40
whole purchase price was 73
whole quantity which was 63
whole receives unity and 41
whole regiment could not 64
whole religious world was 84
whole scottish nation had 135
whole scottish nation was 75
whole sensible grain that 82
whole sentence rather than 312
whole sentence would then 49
whole situation arising out 59
whole situation calls for 117
whole situation could not 104
whole situation rather than 206
