wag has recorded in 41
was not troubled as 148
was not troubled at 717
was not troubled by 10699
was not troubled in 603
was not troubled on 67
was not troubled or 149
was not troubled so 72
was not troubled to 198
was not typified by 85
was not unappealing to 88
was not unbecoming in 130
was not unbecoming the 83
was not unbecoming to 309
was not unbroken by 49
was not uncommon as 1021
was not uncommon at 3917
was not uncommon by 197
was not uncommon if 56
was not uncommon in 50275
was not uncommon is 91
was not uncommon of 52
was not uncommon on 1108
was not uncommon or 178
was not uncommon to 38861
was not undercut by 85
was not undergoing an 45
was not undergoing the 79
was not underneath the 96
was not unethical to 63
was not unfitted to 151
was not unfolded in 112
was not unfolded to 43
was not unheeded by 240
was not uniquely the 88
was not unlawful as 162
was not unlawful at 119
was not unlawful by 64
was not unlawful if 53
was not unlawful in 370
was not unlawful on 67
was not unlawful or 85
was not unlawful to 839
was not unlearned in 186
was not unlikely as 41
was not unlikely at 69
was not unlikely he 203
was not unlikely in 217
was not unlikely the 225
was not unlikely to 5483
was not unloaded in 99
was not unmanned by 45
was not unmarked by 441
was not unmarred by 66
was not unnerved by 203
was not unscathed by 103
was not unseemly to 57
was not unshared by 75
was not unsuited to 687
was not unveiled to 42
was not unversed in 364
was not upgraded to 72
was not uplifted at 93
was not uplifted by 88
was not uprooted by 92
was not upstairs in 114
was not utilized as 1066
was not utilized at 204
was not utilized by 1071
was not utilized in 3199
was not utilized on 44
was not utilized or 46
was not utilized to 719
was not valuable as 76
was not valuable at 40
was not valuable in 169
was not valuable or 44
was not valuable to 213
was not venomous at 45
was not ventured on 103
was not ventured to 74
was not verified as 184
was not verified at 86
was not verified by 1400
was not verified in 579
was not vexatious or 44
was not vigilant in 81
was not vigorous in 131
was not vigorous or 52
was not violently in 64
was not virtuous or 64
was not virtuous to 40
was not voidable as 77
was not washington as 45
was not wasteful of 80
was not weighted by 78
was not weighted in 91
was not welcomed as 754
was not welcomed at 433
was not welcomed by 8051
was not welcomed in 2633
was not welcomed on 63
was not welcomed or 93
was not welcomed to 153
was not wherewith to 55
was not whispering to 59
was not winnable in 49
was not withdrawing the 51
was not withdrawn as 151
was not withdrawn at 64
was not withdrawn by 323
was not withdrawn in 164
was not withdrawn or 197
was not witnessing the 72
was not wondered at 94
was not workable at 40
was not workable in 175
was not worsened by 121
was not worthless at 47
was not worthless to 46
was now abandoning the 80
was now absolute in 61
was now absorbed by 323
was now absorbed in 1169
was now abundant in 53
was now accepted as 3513
was now accepted by 1218
was now accepted in 596
was now accorded by 68
was now accorded the 118
was now accorded to 281
was now achieved by 195
was now achieved in 117
was now acquired by 118
was now actively at 58
was now actively in 80
was now activity on 58
was now actually at 129
was now actually in 500
was now actually on 200
was now actually the 108
was now actually to 85
was now actuated by 57
was now addicted to 160
was now addressing an 51
was now addressing me 118
was now addressing the 445
was now adequate to 79
was now adjacent to 51
was now adjusted to 135
was now admitted as 125
was now admitted by 301
was now admitted on 199
was now admitted to 1153
was now advanced as 220
was now advanced by 104
was now advanced in 1510
was now advanced to 1546
was now advocating the 132
was now affected by 335
was now affianced to 79
was now afforded by 223
was now afforded me 121
was now afforded of 83
was now afforded the 87
was now afforded to 238
was now afforded us 62
was now agitated by 339
was now agreeable to 113
was now allotted to 265
was now alongside of 40
was now alongside the 174
was now ambitious of 94
was now ambitious to 138
was now amenable to 177
was now amounted to 139
was now anchored at 63
was now anchored in 482
was now anchored to 72
was now animated by 234
was now answered by 175
was now appalled at 70
was now appalled by 66
was now apparent as 52
was now apparent in 366
was now apparent on 56
was now apparent the 82
was now apparent to 2013
was now appended to 41
was now apprised of 126
was now approved by 199
was now arrested by 194
was now arrested in 55
was now arrested on 47
was now ascribed to 300
was now assailed by 655
was now assailed in 83
was now assailed on 425
was now assembling at 69
was now assembling in 89
was now asserted by 86
was now asserted in 103
was now asserted to 72
was now assessed as 40
was now assessed at 92
was now assigned as 117
was now assigned by 66
was now assigned the 341
was now assigned to 2506
was now assisted by 624
was now assisted in 47
was now attached by 44
was now attached in 90
was now attached to 3713
was now attacked as 227
was now attacked by 1148
was now attacked in 179
was now attacked on 412
was now attained by 58
was now attempting the 69
was now attempting to 3492
was now attended by 450
was now attended to 78
was now attracting the 164
was now awakened by 161
was now awakened in 178
was now awakened to 239
was now balanced by 188
was now balanced on 161
was now bandaged up 55
was now banished by 58
was now banished to 147
was now beholden to 135
was now believed by 247
was now believed in 47
was now believed the 40
was now believed to 1853
was now besieged by 997
was now besieged in 229
was now bestowed on 434
was now betrayed by 41
was now betrothed to 358
was now blockading the 51
was now bordered by 141
was now burdened by 83
was now captured by 212
was now captured in 69
was now cemented by 90
was now centered in 428
was now centered on 1181
was now chairman of 1828
was now challenging the 176
was now championing the 48
was now chaplain to 102
was now cheerful to 62
was now circular as 47
was now clenched in 51
was now clutched in 64
was now collecting in 85
was now collecting the 76
was now commanding an 105
was now commanding in 121
was now commanding the 916
was now commencing in 50
was now commencing to 203
was now committing the 63
was now compared to 180
was now complete as 234
was now complete in 347
was now complete on 57
was now complete so 88
was now completing the 157
was now composed as 76
was now composed in 41
was now composed of 3175
was now concealed by 285
was now concealed in 122
was now conceded by 71
was now conceded in 46
was now conceded to 210
was now conducting an 46
was now conducting the 246
was now confided to 423
was now confined at 44
was now confined by 112
was now confined in 645
was now confined to 5431
was now confused as 44
was now confused by 82
was now confusion in 103
was now conjured by 86
was now conjured up 45
was now conscious of 1333
was now consenting to 41
was now conspiring to 66
was now constant in 43
was now consumed by 388
was now consumed in 104
was now contesting the 50
was now contingent on 100
was now continuing the 78
was now continuing to 87
was now contrary to 88
was now convened at 75
was now converging on 161
was now conveyed by 81
was now conveyed in 43
was now conveyed to 319
was now countess of 83
was now crippled by 54
was now critical in 232
was now critical of 99
was now critical to 74
was now crouched in 90
was now crouched on 72
was now dangerous to 247
was now darkened by 197
was now december of 64
was now declared an 100
was now declared as 213
was now declared at 70
was now declared by 371
was now declared in 150
was now declared king 74
was now declared of 57
was now declared on 53
was now declared the 171
was now declared to 1953
was now decreased to 43
was now deepened by 88
was now defended by 910
was now degraded as 72
was now degraded to 78
was now delivering the 47
was now demanded as 128
was now demanded by 377
was now demanded in 96
was now demanded of 612
was now denouncing the 100
was now depicted as 675
was now depicted in 78
was now deployed in 131
was now deployed on 65
was now deployed to 78
was now deprived by 47
was now deprived of 2656
was now descending in 251
was now descending on 79
was now descending the 578
was now descending to 87
was now describing as 165
was now describing in 57
was now describing the 116
was now describing to 51
was now deserted as 87
was now deserted by 1013
was now deserted of 75
was now deserted on 71
was now designed as 42
was now designed to 327
was now desirous of 1809
was now desirous to 1079
was now despised by 64
was now destined it 51
was now destined to 3849
was now destroying the 86
was now detached to 256
was now detailed to 130
was now detained at 91
was now detained by 44
was now detained in 73
was now detected in 136
was now detested by 84
was now developing an 106
was now developing as 166
was now developing at 45
was now developing in 658
was now developing on 208
was now developing the 103
was now devolved on 87
was now devoured by 70
was now diagnosed as 317
was now dictated by 165
was now dictator of 54
was now diffused in 63
was now directed at 1038
was now directed by 820
was now directed in 152
was now directed on 329
was now directed to 6472
was now directly in 565
was now directly on 122
was now director of 1486
was now disabled by 41
was now discussing the 179
was now displacing the 51
was now displaying in 46
was now displaying the 72
was now disposed in 118
was now disposed of 365
was now disposed to 2985
was now disputed by 244
was now distinct on 53
was now disturbing the 61
was now diverted by 255
was now diverted to 799
was now divested of 279
was now dominant in 401
was now dominating the 142
was now doubtful if 62
was now doubtful of 62
was now drenched in 125
was now eclipsed by 332
was now effected at 55
was now effected by 305
was now effected in 145
was now elevated by 95
was now elevated to 1020
was now eligible to 608
was now embarked in 92
was now embarked on 1915
was now embedded in 324
was now embodied in 780
was now embraced as 104
was now embraced by 152
was now employed as 2512
was now employed at 298
was now employed by 1328
was now employed in 2581
was now employed on 503
was now employed to 1292
was now emulated by 90
was now enamored of 53
was now encamped at 413
was now encamped in 653
was now encamped on 484
was now enclosed by 199
was now enclosed in 283
was now enclosed on 117
was now endangering the 79
was now endeavoring to 982
was now endorsed by 152
was now enforced by 187
was now enforced in 41
was now engrossed by 345
was now engrossed in 474
was now enhanced by 452
was now enjoined to 76
was now enlarged by 282
was now enlarged in 45
was now enlarged to 498
was now enlisted as 42
was now enlisted by 119
was now enlisted in 354
was now enlisted on 175
was now enlisted to 52
was now enmeshed in 150
was now enriched by 182
was now enrolled as 98
was now enrolled at 122
was now enrolled in 375
was now enrolled on 42
was now enslaved by 90
was now entangled in 491
was now enthroned as 70
was now enthroned in 119
was now entirely at 502
was now entirely in 1758
was now entirely of 54
was now entirely on 233
was now entirely the 63
was now entirely up 172
was now entitled the 52
was now entitled to 3176
was now entreated to 101
was now enveloping the 62
was now equipped to 413
was now escorted by 92
was now escorted to 60
was now espoused by 110
was now essential if 109
was now essential in 86
was now essential to 1223
was now esteemed as 98
was now esteemed the 75
was now evidence of 147
was now examined by 112
was now examined in 84
was now excluded by 114
was now executed by 59
was now exercising in 45
was now exercising the 111
was now exhibiting the 43
was now expanded by 59
was now expanded to 681
was now expected at 119
was now expected by 131
was now expected in 155
was now expected of 602
was now expected on 58
was now expected the 41
was now expected to 5115
was now expended in 1181
was now expended on 123
was now explaining the 43
was now explaining to 172
was now exploiting the 70
was now exported to 62
was now expressing the 102
was now extended by 259
was now extended in 105
was now extended so 179
was now extended to 5259
was now extolled as 64
was now fastened in 42
was now fastened on 235
was now fastened to 182
was now february of 64
was now financed by 63
was now finished as 119
was now finished by 69
was now finished in 129
was now followed by 2002
was now followed in 102
was now followed up 200
was now fomented by 45
was now foremost in 346
was now formally at 47
was now formally in 71
was now forsaken by 150
was now fostered by 63
was now friendly to 103
was now fulfilling the 195
was now functioning as 555
was now functioning at 92
was now functioning in 219
was now furnishing the 44
was now governed by 2016
was now governor of 2995
was now grateful to 78
was now grounded in 122
was now habitual to 91
was now hampered by 254
was now harassed by 113
was now hardened in 52
was now hardened to 79
was now harmless to 46
was now hastened by 71
was now helpless in 91
was now helpless to 106
was now heralded as 42
was now hesitant to 55
was now hindered by 94
was now hopeless to 226
was now hundreds of 129
was now imagined as 126
was now imagined to 44
was now imbedded in 48
was now imitated by 126
was now immersed in 738
was now imminent he 85
was now imminent in 47
was now impaired by 44
was now imparted to 184
was now impeached by 66
was now impelled by 80
was now impelled to 198
was now imported in 41
was now improved by 161
was now inclined to 3360
was now included as 238
was now included in 3176
was now included on 41
was now increased by 1719
was now increased in 160
was now increased to 2998
was now indebted to 351
was now indulged in 140
was now infected by 63
was now infested by 71
was now inflamed by 263
was now inflamed to 86
was now informed as 175
was now informed by 550
was now informed of 522
was now inherent in 75
was now inimical to 47
was now initiated by 62
was now initiated in 97
was now inserted in 156
was now insisted on 221
was now inspecting the 177
was now inspired by 208
was now inspired to 179
was now integral to 53
was now intended as 100
was now intended by 97
was now intended to 1298
was now interned in 61
was now intriguing to 65
was now invested by 527
was now invested in 381
was now invested on 187
was now involved in 4556
was now isolated by 61
was now isolated in 277
was now isolated on 47
was now journeying to 81
was now languishing in 550
was now launched as 83
was now launched by 118
was now launched in 212
was now launched on 1432
was now launched to 40
was now lavished on 143
was now lengthened to 40
was now lessened by 73
was now licensed to 132
was now listened to 340
was now luxuriating in 51
was now manifest in 219
was now manifest to 357
was now marooned in 57
was now mastered by 59
was now meditating an 51
was now meditating the 78
was now mentioned as 224
was now mentioned by 150
was now mentioned in 84
was now midnight of 59
was now minister at 111
was now minister of 1700
was now minister to 97
was now mirrored in 61
was now mistress of 1470
was now modified by 171
was now modified in 139
was now modified so 42
was now modified to 169
was now monitoring the 45
was now murdered by 45
was now narrowed to 238
was now negotiating the 40
was now negotiating to 55
was now november of 46
was now obedient to 70
was now objected to 125
was now oblivious of 60
was now oblivious to 134
was now obscured as 68
was now obscured by 557
was now observed at 83
was now observed by 123
was now observed in 379
was now observed to 549
was now obsessed by 212
was now obsolete in 43
was now obtained by 137
was now obtained in 91
was now obtained of 40
was now obtained to 72
was now obviously at 70
was now obviously in 164
was now obviously no 42
was now obviously on 60
was now obviously the 132
was now occupied as 454
was now occupied by 11078
was now occupied in 1538
was now occupied to 42
was now offended at 100
was now offended by 41
was now operated by 230
was now opposite the 198
was now opposite to 63
was now ordained as 42
was now ordained by 57
was now ordained to 54
was now organizing the 82
was now oriented to 58
was now outlined in 55
was now outraged by 43
was now overcome by 455
was now overlaid by 106
was now overlord of 73
was now overseeing the 94
was now overseer of 45
was now overtaking the 76
was now parallel to 136
was now patrolling the 74
was now performing at 40
was now performing in 117
was now performing the 171
was now perilous in 222
was now permeated by 42
was now pervaded by 80
was now petitioning the 53
was now physician to 48
was now pictured as 339
was now pictured in 43
was now poisoned by 65
was now positive he 40
was now possible as 190
was now possible at 73
was now possible by 105
was now possible if 40
was now possible in 1043
was now possible of 45
was now possible on 118
was now possible to 19849
was now powerful in 60
was now practicing in 222
was now preceded by 112
was now pregnant by 138
was now prepared at 105
was now prepared by 250
was now prepared in 179
was now prepared to 21378
was now presenting the 88
was now presenting to 86
was now presumed by 58
was now presumed to 181
was now pretending to 304
was now prevailing in 76
was now princess of 82
was now prisoner in 52
was now probably as 91
was now probably at 100
was now probably in 163
was now probably on 84
was now probably the 282
was now probably to 44
was now proceeding as 46
was now proceeding at 179
was now proceeding in 188
was now proceeding on 305
was now proceeding to 1114
was now proceeding up 46
was now produced as 171
was now produced at 67
was now produced by 346
was now produced in 463
was now produced on 175
was now produced to 74
was now prolonged to 61
was now promised the 76
was now promised to 236
was now promoted as 187
was now promoted by 170
was now promoted to 1999
was now prompted by 108
was now prompted to 98
was now properly in 48
was now property of 46
was now proposed as 155
was now proposed by 962
was now proposed in 180
was now proposed to 7697
was now protecting the 89
was now provided by 526
was now provided in 117
was now provided to 66
was now provoked by 53
was now provoked to 70
was now publishing the 122
was now punished by 310
was now quenched in 49
was now questioning the 170
was now ratified by 170
was now reassured by 54
was now recalled by 214
was now recalled in 55
was now recalled to 843
was now received as 294
was now received at 68
was now received by 487
was now received in 290
was now received of 110
was now received on 153
was now received to 69
was now reckless of 48
was now reckoned as 301
was now reckoned at 90
was now reckoned in 43
was now reckoned to 86
was now recorded as 110
was now recorded in 80
was now recovering in 71
was now recovering the 68
was now referred to 2438
was now refitted as 180
was now reflecting on 95
was now regarded as 22684
was now regarded at 40
was now regarded by 1655
was now regarded in 343
was now regretting it 87
was now regretting the 114
was now rejected as 245
was now rejected by 298
was now rejected in 43
was now rejoiced to 42
was now rejoined by 57
was now rekindling the 52
was now relieved by 327
was now relieved of 1046
was now relieved to 93
was now remanded to 85
was now remarked to 70
was now remedied by 84
was now reminded by 42
was now reminded of 385
was now remitted to 124
was now rendered in 52
was now rendered so 57
was now replaced as 123
was now replaced by 17635
was now replaced in 245
was now replaced on 51
was now reported as 441
was now reported at 66
was now reported by 112
was now reported in 114
was now reported to 1321
was now required as 142
was now required at 91
was now required by 491
was now required if 50
was now required in 364
was now required of 906
was now required on 62
was now required to 7108
was now reserved to 102
was now resident at 233
was now resident in 557
was now resigned to 991
was now resolute to 45
was now resolved by 295
was now resolved in 85
was now resolved on 1014
was now resolved to 7322
was now resorted to 671
was now responding to 274
was now restored as 123
was now restored by 384
was now restored in 297
was now restored to 3540
was now retained as 111
was now retained by 89
was now retained in 92
was now retained on 71
was now retorted by 148
was now returned as 40
was now returned by 104
was now returned in 192
was now returned to 2110
was now reunited in 53
was now reunited to 78
was now reversed as 48
was now reversed by 68
was now reversed in 273
was now reversed to 44
was now rewarded by 278
was now saddened by 42
was now scarcely an 48
was now scarcely to 99
was now scrambling to 78
was now seconded by 207
was now securely in 361
was now selected as 581
was now selected by 337
was now selected to 315
was now sensible he 100
was now sensible of 500
was now separating the 80
was now seriously at 54
was now seriously in 136
was now shadowed by 83
was now shrouded in 340
was now silenced by 51
was now situated at 85
was now situated in 339
was now situated on 131
was now smothered by 66
was now smothered in 48
was now softened by 252
was now sojourning at 40
was now soliciting the 77
was now somebody in 41
was now somewhat at 103
was now somewhat in 160
was now somewhat of 113
was now somewhat on 44
was now somewhat the 92
was now speedily to 79
was now sprawled in 48
was now sprawled on 141
was now squarely in 187
was now squarely on 132
was now squarely up 43
was now standard in 45
was now standard on 66
was now startled by 111
was now startled to 44
was now stationed at 1238
was now stationed in 1054
was now stationed on 165
was now straddling the 51
was now strained to 269
was now stranded in 153
was now stranded on 68
was now strapped to 83
was now stretching the 41
was now stricken by 54
was now stricken in 85
was now strictly on 41
was now strictly to 53
was now stripped of 861
was now stripped to 87
was now struggling in 220
was now struggling to 1261
was now submitting to 109
was now suborned by 65
was now subsisting on 88
was now subsumed in 45
was now succeeding in 51
was now succumbing to 81
was now suddenly in 67
was now suddenly to 200
was now suffered to 379
was now suggesting the 57
was now suggesting to 45
was now summoned at 110
was now summoned by 384
was now summoned in 85
was now summoned to 2099
was now sundered by 68
was now supplied by 631
was now supplied to 78
was now supporting the 519
was now supposed by 98
was now supposed to 4796
was now surveyor of 45
was now switched on 48
was now switched to 116
was now symbolic of 45
was now tempered by 582
was now tenanted by 202
was now tendered to 84
was now terrible to 84
was now terribly in 40
was now therefore in 62
was now therefore the 109
was now therefore to 53
was now thousands of 95
was now threatened as 54
was now threatened by 2958
was now threatened in 194
was now threatened on 296
was now threatened to 49
was now tortured by 144
was now traversing the 159
was now treasurer of 253
was now troubled by 249
was now twilight on 120
was now undergoing an 57
was now undergoing the 320
was now underway in 72
was now unfolded to 49
was now unlikely to 385
was now unsuited to 41
was now upgraded to 50
was now upstairs in 57
was now utilized by 70
was now utilized to 85
was now vegetating in 43
was now verified by 144
was now welcomed as 478
was now welcomed by 114
was now whispering in 68
was now whispering to 84
was now withdrawing to 56
was now withdrawn by 44
was now withdrawn to 86
was now witnessing the 220
was off forgetting me 47
was off promptly to 81
was oil wherewith to 63
was old compared to 102
was old fashioned in 130
was one abolishing the 44
was one accepted by 50
was one activity in 122
was one activity of 65
was one advanced by 75
was one advocate of 52
was one advocating the 66
was one animated by 44
was one announcing the 66
was one antidote to 43
was one antigone of 76
was one approach to 346
was one approved by 79
was one argument he 64
was one argument in 170
was one argument of 55
was one argument to 46
was one artifice by 75
was one assigned to 94
was one attached to 265
was one attended by 76
was one authorizing the 275
was one battalion of 274
was one casualty of 181
was one category of 281
was one centered on 44
was one challenge to 41
was one coherent thing 45
was one compiled by 46
was one composed by 140
was one composed of 644
was one concerning an 54
was one concerning the 943
was one condemning the 63
was one condition he 40
was one condition in 101
was one condition of 306
was one condition on 97
was one condition to 135
was one confined to 78
was one connecting the 47
was one conscious of 40
was one consisting of 505
was one constant in 239
was one containing an 64
was one containing the 267
was one contrary to 70
was one criminal to 46
was one criterion of 111
was one customer in 75
was one daughter by 58
was one daughter of 193
was one definite thing 46
was one demanded by 43
was one describing the 89
was one designed by 288
was one designed to 1026
was one destined to 618
was one dictated by 235
was one dimension of 527
was one directed at 88
was one directed by 86
was one directed to 214
was one direction in 415
was one directly in 41
was one district in 78
was one district to 83
was one doctrine of 54
was one document in 46
was one downside to 41
was one drawback in 102
was one drawback of 43
was one drawback to 939
was one employed by 103
was one employed in 129
was one empowering the 63
was one endorsed by 42
was one entirely in 73
was one entirely of 229
was one entitled the 240
was one entitled to 68
was one entrance to 136
was one essential to 54
was one esteemed by 43
was one evidence of 508
was one exception at 45
was one exception in 471
was one exception of 51
was one exception to 5238
was one executed in 53
was one exercise in 49
was one expected to 168
was one exponent of 51
was one external to 42
was one fatality in 56
was one followed by 86
was one forbidding the 200
was one fragment of 139
was one governed by 174
was one grounded in 61
was one hallmark of 107
was one hospital in 43
was one hundredth of 105
was one incident at 124
was one incident in 1065
was one incident of 433
was one incident on 80
was one incident to 78
was one inclined to 41
was one included in 71
was one industry in 68
was one informed by 58
was one ingredient in 255
was one ingredient of 166
was one inherent in 142
was one initiated by 101
was one inspired by 175
was one instance in 1239
was one instance of 2692
was one instance to 87
was one intended to 775
was one intention of 61
was one interval of 40
was one invented by 183
was one involved in 42
was one listener to 55
was one loophole in 61
was one mentioned by 79
was one mentioned in 61
was one minister in 47
was one minister of 75
was one molecule of 49
was one movement in 41
was one movement of 57
was one objection to 382
was one obstacle in 248
was one obstacle to 586
was one obtained by 50
was one occupied by 208
was one offshoot of 64
was one operated by 95
was one outgrowth of 211
was one paradise of 57
was one particle of 122
was one passenger in 128
was one passenger on 58
was one permitting the 112
was one personal to 99
was one pertaining to 103
was one physician in 45
was one physician to 134
was one positive thing 106
was one prepared by 321
was one prepared in 66
was one prepared to 107
was one prisoner in 56
was one produced by 156
was one promoted by 70
was one prompted by 46
was one proposal to 50
was one proposed by 552
was one proposed to 47
was one provided by 186
was one province of 148
was one provision in 150
was one provision of 126
was one purporting to 92
was one received by 44
was one recorded by 44
was one referred to 118
was one regiment in 41
was one regiment of 383
was one regulating the 67
was one relative to 146
was one reported by 184
was one reported in 85
was one reported to 53
was one requesting the 76
was one required by 88
was one required to 80
was one resembling the 66
was one reserved to 41
was one respecting the 108
was one response by 58
was one response of 125
was one response to 1736
was one selected by 52
was one sentence in 735
was one sentence of 113
was one sequence in 64
was one sequence of 51
was one situated at 103
was one situated in 43
was one situation he 53
was one situation in 214
was one sixteenth of 81
was one skirmish in 42
was one specimen in 40
was one specimen of 291
was one squadron of 101
was one standard of 141
was one stimulus to 89
was one strategy of 43
was one strategy to 92
was one strictly of 48
was one suitable to 50
was one supplied by 79
was one supposed to 909
was one survivor of 128
was one terminal of 42
was one terminus of 46
was one thousandth of 40
was one tradition of 61
was one twentieth of 131
was one unlikely to 53
was our analysis of 101
was our approach in 99
was our approach to 188
was our attitude in 45
was our attitude on 50
was our attitude to 174
was our authority on 74
was our business as 127
was our business in 105
was our business to 2795
was our capacity to 84
was our challenge to 75
was our colleague in 52
was our colossus on 296
was our commerce as 51
was our companion as 46
was our companion in 278
was our companion on 61
was our condition at 49
was our condition in 79
was our condition on 48
was our curiosity to 59
was our delegate to 287
was our director of 151
was our eagerness to 85
was our emphasis on 45
was our estimate of 102
was our farewell to 205
was our favorite thing 49
was our festival of 63
was our hawthorne in 65
was our intention as 55
was our intention at 135
was our intention in 312
was our intention to 11747
was our interest in 455
was our interest to 1732
was our lifeline to 78
was our mainstay in 56
was our minister at 464
was our minister in 213
was our minister of 94
was our minister to 520
was our movement to 87
was our neighbor at 45
was our neighbor in 196
was our neighbor on 89
was our neighbor to 46
was our passport to 63
was our practice in 164
was our practice of 65
was our practice to 1103
was our prisoner in 44
was our progress in 90
was our proposal to 61
was our prospect of 42
was our province to 72
was our purchase of 45
was our reception at 150
was our reception by 69
was our rejection of 44
was our response to 311
was our salvation in 41
was our selection of 51
was our situation as 107
was our situation at 112
was our situation in 152
was our situation on 95
was our standard of 57
was our strategy to 84
was our struggle to 42
was our surprise at 168
was our surprise in 44
was our surprise on 243
was our surprise to 1762
was our tendency to 108
was our tradition of 49
was our tradition to 77
was our treatment of 111
was our washington in 51
was out collecting the 103
was out delivering the 51
was out exercising the 41
was out inspecting the 186
was out patrolling the 77
was out seriously in 52
was owing directly to 70
was owing entirely to 2462
was owing likewise to 41
was owing probably to 367
was owing somewhat of 108
was owing somewhat to 100
was pay attention to 154
was put alongside of 63
was put alongside the 201
was put concerning the 66
was put directly in 152
was put directly on 195
was put directly to 449
was put entirely at 107
was put entirely in 78
was put entirely on 158
was put forcibly by 96
was put formally in 47
was put opposite the 42
was put pressure on 41
was put severely to 189
was put squarely in 53
was put squarely on 340
was put squarely to 100
was put squarely up 120
was put straight on 80
was put straight to 190
was put underneath the 108
was ray intention to 61
was read announcing the 95
was read annually in 45
was read annually on 44
was read concerning the 107
was read containing the 48
was read directly in 42
was read directly on 99
was read publicly at 246
was read publicly by 121
was read publicly in 1707
was read publicly on 114
was read publicly to 69
was read relative to 59
was read silently by 42
was real affection in 109
was real attached to 53
was real distress in 123
was real efficacy in 43
was real enthusiasm in 81
was real evidence of 193
was real friendly to 47
was real interest in 206
was real progress in 163
was real surprise in 43
was run alongside the 156
was run directly by 327
was run entirely by 872
was run entirely on 249
was run initially by 40
was run parallel to 152
was run strictly on 47
was sad evidence of 81
was set adjacent to 49
was set alongside the 193
was set annually by 41
was set constant at 99
was set defiantly on 43
was set directly in 113
was set directly on 244
was set entirely at 70
was set entirely by 91
was set entirely in 199
was set initially at 350
was set initially by 42
was set initially to 76
was set jauntily on 278
was set opposite the 135
was set opposite to 61
was set parallel to 390
was set rakishly on 53
was set relative to 75
was set slightly to 44
was set squarely in 175
was set squarely on 176
was set straight by 191
was set straight in 52
was set straight on 92
was she absorbed in 285
was she addicted to 48
was she admitted to 82
was she affected by 378
was she agitated by 65
was she anywhere in 41
was she attached to 103
was she attempting to 155
was she awakened by 81
was she backward in 51
was she compared to 47
was she confined to 87
was she confused by 54
was she conscious of 655
was she continuing to 54
was she deceived by 41
was she deceived in 100
was she deprived of 183
was she descried by 93
was she desirous of 45
was she destined to 366
was she deterred by 80
was she disposed to 393
was she engrossed by 43
was she entitled to 456
was she expected to 1110
was she grateful to 51
was she happened to 95
was she ignorant of 179
was she impelled to 68
was she inclined to 362
was she included in 64
was she indebted to 63
was she informed of 257
was she intended to 183
was she involved in 762
was she mentioned in 58
was she mistaken in 207
was she mistress of 150
was she observed to 45
was she occupied by 62
was she occupied in 61
was she overcome by 172
was she prepared to 1378
was she pretending to 105
was she reassured by 79
was she rebelled as 43
was she received by 57
was she referred to 89
was she regarded as 129
was she regarded by 43
was she relieved of 57
was she reminded me 63
was she reminded of 109
was she required to 370
was she reserved to 79
was she resolved to 82
was she responding to 89
was she restored to 70
was she sensible of 95
was she suddenly so 645
was she suffered to 121
was she summoned to 51
was she supposed to 18332
was she threatened by 56
was she troubled by 119
was singing directly to 123
was singing serenely on 53
was singing snatches of 144
was sir lancelot of 57
was sung entirely by 42
was sung entirely in 95
was that abolition of 62
was that accepted by 95
was that accorded by 47
was that accorded the 44
was that accorded to 161
was that accounts of 58
was that achieved by 322
was that achieved in 80
was that acquired by 118
was that activity in 43
was that actually the 88
was that adjacent to 70
was that admission of 50
was that admission to 68
was that advanced by 751
was that advanced in 85
was that advances in 133
was that affected by 60
was that affected me 41
was that affected the 70
was that afforded by 1173
was that afforded in 45
was that africans in 50
was that allotted to 78
was that alongside the 122
was that analysis of 166
was that animated the 45
was that answered the 68
was that approval of 93
was that approved by 225
was that articles of 48
was that ascribed to 171
was that assembly of 55
was that assertion of 89
was that assigned by 68
was that assigned to 230
was that attached to 356
was that attained by 72
was that attempting to 76
was that attempts at 54
was that attempts by 44
was that attempts to 464
was that attention to 173
was that attitude of 104
was that australia is 42
was that authority is 40
was that authority to 94
was that authorizing the 169
was that barriers to 55
was that bequeathed by 64
was that bestowed by 44
was that betrayed the 48
was that branches of 40
was that business at 75
was that business in 148
was that business is 55
was that business of 482
was that capacity to 56
was that catholics in 71
was that cavalier in 75
was that children as 40
was that children at 61
was that children be 72
was that children do 131
was that children in 475
was that children of 595
was that citizens in 67
was that citizens of 208
was that collision at 71
was that compared to 867
was that compiled by 331
was that compiled in 52
was that composed by 137
was that composed of 630
was that composed the 65
was that comprising the 114
was that concepts of 44
was that concerning the 2820
was that condition of 142
was that conflict in 45
was that conflict is 71
was that connecting the 85
was that conquest of 67
was that consisting of 191
was that containing the 367
was that contrary to 495
was that conveyed by 91
was that conveyed in 55
was that coverage of 46
was that daughter of 271
was that decisions of 97
was that decisions on 86
was that decisions to 48
was that declared by 65
was that delivery of 49
was that demanded by 60
was that depicted by 45
was that depicted in 108
was that describing the 77
was that designed by 731
was that designed in 49
was that designed to 219
was that destined to 60
was that dictated by 113
was that dictated my 67
was that dictated the 40
was that digested the 177
was that directed at 51
was that directed by 216
was that directed the 48
was that directed to 94
was that directly in 46
was that distance to 83
was that distrust of 55
was that doctrine of 125
was that education in 208
was that education is 344
was that education of 90
was that effected by 364
was that effected in 97
was that elections to 43
was that elements in 43
was that elements of 225
was that elongation in 42
