waged such memorable wars 134
which some societies have 104
which some specimens have 167
which some specimens were 106
which some suspicions have 48
which soon afterward took 52
which soon afterward were 59
which soon attracted many 47
which soon attracted other 40
which soon blossomed into 156
which soon broadened into 64
which soon developed into 3897
which soon disappears from 43
which soon dissolved into 61
which soon dissolves into 53
which soon escalated into 130
which soon exhausted their 42
which soon freshened into 44
which soon separates from 88
which soon separates into 72
which soon stretched from 49
which spring laterally from 50
which spring naturally from 574
which stem primarily from 243
which such arguments have 113
which such arguments rest 46
which such arguments seem 41
which such arguments were 111
which such attitudes have 43
which such attitudes were 101
which such certified copy 43
which such commodity rate 73
which such companies have 68
which such companies were 106
which such conditions have 152
which such conditions were 113
which such conditions will 49
which such conflicts have 92
which such conflicts were 82
which such contracts have 57
which such contracts must 53
which such contracts were 155
which such conviction took 156
which such countries have 67
which such deductions were 46
which such dividends have 143
which such dividends were 452
which such doctrines were 133
which such documents have 44
which such documents were 265
which such employees have 44
which such estimates have 88
which such estimates must 47
which such estimates were 72
which such exercises were 94
which such hypotheses must 64
which such incidents were 68
which such inquiries were 43
which such interests were 127
which such intuitions have 41
which such judgments have 99
which such judgments must 45
which such judgments rest 121
which such judgments were 207
which such knowledge brings 65
which such knowledge leads 192
which such knowledge must 100
which such knowledge will 96
which such movements have 133
which such movements were 84
which such objections have 42
which such offenders were 50
which such operations have 110
which such operations take 76
which such operations were 155
which such operations will 53
which such opposition must 66
which such phenomena have 136
which such phenomena take 107
which such phenomena were 110
which such practices have 178
which such practices take 50
which such practices were 424
which such prisoners were 174
which such proceedings have 121
which such proceedings must 103
which such proceedings took 95
which such proceedings were 389
which such processes have 95
which such processes take 105
which such processes were 80
which such processes will 54
which such prodigies were 41
which such proposals have 75
which such proposals were 114
which such provisions have 73
which such provisions were 61
which such purchases were 97
which such qualities were 73
which such researches have 40
which such resources have 62
which such resources were 89
which such responses were 69
which such sentences have 47
which such sentences were 72
which such situations have 54
which such societies have 67
which such societies were 114
which such standards have 59
which such standards will 63
which such traditions were 53
which such transfers have 43
which such transfers were 40
which such transfers will 48
which such witnesses will 216
which take different paths 83
which test specimens were 52
which their abilities were 146
which their abilities will 44
which their adherents have 47
which their adherents were 51
which their advantage over 61
which their advocates have 166
which their affections clung 43
which their affections were 129
which their ancestors came 897
which their ancestors fled 57
which their ancestors from 44
which their ancestors gave 59
which their ancestors have 1474
which their ancestors held 202
which their ancestors knew 89
which their ancestors left 104
which their ancestors made 109
which their ancestors must 49
which their ancestors once 551
which their ancestors owed 95
which their ancestors paid 100
which their ancestors took 171
which their ancestors used 281
which their ancestors were 2147
which their apertures pass 40
which their appetites were 51
which their arguments have 84
which their arguments must 70
which their arguments upon 55
which their arguments were 180
which their attitudes have 43
which their attitudes were 126
which their audiences were 122
which their barbarous rule 114
which their batteries were 71
which their colleagues have 77
which their colleagues were 187
which their companies have 69
which their companies were 95
which their companions have 63
which their companions rode 43
which their companions were 406
which their conflicts were 42
which their conquests were 42
which their contracts were 67
which their countries have 105
which their countries were 316
which their countries will 44
which their creditors find 142
which their customers have 94
which their customers were 131
which their customers will 71
which their daughters have 63
which their daughters were 155
which their delegates were 68
which their departure from 53
which their destinies were 90
which their dimensions were 55
which their directions make 157
which their directors were 42
which their districts were 55
which their doctrines have 57
which their doctrines leave 49
which their doctrines were 486
which their economies have 112
which their economies were 155
which their employees have 117
which their employees live 81
which their employees must 45
which their employees were 126
which their employees will 46
which their employees work 144
which their employers have 175
which their employers leave 56
which their employers were 169
which their estimates were 43
which their existence will 43
which their factories were 100
which their followers have 154
which their followers were 181
which their footsteps have 45
which their graduates were 44
which their graduates will 56
which their happiness will 62
which their historians have 127
which their histories have 44
which their histories were 49
which their influence over 120
which their influence upon 51
which their influence will 70
which their inquiries have 59
which their inquiries were 51
which their instincts told 52
which their intentions were 46
which their interests have 269
which their interests were 1568
which their interests will 124
which their intrinsic worth 96
which their inventions were 54
which their irruptions were 46
which their judgments have 52
which their judgments were 228
which their knowledge gave 70
which their knowledge must 53
which their landlords have 46
which their liberties were 533
which their listeners have 71
which their lordships have 1070
which their lordships held 42
which their lordships must 45
which their lordships think 82
which their lordships were 572
which their lordships will 241
which their majesties have 238
which their majesties were 420
which their merchants were 76
which their ministers have 50
which their ministers were 61
which their miserably paid 44
which their movements take 107
which their movements were 333
which their mysteries were 58
which their neighbors have 119
which their neighbors were 156
which their objections were 176
which their occupants have 53
which their occupants love 70
which their operations have 246
which their operations were 442
which their opponents deny 40
which their opponents drew 99
which their opponents have 311
which their opponents hold 43
which their opponents were 736
which their opponents will 78
which their ornaments were 64
which their particles have 44
which their political life 97
which their population bears 198
which their portraits were 44
which their possession will 42
which their posterity have 259
which their posterity were 425
which their posterity will 212
which their practical life 133
which their practices were 79
which their pretended acts 74
which their prisoners came 63
which their prisoners were 71
which their proceedings have 88
which their proceedings were 385
which their proposals were 113
which their proposals will 41
which their proposers must 63
which their provinces were 129
which their provisions were 109
which their regiments were 76
which their relatives have 89
which their relatives were 114
which their researches have 170
which their researches were 91
which their resources have 54
which their resources were 255
which their resources will 73
which their responses were 161
which their resultant acts 41
which their sentences were 53
which their separation from 92
which their societies have 57
which their societies were 132
which their spiritual life 188
which their standards were 63
which their statesmen were 61
which their structure will 44
which their struggles will 49
which their successes were 70
which their sympathies have 41
which their sympathies were 92
which their traditions have 93
which their traditions were 80
which their victories were 55
which their victorious arms 44
which their withdrawal dealt 75
which there certainly were 79
which there generally lies 72
which there gradually grew 52
which there presently came 41
which these abilities were 41
which these accessory ideas 52
which these accidents have 48
which these addresses were 126
which these affections were 40
which these affections will 118
which these anecdotes have 80
which these anxieties were 40
which these appetites find 48
which these arguments have 231
which these arguments rest 198
which these arguments were 403
which these artifacts were 157
which these assertions rest 296
which these assertions were 122
which these attitudes have 115
which these attitudes were 274
which these barbarians have 121
which these barbarians were 122
which these battalions were 50
which these batteries were 44
which these campaigns were 77
which these challenges have 79
which these challenges were 78
which these chemicals have 76
which these chemicals were 41
which these christians have 76
which these christians were 102
which these companies have 418
which these companies were 464
which these companies will 48
which these compounds have 177
which these compounds were 211
which these conditions gave 47
which these conditions give 118
which these conditions have 745
which these conditions hold 183
which these conditions meet 58
which these conditions must 106
which these conditions were 835
which these conditions will 176
which these conflicts have 203
which these conflicts were 245
which these conflicts will 44
which these conquests were 130
which these contracts have 53
which these contracts were 213
which these countries face 183
which these countries find 78
which these countries have 1596
which these countries must 69
which these countries need 80
which these countries were 691
which these countries will 289
which these criminals were 47
which these crotchets have 55
which these deceivers have 53
which these deceptions were 43
which these deductions have 65
which these deductions were 66
which these delegates were 76
which these desirable ends 143
which these detectors will 128
which these different sets 136
which these different ways 57
which these dimensions have 58
which these dimensions were 63
which these directions make 43
which these directions were 76
which these directors have 46
which these directors were 47
which these disciples were 48
which these disorders have 41
which these disorders were 74
which these distances were 47
which these districts have 89
which these districts were 117
which these dividends were 57
which these doctrines have 326
which these doctrines rest 144
which these doctrines were 466
which these documents have 215
which these documents must 49
which these documents were 814
which these documents will 52
which these economies have 96
which these economies were 82
which these electrons move 47
which these emigrants were 67
which these employees have 73
which these employees were 79
which these employees work 45
which these enthusiasts were 103
which these estimates have 153
which these estimates were 641
which these evidences were 58
which these exceptions were 41
which these executions took 68
which these exercises have 66
which these exercises were 151
which these factories were 42
which these faculties were 107
which these festivals were 108
which these fisheries were 44
which these footsteps were 55
which these forecasts were 52
which these formations have 53
which these formations were 86
which these fragments have 136
which these fragments were 312
which these gentlemen care 74
which these gentlemen gave 61
which these gentlemen have 1316
which these gentlemen held 43
which these gentlemen made 52
which these gentlemen must 62
which these gentlemen seem 101
which these gentlemen talk 217
which these gentlemen took 64
which these gentlemen treat 58
which these gentlemen were 848
which these gentlemen will 86
which these historians have 132
which these histories were 60
which these hospitals were 65
which these hypotheses have 66
which these hypotheses rest 87
which these hypotheses were 189
which these ideologies have 44
which these ideologies were 45
which these idolaters have 61
which these incidents have 150
which these incidents took 46
which these incidents were 94
which these ingredients have 54
which these ingredients were 66
which these inquiries have 124
which these inquiries were 129
which these instincts were 42
which these intentions have 43
which these intentions were 86
which these interests have 196
which these interests were 308
which these interests will 59
which these intervals were 48
which these inventions have 244
which these inventions were 71
which these islanders were 52
which these judgments have 62
which these judgments were 287
which these liberties were 44
which these libraries were 66
which these magazines were 52
which these massacres were 57
which these medicines were 51
which these merchants were 84
which these migrations took 45
which these ministers have 51
which these miserable beings 44
which these molecules have 65
which these molecules move 44
which these molecules were 82
which these monuments have 54
which these monuments were 324
which these mountains have 159
which these mountains were 122
which these movements have 370
which these movements must 46
which these movements take 192
which these movements took 86
which these movements were 542
which these movements will 49
which these mysteries were 133
which these newcomers were 42
which these novelties seem 49
which these objections have 77
which these objections were 181
which these objections will 41
which these observers have 113
which these obstacles have 134
which these obstacles were 99
which these offenders were 62
which these operations have 250
which these operations must 86
which these operations take 158
which these operations took 78
which these operations were 966
which these operations will 102
which these organisms grow 69
which these organisms have 237
which these organisms live 181
which these organisms were 219
which these ornaments were 74
which these overtures were 62
which these pamphlets were 69
which these parasites were 40
which these particles have 123
which these particles move 215
which these particles pass 45
which these particles were 158
which these particles will 118
which these penalties were 97
which these phenomena come 42
which these phenomena have 454
which these phenomena must 64
which these phenomena take 270
which these phenomena were 478
which these phenomena will 52
which these physicians have 58
which these physicians were 61
which these portraits were 127
which these practices give 52
which these practices have 258
which these practices take 86
which these practices were 560
which these pressures have 69
which these pressures were 69
which these prisoners were 334
which these proceedings have 177
which these proceedings threw 42
which these proceedings were 817
which these processes give 77
which these processes have 834
which these processes must 55
which these processes play 43
which these processes take 911
which these processes took 99
which these processes were 409
which these processes will 146
which these processes work 245
which these proposals have 120
which these proposals were 657
which these proposals will 69
which these provinces have 142
which these provinces were 237
which these provisions have 259
which these provisions were 498
which these provisions will 79
which these purchases were 241
which these qualities have 702
which these qualities were 760
which these qualities will 84
which these quotations come 124
which these quotations give 44
which these quotations have 252
which these quotations were 218
which these reductions were 44
which these regiments were 101
which these researches have 298
which these researches were 104
which these resources have 266
which these resources were 524
which these resources will 189
which these responses have 72
which these responses were 267
which these sectaries were 119
which these sediments have 52
which these sediments were 339
which these selections have 117
which these selections were 171
which these sensations were 51
which these sentences have 103
which these sentences were 235
which these sequences were 61
which these situations have 89
which these situations were 94
which these skeletons were 52
which these societies have 398
which these societies must 43
which these societies were 449
which these societies will 49
which these specimens have 66
which these specimens were 472
which these standards have 166
which these standards were 262
which these standards will 45
which these struggles have 74
which these struggles take 72
which these struggles took 53
which these struggles were 116
which these subsidies were 70
which these successes were 98
which these traditions have 226
which these traditions were 295
which these tragedies were 57
which these transfers were 91
which these treatments were 49
which these tribunals were 44
which these varieties have 54
which these varieties were 103
which these vibrations take 98
which these victories were 160
which these witnesses have 72
which these witnesses were 80
which these youngsters were 79
which those arguments rest 48
which those arguments were 147
which those attitudes were 50
which those centuries have 69
which those companies were 82
which those concerned have 124
which those concerned must 60
which those concerned were 87
which those conditions have 82
which those conditions make 52
which those conditions were 162
which those conditions will 43
which those conflicts were 61
which those countries have 314
which those countries were 263
which those countries will 49
which those criminals deem 58
which those deductions were 47
which those dividends were 76
which those doctrines have 62
which those doctrines were 304
which those documents were 157
which those gentlemen have 219
which those gentlemen seem 44
which those gentlemen soon 70
which those gentlemen were 226
which those intentions were 69
which those interests have 65
which those interests make 84
which those interests were 168
which those judgments have 63
which those judgments were 116
which those liberties were 89
which those merchants were 76
which those ministers were 51
which those movements were 94
which those objections were 89
which those obstacles were 63
which those operations were 161
which those phenomena were 47
which those practices have 51
which those practices were 113
which those proceedings were 160
which those processes have 55
which those processes take 52
which those processes were 58
which those proposals were 81
which those provinces were 102
which those provisions have 103
which those provisions were 150
which those qualities flow 154
which those qualities give 42
which those qualities have 90
which those qualities were 151
which those researches have 45
which those resources have 65
which those resources were 151
which those resources will 67
which those sentences were 111
which those societies have 129
which those societies were 59
which those standards were 102
which those statesmen were 59
which those struggles were 44
which those successes have 67
which those traditions have 56
which those traditions were 74
which those victories were 72
which three americans were 74
which three centuries have 215
which three different sets 40
which three policemen were 122
which three resistors having 49
which three specimens were 66
which threw themselves into 110
which threw themselves upon 57
which throw discredit upon 40
which throw themselves from 59
which throw themselves into 167
which time delegates from 66
which time operations were 85
which told admirably well 64
which took passengers from 56
which took seventeen days 42
which took seventeen years 67
which took testimony from 44
which true believers have 62
which true believers speak 57
which true believers were 49
which true christians have 70
which upon completion will 87
which urge themselves upon 57
which uses reflected radio 47
which vary materially from 172
which very equitably gave 52
which very excitable city 69
which very materially adds 49
which vice president dick 46
which vice president gore 57
which walk invisibly among 116
which weave themselves into 122
which well describes their 56
which well expresses what 113
which went extremely well 86
which went thoroughly into 58
which were abandoned during 167
which were abandoned only 40
which were abandoned were 47
which were abandoned when 243
which were abolished during 68
which were abolished only 63
which were accordingly done 54
which were accordingly made 169
which were accordingly paid 50
which were accordingly sent 118
which were accordingly used 79
which were activated during 72
which were activated when 47
which were addressed from 82
which were addressed only 47
which were admirably well 387
which were afterward lost 44
which were afterward made 195
which were afterward more 51
which were afterward paid 40
which were afterward sent 44
which were afterward sold 42
which were afterward used 135
which were alienated from 99
which were allegedly made 51
which were allegedly used 47
which were alleviated only 100
which were allocated among 57
which were altogether more 238
which were altogether those 47
which were anciently made 298
which were anciently tied 44
which were anciently used 132
which were announced during 56
which were announced from 92
which were announced last 111
which were appointed during 54
which were appointed four 40
which were appointed from 85
which were approaching from 172
which were approaching their 173
which were assembled during 50
which were assembled from 200
which were assembled into 254
which were assembled many 149
which were assembled some 115
which were assembled there 188
which were attempted were 46
which were attendant upon 191
which were augmented during 82
which were available during 242
which were available even 68
which were available free 43
which were available from 838
which were available only 2010
which were available prior 81
which were available there 190
which were available were 590
which were available when 299
which were basically those 55
which were broadcast during 72
which were broadcast from 184
which were broadcast live 406
which were broadcast over 288
which were carefully kept 727
which were carefully laid 375
which were carefully made 220
which were carefully shut 42
which were carefully tied 61
which were certainly among 61
which were certainly good 82
which were certainly great 136
which were certainly less 203
which were certainly made 320
which were certainly meant 56
which were certainly more 932
which were certainly most 278
which were certainly much 348
which were certainly once 87
which were certainly open 47
which were certainly part 68
which were certainly there 65
which were certainly those 72
which were certainly true 94
which were certainly used 214
which were certainly very 1332
which were certainly well 324
which were channeled into 111
which were chartered during 76
which were chartered from 40
which were circulating among 198
which were clustered into 66
which were collapsed into 66
which were collected along 67
which were collected among 62
which were collected during 890
which were collected from 3486
which were collected here 64
which were collected into 857
which were collected many 56
which were collected only 95
which were collected over 420
which were collected some 72
which were collected there 300
which were collected were 154
which were collected when 62
which were colonized from 79
which were commanded from 104
which were commenced during 86
which were commenced prior 104
which were commenced some 43
which were commented upon 735
which were committed among 45
which were committed during 563
which were committed prior 62
which were committed there 203
which were committed unto 88
which were committed upon 180
which were committed were 93
which were completed during 538
which were completed early 164
which were completed from 53
which were completed just 60
which were completed last 40
which were completed only 285
which were completed over 93
which were completed prior 86
which were completed were 66
which were completed when 82
which were comprised most 142
which were conceived during 58
which were conceived from 97
which were concerned more 132
which were concerned only 611
which were concluded during 159
which were concluded prior 79
which were condemned were 60
which were condensed into 121
which were conducted along 63
which were conducted during 624
which were conducted from 296
which were conducted into 48
which were conducted like 50
which were conducted more 69
which were conducted only 45
which were conducted over 588
which were conducted prior 114
which were conducted there 82
which were conducted upon 95
which were conferred upon 3607
which were confirmed during 41
which were confirmed when 153
which were connected more 122
which were connected only 89
which were conquered during 62
which were conquered from 183
which were construed into 148
which were consulted during 67
which were contained many 69
which were contained some 91
which were continued along 42
which were continued down 182
which were continued during 413
which were continued even 96
which were continued from 532
which were continued into 210
which were continued over 63
which were continued till 312
which were converted from 431
which were converted into 3748
which were corrected when 54
which were corruptly paid 58
which were currently used 93
which were customary among 238
which were customary there 49
which were decidedly anti 58
which were decidedly less 43
which were decidedly more 192
which were decidedly those 43
which were deducible from 57
which were delivered during 337
which were delivered from 548
which were delivered into 156
which were delivered just 62
which were delivered last 42
which were delivered once 71
which were delivered only 48
which were delivered over 382
which were delivered unto 218
which were delivered upon 42
which were delivered were 51
which were dependent upon 2362
which were deposited along 82
which were deposited among 56
which were deposited during 796
which were deposited from 175
which were deposited here 85
which were deposited into 110
which were deposited many 45
which were deposited onto 54
which were deposited over 339
which were deposited some 49
which were deposited their 41
which were deposited there 937
which were deposited upon 189
which were deposited when 73
which were derivable from 52
which were descended from 642
which were described from 173
which were described here 63
which were described more 42
which were described were 63
which were described when 67
which were desirable from 55
which were destitute even 52
which were destroyed during 1305
which were destroyed have 64
which were destroyed were 159
which were destroyed when 399
which were developed along 222
which were developed among 74
which were developed during 1926
which were developed early 130
which were developed from 1777
which were developed here 65
which were developed into 495
which were developed many 72
which were developed more 181
which were developed much 109
which were developed only 193
which were developed over 651
which were developed prior 113
which were developed some 92
which were developed soon 47
which were developed there 134
which were developed were 250
which were developed when 108
which were different from 13620
which were disappearing from 49
which were discarded from 88
which were discarded when 102
which were discharging their 65
which were discussed during 431
which were discussed from 62
which were discussed here 126
which were discussed more 147
which were discussed such 42
which were discussed there 158
which were discussed were 209
which were discussed when 71
which were dislodged from 44
which were dispensed from 51
which were dispersed among 217
which were dispersed here 51
which were dispersed over 749
which were displaced from 101
which were displayed along 87
which were displayed during 155
which were displayed from 42
which were displayed many 57
which were displayed over 41
which were displayed some 117
which were displayed there 231
which were displayed upon 102
which were disrupted during 40
which were dissected from 62
which were dissolved during 44
which were distilled from 100
which were distilled into 69
which were divergent from 61
which were doubtless hanging 46
which were doubtless made 127
which were doubtless more 320
which were doubtless much 41
which were doubtless those 54
which were doubtless used 236
which were doubtless very 182
which were doubtless well 135
which were effective during 79
which were effective from 87
which were effective only 122
which were effective were 70
which were effective when 68
which were eminently seen 41
which were encroaching upon 41
which were engendered those 54
which were especially good 64
which were especially great 42
which were especially hard 112
which were especially high 44
which were especially made 81
which were especially rich 79
which were especially used 49
which were especially well 348
which were estimated from 540
which were evacuated from 62
which were evaluated from 131
which were evidently from 50
which were evidently laid 52
which were evidently made 440
which were evidently meant 350
which were evidently more 300
which were evidently most 41
which were evidently much 193
which were evidently once 122
which were evidently only 128
which were evidently part 79
which were evidently those 140
which were evidently used 468
which were evidently very 152
which were evidently well 100
which were excavated during 152
which were excavated from 364
which were excavated were 43
which were excavated when 41
which were exceedingly fine 66
which were exceedingly good 71
which were exceedingly rare 60
which were exceedingly rich 61
which were exceedingly tame 49
which were exceedingly well 409
which were excerpted from 58
which were exercised over 369
which were exercised upon 137
which were exhibited during 123
which were exhibited here 49
which were exhibited some 113
which were exhibited there 107
which were exhibited upon 41
which were exhibited very 42
which were exhibited were 62
which were explained away 60
which were explained more 134
which were explained when 87
which were exploited during 59
which were exploited from 65
which were expressed during 105
which were expressed from 69
which were expressed only 49
which were expressed very 44
which were expressed were 47
which were expressed when 90
which were expressly made 80
which were extracted from 1957
which were extremely fine 80
which were extremely good 136
which were extremely hard 146
which were extremely heavy 79
which were extremely high 165
which were extremely poor 69
which were extremely rare 372
which were extremely rich 97
which were extremely well 716
which were faithfully kept 197
which were flourishing when 43
which were forbidden during 46
which were forwarded from 295
which were frittered away 54
which were fulfilled during 49
which were fulfilled when 47
which were furnished from 208
which were generally clear 46
which were generally deep 112
which were generally done 73
which were generally felt 157
which were generally free 55
which were generally from 56
which were generally good 88
which were generally half 41
which were generally held 705
which were generally high 70
which were generally kept 168
which were generally left 152
which were generally less 444
which were generally made 512
which were generally more 1005
which were generally most 94
which were generally much 341
which were generally only 168
which were generally open 60
which were generally paid 108
which were generally seen 147
which were generally sold 91
which were generally those 74
which were generally three 86
which were generally used 747
which were generally very 398
which were generally well 898
which were generally worn 171
which were generated during 303
which were generated from 660
which were generated were 47
which were graciously sent 46
which were gradually bringing 88
which were gradually coming 159
which were gradually fading 45
which were gradually losing 49
which were gradually lost 67
which were gradually made 151
which were gradually rising 42
which were gradually taking 193
which were gradually worn 115
which were harnessed four 141
which were harvested from 148
which were holdovers from 40
which were hurriedly made 44
which were implanted into 144
which were important during 135
which were important food 45
which were important from 203
which were important means 48
which were important only 88
which were important were 65
which were important when 52
which were impressed into 78
which were impressed upon 536
which were imprinted upon 48
which were increasingly coming 99
which were increasingly hard 46
which were increasingly less 93
which were increasingly more 132
which were increasingly seen 184
which were increasingly taking 45
which were increasingly used 145
which were incumbent upon 444
which were indicated only 62
which were inflicted only 244
which were inflicted upon 1598
which were inhabited during 97
which were inhabited only 120
which were inherited from 1887
which were inscribed four 72
which were inscribed many 46
which were inscribed over 64
which were inscribed some 128
which were inscribed such 54
which were inscribed their 184
which were inscribed there 56
which were inscribed these 442
which were inscribed three 50
which were inscribed upon 195
which were installed during 111
which were installed when 71
which were instantly made 47
which were instantly sent 113
which were instilled into 334
which were insulated from 224
which were interesting from 69
which were interesting only 50
which were invariably held 69
which were invariably made 56
which were invariably used 50
which were invariably well 104
which were invisible from 160
which were invisible when 63
which were irrigated from 88
which were justified only 54
which were leftovers from 65
which were liberally laid 46
which were liberated from 258
which were literally torn 46
which were magnified into 97
which were mandatory upon 46
which were mitigated only 48
which were monitored during 40
which were motivated more 42
which were naturally good 46
which were naturally made 46
which were naturally more 285
which were naturally most 46
which were naturally very 345
which were necessary during 109
which were necessary even 97
which were necessary from 88
which were necessary only 50
which were necessary took 43
which were necessary were 94
which were necessary when 165
which were neglected during 147
which were negotiated during 77
which were nominally free 42
which were noticeable even 42
which were noticeably more 91
which were offshoots from 62
which were operative during 157
which were operative when 42
which were organized along 256
which were organized during 267
which were organized from 131
which were organized into 1012
which were organized like 55
which were organized prior 100
which were outstanding during 64
which were outstanding when 80
which were painfully felt 134
which were peculiarly their 131
which were perceived along 42
which were perceived coming 88
which were perfected during 86
which were perfectly clean 102
which were perfectly clear 214
which were perfectly even 55
which were perfectly free 71
which were perfectly good 141
which were perfectly ripe 44
which were perfectly safe 87
which were perfectly true 114
which were perfectly well 630
which were performed during 566
which were performed from 67
which were performed here 47
which were performed many 61
which were performed more 64
which were performed once 44
which were performed only 157
which were performed over 244
which were performed prior 57
which were performed some 51
which were performed there 327
which were performed upon 148
which were performed very 53
which were performed were 123
which were performed when 79
which were permitted only 123
which were perturbed into 55
which were plastered over 302
which were plentiful along 65
which were plentiful there 143
which were plundered from 64
which were popularly used 41
which were practiced during 47
which were practiced upon 48
which were precisely like 82
which were precisely those 315
which were precisely what 206
which were precluded from 85
which were predicted from 163
which were predicted when 55
which were preferred over 45
which were presented during 466
which were presented early 42
which were presented from 150
which were presented here 109
which were presented only 110
which were presented over 59
which were presented there 124
which were presented upon 45
which were presented were 176
which were preserved among 122
which were preserved down 59
which were preserved during 62
which were preserved free 46
which were preserved from 239
which were preserved only 234
which were preserved some 40
which were preserved there 287
which were preserved till 97
which were preserved were 103
which were preserved when 74
which were prevalent among 657
which were prevalent during 416
which were prevalent there 141
which were prevalent when 151
which were prevented from 987
which were previously cool 79
which were previously dealt 114
which were previously done 231
which were previously free 248
which were previously held 587
which were previously kept 341
which were previously laid 46
which were previously left 399
which were previously less 130
which were previously made 420
which were previously more 243
which were previously most 46
which were previously much 43
which were previously only 1237
which were previously open 125
which were previously paid 123
which were previously part 677
which were previously rare 40
which were previously seen 308
which were previously sent 64
which were previously sold 93
which were previously used 1069
which were previously very 199
which were previously well 181
which were primarily made 90
which were primarily meant 131
which were primarily those 50
which were primarily used 303
which were processed from 55
which were processed into 144
which were profusely laid 44
which were profusely paid 67
which were projected during 77
which were projected from 107
which were projected into 144
which were projected onto 204
which were projected upon 104
which were prominent among 95
which were prominent during 142
which were protected during 44
which were protected from 1203
which were protected only 135
which were prudently left 153
which were published along 134
which were published among 89
which were published during 2990
which were published early 207
which were published four 121
which were published from 1344
which were published here 94
which were published just 110
which were published last 234
which were published late 149
which were published many 207
which were published more 388
which were published much 131
which were published only 1461
which were published over 599
which were published prior 277
which were published some 428
which were published soon 269
which were published there 214
which were published three 93
which were published upon 61
which were published were 229
which were published when 198
which were published years 70
which were purchased during 130
which were purchased from 1780
which were purchased were 74
which were purposely left 213
which were purposely made 146
which were quartered there 127
which were quartered upon 44
which were quiescent during 42
which were quotations from 63
which were reasonably good 58
which were reasonably well 289
which were reclaimed from 117
which were recounted here 45
which were recovered during 110
which were recovered from 1794
which were recovered only 60
which were recovered were 123
which were recruited from 452
which were redoubled when 128
which were reflected also 45
which were reflected back 141
which were reflected from 344
which were reflected upon 77
which were regularly held 621
which were regularly kept 280
which were regularly made 49
which were regularly paid 159
which were regularly sent 184
which were regularly shut 63
which were regularly used 297
which were relocated from 55
which were repeatedly made 239
which were repeatedly used 55
which were repressed during 63
which were reprinted from 134
which were reprinted many 47
which were requested from 45
which were retrieved from 203
which were routinely used 82
which were sanctioned during 48
which were scattered along 1946
which were scattered among 552
which were scattered from 250
which were scattered here 415
which were scattered like 101
which were scattered many 194
which were scattered more 92
which were scattered over 7160
which were scattered some 174
which were scattered upon 154
which were separable from 59
which were separated during 58
which were separated from 5489
which were separated into 392
which were separated more 85
which were separated only 413
which were separated when 48
which were sheltered from 233
which were similarly used 53
which were solicited from 57
which were sometimes also 150
which were sometimes coming 41
which were sometimes even 633
which were sometimes full 66
which were sometimes hard 79
which were sometimes heard 100
which were sometimes held 477
which were sometimes kept 56
which were sometimes laid 44
which were sometimes left 78
which were sometimes less 146
which were sometimes lost 50
which were sometimes made 700
which were sometimes more 634
which were sometimes most 43
which were sometimes only 270
which were sometimes open 41
which were sometimes paid 54
which were sometimes said 49
which were sometimes seen 154
which were sometimes sent 73
which were sometimes sold 88
which were sometimes used 886
which were sometimes very 957
which were sometimes warm 65
which were sometimes well 40
which were sometimes worn 82
which were sprinkled over 156
which were sprinkled upon 45
which were straddled wide 45
which were stretched along 114
which were stretched during 40
which were stretched five 95
which were stretched forth 46
which were stretched from 160
which were stretched over 356
which were stretched some 115
which were stretched upon 42
which were submerged during 71
which were submitted during 79
which were submitted from 54
which were submitted last 44
which were submitted were 69
which were suggested during 131
which were suggested even 62
which were suggested from 65
which were suggested were 108
which were supported from 97
which were supported only 176
which were supported upon 79
which were survivals from 85
which were suspended during 226
which were suspended four 98
which were suspended from 1536
which were suspended great 72
which were suspended many 76
which were suspended over 429
which were suspended some 62
which were suspended their 52
which were suspended there 100
which were suspended three 104
which were suspended upon 56
which were suspended when 42
which were sustained during 42
which were sustained over 66
which were sustained there 40
which were televised live 48
which were themselves also 163
which were themselves made 173
which were themselves more 162
which were themselves much 135
which were themselves once 109
which were themselves only 341
which were themselves part 187
which were themselves used 42
which were themselves very 105
which were tolerably good 90
which were tolerably well 415
which were tolerated during 42
which were traversed from 77
which were typically less 50
which were typically made 44
which were typically more 42
which were typically used 88
which were uncovered during 169
which were undermining their 65
which were universal among 89
which were unpopular among 66
which were unusually fair 103
which were unusually good 50
which were unusually heavy 146
which were unusually high 122
which were unusually well 119
which were venerable from 74
which were virtually free 67
which were virtually laws 60
which were virtually self 99
which were virtually their 43
which were virtually those 87
which were widespread among 215
which were widespread during 93
which were witnessed during 68
which when abolished will 61
which when activated will 75
which when collected into 76
which when completed were 79
which when completed will 3901
which when converted into 194
which when developed will 104
which when extracted from 46
which when projected onto 49
which when published will 169
which when separated from 329
which will accompany such 77
which will accompany their 77
which will accompany these 41
which will accompany your 61
which will accordingly give 74
which will accordingly have 50
which will assuredly come 132
which will assuredly fail 54
which will assuredly give 40
which will assuredly have 65
which will assuredly make 48
which will assuredly take 234
which will certainly break 46
which will certainly come 874
which will certainly cost 109
which will certainly cure 61
which will certainly draw 49
which will certainly fail 71
which will certainly fall 111
which will certainly find 90
which will certainly gain 50
which will certainly give 355
which will certainly grow 89
which will certainly have 923
which will certainly help 316
which will certainly keep 89
which will certainly kill 123
which will certainly last 149
which will certainly leave 72
which will certainly live 93
which will certainly make 636
which will certainly meet 60
which will certainly need 103
