wan in 52 war an
87 was of 225 was
to 89 was by 40
was in 57 was by
174 was in 65 was
by 195 was in 49
was by 213 was by
208 was in 50 was
to 290 was by 165
was at 100 was by
303 was in 556 was
to 121 was by 60
was by 97 was to
72 was as 103 was
at 161 was he 63
was in 118 was of
18238 was on 46 was
or 53 was the 41
was to 82 was by
59 was by 49 was
in 57 was in 56
was to 53 was by
64 was in 110 was
by 62 was by 41
was in 94 was of
109 was to 563 was
in 46 was by 104
was in 129 was on
278 was in 123 was
in 201 was by 211
was as 243 was at
192 was by 146 was
in 1683 was on 103
was by 85 was in
66 was by 1621 was
in 208 was by 42
was in 63 was by
70 was in 447 was
in 91 was by 154
was to 5152 was as
170 was at 41 was
by 141 was in 221
was to 1109 was by
227 was in 136 was
by 104 was in 69
was on 79 was at
48 was by 410 was
in 231 was of 50
was the 60 was to
623 was in 55 was
by 194 was in 267
was at 43 was in
421 was on 51 was
to 179 was by 313
was in 62 was in
75 was in 1955 was
to 151 was in 226
was by 123 was in
54 was as 1566 was
at 76 was by 415
was in 134 was of
5927 was on 545 was
in 48 was by 58
was by 143 was to
291 was by 88 was
in 235 was at 42
was in 2462 was by
40 was in 208 was
on 208 was to 59
was in 78 was in
138 was by 76 was
to 83 was by 72
was in 82 was as
394 was at 745 was
by 2921 was in 7311
was on 281 was the
55 was as 85 was
in 79 was to 92
was at 45 was by
40 was in 109 was
by 43 was to 98
was as 62 was at
58 was by 180 was
in 153 was on 51
was to 17903 was to
154 was by 95 was
in 42 was by 57
was by 79 was in
121 was by 114 was
in 47 was to 58
was of 44 was by
75 was by 169 was
at 43 was by 325
was in 1975 was on
172 was to 176 was
to 251 was by 165
was in 200 was on
636 was to 3073 was
as 206 was at 52
was by 592 was in
1055 was on 60 was
to 1890 was by 45
was in 55 was by
132 was to 75 was
by 100 was by 180
was in 93 was by
121 was in 45 was
by 124 was of 10081
was to 496 was in
82 was by 155 was
in 52 was the 81
was by 44 was in
52 was as 61 was
by 299 was in 542
was to 94 was by
340 was in 278 was
as 84 was in 73
was in 54 was in
65 was as 117 was
at 70 was in 317
was as 540 was at
254 was by 82 was
in 1693 was on 124
was to 47 was in
65 was to 135 was
to 135 was in 66
was of 83 was in
61 was to 130 was
to 141 was in 42
was or 42 was to
234 was by 84 was
in 59 was by 48
was by 49 was in
45 was to 73 was
in 53 was in 123
was to 56 was of
69 was by 66 was
to 54 was of 138
was in 3352 was of
59 was to 219 was
to 48 was to 50
was as 138 was at
97 was by 48 was
in 196 was to 91
was to 48 was as
89 was to 71 was
of 85 was to 50
was at 105 was in
453 was on 47 was
to 45 was of 44
was to 59 was to
48 was at 55 was
by 95 was in 48
was to 241 was in
48 was by 383 was
in 113 was to 472
was at 45 was by
192 was in 231 was
by 181 was as 194
was by 2175 was in
446 was on 62 was
to 15215 was in 135
was to 48 was in
50 was by 62 was
to 347 was to 62
was the 1116 was of
89 was on 50 was
to 129 was in 54
was by 918 was in
173 was by 941 was
in 283 was on 49
was the 54 was by
319 was of 175 was
to 52 was by 901
was in 97 was to
1364 was in 41 was
to 46 was by 223
was in 158 was by
136 was in 212 was
on 40 was to 662
was of 134 was of
63 was on 101 was
by 315 was to 42
was of 59 was of
164 was in 81 was
the 48 was as 94
was by 73 was in
54 was to 240 was
in 70 was in 44
was to 104 was on
51 was to 67 was
to 42 was by 55
was to 144 was by
285 was of 44 was
to 120 was the 45
was to 303 was to
56 was of 50 was
of 107 was in 296
was on 62 was by
62 was of 90 was
in 102 was on 67
was of 65 was in
44 was the 41 was
by 50 was in 57
was to 447 was at
71 was in 486 was
on 45 was at 82
was by 865 was in
205 was to 121 was
to 166 was the 197
was in 45 was to
50 was of 49 was
to 41 was in 49
was to 118 was to
41 was by 42 was
to 41 was of 146
was at 48 was by
52 was in 79 was
by 53 was as 113
was by 134 was in
41 was to 100 was
he 85 was the 112
was of 50 was at
70 was at 70 was
at 53 was in 51
was to 87 was of
142 was of 41 was
of 61 was on 46
was at 84 was by
58 was on 69 was
of 86 was in 45
was the 71 was at
80 was by 66 was
to 276 was to 57
was as 130 was by
98 was of 43 was
of 215 was of 47
was of 49 was on
138 was in 65 was
of 750 was to 46
was to 75 was in
1499 was in 98 was
on 378 was to 363
was to 107 was to
41 was as 159 was
at 137 was in 198
was of 90 was to
44 was on 100 was
by 70 was at 137
was at 292 was in
87 was to 66 was
in 51 was to 108
was to 50 was he
87 was he 48 was
to 69 was at 131
was to 51 was to
58 was by 141 was
at 121 was in 59
was to 188 was up
49 was to 44 was
by 110 was by 46
was to 370 was the
131 was to 54 was
of 42 was to 46
was to 49 was to
43 was as 230 was
to 55 was to 146
was by 122 was as
50 was to 62 was
up 40 was of 47
was at 79 was in
284 was of 67 was
by 70 was by 371
was in 82 was by
48 was by 99 was
at 93 was by 1000
was in 196 was by
63 was by 386 was
in 62 was by 93
was at 261 was in
86 was to 97 was
to 69 was to 49
was of 140 was of
144 was by 50 was
of 90 was of 65
was of 44 was in
42 was of 432 was
in 42 was on 66
was on 117 was to
73 was of 43 was
of 171 was of 250
was to 48 was in
64 was as 354 was
it 152 was the 1654
was as 200 was as
928 was by 40 was
in 51 was to 53
was of 72 was as
653 was in 60 was
to 47 was to 51
was as 234 was in
49 was of 47 was
to 65 was to 174
was it 124 was the
279 was to 141 was
to 46 was as 3109
was by 67 was to
52 was as 108 was
of 194 was as 3839
was he 158 was the
135 was the 62 was
in 66 was in 110
was to 1001 was to
991 was by 56 was
by 51 was to 41
was of 90 was by
1729 was in 177 was
as 1367 was at 80
was by 1978 was in
192 was to 45 was
the 99 was to 85
was by 317 was in
104 was by 4301 was
in 52 was to 45
was by 93 was to
307 was as 351 was
by 586 was in 126
was to 1745 was by
313 was in 60 was
to 389 was by 220
was by 862 was in
271 was on 69 was
to 64 was by 222
was in 69 was by
176 was on 43 was
by 68 was in 52
was to 148 was as
113 was at 48 was
by 2106 was in 153
was as 371 was at
247 was by 930 was
in 2009 was on 438
was to 466 was by
46 was by 149 was
as 93 was by 51
was as 231 was by
129 was the 187 was
to 2709 was by 489
was in 50 was to
1642 was as 234 was
by 715 was in 102
was by 47 was by
91 was to 63 was
by 111 was by 76
was by 68 was to
171 was as 179 was
by 80 was in 93
was by 50 was to
542 was to 160 was
by 88 was on 121
was by 168 was to
59 was to 85 was
by 377 was by 101
was at 180 was by
2056 was in 448 was
on 68 was by 46
was by 174 was of
492 was as 99 was
by 185 was in 431
was by 165 was to
2859 was to 205 was
by 68 was in 83
was by 97 was to
61 was in 95 was
to 372 was by 77
was by 62 was to
270 was as 155 was
by 131 was to 147
was of 248 was an
81 was as 42 was
by 237 was the 94
was to 537 was to
99 was by 55 was
to 71 was by 294
was to 43 was to
59 was by 56 was
as 151 was by 73
was in 168 was in
48 was to 56 was
by 54 was to 419
was of 245 was by
83 was by 72 was
to 90 was to 961
was in 40 was to
89 was by 70 was
in 45 was by 81
was in 443 was as
3636 was by 70 was
to 66 was by 174
was to 191 was of
637 was to 45 was
by 124 was of 201
was by 358 was to
194 was by 57 was
by 410 was at 178
was in 106 was by
62 was by 116 was
to 1220 was in 75
was by 41 was in
1603 was by 306 was
as 1827 was at 238
was by 1982 was in
1044 was on 182 was
to 381 was by 239
was in 73 was by
138 was in 102 was
to 47 was by 1642
was in 88 was by
102 was by 333 was
to 110 was by 911
was in 144 was to
1436 was as 53 was
by 258 was at 40
was in 93 was the
50 was to 41 was
to 69 was by 117
was at 44 was by
537 was in 335 was
by 59 was as 464
was at 118 was by
1016 was in 428 was
on 286 was as 278
was by 1635 was in
1229 was on 132 was
so 46 was to 6926
was to 101 was as
49 was by 148 was
by 163 was in 88
was to 299 was as
235 was at 48 was
by 3675 was in 665
was on 142 was so
242 was to 23100 was
up 66 was to 50
was by 64 was by
173 was at 48 was
by 8039 was in 634
was to 54 was up
835 was by 75 was
by 68 was by 71
was of 1071 was to
46 was as 43 was
by 44 was by 553
was in 303 was by
58 was to 84 was
by 2002 was in 207
was on 94 was so
43 was to 342 was
to 238 was as 811
was by 203 was in
12547 was on 118 was
by 975 was in 171
was to 7260 was as
167 was by 189 was
in 119 was on 209
was by 670 was in
40 was of 150 was
by 81 was as 50
was by 83 was in
314 was by 155 was
to 95 was to 57
was in 139 was at
44 was in 85 was
by 65 was by 41
was to 56 was in
95 was in 2476 was
by 159 was in 111
was by 272 was in
46 was by 47 was
in 45 was to 144
was as 47 was to
130 was as 97 was
by 109 was in 53
was by 63 was in
77 was as 104 was
by 157 was in 264
was of 418 was to
144 was by 42 was
in 67 was as 249
was at 76 was by
4783 was in 1667 was
on 76 was or 44
was so 646 was to
4290 was at 89 was
by 1408 was in 635
was on 75 was to
111 was by 40 was
to 51 was by 114
was at 53 was by
454 was in 1041 was
to 147 was by 573
was in 339 was on
43 was as 51 was
by 3717 was as 83
was by 453 was on
153 was as 272 was
by 121 was in 137
was to 163 was at
42 was by 74 was
in 46 was by 279
was to 45 was by
85 was by 690 was
in 40 was by 44
was by 127 was in
583 was to 55 was
in 41 was by 102
was to 325 was to
54 was by 211 was
to 266 was as 420
was at 226 was by
436 was in 598 was
on 82 was to 57
was to 53 was as
126 was by 278 was
in 55 was to 6066
was as 83 was by
621 was in 86 was
to 199 was by 793
was in 122 was to
67 was by 135 was
by 62 was by 73
was at 60 was by
1301 was in 119 was
in 71 was as 178
was by 454 was in
89 was to 432 was
as 103 was by 214
was in 65 was as
392 was by 761 was
in 470 was on 77
was by 77 was by
69 was to 3842 was
by 46 was by 51
was to 49 was by
47 was as 3648 was
by 244 was as 223
was by 129 was in
207 was on 54 was
as 394 was by 1774
was in 744 was on
77 was by 277 was
of 361 was to 61
was by 61 was by
152 was of 98 was
by 70 was in 43
was as 119 was by
171 was as 445 was
by 36241 was in 855
was on 51 was as
1269 was at 46 was
by 1274 was in 1935
was on 120 was to
2818 was by 44 was
by 57 was to 389
was by 273 was in
95 was to 60 was
by 100 was in 60
was as 156 was by
641 was in 141 was
to 1332 was as 153
was by 110 was in
149 was the 64 was
by 214 was in 59
was to 2345 was as
45 was by 1419 was
in 324 was on 1156
was to 50 was by
239 was in 129 was
by 470 was as 101
was by 175 was in
80 was to 47 was
by 109 was by 54
was by 101 was to
158 was as 871 was
by 267 was to 330
was by 49 was to
79 was at 303 was
in 251 was by 212
was of 297 was by
56 was by 79 was
to 308 was by 241
was to 42 was to
269 was by 56 was
to 221 was by 188
was by 107 was by
50 was to 81 was
of 54 was by 50
was by 43 was as
232 was to 747 was
as 95 was by 435
was in 203 was to
72 was as 47 was
by 1435 was in 419
was to 47 was as
93 was at 58 was
by 577 was in 216
was on 94 was to
73 was the 41 was
to 42 was of 80
was of 112 was to
61 was to 102 was
to 53 was to 353
was as 61 was to
121 was in 43 was
of 74 was in 60
was in 56 was to
52 was at 84 was
at 191 was at 738
was in 101 was to
150 was up 125 was
at 62 was to 182
was in 65 was at
79 was at 918 was
at 17915 was in 115
was to 45 was up
265 was at 44 was
to 81 was at 62
was at 543 was up
83 was at 56 was
at 62 was at 65
was to 69 was at
79 was at 68 was
at 3366 was in 112
was up 135 was at
47 was at 44 was
at 119 was at 80
was at 113 was at
332 was at 50 was
at 81 was at 66
was in 61 was at
299 was at 11025 was
in 878 was up 2111
was at 180 was at
42 was at 60 was
at 78 was to 53
was he 77 was to
844 was to 198 was
to 177 was as 133
was to 57 was of
47 was or 69 was
or 65 was to 208
was of 160 was the
122 was of 54 was
to 2799 was to 108
was to 58 was in
74 was by 112 was
to 53 was the 44
was to 104 was to
74 was by 137 was
to 198 was to 166
was to 61 was to
55 was to 152 was
to 43 was up 56
was to 135 was to
253 was to 63 was
to 118 was to 65
was to 177 was to
251 was at 424 was
in 100 was of 1396
was to 52 was to
102 was by 127 was
it 147 was the 137
was of 54 was by
62 was by 115 was
in 222 was in 79
was by 61 was in
190 was of 11164 was
of 142 was to 244
was of 61 was of
79 was of 63 was
to 118 was in 60
was to 62 was by
90 was at 60 was
by 43 was in 273
was of 10102 was of
87 was of 44 was
in 161 was of 690
was to 60 was by
57 was in 170 was
of 4020 was of 66
was in 100 was of
148 was in 133 was
in 52 was of 6680
was to 1152 was at
66 was of 72 was
of 56 was of 245
was in 44 was to
96 was of 58 was
of 50 was of 53
was of 453 was in
43 was by 75 was
in 99 was he 45
was by 40 was as
63 was at 47 was
by 153 was in 83
was by 122 was by
320 was in 79 was
at 53 was by 68
was in 84 was by
64 was by 182 was
at 108 was by 842
was in 187 was on
40 was in 230 was
as 177 was at 343
was by 942 was in
930 was on 114 was
the 68 was by 310
was in 64 was to
504 was at 495 was
in 361 was by 315
was in 64 was by
107 was of 325 was
by 121 was as 244
was at 227 was by
165 was in 102 was
of 59 was on 68
was in 45 was by
251 was by 98 was
of 47 was by 138
was at 44 was by
65 was by 50 was
in 53 was by 53
was as 100 was at
297 was by 371 was
he 173 was in 575
was it 42 was on
147 was the 222 was
the 72 was to 152
was in 79 was to
53 was to 42 was
of 94 was as 70
was in 317 was by
42 was as 161 was
at 42 was by 531
was in 149 was of
125 was on 415 was
by 520 was in 137
was on 59 was to
83 was by 397 was
in 70 was by 102
was me 124 was the
1281 was to 973 was
us 50 was by 1242
was to 1053 was by
134 was to 105 was
to 99 was by 72
was by 52 was by
41 was to 41 was
to 247 was by 41
was by 321 was in
230 was to 146 was
in 43 was up 165
was on 54 was by
249 was in 111 was
to 69 was of 298
was by 253 was in
41 was to 179 was
in 53 was by 45
was by 96 was by
48 was by 190 was
in 149 was of 139
was by 55 was in
71 was in 41 was
by 71 was to 56
was in 43 was in
130 was or 171 was
by 144 was in 132
was in 108 was as
3762 was at 124 was
by 6147 was in 1047
was on 47 was or
235 was to 44 was
an 44 was the 480
was to 254 was by
46 was as 119 was
at 87 was by 561
was in 1677 was on
187 was by 250 was
in 60 was an 72
was at 67 was in
591 was king 42 was
on 195 was the 140
was to 106 was by
276 was to 746 was
in 51 was to 576
was to 65 was as
505 was at 93 was
by 642 was in 811
was or 56 was to
2449 was as 196 was
by 173 was in 90
was to 147 was to
139 was by 1324 was
in 61 was or 51
was by 70 was an
63 was the 202 was
to 63 was by 84
was to 248 was of
179 was to 121 was
to 137 was in 46
was by 141 was by
41 was by 741 was
in 115 was or 86
was to 103 was in
58 was to 116 was
by 76 was in 209
was to 304 was of
217 was as 88 was
by 2019 was in 121
was of 157 was or
125 was as 44 was
by 271 was in 257
was or 478 was or
106 was to 185 was
by 204 was to 287
was as 92 was by
199 was in 45 was
an 50 was the 57
was to 861 was by
41 was to 1029 was
by 817 was in 154
was on 62 was or
121 was at 47 was
by 961 was in 365
was by 341 was to
300 was in 1220 was
on 129 was to 370
was by 40 was in
73 was or 47 was
by 77 was to 102
was by 305 was in
336 was to 232 was
on 469 was by 308
was to 65 was by
93 was in 141 was
by 98 was by 566
was in 143 was on
75 was or 137 was
in 59 was of 98
was or 53 was or
40 was by 108 was
king 54 was in 103
was to 87 was as
42 was in 386 was
or 241 was by 71
was of 129 was by
134 was to 140 was
by 76 was to 76
was by 102 was in
100 was to 1788 was
by 177 was or 53
was in 57 was of
3345 was to 42 was
by 124 was by 75
was in 64 was to
318 was to 43 was
of 59 was by 82
was to 99 was of
313 was by 42 was
to 58 was by 163
was as 101 was by
708 was in 167 was
or 43 was an 41
was as 40 was by
155 was in 167 was
to 155 was by 57
was by 72 was by
147 was of 194 was
on 41 was or 61
was as 267 was in
135 was in 103 was
of 472 was by 162
was as 1413 was by
572 was in 88 was
or 204 was to 8771
was of 100 was by
43 was to 5290 was
at 69 was by 212
was in 1809 was on
44 was by 745 was
by 63 was as 343
was or 63 was by
363 was at 357 was
by 94 was to 367
was in 49 was or
114 was to 292 was
by 184 was by 42
was of 104 was to
1414 was by 523 was
in 375 was or 68
was to 164 was by
238 was of 68 was
by 116 was in 40
was to 215 was in
85 was or 69 was
in 213 was of 47
was to 48 was by
112 was in 126 was
to 61 was by 52
was in 46 was in
45 was to 530 was
to 42 was in 41
was in 420 was by
369 was as 808 was
at 194 was by 1081
was in 1181 was on
214 was to 390 was
of 159 was by 59
was by 392 was as
105 was at 80 was
by 198 was in 492
was to 74 was in
40 was by 41 was
as 95 was at 41
was in 179 was by
113 was in 65 was
at 612 was in 196
was on 65 was or
41 was the 116 was
to 528 was to 512
was to 162 was by
51 was to 127 was
an 145 was of 115
was by 314 was in
151 was or 45 was
by 377 was in 332
was by 238 was in
325 was as 147 was
at 65 was by 465
was in 589 was on
45 was or 84 was
to 107 was by 222
was of 255 was or
99 was to 3050 was
as 44 was in 70
was on 72 was by
100 was in 92 was
to 64 was by 59
was in 64 was so
49 was to 2122 was
to 126 was by 46
was by 77 was as
515 was at 82 was
by 438 was in 229
was is 58 was on
72 was or 389 was
to 118 was by 1495
was in 602 was up
3733 was in 48 was
by 89 was by 1711
was in 85 was or
94 was the 49 was
or 60 was so 46
was by 293 was in
74 was to 41 was
in 114 was to 413
was in 42 was to
75 was by 492 was
of 174 was to 58
was in 136 was by
353 was by 148 was
in 119 was to 445
was by 478 was of
147 was as 118 was
by 205 was or 120
was to 109 was by
70 was in 83 was
in 68 was by 230
was to 96 was by
81 was by 42 was
to 59 was in 47
was to 50 was by
46 was to 2777 was
as 96 was by 102
was in 6632 was on
287 was by 87 was
in 54 was to 45
was by 69 was to
122 was or 40 was
at 77 was by 61
was on 41 was or
129 was by 60 was
in 338 was by 105
was by 79 was as
103 was by 256 was
of 2411 was or 43
was in 79 was by
125 was in 45 was
to 68 was of 71
was by 42 was in
305 was on 180 was
by 368 was to 108
was by 282 was in
104 was or 57 was
as 11563 was at 102
was by 6221 was he
49 was in 443 was
it 103 was or 642
was so 213 was the
61 was to 58721 was
we 53 was by 164
was in 91 was by
89 was in 161 was
as 115 was in 4514
was in 97 was by
96 was as 51 was
to 99 was to 44
was to 461 was or
59 was by 53 was
in 56 was as 54
was in 170 was by
185 was as 2274 was
at 1222 was by 4056
was in 9011 was on
217 was or 611 was
to 1324 was in 242
was of 73 was in
47 was by 89 was
in 62 was to 56
was by 794 was in
123 was or 97 was
at 47 was in 54
was to 47 was by
72 was of 549 was
to 137 was in 55
was to 701 was of
135 was to 78 was
to 40 was by 207
was as 355 was at
234 was by 504 was
in 6495 was on 467
was to 2297 was by
140 was by 254 was
in 251 was to 66
was on 56 was as
179 was at 54 was
by 1683 was in 82
was or 47 was at
71 was by 246 was
as 41 was at 49
was by 55 was on
196 was as 229 was
by 147 was in 51
was or 46 was to
260 was by 212 was
or 49 was by 459
was in 204 was of
60 was by 44 was
by 70 was or 45
was in 74 was as
81 was in 66 was
by 105 was in 156
was at 66 was in
627 was on 61 was
to 7621 was by 141
was in 60 was to
2876 was to 68 was
of 105 was as 240
was at 205 was by
429 was in 1249 was
on 196 was or 187
was to 103 was by
484 was in 59 was
or 54 was to 194
was as 176 was by
78 was in 59 was
or 141 was to 631
was by 133 was to
45 was in 69 was
as 185 was by 240
was in 71 was to
471 was by 96 was
in 53 was to 109
was to 48 was in
78 was at 81 was
by 226 was in 100
was or 116 was by
48 was in 50 was
as 96 was by 4819
was in 236 was or
65 was to 109 was
to 225 was as 483
was at 398 was by
1914 was in 505 was
or 237 was in 41
was an 58 was as
127 was by 65 was
to 49 was as 487
was at 104 was by
220 was in 1140 was
of 73 was on 383
was or 171 was by
68 was to 4598 was
by 138 was in 56
was as 11739 was by
1164 was in 270 was
or 45 was by 290
was to 73 was by
226 was of 131 was
in 68 was by 71
was by 107 was of
120 was to 43 was
in 51 was by 51
was in 62 was to
186 was by 40 was
by 590 was in 137
was as 481 was by
371 was in 1615 was
on 129 was or 90
was to 1252 was as
49 was by 222 was
in 225 was of 250
was or 43 was to
2331 was or 48 was
in 71 was to 95
was as 101 was at
45 was by 313 was
in 967 was to 276
was to 952 was or
44 was as 45 was
by 52 was in 177
was to 1499 was in
79 was by 140 was
in 43 was to 2259
was by 170 was in
119 was or 50 was
by 245 was in 209
was by 157 was to
56 was in 84 was
in 53 was by 40
was as 78 was by
85 was to 68 was
of 428 was to 78
was at 74 was in
1452 was on 63 was
to 57 was by 83
was by 51 was by
50 was by 124 was
as 53 was at 40
was by 65 was at
54 was in 105 was
by 46 was in 72
was by 55 was in
164 was to 3365 was
by 117 was to 757
was by 43 was to
159 was by 207 was
or 43 was to 7188
was to 63 was on
155 was by 77 was
by 82 was to 88
was to 73 was in
64 was to 224 was
as 50 was by 699
was in 112 was or
131 was of 81 was
by 81 was at 57
was by 4583 was in
116 was as 71 was
by 87 was in 102
was to 68 was or
177 was by 103 was
by 122 was in 101
was by 59 was or
67 was of 40 was
to 64 was to 75
was to 144 was of
91 was in 44 was
to 60 was to 40
was to 203 was at
51 was at 184 was
in 63 was the 93
was by 43 was in
50 was by 187 was
by 255 was by 71
was by 49 was by
61 was of 65 was
by 62 was by 375
was in 41 was to
72 was to 130 was
the 114 was by 103
was in 118 was to
99 was by 63 was
to 254 was of 71
was to 45 was the
51 was by 42 was
to 72 was of 144
was to 52 was by
85 was by 98 was
in 269 was as 892
was by 292 was in
203 was the 62 was
to 108 was by 148
was at 286 was by
953 was in 179 was
by 142 was in 68
was by 56 was to
42 was no 62 was
to 70 was by 77
was to 380 was as
95 was by 178 was
in 101 was to 40
was by 754 was in
105 was to 82 was
by 78 was in 42
was to 58 was by
72 was by 133 was
in 45 was at 84
was by 131 was in
252 was to 49 was
to 136 was by 195
was to 844 was as
43 was by 349 was
in 67 was at 126
was by 194 was in
152 was to 60 was
by 62 was in 53
was as 57 was by
60 was the 145 was
to 1146 was by 798
was in 85 was to
1598 was as 594 was
by 1341 was in 485
was by 94 was by
803 was to 122 was
at 58 was by 299
was in 133 was by
167 was to 46 was
in 144 was to 949
was by 173 was as
239 was on 199 was
by 315 was by 53
was at 47 was by
92 was in 79 was
by 42 was by 48
was by 73 was by
85 was in 51 was
in 341 was of 107
was by 43 was by
68 was in 63 was
on 109 was of 62
was in 68 was to
117 was by 148 was
in 139 was to 3971
was by 45 was in
57 was of 864 was
by 315 was in 118
was to 45 was by
63 was in 62 was
to 1943 was as 171
was by 423 was in
437 was or 61 was
in 62 was at 82
was of 821 was by
149 was in 272 was
on 157 was to 236
was by 155 was in
132 was to 69 was
as 65 was to 139
was by 71 was in
114 was of 5296 was
to 169 was by 46
was in 44 was to
297 was by 86 was
by 474 was in 59
was in 302 was by
63 was in 44 was
to 139 was as 171
was by 138 was in
62 was on 233 was
to 50 was as 98
was by 113 was in
52 was of 48 was
as 4471 was by 189
was in 1169 was on
256 was by 51 was
as 107 was in 88
was to 77 was of
456 was by 56 was
as 150 was by 62
was to 479 was of
67 was by 67 was
to 87 was to 118
was at 50 was by
49 was in 42 was
by 44 was in 151
was as 275 was in
40 was by 896 was
as 75 was at 749
was by 375 was to
578 was or 41 was
by 45 was to 89
was by 49 was at
52 was by 123 was
of 130 was to 283
was by 264 was in
48 was to 59 was
by 141 was to 211
was in 71 was by
221 was by 293 was
in 77 was in 44
was to 88 was by
46 was in 209 was
in 201 was by 42
was as 2446 was at
131 was by 2268 was
in 3208 was on 803
was to 1756 was by
93 was in 154 was
by 243 was in 77
was in 51 was by
583 was in 62 was
to 60 was in 127
was to 60 was by
196 was in 176 was
of 64 was to 46
was by 92 was in
60 was to 407 was
of 175 was by 108
was in 67 was by
102 was in 158 was
to 83 was of 69
was to 877 was in
61 was on 127 was
in 57 was by 50
was to 60 was by
146 was in 64 was
to 1291 was as 52
was to 77 was in
62 was by 178 was
by 60 was in 61
was at 46 was by
6411 was in 528 was
up 114 was in 44
was by 53 was by
113 was in 79 was
to 82 was by 376
was to 56 was in
137 was by 936 was
in 58 was by 278
was by 123 was in
51 was as 64 was
by 85 was to 82
was by 468 was of
68 was of 387 was
as 402 was in 64
was to 86 was by
286 was in 417 was
in 97 was by 133
was to 106 was in
206 was in 147 was
by 104 was to 1433
was as 398 was in
1521 was on 112 was
by 590 was in 79
was to 107 was by
69 was to 274 was
in 572 was so 55
was by 75 was by
114 was by 178 was
of 51 was to 97
was by 379 was in
48 was to 110 was
in 156 was on 98
was by 1061 was to
99 was by 126 was
in 44 was to 55
was as 234 was by
44 was to 432 was
in 531 was as 57
was in 2660 was to
68 was in 68 was
by 54 was on 58
was by 69 was to
164 was by 43 was
in 155 was at 48
was as 3999 was at
85 was by 1207 was
in 3031 was on 47
was to 228 was in
96 was as 314 was
by 249 was in 232
was by 311 was in
97 was or 46 was
to 139 was by 47
was in 62 was to
181 was to 160 was
by 1282 was in 120
was or 59 was as
207 was at 207 was
by 352 was in 2727
was of 45 was on
155 was to 1155 was
at 54 was by 601
was in 141 was by
840 was in 265 was
by 128 was by 50
was to 51 was by
65 was by 661 was
by 108 was as 1275
was by 52 was in
242 was on 53 was
by 59 was by 59
was in 153 was to
4685 was by 1629 was
or 69 was by 70
was to 83 was on
72 was by 115 was
in 118 was to 461
was to 132 was as
62 was by 517 was
in 217 was on 83
was by 57 was to
65 was to 105 was
as 100 was by 234
was in 43 was to
75 was by 413 was
to 91 was as 149
was in 80 was to
120 was as 115 was
at 51 was by 1174
was in 265 was to
139 was by 449 was
to 142 was by 528
was in 52 was as
112 was by 155 was
in 210 was to 156
was as 104 was at
93 was by 113 was
in 146 was in 42
was as 125 was in
153 was to 63 was
as 246 was by 89
was in 280 was on
48 was to 26909 was
as 17772 was by 732
was in 315 was as
240 was by 244 was
in 87 was by 466
was of 57 was in
43 was as 93 was
at 52 was by 757
was in 382 was of
116 was on 453 was
to 46 was by 283
was in 127 was of
2398 was as 131 was
by 79 was in 111
was by 121 was by
4758 was in 76 was
as 902 was by 181
was in 372 was to
516 was by 125 was
as 108 was at 92
was by 184 was in
377 was of 142 was
on 52 was to 2886
was as 97 was by
357 was in 42 was
to 48 was in 52
was by 297 was by
177 was in 81 was
to 2412 was to 49
was as 210 was by
121 was in 156 was
by 175 was to 145
was in 56 was by
41 was by 383 was
in 53 was by 174
was of 51 was as
811 was by 204 was
to 255 was of 47
was by 106 was in
263 was by 93 was
at 71 was in 134
was on 56 was by
102 was at 50 was
by 286 was to 88
was at 76 was in
67 was by 86 was
to 82 was as 109
was by 270 was in
193 was of 72 was
in 44 was by 45
was in 55 was by
135 was to 814 was
by 521 was to 74
was by 41 was in
46 was to 828 was
to 118 was of 47
was to 62 was by
49 was by 684 was
by 640 was in 60
was by 125 was to
59 was by 831 was
in 91 was as 46
was by 40 was by
95 was to 78 was
as 235 was by 208
was in 123 was to
107 was to 45 was
in 49 was by 50
was as 308 was by
183 was in 89 was
by 194 was or 172
was by 587 was by
69 was by 308 was
at 49 was as 73
was in 63 was on
667 was the 113 was
of 124 was on 110
was the 68 was at
71 was at 100 was
at 376 was to 55
was the 59 was to
72 was on 96 was
in 57 was on 138
was to 54 was of
298 was by 46 was
at 102 was in 255
was on 83 was at
122 was in 214 was
in 42 was at 235
was in 343 was on
131 was or 42 was
me 99 was the 67
was at 40 was in
59 was on 42 was
in 109 was to 46
was to 46 was in
42 was in 46 was
in 67 was in 42
was on 110 was the
55 was the 74 was
on 43 was on 44
was of 63 was of
69 was on 60 was
to 44 was of 45
was of 58 was as
321 was at 2683 was
by 100 was he 712
was in 4076 was no
40 was of 14213 was
on 206 was or 182
was the 297 was to
1048 was he 44 was
of 2048 was to 245
was to 62 was on
42 was the 76 was
of 52 was to 45
was on 93 was on
52 was on 53 was
on 4547 was to 203
was of 49 was ii
150 was of 106 was
the 77 was of 111
was of 48 was to
41 was to 212 was
by 156 was in 1827
was at 49 was in
263 was on 73 was
as 123 was in 858
was to 40 was to
58 was as 149 was
in 133 was to 1103
was at 54 was by
81 was in 815 was
at 100 was by 419
was at 46 was by
136 was in 47 was
to 2985 was in 65
was to 595 was as
41 was in 58 was
at 170 was by 133
was as 206 was at
178 was by 201 was
he 167 was in 1220
was on 109 was the
200 was to 2510 was
of 47 was to 90
was to 607 was of
77 was in 82 was
