radiant a deity to 107
report a story in 90
report a story of 140
report a story on 41
report a stream of 44
report a study by 381
report a study in 1858
report a study of 4326
report a study on 511
report a study to 102
report a surge in 163
report a surge of 149
report a table of 224
report a total of 2540
report a value of 1842
report a visit to 136
report a yield of 208
report i quote the 51
report i refer to 73
report i shall be 170
report i tried to 60
report i would be 100
report i wrote at 43
report i wrote in 73
report i wrote on 109
report i wrote to 97
repose a right of 182
repose a trust in 94
repose a while in 47
reposing a trust in 54
rescue a bunch of 166
rescue a child in 229
rescue a child or 48
rescue a group of 1240
rescue a notion of 46
rescue a party of 234
rescue a piece of 221
rescue a sense of 227
rescue a woman in 192
rescuing a group of 133
rescuing a party of 79
rescuing a woman in 40
resent a breach of 81
resent a change in 107
resent a claim or 71
resent a stare as 52
reside a while in 62
residing a while in 71
resign a glory in 192
resign a lover to 123
resign a share of 57
resist a burst of 52
resist a change in 2076
resist a change of 546
resist a change to 72
resist a claim by 93
resist a claim of 56
resist a claim to 82
resist a feeling of 1193
resist a flood of 49
resist a force of 507
resist a force or 57
resist a force so 51
resist a landing on 41
resist a laugh at 100
resist a motion to 121
resist a piece of 150
resist a power of 50
resist a power so 40
resist a sense of 276
resist a siege by 128
resist a siege of 64
resist a sight of 55
resist a smile as 264
resist a smile at 602
resist a smile of 143
resist a smile on 44
resist a sneer at 116
resist a storm of 46
resist a surge of 66
resist a swipe at 101
resist a thrill of 94
resist a thrust at 67
resist a thrust of 74
resist a touch of 468
resist a vision so 61
resist a visit to 223
resist a woman in 90
resort a change in 68
rested a cheek on 84
rested a crown of 180
rested a diadem of 47
rested a group of 89
rested a layer of 136
rested a night at 121
rested a night in 66
rested a piece of 103
rested a stack of 45
rested a while at 232
rested a while he 80
rested a while in 588
rested a while on 257
rested a while to 115
result a chain of 93
result a change in 554
result a change of 106
result a class of 40
result a feeling of 212
result a flood of 90
result a group of 617
result a meeting of 170
result a period of 140
result a piece of 52
result a power to 74
result a raising of 123
result a sense of 292
result a state of 492
result a stream of 122
result a study of 44
result a total of 350
result a value of 182
result i aimed at 60
result i began to 607
result i ended up 86
result i found it 40
result i shall be 161
result i spent the 58
result i tried to 68
result i would be 152
resume a place in 203
resume a power of 109
resume a sense of 63
resume a state of 216
resuming a place in 52
resuming a state of 50
resuming a train of 43
retail a piece of 87
retain a basis of 44
retain a block of 53
retain a breadth of 47
retain a cadre of 100
retain a cause of 44
retain a check on 152
retain a child in 205
retain a claim on 160
retain a claim to 219
retain a class of 48
retain a coating of 86
retain a corps of 74
retain a cover of 44
retain a doubt as 104
retain a doubt in 47
retain a doubt of 170
retain a feeling of 1221
retain a focus on 694
retain a footing in 214
retain a footing on 91
retain a force at 57
retain a force of 126
retain a fourth of 87
retain a grain of 76
retain a grasp of 208
retain a grasp on 143
retain a group of 197
retain a junior to 45
retain a layer of 269
retain a legal or 65
retain a level of 649
retain a listing of 46
retain a model of 75
retain a niche in 69
retain a notion of 599
retain a piece of 407
retain a place as 220
retain a place at 48
retain a place in 2766
retain a place of 302
retain a place on 193
retain a point of 59
retain a power of 497
retain a power to 405
retain a pride in 96
retain a prize of 62
retain a relic of 59
retain a right in 42
retain a right of 775
retain a right to 1661
retain a scrap of 71
retain a sense of 16661
retain a shade of 60
retain a share in 402
retain a share of 1446
retain a shred of 541
retain a slice of 53
retain a spark of 367
retain a staff of 236
retain a stake in 307
retain a state of 340
retain a stock of 110
retain a store of 81
retain a strip of 121
retain a style of 58
retain a total of 123
retain a touch of 316
retain a trace of 1283
retain a unity of 126
retain a value of 81
retain a vision of 314
retain a voice in 377
retell a story he 53
retell a story in 400
retell a story is 56
retell a story of 117
retell a story or 269
retell a story to 73
retold a story of 110
retook a train of 70
retreat a party of 68
retreat a scene of 121
return a block of 124
return a bunch of 116
return a cargo of 170
return a check or 59
return a check to 133
return a child to 1262
return a claim on 120
return a count of 660
return a favor by 41
return a favor or 83
return a favor to 401
return a feeling of 131
return a finding of 166
return a grain of 52
return a grant of 88
return a group of 348
return a house of 165
return a listing of 395
return a negro to 68
return a panel in 54
return a panel of 235
return a party of 147
return a penny of 70
return a penny to 115
return a piece of 1392
return a pound of 57
return a reply to 119
return a right of 87
return a right to 105
return a sense of 1110
return a share in 336
return a share of 1008
return a slave to 132
return a smile of 50
return a smile or 98
return a smile to 117
return a stack of 97
return a state of 45
return a stream of 322
return a table of 74
return a total of 520
return a value as 381
return a value at 199
return a value by 184
return a value if 229
return a value in 1174
return a value is 409
return a value of 12904
return a value on 41
return a value or 931
return a value to 4794
return a visit at 201
return a visit of 62
return a visit to 810
return a weapon to 208
return a woman to 207
return a yield of 121
return i asked if 45
return i asked the 128
return i began to 340
return i found an 68
return i found he 60
return i found it 381
return i found my 909
return i found the 2361
return i found to 85
return i glory in 42
return i ought to 121
return i shall be 2142
return i shall do 118
return i shall go 346
return i spoke to 83
return i tried to 280
return i would be 518
return i would do 50
return i wrote an 44
return i wrote to 247
revealing a blaze of 53
revealing a breadth of 49
revealing a brood of 45
revealing a bunch of 43
revealing a cache of 67
revealing a chain of 44
revealing a change in 120
revealing a change of 55
revealing a crowd of 56
revealing a dozen or 41
revealing a facet of 77
revealing a field of 47
revealing a flash of 341
revealing a glint of 49
revealing a grasp of 42
revealing a group of 229
revealing a layer of 179
revealing a level of 170
revealing a mound of 63
revealing a myriad of 57
revealing a patch of 328
revealing a phase of 60
revealing a piece of 252
revealing a point of 85
revealing a scene of 217
revealing a sense of 659
revealing a shift in 61
revealing a shock of 235
revealing a slice of 110
revealing a stack of 104
revealing a state of 372
revealing a story of 62
revealing a streak of 112
revealing a strip of 154
revealing a tangle of 115
revealing a thatch of 63
revealing a total of 112
revealing a touch of 153
revealing a trace of 227
revealing a vision of 147
revealing a vista of 121
revealing a wedge of 64
revealing a woman in 56
revealing a woman of 52
revealing a world in 87
revealing a world of 426
reveals a beauty of 49
reveals a blend of 144
reveals a breach of 83
reveals a breadth of 160
reveals a cause of 54
reveals a chain of 127
reveals a change in 1264
reveals a change of 310
reveals a charm of 46
reveals a clash of 84
reveals a class of 83
reveals a crack in 73
reveals a cycle of 67
reveals a delay in 46
reveals a facet of 326
reveals a fault in 53
reveals a feeling of 251
reveals a field of 86
reveals a flash of 126
reveals a focus of 84
reveals a focus on 201
reveals a frame of 65
reveals a fusion of 100
reveals a grasp of 155
reveals a group of 702
reveals a growth in 103
reveals a growth of 73
reveals a habit of 78
reveals a layer of 206
reveals a lesion in 43
reveals a level of 814
reveals a limit to 49
reveals a logic of 74
reveals a method of 157
reveals a model of 81
reveals a myriad of 296
reveals a notion of 89
reveals a patch of 63
reveals a period of 256
reveals a phase of 223
reveals a piece of 152
reveals a place of 50
reveals a plane of 44
reveals a point of 364
reveals a power of 198
reveals a pride in 44
reveals a region of 148
reveals a round or 56
reveals a scene of 239
reveals a score of 101
reveals a sense of 2391
reveals a shift in 915
reveals a shift of 176
reveals a shift to 86
reveals a slice of 51
reveals a split in 75
reveals a spread of 40
reveals a stage in 59
reveals a stage of 78
reveals a state of 1989
reveals a story of 326
reveals a streak of 177
reveals a study of 49
reveals a style of 82
reveals a tangle of 110
reveals a total of 718
reveals a touch of 278
reveals a trace of 318
reveals a trail of 55
reveals a trait in 79
reveals a trait of 105
reveals a trend in 151
reveals a trend of 204
reveals a trend to 52
reveals a tumor in 76
reveals a unity of 172
reveals a value of 137
reveals a vision of 455
reveals a vista of 74
reveals a woman in 80
reveals a woman of 217
reveals a world in 364
reveals a world of 1151
reveals a world to 44
review a claim of 179
review a class of 196
review a court of 344
review a denial of 246
review a draft of 1176
review a finding of 197
review a grant of 160
review a group of 387
review a holding of 87
review a listing of 142
review a model of 225
review a novel by 138
review a paper by 43
review a paper on 101
review a period of 179
review a piece of 362
review a stack of 117
review a study by 191
review a study of 249
review a total of 240
review i wrote in 95
review i wrote of 480
revise a draft of 85
revise a piece of 294
revising a draft of 94
revising a piece of 188
revive a cause of 160
revive a claim to 121
revive a class of 41
revive a feeling of 100
revive a notion of 40
revive a piece of 42
revive a right of 107
revive a sense of 1078
revive a state of 75
revive a style of 82
reviving a claim to 88
reviving a sense of 307
revoke a grant of 174
revoke a power of 397
revoke a right of 139
revoke a trust at 99
revoke a trust is 79
revoking a grant of 69
revoking a power of 82
reward a class of 44
reward a crown of 122
reward a grant of 66
reward a group of 130
reward a people so 45
reward a place in 105
rezoning a tract of 70
richer a fella is 48
richer a nation is 132
ridden a camel in 56
ridden a horse as 50
ridden a horse at 78
ridden a horse in 686
ridden a horse on 44
ridden a horse or 211
ridden a horse to 147
ridden a score of 84
ridden a total of 46
rigged a piece of 99
rights i ought to 868
rights i would be 48
ripped a bunch of 48
ripped a chunk of 112
ripped a piece of 961
ripped a sheet of 230
ripped a strip of 282
risked a breach of 50
risked a landing at 49
risked a night in 54
risked a split in 40
risked a visit to 166
risked a yodel or 110
rivers i found of 65
riveting a piece of 100
roared a voice in 50
roared a voice of 55
roasting a goose in 56
roasting a joint of 159
roasting a piece of 787
roasting a quail at 48
roasting a whole ox 53
robbed a child of 67
robbed a group of 48
robbed a house at 49
robbed a house in 110
robbed a mother of 128
robbed a party of 107
robbed a people of 52
robbed a santa fe 54
robbed a store at 72
robbed a store in 126
robbed a store of 43
robbed a store or 42
robbed a train at 85
robbed a train in 166
robbed a train of 46
robbed a train or 41
robbed a widow of 49
robbed a woman in 61
robbed a woman of 234
robots a sense of 54
robust a sense as 46
rocked a while in 44
rolled a cloud of 43
rolled a flood of 74
rolled a joint in 40
rolled a joint of 51
rolled a piece of 796
rolled a pinch of 90
rolled a quiet sea 57
rolled a quire of 143
rolled a sheet of 742
rolled a smoke as 86
rolled a stone in 115
rolled a stone on 46
rolled a stone to 259
rolled a stone up 65
rolled a stream of 76
rolled a strip of 61
rooted a sense of 44
rotate a piece of 111
rotate a plane of 209
rotate a wheel to 56
rotating a group of 59
rotating a piece of 110
rotating a plane of 50
rotating a shaft on 43
rotten a staff as 101
rounding a clump of 162
rounding a curve at 351
rounding a curve in 393
rounding a curve is 58
rounding a curve of 361
rounding a curve on 331
rounding a curve or 106
rounding a curve the 114
rounding a curve to 65
rounding a piece of 42
rounding a point in 72
rounding a point of 656
rounding a point on 71
rounding a point we 148
rounds a curve at 122
rounds a curve in 76
rounds a curve of 230
rounds a curve on 92
rounds a value to 84
roused a burst of 59
roused a feeling in 118
roused a feeling of 736
roused a flame of 41
roused a flock of 41
roused a flood of 40
roused a group of 54
roused a motion of 62
roused a nation to 76
roused a people to 52
roused a sense of 268
roused a spark of 48
roused a storm in 139
roused a storm of 2782
roused a train of 57
roused a warmth in 45
rouses a feeling of 142
rouses a nation to 74
rouses a sense of 155
routed a corps of 78
routed a crowd of 41
routed a fleet of 48
routed a force of 622
routed a group of 111
routed a party of 595
routed a troop of 57
rubbed a match on 64
rubbed a patch of 96
rubbed a piece of 680
rubbed a pinch of 55
rubbed a speck of 55
rubbed a stick of 43
rugged a coast in 43
ruined a batch of 44
ruined a piece of 69
ruined a tract of 117
rulers a sense of 262
rushed a crowd of 109
rushed a dozen or 45
rushed a flood of 90
rushed a group of 101
rushed a horde of 81
rushed a party of 62
rushed a stream of 124
rushed a troop of 59
rushes a stream of 272
rustle a bunch of 43
