rabbi and communal leader 160
river and anchored above 41
river and maritime ports 78
river and mountain stream 57
river and mountain views 103
river and opposite shore 64
river and populous towns 61
river and splashed water 77
river had suddenly risen 48
river its wrinkled image 119
river was confined within 65
river who directly throws 80
rivet with gigantic piles 78
roads and approach roads 80
roads and district roads 68
roads and drainage works 159
roads and electric lines 66
roads and electric power 519
roads and footpaths which 66
roads and highways shall 51
roads and highways where 62
roads and highways which 235
roads and highways within 211
roads and highways would 91
roads and military bases 47
roads and military posts 352
roads and military roads 177
roads and passages under 69
roads and property lines 88
roads and purposes makes 50
roads and railroad lines 270
roads and railways built 175
roads and railways could 175
roads and railways linking 126
roads and railways running 130
roads and railways under 55
roads and railways where 54
roads and railways which 757
roads and railways within 62
roads and railways would 215
roads and steamship lines 69
roaring with laughter again 130
roaring with laughter while 87
robin and bluebird began 122
rocking his american chair 75
rocks and barriers which 70
rocks and boulders below 44
rocks and boulders piled 61
rocks and boulders until 42
rocks and boulders where 77
rocks and boulders which 370
rocks and boulders would 45
rocks and bowlders which 61
rocks and concrete under 65
rocks and dangerous reefs 58
rocks and dangerous sands 44
rocks and gasoline bombs 59
rocks and gigantic trees 53
rocks and granitic rocks 99
rocks and minerals could 47
rocks and minerals found 249
rocks and minerals under 153
rocks and minerals where 44
rocks and minerals which 556
rocks and minerals within 47
rocks and minerals would 43
rocks and mountain ranges 164
rocks and overhanging trees 164
rocks and overhanging woods 41
rocks and shallows which 58
rocks and thermally alter 265
rocks and uprooted trees 130
rocks and volcanic rocks 300
rocks are commonly found 122
rocks are concealed beneath 50
rocks that muttered close 603
rocks that solidify below 151
rocks that underlie today 58
rocks with terrific force 42
rocks with tutelary music 68
rocky and dangerous coast 171
rocky and elevated place 58
rocky and gravelly soils 168
rocky and indented coast 95
rogue and vagabond under 69
rogue and vagabond within 227
rogue who suddenly finds 155
roles and authority within 43
roles and behaviors which 50
roles and behaviors within 60
roles and cultural norms 118
roles and economic change 70
roles and functions which 458
roles and functions while 42
roles and functions within 723
roles and functions would 50
roles and internal labor 44
roles and personal lives 57
roles and positions which 100
roles and positions within 296
roles and relations which 93
roles and relations within 228
roles and relative power 71
roles and statuses based 44
roles and statuses which 248
roles and statuses within 274
roles are assigned under 50
roles are assigned within 63
roles are outlined below 56
roles are reversed again 44
roles are undergoing change 65
roles for american women 76
roles for secreted forms 79
rolling her gunwales under 40
rolling her scuppers under 58
rolling his majestic frame 261
rolling off assembly lines 320
rolls his majestic waves 61
rolls his whispering stream 618
roofs and external walls 56
roofs and whitened walls 57
rooks and jackdaws looking 40
rooms and assembly halls 127
rooms and assembly rooms 69
rooms and banqueting halls 50
rooms and bulletin board 52
rooms and cheerful faces 47
rooms and delivery rooms 103
rooms and entrance halls 57
rooms and friendly staff 96
rooms and hospital wards 565
rooms and passages where 47
rooms and passages which 95
rooms and reception halls 92
rooms and reception rooms 193
rooms and recovery rooms 96
rooms and recreation rooms 221
rooms and sixpenny clubs 53
rooms and treatment rooms 116
rooms are commonly dirty 57
rooms are somewhat small 96
rooms are standard motel 50
rooms with beautiful views 41
rooms with breathtaking views 42
rooms with connecting doors 127
rooms with electric light 107
rooms with mahogany sofas 86
rooms with mountain views 84
rooms with personal items 52
rooms with splendid views 53
roots and branches could 50
roots and branches spread 65
roots and branches which 146
roots and rhizomes which 68
roots and rootlets which 50
roots are actively growing 93
roots are produced which 56
roses and beautiful vines 49
roses and fragrant herbs 44
roses and jonquils shake 43
rough and astringent fruit 90
rough and callused hands 51
rough and dangerous games 44
rough and dangerous place 70
rough and dangerous roads 133
rough and dangerous sport 42
rough and dangerous track 56
rough and ignorant people 65
rough and imperious usage 71
rough and inchoate humor 47
rough and polished state 41
rough and polished stone 76
rough and toilsome piece 41
rough old cathedral tower 51
round and convincing sound 87
round and delicious globe 184
round and elevated tower 71
round and muscular growth 75
round and somewhat bulgy 191
round and wrinkled green 142
round and wrinkled seeds 1047
round each slumbering bower 51
round her delicate waist 180
round her feminine waist 97
round his darkened walls 71
round his trousers beneath 43
round oak pedestal table 53
round with blistering fluid 42
round with pictured tiles 154
route being extended after 62
routing and detailed routing 213
royal and absolute power 200
royal and cinnamon ferns 50
royal and military caste 94
royal and military class 95
royal and military force 75
royal and military order 631
royal and military power 47
royal and priestly people 167
royal and priestly power 398
royal and princely names 107
royal and princely power 135
royal and religious power 97
royal aux premiers temps 408
rubbing and scratching which 60
rubbing her polished hands 42
rubbing his flexible hands 45
rubbing his shoulder where 109
rubbing its restless flank 70
ruins and destroys first 43
ruins and historic sites 53
ruins are situated about 79
ruled for eighteen months 56
ruled out military action 100
ruled that children could 117
ruled that children under 49
ruled that citizens could 60
ruled that civilians could 41
ruled that louisiana could 42
ruled that missouri could 52
ruled that oklahoma could 43
ruled that pinochet could 64
ruled that probable cause 90
ruled that students could 155
ruled with absolute power 1609
ruled with despotic power 179
ruled with parallel lines 415
ruled with straight lines 56
ruled with vertical lines 92
ruler and military leader 336
ruler and religious leader 73
ruler and subjects alike 131
ruler for straight lines 77
ruler had absolute power 50
ruler has absolute power 269
ruler with absolute power 1071
ruler with complete power 50
rules and accepted norms 45
rules and accounting rules 48
rules and articles shall 60
rules and authority which 125
rules and business rules 84
rules and commands which 51
rules and concepts which 212
rules and cultural meanings 47
rules and cultural norms 141
rules and decisions about 64
rules and decisions shall 48
rules and decisions which 160
rules and emergent social 93
rules and examples given 115
rules and examples which 76
rules and explicit norms 147
rules and formulas given 44
rules and formulas which 124
rules and informal codes 57
rules and informal norms 413
rules and liability rules 275
rules and maintain order 40
rules and military forms 91
rules and outcomes within 63
rules and patterns which 95
rules and policies about 102
rules and policies apply 70
rules and policies rather 87
rules and policies under 147
rules and policies which 371
rules and policies within 60
rules and policies would 53
rules and practice which 88
rules and precepts thereof 87
rules and precepts which 443
rules and preserve order 47
rules and property rules 56
rules and proposed rules 113
rules and relations which 72
rules and routines which 159
rules and sanctions which 172
rules and semantic rules 85
rules and specific trade 239
rules and statutes which 102
rules and therefore could 54
rules and underlying forms 77
rules and unwonted tasks 72
rules are actually quite 47
rules are commonly known 65
rules are followed which 64
rules are observed which 45
rules are outlined below 124
rules are provided under 130
rules are provided where 51
rules are provided which 70
rules are publicly known 82
rules are required which 59
rules are supposed coeval 124
rules for admission which 42
rules for allocating basis 77
rules for allocating costs 49
rules for allocating water 59
rules for buddhist monks 59
rules for cafeteria plans 157
rules for children under 46
rules for clinical trials 110
rules for criminal cases 57
rules for criminal trials 136
rules for emissions trading 68
rules for exercising power 49
rules for guidance which 86
rules for literacy learning 53
rules for organizing words 52
rules for original issue 66
rules for personal holding 46
rules for predicting which 49
rules for pregnant women 67
rules for preserving order 106
rules for preserving people 51
rules for preventing fires 142
rules for probable cause 49
rules for quotation marks 131
rules for regulating human 41
rules for specific cases 74
rules for specific types 171
rules for transfer pricing 189
rules for yourself about 56
rules that conclude about 124
rules that describe which 70
rules that everyone could 81
rules that everyone knows 114
rules that governed every 50
rules that governed social 64
rules that indicate which 101
rules that normally apply 129
rules that otherwise apply 151
rules that otherwise might 43
rules that otherwise would 147
rules that regulate human 79
rules that regulate social 127
rules that severely limit 152
rules with absolute power 340
rules with meaningless marks 78
rulings and decisions below 372
rulings and decisions under 136
rulings and decisions which 258
rumor and innuendo about 138
rumor that numerous armed 48
rumor was probably false 41
running and stagnant water 330
running dos programs under 57
running for eighteen months 59
running for governor again 200
running for homecoming queen 77
running for majority leader 69
running her forefinger round 77
running its assigned period 210
running with animated cries 66
rural and deprived urban 52
rural and informal urban 127
rural and isolated parts 41
rural and marginal urban 260
rural and suburban homes 120
rural and suburban parts 42
rural and suburban roads 48
rural and suburban towns 48
