radiance was breaking through 128
retracing our steps across 62
retracing our steps through 230
retracing our steps toward 69
retract his false charge 62
retried and found guilty 110
returning day hover around 42
returning for brief visits 46
returning with fresh forces 62
returns and stock prices 67
returns and trading volume 171
returns are equal across 71
returns are large enough 63
returns for every dollar 60
returns for short periods 162
returns than growth stocks 73
returns than large stocks 64
returns than money market 42
returns that would accrue 74
returns that would result 98
revalue its fixed assets 62
revealed and known before 675
revealed her inner feelings 56
revealed his inner feelings 124
revealed one after another 140
revealed our whole secret 113
revealed that jesus christ 57
revealed that older adults 151
revealed that under normal 42
revealed that viable danish 131
revealed that women tended 53
revealed two major findings 47
revealed two major groups 48
revenue and civil courts 228
revenue and costs should 104
revenue and gross margin 420
revenue and gross profit 397
revenue and total assets 69
revenue and total profit 100
revenue for every dollar 182
revenue for local bodies 92
revenue for local public 44
revenue for local school 79
revenue for social reform 85
revenue that might accrue 57
revenue that might result 85
revenue that would accrue 316
revenue that would enable 46
revenue that would follow 49
revenue that would result 552
revenue that would reward 43
revenue was badly needed 82
revenue was large enough 40
revenue was still further 61
reverse and thrust faulting 54
reverse and thrust faults 541
reverse his whole policy 59
reverse our action without 168
reverse this trend before 42
reverse this trend through 181
reverse this trend toward 259
reverse this trend without 58
reviews and daily papers 77
reviews and focus groups 53
reviews and short essays 73
reviews and short pieces 43
reviews his whole career 53
revised and final edition 66
revised and final version 129
revised and longer version 67
revised and newly edited 106
revised and reset edition 99
revised his first opinion 40
revision and editing skills 63
revision and editing stages 83
revival and social reform 148
revival had spent itself 50
revival that spread through 93
revival that swept across 125
revival that swept through 368
revived and again became 65
revived her failing strength 42
revolve with equal angular 59
rewards and costs should 40
rewards and social status 235
rewards are based solely 78
rewards are large enough 114
rewards for every little 41
rewards for extra effort 131
rewards for indian scalps 190
rewards for killing wolves 136
rewards she might expect 84
rewards that might accrue 96
rewards that might result 41
rewards that would accrue 128
rewards that would follow 130
rewards that would result 58
rewards they could expect 114
rewards they might expect 103
richest that lived without 137
richest who dwell yonder 134
riddled with holes through 118
riddled with knife wounds 81
riffled her fingers through 50
righted and equal rights 65
rightly and which wrongly 50
riparian and water rights 49
ripened with still greater 60
ripples and broad swelling 108
ripples and rocky points 67
risotto and pasta dishes 51
rituals and magic spells 56
rituals and social dramas 66
rituals and social events 85
rituals that would enable 54
rituals that would ensure 44
rivalry with negro slaves 67
rivulet that flows through 41
roadway and equal arches 51
roasted shoe souls served 72
robbers and horse thieves 159
robbers and petty thieves 52
robbers had taken refuge 40
robbery and first degree 217
robbery for burnt offering 370
robbery had faded before 108
robbery had spread through 50
rockets and bengal lights 66
rockets and space flight 142
rockets and space probes 87
rockets and space travel 875
rockets for space flight 59
rockets for space travel 421
rockets that could travel 62
romance and social realism 47
romance with which genius 69
rosette with eight petals 113
rotation and green manuring 103
rotation and mixed cropping 168
rotation and passing through 58
rotation and scale changes 131
rotation and strip cropping 151
rotation can occur around 106
rotation for short periods 44
rotation with small grains 84
rougher than usual handling 167
roughly cut stone blocks 54
roughly six months before 138
roughly six times greater 102
roughly six times higher 69
roughly six times larger 71
roughly ten times faster 89
roughly ten times greater 242
roughly ten times higher 408
roughly ten times larger 214
roughly two hours before 64
roughly two months before 120
roughly two times higher 183
roughly two times larger 60
roughly two weeks before 146
rounded and rather narrow 43
rounded off every letter 82
routine that calls itself 56
routine that never changed 48
routine that never varied 116
routine that would become 61
routine they would follow 88
routine was nearly always 49
royalty has never lasted 52
royalty was often called 45
rubbers and drawn pretty 46
rubbish and crept beside 77
rubbish and loose stones 158
rubbish and waste matter 79
rubrics and scoring guides 56
ruffled her fingers through 153
ruffled his fingers through 117
ruinous and silly bustle 61
rumored but never occurs 60
rumored but never proved 91
runaway and freed slaves 99
runways and landing strips 54
rupture and cause bleeding 101
rupture and cause severe 176
rupture and creep strength 96
rupture for nearly twenty 50
rupture may occur before 143
rupture may occur through 79
rupture may occur without 212
ruthless and cruel manner 49
